time,Phoenix,pts.away,score,pts.home,LA Lakers
6:51.0,,,12-15,3,B. Lopez makes 3-pt shot from 26 ft (assist by J. Hart)
6:33.0,Turnover by T. Ulis (bad pass; steal by K. Caldwell-Pope),,12-15,,
6:17.0,,,12-15,,J. Hart misses 3-pt shot from 23 ft
6:14.0,Defensive rebound by D. Bender,,12-15,,
6:10.0,T. Warren misses 2-pt shot from 17 ft,,12-15,,
6:04.0,Offensive rebound by T. Chandler,,12-15,,
5:55.0,,,12-15,,Personal foul by J. Hart (drawn by J. Jackson)
5:55.0,,,12-15,,LA Lakers full timeout
5:55.0,T. Daniels enters the game for T. Chandler,,12-15,,
5:55.0,J. Gray enters the game for J. Jackson,,12-15,,
5:55.0,A. Len enters the game for T. Ulis,,12-15,,
5:47.0,A. Len makes 2-pt shot from 14 ft (assist by J. Gray),2,14-15,,
5:33.0,,,14-15,,Shooting foul by J. Gray (drawn by J. Hart)
5:33.0,,,14-16,1,J. Hart makes free throw 1 of 2
5:33.0,M. Chriss enters the game for D. Bender,,14-16,,
5:33.0,,,14-17,1,J. Hart makes free throw 2 of 2
5:15.0,J. Gray makes 3-pt shot from 25 ft (assist by M. Chriss),3,17-17,,
4:54.0,,,17-17,,K. Caldwell-Pope misses 2-pt shot from 14 ft
4:50.0,Defensive rebound by M. Chriss,,17-17,,
4:45.0,,,17-17,,Shooting block foul by K. Caldwell-Pope (drawn by T. Warren)
4:45.0,T. Warren makes free throw 1 of 2,1,18-17,,
4:45.0,,,18-17,,J. Clarkson enters the game for K. Caldwell-Pope
4:45.0,,,18-17,,K. Kuzma enters the game for J. Randle
4:45.0,T. Warren misses free throw 2 of 2,,18-17,,
4:42.0,,,18-17,,Defensive rebound by K. Kuzma
4:34.0,,,18-17,,Turnover by B. Ingram (lost ball; steal by T. Warren)
4:30.0,T. Warren makes 2-pt shot from 1 ft,2,20-17,,
4:11.0,,,20-20,3,J. Hart makes 3-pt shot from 26 ft (assist by B. Ingram)
3:49.0,J. Gray misses 2-pt shot from 1 ft (block by B. Ingram),,20-20,,
3:45.0,,,20-20,,Defensive rebound by B. Lopez
3:40.0,,,20-23,3,B. Lopez makes 3-pt shot from 27 ft (assist by B. Ingram)
3:39.0,Phoenix full timeout,,20-23,,
3:39.0,,,20-23,,L. Nance enters the game for B. Lopez
3:22.0,A. Len misses 2-pt shot from 3 ft,,20-23,,
3:18.0,Offensive rebound by A. Len,,20-23,,
3:16.0,J. Gray makes 3-pt shot from 25 ft,3,23-23,,
2:56.0,,,23-25,2,K. Kuzma makes 2-pt shot from 1 ft (assist by J. Clarkson)
2:42.0,J. Gray makes 2-pt shot from 1 ft,2,25-25,,
2:31.0,,,25-25,,B. Ingram misses 2-pt shot from 22 ft
2:28.0,Defensive rebound by M. Chriss,,25-25,,
2:18.0,T. Daniels misses 3-pt shot from 23 ft,,25-25,,
2:14.0,,,25-25,,Defensive rebound by J. Hart
1:58.0,,,25-28,2,J. Hart makes 3-pt shot from 22 ft (assist by B. Ingram)
1:44.0,,,25-28,,C. Brewer enters the game for J. Hart
1:44.0,,,25-28,,A. Caruso enters the game for B. Ingram
1:44.0,J. Jackson enters the game for T. Warren,,25-28,,
1:44.0,D. Bender enters the game for A. Len,,25-28,,
1:34.0,J. Gray misses 3-pt shot from 24 ft,,25-28,,
1:30.0,Offensive rebound by D. Bender,,25-28,,
1:29.0,D. Bender misses 2-pt shot at rim,,25-28,,
1:28.0,Offensive rebound by J. Gray,,25-28,,
1:28.0,Turnover by J. Gray (turnover),,25-28,,
1:28.0,Loose ball foul by J. Gray (drawn by L. Nance),,25-28,,
1:09.0,,,25-31,3,K. Kuzma makes 3-pt shot from 26 ft
0:57.0,T. Daniels misses 2-pt shot from 2 ft,,25-31,,
0:56.0,,,25-31,,Defensive rebound by L. Nance
0:56.0,Loose ball foul by M. Chriss (drawn by A. Caruso),,25-31,,
0:56.0,,,25-32,1,A. Caruso makes free throw 1 of 2
0:56.0,,,25-33,1,A. Caruso makes free throw 2 of 2
0:42.0,J. Jackson misses 3-pt shot from 25 ft,,25-33,,
0:37.0,Offensive rebound by D. Bender,,25-33,,
0:35.0,M. Chriss makes 3-pt shot from 25 ft (assist by D. Bender),2,28-33,,
0:19.0,,,28-33,,L. Nance misses 2-pt shot from 19 ft
0:15.0,Defensive rebound by D. Bender,,28-33,,
0:04.0,,,28-33,,Personal take foul by A. Caruso (drawn by J. Gray)
0:01.0,J. Gray misses 2-pt shot from 8 ft,,28-33,,
0:00.0,,,28-33,,Defensive rebound by K. Kuzma
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,Turnover by T. Ulis (bad pass; steal by K. Kuzma),,28-33,,
11:49.0,,,28-35,2,K. Kuzma makes 2-pt shot from 2 ft
11:38.0,D. Bender makes 3-pt shot from 25 ft (assist by J. Jackson),3,31-35,,
11:18.0,,,31-35,,K. Kuzma misses 3-pt shot from 25 ft
11:14.0,,,31-35,,Offensive rebound by L. Nance
11:11.0,,,31-37,2,J. Clarkson makes 2-pt shot from 2 ft
11:00.0,Shooting foul by K. Kuzma (drawn by T. Daniels),,31-37,,
11:00.0,T. Daniels makes free throw 1 of 3,1,32-37,,
11:00.0,T. Daniels makes free throw 2 of 3,1,33-37,,
11:00.0,T. Daniels makes free throw 3 of 3,1,34-37,,
10:50.0,,,34-37,,Shooting foul by M. Chriss (drawn by A. Caruso)
10:50.0,,,34-38,1,A. Caruso makes free throw 1 of 2
10:50.0,,,34-39,1,A. Caruso makes free throw 2 of 2
10:37.0,M. Chriss misses 3-pt shot from 24 ft,,34-39,,
10:32.0,,,34-39,,Defensive rebound by C. Brewer
10:27.0,,,34-39,,K. Kuzma misses 2-pt shot from 6 ft (block by J. Jackson)
10:24.0,Defensive rebound by J. Jackson,,34-39,,
10:20.0,Turnover by J. Jackson (bad pass; steal by L. Nance),,34-39,,
10:17.0,T. Chandler enters the game for M. Chriss,,34-39,,
10:11.0,,,34-39,,J. Clarkson misses 2-pt shot from 18 ft
10:06.0,,,34-39,,Offensive rebound by L. Nance
10:04.0,,,34-39,,J. Clarkson misses 3-pt shot from 25 ft
10:01.0,Defensive rebound by T. Ulis,,34-39,,
9:52.0,T. Ulis makes 2-pt shot from 19 ft,2,36-39,,
9:39.0,,,36-39,,J. Clarkson misses 2-pt shot from 3 ft
9:37.0,Defensive rebound by T. Chandler,,36-39,,
9:35.0,Turnover by J. Jackson (traveling),,36-39,,
9:22.0,,,36-39,,J. Clarkson misses 2-pt shot from 2 ft
9:19.0,Defensive rebound by T. Chandler,,36-39,,
9:13.0,T. Ulis makes 2-pt shot from 19 ft,2,38-39,,
9:12.0,,,38-39,,LA Lakers full timeout
9:12.0,T. Warren enters the game for T. Daniels,,38-39,,
8:56.0,,,38-39,,A. Caruso misses 3-pt shot from 22 ft
8:52.0,Defensive rebound by J. Jackson,,38-39,,
8:32.0,T. Ulis makes 2-pt shot from 12 ft,2,40-39,,
8:24.0,,,40-39,,K. Caldwell-Pope enters the game for C. Brewer
8:12.0,,,40-39,,Turnover by J. Clarkson (offensive goaltending)
7:49.0,T. Ulis misses 2-pt shot from 16 ft,,40-39,,
7:46.0,,,40-39,,Defensive rebound by J. Clarkson
7:34.0,,,40-39,,J. Clarkson misses 3-pt shot from 25 ft
7:30.0,Defensive rebound by J. Jackson,,40-39,,
7:18.0,T. Warren misses 2-pt shot from 14 ft,,40-39,,
7:14.0,,,40-39,,Defensive rebound by K. Caldwell-Pope
7:11.0,,,40-39,,Offensive foul by L. Nance (drawn by T. Ulis)
7:11.0,,,40-39,,Turnover by L. Nance (offensive foul)
7:11.0,,,40-39,,B. Ingram enters the game for A. Caruso
7:11.0,,,40-39,,J. Randle enters the game for L. Nance
6:56.0,J. Jackson misses 2-pt shot from 19 ft,,40-39,,
6:50.0,Offensive rebound by T. Warren,,40-39,,
6:50.0,T. Warren misses 2-pt shot at rim,,40-39,,
6:50.0,Offensive rebound by T. Warren,,40-39,,
6:46.0,T. Warren makes 2-pt shot from 1 ft,2,42-39,,
6:42.0,,,42-39,,Turnover by J. Clarkson (step out of bounds)
6:29.0,T. Warren makes 2-pt shot from 18 ft (assist by T. Chandler),2,44-39,,
6:28.0,,,44-39,,LA Lakers full timeout
6:28.0,,,44-39,,J. Hart enters the game for K. Kuzma
6:28.0,,,44-39,,B. Lopez enters the game for J. Clarkson
6:07.0,,,44-41,2,B. Ingram makes 2-pt shot from 1 ft
5:52.0,T. Warren misses 2-pt shot from 1 ft,,44-41,,
5:45.0,Offensive rebound by T. Chandler,,44-41,,
5:45.0,T. Chandler makes 2-pt shot at rim,2,46-41,,
5:40.0,,,46-41,,J. Randle misses 2-pt shot from 2 ft
5:34.0,,,46-41,,Offensive rebound by J. Hart
5:34.0,,,46-43,2,J. Hart makes 2-pt shot at rim
5:33.0,T. Chandler makes 2-pt shot at rim (assist by T. Ulis),2,48-43,,
5:16.0,,,48-43,,B. Lopez misses 3-pt shot from 28 ft
5:13.0,Defensive rebound by J. Jackson,,48-43,,
5:08.0,J. Jackson misses 2-pt shot at rim (block by B. Lopez),,48-43,,
5:04.0,Offensive rebound by J. Jackson,,48-43,,
5:02.0,T. Warren misses 3-pt shot from 24 ft,,48-43,,
5:02.0,Offensive rebound by T. Chandler,,48-43,,
4:57.0,T. Warren makes 2-pt shot from 1 ft (assist by T. Chandler),2,50-43,,
4:43.0,,,50-46,3,B. Lopez makes 3-pt shot from 25 ft
4:21.0,T. Warren makes 2-pt shot from 1 ft (assist by T. Ulis),2,52-46,,
4:08.0,,,52-48,2,J. Randle makes 2-pt shot from 1 ft (assist by B. Ingram)
3:49.0,D. Bender misses 2-pt shot from 5 ft,,52-48,,
3:45.0,,,52-48,,Defensive rebound by B. Lopez
3:37.0,,,52-48,,Shooting foul by J. Jackson (drawn by J. Randle)
3:37.0,,,52-49,1,J. Randle makes free throw 1 of 2
3:37.0,J. Gray enters the game for T. Ulis,,52-49,,
3:37.0,M. Chriss enters the game for J. Jackson,,52-49,,
3:37.0,T. Daniels enters the game for D. Bender,,52-49,,
3:37.0,,,52-50,1,J. Randle makes free throw 2 of 2
3:17.0,Shooting foul by J. Hart (drawn by M. Chriss),,52-50,,
3:17.0,M. Chriss misses free throw 1 of 2,,52-50,,
3:17.0,Offensive rebound by Team,,52-50,,
3:17.0,M. Chriss misses free throw 2 of 2,,52-50,,
3:14.0,,,52-50,,Defensive rebound by J. Randle
2:59.0,,,52-53,3,B. Ingram makes 3-pt shot from 25 ft (assist by J. Randle)
2:34.0,T. Daniels makes 3-pt shot from 24 ft (assist by M. Chriss),3,55-53,,
2:27.0,,,55-53,,Turnover by K. Caldwell-Pope (traveling)
2:10.0,T. Warren makes 2-pt shot from 1 ft (assist by M. Chriss),2,57-53,,
1:55.0,,,57-55,2,J. Randle makes 2-pt shot from 2 ft
1:30.0,M. Chriss misses 2-pt shot from 1 ft,,57-55,,
1:27.0,,,57-55,,Defensive rebound by B. Lopez
1:21.0,,,57-55,,B. Ingram misses 2-pt shot from 20 ft
1:17.0,Defensive rebound by M. Chriss,,57-55,,
1:08.0,T. Warren misses 2-pt shot from 18 ft,,57-55,,
1:03.0,,,57-55,,Defensive rebound by J. Randle
0:54.0,,,57-57,2,B. Ingram makes 2-pt shot from 8 ft
0:41.0,T. Daniels misses 2-pt shot from 17 ft,,57-57,,
0:37.0,,,57-57,,Defensive rebound by J. Randle
0:31.0,,,57-57,,J. Randle misses 2-pt shot from 3 ft
0:27.0,Jump ball: J. Randle vs. M. Chriss (K. Caldwell-Pope gains possession),,,,Jump ball: J. Randle vs. M. Chriss (K. Caldwell-Pope gains possession)
0:27.0,,,57-57,,Offensive rebound by Team
0:08.0,,,57-57,,K. Caldwell-Pope misses 2-pt shot from 18 ft
0:04.0,Defensive rebound by M. Chriss,,57-57,,
0:01.0,T. Warren misses 2-pt shot from 1 ft,,57-57,,
0:01.0,Offensive rebound by T. Chandler,,57-57,,
0:00.0,T. Chandler misses 2-pt shot at rim,,57-57,,
0:00.0,Offensive rebound by Team,,57-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,J. Jackson makes 2-pt shot at rim (assist by T. Ulis),2,59-57,,
11:37.0,Personal foul by D. Bender (drawn by J. Randle),,59-57,,
11:29.0,,,59-59,2,B. Ingram makes 2-pt shot from 1 ft (assist by J. Randle)
11:16.0,D. Bender misses 3-pt shot from 25 ft,,59-59,,
11:14.0,,,59-59,,Defensive rebound by B. Ingram
11:08.0,,,59-61,2,J. Randle makes 2-pt shot at rim (assist by J. Hart)
10:56.0,,,59-61,,Personal foul by J. Randle (drawn by D. Bender)
10:51.0,Shooting foul by J. Hart (drawn by T. Warren),,59-61,,
10:51.0,T. Warren makes free throw 1 of 2,1,60-61,,
10:51.0,T. Warren makes free throw 2 of 2,1,61-61,,
10:33.0,,,61-63,2,J. Hart makes 2-pt shot at rim (assist by J. Randle)
10:03.0,T. Warren misses 3-pt shot from 27 ft,,61-63,,
10:00.0,,,61-63,,Defensive rebound by J. Hart
9:57.0,,,61-63,,K. Caldwell-Pope misses 3-pt shot from 24 ft
9:53.0,Defensive rebound by T. Chandler,,61-63,,
9:51.0,T. Warren misses 2-pt shot from 3 ft (block by J. Hart),,61-63,,
9:51.0,Offensive rebound by Team,,61-63,,
9:48.0,D. Bender misses 3-pt shot from 25 ft,,61-63,,
9:46.0,,,61-63,,Defensive rebound by J. Hart
9:42.0,,,61-63,,Shooting foul by J. Jackson (drawn by K. Caldwell-Pope)
9:42.0,,,61-64,1,K. Caldwell-Pope makes free throw 1 of 2
9:42.0,,,61-65,1,K. Caldwell-Pope makes free throw 2 of 2
9:25.0,T. Chandler makes 2-pt shot from 1 ft (assist by T. Warren),2,63-65,,
9:17.0,,,63-65,,Shooting foul by D. Bender (drawn by J. Randle)
9:17.0,,,63-65,,J. Randle misses free throw 1 of 2
9:17.0,,,63-65,,Offensive rebound by Team
9:17.0,,,63-66,1,J. Randle makes free throw 2 of 2
9:01.0,J. Jackson misses 2-pt shot from 6 ft (block by B. Ingram),,63-66,,
8:57.0,,,63-66,,Defensive rebound by K. Caldwell-Pope
8:43.0,,,63-66,,Offensive foul by B. Lopez (drawn by D. Bender)
8:43.0,,,63-66,,Turnover by B. Lopez (offensive foul)
8:29.0,J. Jackson misses 2-pt shot from 1 ft,,63-66,,
8:26.0,,,63-66,,Defensive rebound by J. Hart
8:23.0,,,63-66,,Turnover by J. Randle (lost ball; steal by T. Warren)
8:18.0,Shooting foul by B. Lopez (drawn by T. Warren),,63-66,,
8:18.0,T. Warren makes free throw 1 of 2,1,64-66,,
8:18.0,T. Warren misses free throw 2 of 2,,64-66,,
8:15.0,,,64-66,,Defensive rebound by J. Randle
8:04.0,,,64-66,,K. Caldwell-Pope misses 2-pt shot from 17 ft
7:58.0,Defensive rebound by T. Warren,,64-66,,
7:54.0,,,64-66,,Personal foul by K. Caldwell-Pope (drawn by T. Chandler)
7:50.0,T. Ulis misses 3-pt shot from 26 ft,,64-66,,
7:47.0,,,64-66,,Defensive rebound by J. Hart
7:44.0,,,64-68,2,B. Ingram makes 2-pt shot from 1 ft
7:24.0,D. Bender makes 2-pt shot from 7 ft,2,66-68,,
7:10.0,,,66-68,,Turnover by B. Lopez (out of bounds lost ball)
6:56.0,T. Warren makes 2-pt shot from 17 ft (assist by D. Bender),2,68-68,,
6:33.0,,,68-70,2,B. Ingram makes 2-pt shot from 17 ft (assist by J. Randle)
6:18.0,J. Jackson makes 2-pt shot from 2 ft (assist by T. Ulis),2,70-70,,
6:02.0,,,70-70,,J. Randle misses 2-pt shot from 2 ft
5:59.0,Defensive rebound by T. Warren,,70-70,,
5:56.0,T. Ulis misses 3-pt shot from 22 ft,,70-70,,
5:52.0,,,70-70,,Defensive rebound by J. Randle
5:48.0,,,70-70,,Turnover by J. Randle (lost ball; steal by T. Warren)
5:44.0,Shooting foul by J. Hart (drawn by T. Warren),,70-70,,
5:44.0,,,70-70,,LA Lakers full timeout
5:44.0,,,70-70,,J. Clarkson enters the game for J. Hart
5:44.0,T. Daniels enters the game for T. Chandler,,70-70,,
5:44.0,J. Gray enters the game for J. Jackson,,70-70,,
5:44.0,M. Chriss enters the game for T. Ulis,,70-70,,
5:44.0,A. Len enters the game for D. Bender,,70-70,,
5:44.0,T. Warren makes free throw 1 of 2,1,71-70,,
5:44.0,T. Warren makes free throw 2 of 2,1,72-70,,
5:34.0,,,72-70,,Turnover by B. Ingram (bad pass)
5:22.0,Turnover by J. Gray (bad pass; steal by K. Caldwell-Pope),,72-70,,
5:19.0,,,72-72,2,K. Caldwell-Pope makes 2-pt shot at rim
5:09.0,M. Chriss misses 3-pt shot from 26 ft,,72-72,,
5:05.0,,,72-72,,Defensive rebound by K. Caldwell-Pope
4:59.0,,,72-75,3,B. Lopez makes 3-pt shot from 27 ft (assist by B. Ingram)
4:58.0,Phoenix full timeout,,72-75,,
4:58.0,,,72-75,,K. Kuzma enters the game for B. Lopez
4:40.0,M. Chriss misses 2-pt shot from 1 ft (block by J. Randle),,72-75,,
4:34.0,,,72-75,,Defensive rebound by K. Caldwell-Pope
4:29.0,Personal foul by T. Warren (drawn by J. Randle),,72-75,,
4:29.0,,,72-75,,B. Lopez enters the game for J. Randle
4:24.0,,,72-75,,K. Kuzma misses 2-pt shot from 1 ft (block by M. Chriss)
4:21.0,Defensive rebound by A. Len,,72-75,,
4:15.0,T. Daniels misses 3-pt shot from 25 ft,,72-75,,
4:11.0,,,72-75,,Defensive rebound by J. Clarkson
4:03.0,,,72-77,2,B. Ingram makes 2-pt shot from 1 ft
3:50.0,Offensive foul by A. Len (drawn by J. Clarkson),,72-77,,
3:50.0,Turnover by A. Len (offensive foul),,72-77,,
3:28.0,,,72-77,,B. Lopez misses 3-pt shot from 27 ft
3:25.0,Defensive rebound by M. Chriss,,72-77,,
3:21.0,M. Chriss makes 2-pt shot from 1 ft,2,74-77,,
3:08.0,,,74-77,,Shooting foul by A. Len (drawn by K. Kuzma)
3:08.0,,,74-78,1,K. Kuzma makes free throw 1 of 2
3:08.0,,,74-78,,J. Randle enters the game for B. Lopez
3:08.0,J. Jackson enters the game for T. Warren,,74-78,,
3:08.0,D. Bender enters the game for A. Len,,74-78,,
3:08.0,,,74-79,1,K. Kuzma makes free throw 2 of 2
2:45.0,T. Daniels makes 3-pt shot from 29 ft (assist by J. Gray),3,77-79,,
2:35.0,,,77-82,3,K. Kuzma makes 3-pt shot from 26 ft (assist by J. Clarkson)
2:16.0,M. Chriss misses 2-pt shot from 10 ft,,77-82,,
2:13.0,,,77-82,,Defensive rebound by B. Ingram
1:59.0,,,77-84,2,B. Ingram makes 2-pt shot at rim
1:59.0,Phoenix full timeout,,77-84,,
1:59.0,,,77-84,,L. Nance enters the game for J. Randle
1:47.0,T. Daniels misses 3-pt shot from 22 ft,,77-84,,
1:43.0,,,77-84,,Defensive rebound by B. Ingram
1:40.0,,,77-84,,K. Kuzma misses 3-pt shot from 26 ft
1:34.0,Defensive rebound by M. Chriss,,77-84,,
1:29.0,D. Bender misses 2-pt shot from 1 ft,,77-84,,
1:26.0,,,77-84,,Defensive rebound by K. Caldwell-Pope
1:21.0,,,77-84,,Shooting foul by T. Daniels (drawn by L. Nance)
1:21.0,,,77-85,1,L. Nance makes free throw 1 of 2
1:21.0,,,77-86,1,L. Nance makes free throw 2 of 2
1:06.0,J. Jackson makes 2-pt shot from 11 ft,2,79-86,,
0:56.0,,,79-86,,K. Caldwell-Pope misses 2-pt shot from 17 ft
0:52.0,Defensive rebound by J. Jackson,,79-86,,
0:46.0,Turnover by J. Jackson (bad pass; steal by K. Caldwell-Pope),,79-86,,
0:40.0,,,79-86,,K. Kuzma misses 3-pt shot from 24 ft
0:36.0,,,79-86,,Offensive rebound by L. Nance
0:36.0,,,79-86,,L. Nance misses 2-pt shot at rim
0:35.0,Defensive rebound by J. Jackson,,79-86,,
0:20.0,Turnover by D. Bender (bad pass),,79-86,,
0:01.0,,,79-86,,Shooting foul by J. Jackson (drawn by B. Ingram)
0:01.0,,,79-87,1,B. Ingram makes free throw 1 of 2
0:01.0,,,79-88,1,B. Ingram makes free throw 2 of 2
0:00.0,J. Jackson misses 3-pt shot from 55 ft,,79-88,,
0:00.0,Offensive rebound by Team,,79-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,79-88,,Offensive foul by J. Clarkson (drawn by J. Jackson)
11:51.0,,,79-88,,Turnover by J. Clarkson (offensive foul)
11:39.0,T. Daniels misses 3-pt shot from 29 ft,,79-88,,
11:36.0,,,79-88,,Defensive rebound by L. Nance
11:30.0,,,79-88,,C. Brewer misses 2-pt shot from 1 ft
11:27.0,,,79-88,,Offensive rebound by L. Nance
11:21.0,,,79-88,,K. Kuzma misses 3-pt shot from 24 ft
11:17.0,,,79-88,,Offensive rebound by C. Brewer
11:16.0,,,79-88,,J. Clarkson misses 3-pt shot from 25 ft
11:11.0,,,79-88,,L. Nance misses 2-pt shot from 1 ft
11:11.0,,,79-88,,Offensive rebound by L. Nance
11:10.0,,,79-88,,Offensive rebound by C. Brewer
11:09.0,,,79-88,,C. Brewer misses 2-pt shot at rim (block by M. Chriss)
11:06.0,Defensive rebound by T. Daniels,,79-88,,
10:58.0,M. Chriss makes 2-pt shot from 2 ft (assist by D. Bender),2,81-88,,
10:43.0,,,81-88,,J. Clarkson misses 2-pt shot from 9 ft
10:43.0,,,81-88,,Offensive rebound by L. Nance
10:34.0,,,81-90,2,L. Nance makes 2-pt shot from 3 ft
10:31.0,M. Chriss makes 3-pt shot from 23 ft (assist by T. Ulis),3,84-90,,
10:07.0,,,84-90,,Shooting foul by J. Jackson (drawn by J. Clarkson)
10:07.0,,,84-90,,J. Clarkson misses free throw 1 of 2
10:07.0,,,84-90,,Offensive rebound by Team
10:07.0,,,84-91,1,J. Clarkson makes free throw 2 of 2
9:49.0,J. Jackson misses 3-pt shot from 28 ft,,84-91,,
9:46.0,Offensive rebound by D. Bender,,84-91,,
9:46.0,Shooting foul by A. Caruso (drawn by D. Bender),,84-91,,
9:46.0,D. Bender makes free throw 1 of 2,1,85-91,,
9:46.0,D. Bender misses free throw 2 of 2,,85-91,,
9:44.0,,,85-91,,Defensive rebound by L. Nance
9:32.0,,,85-93,2,J. Clarkson makes 2-pt shot from 1 ft
9:25.0,,,85-93,,Personal foul by A. Caruso (drawn by D. Bender)
9:17.0,T. Daniels misses 3-pt shot from 27 ft (block by C. Brewer),,85-93,,
9:15.0,,,85-93,,Defensive rebound by A. Caruso
9:13.0,,,85-95,2,K. Kuzma makes 2-pt shot from 1 ft (assist by J. Clarkson)
9:08.0,Phoenix full timeout,,85-95,,
9:08.0,T. Warren enters the game for M. Chriss,,85-95,,
9:08.0,T. Chandler enters the game for T. Daniels,,85-95,,
8:44.0,T. Ulis misses 2-pt shot from 17 ft,,85-95,,
8:41.0,,,85-95,,Defensive rebound by C. Brewer
8:38.0,,,85-95,,C. Brewer misses 2-pt shot from 1 ft (block by J. Jackson)
8:38.0,Defensive rebound by T. Warren,,85-95,,
8:32.0,J. Jackson makes 2-pt shot from 1 ft (assist by T. Warren),2,87-95,,
8:10.0,,,87-97,2,L. Nance makes 2-pt shot at rim (assist by J. Clarkson)
8:02.0,,,87-97,,Personal foul by C. Brewer (drawn by T. Warren)
8:02.0,,,87-97,,J. Hart enters the game for C. Brewer
7:54.0,J. Jackson makes 3-pt shot from 25 ft (assist by T. Ulis),3,90-97,,
7:33.0,,,90-99,2,J. Clarkson makes 2-pt shot from 1 ft
7:10.0,D. Bender misses 2-pt shot from 9 ft,,90-99,,
7:07.0,,,90-99,,Defensive rebound by J. Hart
7:03.0,,,90-99,,Turnover by J. Hart (bad pass; steal by T. Warren)
6:43.0,Turnover by T. Ulis (bad pass; steal by J. Clarkson),,90-99,,
6:37.0,,,90-102,3,J. Hart makes 3-pt shot from 26 ft (assist by A. Caruso)
6:20.0,T. Ulis makes 2-pt shot from 15 ft (assist by T. Chandler),2,92-102,,
6:10.0,,,92-104,2,K. Kuzma makes 2-pt shot from 1 ft
5:54.0,T. Ulis misses 3-pt shot from 22 ft,,92-104,,
5:51.0,Offensive rebound by J. Jackson,,92-104,,
5:46.0,J. Jackson misses 2-pt shot from 10 ft,,92-104,,
5:44.0,,,92-104,,Defensive rebound by L. Nance
5:44.0,Personal foul by J. Jackson (drawn by L. Nance),,92-104,,
5:44.0,,,92-104,,J. Randle enters the game for A. Caruso
5:44.0,,,92-104,,B. Ingram enters the game for L. Nance
5:31.0,,,92-104,,J. Clarkson misses 2-pt shot from 2 ft
5:28.0,Defensive rebound by T. Chandler,,92-104,,
5:27.0,Shooting foul by B. Ingram (drawn by J. Jackson),,92-104,,
5:27.0,J. Jackson misses free throw 1 of 2,,92-104,,
5:27.0,Offensive rebound by Team,,92-104,,
5:27.0,J. Jackson makes free throw 2 of 2,1,93-104,,
