time,Utah,pts.away,score,pts.home,LA Clippers
8:11.0,,,7-9,,D. Jordan misses 2-pt shot at rim
8:11.0,,,7-9,,Offensive rebound by D. Jordan
8:08.0,,,7-11,2,D. Jordan makes 2-pt shot at rim
8:06.0,Turnover by D. Favors (traveling),,7-11,,
7:57.0,,,7-11,,Shooting foul by J. Jerebko (drawn by M. Harrell)
7:57.0,,,7-12,1,M. Harrell makes free throw 1 of 2
7:57.0,,,7-12,,M. Harrell misses free throw 2 of 2
7:52.0,Defensive rebound by J. Jerebko,,7-12,,
7:38.0,Turnover by J. Ingles (bad pass; steal by L. Williams),,7-12,,
7:27.0,,,7-12,,A. Rivers misses 3-pt shot from 25 ft
7:24.0,,,7-12,,Offensive rebound by D. Jordan
7:22.0,,,7-14,2,D. Jordan makes 2-pt shot from 1 ft
7:00.0,D. Mitchell misses 3-pt shot from 24 ft,,7-14,,
6:58.0,,,7-14,,Defensive rebound by D. Jordan
6:54.0,,,7-14,,W. Johnson misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by D. Favors,,7-14,,
6:38.0,J. Ingles makes 3-pt shot from 25 ft (assist by J. Jerebko),3,10-14,,
6:26.0,,,10-14,,LA Clippers full timeout
6:17.0,,,10-17,3,L. Williams makes 3-pt shot from 25 ft (assist by A. Rivers)
6:05.0,,,10-17,,Personal foul by A. Rivers (drawn by D. Mitchell)
6:05.0,A. Burks enters the game for J. Jerebko,,10-17,,
6:05.0,T. Sefolosha enters the game for R. Rubio,,10-17,,
5:51.0,D. Mitchell makes 2-pt shot from 17 ft (assist by J. Ingles),2,12-17,,
5:37.0,,,12-17,,Turnover by L. Williams (bad pass)
5:37.0,,,12-17,,S. Dekker enters the game for M. Harrell
5:14.0,T. Sefolosha misses 2-pt shot from 12 ft,,12-17,,
5:11.0,,,12-17,,Defensive rebound by D. Jordan
5:00.0,,,12-19,2,L. Williams makes 2-pt shot from 1 ft (assist by A. Rivers)
4:40.0,A. Burks misses 2-pt shot from 9 ft,,12-19,,
4:38.0,Offensive rebound by D. Favors,,12-19,,
4:37.0,D. Favors misses 2-pt shot from 2 ft (block by W. Johnson),,12-19,,
4:37.0,Offensive rebound by D. Favors,,12-19,,
4:33.0,T. Sefolosha misses 2-pt shot from 19 ft,,12-19,,
4:29.0,,,12-19,,Defensive rebound by D. Jordan
4:24.0,,,12-21,2,A. Rivers makes 2-pt shot from 1 ft
4:24.0,Utah full timeout,,12-21,,
4:08.0,A. Burks makes 3-pt shot from 23 ft (assist by D. Mitchell),3,15-21,,
3:52.0,,,15-21,,Turnover by A. Rivers (bad pass)
3:42.0,Turnover by T. Sefolosha (bad pass; steal by W. Johnson),,15-21,,
3:34.0,,,15-21,,L. Williams misses 2-pt shot from 4 ft (block by A. Burks)
3:30.0,Defensive rebound by D. Favors,,15-21,,
3:18.0,D. Favors misses 2-pt shot from 7 ft (block by W. Johnson),,15-21,,
3:18.0,Offensive rebound by Team,,15-21,,
3:18.0,,,15-21,,C. Williams enters the game for L. Williams
3:18.0,E. Udoh enters the game for J. Ingles,,15-21,,
3:18.0,R. O'Neale enters the game for D. Favors,,15-21,,
3:11.0,Turnover by T. Sefolosha (bad pass; steal by A. Rivers),,15-21,,
3:02.0,,,15-21,,S. Dekker misses 3-pt shot from 23 ft
2:59.0,Defensive rebound by A. Burks,,15-21,,
2:51.0,D. Mitchell makes 2-pt shot from 3 ft (assist by A. Burks),2,17-21,,
2:28.0,,,17-23,2,C. Williams makes 2-pt shot from 6 ft (assist by A. Rivers)
2:06.0,A. Burks makes 3-pt shot from 24 ft,3,20-23,,
2:04.0,Shooting foul by D. Jordan (drawn by A. Burks),,20-23,,
2:04.0,,,20-23,,W. Reed enters the game for D. Jordan
2:04.0,R. Rubio enters the game for D. Mitchell,,20-23,,
2:04.0,A. Burks makes free throw 1 of 1,1,21-23,,
1:45.0,,,21-23,,A. Rivers misses 3-pt shot from 25 ft
1:41.0,Defensive rebound by R. Rubio,,21-23,,
1:37.0,T. Sefolosha misses 3-pt shot from 24 ft,,21-23,,
1:32.0,,,21-23,,Defensive rebound by W. Reed
1:23.0,,,21-23,,J. Evans enters the game for A. Rivers
1:15.0,,,21-25,2,W. Reed makes 2-pt shot from 19 ft (assist by C. Williams)
0:56.0,T. Sefolosha makes 2-pt shot from 5 ft (assist by R. Rubio),2,23-25,,
0:46.0,,,23-27,2,J. Evans makes 2-pt shot from 17 ft (assist by W. Reed)
0:35.0,Shooting foul by J. Evans (drawn by R. Rubio),,23-27,,
0:35.0,R. Rubio makes free throw 1 of 2,1,24-27,,
0:35.0,R. Rubio misses free throw 2 of 2,,24-27,,
0:32.0,,,24-27,,Defensive rebound by W. Reed
0:21.0,,,24-27,,W. Johnson misses 3-pt shot from 23 ft
0:18.0,Defensive rebound by R. O'Neale,,24-27,,
0:01.0,E. Udoh makes 2-pt shot from 1 ft (assist by R. Rubio),2,26-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,26-27,,Personal foul by J. Evans (drawn by R. Rubio)
11:39.0,A. Burks misses 3-pt shot from 23 ft,,26-27,,
11:35.0,,,26-27,,Defensive rebound by C. Williams
11:15.0,,,26-27,,Turnover by C. Williams (bad pass; steal by R. O'Neale)
10:51.0,A. Burks misses 2-pt shot from 5 ft (block by W. Reed),,26-27,,
10:49.0,,,26-27,,Defensive rebound by J. Evans
10:43.0,,,26-27,,J. Evans misses 2-pt shot from 2 ft (block by E. Udoh)
10:43.0,Defensive rebound by R. Rubio,,26-27,,
10:37.0,T. Sefolosha makes 2-pt shot from 1 ft (assist by A. Burks),2,28-27,,
10:22.0,,,28-27,,Turnover by J. Evans (bad pass; steal by A. Burks)
10:10.0,A. Burks makes 2-pt shot from 9 ft (assist by R. O'Neale),2,30-27,,
10:10.0,Shooting foul by S. Dekker (drawn by A. Burks),,30-27,,
10:10.0,,,30-27,,L. Williams enters the game for C. Williams
10:10.0,A. Burks makes free throw 1 of 1,1,31-27,,
9:50.0,,,31-27,,J. Evans misses 2-pt shot from 3 ft
9:49.0,Defensive rebound by Team,,31-27,,
9:38.0,Turnover by A. Burks (lost ball; steal by J. Evans),,31-27,,
9:38.0,Personal foul by A. Burks (drawn by J. Evans),,31-27,,
9:25.0,,,31-30,3,S. Thornwell makes 3-pt shot from 22 ft (assist by W. Reed)
9:12.0,Turnover by R. Rubio (bad pass; steal by J. Evans),,31-30,,
9:09.0,,,31-30,,Shooting foul by R. O'Neale (drawn by S. Dekker)
9:09.0,,,31-30,,S. Dekker misses free throw 1 of 2
9:09.0,,,31-30,,Offensive rebound by Team
9:09.0,D. Mitchell enters the game for R. Rubio,,31-30,,
9:09.0,J. Jerebko enters the game for T. Sefolosha,,31-30,,
9:09.0,,,31-31,1,S. Dekker makes free throw 2 of 2
8:56.0,,,31-31,,Personal foul by J. Evans (drawn by J. Jerebko)
8:56.0,,,31-31,,A. Rivers enters the game for J. Evans
8:50.0,D. Mitchell makes 3-pt shot from 25 ft,3,34-31,,
8:41.0,Shooting block foul by J. Jerebko (drawn by W. Reed),,34-31,,
8:41.0,,,34-32,1,W. Reed makes free throw 1 of 2
8:41.0,,,34-33,1,W. Reed makes free throw 2 of 2
8:19.0,J. Jerebko makes 3-pt shot from 23 ft (assist by A. Burks),3,37-33,,
8:12.0,,,37-35,2,L. Williams makes 2-pt shot from 10 ft
8:01.0,A. Burks misses 2-pt shot from 11 ft,,37-35,,
7:58.0,,,37-35,,Defensive rebound by W. Reed
7:46.0,,,37-38,3,S. Dekker makes 3-pt shot from 25 ft (assist by A. Rivers)
7:31.0,D. Mitchell makes 3-pt shot from 24 ft,3,40-38,,
7:09.0,,,40-38,,L. Williams misses 3-pt shot from 22 ft
7:06.0,Defensive rebound by A. Burks,,40-38,,
7:04.0,Turnover by D. Mitchell (bad pass),,40-38,,
7:04.0,,,40-38,,LA Clippers full timeout
7:04.0,,,40-38,,D. Jordan enters the game for W. Reed
7:04.0,J. Ingles enters the game for R. O'Neale,,40-38,,
7:04.0,D. Favors enters the game for E. Udoh,,40-38,,
6:48.0,,,40-38,,Shooting foul by D. Favors (drawn by D. Jordan)
6:48.0,,,40-38,,D. Jordan misses free throw 1 of 2
6:48.0,,,40-38,,Offensive rebound by Team
6:48.0,,,40-38,,M. Harrell enters the game for S. Dekker
6:48.0,,,40-39,1,D. Jordan makes free throw 2 of 2
6:25.0,A. Burks makes 2-pt shot from 1 ft,2,42-39,,
6:14.0,,,42-41,2,M. Harrell makes 2-pt shot from 9 ft
5:52.0,J. Ingles makes 2-pt shot from 17 ft (assist by J. Jerebko),2,44-41,,
5:34.0,,,44-43,2,M. Harrell makes 2-pt shot at rim (assist by L. Williams)
5:15.0,J. Jerebko misses 3-pt shot from 23 ft,,44-43,,
5:11.0,Offensive rebound by D. Favors,,44-43,,
4:57.0,J. Jerebko makes 2-pt shot from 8 ft (assist by J. Ingles),2,46-43,,
4:37.0,,,46-43,,L. Williams misses 2-pt shot from 17 ft
4:33.0,Defensive rebound by D. Favors,,46-43,,
4:22.0,J. Ingles misses 3-pt shot from 25 ft,,46-43,,
4:18.0,,,46-43,,Defensive rebound by D. Jordan
4:08.0,,,46-43,,Turnover by S. Thornwell (bad pass; steal by J. Ingles)
4:04.0,A. Burks makes 2-pt shot at rim (assist by J. Ingles),2,48-43,,
3:54.0,Personal foul by A. Burks (drawn by D. Jordan),,48-43,,
3:54.0,,,48-44,1,D. Jordan makes free throw 1 of 2
3:54.0,,,48-44,,W. Johnson enters the game for S. Thornwell
3:54.0,R. Rubio enters the game for A. Burks,,48-44,,
3:54.0,E. Udoh enters the game for D. Favors,,48-44,,
3:54.0,,,48-44,,D. Jordan misses free throw 2 of 2
3:51.0,Defensive rebound by E. Udoh,,48-44,,
3:42.0,D. Mitchell makes 2-pt shot from 1 ft (assist by J. Ingles),2,50-44,,
3:25.0,,,50-46,2,W. Johnson makes 2-pt shot from 15 ft (assist by D. Jordan)
3:12.0,J. Jerebko makes 2-pt shot from 1 ft (assist by E. Udoh),2,52-46,,
3:04.0,,,52-48,2,M. Harrell makes 2-pt shot from 1 ft (assist by A. Rivers)
2:49.0,J. Jerebko misses 3-pt shot from 25 ft,,52-48,,
2:49.0,,,52-48,,Defensive rebound by W. Johnson
2:39.0,,,52-50,2,A. Rivers makes 2-pt shot from 3 ft
2:39.0,Utah full timeout,,52-50,,
2:39.0,T. Sefolosha enters the game for J. Jerebko,,52-50,,
2:39.0,D. Favors enters the game for E. Udoh,,52-50,,
2:25.0,R. Rubio makes 2-pt shot from 13 ft (assist by D. Favors),2,54-50,,
2:03.0,,,54-52,2,A. Rivers makes 2-pt shot from 19 ft
1:46.0,R. Rubio makes 2-pt shot from 17 ft,2,56-52,,
1:31.0,,,56-54,2,A. Rivers makes 2-pt shot from 6 ft
1:12.0,R. Rubio makes 3-pt shot from 24 ft (assist by D. Favors),3,59-54,,
1:00.0,,,59-54,,A. Rivers misses 3-pt shot from 25 ft
0:58.0,,,59-54,,Offensive rebound by Team
0:58.0,Loose ball foul by D. Mitchell (drawn by M. Harrell),,59-54,,
0:58.0,,,59-55,1,M. Harrell makes free throw 1 of 2
0:58.0,,,59-56,1,M. Harrell makes free throw 2 of 2
0:46.0,J. Ingles misses 3-pt shot from 22 ft,,59-56,,
0:41.0,,,59-56,,Defensive rebound by W. Johnson
0:36.0,,,59-56,,L. Williams misses 3-pt shot from 23 ft
0:32.0,,,59-56,,Offensive rebound by D. Jordan
0:31.0,,,59-58,2,W. Johnson makes 2-pt shot from 13 ft (assist by D. Jordan)
0:31.0,,,59-58,,Shooting foul by D. Favors (drawn by W. Johnson)
0:31.0,,,59-59,1,W. Johnson makes free throw 1 of 1
0:20.0,R. Rubio makes 2-pt shot from 1 ft (assist by D. Favors),2,61-59,,
0:02.0,,,61-61,2,A. Rivers makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by D. Mitchell (bad pass; steal by W. Johnson),,61-61,,
11:25.0,,,61-63,2,A. Rivers makes 2-pt shot from 11 ft
11:11.0,,,61-63,,Personal foul by W. Johnson (drawn by D. Favors)
11:11.0,T. Sefolosha enters the game for J. Jerebko,,61-63,,
10:55.0,J. Ingles makes 3-pt shot from 23 ft (assist by R. Rubio),3,64-63,,
10:46.0,,,64-63,,Shooting foul by J. Ingles (drawn by L. Williams)
10:46.0,,,64-64,1,L. Williams makes free throw 1 of 2
10:46.0,,,64-65,1,L. Williams makes free throw 2 of 2
10:31.0,R. Rubio misses 2-pt shot from 8 ft (block by L. Williams),,64-65,,
10:27.0,,,64-65,,Defensive rebound by L. Williams
10:22.0,,,64-65,,Shooting foul by R. Rubio (drawn by A. Rivers)
10:22.0,,,64-66,1,A. Rivers makes free throw 1 of 2
10:22.0,,,64-67,1,A. Rivers makes free throw 2 of 2
10:11.0,,,64-67,,Personal foul by W. Johnson (drawn by R. Rubio)
9:59.0,T. Sefolosha makes 2-pt shot from 1 ft (assist by D. Favors),2,66-67,,
9:43.0,,,66-69,2,D. Jordan makes 2-pt shot from 1 ft
9:43.0,,,66-69,,Shooting foul by T. Sefolosha (drawn by D. Jordan)
9:43.0,,,66-69,,D. Jordan misses free throw 1 of 1
9:41.0,Defensive rebound by D. Favors,,66-69,,
9:34.0,D. Mitchell makes 3-pt shot from 26 ft,3,69-69,,
9:15.0,,,69-71,2,M. Harrell makes 2-pt shot at rim (assist by L. Williams)
9:02.0,D. Mitchell misses 2-pt shot from 1 ft,,69-71,,
9:02.0,,,69-71,,Defensive rebound by D. Jordan
8:48.0,,,69-74,3,A. Rivers makes 3-pt shot from 23 ft
8:34.0,,,69-74,,Personal foul by A. Rivers (drawn by D. Mitchell)
8:34.0,J. Jerebko enters the game for T. Sefolosha,,69-74,,
8:25.0,D. Favors makes 2-pt shot from 3 ft (assist by D. Mitchell),2,71-74,,
8:25.0,Shooting foul by W. Johnson (drawn by D. Favors),,71-74,,
8:25.0,D. Favors makes free throw 1 of 1,1,72-74,,
8:09.0,,,72-76,2,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams)
7:57.0,J. Ingles misses 3-pt shot from 22 ft,,72-76,,
7:55.0,,,72-76,,Defensive rebound by D. Jordan
7:43.0,,,72-76,,Turnover by D. Jordan (lost ball; steal by R. Rubio)
7:40.0,Turnover by D. Favors (traveling),,72-76,,
7:26.0,,,72-79,3,L. Williams makes 3-pt shot from 25 ft (assist by M. Harrell)
7:07.0,D. Favors makes 2-pt shot from 13 ft (assist by J. Jerebko),2,74-79,,
6:51.0,,,74-81,2,W. Johnson makes 2-pt shot from 12 ft (assist by M. Harrell)
6:34.0,,,74-81,,Personal foul by M. Harrell (drawn by J. Ingles)
6:34.0,,,74-81,,LA Clippers full timeout
6:34.0,J. Ingles makes free throw 1 of 2,1,75-81,,
6:34.0,J. Ingles misses free throw 2 of 2,,75-81,,
6:32.0,,,75-81,,Defensive rebound by M. Harrell
6:23.0,Violation by R. Rubio (kicked ball),,75-81,,
6:13.0,,,75-81,,Turnover by M. Harrell (lost ball; steal by D. Mitchell)
5:55.0,,,75-81,,Personal foul by D. Jordan (drawn by R. Rubio)
5:55.0,R. Rubio makes free throw 1 of 2,1,76-81,,
5:55.0,R. Rubio makes free throw 2 of 2,1,77-81,,
5:39.0,,,77-81,,Turnover by W. Johnson (traveling)
5:16.0,J. Ingles misses 3-pt shot from 27 ft,,77-81,,
5:13.0,Offensive rebound by D. Favors,,77-81,,
5:02.0,J. Jerebko makes 3-pt shot from 23 ft (assist by R. Rubio),3,80-81,,
4:47.0,,,80-81,,Turnover by M. Harrell (bad pass; steal by D. Favors)
4:42.0,J. Ingles misses 3-pt shot from 23 ft,,80-81,,
4:39.0,Offensive rebound by J. Jerebko,,80-81,,
4:39.0,J. Jerebko makes 2-pt shot at rim,2,82-81,,
4:39.0,,,82-81,,LA Clippers full timeout
4:39.0,,,82-81,,S. Dekker enters the game for M. Harrell
4:39.0,,,82-81,,C. Williams enters the game for L. Williams
4:39.0,A. Burks enters the game for R. Rubio,,82-81,,
4:29.0,,,82-81,,W. Johnson misses 3-pt shot from 22 ft
4:27.0,,,82-81,,Offensive rebound by Team
4:27.0,,,82-81,,Technical foul by D. Jordan
4:27.0,D. Mitchell makes technical free throw,1,83-81,,
4:21.0,,,83-81,,S. Dekker misses 3-pt shot from 25 ft
4:17.0,,,83-81,,Offensive rebound by D. Jordan
4:16.0,,,83-81,,Offensive foul by D. Jordan (drawn by D. Mitchell)
4:16.0,,,83-81,,Turnover by D. Jordan (offensive foul)
3:56.0,Offensive charge foul by J. Jerebko (drawn by A. Rivers),,83-81,,
3:56.0,Turnover by J. Jerebko (offensive foul),,83-81,,
3:56.0,,,83-81,,W. Reed enters the game for D. Jordan
3:56.0,R. O'Neale enters the game for J. Ingles,,83-81,,
3:46.0,,,83-81,,Turnover by S. Dekker (traveling)
3:35.0,A. Burks makes 2-pt shot from 10 ft,2,85-81,,
3:12.0,,,85-83,2,W. Johnson makes 2-pt shot from 21 ft (assist by C. Williams)
2:51.0,A. Burks misses 3-pt shot from 24 ft,,85-83,,
2:47.0,Offensive rebound by D. Favors,,85-83,,
2:31.0,D. Favors makes 2-pt shot at rim (assist by D. Mitchell),2,87-83,,
2:18.0,,,87-83,,A. Rivers misses 2-pt shot from 18 ft
2:13.0,Defensive rebound by R. O'Neale,,87-83,,
2:00.0,D. Mitchell misses 3-pt shot from 28 ft,,87-83,,
1:57.0,Shooting foul by W. Reed (drawn by D. Favors),,87-83,,
1:57.0,D. Favors makes free throw 1 of 2,1,88-83,,
1:57.0,,,88-83,,L. Williams enters the game for A. Rivers
1:57.0,R. Rubio enters the game for D. Mitchell,,88-83,,
1:57.0,D. Favors misses free throw 2 of 2,,88-83,,
1:56.0,Offensive rebound by D. Favors,,88-83,,
1:54.0,,,88-83,,Defensive rebound by L. Williams
1:49.0,Personal foul by R. O'Neale (drawn by L. Williams),,88-83,,
1:49.0,E. Udoh enters the game for D. Favors,,88-83,,
1:39.0,,,88-85,2,W. Johnson makes 2-pt shot from 1 ft
1:26.0,R. Rubio misses 2-pt shot from 17 ft,,88-85,,
1:23.0,,,88-85,,Defensive rebound by C. Williams
1:15.0,,,88-87,2,C. Williams makes 2-pt shot from 4 ft (assist by L. Williams)
1:08.0,Utah full timeout,,88-87,,
1:08.0,,,88-87,,J. Evans enters the game for W. Johnson
1:02.0,A. Burks makes 3-pt shot from 25 ft,3,91-87,,
0:45.0,,,91-87,,W. Reed misses 2-pt shot from 5 ft
0:43.0,Defensive rebound by A. Burks,,91-87,,
0:36.0,R. Rubio misses 2-pt shot from 5 ft (block by J. Evans),,91-87,,
0:32.0,Offensive rebound by E. Udoh,,91-87,,
0:23.0,R. Rubio makes 3-pt shot from 22 ft (assist by A. Burks),3,94-87,,
0:03.0,,,94-87,,L. Williams misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by Team,,94-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,94-89,2,J. Evans makes 2-pt shot from 11 ft (assist by L. Williams)
11:35.0,R. Rubio misses 3-pt shot from 24 ft,,94-89,,
11:33.0,Offensive rebound by Team,,94-89,,
11:23.0,Turnover by R. Rubio (lost ball; steal by S. Dekker),,94-89,,
11:19.0,,,94-91,2,S. Dekker makes 2-pt shot from 1 ft
10:56.0,A. Burks misses 2-pt shot from 19 ft,,94-91,,
10:52.0,,,94-91,,Defensive rebound by W. Reed
10:43.0,,,94-91,,S. Dekker misses 2-pt shot from 1 ft
10:43.0,,,94-91,,Offensive rebound by W. Reed
10:43.0,,,94-91,,Shooting foul by R. Rubio (drawn by W. Reed)
10:43.0,,,94-92,1,W. Reed makes free throw 1 of 2
10:43.0,,,94-92,,W. Reed misses free throw 2 of 2
10:40.0,,,94-92,,Offensive rebound by S. Dekker
10:35.0,,,94-92,,L. Williams misses 3-pt shot from 24 ft
10:31.0,Defensive rebound by A. Burks,,94-92,,
10:25.0,Turnover by R. Rubio (bad pass; steal by S. Dekker),,94-92,,
10:23.0,,,94-92,,Shooting foul by A. Burks (drawn by S. Dekker)
10:23.0,,,94-93,1,S. Dekker makes free throw 1 of 2
10:23.0,,,94-93,,S. Dekker misses free throw 2 of 2
10:21.0,Defensive rebound by A. Burks,,94-93,,
10:00.0,A. Burks makes 2-pt shot from 9 ft (assist by R. O'Neale),2,96-93,,
10:00.0,,,96-93,,Violation by W. Reed (def goaltending)
9:48.0,,,96-93,,C. Williams misses 3-pt shot from 23 ft
9:43.0,Defensive rebound by R. O'Neale,,96-93,,
9:30.0,T. Sefolosha makes 3-pt shot from 23 ft (assist by R. O'Neale),3,99-93,,
9:18.0,,,99-93,,S. Dekker misses 3-pt shot from 25 ft
9:15.0,Defensive rebound by R. Rubio,,99-93,,
9:09.0,Shooting foul by W. Reed (drawn by T. Sefolosha),,99-93,,
9:09.0,T. Sefolosha makes free throw 1 of 2,1,100-93,,
9:09.0,,,100-93,,A. Rivers enters the game for J. Evans
9:09.0,,,100-93,,D. Jordan enters the game for C. Williams
9:09.0,,,100-93,,W. Johnson enters the game for W. Reed
9:09.0,T. Sefolosha makes free throw 2 of 2,1,101-93,,
8:54.0,,,101-93,,Turnover by D. Jordan (lost ball; steal by A. Burks)
8:50.0,R. O'Neale makes 2-pt shot from 1 ft (assist by T. Sefolosha),2,103-93,,
8:39.0,Personal foul by R. Rubio (drawn by W. Johnson),,103-93,,
8:39.0,D. Mitchell enters the game for R. Rubio,,103-93,,
8:27.0,,,103-95,2,L. Williams makes 2-pt shot from 1 ft
8:11.0,A. Burks makes 3-pt shot from 26 ft,3,106-95,,
8:03.0,,,106-95,,Turnover by S. Dekker (bad pass; steal by R. O'Neale)
7:43.0,D. Mitchell misses 3-pt shot from 24 ft,,106-95,,
7:39.0,,,106-95,,Defensive rebound by D. Jordan
7:35.0,,,106-95,,L. Williams misses 2-pt shot from 16 ft
7:31.0,Defensive rebound by T. Sefolosha,,106-95,,
7:14.0,Turnover by A. Burks (traveling),,106-95,,
7:14.0,,,106-95,,C. Williams enters the game for S. Dekker
7:00.0,,,106-95,,Turnover by A. Rivers (lost ball; steal by E. Udoh)
6:56.0,D. Mitchell makes 2-pt shot at rim (assist by R. O'Neale),2,108-95,,
6:39.0,,,108-95,,A. Rivers misses 2-pt shot from 2 ft
6:33.0,,,108-95,,Offensive rebound by D. Jordan
6:33.0,,,108-95,,D. Jordan misses 2-pt shot at rim
6:33.0,Defensive rebound by T. Sefolosha,,108-95,,
6:29.0,T. Sefolosha misses 2-pt shot from 1 ft,,108-95,,
6:29.0,,,108-95,,Defensive rebound by D. Jordan
6:22.0,,,108-95,,Shooting foul by E. Udoh (drawn by L. Williams)
6:22.0,,,108-95,,LA Clippers full timeout
6:22.0,J. Ingles enters the game for R. O'Neale,,108-95,,
6:22.0,D. Favors enters the game for E. Udoh,,108-95,,
6:22.0,,,108-96,1,L. Williams makes free throw 1 of 2
6:22.0,,,108-97,1,L. Williams makes free throw 2 of 2
6:02.0,J. Ingles makes 3-pt shot from 22 ft (assist by D. Mitchell),3,111-97,,
5:40.0,,,111-97,,W. Johnson misses 3-pt shot from 23 ft
5:37.0,,,111-97,,Offensive rebound by W. Johnson
5:31.0,,,111-97,,Turnover by W. Johnson (lost ball; steal by A. Burks)
5:19.0,T. Sefolosha makes 2-pt shot from 23 ft (assist by J. Ingles),2,113-97,,
5:06.0,,,113-97,,Turnover by W. Johnson (bad pass; steal by T. Sefolosha)
5:01.0,A. Burks makes 2-pt shot from 1 ft (assist by J. Ingles),2,115-97,,
4:50.0,,,115-97,,LA Clippers full timeout
4:50.0,,,115-97,,J. Wilson enters the game for C. Williams
4:41.0,,,115-100,3,L. Williams makes 3-pt shot from 25 ft (assist by A. Rivers)
4:21.0,T. Sefolosha makes 2-pt shot from 1 ft (assist by D. Mitchell),2,117-100,,
4:11.0,,,117-100,,L. Williams misses 2-pt shot from 8 ft
4:09.0,Defensive rebound by A. Burks,,117-100,,
3:53.0,D. Favors makes 2-pt shot at rim (assist by A. Burks),2,119-100,,
3:31.0,,,119-100,,A. Rivers misses 3-pt shot from 25 ft
3:28.0,Defensive rebound by D. Favors,,119-100,,
3:14.0,,,119-100,,Personal take foul by A. Rivers (drawn by D. Mitchell)
3:14.0,,,119-100,,B. Johnson enters the game for D. Jordan
3:14.0,,,119-100,,C. Williams enters the game for L. Williams
3:14.0,,,119-100,,J. Evans enters the game for A. Rivers
3:14.0,J. Jerebko enters the game for J. Ingles,,119-100,,
3:14.0,R. O'Neale enters the game for D. Favors,,119-100,,
3:14.0,E. Udoh enters the game for T. Sefolosha,,119-100,,
3:14.0,,,119-100,,S. Thornwell enters the game for W. Johnson
3:03.0,D. Mitchell makes 3-pt shot from 25 ft (assist by R. O'Neale),3,122-100,,
2:48.0,,,122-100,,J. Wilson misses 3-pt shot from 24 ft
2:45.0,Defensive rebound by A. Burks,,122-100,,
2:31.0,R. O'Neale misses 3-pt shot from 26 ft,,122-100,,
2:28.0,,,122-100,,Defensive rebound by S. Thornwell
2:20.0,,,122-100,,S. Thornwell misses 3-pt shot from 23 ft
2:17.0,Defensive rebound by R. O'Neale,,122-100,,
2:00.0,A. Burks makes 2-pt shot from 8 ft (assist by D. Mitchell),2,124-100,,
1:50.0,,,124-103,3,J. Wilson makes 3-pt shot from 24 ft (assist by J. Evans)
1:28.0,D. Mitchell misses 3-pt shot from 28 ft,,124-103,,
1:24.0,,,124-103,,Defensive rebound by J. Evans
