time,Cleveland,pts.away,score,pts.home,Indiana
4:39.0,,,16-20,,M. Turner misses 3-pt shot from 27 ft
4:35.0,Defensive rebound by J. Smith,,16-20,,
4:22.0,,,16-20,,Def 3 sec tech foul by V. Oladipo
4:22.0,K. Love misses technical free throw,,16-20,,
4:22.0,Offensive rebound by Team,,16-20,,
4:17.0,J. Crowder misses 3-pt shot from 25 ft,,16-20,,
4:12.0,Offensive rebound by K. Love,,16-20,,
4:11.0,K. Love misses 2-pt shot from 1 ft,,16-20,,
4:11.0,Offensive rebound by J. Crowder,,16-20,,
4:07.0,J. Smith makes 3-pt shot from 27 ft (assist by J. Crowder),3,19-20,,
4:00.0,,,19-20,,Indiana full timeout
3:51.0,,,19-23,3,V. Oladipo makes 3-pt shot from 23 ft (assist by T. Young)
3:32.0,J. Smith makes 3-pt shot from 23 ft (assist by K. Love),3,22-23,,
3:18.0,,,22-25,2,T. Young makes 2-pt shot at rim (assist by M. Turner)
2:55.0,L. James makes 3-pt shot from 24 ft,3,25-25,,
2:47.0,,,25-25,,V. Oladipo misses 2-pt shot from 19 ft
2:45.0,Defensive rebound by J. Calderon,,25-25,,
2:35.0,L. James makes 2-pt shot from 7 ft,2,27-25,,
2:35.0,Shooting foul by B. Bogdanovic (drawn by L. James),,27-25,,
2:35.0,,,27-25,,L. Stephenson enters the game for D. Collison
2:35.0,,,27-25,,C. Joseph enters the game for T. Young
2:35.0,,,27-25,,D. Sabonis enters the game for B. Bogdanovic
2:35.0,D. Wade enters the game for J. Calderon,,27-25,,
2:35.0,L. James makes free throw 1 of 1,1,28-25,,
2:20.0,,,28-25,,M. Turner misses 2-pt shot from 18 ft
2:20.0,Defensive rebound by Team,,28-25,,
2:20.0,,,28-25,,Loose ball foul by D. Sabonis (drawn by K. Love)
2:20.0,K. Love misses free throw 1 of 2,,28-25,,
2:20.0,Offensive rebound by Team,,28-25,,
2:20.0,J. Green enters the game for J. Crowder,,28-25,,
2:20.0,K. Love misses free throw 2 of 2,,28-25,,
2:18.0,,,28-25,,Defensive rebound by D. Sabonis
2:09.0,,,28-28,3,V. Oladipo makes 3-pt shot from 22 ft (assist by L. Stephenson)
1:54.0,K. Love makes 3-pt shot from 26 ft (assist by D. Wade),3,31-28,,
1:38.0,,,31-28,,V. Oladipo misses 3-pt shot from 26 ft
1:34.0,Defensive rebound by J. Smith,,31-28,,
1:29.0,K. Love misses 2-pt shot from 8 ft,,31-28,,
1:26.0,,,31-28,,Defensive rebound by L. Stephenson
1:21.0,,,31-30,2,L. Stephenson makes 2-pt shot from 19 ft
1:06.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,33-30,,
1:06.0,,,33-30,,Violation by V. Oladipo (def goaltending)
0:55.0,,,33-32,2,M. Turner makes 2-pt shot from 6 ft (assist by C. Joseph)
0:35.0,L. James misses 2-pt shot from 20 ft,,33-32,,
0:33.0,,,33-32,,Defensive rebound by Team
0:33.0,Loose ball foul by J. Green (drawn by M. Turner),,33-32,,
0:33.0,C. Osman enters the game for K. Love,,33-32,,
0:33.0,C. Frye enters the game for J. Smith,,33-32,,
0:33.0,K. Korver enters the game for L. James,,33-32,,
0:26.0,,,33-32,,M. Turner misses 2-pt shot from 3 ft (block by C. Frye)
0:21.0,Defensive rebound by C. Osman,,33-32,,
0:01.0,C. Frye misses 3-pt shot from 27 ft (block by M. Turner),,33-32,,
0:01.0,Offensive rebound by Team,,33-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Turnover by D. Wade (bad pass; steal by L. Stephenson),,33-32,,
11:43.0,,,33-34,2,L. Stephenson makes 2-pt shot from 1 ft
11:29.0,J. Green makes 2-pt shot from 1 ft (assist by K. Korver),2,35-34,,
11:29.0,Shooting foul by D. Wilkins (drawn by J. Green),,35-34,,
11:29.0,J. Green makes free throw 1 of 1,1,36-34,,
11:13.0,,,36-36,2,D. Sabonis makes 2-pt shot at rim (assist by L. Stephenson)
11:03.0,D. Wade makes 3-pt shot from 25 ft,3,39-36,,
10:50.0,,,39-36,,L. Stephenson misses 3-pt shot from 26 ft
10:47.0,Defensive rebound by C. Osman,,39-36,,
10:40.0,C. Frye makes 2-pt shot from 18 ft (assist by D. Wade),2,41-36,,
10:29.0,,,41-36,,C. Joseph misses 2-pt shot from 13 ft
10:26.0,Defensive rebound by K. Korver,,41-36,,
10:12.0,C. Osman misses 2-pt shot from 19 ft,,41-36,,
10:08.0,,,41-36,,Defensive rebound by D. Sabonis
10:00.0,,,41-36,,D. Wilkins misses 3-pt shot from 26 ft
9:57.0,Defensive rebound by J. Green,,41-36,,
9:52.0,J. Green misses 2-pt shot at rim,,41-36,,
9:51.0,Offensive rebound by J. Green,,41-36,,
9:51.0,J. Green misses 2-pt shot at rim,,41-36,,
9:49.0,,,41-36,,Defensive rebound by C. Joseph
9:47.0,Personal take foul by C. Osman (drawn by C. Joseph),,41-36,,
9:38.0,,,41-39,3,L. Stephenson makes 3-pt shot from 30 ft
9:27.0,K. Korver makes 2-pt shot from 18 ft (assist by D. Wade),2,43-39,,
9:14.0,,,43-41,2,C. Joseph makes 2-pt shot from 14 ft
9:06.0,Turnover by C. Osman (discontinued dribble),,43-41,,
8:57.0,Personal foul by D. Wade (drawn by D. Sabonis),,43-41,,
8:51.0,,,43-43,2,C. Joseph makes 2-pt shot from 15 ft
8:34.0,Turnover by D. Wade (bad pass; steal by T. Leaf),,43-43,,
8:31.0,,,43-43,,Shooting foul by C. Frye (drawn by D. Wilkins)
8:31.0,,,43-44,1,D. Wilkins makes free throw 1 of 2
8:31.0,,,43-44,,T. Young enters the game for T. Leaf
8:31.0,,,43-44,,D. Wilkins misses free throw 2 of 2
8:28.0,Defensive rebound by C. Osman,,43-44,,
8:18.0,D. Wade misses 2-pt shot from 19 ft,,43-44,,
8:15.0,,,43-44,,Defensive rebound by D. Sabonis
8:01.0,,,43-44,,L. Stephenson misses 3-pt shot from 27 ft
7:58.0,Defensive rebound by C. Osman,,43-44,,
7:50.0,C. Osman makes 2-pt shot from 1 ft,2,45-44,,
7:43.0,,,45-47,3,C. Joseph makes 3-pt shot from 26 ft
7:22.0,D. Wade makes 2-pt shot from 17 ft (assist by C. Frye),2,47-47,,
7:10.0,,,47-49,2,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson)
7:09.0,Cleveland full timeout,,47-49,,
7:09.0,,,47-49,,B. Bogdanovic enters the game for D. Wilkins
7:09.0,L. James enters the game for C. Frye,,47-49,,
6:55.0,J. Green misses 2-pt shot from 6 ft (block by T. Young),,47-49,,
6:52.0,,,47-49,,Defensive rebound by T. Young
6:43.0,,,47-49,,T. Young misses 2-pt shot from 5 ft
6:40.0,Defensive rebound by L. James,,47-49,,
6:34.0,L. James makes 2-pt shot from 1 ft (assist by D. Wade),2,49-49,,
6:13.0,,,49-49,,B. Bogdanovic misses 3-pt shot from 26 ft
6:11.0,Defensive rebound by K. Korver,,49-49,,
5:56.0,D. Wade makes 2-pt shot from 1 ft (assist by L. James),2,51-49,,
5:33.0,,,51-52,3,C. Joseph makes 3-pt shot from 27 ft (assist by D. Sabonis)
5:15.0,J. Green makes 2-pt shot from 1 ft,2,53-52,,
5:06.0,,,53-52,,Indiana full timeout
5:06.0,,,53-52,,V. Oladipo enters the game for L. Stephenson
5:06.0,,,53-52,,M. Turner enters the game for D. Sabonis
5:06.0,J. Smith enters the game for C. Osman,,53-52,,
4:59.0,,,53-52,,Turnover by C. Joseph (lost ball; steal by D. Wade)
4:54.0,,,53-52,,Violation by B. Bogdanovic (kicked ball)
4:36.0,L. James misses 3-pt shot from 27 ft,,53-52,,
4:33.0,,,53-52,,Defensive rebound by M. Turner
4:19.0,,,53-54,2,M. Turner makes 2-pt shot at rim (assist by V. Oladipo)
4:19.0,,,53-54,,Shooting foul by D. Wade (drawn by M. Turner)
4:19.0,K. Love enters the game for D. Wade,,53-54,,
4:19.0,J. Crowder enters the game for K. Korver,,53-54,,
4:19.0,J. Calderon enters the game for J. Green,,53-54,,
4:19.0,,,53-54,,D. Collison enters the game for C. Joseph
4:19.0,,,53-55,1,M. Turner makes free throw 1 of 1
4:00.0,K. Love misses 3-pt shot from 28 ft,,53-55,,
3:57.0,Offensive rebound by J. Crowder,,53-55,,
3:47.0,J. Crowder makes 3-pt shot from 25 ft (assist by L. James),3,56-55,,
3:29.0,,,56-55,,V. Oladipo misses 3-pt shot from 27 ft
3:26.0,Defensive rebound by K. Love,,56-55,,
3:12.0,J. Calderon misses 3-pt shot from 23 ft,,56-55,,
3:09.0,,,56-55,,Defensive rebound by T. Young
3:05.0,,,56-55,,Turnover by T. Young (bad pass; steal by J. Calderon)
3:00.0,J. Smith misses 3-pt shot from 22 ft,,56-55,,
2:58.0,,,56-55,,Defensive rebound by D. Collison
2:48.0,,,56-55,,V. Oladipo misses 3-pt shot from 27 ft
2:45.0,Defensive rebound by J. Crowder,,56-55,,
2:27.0,J. Crowder misses 2-pt shot from 19 ft,,56-55,,
2:22.0,Offensive rebound by J. Smith,,56-55,,
2:20.0,L. James makes 2-pt shot at rim (assist by J. Calderon),2,58-55,,
2:19.0,,,58-55,,Indiana full timeout
2:19.0,,,58-55,,L. Stephenson enters the game for B. Bogdanovic
2:04.0,,,58-55,,V. Oladipo misses 2-pt shot from 17 ft
2:00.0,,,58-55,,Offensive rebound by T. Young
1:46.0,,,58-55,,M. Turner misses 2-pt shot from 7 ft
1:43.0,,,58-55,,Offensive rebound by V. Oladipo
1:42.0,,,58-55,,Turnover by T. Young (offensive goaltending)
1:22.0,J. Calderon makes 3-pt shot from 26 ft (assist by L. James),3,61-55,,
1:05.0,,,61-57,2,M. Turner makes 2-pt shot from 19 ft (assist by D. Collison)
0:50.0,,,61-57,,Personal foul by D. Collison (drawn by J. Calderon)
0:43.0,J. Crowder misses 3-pt shot from 22 ft,,61-57,,
0:40.0,,,61-57,,Defensive rebound by L. Stephenson
0:31.0,,,61-57,,D. Collison misses 2-pt shot from 8 ft
0:29.0,Defensive rebound by J. Crowder,,61-57,,
0:25.0,Shooting foul by L. Stephenson (drawn by L. James),,61-57,,
0:25.0,L. James makes free throw 1 of 2,1,62-57,,
0:25.0,,,62-57,,B. Bogdanovic enters the game for L. Stephenson
0:25.0,C. Osman enters the game for K. Love,,62-57,,
0:25.0,J. Green enters the game for J. Calderon,,62-57,,
0:25.0,L. James makes free throw 2 of 2,1,63-57,,
0:04.0,,,63-57,,V. Oladipo misses 2-pt shot from 1 ft (block by L. James)
0:04.0,,,63-57,,Offensive rebound by M. Turner
0:03.0,,,63-57,,M. Turner misses 2-pt shot at rim (block by J. Crowder)
0:01.0,,,63-57,,Offensive rebound by V. Oladipo
0:01.0,,,63-57,,Turnover by Team (shot clock)
0:00.0,J. Green misses 3-pt shot from 61 ft,,63-57,,
0:00.0,Offensive rebound by Team,,63-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Turnover by L. James (out of bounds lost ball),,63-57,,
11:39.0,Personal foul by L. James (drawn by M. Turner),,63-57,,
11:25.0,,,63-57,,D. Collison misses 2-pt shot from 18 ft
11:22.0,Defensive rebound by J. Calderon,,63-57,,
11:12.0,Turnover by J. Smith (bad pass; steal by T. Young),,63-57,,
11:07.0,,,63-57,,Turnover by V. Oladipo (lost ball; steal by L. James)
10:59.0,J. Crowder misses 3-pt shot from 28 ft,,63-57,,
10:55.0,,,63-57,,Defensive rebound by M. Turner
10:43.0,,,63-60,3,V. Oladipo makes 3-pt shot from 26 ft (assist by D. Collison)
10:23.0,L. James misses 3-pt shot from 25 ft,,63-60,,
10:21.0,,,63-60,,Defensive rebound by M. Turner
10:09.0,,,63-60,,T. Young misses 3-pt shot from 22 ft
10:07.0,Defensive rebound by J. Smith,,63-60,,
9:54.0,K. Love misses 2-pt shot from 17 ft,,63-60,,
9:51.0,,,63-60,,Defensive rebound by D. Collison
9:47.0,,,63-60,,V. Oladipo misses 2-pt shot from 1 ft
9:44.0,,,63-60,,Offensive rebound by D. Collison
9:43.0,,,63-63,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by D. Collison)
9:41.0,Cleveland full timeout,,63-63,,
9:26.0,J. Calderon makes 2-pt shot from 19 ft (assist by J. Crowder),2,65-63,,
9:08.0,,,65-65,2,V. Oladipo makes 2-pt shot from 21 ft (assist by T. Young)
8:44.0,K. Love makes 2-pt shot from 1 ft,2,67-65,,
8:44.0,Shooting foul by B. Bogdanovic (drawn by K. Love),,67-65,,
8:44.0,K. Love makes free throw 1 of 1,1,68-65,,
8:31.0,,,68-67,2,T. Young makes 2-pt shot from 1 ft (assist by M. Turner)
8:21.0,K. Love misses 3-pt shot from 25 ft,,68-67,,
8:18.0,,,68-67,,Defensive rebound by V. Oladipo
8:02.0,,,68-67,,M. Turner misses 3-pt shot from 22 ft
8:01.0,,,68-67,,Offensive rebound by T. Young
7:51.0,Personal foul by J. Crowder (drawn by M. Turner),,68-67,,
7:44.0,,,68-67,,B. Bogdanovic misses 3-pt shot from 27 ft
7:39.0,Defensive rebound by J. Crowder,,68-67,,
7:29.0,L. James makes 2-pt shot from 15 ft,2,70-67,,
7:23.0,Violation by J. Smith (kicked ball),,70-67,,
7:13.0,,,70-69,2,V. Oladipo makes 2-pt shot from 12 ft
7:02.0,K. Love makes 3-pt shot from 27 ft (assist by L. James),3,73-69,,
6:51.0,,,73-69,,Shooting foul by J. Crowder (drawn by M. Turner)
6:51.0,,,73-70,1,M. Turner makes free throw 1 of 2
6:51.0,,,73-71,1,M. Turner makes free throw 2 of 2
6:43.0,,,73-71,,Personal foul by V. Oladipo (drawn by J. Calderon)
6:33.0,Shooting foul by M. Turner (drawn by K. Love),,73-71,,
6:33.0,K. Love misses free throw 1 of 3,,73-71,,
6:33.0,Offensive rebound by Team,,73-71,,
6:33.0,K. Love makes free throw 2 of 3,1,74-71,,
6:33.0,K. Love makes free throw 3 of 3,1,75-71,,
6:22.0,,,75-73,2,V. Oladipo makes 2-pt shot from 4 ft
6:08.0,,,75-73,,Personal foul by V. Oladipo (drawn by L. James)
5:53.0,Shooting foul by D. Collison (drawn by J. Calderon),,75-73,,
5:53.0,J. Calderon makes free throw 1 of 2,1,76-73,,
5:53.0,J. Calderon makes free throw 2 of 2,1,77-73,,
5:53.0,,,77-73,,Indiana full timeout
5:29.0,,,77-73,,T. Young misses 3-pt shot from 27 ft
5:28.0,Defensive rebound by L. James,,77-73,,
5:18.0,L. James makes 2-pt shot from 13 ft,2,79-73,,
5:05.0,,,79-76,3,V. Oladipo makes 3-pt shot from 29 ft
4:38.0,K. Love misses 2-pt shot from 17 ft (block by M. Turner),,79-76,,
4:38.0,,,79-76,,Defensive rebound by V. Oladipo
4:32.0,,,79-76,,B. Bogdanovic misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by J. Crowder,,79-76,,
4:14.0,,,79-76,,Personal foul by D. Collison (drawn by K. Love)
4:14.0,K. Love makes free throw 1 of 2,1,80-76,,
4:14.0,,,80-76,,C. Joseph enters the game for D. Collison
4:14.0,K. Love makes free throw 2 of 2,1,81-76,,
4:02.0,,,81-78,2,V. Oladipo makes 2-pt shot from 22 ft
3:45.0,K. Love misses 2-pt shot at rim,,81-78,,
3:43.0,,,81-78,,Defensive rebound by C. Joseph
3:36.0,,,81-78,,B. Bogdanovic misses 3-pt shot from 24 ft
3:34.0,Defensive rebound by L. James,,81-78,,
3:21.0,L. James misses 2-pt shot from 17 ft,,81-78,,
3:18.0,,,81-78,,Defensive rebound by C. Joseph
3:18.0,Personal foul by J. Calderon (drawn by V. Oladipo),,81-78,,
3:18.0,,,81-78,,D. Sabonis enters the game for T. Young
3:18.0,J. Green enters the game for K. Love,,81-78,,
3:18.0,D. Wade enters the game for J. Calderon,,81-78,,
3:09.0,,,81-81,3,V. Oladipo makes 3-pt shot from 27 ft
2:58.0,Offensive foul by J. Green (drawn by B. Bogdanovic),,81-81,,
2:58.0,Turnover by J. Green (offensive foul),,81-81,,
2:52.0,,,81-81,,Shooting foul by J. Smith (drawn by V. Oladipo)
2:52.0,,,81-81,,V. Oladipo misses free throw 1 of 2
2:52.0,,,81-81,,Offensive rebound by Team
2:52.0,,,81-82,1,V. Oladipo makes free throw 2 of 2
2:41.0,D. Wade makes 2-pt shot at rim (assist by L. James),2,83-82,,
2:32.0,,,83-82,,Shooting foul by J. Smith (drawn by V. Oladipo)
2:32.0,,,83-82,,V. Oladipo misses free throw 1 of 2
2:32.0,,,83-82,,Offensive rebound by Team
2:32.0,,,83-83,1,V. Oladipo makes free throw 2 of 2
2:18.0,L. James misses 2-pt shot from 1 ft (block by M. Turner),,83-83,,
2:14.0,,,83-83,,Defensive rebound by C. Joseph
2:11.0,,,83-85,2,D. Sabonis makes 2-pt shot from 3 ft (assist by M. Turner)
2:11.0,,,83-85,,Shooting foul by J. Green (drawn by D. Sabonis)
2:11.0,K. Korver enters the game for J. Crowder,,83-85,,
2:11.0,,,83-86,1,D. Sabonis makes free throw 1 of 1
1:57.0,J. Smith misses 3-pt shot from 24 ft,,83-86,,
1:54.0,,,83-86,,Defensive rebound by M. Turner
1:45.0,Personal foul by J. Smith (drawn by V. Oladipo),,83-86,,
1:45.0,,,83-86,,V. Oladipo misses free throw 1 of 2
1:45.0,,,83-86,,Offensive rebound by Team
1:45.0,,,83-86,,L. Stephenson enters the game for M. Turner
1:45.0,C. Osman enters the game for J. Smith,,83-86,,
1:45.0,,,83-87,1,V. Oladipo makes free throw 2 of 2
1:34.0,J. Green makes 2-pt shot from 2 ft (assist by L. James),2,85-87,,
1:17.0,,,85-89,2,B. Bogdanovic makes 2-pt shot from 8 ft (assist by V. Oladipo)
0:57.0,,,85-89,,Def 3 sec tech foul by B. Bogdanovic
0:57.0,K. Korver makes technical free throw,1,86-89,,
0:43.0,L. James misses 2-pt shot from 6 ft,,86-89,,
0:41.0,,,86-89,,Defensive rebound by L. Stephenson
0:18.0,,,86-89,,Turnover by Team (shot clock)
0:02.0,L. James misses 3-pt shot from 27 ft,,86-89,,
0:02.0,,,86-89,,Defensive rebound by D. Sabonis
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,86-89,,L. Stephenson misses 2-pt shot from 18 ft
11:42.0,Defensive rebound by J. Green,,86-89,,
11:34.0,D. Wade misses 2-pt shot from 14 ft,,86-89,,
11:30.0,,,86-89,,Defensive rebound by D. Sabonis
11:23.0,,,86-89,,T. Young misses 3-pt shot from 23 ft
11:20.0,Defensive rebound by C. Osman,,86-89,,
11:05.0,K. Korver misses 3-pt shot from 26 ft,,86-89,,
11:02.0,,,86-89,,Defensive rebound by D. Sabonis
10:52.0,,,86-89,,D. Wilkins misses 2-pt shot from 1 ft
10:49.0,,,86-89,,Offensive rebound by D. Sabonis
10:49.0,,,86-91,2,D. Sabonis makes 2-pt shot at rim
10:19.0,Turnover by Team (shot clock),,86-91,,
10:03.0,,,86-91,,C. Joseph misses 3-pt shot from 27 ft
10:02.0,Defensive rebound by Team,,86-91,,
9:50.0,C. Frye misses 3-pt shot from 26 ft,,86-91,,
9:46.0,,,86-91,,Defensive rebound by L. Stephenson
9:43.0,,,86-93,2,T. Young makes 2-pt shot at rim (assist by L. Stephenson)
9:17.0,Turnover by Team (shot clock),,86-93,,
9:01.0,,,86-93,,C. Joseph misses 3-pt shot from 25 ft
8:57.0,,,86-93,,Offensive rebound by T. Young
8:49.0,Shooting block foul by J. Green (drawn by D. Sabonis),,86-93,,
8:49.0,,,86-93,,D. Sabonis misses free throw 1 of 2
8:49.0,,,86-93,,Offensive rebound by Team
8:49.0,,,86-93,,B. Bogdanovic enters the game for D. Wilkins
8:49.0,L. James enters the game for C. Frye,,86-93,,
8:49.0,,,86-93,,D. Sabonis misses free throw 2 of 2
8:46.0,Defensive rebound by L. James,,86-93,,
8:44.0,Turnover by C. Osman (traveling),,86-93,,
8:30.0,,,86-93,,C. Joseph misses 2-pt shot from 11 ft
8:26.0,,,86-93,,Offensive rebound by D. Sabonis
8:24.0,,,86-93,,D. Sabonis misses 2-pt shot from 2 ft (block by L. James)
8:22.0,Defensive rebound by L. James,,86-93,,
8:22.0,,,86-93,,Personal take foul by L. Stephenson (drawn by L. James)
8:07.0,Shooting foul by T. Young (drawn by L. James),,86-93,,
8:07.0,L. James makes free throw 1 of 2,1,87-93,,
8:07.0,L. James misses free throw 2 of 2,,87-93,,
8:05.0,,,87-93,,Defensive rebound by D. Sabonis
7:47.0,,,87-93,,T. Young misses 2-pt shot from 4 ft
7:44.0,Defensive rebound by L. James,,87-93,,
7:26.0,L. James misses 3-pt shot from 29 ft,,87-93,,
7:22.0,,,87-93,,Defensive rebound by L. Stephenson
7:10.0,,,87-93,,B. Bogdanovic misses 2-pt shot from 19 ft
7:09.0,,,87-93,,Offensive rebound by Team
7:09.0,Loose ball foul by C. Osman (drawn by D. Sabonis),,87-93,,
7:09.0,,,87-93,,V. Oladipo enters the game for C. Joseph
7:09.0,J. Smith enters the game for C. Osman,,87-93,,
6:56.0,,,87-93,,Indiana full timeout
6:46.0,,,87-93,,V. Oladipo misses 3-pt shot from 32 ft
6:42.0,Defensive rebound by J. Green,,87-93,,
6:35.0,,,87-93,,Personal foul by V. Oladipo (drawn by D. Wade)
6:29.0,K. Korver misses 2-pt shot from 22 ft,,87-93,,
6:26.0,,,87-93,,Defensive rebound by L. Stephenson
6:17.0,,,87-93,,V. Oladipo misses 3-pt shot from 28 ft
6:12.0,Defensive rebound by K. Korver,,87-93,,
6:06.0,J. Smith makes 3-pt shot from 23 ft (assist by J. Green),3,90-93,,
5:44.0,,,90-93,,D. Sabonis misses 2-pt shot from 19 ft
5:41.0,,,90-93,,Offensive rebound by T. Young
5:41.0,,,90-95,2,T. Young makes 2-pt shot from 1 ft
5:15.0,L. James makes 2-pt shot from 1 ft,2,92-95,,
4:57.0,,,92-95,,T. Young misses 2-pt shot from 3 ft
4:53.0,,,92-95,,Offensive rebound by T. Young
4:38.0,,,92-95,,V. Oladipo misses 2-pt shot from 1 ft
4:38.0,Defensive rebound by Team,,92-95,,
4:38.0,,,92-95,,Loose ball foul by D. Sabonis (drawn by L. James)
4:38.0,,,92-95,,M. Turner enters the game for D. Sabonis
4:25.0,K. Korver misses 3-pt shot from 24 ft,,92-95,,
4:22.0,,,92-95,,Defensive rebound by B. Bogdanovic
4:12.0,,,92-95,,V. Oladipo misses 3-pt shot from 27 ft
4:08.0,Defensive rebound by L. James,,92-95,,
4:01.0,J. Green misses 2-pt shot from 8 ft,,92-95,,
3:57.0,,,92-95,,Defensive rebound by B. Bogdanovic
3:36.0,,,92-95,,B. Bogdanovic misses 2-pt shot from 8 ft
3:33.0,Defensive rebound by L. James,,92-95,,
3:31.0,K. Korver misses 3-pt shot from 29 ft,,92-95,,
3:27.0,,,92-95,,Defensive rebound by L. Stephenson
3:07.0,,,92-95,,Shooting foul by K. Korver (drawn by M. Turner)
3:07.0,,,92-95,,M. Turner misses free throw 1 of 2
3:07.0,,,92-95,,Offensive rebound by Team
3:07.0,Cleveland full timeout,,92-95,,
3:07.0,Cleveland full timeout,,92-95,,
3:07.0,,,92-95,,C. Joseph enters the game for L. Stephenson
3:07.0,K. Love enters the game for J. Green,,92-95,,
3:07.0,,,92-96,1,M. Turner makes free throw 2 of 2
2:49.0,J. Smith makes 3-pt shot from 28 ft (assist by K. Love),3,95-96,,
2:38.0,Personal foul by K. Korver (drawn by B. Bogdanovic),,95-96,,
2:38.0,J. Green enters the game for K. Love,,95-96,,
