time,New Orleans,pts.away,score,pts.home,Dallas
4:50.0,Offensive rebound by D. Cousins,,18-10,,
4:49.0,D. Cousins makes 2-pt shot at rim,2,20-10,,
4:38.0,Personal foul by E. Moore (drawn by W. Matthews),,20-10,,
4:38.0,T. Allen enters the game for D. Cunningham,,20-10,,
4:31.0,,,20-12,2,J. Barea makes 2-pt shot from 7 ft
4:17.0,A. Davis makes 2-pt shot from 13 ft (assist by T. Allen),2,22-12,,
4:07.0,,,22-12,,Shooting foul by T. Allen (drawn by S. Mejri)
4:07.0,,,22-12,,S. Mejri misses free throw 1 of 2
4:07.0,,,22-12,,Offensive rebound by Team
4:07.0,,,22-12,,S. Mejri misses free throw 2 of 2
4:05.0,,,22-12,,Offensive rebound by W. Matthews
4:02.0,,,22-12,,D. Powell misses 3-pt shot from 25 ft
3:59.0,Defensive rebound by T. Allen,,22-12,,
3:48.0,A. Davis makes 2-pt shot from 12 ft,2,24-12,,
3:36.0,,,24-12,,W. Matthews misses 3-pt shot from 25 ft
3:28.0,Defensive rebound by A. Davis,,24-12,,
3:08.0,T. Allen misses 3-pt shot from 24 ft,,24-12,,
3:06.0,,,24-12,,Defensive rebound by D. Powell
3:03.0,,,24-12,,Turnover by J. Barea (bad pass; steal by A. Davis)
2:59.0,T. Allen makes 2-pt shot at rim (assist by A. Davis),2,26-12,,
2:59.0,,,26-12,,Violation by S. Mejri (def goaltending)
2:42.0,,,26-14,2,H. Barnes makes 2-pt shot from 11 ft
2:30.0,New Orleans full timeout,,26-14,,
2:30.0,,,26-14,,D. Harris enters the game for W. Matthews
2:30.0,,,26-14,,Y. Ferrell enters the game for H. Barnes
2:30.0,J. Smith enters the game for A. Davis,,26-14,,
2:30.0,J. Holiday enters the game for E. Moore,,26-14,,
2:29.0,,,26-14,,Personal foul by S. Mejri (drawn by D. Cousins)
2:24.0,J. Nelson misses 3-pt shot from 24 ft,,26-14,,
2:21.0,,,26-14,,Defensive rebound by S. Mejri
2:16.0,,,26-14,,Offensive foul by S. Mejri (drawn by J. Holiday)
2:16.0,,,26-14,,Turnover by S. Mejri (offensive foul)
1:58.0,J. Smith misses 2-pt shot from 16 ft,,26-14,,
1:56.0,,,26-14,,Defensive rebound by D. Harris
1:53.0,,,26-14,,D. Nowitzki enters the game for S. Mejri
1:42.0,,,26-16,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by Y. Ferrell)
1:31.0,J. Nelson misses 3-pt shot from 25 ft,,26-16,,
1:28.0,,,26-16,,Defensive rebound by D. Nowitzki
1:12.0,,,26-19,3,J. Barea makes 3-pt shot from 27 ft (assist by Y. Ferrell)
1:04.0,New Orleans full timeout,,26-19,,
0:49.0,J. Holiday misses 2-pt shot from 20 ft,,26-19,,
0:46.0,,,26-19,,Defensive rebound by D. Nowitzki
0:35.0,Def 3 sec tech foul by D. Cousins,,26-19,,
0:35.0,,,26-20,1,D. Nowitzki makes technical free throw
0:29.0,,,26-23,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by D. Powell)
0:19.0,Shooting foul by D. Harris (drawn by D. Cousins),,26-23,,
0:19.0,D. Cousins makes free throw 1 of 2,1,27-23,,
0:19.0,D. Cunningham enters the game for J. Smith,,27-23,,
0:19.0,D. Cousins makes free throw 2 of 2,1,28-23,,
0:04.0,,,28-25,2,D. Powell makes 2-pt shot at rim (assist by J. Barea)
0:01.0,Turnover by J. Holiday (bad pass),,28-25,,
0:00.0,Personal foul by T. Allen (drawn by J. Barea),,28-25,,
0:00.0,,,28-25,,N. Noel enters the game for D. Powell
0:00.0,,,28-25,,Turnover by J. Barea (bad pass; steal by D. Cousins)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Shooting block foul by D. Cunningham (drawn by D. Harris),,28-25,,
11:45.0,,,28-26,1,D. Harris makes free throw 1 of 2
11:45.0,,,28-27,1,D. Harris makes free throw 2 of 2
11:29.0,J. Holiday makes 2-pt shot at rim (assist by A. Davis),2,30-27,,
11:11.0,,,30-27,,Y. Ferrell misses 2-pt shot from 19 ft
11:09.0,Defensive rebound by J. Holiday,,30-27,,
10:59.0,Turnover by A. Davis (lost ball; steal by D. Powell),,30-27,,
10:50.0,,,30-27,,D. Powell misses 2-pt shot from 3 ft
10:47.0,,,30-27,,Offensive rebound by J. Barea
10:41.0,Personal foul by D. Cunningham (drawn by D. Nowitzki),,30-27,,
10:41.0,D. Miller enters the game for D. Cunningham,,30-27,,
10:31.0,,,30-29,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by J. Barea)
10:19.0,Turnover by A. Davis (bad pass),,30-29,,
10:12.0,,,30-31,2,D. Harris makes 2-pt shot from 1 ft (assist by J. Barea)
9:57.0,D. Miller misses 2-pt shot from 13 ft,,30-31,,
9:55.0,,,30-31,,Defensive rebound by Y. Ferrell
9:42.0,,,30-31,,D. Nowitzki misses 2-pt shot from 13 ft
9:40.0,Defensive rebound by D. Miller,,30-31,,
9:34.0,Offensive charge foul by A. Davis (drawn by Y. Ferrell),,30-31,,
9:34.0,Turnover by A. Davis (offensive foul),,30-31,,
9:34.0,E. Moore enters the game for J. Nelson,,30-31,,
9:24.0,Personal foul by E. Moore (drawn by D. Powell),,30-31,,
9:21.0,Personal foul by D. Miller (drawn by D. Powell),,30-31,,
9:09.0,,,30-31,,D. Nowitzki misses 2-pt shot from 11 ft
9:09.0,Defensive rebound by Team,,30-31,,
9:09.0,,,30-31,,Loose ball foul by D. Powell (drawn by D. Miller)
9:09.0,,,30-31,,H. Barnes enters the game for D. Harris
9:09.0,,,30-31,,W. Matthews enters the game for D. Nowitzki
8:57.0,E. Moore misses 2-pt shot from 21 ft,,30-31,,
8:55.0,,,30-31,,Defensive rebound by D. Powell
8:46.0,,,30-31,,Turnover by J. Barea (bad pass; steal by J. Holiday)
8:35.0,A. Davis misses 2-pt shot from 3 ft,,30-31,,
8:34.0,Offensive rebound by E. Moore,,30-31,,
8:33.0,E. Moore misses 2-pt shot from 2 ft,,30-31,,
8:32.0,Offensive rebound by E. Moore,,30-31,,
8:31.0,E. Moore makes 2-pt shot from 1 ft,2,32-31,,
8:13.0,,,32-31,,Y. Ferrell misses 3-pt shot from 26 ft
8:13.0,Defensive rebound by Team,,32-31,,
8:02.0,D. Miller makes 3-pt shot from 22 ft (assist by J. Holiday),3,35-31,,
7:59.0,,,35-31,,Dallas full timeout
7:59.0,,,35-31,,D. Smith enters the game for J. Barea
7:59.0,D. Cousins enters the game for A. Davis,,35-31,,
7:45.0,,,35-33,2,H. Barnes makes 2-pt shot from 4 ft
7:45.0,,,35-33,,Shooting foul by D. Cousins (drawn by H. Barnes)
7:45.0,,,35-34,1,H. Barnes makes free throw 1 of 1
7:29.0,E. Moore misses 2-pt shot from 2 ft,,35-34,,
7:28.0,Offensive rebound by D. Cousins,,35-34,,
7:26.0,D. Cousins makes 2-pt shot from 1 ft,2,37-34,,
7:18.0,,,37-34,,H. Barnes misses 3-pt shot from 26 ft
7:16.0,Defensive rebound by Team,,37-34,,
7:16.0,A. Davis enters the game for D. Miller,,37-34,,
6:57.0,J. Holiday misses 3-pt shot from 24 ft,,37-34,,
6:54.0,,,37-34,,Defensive rebound by D. Smith
6:45.0,,,37-34,,W. Matthews misses 2-pt shot from 4 ft
6:43.0,Defensive rebound by A. Davis,,37-34,,
6:36.0,,,37-34,,S. Mejri enters the game for D. Powell
6:21.0,D. Cousins misses 2-pt shot from 14 ft,,37-34,,
6:19.0,,,37-34,,Defensive rebound by D. Smith
6:13.0,,,37-34,,Y. Ferrell misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by A. Davis,,37-34,,
6:03.0,I. Clark makes 3-pt shot from 22 ft (assist by E. Moore),3,40-34,,
5:52.0,,,40-34,,W. Matthews misses 3-pt shot from 25 ft
5:47.0,Defensive rebound by D. Cousins,,40-34,,
5:42.0,I. Clark misses 3-pt shot from 26 ft,,40-34,,
5:39.0,,,40-34,,Defensive rebound by S. Mejri
5:32.0,,,40-34,,D. Smith misses 2-pt shot from 1 ft (block by A. Davis)
5:30.0,Defensive rebound by E. Moore,,40-34,,
5:29.0,,,40-34,,Personal block foul by S. Mejri (drawn by D. Cousins)
5:29.0,,,40-34,,N. Noel enters the game for S. Mejri
5:29.0,J. Nelson enters the game for J. Holiday,,40-34,,
5:29.0,Offensive foul by D. Cousins (drawn by W. Matthews),,40-34,,
5:29.0,Turnover by D. Cousins (offensive foul),,40-34,,
5:20.0,,,40-34,,H. Barnes misses 2-pt shot from 2 ft
5:18.0,Defensive rebound by A. Davis,,40-34,,
5:05.0,A. Davis makes 2-pt shot from 10 ft,2,42-34,,
5:05.0,Shooting foul by H. Barnes (drawn by A. Davis),,42-34,,
5:05.0,A. Davis makes free throw 1 of 1,1,43-34,,
4:50.0,,,43-34,,Shooting foul by A. Davis (drawn by H. Barnes)
4:50.0,,,43-35,1,H. Barnes makes free throw 1 of 2
4:50.0,,,43-35,,D. Harris enters the game for Y. Ferrell
4:50.0,,,43-35,,H. Barnes misses free throw 2 of 2
4:48.0,Defensive rebound by D. Cousins,,43-35,,
4:35.0,J. Nelson makes 2-pt shot from 1 ft (assist by A. Davis),2,45-35,,
4:33.0,,,45-35,,Offensive charge foul by D. Smith (drawn by D. Cousins)
4:33.0,,,45-35,,Turnover by D. Smith (offensive foul)
4:32.0,Shooting foul by N. Noel (drawn by D. Cousins),,45-35,,
4:32.0,,,45-35,,Dallas full timeout
4:32.0,J. Holiday enters the game for I. Clark,,45-35,,
4:32.0,D. Cousins makes free throw 1 of 2,1,46-35,,
4:32.0,D. Cousins makes free throw 2 of 2,1,47-35,,
4:10.0,,,47-35,,D. Harris misses 3-pt shot from 23 ft
4:05.0,,,47-35,,Offensive rebound by N. Noel
4:01.0,,,47-37,2,D. Smith makes 2-pt shot from 2 ft (assist by N. Noel)
3:47.0,A. Davis misses 2-pt shot from 5 ft,,47-37,,
3:45.0,,,47-37,,Defensive rebound by N. Noel
3:38.0,,,47-37,,D. Smith misses 2-pt shot from 18 ft
3:38.0,Defensive rebound by D. Cousins,,47-37,,
3:31.0,Turnover by D. Cousins (bad pass),,47-37,,
3:18.0,,,47-39,2,H. Barnes makes 2-pt shot from 18 ft
2:57.0,J. Holiday misses 3-pt shot from 25 ft,,47-39,,
2:55.0,,,47-39,,Defensive rebound by W. Matthews
2:41.0,,,47-39,,Turnover by N. Noel (bad pass)
2:41.0,,,47-39,,D. Powell enters the game for N. Noel
2:31.0,E. Moore makes 3-pt shot from 24 ft (assist by D. Cousins),3,50-39,,
2:11.0,,,50-41,2,H. Barnes makes 2-pt shot from 1 ft
1:57.0,E. Moore misses 3-pt shot from 25 ft,,50-41,,
1:54.0,Offensive rebound by J. Holiday,,50-41,,
1:50.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,52-41,,
1:41.0,,,52-43,2,H. Barnes makes 2-pt shot from 2 ft (assist by D. Smith)
1:27.0,,,52-43,,Personal foul by D. Powell (drawn by A. Davis)
1:27.0,A. Davis misses free throw 1 of 2,,52-43,,
1:27.0,Offensive rebound by Team,,52-43,,
1:27.0,,,52-43,,J. Barea enters the game for D. Harris
1:27.0,,,52-43,,D. Nowitzki enters the game for D. Powell
1:27.0,A. Davis makes free throw 2 of 2,1,53-43,,
1:09.0,,,53-43,,W. Matthews misses 3-pt shot from 27 ft
1:05.0,Defensive rebound by D. Cousins,,53-43,,
0:59.0,J. Holiday misses 2-pt shot from 4 ft (block by H. Barnes),,53-43,,
0:56.0,,,53-43,,Defensive rebound by D. Nowitzki
0:46.0,,,53-46,3,H. Barnes makes 3-pt shot from 25 ft (assist by D. Smith)
0:35.0,A. Davis makes 2-pt shot from 1 ft,2,55-46,,
0:13.0,,,55-46,,D. Nowitzki misses 2-pt shot from 19 ft
0:11.0,Defensive rebound by J. Holiday,,55-46,,
0:02.0,Turnover by A. Davis (turnover),,55-46,,
0:02.0,T. Allen enters the game for D. Cousins,,55-46,,
0:02.0,J. Smith enters the game for A. Davis,,55-46,,
0:00.0,,,55-46,,D. Smith misses 3-pt shot from 46 ft
0:00.0,,,55-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,55-46,,W. Matthews misses 2-pt shot from 9 ft
11:39.0,Defensive rebound by J. Holiday,,55-46,,
11:31.0,D. Cousins misses 3-pt shot from 25 ft,,55-46,,
11:31.0,,,55-46,,Defensive rebound by N. Noel
11:23.0,,,55-46,,H. Barnes misses 2-pt shot from 17 ft
11:23.0,Defensive rebound by A. Davis,,55-46,,
11:09.0,D. Cousins misses 2-pt shot from 8 ft,,55-46,,
11:07.0,,,55-46,,Defensive rebound by N. Noel
10:58.0,,,55-46,,D. Smith misses 2-pt shot from 3 ft (block by A. Davis)
10:56.0,Defensive rebound by A. Davis,,55-46,,
10:51.0,E. Moore misses 3-pt shot from 23 ft,,55-46,,
10:49.0,Offensive rebound by J. Holiday,,55-46,,
10:38.0,D. Cunningham makes 3-pt shot from 23 ft (assist by D. Cousins),3,58-46,,
10:10.0,,,58-46,,H. Barnes misses 3-pt shot from 23 ft
10:08.0,Defensive rebound by D. Cousins,,58-46,,
9:59.0,E. Moore makes 2-pt shot from 2 ft,2,60-46,,
9:44.0,,,60-46,,D. Smith misses 3-pt shot from 24 ft
9:40.0,Defensive rebound by D. Cousins,,60-46,,
9:38.0,Shooting foul by W. Matthews,,60-46,,
9:38.0,,,60-46,,Technical foul by W. Matthews
9:38.0,A. Davis makes technical free throw,1,61-46,,
9:38.0,,,61-46,,Dallas full timeout
9:38.0,,,61-46,,D. Harris enters the game for D. Nowitzki
9:38.0,A. Davis makes free throw 1 of 2,1,62-46,,
9:38.0,A. Davis makes free throw 2 of 2,1,63-46,,
9:19.0,,,63-46,,W. Matthews misses 2-pt shot from 7 ft
9:19.0,,,63-46,,N. Noel misses 2-pt shot at rim
9:17.0,,,63-46,,Offensive rebound by N. Noel
9:17.0,,,63-46,,Offensive rebound by Team
9:17.0,Personal foul by D. Cunningham (drawn by W. Matthews),,63-46,,
9:07.0,,,63-46,,H. Barnes misses 2-pt shot from 17 ft
9:04.0,Defensive rebound by D. Cousins,,63-46,,
8:58.0,,,63-46,,Personal foul by D. Harris (drawn by E. Moore)
8:56.0,J. Holiday misses 3-pt shot from 25 ft,,63-46,,
8:53.0,,,63-46,,Defensive rebound by N. Noel
8:50.0,Shooting block foul by E. Moore (drawn by D. Harris),,63-46,,
8:50.0,,,63-47,1,D. Harris makes free throw 1 of 2
8:50.0,,,63-48,1,D. Harris makes free throw 2 of 2
8:41.0,D. Cousins makes 2-pt shot from 7 ft (assist by J. Holiday),2,65-48,,
8:29.0,,,65-48,,D. Smith misses 2-pt shot from 15 ft
8:26.0,Defensive rebound by A. Davis,,65-48,,
8:20.0,,,65-48,,Personal foul by N. Noel (drawn by D. Cousins)
8:20.0,,,65-48,,S. Mejri enters the game for D. Smith
8:20.0,,,65-48,,J. Barea enters the game for N. Noel
8:12.0,Turnover by E. Moore (lost ball; steal by D. Harris),,65-48,,
8:05.0,,,65-50,2,S. Mejri makes 2-pt shot at rim (assist by J. Barea)
7:57.0,Offensive charge foul by D. Cousins (drawn by S. Mejri),,65-50,,
7:57.0,Turnover by D. Cousins (offensive foul),,65-50,,
7:49.0,,,65-50,,Offensive foul by S. Mejri (drawn by D. Cunningham)
7:49.0,,,65-50,,Turnover by S. Mejri (offensive foul)
7:38.0,D. Cousins makes 2-pt shot from 2 ft,2,67-50,,
7:23.0,,,67-50,,J. Barea misses 2-pt shot from 19 ft
7:19.0,Defensive rebound by J. Holiday,,67-50,,
7:15.0,D. Cunningham misses 3-pt shot from 22 ft,,67-50,,
7:13.0,,,67-50,,Defensive rebound by S. Mejri
7:01.0,,,67-52,2,H. Barnes makes 2-pt shot at rim
6:39.0,D. Cousins misses 3-pt shot from 24 ft,,67-52,,
6:36.0,,,67-52,,Defensive rebound by H. Barnes
6:19.0,,,67-52,,H. Barnes misses 2-pt shot from 10 ft
6:16.0,Defensive rebound by D. Cousins,,67-52,,
6:09.0,E. Moore misses 2-pt shot from 15 ft,,67-52,,
6:06.0,,,67-52,,Defensive rebound by S. Mejri
5:55.0,,,67-52,,J. Barea misses 3-pt shot from 23 ft
5:52.0,,,67-52,,Offensive rebound by S. Mejri
5:44.0,,,67-52,,W. Matthews misses 3-pt shot from 24 ft
5:41.0,Defensive rebound by J. Holiday,,67-52,,
5:39.0,,,67-52,,Violation by D. Harris (kicked ball)
5:39.0,J. Nelson enters the game for J. Holiday,,67-52,,
5:39.0,D. Miller enters the game for A. Davis,,67-52,,
5:22.0,D. Cunningham misses 2-pt shot from 3 ft (block by S. Mejri),,67-52,,
5:21.0,Offensive rebound by Team,,67-52,,
5:20.0,Turnover by Team (shot clock),,67-52,,
5:03.0,,,67-54,2,H. Barnes makes 2-pt shot from 1 ft
4:56.0,D. Miller misses 3-pt shot from 25 ft,,67-54,,
4:56.0,,,67-54,,Defensive rebound by H. Barnes
4:35.0,,,67-56,2,H. Barnes makes 2-pt shot at rim (assist by D. Harris)
4:35.0,New Orleans full timeout,,67-56,,
4:35.0,T. Allen enters the game for D. Cunningham,,67-56,,
4:22.0,E. Moore makes 2-pt shot from 20 ft (assist by D. Cousins),2,69-56,,
4:03.0,,,69-59,3,J. Barea makes 3-pt shot from 24 ft (assist by H. Barnes)
3:45.0,D. Cousins misses 2-pt shot from 8 ft,,69-59,,
3:44.0,Offensive rebound by T. Allen,,69-59,,
3:42.0,T. Allen misses 2-pt shot from 1 ft (block by S. Mejri),,69-59,,
3:42.0,,,69-59,,Defensive rebound by S. Mejri
3:18.0,,,69-61,2,S. Mejri makes 2-pt shot at rim (assist by H. Barnes)
2:51.0,T. Allen misses 2-pt shot from 22 ft,,69-61,,
2:51.0,Offensive rebound by Team,,69-61,,
2:51.0,Turnover by Team (shot clock),,69-61,,
2:37.0,,,69-61,,Turnover by S. Mejri (turnover)
2:18.0,E. Moore misses 3-pt shot from 25 ft,,69-61,,
2:13.0,,,69-61,,Defensive rebound by J. Barea
2:09.0,,,69-63,2,D. Harris makes 2-pt shot from 1 ft (assist by J. Barea)
1:42.0,D. Miller makes 3-pt shot from 23 ft (assist by D. Cousins),3,72-63,,
1:25.0,,,72-63,,D. Harris misses 3-pt shot from 24 ft
1:23.0,Defensive rebound by D. Cousins,,72-63,,
1:13.0,T. Allen misses 2-pt shot from 2 ft (block by S. Mejri),,72-63,,
1:13.0,Offensive rebound by Team,,72-63,,
1:13.0,J. Holiday enters the game for D. Cousins,,72-63,,
1:13.0,A. Davis enters the game for E. Moore,,72-63,,
1:09.0,,,72-63,,Personal foul by D. Harris (drawn by J. Nelson)
0:58.0,A. Davis misses 3-pt shot from 26 ft,,72-63,,
0:55.0,,,72-63,,Defensive rebound by J. Barea
0:37.0,,,72-63,,J. Barea misses 3-pt shot from 26 ft
0:34.0,Defensive rebound by J. Holiday,,72-63,,
0:23.0,T. Allen makes 3-pt shot from 22 ft (assist by J. Holiday),3,75-63,,
0:04.0,,,75-63,,J. Barea misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by D. Miller,,75-63,,
0:00.0,D. Miller misses 3-pt shot from 31 ft,,75-63,,
0:00.0,Offensive rebound by Team,,75-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,D. Miller makes 3-pt shot from 25 ft (assist by J. Holiday),3,78-63,,
11:34.0,,,78-63,,Turnover by D. Nowitzki (lost ball; steal by J. Holiday)
11:29.0,A. Davis misses 2-pt shot from 15 ft,,78-63,,
11:26.0,,,78-63,,Defensive rebound by J. Barea
11:15.0,,,78-63,,D. Nowitzki misses 2-pt shot from 9 ft
11:13.0,,,78-63,,S. Mejri misses 2-pt shot at rim
11:11.0,,,78-63,,Offensive rebound by S. Mejri
11:10.0,Defensive rebound by A. Davis,,78-63,,
11:06.0,,,78-63,,Personal foul by Y. Ferrell (drawn by T. Allen)
11:02.0,J. Holiday makes 2-pt shot from 13 ft,2,80-63,,
10:48.0,,,80-66,3,J. Barea makes 3-pt shot from 26 ft (assist by Y. Ferrell)
10:28.0,J. Nelson misses 2-pt shot from 22 ft,,80-66,,
10:25.0,,,80-66,,Defensive rebound by S. Mejri
10:18.0,,,80-66,,Y. Ferrell misses 3-pt shot from 22 ft
10:18.0,Defensive rebound by T. Allen,,80-66,,
10:04.0,J. Holiday misses 2-pt shot from 5 ft (block by S. Mejri),,80-66,,
10:03.0,Offensive rebound by Team,,80-66,,
10:03.0,,,80-66,,D. Smith enters the game for W. Matthews
9:58.0,Technical foul by D. Miller (drawn by D. Nowitzki),,80-66,,
9:58.0,Turnover by D. Miller (turnover),,80-66,,
9:58.0,,,80-67,1,D. Nowitzki makes free throw 2 of 2
9:58.0,,,80-68,1,D. Nowitzki makes free throw 1 of 2
9:42.0,,,80-68,,Turnover by J. Barea (lost ball; steal by J. Nelson)
9:26.0,A. Davis makes 2-pt shot from 2 ft (assist by T. Allen),2,82-68,,
9:10.0,,,82-70,2,J. Barea makes 2-pt shot from 8 ft
8:57.0,J. Holiday misses 2-pt shot from 3 ft,,82-70,,
8:57.0,,,82-70,,Defensive rebound by S. Mejri
8:34.0,,,82-72,2,D. Smith makes 2-pt shot from 1 ft
8:30.0,Shooting foul by D. Nowitzki (drawn by T. Allen),,82-72,,
8:30.0,T. Allen misses free throw 1 of 2,,82-72,,
8:30.0,Offensive rebound by Team,,82-72,,
8:30.0,I. Clark enters the game for J. Nelson,,82-72,,
8:30.0,D. Cousins enters the game for D. Miller,,82-72,,
8:30.0,T. Allen makes free throw 2 of 2,1,83-72,,
8:14.0,,,83-72,,Turnover by D. Smith (lost ball; steal by T. Allen)
8:03.0,A. Davis misses 2-pt shot from 1 ft (block by S. Mejri),,83-72,,
7:59.0,Offensive rebound by A. Davis,,83-72,,
7:59.0,A. Davis makes 2-pt shot at rim,2,85-72,,
7:59.0,,,85-72,,Dallas full timeout
7:59.0,,,85-72,,D. Harris enters the game for J. Barea
7:59.0,,,85-72,,H. Barnes enters the game for S. Mejri
7:51.0,,,85-72,,Shooting foul by T. Allen (drawn by D. Harris)
7:51.0,,,85-73,1,D. Harris makes free throw 1 of 2
7:51.0,,,85-74,1,D. Harris makes free throw 2 of 2
7:31.0,A. Davis misses 3-pt shot from 26 ft,,85-74,,
7:27.0,,,85-74,,Defensive rebound by D. Nowitzki
7:22.0,,,85-74,,D. Nowitzki misses 3-pt shot from 25 ft
7:22.0,Defensive rebound by A. Davis,,85-74,,
7:11.0,T. Allen misses 2-pt shot from 2 ft,,85-74,,
7:11.0,,,85-74,,Defensive rebound by Team
7:04.0,,,85-74,,D. Smith misses 3-pt shot from 24 ft
7:04.0,Defensive rebound by A. Davis,,85-74,,
6:48.0,J. Holiday makes 2-pt shot from 10 ft,2,87-74,,
6:36.0,,,87-74,,D. Smith misses 3-pt shot from 22 ft
6:34.0,Defensive rebound by D. Cousins,,87-74,,
6:19.0,I. Clark misses 2-pt shot from 1 ft,,87-74,,
6:17.0,,,87-74,,Defensive rebound by D. Nowitzki
5:54.0,,,87-74,,D. Harris misses 2-pt shot from 1 ft
5:54.0,Defensive rebound by D. Cousins,,87-74,,
5:35.0,T. Allen makes 2-pt shot from 3 ft,2,89-74,,
5:31.0,,,89-74,,Dallas full timeout
