time,Boston,pts.away,score,pts.home,Chicago
4:08.0,M. Smart makes 3-pt shot from 22 ft (assist by T. Rozier),3,17-12,,
4:08.0,,,17-12,,Chicago full timeout
3:52.0,,,17-12,,J. Holiday misses 2-pt shot from 18 ft
3:47.0,,,17-12,,Offensive rebound by R. Lopez
3:46.0,,,17-12,,R. Lopez misses 2-pt shot from 2 ft
3:38.0,Defensive rebound by S. Ojeleye,,17-12,,
3:36.0,A. Horford makes 2-pt shot from 19 ft (assist by M. Smart),2,19-12,,
3:18.0,,,19-14,2,N. Mirotic makes 2-pt shot from 19 ft (assist by K. Dunn)
3:04.0,T. Rozier makes 2-pt shot from 21 ft (assist by A. Horford),2,21-14,,
2:55.0,,,21-17,3,N. Mirotic makes 3-pt shot from 25 ft
2:40.0,A. Horford misses 3-pt shot from 25 ft,,21-17,,
2:36.0,,,21-17,,Defensive rebound by D. Nwaba
2:35.0,,,21-19,2,D. Nwaba makes 2-pt shot at rim
2:21.0,M. Smart misses 3-pt shot from 24 ft,,21-19,,
2:14.0,,,21-19,,Defensive rebound by R. Lopez
2:03.0,,,21-19,,K. Dunn misses 2-pt shot from 17 ft
1:58.0,Defensive rebound by S. Ojeleye,,21-19,,
1:53.0,T. Rozier makes 3-pt shot from 25 ft,3,24-19,,
1:37.0,,,24-21,2,J. Holiday makes 2-pt shot from 2 ft (assist by R. Lopez)
1:25.0,T. Rozier misses 2-pt shot from 2 ft,,24-21,,
1:23.0,,,24-21,,Defensive rebound by D. Nwaba
1:23.0,,,24-21,,Shooting foul by S. Ojeleye (drawn by D. Nwaba)
1:23.0,,,24-22,1,D. Nwaba makes free throw 1 of 2
1:23.0,,,24-22,,P. Zipser enters the game for J. Holiday
1:23.0,,,24-22,,B. Portis enters the game for K. Dunn
1:23.0,,,24-22,,J. Grant enters the game for R. Lopez
1:23.0,J. Brown enters the game for J. Tatum,,24-22,,
1:23.0,S. Larkin enters the game for M. Smart,,24-22,,
1:23.0,D. Theis enters the game for A. Horford,,24-22,,
1:23.0,,,24-23,1,D. Nwaba makes free throw 2 of 2
0:59.0,S. Larkin makes 2-pt shot from 1 ft (assist by T. Rozier),2,26-23,,
0:44.0,,,26-25,2,N. Mirotic makes 2-pt shot from 1 ft
0:24.0,J. Brown makes 3-pt shot from 22 ft (assist by S. Larkin),3,29-25,,
0:03.0,,,29-28,3,B. Portis makes 3-pt shot from 25 ft (assist by J. Grant)
0:00.0,T. Rozier misses 3-pt shot from 46 ft,,29-28,,
0:00.0,Offensive rebound by Team,,29-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,T. Rozier misses 2-pt shot from 10 ft,,29-28,,
11:36.0,Offensive rebound by D. Theis,,29-28,,
11:36.0,J. Brown makes 3-pt shot from 24 ft (assist by D. Theis),3,32-28,,
11:21.0,,,32-28,,Shooting foul by S. Larkin (drawn by D. Nwaba)
11:21.0,,,32-29,1,D. Nwaba makes free throw 1 of 2
11:21.0,,,32-30,1,D. Nwaba makes free throw 2 of 2
11:08.0,S. Ojeleye misses 3-pt shot from 22 ft,,32-30,,
11:03.0,,,32-30,,Defensive rebound by D. Valentine
10:54.0,,,32-32,2,B. Portis makes 2-pt shot from 1 ft (assist by D. Nwaba)
10:33.0,,,32-32,,Personal foul by B. Portis (drawn by D. Theis)
10:24.0,,,32-32,,Personal foul by D. Valentine (drawn by S. Larkin)
10:11.0,J. Brown misses 2-pt shot from 22 ft,,32-32,,
10:11.0,Offensive rebound by S. Ojeleye,,32-32,,
10:00.0,D. Theis misses 2-pt shot from 12 ft,,32-32,,
9:57.0,Offensive rebound by S. Ojeleye,,32-32,,
9:56.0,T. Rozier misses 3-pt shot from 24 ft,,32-32,,
9:56.0,,,32-32,,Defensive rebound by Team
9:37.0,Personal foul by J. Brown (drawn by D. Nwaba),,32-32,,
9:30.0,,,32-35,3,B. Portis makes 3-pt shot from 26 ft (assist by J. Grant)
9:09.0,Turnover by D. Theis (lost ball; steal by D. Nwaba),,32-35,,
9:05.0,,,32-35,,D. Valentine misses 2-pt shot from 1 ft
9:03.0,Defensive rebound by S. Ojeleye,,32-35,,
9:03.0,,,32-35,,Personal foul by J. Grant (drawn by J. Brown)
9:03.0,A. Baynes enters the game for D. Theis,,32-35,,
8:53.0,Turnover by A. Baynes (lost ball; steal by J. Grant),,32-35,,
8:53.0,Loose ball foul by A. Baynes (drawn by J. Grant),,32-35,,
8:42.0,,,32-37,2,D. Nwaba makes 2-pt shot from 1 ft (assist by P. Zipser)
8:30.0,,,32-37,,Violation by B. Portis (kicked ball)
8:30.0,A. Nader enters the game for S. Ojeleye,,32-37,,
8:22.0,S. Larkin misses 3-pt shot from 24 ft,,32-37,,
8:18.0,,,32-37,,Defensive rebound by B. Portis
8:09.0,,,32-37,,J. Grant misses 2-pt shot from 18 ft
8:05.0,Defensive rebound by T. Rozier,,32-37,,
8:00.0,Turnover by T. Rozier (traveling),,32-37,,
7:40.0,,,32-39,2,B. Portis makes 2-pt shot from 15 ft (assist by J. Grant)
7:38.0,Boston full timeout,,32-39,,
7:38.0,M. Smart enters the game for T. Rozier,,32-39,,
7:19.0,J. Brown misses 3-pt shot from 25 ft,,32-39,,
7:14.0,Offensive rebound by A. Baynes,,32-39,,
7:13.0,A. Baynes makes 2-pt shot at rim,2,34-39,,
7:01.0,,,34-42,3,B. Portis makes 3-pt shot from 25 ft (assist by J. Grant)
6:43.0,A. Nader misses 3-pt shot from 23 ft,,34-42,,
6:40.0,,,34-42,,Defensive rebound by D. Valentine
6:28.0,,,34-45,3,P. Zipser makes 3-pt shot from 23 ft (assist by D. Valentine)
6:04.0,Turnover by A. Baynes (offensive goaltending),,34-45,,
6:04.0,,,34-45,,N. Mirotic enters the game for D. Valentine
6:04.0,J. Tatum enters the game for J. Brown,,34-45,,
6:04.0,A. Horford enters the game for A. Baynes,,34-45,,
5:49.0,,,34-45,,Shooting foul by A. Nader (drawn by N. Mirotic)
5:49.0,,,34-45,,N. Mirotic misses free throw 1 of 2
5:49.0,,,34-45,,Offensive rebound by Team
5:49.0,,,34-45,,K. Dunn enters the game for J. Grant
5:49.0,,,34-46,1,N. Mirotic makes free throw 2 of 2
5:32.0,Turnover by M. Smart (bad pass; steal by B. Portis),,34-46,,
5:31.0,Personal foul by S. Larkin (drawn by P. Zipser),,34-46,,
5:31.0,,,34-47,1,P. Zipser makes free throw 1 of 2
5:31.0,T. Rozier enters the game for S. Larkin,,34-47,,
5:31.0,,,34-48,1,P. Zipser makes free throw 2 of 2
5:04.0,M. Smart misses 3-pt shot from 25 ft,,34-48,,
4:59.0,,,34-48,,Defensive rebound by K. Dunn
4:57.0,,,34-50,2,K. Dunn makes 2-pt shot from 4 ft
4:45.0,,,34-50,,Personal foul by K. Dunn (drawn by T. Rozier)
4:35.0,A. Nader misses 3-pt shot from 22 ft,,34-50,,
4:32.0,,,34-50,,Defensive rebound by B. Portis
4:20.0,,,34-52,2,N. Mirotic makes 2-pt shot from 5 ft (assist by B. Portis)
4:18.0,Boston full timeout,,34-52,,
4:18.0,J. Brown enters the game for A. Nader,,34-52,,
3:58.0,M. Smart makes 2-pt shot from 4 ft (assist by J. Brown),2,36-52,,
3:48.0,,,36-52,,Turnover by P. Zipser (bad pass)
3:33.0,M. Smart misses 2-pt shot from 3 ft (block by N. Mirotic),,36-52,,
3:30.0,,,36-52,,Defensive rebound by P. Zipser
3:26.0,,,36-52,,D. Nwaba misses 2-pt shot from 1 ft
3:26.0,,,36-52,,Offensive rebound by B. Portis
3:22.0,,,36-52,,B. Portis misses 2-pt shot from 1 ft
3:22.0,Defensive rebound by J. Brown,,36-52,,
3:17.0,A. Horford makes 2-pt shot from 1 ft (assist by J. Tatum),2,38-52,,
2:59.0,,,38-52,,Shooting foul by M. Smart (drawn by D. Nwaba)
2:59.0,,,38-53,1,D. Nwaba makes free throw 1 of 2
2:59.0,,,38-54,1,D. Nwaba makes free throw 2 of 2
2:47.0,A. Horford misses 2-pt shot from 23 ft,,38-54,,
2:44.0,,,38-54,,Defensive rebound by K. Dunn
2:33.0,,,38-54,,K. Dunn misses 3-pt shot from 25 ft
2:29.0,,,38-54,,Offensive rebound by D. Nwaba
2:28.0,,,38-54,,D. Nwaba misses 2-pt shot from 1 ft
2:22.0,,,38-54,,Offensive rebound by B. Portis
2:21.0,,,38-56,2,B. Portis makes 2-pt shot from 1 ft
2:14.0,T. Rozier makes 2-pt shot from 7 ft (assist by M. Smart),2,40-56,,
2:04.0,,,40-56,,N. Mirotic misses 3-pt shot from 27 ft
2:04.0,Defensive rebound by J. Brown,,40-56,,
1:57.0,A. Horford makes 2-pt shot at rim (assist by M. Smart),2,42-56,,
1:57.0,,,42-56,,Chicago full timeout
1:57.0,,,42-56,,R. Lopez enters the game for B. Portis
1:57.0,,,42-56,,J. Holiday enters the game for D. Nwaba
1:32.0,,,42-56,,J. Holiday misses 2-pt shot from 22 ft
1:32.0,Defensive rebound by J. Brown,,42-56,,
1:17.0,A. Horford misses 3-pt shot from 24 ft,,42-56,,
1:14.0,,,42-56,,Defensive rebound by J. Holiday
1:09.0,,,42-56,,Turnover by R. Lopez (lost ball; steal by J. Tatum)
0:56.0,M. Smart misses 2-pt shot from 21 ft (block by P. Zipser),,42-56,,
0:51.0,Offensive rebound by J. Tatum,,42-56,,
0:49.0,J. Tatum misses 3-pt shot from 25 ft,,42-56,,
0:49.0,,,42-56,,Defensive rebound by N. Mirotic
0:40.0,,,42-56,,K. Dunn misses 3-pt shot from 26 ft
0:36.0,Defensive rebound by J. Brown,,42-56,,
0:30.0,J. Tatum misses 3-pt shot from 24 ft,,42-56,,
0:26.0,,,42-56,,Defensive rebound by P. Zipser
0:09.0,,,42-56,,R. Lopez misses 2-pt shot from 21 ft
0:06.0,Defensive rebound by J. Tatum,,42-56,,
0:00.0,Turnover by M. Smart (lost ball; steal by P. Zipser),,42-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,J. Tatum misses 2-pt shot from 2 ft,,42-56,,
11:35.0,,,42-56,,Defensive rebound by D. Valentine
11:14.0,,,42-56,,D. Valentine misses 3-pt shot from 24 ft
11:11.0,Defensive rebound by J. Brown,,42-56,,
11:06.0,,,42-56,,Personal foul by K. Dunn (drawn by A. Baynes)
10:59.0,A. Baynes makes 2-pt shot from 21 ft,2,44-56,,
10:46.0,,,44-56,,Shooting foul by J. Tatum (drawn by R. Lopez)
10:46.0,,,44-56,,R. Lopez misses free throw 1 of 2
10:46.0,,,44-56,,Offensive rebound by Team
10:46.0,,,44-57,1,R. Lopez makes free throw 2 of 2
10:31.0,Turnover by M. Smart (bad pass; steal by D. Valentine),,44-57,,
10:14.0,,,44-57,,Shooting foul by J. Tatum (drawn by N. Mirotic)
10:14.0,,,44-57,,N. Mirotic misses free throw 1 of 2
10:14.0,,,44-57,,Offensive rebound by Team
10:14.0,,,44-57,,N. Mirotic misses free throw 2 of 2
10:12.0,Defensive rebound by A. Baynes,,44-57,,
9:56.0,,,44-57,,Personal foul by K. Dunn (drawn by M. Smart)
9:51.0,A. Baynes misses 2-pt shot from 8 ft,,44-57,,
9:45.0,,,44-57,,Defensive rebound by J. Holiday
9:25.0,,,44-59,2,R. Lopez makes 2-pt shot from 9 ft
9:09.0,J. Brown misses 3-pt shot from 23 ft,,44-59,,
9:07.0,,,44-59,,Defensive rebound by N. Mirotic
9:05.0,,,44-59,,D. Valentine misses 3-pt shot from 25 ft
9:02.0,Defensive rebound by A. Baynes,,44-59,,
8:47.0,A. Horford misses 2-pt shot from 2 ft,,44-59,,
8:46.0,Offensive rebound by A. Horford,,44-59,,
8:37.0,A. Horford misses 2-pt shot at rim,,44-59,,
8:37.0,Offensive rebound by A. Horford,,44-59,,
8:33.0,A. Horford makes 2-pt shot at rim,2,46-59,,
8:29.0,,,46-59,,K. Dunn misses 3-pt shot from 24 ft
8:27.0,,,46-59,,Offensive rebound by D. Valentine
8:25.0,,,46-59,,N. Mirotic misses 3-pt shot from 25 ft
8:25.0,Defensive rebound by J. Brown,,46-59,,
8:06.0,A. Horford makes 2-pt shot from 11 ft,2,48-59,,
7:50.0,,,48-61,2,K. Dunn makes 2-pt shot from 4 ft
7:42.0,J. Brown makes 2-pt shot from 7 ft,2,50-61,,
7:23.0,,,50-63,2,R. Lopez makes 2-pt shot from 10 ft (assist by J. Holiday)
6:59.0,Turnover by J. Brown (step out of bounds),,50-63,,
6:59.0,,,50-63,,Chicago full timeout
6:59.0,T. Rozier enters the game for A. Baynes,,50-63,,
6:47.0,,,50-66,3,J. Holiday makes 3-pt shot from 24 ft (assist by R. Lopez)
6:23.0,M. Smart makes 2-pt shot at rim,2,52-66,,
6:13.0,,,52-66,,Turnover by K. Dunn (step out of bounds)
6:02.0,A. Horford misses 3-pt shot from 25 ft,,52-66,,
5:58.0,,,52-66,,Defensive rebound by D. Valentine
5:55.0,,,52-66,,Offensive foul by R. Lopez (drawn by A. Horford)
5:55.0,,,52-66,,Turnover by R. Lopez (offensive foul)
5:42.0,M. Smart misses 2-pt shot from 8 ft (block by K. Dunn),,52-66,,
5:37.0,,,52-66,,Defensive rebound by J. Holiday
5:34.0,,,52-68,2,K. Dunn makes 2-pt shot from 12 ft (assist by J. Holiday)
5:15.0,J. Brown makes 3-pt shot from 25 ft (assist by A. Horford),3,55-68,,
4:59.0,,,55-68,,J. Holiday misses 3-pt shot from 24 ft
4:49.0,,,55-68,,Offensive rebound by R. Lopez
4:49.0,,,55-70,2,R. Lopez makes 2-pt shot at rim
4:41.0,T. Rozier misses 3-pt shot from 26 ft,,55-70,,
4:36.0,,,55-70,,Defensive rebound by N. Mirotic
4:32.0,,,55-70,,J. Holiday misses 2-pt shot from 18 ft
4:29.0,Defensive rebound by T. Rozier,,55-70,,
4:24.0,J. Brown misses 3-pt shot from 24 ft,,55-70,,
4:19.0,,,55-70,,Defensive rebound by N. Mirotic
4:13.0,,,55-70,,K. Dunn misses 2-pt shot from 15 ft
4:10.0,Defensive rebound by J. Tatum,,55-70,,
4:04.0,J. Brown makes 2-pt shot from 9 ft (assist by T. Rozier),2,57-70,,
3:36.0,,,57-70,,N. Mirotic misses 2-pt shot from 18 ft
3:33.0,Defensive rebound by T. Rozier,,57-70,,
3:30.0,Shooting foul by N. Mirotic (drawn by J. Tatum),,57-70,,
3:30.0,J. Tatum misses free throw 1 of 2,,57-70,,
3:30.0,Offensive rebound by Team,,57-70,,
3:30.0,,,57-70,,B. Portis enters the game for K. Dunn
3:30.0,,,57-70,,D. Nwaba enters the game for N. Mirotic
3:30.0,,,57-70,,J. Grant enters the game for D. Valentine
3:30.0,J. Tatum misses free throw 2 of 2,,57-70,,
3:27.0,,,57-70,,Defensive rebound by D. Nwaba
3:11.0,,,57-72,2,B. Portis makes 2-pt shot from 7 ft
2:59.0,J. Tatum misses 2-pt shot from 19 ft,,57-72,,
2:55.0,,,57-72,,Defensive rebound by J. Holiday
2:50.0,,,57-72,,B. Portis misses 2-pt shot from 18 ft
2:47.0,Defensive rebound by J. Tatum,,57-72,,
2:39.0,Turnover by M. Smart (out of bounds lost ball),,57-72,,
2:39.0,Boston full timeout,,57-72,,
2:39.0,S. Larkin enters the game for J. Tatum,,57-72,,
2:39.0,A. Baynes enters the game for M. Smart,,57-72,,
2:39.0,S. Ojeleye enters the game for A. Horford,,57-72,,
2:28.0,Personal foul by S. Larkin (drawn by J. Grant),,57-72,,
2:16.0,,,57-72,,B. Portis misses 2-pt shot from 18 ft
2:13.0,,,57-72,,Offensive rebound by J. Grant
2:11.0,,,57-72,,J. Holiday misses 3-pt shot from 24 ft
2:09.0,Defensive rebound by S. Larkin,,57-72,,
1:58.0,A. Baynes makes 2-pt shot from 6 ft,2,59-72,,
1:50.0,,,59-75,3,J. Holiday makes 3-pt shot from 24 ft (assist by J. Grant)
1:33.0,,,59-75,,Personal foul by R. Lopez (drawn by A. Baynes)
1:26.0,T. Rozier makes 3-pt shot from 26 ft (assist by A. Baynes),3,62-75,,
1:10.0,,,62-75,,Shooting foul by A. Baynes (drawn by D. Nwaba)
1:10.0,,,62-75,,D. Nwaba misses free throw 1 of 2
1:10.0,,,62-75,,Offensive rebound by Team
1:10.0,,,62-76,1,D. Nwaba makes free throw 2 of 2
0:56.0,Shooting foul by J. Grant (drawn by S. Larkin),,62-76,,
0:56.0,S. Larkin misses free throw 1 of 2,,62-76,,
0:56.0,Offensive rebound by Team,,62-76,,
0:56.0,S. Larkin makes free throw 2 of 2,1,63-76,,
0:43.0,,,63-78,2,B. Portis makes 2-pt shot from 22 ft (assist by J. Grant)
0:28.0,Jump ball: B. Portis vs. T. Rozier (J. Holiday gains possession),,,,Jump ball: B. Portis vs. T. Rozier (J. Holiday gains possession)
0:28.0,Turnover by T. Rozier (lost ball; steal by J. Grant),,63-78,,
0:23.0,,,63-78,,Offensive charge foul by J. Grant (drawn by A. Baynes)
0:23.0,,,63-78,,Turnover by J. Grant (offensive foul)
0:23.0,,,63-78,,P. Zipser enters the game for R. Lopez
0:23.0,A. Horford enters the game for A. Baynes,,63-78,,
0:00.0,T. Rozier misses 2-pt shot from 1 ft,,63-78,,
0:00.0,Offensive rebound by S. Larkin,,63-78,,
0:00.0,J. Brown misses 3-pt shot from 23 ft,,63-78,,
0:00.0,Offensive rebound by Team,,63-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,63-78,,D. Nwaba misses 2-pt shot from 1 ft
11:43.0,Defensive rebound by A. Nader,,63-78,,
11:25.0,A. Horford makes 2-pt shot from 4 ft (assist by T. Rozier),2,65-78,,
11:06.0,,,65-80,2,D. Nwaba makes 2-pt shot from 1 ft
10:48.0,Shooting foul by B. Portis (drawn by A. Horford),,65-80,,
10:48.0,A. Horford makes free throw 1 of 2,1,66-80,,
10:48.0,A. Horford makes free throw 2 of 2,1,67-80,,
10:27.0,,,67-82,2,D. Valentine makes 2-pt shot from 15 ft (assist by J. Grant)
10:09.0,,,67-82,,Def 3 sec tech foul by J. Grant
10:09.0,A. Horford makes technical free throw,1,68-82,,
10:00.0,S. Larkin makes 2-pt shot from 1 ft (assist by T. Rozier),2,70-82,,
9:53.0,Personal foul by J. Tatum (drawn by P. Zipser),,70-82,,
9:41.0,,,70-82,,P. Zipser misses 2-pt shot from 4 ft (block by J. Tatum)
9:35.0,Defensive rebound by A. Horford,,70-82,,
9:32.0,J. Tatum misses 3-pt shot from 25 ft,,70-82,,
9:32.0,,,70-82,,Defensive rebound by D. Nwaba
9:24.0,,,70-85,3,J. Grant makes 3-pt shot from 24 ft (assist by D. Valentine)
8:59.0,S. Larkin misses 2-pt shot from 17 ft,,70-85,,
8:57.0,Offensive rebound by Team,,70-85,,
8:57.0,,,70-85,,N. Mirotic enters the game for P. Zipser
8:57.0,M. Smart enters the game for J. Tatum,,70-85,,
8:45.0,T. Rozier makes 3-pt shot from 26 ft (assist by S. Larkin),3,73-85,,
8:24.0,,,73-87,2,B. Portis makes 2-pt shot from 19 ft (assist by J. Grant)
8:10.0,T. Rozier misses 3-pt shot from 25 ft,,73-87,,
8:07.0,,,73-87,,Defensive rebound by N. Mirotic
7:53.0,,,73-90,3,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Grant)
7:51.0,Boston full timeout,,73-90,,
7:51.0,G. Yabusele enters the game for T. Rozier,,73-90,,
7:35.0,S. Larkin misses 3-pt shot from 26 ft,,73-90,,
7:27.0,,,73-90,,Defensive rebound by N. Mirotic
7:21.0,,,73-92,2,B. Portis makes 2-pt shot from 1 ft
7:21.0,,,73-92,,Shooting foul by M. Smart (drawn by B. Portis)
7:21.0,,,73-92,,B. Portis misses free throw 1 of 1
7:18.0,Defensive rebound by A. Nader,,73-92,,
6:56.0,Turnover by Team (shot clock),,73-92,,
6:56.0,D. Theis enters the game for A. Horford,,73-92,,
6:42.0,,,73-92,,Shooting foul by G. Yabusele (drawn by J. Grant)
6:42.0,,,73-93,1,J. Grant makes free throw 1 of 2
6:42.0,,,73-94,1,J. Grant makes free throw 2 of 2
6:33.0,Shooting foul by B. Portis (drawn by D. Theis),,73-94,,
6:33.0,D. Theis makes free throw 1 of 2,1,74-94,,
6:33.0,D. Theis makes free throw 2 of 2,1,75-94,,
6:08.0,,,75-97,3,J. Grant makes 3-pt shot from 24 ft
5:49.0,G. Yabusele misses 3-pt shot from 24 ft,,75-97,,
5:46.0,,,75-97,,Defensive rebound by J. Grant
5:34.0,,,75-97,,B. Portis misses 2-pt shot from 21 ft
5:30.0,,,75-97,,Offensive rebound by J. Grant
5:26.0,,,75-97,,D. Valentine misses 3-pt shot from 24 ft
5:23.0,Defensive rebound by M. Smart,,75-97,,
5:18.0,M. Smart misses 3-pt shot from 25 ft,,75-97,,
5:14.0,,,75-97,,Defensive rebound by D. Nwaba
5:05.0,,,75-97,,Shooting foul by D. Theis (drawn by N. Mirotic)
5:05.0,,,75-98,1,N. Mirotic makes free throw 1 of 2
5:05.0,J. Bird enters the game for S. Larkin,,75-98,,
5:05.0,K. Allen enters the game for M. Smart,,75-98,,
5:05.0,,,75-99,1,N. Mirotic makes free throw 2 of 2
4:45.0,J. Bird misses 3-pt shot from 25 ft,,75-99,,
4:42.0,,,75-99,,Defensive rebound by N. Mirotic
4:31.0,,,75-99,,B. Portis misses 2-pt shot from 1 ft
4:28.0,Defensive rebound by D. Theis,,75-99,,
4:18.0,A. Nader misses 3-pt shot from 25 ft,,75-99,,
4:14.0,,,75-99,,Defensive rebound by D. Valentine
4:10.0,,,75-102,3,N. Mirotic makes 3-pt shot from 25 ft (assist by D. Valentine)
3:56.0,,,75-102,,Personal foul by D. Valentine (drawn by K. Allen)
3:56.0,,,75-102,,P. Zipser enters the game for B. Portis
3:56.0,,,75-102,,C. Felicio enters the game for D. Nwaba
3:56.0,,,75-102,,Q. Pondexter enters the game for N. Mirotic
3:52.0,A. Nader makes 2-pt shot from 2 ft,2,77-102,,
3:52.0,Shooting foul by D. Valentine (drawn by A. Nader),,77-102,,
3:52.0,A. Nader misses free throw 1 of 1,,77-102,,
3:44.0,,,77-102,,Defensive rebound by C. Felicio
3:29.0,,,77-102,,Shooting foul by D. Theis (drawn by C. Felicio)
3:29.0,,,77-103,1,C. Felicio makes free throw 1 of 2
3:29.0,,,77-103,,K. Felder enters the game for D. Valentine
3:29.0,,,77-103,,C. Felicio misses free throw 2 of 2
3:27.0,Defensive rebound by G. Yabusele,,77-103,,
3:19.0,Shooting foul by J. Grant (drawn by K. Allen),,77-103,,
3:19.0,K. Allen misses free throw 1 of 2,,77-103,,
3:19.0,Offensive rebound by Team,,77-103,,
3:19.0,K. Allen makes free throw 2 of 2,1,78-103,,
3:02.0,,,78-106,3,P. Zipser makes 3-pt shot from 24 ft (assist by Q. Pondexter)
2:39.0,D. Theis misses 3-pt shot from 25 ft,,78-106,,
2:37.0,Offensive rebound by K. Allen,,78-106,,
2:31.0,Turnover by K. Allen (bad pass; steal by K. Felder),,78-106,,
2:29.0,,,78-106,,Turnover by Q. Pondexter (bad pass)
2:29.0,,,78-106,,Chicago full timeout
2:19.0,J. Bird misses 2-pt shot from 16 ft,,78-106,,
2:15.0,,,78-106,,Defensive rebound by C. Felicio
2:01.0,,,78-106,,K. Felder misses 2-pt shot from 18 ft
1:57.0,Defensive rebound by K. Allen,,78-106,,
1:50.0,A. Nader misses 3-pt shot from 26 ft,,78-106,,
