time,Chicago,pts.away,score,pts.home,New York
8:38.0,,,30-33,,Defensive rebound by R. Baker
8:32.0,,,30-35,2,M. Beasley makes 2-pt shot from 13 ft (assist by F. Ntilikina)
8:14.0,J. Grant misses 3-pt shot from 24 ft,,30-35,,
8:12.0,,,30-35,,Defensive rebound by K. O'Quinn
8:04.0,,,30-35,,F. Ntilikina misses 2-pt shot from 9 ft
8:02.0,Defensive rebound by D. Nwaba,,30-35,,
7:43.0,P. Zipser misses 3-pt shot from 22 ft,,30-35,,
7:42.0,Offensive rebound by C. Felicio,,30-35,,
7:42.0,Shooting foul by R. Baker (drawn by C. Felicio),,30-35,,
7:42.0,,,30-35,,J. Jack enters the game for F. Ntilikina
7:42.0,,,30-35,,K. Porzingis enters the game for D. McDermott
7:42.0,C. Felicio misses free throw 1 of 2,,30-35,,
7:42.0,Offensive rebound by Team,,30-35,,
7:42.0,C. Felicio makes free throw 2 of 2,1,31-35,,
7:24.0,,,31-37,2,K. O'Quinn makes 2-pt shot at rim (assist by R. Baker)
7:22.0,Chicago full timeout,,31-37,,
7:22.0,D. Valentine enters the game for J. Grant,,31-37,,
7:22.0,L. Markkanen enters the game for C. Felicio,,31-37,,
7:22.0,K. Dunn enters the game for P. Zipser,,31-37,,
7:07.0,Turnover by B. Portis (bad pass),,31-37,,
6:50.0,,,31-37,,R. Baker misses 3-pt shot from 23 ft
6:45.0,,,31-37,,Offensive rebound by Team
6:33.0,,,31-39,2,M. Beasley makes 2-pt shot at rim
6:20.0,,,31-39,,Personal foul by J. Jack (drawn by K. Dunn)
6:17.0,D. Nwaba misses 2-pt shot from 1 ft (block by M. Beasley),,31-39,,
6:15.0,,,31-39,,Defensive rebound by K. O'Quinn
6:10.0,,,31-39,,Turnover by K. Porzingis (traveling)
6:01.0,D. Valentine misses 2-pt shot from 10 ft,,31-39,,
5:59.0,,,31-39,,Defensive rebound by M. Beasley
5:48.0,,,31-39,,K. Porzingis misses 2-pt shot from 5 ft
5:47.0,,,31-39,,Offensive rebound by K. O'Quinn
5:46.0,,,31-41,2,K. O'Quinn makes 2-pt shot from 1 ft
5:40.0,Shooting foul by M. Beasley (drawn by D. Nwaba),,31-41,,
5:40.0,R. Lopez enters the game for B. Portis,,31-41,,
5:40.0,D. Nwaba makes free throw 1 of 2,1,32-41,,
5:40.0,D. Nwaba makes free throw 2 of 2,1,33-41,,
5:19.0,,,33-44,3,R. Baker makes 3-pt shot from 26 ft
5:05.0,R. Lopez makes 2-pt shot at rim,2,35-44,,
4:48.0,Violation by R. Lopez (kicked ball),,35-44,,
4:48.0,J. Holiday enters the game for D. Nwaba,,35-44,,
4:38.0,,,35-46,2,M. Beasley makes 2-pt shot from 1 ft
4:18.0,R. Lopez makes 2-pt shot from 1 ft (assist by L. Markkanen),2,37-46,,
3:54.0,,,37-46,,K. O'Quinn misses 2-pt shot at rim (block by R. Lopez)
3:53.0,,,37-46,,Offensive rebound by K. O'Quinn
3:52.0,,,37-46,,Turnover by K. O'Quinn (traveling)
3:45.0,K. Dunn misses 2-pt shot from 11 ft,,37-46,,
3:43.0,,,37-46,,Defensive rebound by K. O'Quinn
3:30.0,,,37-46,,R. Baker misses 3-pt shot from 24 ft
3:28.0,,,37-46,,Offensive rebound by J. Jack
3:16.0,,,37-46,,Shooting foul by R. Lopez (drawn by K. Porzingis)
3:16.0,,,37-46,,E. Kanter enters the game for K. O'Quinn
3:16.0,,,37-46,,C. Lee enters the game for R. Baker
3:16.0,,,37-46,,K. Porzingis misses free throw 1 of 2
3:16.0,,,37-46,,Offensive rebound by Team
3:16.0,,,37-46,,K. Porzingis misses free throw 2 of 2
3:13.0,Defensive rebound by D. Valentine,,37-46,,
2:54.0,K. Dunn misses 2-pt shot from 6 ft,,37-46,,
2:53.0,,,37-46,,Defensive rebound by J. Jack
2:47.0,,,37-46,,J. Jack misses 2-pt shot from 4 ft
2:45.0,Defensive rebound by R. Lopez,,37-46,,
2:40.0,D. Valentine makes 3-pt shot from 25 ft,3,40-46,,
2:15.0,,,40-48,2,M. Beasley makes 2-pt shot from 4 ft (assist by E. Kanter)
2:10.0,Turnover by D. Valentine (step out of bounds),,40-48,,
1:51.0,,,40-48,,K. Porzingis misses 2-pt shot from 18 ft
1:49.0,Defensive rebound by J. Holiday,,40-48,,
1:45.0,D. Valentine makes 3-pt shot from 25 ft (assist by K. Dunn),3,43-48,,
1:20.0,,,43-48,,M. Beasley misses 2-pt shot from 7 ft
1:18.0,Defensive rebound by D. Valentine,,43-48,,
1:12.0,L. Markkanen makes 3-pt shot from 25 ft (assist by D. Valentine),3,46-48,,
0:55.0,,,46-50,2,J. Jack makes 2-pt shot from 16 ft
0:52.0,J. Holiday makes 2-pt shot from 1 ft (assist by K. Dunn),2,48-50,,
0:37.0,,,48-52,2,M. Beasley makes 2-pt shot from 13 ft
0:29.0,R. Lopez misses 2-pt shot from 21 ft,,48-52,,
0:27.0,Offensive rebound by D. Valentine,,48-52,,
0:05.0,K. Dunn misses 2-pt shot from 18 ft,,48-52,,
0:03.0,,,48-52,,Defensive rebound by M. Beasley
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,K. Dunn misses 2-pt shot from 15 ft,,48-52,,
11:33.0,,,48-52,,Defensive rebound by K. Porzingis
11:19.0,,,48-52,,K. Porzingis misses 2-pt shot from 18 ft
11:17.0,Defensive rebound by K. Dunn,,48-52,,
11:01.0,L. Markkanen misses 2-pt shot from 8 ft (block by K. Porzingis),,48-52,,
10:59.0,,,48-52,,Defensive rebound by K. Porzingis
10:53.0,,,48-54,2,E. Kanter makes 2-pt shot from 13 ft (assist by J. Jack)
10:37.0,R. Lopez makes 2-pt shot from 17 ft (assist by K. Dunn),2,50-54,,
10:23.0,,,50-56,2,C. Lee makes 2-pt shot from 21 ft
9:59.0,J. Holiday misses 2-pt shot from 20 ft,,50-56,,
9:56.0,,,50-56,,Defensive rebound by E. Kanter
9:46.0,,,50-56,,E. Kanter misses 2-pt shot from 1 ft
9:44.0,Defensive rebound by D. Valentine,,50-56,,
9:40.0,D. Valentine makes 3-pt shot from 25 ft,3,53-56,,
9:23.0,,,53-58,2,E. Kanter makes 2-pt shot from 1 ft
9:11.0,D. Valentine misses 3-pt shot from 24 ft,,53-58,,
9:09.0,,,53-58,,Defensive rebound by J. Jack
9:06.0,Personal foul by K. Dunn (drawn by E. Kanter),,53-58,,
8:54.0,,,53-58,,Turnover by C. Lee (lost ball; steal by K. Dunn)
8:33.0,D. Valentine makes 2-pt shot from 12 ft,2,55-58,,
8:10.0,,,55-58,,Shooting foul by D. Valentine (drawn by E. Kanter)
8:10.0,,,55-59,1,E. Kanter makes free throw 1 of 2
8:10.0,,,55-59,,E. Kanter misses free throw 2 of 2
8:06.0,Defensive rebound by L. Markkanen,,55-59,,
7:55.0,R. Lopez makes 2-pt shot from 5 ft,2,57-59,,
7:44.0,,,57-61,2,J. Jack makes 2-pt shot from 17 ft
7:28.0,L. Markkanen makes 3-pt shot from 27 ft (assist by D. Valentine),3,60-61,,
7:12.0,,,60-63,2,K. Porzingis makes 2-pt shot from 11 ft (assist by J. Jack)
6:56.0,Turnover by D. Valentine (bad pass; steal by J. Jack),,60-63,,
6:51.0,,,60-65,2,C. Lee makes 2-pt shot at rim (assist by J. Jack)
6:35.0,K. Dunn misses 3-pt shot from 22 ft,,60-65,,
6:33.0,,,60-65,,Defensive rebound by K. Porzingis
6:19.0,,,60-68,3,C. Lee makes 3-pt shot from 24 ft
6:18.0,Chicago full timeout,,60-68,,
6:18.0,,,60-68,,D. McDermott enters the game for L. Thomas
6:06.0,Shooting foul by J. Jack (drawn by R. Lopez),,60-68,,
6:06.0,R. Lopez makes free throw 1 of 2,1,61-68,,
6:06.0,R. Lopez makes free throw 2 of 2,1,62-68,,
5:53.0,,,62-68,,Turnover by D. McDermott (bad pass; steal by K. Dunn)
5:49.0,K. Dunn makes 2-pt shot from 1 ft,2,64-68,,
5:30.0,,,64-68,,C. Lee misses 2-pt shot from 21 ft
5:28.0,Defensive rebound by D. Valentine,,64-68,,
5:17.0,K. Dunn misses 2-pt shot from 5 ft (block by C. Lee),,64-68,,
5:15.0,,,64-68,,Defensive rebound by J. Jack
5:09.0,,,64-70,2,E. Kanter makes 2-pt shot from 17 ft (assist by J. Jack)
4:52.0,Offensive charge foul by L. Markkanen (drawn by K. Porzingis),,64-70,,
4:52.0,Turnover by L. Markkanen (offensive foul),,64-70,,
4:52.0,,,64-70,,F. Ntilikina enters the game for J. Jack
4:39.0,,,64-72,2,K. Porzingis makes 2-pt shot from 14 ft (assist by C. Lee)
4:23.0,L. Markkanen makes 3-pt shot from 25 ft (assist by R. Lopez),3,67-72,,
4:02.0,,,67-72,,Shooting foul by J. Holiday (drawn by E. Kanter)
4:02.0,,,67-72,,M. Beasley enters the game for K. Porzingis
4:02.0,,,67-73,1,E. Kanter makes free throw 1 of 2
4:02.0,,,67-74,1,E. Kanter makes free throw 2 of 2
3:49.0,Turnover by D. Valentine (bad pass; steal by C. Lee),,67-74,,
3:45.0,,,67-74,,C. Lee misses 2-pt shot from 1 ft
3:42.0,Defensive rebound by L. Markkanen,,67-74,,
3:38.0,D. Valentine makes 2-pt shot from 7 ft,2,69-74,,
3:19.0,,,69-74,,E. Kanter misses 2-pt shot from 3 ft (block by R. Lopez)
3:17.0,Defensive rebound by L. Markkanen,,69-74,,
3:07.0,Turnover by D. Valentine (bad pass; steal by M. Beasley),,69-74,,
3:00.0,,,69-74,,D. McDermott misses 3-pt shot from 22 ft
2:58.0,Defensive rebound by L. Markkanen,,69-74,,
2:52.0,L. Markkanen makes 2-pt shot from 1 ft,2,71-74,,
2:51.0,,,71-74,,New York full timeout
2:51.0,B. Portis enters the game for R. Lopez,,71-74,,
2:51.0,D. Nwaba enters the game for D. Valentine,,71-74,,
2:31.0,,,71-74,,Turnover by M. Beasley (bad pass; steal by J. Holiday)
2:27.0,Turnover by D. Nwaba (lost ball; steal by C. Lee),,71-74,,
2:21.0,,,71-76,2,E. Kanter makes 2-pt shot from 1 ft
2:12.0,,,71-76,,Personal foul by M. Beasley (drawn by L. Markkanen)
1:57.0,D. Nwaba misses 2-pt shot from 6 ft (block by E. Kanter),,71-76,,
1:55.0,,,71-76,,Defensive rebound by E. Kanter
1:50.0,,,71-79,3,D. McDermott makes 3-pt shot from 24 ft (assist by F. Ntilikina)
1:31.0,L. Markkanen makes 3-pt shot from 27 ft (assist by K. Dunn),3,74-79,,
1:06.0,,,74-79,,C. Lee misses 3-pt shot from 28 ft
1:04.0,,,74-79,,Offensive rebound by F. Ntilikina
1:01.0,,,74-82,3,D. McDermott makes 3-pt shot from 25 ft (assist by F. Ntilikina)
0:52.0,Shooting foul by E. Kanter (drawn by J. Holiday),,74-82,,
0:52.0,C. Felicio enters the game for L. Markkanen,,74-82,,
0:52.0,J. Grant enters the game for K. Dunn,,74-82,,
0:52.0,J. Holiday makes free throw 1 of 2,1,75-82,,
0:52.0,J. Holiday makes free throw 2 of 2,1,76-82,,
0:34.0,,,76-82,,F. Ntilikina misses 2-pt shot from 22 ft
0:32.0,Defensive rebound by B. Portis,,76-82,,
0:23.0,J. Grant makes 2-pt shot from 16 ft,2,78-82,,
0:06.0,Personal foul by D. Nwaba (drawn by F. Ntilikina),,78-82,,
0:00.0,,,78-82,,M. Beasley misses 2-pt shot from 10 ft
0:00.0,,,78-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,78-82,,Shooting foul by J. Holiday (drawn by D. McDermott)
11:46.0,,,78-83,1,D. McDermott makes free throw 1 of 2
11:46.0,,,78-84,1,D. McDermott makes free throw 2 of 2
11:24.0,J. Holiday makes 3-pt shot from 25 ft (assist by C. Felicio),3,81-84,,
11:01.0,,,81-84,,M. Beasley misses 2-pt shot from 8 ft
11:01.0,,,81-84,,Offensive rebound by K. O'Quinn
11:01.0,,,81-84,,Shooting foul by D. Nwaba (drawn by K. O'Quinn)
11:01.0,,,81-85,1,K. O'Quinn makes free throw 1 of 2
11:01.0,,,81-86,1,K. O'Quinn makes free throw 2 of 2
10:45.0,B. Portis misses 3-pt shot from 25 ft,,81-86,,
10:43.0,Offensive rebound by Team,,81-86,,
10:43.0,,,81-86,,Technical foul by R. Baker (drawn by J. Holiday)
10:43.0,J. Holiday misses free throw 1 of 1,,81-86,,
10:43.0,Offensive rebound by Team,,81-86,,
10:36.0,,,81-86,,Personal foul by F. Ntilikina (drawn by J. Grant)
10:26.0,D. Nwaba makes 2-pt shot from 9 ft,2,83-86,,
10:08.0,,,83-88,2,M. Beasley makes 2-pt shot from 1 ft (assist by K. O'Quinn)
10:08.0,,,83-88,,Shooting foul by B. Portis (drawn by M. Beasley)
10:08.0,,,83-89,1,M. Beasley makes free throw 1 of 1
9:56.0,,,83-89,,Violation by K. O'Quinn (kicked ball)
9:56.0,D. Valentine enters the game for J. Holiday,,83-89,,
9:42.0,C. Felicio makes 2-pt shot from 1 ft,2,85-89,,
9:23.0,,,85-89,,M. Beasley misses 2-pt shot from 12 ft
9:21.0,Defensive rebound by B. Portis,,85-89,,
9:13.0,D. Valentine misses 3-pt shot from 22 ft,,85-89,,
9:11.0,,,85-89,,Defensive rebound by M. Beasley
9:00.0,,,85-89,,Turnover by M. Beasley (lost ball; steal by D. Nwaba)
8:40.0,D. Nwaba makes 2-pt shot from 2 ft,2,87-89,,
8:40.0,Shooting foul by K. O'Quinn (drawn by D. Nwaba),,87-89,,
8:40.0,D. Nwaba makes free throw 1 of 1,1,88-89,,
8:32.0,,,88-89,,Turnover by F. Ntilikina (bad pass)
8:32.0,,,88-89,,Loose ball foul by D. McDermott (drawn by D. Valentine)
8:32.0,,,88-89,,K. Porzingis enters the game for M. Beasley
8:23.0,B. Portis misses 3-pt shot from 25 ft,,88-89,,
8:22.0,Offensive rebound by C. Felicio,,88-89,,
8:11.0,D. Nwaba misses 2-pt shot from 12 ft,,88-89,,
8:07.0,,,88-89,,Defensive rebound by K. O'Quinn
8:07.0,Personal foul by D. Nwaba (drawn by K. O'Quinn),,88-89,,
8:07.0,,,88-89,,Technical foul by K. O'Quinn
8:07.0,D. Valentine misses technical free throw,,88-89,,
8:07.0,,,88-89,,Defensive rebound by Team
7:51.0,,,88-89,,F. Ntilikina misses 2-pt shot from 22 ft
7:49.0,Defensive rebound by C. Felicio,,88-89,,
7:44.0,D. Valentine makes 3-pt shot from 26 ft (assist by D. Nwaba),3,91-89,,
7:42.0,,,91-89,,New York full timeout
7:42.0,,,91-89,,M. Beasley enters the game for K. O'Quinn
7:42.0,,,91-89,,C. Lee enters the game for F. Ntilikina
7:42.0,,,91-89,,E. Kanter enters the game for D. McDermott
7:42.0,,,91-89,,J. Jack enters the game for R. Baker
7:42.0,L. Markkanen enters the game for C. Felicio,,91-89,,
7:25.0,,,91-92,3,C. Lee makes 3-pt shot from 24 ft (assist by K. Porzingis)
7:04.0,B. Portis makes 2-pt shot from 20 ft (assist by J. Grant),2,93-92,,
6:42.0,,,93-92,,K. Porzingis misses 2-pt shot from 2 ft (block by L. Markkanen)
6:41.0,Defensive rebound by D. Valentine,,93-92,,
6:36.0,L. Markkanen misses 2-pt shot from 4 ft (block by K. Porzingis),,93-92,,
6:34.0,Offensive rebound by L. Markkanen,,93-92,,
6:22.0,L. Markkanen misses 3-pt shot from 29 ft,,93-92,,
6:20.0,Offensive rebound by D. Nwaba,,93-92,,
6:20.0,Shooting foul by K. Porzingis (drawn by D. Nwaba),,93-92,,
6:20.0,K. Dunn enters the game for J. Grant,,93-92,,
6:20.0,D. Nwaba makes free throw 1 of 2,1,94-92,,
6:20.0,D. Nwaba makes free throw 2 of 2,1,95-92,,
5:57.0,,,95-92,,M. Beasley misses 2-pt shot from 7 ft
5:56.0,Defensive rebound by Team,,95-92,,
5:56.0,L. Markkanen makes technical free throw,1,96-92,,
5:45.0,Shooting foul by E. Kanter (drawn by L. Markkanen),,96-92,,
5:45.0,L. Markkanen makes free throw 1 of 2,1,97-92,,
5:45.0,L. Markkanen makes free throw 2 of 2,1,98-92,,
5:26.0,,,98-92,,C. Lee misses 2-pt shot from 5 ft
5:23.0,Defensive rebound by L. Markkanen,,98-92,,
5:11.0,L. Markkanen misses 3-pt shot from 25 ft,,98-92,,
5:09.0,,,98-92,,Defensive rebound by J. Jack
5:02.0,,,98-94,2,J. Jack makes 2-pt shot from 4 ft
4:38.0,Offensive charge foul by B. Portis (drawn by E. Kanter),,98-94,,
4:38.0,Turnover by B. Portis (offensive foul),,98-94,,
4:31.0,Personal foul by K. Dunn (drawn by K. Porzingis),,98-94,,
4:31.0,J. Holiday enters the game for D. Nwaba,,98-94,,
4:31.0,,,98-94,,K. Porzingis misses free throw 1 of 2
4:31.0,,,98-94,,Offensive rebound by Team
4:31.0,,,98-94,,K. Porzingis misses free throw 2 of 2
4:27.0,,,98-94,,Offensive rebound by M. Beasley
4:14.0,,,98-94,,Turnover by K. Porzingis (turnover)
4:03.0,D. Valentine misses 3-pt shot from 24 ft,,98-94,,
4:01.0,,,98-94,,Defensive rebound by K. Porzingis
3:51.0,,,98-96,2,J. Jack makes 2-pt shot at rim (assist by M. Beasley)
3:51.0,Chicago full timeout,,98-96,,
3:51.0,R. Lopez enters the game for B. Portis,,98-96,,
3:40.0,R. Lopez makes 2-pt shot from 1 ft (assist by D. Valentine),2,100-96,,
3:26.0,,,100-96,,M. Beasley misses 2-pt shot from 1 ft
3:22.0,,,100-96,,Offensive rebound by M. Beasley
3:22.0,,,100-98,2,M. Beasley makes 2-pt shot at rim
2:57.0,J. Holiday makes 3-pt shot from 25 ft (assist by R. Lopez),3,103-98,,
2:38.0,,,103-98,,Shooting foul by J. Holiday (drawn by M. Beasley)
2:38.0,,,103-98,,K. O'Quinn enters the game for E. Kanter
2:38.0,,,103-99,1,M. Beasley makes free throw 1 of 2
2:38.0,,,103-99,,M. Beasley misses free throw 2 of 2
2:36.0,,,103-99,,Offensive rebound by M. Beasley
2:34.0,,,103-101,2,M. Beasley makes 2-pt shot at rim
2:16.0,K. Dunn misses 3-pt shot from 26 ft,,103-101,,
2:14.0,Offensive rebound by J. Holiday,,103-101,,
2:12.0,J. Holiday makes 2-pt shot from 4 ft,2,105-101,,
1:48.0,,,105-101,,M. Beasley misses 2-pt shot at rim
1:47.0,,,105-101,,Offensive rebound by M. Beasley
1:47.0,,,105-103,2,M. Beasley makes 2-pt shot at rim
1:35.0,L. Markkanen misses 3-pt shot from 27 ft,,105-103,,
1:33.0,,,105-103,,Defensive rebound by J. Jack
1:21.0,,,105-105,2,J. Jack makes 2-pt shot from 16 ft
1:21.0,Chicago full timeout,,105-105,,
1:10.0,L. Markkanen misses 3-pt shot from 25 ft,,105-105,,
1:08.0,,,105-105,,Defensive rebound by M. Beasley
0:51.0,,,105-105,,Turnover by K. Porzingis (out of bounds lost ball)
0:33.0,K. Dunn misses 2-pt shot from 21 ft,,105-105,,
0:31.0,,,105-105,,Defensive rebound by Team
0:31.0,,,105-105,,New York full timeout
0:31.0,D. Nwaba enters the game for D. Valentine,,105-105,,
0:22.0,,,105-105,,M. Beasley misses 2-pt shot from 9 ft (block by D. Nwaba)
0:20.0,Defensive rebound by D. Nwaba,,105-105,,
0:17.0,L. Markkanen misses 2-pt shot from 1 ft (block by K. Porzingis),,105-105,,
0:17.0,Offensive rebound by J. Holiday,,105-105,,
0:01.0,K. Dunn misses 2-pt shot from 13 ft,,105-105,,
0:00.0,,,105-105,,Defensive rebound by J. Jack
0:00.0,,,105-105,,New York full timeout
0:00.0,,,105-105,,D. McDermott enters the game for K. O'Quinn
0:00.0,B. Portis enters the game for K. Dunn,,105-105,,
