time,New Orleans,pts.away,score,pts.home,Denver
0:29.0,D. Cousins makes free throw 1 of 1,1,104-104,,
0:20.0,,,104-104,,T. Lyles misses 3-pt shot from 25 ft
0:18.0,,,104-104,,Offensive rebound by M. Plumlee
0:18.0,,,103-104,2,M. Plumlee makes 2-pt shot at rim
0:18.0,New Orleans full timeout,,103-104,,
0:18.0,,,103-104,,T. Craig enters the game for J. Murray
0:18.0,D. Miller enters the game for R. Rondo,,103-104,,
0:18.0,A. Davis enters the game for D. Cunningham,,103-104,,
0:00.0,J. Holiday misses 2-pt shot from 18 ft (block by T. Craig),,103-104,,
0:00.0,Offensive rebound by Team,,103-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: M. Plumlee vs. A. Davis (J. Murray gains possession),,,,Jump ball: M. Plumlee vs. A. Davis (J. Murray gains possession)
4:38.0,,,104-104,,G. Harris misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by R. Rondo,,104-104,,
4:26.0,A. Davis makes 2-pt shot at rim (assist by R. Rondo),2,106-104,,
4:02.0,,,106-107,3,W. Barton makes 3-pt shot from 25 ft
3:46.0,A. Davis makes 2-pt shot from 15 ft (assist by E. Moore),2,108-107,,
3:29.0,,,108-107,,Turnover by T. Lyles (traveling)
3:13.0,Turnover by J. Holiday (lost ball; steal by G. Harris),,108-107,,
3:08.0,,,108-107,,Turnover by G. Harris (bad pass; steal by J. Holiday)
2:55.0,Turnover by D. Cousins (lost ball; steal by T. Lyles),,108-107,,
2:45.0,,,108-109,2,W. Barton makes 2-pt shot from 5 ft (assist by T. Lyles)
2:26.0,,,108-109,,Personal foul by W. Barton (drawn by J. Holiday)
2:17.0,D. Cousins misses 3-pt shot from 24 ft,,108-109,,
2:14.0,,,108-109,,Defensive rebound by T. Lyles
1:52.0,,,108-109,,Turnover by M. Plumlee (bad pass; steal by A. Davis)
1:37.0,D. Cousins misses 2-pt shot from 1 ft (block by M. Plumlee),,108-109,,
1:34.0,,,108-109,,Defensive rebound by J. Murray
1:33.0,,,108-111,2,W. Barton makes 2-pt shot from 1 ft (assist by G. Harris)
1:33.0,New Orleans full timeout,,108-111,,
1:17.0,A. Davis makes 2-pt shot from 4 ft (assist by J. Holiday),2,110-111,,
0:56.0,,,110-114,3,W. Barton makes 3-pt shot from 25 ft
0:48.0,Turnover by R. Rondo (step out of bounds),,110-114,,
0:35.0,,,110-114,,Loose ball foul by W. Barton (drawn by J. Holiday)
0:35.0,,,110-114,,Turnover by W. Barton (turnover)
0:35.0,,,110-114,,T. Craig enters the game for J. Murray
0:32.0,E. Moore misses 2-pt shot from 21 ft,,110-114,,
0:30.0,,,110-114,,Defensive rebound by T. Lyles
0:30.0,Personal take foul by R. Rondo (drawn by T. Lyles),,110-114,,
0:30.0,,,110-114,,J. Murray enters the game for T. Craig
0:30.0,,,110-114,,Denver full timeout
0:30.0,,,110-114,,N. Jokic enters the game for M. Plumlee
0:30.0,D. Cunningham enters the game for D. Cousins,,110-114,,
0:25.0,Personal take foul by E. Moore (drawn by J. Murray),,110-114,,
0:25.0,,,110-115,1,J. Murray makes free throw 1 of 2
0:25.0,,,110-115,,M. Plumlee enters the game for N. Jokic
0:25.0,D. Cousins enters the game for D. Cunningham,,110-115,,
0:25.0,,,110-116,1,J. Murray makes free throw 2 of 2
0:17.0,Shooting foul by T. Lyles (drawn by D. Cousins),,110-116,,
0:17.0,D. Cousins misses free throw 1 of 3,,110-116,,
0:17.0,Offensive rebound by Team,,110-116,,
0:17.0,D. Cousins makes free throw 2 of 3,1,111-116,,
0:17.0,,,111-116,,N. Jokic enters the game for M. Plumlee
0:17.0,D. Cousins misses free throw 3 of 3,,111-116,,
0:16.0,D. Cunningham enters the game for D. Cousins,,111-116,,
0:16.0,,,111-116,,Defensive rebound by Team
0:10.0,Personal take foul by R. Rondo (drawn by W. Barton),,111-116,,
0:10.0,,,111-116,,W. Barton misses free throw 1 of 2
0:10.0,,,111-116,,Offensive rebound by Team
0:10.0,,,111-116,,M. Plumlee enters the game for N. Jokic
0:10.0,D. Cousins enters the game for D. Cunningham,,111-116,,
0:10.0,,,111-117,1,W. Barton makes free throw 2 of 2
0:10.0,New Orleans full timeout,,111-117,,
0:10.0,,,111-117,,T. Craig enters the game for J. Murray
0:10.0,D. Cunningham enters the game for R. Rondo,,111-117,,
0:10.0,D. Miller enters the game for D. Cunningham,,111-117,,
0:07.0,D. Miller misses 3-pt shot from 24 ft,,111-117,,
0:03.0,,,111-117,,Defensive rebound by T. Lyles
