time,Houston,pts.away,score,pts.home,Dallas
7:42.0,R. Anderson misses 3-pt shot from 27 ft,,40-34,,
7:37.0,,,40-34,,Defensive rebound by K. Collinsworth
7:30.0,,,40-34,,D. Powell misses 2-pt shot from 2 ft
7:28.0,Defensive rebound by C. Capela,,40-34,,
7:11.0,T. Ariza makes 3-pt shot from 24 ft (assist by C. Paul),3,43-34,,
6:46.0,,,43-34,,D. Nowitzki misses 2-pt shot from 10 ft
6:41.0,Defensive rebound by C. Capela,,43-34,,
6:32.0,,,43-34,,Personal foul by Y. Ferrell (drawn by J. Harden)
6:32.0,,,43-34,,Dallas full timeout
6:32.0,,,43-34,,D. Smith enters the game for K. Collinsworth
6:32.0,,,43-34,,W. Matthews enters the game for Y. Ferrell
6:32.0,,,43-34,,H. Barnes enters the game for D. Nowitzki
6:32.0,E. Gordon enters the game for C. Paul,,43-34,,
6:23.0,J. Harden misses 3-pt shot from 25 ft,,43-34,,
6:21.0,,,43-34,,Defensive rebound by H. Barnes
5:59.0,,,43-34,,D. Smith misses 2-pt shot from 21 ft
5:56.0,Defensive rebound by C. Capela,,43-34,,
5:42.0,E. Gordon makes 3-pt shot from 28 ft (assist by J. Harden),3,46-34,,
5:19.0,,,46-34,,J. Barea misses 2-pt shot from 3 ft
5:15.0,,,46-34,,Offensive rebound by D. Powell
5:14.0,,,46-36,2,D. Smith makes 2-pt shot from 1 ft
4:59.0,T. Ariza misses 3-pt shot from 23 ft,,46-36,,
4:56.0,Offensive rebound by C. Capela,,46-36,,
4:55.0,T. Ariza misses 3-pt shot from 23 ft,,46-36,,
4:51.0,,,46-36,,Defensive rebound by H. Barnes
4:45.0,,,46-36,,H. Barnes misses 2-pt shot from 14 ft
4:42.0,,,46-36,,Offensive rebound by D. Powell
4:41.0,,,46-36,,W. Matthews misses 3-pt shot from 29 ft
4:38.0,Defensive rebound by C. Capela,,46-36,,
4:21.0,J. Harden makes 2-pt shot from 1 ft,2,48-36,,
4:08.0,,,48-39,3,D. Smith makes 3-pt shot from 22 ft (assist by W. Matthews)
3:51.0,E. Gordon misses 3-pt shot from 27 ft,,48-39,,
3:49.0,Offensive rebound by R. Anderson,,48-39,,
3:45.0,E. Gordon misses 3-pt shot from 26 ft,,48-39,,
3:42.0,,,48-39,,Defensive rebound by J. Barea
3:22.0,,,48-42,3,W. Matthews makes 3-pt shot from 26 ft (assist by D. Smith)
3:20.0,Houston full timeout,,48-42,,
3:20.0,P. Tucker enters the game for C. Capela,,48-42,,
2:59.0,J. Harden makes 2-pt shot from 16 ft,2,50-42,,
2:41.0,Personal foul by T. Ariza (drawn by D. Powell),,50-42,,
2:41.0,L. Mbah a Moute enters the game for T. Ariza,,50-42,,
2:41.0,C. Paul enters the game for R. Anderson,,50-42,,
2:30.0,,,50-42,,W. Matthews misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by C. Paul,,50-42,,
2:10.0,Shooting foul by D. Powell (drawn by J. Harden),,50-42,,
2:10.0,J. Harden misses free throw 1 of 2,,50-42,,
2:10.0,Offensive rebound by Team,,50-42,,
2:10.0,J. Harden makes free throw 2 of 2,1,51-42,,
1:55.0,,,51-42,,Turnover by D. Smith (bad pass)
1:30.0,C. Paul misses 3-pt shot from 22 ft,,51-42,,
1:26.0,Offensive rebound by J. Harden,,51-42,,
1:18.0,J. Harden misses 2-pt shot from 2 ft,,51-42,,
1:15.0,,,51-42,,Defensive rebound by J. Barea
1:12.0,,,51-42,,Turnover by D. Smith (lost ball; steal by C. Paul)
1:04.0,P. Tucker misses 2-pt shot from 20 ft,,51-42,,
1:01.0,,,51-42,,Defensive rebound by H. Barnes
0:55.0,,,51-45,3,J. Barea makes 3-pt shot from 25 ft
0:32.0,C. Paul misses 2-pt shot from 11 ft,,51-45,,
0:26.0,Offensive rebound by L. Mbah a Moute,,51-45,,
0:12.0,,,51-45,,Personal take foul by D. Powell (drawn by C. Paul)
0:12.0,,,51-45,,K. Collinsworth enters the game for D. Powell
0:01.0,J. Harden misses 3-pt shot from 26 ft,,51-45,,
0:01.0,Offensive rebound by Team,,51-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,R. Anderson misses 3-pt shot from 26 ft,,51-45,,
11:45.0,,,51-45,,Defensive rebound by W. Matthews
11:27.0,,,51-47,2,M. Kleber makes 2-pt shot from 13 ft (assist by D. Smith)
11:09.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,53-47,,
11:01.0,,,53-47,,Turnover by W. Matthews (palming)
10:44.0,R. Anderson makes 3-pt shot from 22 ft (assist by C. Paul),3,56-47,,
10:32.0,,,56-47,,D. Nowitzki misses 3-pt shot from 26 ft
10:29.0,Defensive rebound by T. Ariza,,56-47,,
10:24.0,T. Ariza misses 3-pt shot from 23 ft,,56-47,,
10:20.0,,,56-47,,Defensive rebound by D. Smith
10:15.0,,,56-50,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith)
9:55.0,J. Harden makes 2-pt shot from 1 ft,2,58-50,,
9:45.0,,,58-50,,D. Smith misses 2-pt shot from 3 ft
9:42.0,Defensive rebound by R. Anderson,,58-50,,
9:36.0,J. Harden misses 3-pt shot from 28 ft,,58-50,,
9:34.0,,,58-50,,Defensive rebound by W. Matthews
9:28.0,,,58-53,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by W. Matthews)
9:01.0,Turnover by Team (shot clock),,58-53,,
8:53.0,,,58-53,,Turnover by D. Smith (bad pass; steal by C. Capela)
8:47.0,T. Ariza makes 3-pt shot from 23 ft (assist by C. Paul),3,61-53,,
8:31.0,,,61-53,,D. Nowitzki misses 2-pt shot from 17 ft
8:28.0,Defensive rebound by C. Capela,,61-53,,
8:20.0,T. Ariza misses 3-pt shot from 22 ft,,61-53,,
8:16.0,,,61-53,,Defensive rebound by M. Kleber
8:10.0,,,61-53,,D. Smith misses 3-pt shot from 25 ft (block by J. Harden)
8:06.0,Defensive rebound by C. Capela,,61-53,,
8:02.0,T. Ariza makes 2-pt shot from 1 ft (assist by J. Harden),2,63-53,,
8:02.0,Shooting foul by H. Barnes (drawn by T. Ariza),,63-53,,
8:02.0,,,63-53,,Dallas full timeout
8:02.0,,,63-53,,Y. Ferrell enters the game for M. Kleber
8:02.0,,,63-53,,S. Mejri enters the game for D. Nowitzki
8:02.0,T. Ariza makes free throw 1 of 1,1,64-53,,
7:42.0,,,64-53,,W. Matthews misses 3-pt shot from 27 ft
7:38.0,Defensive rebound by C. Capela,,64-53,,
7:31.0,Offensive foul by R. Anderson (drawn by Y. Ferrell),,64-53,,
7:31.0,Turnover by R. Anderson (offensive foul),,64-53,,
7:17.0,,,64-53,,S. Mejri misses 2-pt shot from 2 ft (block by C. Capela)
7:14.0,,,64-53,,Offensive rebound by S. Mejri
7:14.0,,,64-53,,Offensive foul by S. Mejri (drawn by T. Ariza)
7:14.0,,,64-53,,Turnover by S. Mejri (offensive foul)
6:59.0,J. Harden makes 3-pt shot from 25 ft,3,67-53,,
6:47.0,,,67-53,,H. Barnes misses 2-pt shot from 14 ft
6:44.0,Defensive rebound by J. Harden,,67-53,,
6:19.0,Turnover by J. Harden (bad pass; steal by S. Mejri),,67-53,,
6:15.0,,,67-56,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by W. Matthews)
5:50.0,C. Paul misses 3-pt shot from 26 ft,,67-56,,
5:47.0,,,67-56,,Defensive rebound by D. Smith
5:42.0,,,67-56,,H. Barnes misses 3-pt shot from 24 ft
5:41.0,Defensive rebound by T. Ariza,,67-56,,
5:41.0,,,67-56,,Loose ball foul by S. Mejri (drawn by C. Capela)
5:41.0,E. Gordon enters the game for C. Paul,,67-56,,
5:41.0,P. Tucker enters the game for R. Anderson,,67-56,,
5:30.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,69-56,,
5:15.0,,,69-56,,D. Smith misses 2-pt shot from 16 ft
5:13.0,,,69-56,,Offensive rebound by S. Mejri
5:12.0,,,69-56,,S. Mejri misses 2-pt shot at rim
5:10.0,Defensive rebound by P. Tucker,,69-56,,
5:04.0,E. Gordon makes 2-pt shot from 1 ft,2,71-56,,
4:50.0,,,71-58,2,H. Barnes makes 2-pt shot from 18 ft
4:35.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,73-58,,
4:35.0,Shooting foul by D. Smith (drawn by C. Capela),,73-58,,
4:35.0,L. Mbah a Moute enters the game for T. Ariza,,73-58,,
4:35.0,C. Capela misses free throw 1 of 1,,73-58,,
4:33.0,,,73-58,,Defensive rebound by S. Mejri
4:16.0,,,73-58,,D. Smith misses 2-pt shot from 1 ft
4:12.0,Defensive rebound by E. Gordon,,73-58,,
4:06.0,E. Gordon makes 3-pt shot from 25 ft,3,76-58,,
4:04.0,,,76-58,,Dallas full timeout
4:04.0,,,76-58,,J. Barea enters the game for D. Smith
4:04.0,,,76-58,,K. Collinsworth enters the game for H. Barnes
4:04.0,T. Black enters the game for C. Capela,,76-58,,
3:40.0,,,76-60,2,S. Mejri makes 2-pt shot from 2 ft (assist by Y. Ferrell)
3:24.0,Shooting foul by J. Barea (drawn by E. Gordon),,76-60,,
3:24.0,E. Gordon misses free throw 1 of 2,,76-60,,
3:24.0,Offensive rebound by Team,,76-60,,
3:24.0,E. Gordon makes free throw 2 of 2,1,77-60,,
3:12.0,,,77-60,,W. Matthews misses 3-pt shot from 26 ft
3:10.0,,,77-60,,Offensive rebound by S. Mejri
3:10.0,Loose ball foul by T. Black (drawn by S. Mejri),,77-60,,
3:03.0,,,77-62,2,S. Mejri makes 2-pt shot from 1 ft (assist by J. Barea)
2:46.0,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden),3,80-62,,
2:35.0,Personal foul by T. Black (drawn by S. Mejri),,80-62,,
2:35.0,C. Paul enters the game for J. Harden,,80-62,,
2:21.0,,,80-62,,J. Barea misses 2-pt shot from 1 ft
2:19.0,Defensive rebound by C. Paul,,80-62,,
2:16.0,E. Gordon misses 3-pt shot from 25 ft,,80-62,,
2:13.0,Offensive rebound by T. Black,,80-62,,
2:13.0,,,80-62,,Personal foul by K. Collinsworth (drawn by T. Black)
2:13.0,T. Black misses free throw 1 of 3,,80-62,,
2:13.0,,,80-62,,D. Powell enters the game for W. Matthews
2:13.0,T. Black misses free throw 2 of 2,,80-62,,
2:08.0,,,80-62,,Defensive rebound by K. Collinsworth
1:59.0,,,80-62,,Shooting foul by T. Black (drawn by Y. Ferrell)
1:59.0,,,80-63,1,Y. Ferrell makes free throw 1 of 2
1:59.0,,,80-64,1,Y. Ferrell makes free throw 2 of 2
1:42.0,T. Black misses 2-pt shot from 3 ft (block by S. Mejri),,80-64,,
1:41.0,,,80-64,,Defensive rebound by D. Powell
1:36.0,,,80-67,3,Y. Ferrell makes 3-pt shot from 22 ft (assist by J. Barea)
1:18.0,,,80-67,,Personal foul by Y. Ferrell (drawn by C. Paul)
1:18.0,C. Paul misses free throw 1 of 2,,80-67,,
1:18.0,Offensive rebound by Team,,80-67,,
1:18.0,C. Capela enters the game for T. Black,,80-67,,
1:18.0,C. Paul makes free throw 2 of 2,1,81-67,,
1:01.0,Personal foul by P. Tucker (drawn by D. Powell),,81-67,,
1:01.0,,,81-67,,D. Powell misses free throw 1 of 2
1:01.0,,,81-67,,Offensive rebound by Team
1:01.0,,,81-67,,D. Powell misses free throw 2 of 2
0:59.0,Defensive rebound by P. Tucker,,81-67,,
0:51.0,,,81-67,,Personal foul by Y. Ferrell (drawn by C. Paul)
0:51.0,C. Paul makes free throw 1 of 2,1,82-67,,
0:51.0,C. Paul makes free throw 2 of 2,1,83-67,,
0:36.0,,,83-67,,J. Barea misses 3-pt shot from 26 ft
0:32.0,Defensive rebound by C. Paul,,83-67,,
0:29.0,C. Paul misses 3-pt shot from 26 ft,,83-67,,
0:26.0,Offensive rebound by E. Gordon,,83-67,,
0:25.0,E. Gordon makes 2-pt shot from 17 ft,2,85-67,,
0:05.0,,,85-67,,D. Powell misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by C. Capela,,85-67,,
0:00.0,C. Paul misses 3-pt shot from 46 ft,,85-67,,
0:00.0,Offensive rebound by Team,,85-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,85-67,,Turnover by D. Powell (bad pass; steal by L. Mbah a Moute)
11:37.0,Offensive foul by L. Mbah a Moute (drawn by Y. Ferrell),,85-67,,
11:37.0,Turnover by L. Mbah a Moute (offensive foul),,85-67,,
11:14.0,,,85-67,,K. Collinsworth misses 2-pt shot from 3 ft
11:13.0,,,85-67,,Offensive rebound by Team
11:13.0,,,85-67,,Turnover by Team (shot clock)
10:56.0,Turnover by C. Capela (turnover),,85-67,,
10:43.0,,,85-70,3,W. Matthews makes 3-pt shot from 25 ft
10:21.0,Turnover by C. Paul (lost ball; steal by D. Powell),,85-70,,
10:18.0,,,85-73,3,W. Matthews makes 3-pt shot from 24 ft (assist by Y. Ferrell)
9:51.0,C. Paul misses 3-pt shot from 29 ft,,85-73,,
9:48.0,,,85-73,,Defensive rebound by W. Matthews
9:44.0,,,85-73,,J. Barea misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by P. Tucker,,85-73,,
9:31.0,E. Gordon makes 3-pt shot from 25 ft (assist by C. Paul),3,88-73,,
9:15.0,,,88-73,,Y. Ferrell misses 2-pt shot from 4 ft
9:12.0,Defensive rebound by C. Paul,,88-73,,
9:09.0,Turnover by C. Paul (lost ball; steal by W. Matthews),,88-73,,
9:08.0,Personal foul by C. Paul (drawn by Y. Ferrell),,88-73,,
9:08.0,,,88-73,,H. Barnes enters the game for K. Collinsworth
9:08.0,J. Harden enters the game for P. Tucker,,88-73,,
9:08.0,R. Anderson enters the game for E. Gordon,,88-73,,
9:08.0,T. Ariza enters the game for L. Mbah a Moute,,88-73,,
8:55.0,,,88-73,,W. Matthews misses 2-pt shot from 12 ft
8:54.0,,,88-73,,Offensive rebound by Team
8:54.0,Personal foul by C. Capela (drawn by D. Powell),,88-73,,
8:47.0,,,88-73,,W. Matthews misses 3-pt shot from 25 ft
8:42.0,Defensive rebound by C. Paul,,88-73,,
8:38.0,J. Harden makes 3-pt shot from 28 ft,3,91-73,,
8:26.0,,,91-75,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
8:09.0,Shooting foul by H. Barnes (drawn by C. Capela),,91-75,,
8:09.0,C. Capela misses free throw 1 of 2,,91-75,,
8:09.0,Offensive rebound by Team,,91-75,,
8:09.0,C. Capela makes free throw 2 of 2,1,92-75,,
7:59.0,Personal foul by T. Ariza (drawn by D. Powell),,92-75,,
7:49.0,,,92-75,,H. Barnes misses 2-pt shot from 4 ft (block by C. Capela)
7:46.0,Defensive rebound by J. Harden,,92-75,,
7:40.0,,,92-75,,Personal foul by D. Powell (drawn by C. Capela)
7:29.0,J. Harden misses 2-pt shot from 22 ft,,92-75,,
7:25.0,,,92-75,,Defensive rebound by J. Barea
7:15.0,,,92-75,,Turnover by D. Powell (lost ball; steal by C. Capela)
7:01.0,J. Harden misses 2-pt shot from 13 ft,,92-75,,
6:56.0,,,92-75,,Defensive rebound by J. Barea
6:47.0,,,92-75,,Shooting foul by C. Paul (drawn by W. Matthews)
6:47.0,,,92-75,,Dallas full timeout
6:47.0,,,92-75,,D. Smith enters the game for Y. Ferrell
6:47.0,E. Gordon enters the game for C. Paul,,92-75,,
6:47.0,,,92-76,1,W. Matthews makes free throw 1 of 2
6:47.0,,,92-77,1,W. Matthews makes free throw 2 of 2
6:35.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,94-77,,
6:11.0,,,94-77,,H. Barnes misses 3-pt shot from 23 ft
6:08.0,Defensive rebound by C. Capela,,94-77,,
6:08.0,Turnover by C. Capela (out of bounds lost ball),,94-77,,
5:51.0,,,94-77,,Turnover by J. Barea (bad pass; steal by R. Anderson)
5:41.0,T. Ariza misses 3-pt shot from 23 ft,,94-77,,
5:37.0,,,94-77,,Defensive rebound by D. Powell
5:27.0,,,94-77,,H. Barnes misses 2-pt shot from 10 ft
5:22.0,Defensive rebound by T. Ariza,,94-77,,
5:14.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,96-77,,
4:56.0,,,96-79,2,W. Matthews makes 2-pt shot from 2 ft
4:34.0,J. Harden makes 3-pt shot from 25 ft,3,99-79,,
4:23.0,,,99-79,,J. Barea misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by J. Harden,,99-79,,
4:16.0,,,99-79,,Personal take foul by J. Barea (drawn by J. Harden)
4:16.0,,,99-79,,Y. Ferrell enters the game for J. Barea
4:16.0,G. Green enters the game for J. Harden,,99-79,,
4:16.0,T. Black enters the game for C. Capela,,99-79,,
4:11.0,,,99-79,,Personal foul by D. Powell (drawn by E. Gordon)
4:11.0,Houston full timeout,,99-79,,
4:11.0,L. Mbah a Moute enters the game for R. Anderson,,99-79,,
4:02.0,Turnover by E. Gordon (bad pass; steal by H. Barnes),,99-79,,
3:58.0,,,99-82,3,W. Matthews makes 3-pt shot from 23 ft (assist by D. Smith)
3:43.0,G. Green misses 2-pt shot from 2 ft,,99-82,,
3:41.0,,,99-82,,Defensive rebound by H. Barnes
3:29.0,,,99-82,,W. Matthews misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by E. Gordon,,99-82,,
3:18.0,L. Mbah a Moute makes 3-pt shot from 23 ft (assist by E. Gordon),3,102-82,,
2:54.0,,,102-84,2,H. Barnes makes 2-pt shot from 11 ft
2:36.0,Turnover by E. Gordon (bad pass; steal by W. Matthews),,102-84,,
2:31.0,,,102-87,3,Y. Ferrell makes 3-pt shot from 24 ft (assist by W. Matthews)
2:14.0,,,102-87,,Personal foul by W. Matthews (drawn by T. Ariza)
2:14.0,T. Ariza makes free throw 1 of 2,1,103-87,,
2:14.0,,,103-87,,M. Kleber enters the game for D. Powell
2:14.0,,,103-87,,J. Motley enters the game for W. Matthews
2:14.0,,,103-87,,K. Collinsworth enters the game for H. Barnes
2:14.0,T. Ariza misses free throw 2 of 2,,103-87,,
2:12.0,,,103-87,,Defensive rebound by J. Motley
1:57.0,,,103-89,2,J. Motley makes 2-pt shot from 2 ft (assist by Y. Ferrell)
1:50.0,Shooting foul by M. Kleber (drawn by T. Black),,103-89,,
1:50.0,T. Black makes free throw 1 of 2,1,104-89,,
1:50.0,T. Black misses free throw 2 of 2,,104-89,,
1:48.0,,,104-89,,Defensive rebound by K. Collinsworth
