time,LA Lakers,pts.away,score,pts.home,Phoenix
9:09.0,B. Ingram makes 2-pt shot from 1 ft (assist by C. Brewer),2,12-6,,
9:09.0,Shooting foul by J. Jackson (drawn by B. Ingram),,12-6,,
9:09.0,B. Ingram makes free throw 1 of 1,1,13-6,,
8:58.0,,,13-6,,T. Warren misses 2-pt shot at rim
8:57.0,,,13-6,,T. Chandler misses 2-pt shot at rim
8:57.0,,,13-6,,Offensive rebound by T. Chandler
8:57.0,,,13-6,,Offensive rebound by T. Chandler
8:55.0,,,13-6,,Shooting foul by B. Lopez (drawn by T. Chandler)
8:55.0,,,13-6,,T. Chandler misses free throw 1 of 2
8:55.0,,,13-6,,Offensive rebound by Team
8:55.0,,,13-7,1,T. Chandler makes free throw 2 of 2
8:44.0,B. Ingram misses 2-pt shot from 14 ft,,13-7,,
8:44.0,,,13-7,,Defensive rebound by T. Chandler
8:38.0,,,13-10,3,D. Booker makes 3-pt shot from 26 ft
8:29.0,L. Ball misses 2-pt shot from 1 ft (block by T. Chandler),,13-10,,
8:29.0,,,13-10,,Defensive rebound by D. Booker
8:15.0,,,13-10,,T. Warren misses 2-pt shot from 6 ft
8:13.0,Defensive rebound by L. Nance,,13-10,,
8:05.0,B. Ingram makes 3-pt shot from 25 ft (assist by L. Ball),3,16-10,,
7:46.0,,,16-13,3,E. Bledsoe makes 3-pt shot from 25 ft
7:32.0,L. Ball misses 3-pt shot from 23 ft,,16-13,,
7:29.0,,,16-13,,Defensive rebound by D. Booker
7:24.0,,,16-13,,E. Bledsoe misses 3-pt shot from 22 ft
7:22.0,Defensive rebound by L. Ball,,16-13,,
7:20.0,Shooting foul by T. Chandler (drawn by L. Ball),,16-13,,
7:20.0,L. Ball makes free throw 1 of 2,1,17-13,,
7:20.0,,,17-13,,M. Chriss enters the game for T. Warren
7:20.0,,,17-13,,M. James enters the game for E. Bledsoe
7:20.0,LA Lakers full timeout,,17-13,,
7:20.0,L. Ball misses free throw 2 of 2,,17-13,,
7:18.0,,,17-13,,Defensive rebound by M. Chriss
7:08.0,,,17-16,3,J. Jackson makes 3-pt shot from 25 ft (assist by D. Booker)
6:58.0,Turnover by L. Nance (traveling),,17-16,,
6:45.0,,,17-16,,Turnover by J. Jackson (bad pass; steal by C. Brewer)
6:43.0,C. Brewer makes 2-pt shot from 1 ft,2,19-16,,
6:43.0,,,19-16,,Violation by M. Chriss (def goaltending)
6:32.0,,,19-18,2,D. Booker makes 2-pt shot from 13 ft
6:18.0,,,19-18,,Personal foul by T. Chandler (drawn by B. Lopez)
6:18.0,B. Lopez makes free throw 1 of 2,1,20-18,,
6:18.0,,,20-18,,A. Len enters the game for T. Chandler
6:18.0,B. Lopez makes free throw 2 of 2,1,21-18,,
6:07.0,,,21-21,3,J. Jackson makes 3-pt shot from 25 ft (assist by D. Booker)
5:44.0,C. Brewer misses 2-pt shot from 2 ft (block by M. Chriss),,21-21,,
5:41.0,,,21-21,,Defensive rebound by A. Len
5:26.0,,,21-21,,A. Len misses 2-pt shot from 1 ft
5:25.0,,,21-21,,A. Len misses 2-pt shot at rim
5:25.0,,,21-21,,Offensive rebound by A. Len
5:24.0,,,21-21,,Offensive rebound by A. Len
5:24.0,,,21-23,2,A. Len makes 2-pt shot at rim
5:11.0,L. Ball makes 3-pt shot from 24 ft,3,24-23,,
4:58.0,J. Clarkson enters the game for C. Brewer,,24-23,,
4:58.0,J. Randle enters the game for L. Nance,,24-23,,
4:51.0,,,24-23,,D. Booker misses 3-pt shot from 25 ft
4:51.0,Defensive rebound by L. Ball,,24-23,,
4:44.0,Shooting foul by A. Len (drawn by J. Randle),,24-23,,
4:44.0,J. Randle misses free throw 1 of 2,,24-23,,
4:44.0,Offensive rebound by Team,,24-23,,
4:44.0,J. Randle makes free throw 2 of 2,1,25-23,,
4:35.0,,,25-25,2,M. James makes 2-pt shot from 10 ft
4:21.0,B. Lopez makes 3-pt shot from 24 ft (assist by L. Ball),3,28-25,,
4:08.0,,,28-25,,M. James misses 3-pt shot from 25 ft
4:03.0,Defensive rebound by J. Clarkson,,28-25,,
3:56.0,L. Ball makes 2-pt shot from 12 ft,2,30-25,,
3:35.0,,,30-25,,A. Len misses 2-pt shot from 1 ft
3:33.0,Defensive rebound by B. Lopez,,30-25,,
3:26.0,B. Lopez misses 3-pt shot from 24 ft,,30-25,,
3:24.0,,,30-25,,Defensive rebound by M. Chriss
3:18.0,,,30-25,,Phoenix full timeout
3:18.0,,,30-25,,T. Daniels enters the game for D. Booker
3:18.0,,,30-25,,E. Bledsoe enters the game for J. Jackson
3:18.0,,,30-25,,T. Warren enters the game for M. James
3:18.0,K. Kuzma enters the game for B. Lopez,,30-25,,
3:18.0,A. Bogut enters the game for B. Ingram,,30-25,,
3:14.0,,,30-28,3,T. Daniels makes 3-pt shot from 25 ft (assist by M. Chriss)
2:58.0,J. Clarkson misses 2-pt shot from 16 ft,,30-28,,
2:55.0,,,30-28,,Defensive rebound by A. Len
2:48.0,,,30-28,,E. Bledsoe misses 2-pt shot from 17 ft
2:44.0,Defensive rebound by L. Ball,,30-28,,
2:44.0,Shooting foul by T. Daniels (drawn by J. Randle),,30-28,,
2:44.0,J. Randle makes free throw 1 of 2,1,31-28,,
2:44.0,J. Randle misses free throw 2 of 2,,31-28,,
2:41.0,,,31-28,,Defensive rebound by T. Warren
2:26.0,,,31-28,,T. Daniels misses 3-pt shot from 26 ft
2:22.0,Defensive rebound by J. Randle,,31-28,,
2:17.0,L. Ball misses 3-pt shot from 25 ft,,31-28,,
2:15.0,,,31-28,,Defensive rebound by M. Chriss
2:12.0,,,31-28,,Shooting foul by L. Ball (drawn by E. Bledsoe)
2:12.0,,,31-28,,E. Bledsoe misses free throw 1 of 2
2:12.0,,,31-28,,Offensive rebound by Team
2:12.0,A. Caruso enters the game for L. Ball,,31-28,,
2:12.0,,,31-28,,E. Bledsoe misses free throw 2 of 2
2:10.0,Defensive rebound by A. Bogut,,31-28,,
2:00.0,Turnover by J. Randle (lost ball; steal by E. Bledsoe),,31-28,,
1:55.0,,,31-28,,T. Warren misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by A. Caruso,,31-28,,
1:47.0,J. Randle misses 2-pt shot from 13 ft,,31-28,,
1:47.0,,,31-28,,Defensive rebound by E. Bledsoe
1:39.0,,,31-31,3,M. Chriss makes 3-pt shot from 25 ft (assist by E. Bledsoe)
1:31.0,LA Lakers full timeout,,31-31,,
1:24.0,J. Clarkson makes 3-pt shot from 25 ft (assist by K. Kuzma),3,34-31,,
1:01.0,,,34-31,,Turnover by A. Len (turnover)
0:52.0,J. Clarkson makes 3-pt shot from 24 ft (assist by A. Caruso),3,37-31,,
0:52.0,Shooting foul by T. Daniels (drawn by J. Clarkson),,37-31,,
0:52.0,J. Clarkson makes free throw 1 of 1,1,38-31,,
0:45.0,Personal foul by J. Clarkson (drawn by E. Bledsoe),,38-31,,
0:45.0,,,38-32,1,E. Bledsoe makes free throw 1 of 2
0:45.0,,,38-33,1,E. Bledsoe makes free throw 2 of 2
0:35.0,Turnover by J. Randle (traveling),,38-33,,
0:29.0,,,38-36,3,E. Bledsoe makes 3-pt shot from 25 ft
0:07.0,J. Clarkson makes 2-pt shot from 11 ft,2,40-36,,
0:00.0,,,40-36,,E. Bledsoe misses 2-pt shot from 10 ft
0:00.0,Defensive rebound by Team,,40-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,Shooting block foul by A. Bogut (drawn by T. Warren),,40-36,,
11:49.0,,,40-37,1,T. Warren makes free throw 1 of 2
11:49.0,,,40-38,1,T. Warren makes free throw 2 of 2
11:35.0,J. Randle makes 2-pt shot at rim (assist by A. Bogut),2,42-38,,
11:26.0,,,42-40,2,T. Warren makes 2-pt shot from 11 ft
11:18.0,Shooting foul by D. Bender (drawn by J. Randle),,42-40,,
11:18.0,J. Randle makes free throw 1 of 2,1,43-40,,
11:18.0,J. Randle makes free throw 2 of 2,1,44-40,,
11:06.0,,,44-42,2,T. Chandler makes 2-pt shot at rim (assist by D. Booker)
10:50.0,,,44-42,,Def 3 sec tech foul by T. Chandler
10:50.0,J. Clarkson makes technical free throw,1,45-42,,
10:48.0,Turnover by J. Randle (out of bounds lost ball),,45-42,,
10:37.0,,,45-42,,D. Booker misses 2-pt shot from 22 ft
10:35.0,Defensive rebound by A. Bogut,,45-42,,
10:25.0,J. Randle makes 2-pt shot from 21 ft (assist by J. Clarkson),2,47-42,,
10:11.0,,,47-44,2,T. Chandler makes 2-pt shot at rim (assist by D. Booker)
9:58.0,J. Randle misses 2-pt shot from 7 ft,,47-44,,
9:55.0,,,47-44,,Defensive rebound by T. Chandler
9:39.0,,,47-44,,D. Bender misses 3-pt shot from 24 ft
9:37.0,Defensive rebound by A. Bogut,,47-44,,
9:27.0,Turnover by A. Caruso (bad pass; steal by T. Warren),,47-44,,
9:23.0,,,47-46,2,T. Warren makes 2-pt shot at rim
9:06.0,J. Clarkson misses 3-pt shot from 25 ft,,47-46,,
9:05.0,,,47-46,,Defensive rebound by D. Bender
9:01.0,,,47-49,3,D. Booker makes 3-pt shot from 26 ft
8:59.0,LA Lakers full timeout,,47-49,,
8:59.0,B. Ingram enters the game for J. Randle,,47-49,,
8:50.0,A. Bogut misses 2-pt shot from 7 ft,,47-49,,
8:48.0,,,47-49,,Defensive rebound by T. Chandler
8:41.0,,,47-49,,Turnover by T. Warren (traveling)
8:33.0,Offensive foul by A. Bogut (drawn by M. James),,47-49,,
8:33.0,Turnover by A. Bogut (offensive foul),,47-49,,
8:24.0,,,47-49,,Turnover by D. Booker (traveling)
8:08.0,A. Caruso misses 2-pt shot from 10 ft,,47-49,,
8:06.0,,,47-49,,Defensive rebound by D. Bender
7:59.0,,,47-49,,Shooting foul by B. Ingram (drawn by T. Warren)
7:59.0,,,47-49,,T. Warren misses free throw 1 of 2
7:59.0,,,47-49,,Offensive rebound by Team
7:59.0,L. Ball enters the game for A. Caruso,,47-49,,
7:59.0,B. Lopez enters the game for A. Bogut,,47-49,,
7:59.0,,,47-50,1,T. Warren makes free throw 2 of 2
7:48.0,K. Kuzma makes 2-pt shot at rim (assist by L. Ball),2,49-50,,
7:31.0,,,49-52,2,M. James makes 2-pt shot from 18 ft
7:18.0,L. Ball misses 2-pt shot from 5 ft (block by D. Bender),,49-52,,
7:14.0,,,49-52,,Defensive rebound by D. Bender
7:09.0,,,49-55,3,D. Bender makes 3-pt shot from 25 ft (assist by D. Booker)
6:57.0,,,49-55,,Personal foul by D. Booker (drawn by J. Clarkson)
6:57.0,,,49-55,,A. Len enters the game for T. Chandler
6:57.0,C. Brewer enters the game for J. Clarkson,,49-55,,
6:44.0,B. Lopez misses 3-pt shot from 24 ft,,49-55,,
6:40.0,,,49-55,,Defensive rebound by T. Warren
6:27.0,,,49-55,,Turnover by D. Bender (lost ball; steal by C. Brewer)
6:22.0,K. Kuzma makes 2-pt shot from 1 ft,2,51-55,,
6:04.0,,,51-57,2,T. Warren makes 2-pt shot from 10 ft (assist by D. Booker)
5:49.0,K. Kuzma makes 2-pt shot from 2 ft (assist by B. Lopez),2,53-57,,
5:31.0,,,53-59,2,T. Warren makes 2-pt shot from 18 ft
5:16.0,B. Ingram misses 2-pt shot from 14 ft,,53-59,,
5:13.0,,,53-59,,Defensive rebound by D. Booker
4:59.0,,,53-61,2,D. Booker makes 2-pt shot from 12 ft (assist by T. Warren)
4:45.0,K. Kuzma makes 2-pt shot at rim (assist by B. Lopez),2,55-61,,
4:31.0,,,55-61,,Shooting foul by B. Lopez (drawn by D. Booker)
4:31.0,,,55-61,,Phoenix full timeout
4:31.0,,,55-61,,M. Chriss enters the game for D. Bender
4:31.0,,,55-61,,E. Bledsoe enters the game for M. James
4:31.0,L. Nance enters the game for K. Kuzma,,55-61,,
4:31.0,,,55-61,,D. Booker misses free throw 1 of 2
4:31.0,,,55-61,,Offensive rebound by Team
4:31.0,,,55-62,1,D. Booker makes free throw 2 of 2
4:23.0,L. Ball makes 3-pt shot from 25 ft,3,58-62,,
4:10.0,Violation by B. Lopez (kicked ball),,58-62,,
4:06.0,,,58-62,,Shooting foul by B. Ingram (drawn by T. Warren)
4:06.0,,,58-63,1,T. Warren makes free throw 1 of 2
4:06.0,,,58-64,1,T. Warren makes free throw 2 of 2
3:45.0,Turnover by B. Lopez (bad pass; steal by D. Booker),,58-64,,
3:34.0,,,58-67,3,D. Booker makes 3-pt shot from 22 ft (assist by T. Warren)
3:21.0,L. Ball misses 2-pt shot from 4 ft,,58-67,,
3:19.0,,,58-67,,Defensive rebound by T. Warren
3:16.0,,,58-67,,D. Booker misses 3-pt shot from 26 ft
3:11.0,Defensive rebound by B. Lopez,,58-67,,
3:04.0,B. Ingram makes 2-pt shot from 2 ft,2,60-67,,
3:04.0,Shooting foul by A. Len (drawn by B. Ingram),,60-67,,
3:04.0,B. Ingram misses free throw 1 of 1,,60-67,,
3:02.0,,,60-67,,Defensive rebound by M. Chriss
2:53.0,,,60-67,,M. Chriss misses 2-pt shot from 15 ft
2:50.0,Defensive rebound by B. Ingram,,60-67,,
2:42.0,Shooting foul by A. Len (drawn by B. Ingram),,60-67,,
2:42.0,B. Ingram makes free throw 1 of 2,1,61-67,,
2:42.0,,,61-67,,J. Jackson enters the game for A. Len
2:42.0,K. Kuzma enters the game for B. Lopez,,61-67,,
2:42.0,B. Ingram makes free throw 2 of 2,1,62-67,,
2:36.0,,,62-67,,E. Bledsoe misses 2-pt shot from 13 ft
2:34.0,Defensive rebound by L. Ball,,62-67,,
2:32.0,C. Brewer misses 2-pt shot from 1 ft (block by M. Chriss),,62-67,,
2:32.0,Offensive rebound by Team,,62-67,,
2:31.0,,,62-67,,Personal foul by T. Warren (drawn by L. Nance)
2:31.0,,,62-67,,Technical foul by T. Warren
2:31.0,K. Kuzma makes technical free throw,1,63-67,,
2:31.0,L. Nance makes free throw 1 of 2,1,64-67,,
2:31.0,L. Nance makes free throw 2 of 2,1,65-67,,
2:18.0,,,65-69,2,T. Warren makes 2-pt shot from 9 ft
2:01.0,K. Kuzma misses 3-pt shot from 25 ft,,65-69,,
2:00.0,,,65-69,,Defensive rebound by M. Chriss
1:56.0,,,65-69,,J. Jackson misses 2-pt shot from 3 ft (block by B. Ingram)
1:53.0,Defensive rebound by B. Ingram,,65-69,,
1:48.0,Turnover by B. Ingram (bad pass; steal by D. Booker),,65-69,,
1:44.0,,,65-71,2,T. Warren makes 2-pt shot at rim (assist by D. Booker)
1:29.0,L. Nance makes 2-pt shot from 16 ft (assist by L. Ball),2,67-71,,
1:05.0,,,67-71,,Turnover by D. Booker (bad pass; steal by L. Ball)
1:03.0,Turnover by L. Ball (bad pass),,67-71,,
0:49.0,Personal foul by L. Ball (drawn by M. Chriss),,67-71,,
0:49.0,,,67-72,1,M. Chriss makes free throw 1 of 2
0:49.0,,,67-73,1,M. Chriss makes free throw 2 of 2
0:41.0,L. Ball misses 2-pt shot from 13 ft (block by E. Bledsoe),,67-73,,
0:39.0,,,67-73,,Defensive rebound by D. Booker
0:35.0,A. Caruso enters the game for L. Ball,,67-73,,
0:30.0,,,67-73,,Turnover by D. Booker (traveling)
0:08.0,B. Ingram makes 3-pt shot from 26 ft (assist by A. Caruso),3,70-73,,
0:02.0,,,70-73,,T. Warren misses 2-pt shot from 12 ft
0:00.0,Defensive rebound by L. Nance,,70-73,,
0:00.0,L. Nance misses 3-pt shot from 69 ft,,70-73,,
0:00.0,Offensive rebound by Team,,70-73,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,70-73,,Offensive foul by T. Chandler (drawn by L. Nance)
11:46.0,,,70-73,,Turnover by T. Chandler (offensive foul)
11:36.0,Turnover by L. Nance (bad pass; steal by E. Bledsoe),,70-73,,
11:32.0,,,70-75,2,E. Bledsoe makes 2-pt shot at rim
11:26.0,B. Ingram makes 2-pt shot from 20 ft (assist by C. Brewer),2,72-75,,
11:09.0,,,72-75,,J. Jackson misses 3-pt shot from 25 ft
11:06.0,Defensive rebound by B. Lopez,,72-75,,
11:05.0,Turnover by L. Ball (bad pass),,72-75,,
10:57.0,Personal foul by B. Ingram (drawn by D. Booker),,72-75,,
10:48.0,,,72-75,,T. Warren misses 2-pt shot from 1 ft
10:47.0,Defensive rebound by L. Nance,,72-75,,
10:42.0,L. Ball misses 3-pt shot from 25 ft,,72-75,,
10:40.0,,,72-75,,Defensive rebound by D. Booker
10:34.0,,,72-75,,J. Jackson misses 2-pt shot from 8 ft (block by L. Nance)
10:30.0,Defensive rebound by L. Ball,,72-75,,
10:18.0,B. Ingram makes 2-pt shot from 1 ft,2,74-75,,
10:00.0,,,74-75,,J. Jackson misses 2-pt shot from 1 ft
9:54.0,,,74-75,,Offensive rebound by T. Chandler
9:54.0,,,74-77,2,T. Chandler makes 2-pt shot at rim
9:44.0,L. Ball makes 2-pt shot from 1 ft,2,76-77,,
9:40.0,Personal foul by C. Brewer (drawn by D. Booker),,76-77,,
9:34.0,,,76-77,,E. Bledsoe misses 2-pt shot from 11 ft
9:31.0,Defensive rebound by B. Lopez,,76-77,,
9:19.0,L. Nance misses 2-pt shot from 7 ft,,76-77,,
9:16.0,,,76-77,,Defensive rebound by D. Booker
9:14.0,,,76-77,,Shooting foul by B. Lopez (drawn by J. Jackson)
9:14.0,,,76-77,,J. Jackson misses free throw 1 of 2
9:14.0,,,76-77,,Offensive rebound by Team
9:14.0,,,76-77,,J. Jackson misses free throw 2 of 2
9:12.0,Defensive rebound by B. Lopez,,76-77,,
9:06.0,C. Brewer makes 2-pt shot at rim (assist by L. Ball),2,78-77,,
8:50.0,,,78-79,2,J. Jackson makes 2-pt shot from 20 ft
8:37.0,L. Ball misses 3-pt shot from 26 ft,,78-79,,
8:35.0,Offensive rebound by C. Brewer,,78-79,,
8:34.0,C. Brewer misses 2-pt shot from 6 ft,,78-79,,
8:32.0,Offensive rebound by L. Ball,,78-79,,
8:32.0,L. Ball makes 2-pt shot at rim,2,80-79,,
8:32.0,,,80-79,,Phoenix full timeout
8:16.0,,,80-81,2,E. Bledsoe makes 2-pt shot from 1 ft
7:56.0,L. Nance misses 2-pt shot from 5 ft,,80-81,,
7:51.0,Offensive rebound by L. Nance,,80-81,,
7:51.0,L. Nance makes 2-pt shot at rim,2,82-81,,
7:40.0,,,82-81,,E. Bledsoe misses 2-pt shot from 1 ft
7:40.0,Defensive rebound by Team,,82-81,,
7:40.0,,,82-81,,M. Chriss enters the game for J. Jackson
7:31.0,L. Ball misses 2-pt shot from 17 ft,,82-81,,
7:29.0,,,82-81,,Defensive rebound by Team
7:17.0,,,82-81,,Turnover by T. Warren (traveling)
7:05.0,Turnover by B. Ingram (lost ball; steal by T. Warren),,82-81,,
7:00.0,,,82-81,,Offensive foul by E. Bledsoe (drawn by C. Brewer)
7:00.0,,,82-81,,Turnover by E. Bledsoe (offensive foul)
6:50.0,Turnover by B. Lopez (turnover),,82-81,,
6:31.0,,,82-83,2,T. Warren makes 2-pt shot at rim (assist by D. Booker)
6:18.0,L. Ball makes 3-pt shot from 25 ft,3,85-83,,
6:03.0,,,85-83,,Turnover by T. Chandler (bad pass; steal by C. Brewer)
6:02.0,,,85-83,,Technical foul by D. Booker (drawn by C. Brewer)
6:02.0,,,85-83,,M. James enters the game for M. Chriss
6:02.0,C. Brewer makes flagrant free throw 1 of 2,1,91-83,,
6:02.0,C. Brewer misses flagrant free throw 2 of 2,,91-83,,
5:40.0,B. Lopez misses 2-pt shot at rim,,91-83,,
5:38.0,Offensive rebound by Team,,91-83,,
5:36.0,B. Ingram misses 2-pt shot at rim,,91-83,,
5:36.0,,,91-83,,Defensive rebound by D. Booker
5:28.0,,,91-83,,Turnover by D. Booker (bad pass; steal by B. Lopez)
5:23.0,L. Nance makes 2-pt shot at rim (assist by L. Ball),2,87-83,,
5:00.0,,,87-83,,T. Warren misses 2-pt shot from 4 ft
4:58.0,Defensive rebound by B. Lopez,,87-83,,
4:49.0,B. Ingram makes 3-pt shot from 23 ft,3,90-83,,
4:48.0,,,90-83,,Phoenix full timeout
4:48.0,,,90-83,,A. Len enters the game for E. Bledsoe
4:48.0,,,90-83,,M. Chriss enters the game for T. Chandler
4:41.0,,,91-85,2,D. Booker makes 2-pt shot from 20 ft (assist by A. Len)
4:23.0,Shooting foul by M. Chriss (drawn by B. Lopez),,91-85,,
4:23.0,B. Lopez makes free throw 1 of 2,1,92-85,,
4:23.0,B. Lopez makes free throw 2 of 2,1,93-85,,
4:07.0,,,93-85,,M. James misses 3-pt shot from 23 ft
4:05.0,Defensive rebound by B. Lopez,,93-85,,
3:50.0,L. Ball misses 2-pt shot from 2 ft (block by M. Chriss),,93-85,,
3:48.0,,,93-85,,Turnover by M. Chriss (bad pass; steal by L. Nance)
3:45.0,,,93-85,,Offensive rebound by M. Chriss
3:41.0,L. Nance misses 2-pt shot from 6 ft (block by A. Len),,93-85,,
3:41.0,,,93-85,,Defensive rebound by D. Booker
3:32.0,,,93-85,,Turnover by D. Booker (lost ball; steal by L. Nance)
3:28.0,B. Lopez makes 2-pt shot at rim (assist by L. Nance),2,95-85,,
3:10.0,,,95-85,,D. Booker misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by L. Nance,,95-85,,
2:58.0,L. Ball misses 2-pt shot from 1 ft (block by M. James),,95-85,,
2:55.0,,,95-85,,Defensive rebound by T. Warren
2:55.0,Personal foul by C. Brewer (drawn by T. Warren),,95-85,,
2:55.0,,,95-85,,J. Jackson enters the game for D. Booker
2:55.0,K. Kuzma enters the game for B. Lopez,,95-85,,
2:41.0,,,95-85,,Shooting foul by C. Brewer (drawn by M. James)
2:41.0,,,95-86,1,M. James makes free throw 1 of 2
2:41.0,J. Clarkson enters the game for C. Brewer,,95-86,,
2:41.0,,,95-87,1,M. James makes free throw 2 of 2
2:23.0,L. Nance makes 2-pt shot from 1 ft (assist by K. Kuzma),2,97-87,,
2:06.0,Personal foul by L. Nance (drawn by A. Len),,97-87,,
2:06.0,,,97-88,1,A. Len makes free throw 1 of 2
2:06.0,,,97-89,1,A. Len makes free throw 2 of 2
2:01.0,Offensive foul by L. Nance (drawn by M. James),,97-89,,
2:01.0,Turnover by L. Nance (offensive foul),,97-89,,
1:55.0,,,97-89,,Turnover by T. Warren (traveling)
1:55.0,J. Randle enters the game for L. Nance,,97-89,,
1:45.0,L. Ball makes 2-pt shot from 10 ft,2,99-89,,
1:31.0,,,99-92,3,T. Warren makes 3-pt shot from 22 ft (assist by M. James)
1:27.0,L. Ball makes 3-pt shot from 26 ft,3,102-92,,
1:18.0,,,102-95,3,M. James makes 3-pt shot from 24 ft
1:08.0,Turnover by L. Ball (out of bounds lost ball),,102-95,,
1:08.0,Personal foul by L. Ball (drawn by M. James),,102-95,,
1:08.0,,,102-96,1,M. James makes free throw 1 of 2
1:08.0,T. Ennis enters the game for L. Ball,,102-96,,
1:08.0,,,102-97,1,M. James makes free throw 2 of 2
0:54.0,K. Kuzma makes 3-pt shot from 25 ft (assist by J. Randle),3,105-97,,
0:43.0,,,105-99,2,M. James makes 2-pt shot from 1 ft
0:28.0,Shooting foul by M. Chriss (drawn by K. Kuzma),,105-99,,
0:28.0,K. Kuzma makes free throw 1 of 2,1,106-99,,
0:28.0,,,106-99,,D. Booker enters the game for M. Chriss
0:28.0,C. Brewer enters the game for B. Ingram,,106-99,,
0:28.0,K. Kuzma misses free throw 2 of 2,,106-99,,
0:26.0,,,106-99,,Defensive rebound by A. Len
0:06.0,,,106-99,,M. James misses 2-pt shot from 19 ft
0:04.0,Defensive rebound by J. Clarkson,,106-99,,
0:00.0,J. Clarkson misses 2-pt shot from 10 ft,,106-99,,
0:00.0,Offensive rebound by Team,,106-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,J. Clarkson makes 2-pt shot from 7 ft,2,108-99,,
11:40.0,Personal foul by T. Ennis (drawn by M. James),,108-99,,
11:26.0,,,108-99,,Offensive foul by A. Len (drawn by J. Clarkson)
11:26.0,,,108-99,,Turnover by A. Len (offensive foul)
11:21.0,,,108-99,,Personal block foul by M. James (drawn by T. Ennis)
11:21.0,,,108-99,,Turnover by M. James (turnover)
11:21.0,LA Lakers full timeout,,108-99,,
11:11.0,,,108-99,,Def 3 sec tech foul by A. Len
11:11.0,J. Clarkson makes technical free throw,1,109-99,,
11:05.0,T. Ennis misses 2-pt shot from 17 ft,,109-99,,
11:02.0,,,109-99,,Defensive rebound by D. Booker
10:45.0,,,109-99,,D. Booker misses 2-pt shot from 12 ft
10:43.0,,,109-99,,Offensive rebound by A. Len
10:42.0,,,109-99,,M. James misses 3-pt shot from 25 ft
10:36.0,Defensive rebound by C. Brewer,,109-99,,
10:28.0,J. Clarkson makes 2-pt shot from 1 ft,2,111-99,,
10:15.0,,,111-99,,Turnover by D. Booker (bad pass)
10:02.0,Turnover by J. Clarkson (lost ball; steal by J. Jackson),,111-99,,
10:02.0,Personal foul by J. Clarkson (drawn by J. Jackson),,111-99,,
10:02.0,,,111-99,,E. Bledsoe enters the game for D. Booker
9:51.0,,,111-99,,Offensive foul by A. Len (drawn by C. Brewer)
9:51.0,,,111-99,,Turnover by A. Len (offensive foul)
9:51.0,J. Hart enters the game for C. Brewer,,111-99,,
9:35.0,T. Ennis misses 2-pt shot from 1 ft,,111-99,,
9:35.0,,,111-99,,Defensive rebound by A. Len
