time,Golden State,pts.away,score,pts.home,Houston
4:45.0,,,104-103,,C. Paul misses 2-pt shot from 19 ft (block by S. Livingston)
4:42.0,Defensive rebound by K. Durant,,104-103,,
4:41.0,Turnover by K. Durant (bad pass),,104-103,,
4:24.0,,,104-103,,Shooting foul by P. McCaw (drawn by C. Paul)
4:24.0,,,104-104,1,C. Paul makes free throw 1 of 2
4:24.0,,,104-104,,J. Harden enters the game for L. Mbah a Moute
4:24.0,,,104-105,1,C. Paul makes free throw 2 of 2
4:12.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,106-105,,
3:56.0,,,106-108,3,P. Tucker makes 3-pt shot from 24 ft (assist by E. Gordon)
3:39.0,Turnover by S. Curry (lost ball; steal by J. Harden),,106-108,,
3:31.0,K. Thompson enters the game for S. Livingston,,106-108,,
3:16.0,,,106-108,,Shooting foul by K. Thompson (drawn by C. Capela)
3:16.0,,,106-108,,C. Capela misses free throw 1 of 2
3:16.0,,,106-108,,Offensive rebound by Team
3:16.0,,,106-109,1,C. Capela makes free throw 2 of 2
3:01.0,K. Durant makes 2-pt shot from 15 ft (assist by S. Curry),2,108-109,,
2:43.0,,,108-111,2,P. Tucker makes 2-pt shot from 10 ft (assist by J. Harden)
2:25.0,K. Thompson misses 2-pt shot from 13 ft,,108-111,,
2:23.0,,,108-111,,Defensive rebound by C. Paul
2:17.0,,,108-111,,P. Tucker misses 3-pt shot from 23 ft
2:17.0,Defensive rebound by Team,,108-111,,
2:17.0,,,108-111,,Loose ball foul by C. Capela (drawn by K. Durant)
2:17.0,Golden State full timeout,,108-111,,
2:17.0,N. Young enters the game for P. McCaw,,108-111,,
2:04.0,K. Thompson misses 2-pt shot from 22 ft,,108-111,,
2:02.0,,,108-111,,Defensive rebound by J. Harden
1:41.0,,,108-111,,Turnover by C. Paul (lost ball; steal by S. Curry)
1:37.0,K. Thompson misses 3-pt shot from 24 ft,,108-111,,
1:33.0,,,108-111,,Defensive rebound by C. Capela
1:10.0,,,108-114,3,J. Harden makes 3-pt shot from 25 ft
1:10.0,Golden State full timeout,,108-114,,
1:10.0,,,108-114,,L. Mbah a Moute enters the game for C. Capela
1:08.0,S. Curry misses 3-pt shot from 26 ft (block by J. Harden),,108-114,,
1:08.0,,,108-114,,Defensive rebound by C. Paul
0:45.0,,,108-114,,J. Harden misses 2-pt shot from 20 ft
0:42.0,Defensive rebound by D. Green,,108-114,,
0:33.0,Golden State full timeout,,108-114,,
0:33.0,,,108-114,,C. Capela enters the game for L. Mbah a Moute
0:31.0,K. Durant misses 3-pt shot from 25 ft,,108-114,,
0:28.0,,,108-114,,Defensive rebound by C. Paul
0:28.0,Personal take foul by S. Curry (drawn by C. Paul),,108-114,,
0:28.0,,,108-115,1,C. Paul makes free throw 1 of 2
0:28.0,,,108-115,,L. Mbah a Moute enters the game for C. Capela
0:28.0,,,108-116,1,C. Paul makes free throw 2 of 2
0:22.0,S. Curry misses 3-pt shot from 25 ft,,108-116,,
0:18.0,Offensive rebound by N. Young,,108-116,,
0:16.0,N. Young misses 3-pt shot from 23 ft,,108-116,,
0:15.0,,,108-116,,Defensive rebound by P. Tucker
