time,Portland,pts.away,score,pts.home,Utah
6:23.0,Defensive rebound by J. Nurkic,,12-6,,
6:18.0,Turnover by D. Lillard (lost ball; steal by R. Rubio),,12-6,,
6:13.0,,,12-6,,D. Mitchell enters the game for R. Hood
6:13.0,E. Davis enters the game for J. Nurkic,,12-6,,
6:06.0,,,12-6,,J. Ingles misses 3-pt shot from 23 ft
6:00.0,Defensive rebound by D. Lillard,,12-6,,
5:58.0,Shooting foul by R. Rubio (drawn by D. Lillard),,12-6,,
5:58.0,D. Lillard makes free throw 1 of 2,1,13-6,,
5:58.0,,,13-6,,J. Jerebko enters the game for R. Rubio
5:58.0,,,13-6,,A. Burks enters the game for D. Favors
5:58.0,P. Connaughton enters the game for C. McCollum,,13-6,,
5:58.0,E. Turner enters the game for M. Harkless,,13-6,,
5:58.0,D. Lillard makes free throw 2 of 2,1,14-6,,
5:48.0,,,14-9,3,D. Mitchell makes 3-pt shot from 24 ft (assist by J. Ingles)
5:31.0,,,14-9,,Violation by J. Ingles (kicked ball)
5:22.0,D. Lillard misses 2-pt shot from 2 ft,,14-9,,
5:19.0,,,14-9,,Defensive rebound by R. Gobert
5:10.0,,,14-12,3,A. Burks makes 3-pt shot from 26 ft (assist by R. Gobert)
4:46.0,P. Connaughton misses 2-pt shot from 13 ft,,14-12,,
4:44.0,,,14-12,,Defensive rebound by R. Gobert
4:34.0,,,14-12,,J. Ingles misses 3-pt shot from 25 ft
4:30.0,Defensive rebound by D. Lillard,,14-12,,
4:26.0,D. Lillard misses 3-pt shot from 25 ft,,14-12,,
4:24.0,,,14-12,,Defensive rebound by J. Ingles
4:13.0,,,14-15,3,J. Jerebko makes 3-pt shot from 24 ft (assist by J. Ingles)
3:49.0,,,14-15,,T. Sefolosha enters the game for J. Ingles
3:49.0,N. Vonleh enters the game for A. Aminu,,14-15,,
3:42.0,E. Davis misses 2-pt shot from 5 ft,,14-15,,
3:36.0,Offensive rebound by N. Vonleh,,14-15,,
3:36.0,N. Vonleh misses 2-pt shot at rim,,14-15,,
3:35.0,,,14-15,,Defensive rebound by T. Sefolosha
3:30.0,,,14-15,,Turnover by D. Mitchell (lost ball; steal by D. Lillard)
3:28.0,,,14-15,,Personal foul by D. Mitchell (drawn by D. Lillard)
3:28.0,Portland full timeout,,14-15,,
3:14.0,D. Lillard makes 2-pt shot from 9 ft,2,16-15,,
2:50.0,,,16-15,,J. Jerebko misses 3-pt shot from 24 ft
2:49.0,Defensive rebound by Team,,16-15,,
2:38.0,D. Lillard misses 3-pt shot from 28 ft,,16-15,,
2:33.0,,,16-15,,Defensive rebound by R. Gobert
2:28.0,,,16-15,,A. Burks misses 2-pt shot from 11 ft
2:24.0,Defensive rebound by E. Turner,,16-15,,
2:18.0,E. Turner misses 2-pt shot from 8 ft,,16-15,,
2:15.0,,,16-15,,Defensive rebound by T. Sefolosha
2:10.0,,,16-18,3,D. Mitchell makes 3-pt shot from 24 ft (assist by T. Sefolosha)
1:48.0,E. Turner misses 3-pt shot from 22 ft,,16-18,,
1:47.0,,,16-18,,Defensive rebound by D. Mitchell
1:42.0,,,16-18,,A. Burks misses 2-pt shot from 1 ft
1:39.0,Defensive rebound by E. Turner,,16-18,,
1:35.0,D. Lillard makes 2-pt shot from 1 ft (assist by P. Connaughton),2,18-18,,
1:20.0,,,18-20,2,D. Mitchell makes 2-pt shot from 7 ft
0:59.0,P. Connaughton misses 2-pt shot from 19 ft,,18-20,,
0:57.0,,,18-20,,Defensive rebound by J. Jerebko
0:49.0,,,18-20,,D. Mitchell misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by P. Connaughton,,18-20,,
0:33.0,E. Davis makes 2-pt shot from 2 ft (assist by D. Lillard),2,20-20,,
0:15.0,,,20-22,2,D. Mitchell makes 2-pt shot from 2 ft
0:01.0,D. Lillard misses 3-pt shot from 24 ft (block by T. Sefolosha),,20-22,,
0:01.0,Offensive rebound by Team,,20-22,,
0:01.0,,,20-22,,E. Udoh enters the game for J. Jerebko
0:01.0,,,20-22,,R. Rubio enters the game for A. Burks
0:01.0,C. McCollum enters the game for N. Vonleh,,20-22,,
0:00.0,D. Lillard misses 3-pt shot from 24 ft,,20-22,,
0:00.0,Offensive rebound by Team,,20-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,J. Nurkic enters the game for E. Davis,,20-22,,
11:41.0,Jump ball: T. Sefolosha vs. E. Turner (N. Vonleh gains possession),,,,Jump ball: T. Sefolosha vs. E. Turner (N. Vonleh gains possession)
11:41.0,Turnover by E. Turner (bad pass; steal by T. Sefolosha),,20-22,,
11:41.0,Turnover by N. Vonleh (bad pass; steal by R. Hood),,20-22,,
11:36.0,,,20-22,,R. Hood misses 2-pt shot from 10 ft
11:32.0,Defensive rebound by C. McCollum,,20-22,,
11:23.0,,,20-22,,Technical foul by J. Jerebko
11:23.0,C. McCollum makes technical free throw,1,21-22,,
11:14.0,N. Vonleh misses 2-pt shot from 3 ft (block by R. Hood),,21-22,,
11:11.0,Jump ball: E. Udoh vs. N. Vonleh (R. Hood gains possession),,,,Jump ball: E. Udoh vs. N. Vonleh (R. Hood gains possession)
11:11.0,,,21-22,,Offensive rebound by Team
11:02.0,,,21-22,,R. Hood misses 2-pt shot from 10 ft
10:59.0,Defensive rebound by J. Nurkic,,21-22,,
10:49.0,P. Connaughton misses 3-pt shot from 25 ft,,21-22,,
10:46.0,,,21-22,,Defensive rebound by E. Udoh
10:36.0,,,21-24,2,R. Rubio makes 2-pt shot from 20 ft
10:20.0,Turnover by J. Nurkic (bad pass),,21-24,,
10:10.0,,,21-24,,Shooting foul by P. Connaughton (drawn by T. Sefolosha)
10:10.0,,,21-25,1,T. Sefolosha makes free throw 1 of 2
10:10.0,M. Harkless enters the game for P. Connaughton,,21-25,,
10:10.0,,,21-26,1,T. Sefolosha makes free throw 2 of 2
9:48.0,Loose ball foul by E. Turner (drawn by R. Hood),,21-26,,
9:47.0,Turnover by J. Nurkic (turnover),,21-26,,
9:25.0,,,21-26,,T. Sefolosha misses 2-pt shot from 1 ft
9:22.0,,,21-26,,Offensive rebound by E. Udoh
9:08.0,,,21-26,,T. Sefolosha misses 2-pt shot from 3 ft
9:06.0,Defensive rebound by Team,,21-26,,
8:55.0,C. McCollum misses 2-pt shot from 16 ft,,21-26,,
8:52.0,,,21-26,,Defensive rebound by T. Sefolosha
8:52.0,,,21-26,,Turnover by T. Sefolosha (bad pass)
8:39.0,Turnover by E. Turner (bad pass),,21-26,,
8:24.0,,,21-26,,R. Hood misses 2-pt shot from 10 ft
8:19.0,Defensive rebound by J. Nurkic,,21-26,,
8:14.0,Turnover by C. McCollum (lost ball; steal by E. Udoh),,21-26,,
8:11.0,,,21-26,,Shooting foul by M. Harkless (drawn by T. Sefolosha)
8:11.0,,,21-27,1,T. Sefolosha makes free throw 1 of 2
8:11.0,,,21-27,,D. Mitchell enters the game for R. Rubio
8:11.0,A. Aminu enters the game for N. Vonleh,,21-27,,
8:11.0,,,21-28,1,T. Sefolosha makes free throw 2 of 2
7:50.0,J. Nurkic misses 2-pt shot from 8 ft,,21-28,,
7:50.0,,,21-28,,Defensive rebound by Team
7:50.0,Loose ball foul by J. Nurkic (drawn by E. Udoh),,21-28,,
7:50.0,,,21-28,,J. Ingles enters the game for T. Sefolosha
7:41.0,,,21-28,,D. Mitchell misses 2-pt shot from 17 ft
7:39.0,Defensive rebound by Team,,21-28,,
7:39.0,,,21-28,,Loose ball foul by D. Favors (drawn by J. Nurkic)
7:27.0,J. Nurkic misses 2-pt shot from 4 ft (block by E. Udoh),,21-28,,
7:24.0,,,21-28,,Defensive rebound by J. Ingles
7:17.0,,,21-28,,R. Hood misses 2-pt shot from 13 ft
7:16.0,,,21-28,,Offensive rebound by D. Favors
7:16.0,,,21-28,,Shooting foul by M. Harkless (drawn by D. Favors)
7:16.0,,,21-29,1,D. Favors makes free throw 1 of 2
7:16.0,,,21-29,,A. Burks enters the game for R. Hood
7:16.0,D. Lillard enters the game for E. Turner,,21-29,,
7:16.0,,,21-29,,D. Favors misses free throw 2 of 2
7:13.0,Defensive rebound by A. Aminu,,21-29,,
7:00.0,C. McCollum makes 2-pt shot from 1 ft (assist by M. Harkless),2,23-29,,
6:48.0,,,23-29,,D. Mitchell misses 2-pt shot from 2 ft
6:46.0,Defensive rebound by C. McCollum,,23-29,,
6:43.0,,,23-29,,Personal foul by J. Ingles (drawn by D. Lillard)
6:43.0,,,23-29,,Utah full timeout
6:43.0,,,23-29,,R. Gobert enters the game for D. Favors
6:43.0,,,23-29,,J. Jerebko enters the game for E. Udoh
6:31.0,C. McCollum makes 3-pt shot from 24 ft,3,26-29,,
6:16.0,,,26-31,2,R. Gobert makes 2-pt shot from 4 ft (assist by J. Ingles)
5:54.0,A. Aminu misses 2-pt shot from 22 ft,,26-31,,
5:52.0,,,26-31,,Defensive rebound by D. Mitchell
5:36.0,,,26-31,,R. Gobert misses 2-pt shot from 3 ft
5:34.0,,,26-31,,Offensive rebound by J. Ingles
5:21.0,,,26-31,,A. Burks misses 2-pt shot from 9 ft
5:19.0,,,26-31,,Offensive rebound by R. Gobert
5:17.0,,,26-31,,R. Gobert misses 2-pt shot from 4 ft
5:17.0,Defensive rebound by A. Aminu,,26-31,,
5:12.0,D. Lillard misses 3-pt shot from 24 ft,,26-31,,
5:08.0,,,26-31,,Defensive rebound by J. Jerebko
4:54.0,,,26-31,,J. Ingles misses 2-pt shot from 17 ft
4:49.0,Defensive rebound by C. McCollum,,26-31,,
4:41.0,C. McCollum misses 2-pt shot from 14 ft,,26-31,,
4:36.0,,,26-31,,Defensive rebound by J. Jerebko
4:34.0,Personal foul by M. Harkless (drawn by J. Jerebko),,26-31,,
4:34.0,,,26-32,1,J. Jerebko makes free throw 1 of 2
4:34.0,E. Turner enters the game for M. Harkless,,26-32,,
4:34.0,E. Davis enters the game for J. Nurkic,,26-32,,
4:34.0,,,26-33,1,J. Jerebko makes free throw 2 of 2
4:19.0,E. Turner misses 2-pt shot from 15 ft,,26-33,,
4:17.0,Offensive rebound by A. Aminu,,26-33,,
4:15.0,A. Aminu misses 2-pt shot from 5 ft (block by R. Gobert),,26-33,,
4:15.0,Offensive rebound by A. Aminu,,26-33,,
4:15.0,Shooting foul by J. Jerebko (drawn by A. Aminu),,26-33,,
4:15.0,A. Aminu makes free throw 1 of 2,1,27-33,,
4:15.0,,,27-33,,R. Rubio enters the game for A. Burks
4:15.0,A. Aminu misses free throw 2 of 2,,27-33,,
4:12.0,,,27-33,,Defensive rebound by D. Mitchell
4:01.0,Personal foul by E. Davis (drawn by D. Mitchell),,27-33,,
4:01.0,,,27-34,1,D. Mitchell makes free throw 1 of 2
4:01.0,,,27-35,1,D. Mitchell makes free throw 2 of 2
3:50.0,D. Lillard makes 2-pt shot from 16 ft,2,29-35,,
3:36.0,,,29-35,,Turnover by J. Ingles (bad pass; steal by E. Turner)
3:34.0,,,29-35,,Personal foul by R. Rubio (drawn by E. Turner)
3:34.0,,,29-35,,D. Favors enters the game for J. Jerebko
3:13.0,A. Aminu makes 3-pt shot from 25 ft,3,32-35,,
2:55.0,,,32-35,,Turnover by J. Ingles (lost ball; steal by E. Turner)
2:52.0,Shooting foul by D. Favors (drawn by E. Davis),,32-35,,
2:52.0,Portland full timeout,,32-35,,
2:52.0,E. Davis makes free throw 1 of 2,1,33-35,,
2:52.0,E. Davis makes free throw 2 of 2,1,34-35,,
2:40.0,,,34-35,,D. Mitchell misses 2-pt shot from 18 ft
2:38.0,Defensive rebound by E. Turner,,34-35,,
2:33.0,E. Turner makes 2-pt shot from 16 ft,2,36-35,,
2:12.0,,,36-35,,D. Mitchell misses 3-pt shot from 24 ft
2:09.0,Defensive rebound by C. McCollum,,36-35,,
1:56.0,C. McCollum misses 3-pt shot from 25 ft,,36-35,,
1:53.0,Offensive rebound by E. Davis,,36-35,,
1:43.0,Offensive foul by E. Davis (drawn by R. Rubio),,36-35,,
1:43.0,Turnover by E. Davis (offensive foul),,36-35,,
1:43.0,Technical foul by D. Lillard,,36-35,,
1:43.0,,,36-36,1,R. Rubio makes technical free throw
1:43.0,,,36-36,,R. Hood enters the game for D. Mitchell
1:30.0,,,36-36,,Turnover by R. Hood (traveling)
1:13.0,D. Lillard misses 2-pt shot from 15 ft,,36-36,,
1:11.0,,,36-36,,Defensive rebound by R. Gobert
1:11.0,Personal foul by A. Aminu (drawn by R. Gobert),,36-36,,
1:11.0,,,36-36,,R. Gobert misses free throw 1 of 2
1:11.0,,,36-36,,Offensive rebound by Team
1:11.0,,,36-37,1,R. Gobert makes free throw 2 of 2
1:00.0,C. McCollum misses 2-pt shot from 19 ft,,36-37,,
0:59.0,,,36-37,,Defensive rebound by Team
0:51.0,,,36-37,,R. Rubio misses 3-pt shot from 25 ft
0:50.0,,,36-37,,Offensive rebound by Team
0:50.0,Loose ball foul by E. Davis (drawn by R. Gobert),,36-37,,
0:50.0,,,36-38,1,R. Gobert makes free throw 1 of 2
0:50.0,J. Nurkic enters the game for E. Davis,,36-38,,
0:50.0,,,36-39,1,R. Gobert makes free throw 2 of 2
0:31.0,D. Lillard makes 2-pt shot from 1 ft,2,38-39,,
0:10.0,,,38-39,,J. Ingles misses 3-pt shot from 26 ft
0:07.0,Defensive rebound by J. Nurkic,,38-39,,
0:02.0,Shooting foul by J. Ingles (drawn by C. McCollum),,38-39,,
0:02.0,C. McCollum misses free throw 1 of 2,,38-39,,
0:02.0,Offensive rebound by Team,,38-39,,
0:02.0,N. Vonleh enters the game for A. Aminu,,38-39,,
0:02.0,C. McCollum makes free throw 2 of 2,1,39-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,J. Nurkic makes 2-pt shot from 2 ft (assist by D. Lillard),2,41-39,,
11:25.0,,,41-41,2,R. Rubio makes 2-pt shot from 19 ft
11:07.0,A. Aminu misses 3-pt shot from 25 ft,,41-41,,
11:04.0,,,41-41,,Defensive rebound by R. Hood
10:58.0,,,41-41,,R. Hood misses 2-pt shot from 3 ft
10:56.0,,,41-41,,Offensive rebound by D. Favors
10:55.0,,,41-43,2,D. Favors makes 2-pt shot from 2 ft
10:35.0,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard),3,44-43,,
10:23.0,,,44-43,,R. Hood misses 2-pt shot from 2 ft (block by J. Nurkic)
10:23.0,,,44-43,,Offensive rebound by Team
10:16.0,,,44-43,,Shooting foul by D. Lillard (drawn by R. Rubio)
10:16.0,,,44-44,1,R. Rubio makes free throw 1 of 2
10:16.0,,,44-45,1,R. Rubio makes free throw 2 of 2
10:03.0,D. Lillard makes 3-pt shot from 26 ft,3,47-45,,
9:45.0,,,47-47,2,R. Gobert makes 2-pt shot from 1 ft
9:36.0,D. Lillard misses 3-pt shot from 25 ft (block by J. Ingles),,47-47,,
9:32.0,Offensive rebound by A. Aminu,,47-47,,
9:29.0,M. Harkless misses 3-pt shot from 22 ft,,47-47,,
9:26.0,,,47-47,,Defensive rebound by D. Favors
9:22.0,,,47-47,,Turnover by R. Gobert (bad pass)
9:03.0,A. Aminu misses 3-pt shot from 27 ft,,47-47,,
9:00.0,,,47-47,,Defensive rebound by R. Gobert
8:48.0,,,47-47,,R. Rubio misses 2-pt shot from 19 ft
8:44.0,Defensive rebound by C. McCollum,,47-47,,
8:28.0,Shooting foul by D. Favors (drawn by A. Aminu),,47-47,,
8:28.0,A. Aminu makes free throw 1 of 2,1,48-47,,
8:28.0,A. Aminu misses free throw 2 of 2,,48-47,,
8:25.0,Offensive rebound by J. Nurkic,,48-47,,
8:25.0,J. Nurkic makes 2-pt shot from 6 ft,2,50-47,,
8:07.0,,,50-47,,R. Hood misses 2-pt shot from 18 ft
8:03.0,Defensive rebound by D. Lillard,,50-47,,
8:00.0,Turnover by D. Lillard (bad pass),,50-47,,
7:50.0,,,50-49,2,R. Rubio makes 2-pt shot from 14 ft
7:38.0,C. McCollum makes 2-pt shot from 15 ft,2,52-49,,
7:23.0,,,52-49,,R. Hood misses 3-pt shot from 26 ft
7:21.0,Defensive rebound by D. Lillard,,52-49,,
7:12.0,J. Nurkic misses 2-pt shot from 22 ft,,52-49,,
7:10.0,Offensive rebound by D. Lillard,,52-49,,
7:08.0,C. McCollum misses 3-pt shot from 25 ft,,52-49,,
7:05.0,,,52-49,,Defensive rebound by R. Gobert
6:57.0,,,52-51,2,D. Favors makes 2-pt shot from 1 ft (assist by R. Hood)
6:43.0,Shooting foul by R. Gobert (drawn by M. Harkless),,52-51,,
6:43.0,,,52-51,,Utah full timeout
6:43.0,,,52-51,,D. Mitchell enters the game for R. Rubio
6:43.0,M. Harkless makes free throw 1 of 2,1,53-51,,
6:43.0,M. Harkless makes free throw 2 of 2,1,54-51,,
6:27.0,,,54-53,2,J. Ingles makes 2-pt shot from 2 ft (assist by D. Mitchell)
6:07.0,J. Nurkic makes 2-pt shot from 1 ft (assist by C. McCollum),2,56-53,,
5:52.0,,,56-53,,J. Ingles misses 2-pt shot from 10 ft (block by A. Aminu)
5:51.0,Defensive rebound by A. Aminu,,56-53,,
5:51.0,,,56-53,,Personal foul by D. Mitchell (drawn by A. Aminu)
5:51.0,,,56-53,,A. Burks enters the game for R. Hood
5:39.0,J. Nurkic makes 2-pt shot from 2 ft (assist by D. Lillard),2,58-53,,
5:26.0,Personal foul by C. McCollum (drawn by J. Ingles),,58-53,,
5:26.0,,,58-53,,J. Jerebko enters the game for D. Favors
5:22.0,,,58-53,,J. Ingles misses 3-pt shot from 24 ft
5:18.0,Defensive rebound by C. McCollum,,58-53,,
5:10.0,C. McCollum misses 2-pt shot from 21 ft,,58-53,,
5:07.0,,,58-53,,Defensive rebound by J. Ingles
5:00.0,,,58-55,2,J. Ingles makes 2-pt shot from 2 ft
4:46.0,J. Nurkic makes 2-pt shot from 21 ft (assist by D. Lillard),2,60-55,,
4:23.0,,,60-55,,Shooting foul by A. Aminu (drawn by D. Mitchell)
4:23.0,,,60-56,1,D. Mitchell makes free throw 1 of 2
4:23.0,E. Turner enters the game for C. McCollum,,60-56,,
4:23.0,P. Connaughton enters the game for A. Aminu,,60-56,,
4:23.0,,,60-57,1,D. Mitchell makes free throw 2 of 2
4:00.0,E. Turner makes 2-pt shot from 11 ft,2,62-57,,
3:44.0,,,62-57,,Turnover by D. Mitchell (traveling)
3:44.0,,,62-57,,T. Sefolosha enters the game for J. Ingles
3:32.0,J. Nurkic misses 2-pt shot from 5 ft,,62-57,,
3:29.0,,,62-57,,Defensive rebound by T. Sefolosha
3:26.0,,,62-59,2,D. Mitchell makes 2-pt shot from 2 ft
3:26.0,,,62-59,,Shooting foul by J. Nurkic (drawn by D. Mitchell)
3:26.0,,,62-59,,E. Udoh enters the game for R. Gobert
3:26.0,E. Davis enters the game for J. Nurkic,,62-59,,
3:26.0,,,62-59,,D. Mitchell misses free throw 1 of 1
3:22.0,Defensive rebound by P. Connaughton,,62-59,,
3:08.0,D. Lillard misses 3-pt shot from 24 ft,,62-59,,
3:05.0,,,62-59,,Defensive rebound by A. Burks
2:52.0,,,62-62,3,T. Sefolosha makes 3-pt shot from 24 ft
2:51.0,Portland full timeout,,62-62,,
2:51.0,N. Vonleh enters the game for M. Harkless,,62-62,,
2:35.0,Shooting foul by E. Udoh (drawn by N. Vonleh),,62-62,,
2:35.0,N. Vonleh makes free throw 1 of 2,1,63-62,,
2:35.0,C. McCollum enters the game for D. Lillard,,63-62,,
2:35.0,N. Vonleh makes free throw 2 of 2,1,64-62,,
2:23.0,,,64-62,,D. Mitchell misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by C. McCollum,,64-62,,
2:11.0,,,64-62,,Shooting block foul by J. Jerebko (drawn by P. Connaughton)
2:11.0,P. Connaughton makes free throw 1 of 2,1,65-62,,
2:11.0,P. Connaughton makes free throw 2 of 2,1,66-62,,
2:02.0,,,66-62,,E. Udoh misses 2-pt shot from 2 ft (block by E. Davis)
1:59.0,Defensive rebound by C. McCollum,,66-62,,
1:52.0,Shooting foul by A. Burks (drawn by E. Davis),,66-62,,
1:52.0,E. Davis makes free throw 1 of 2,1,67-62,,
1:52.0,E. Davis misses free throw 2 of 2,,67-62,,
1:50.0,,,67-62,,Defensive rebound by T. Sefolosha
1:42.0,,,67-62,,D. Mitchell misses 2-pt shot from 3 ft
1:39.0,Defensive rebound by E. Turner,,67-62,,
1:24.0,E. Davis makes 2-pt shot from 1 ft (assist by P. Connaughton),2,69-62,,
0:58.0,,,69-62,,T. Sefolosha misses 2-pt shot from 12 ft
0:56.0,Defensive rebound by E. Davis,,69-62,,
0:35.0,Turnover by C. McCollum (lost ball; steal by A. Burks),,69-62,,
0:19.0,,,69-62,,R. Rubio enters the game for A. Burks
0:14.0,,,69-64,2,T. Sefolosha makes 2-pt shot from 12 ft (assist by J. Jerebko)
0:00.0,C. McCollum misses 2-pt shot from 3 ft,,69-64,,
0:00.0,,,69-64,,Defensive rebound by J. Jerebko
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,69-66,2,R. Rubio makes 2-pt shot from 12 ft
11:29.0,N. Vonleh makes 2-pt shot from 1 ft (assist by P. Connaughton),2,71-66,,
11:29.0,Shooting foul by R. Rubio (drawn by N. Vonleh),,71-66,,
11:29.0,,,71-66,,D. Favors enters the game for E. Udoh
11:29.0,N. Vonleh makes free throw 1 of 1,1,72-66,,
11:09.0,,,72-66,,R. Hood misses 2-pt shot from 20 ft
11:05.0,Defensive rebound by P. Connaughton,,72-66,,
10:58.0,C. McCollum misses 3-pt shot from 23 ft,,72-66,,
10:53.0,,,72-66,,Defensive rebound by T. Sefolosha
10:45.0,,,72-66,,R. Rubio misses 2-pt shot from 4 ft (block by E. Davis)
10:43.0,Defensive rebound by E. Davis,,72-66,,
10:33.0,,,72-66,,D. Mitchell enters the game for R. Hood
10:28.0,Turnover by C. McCollum (bad pass; steal by R. Rubio),,72-66,,
10:25.0,,,72-66,,Shooting foul by P. Connaughton (drawn by R. Rubio)
10:25.0,,,72-67,1,R. Rubio makes free throw 1 of 2
10:25.0,,,72-68,1,R. Rubio makes free throw 2 of 2
10:13.0,C. McCollum misses 2-pt shot from 18 ft,,72-68,,
10:10.0,,,72-68,,Defensive rebound by J. Jerebko
9:56.0,,,72-71,3,D. Mitchell makes 3-pt shot from 29 ft (assist by R. Rubio)
9:34.0,E. Davis misses 2-pt shot from 3 ft,,72-71,,
9:33.0,,,72-71,,Defensive rebound by J. Jerebko
9:29.0,,,72-74,3,R. Rubio makes 3-pt shot from 25 ft (assist by J. Jerebko)
9:28.0,Portland full timeout,,72-74,,
9:28.0,D. Lillard enters the game for C. McCollum,,72-74,,
9:28.0,A. Aminu enters the game for N. Vonleh,,72-74,,
9:17.0,,,72-74,,Violation by D. Favors (kicked ball)
9:03.0,E. Turner makes 2-pt shot from 10 ft,2,74-74,,
8:45.0,,,74-76,2,D. Mitchell makes 2-pt shot from 22 ft
8:23.0,D. Lillard makes 3-pt shot from 26 ft,3,77-76,,
7:58.0,,,77-76,,D. Mitchell misses 3-pt shot from 24 ft
7:55.0,Defensive rebound by E. Davis,,77-76,,
7:47.0,P. Connaughton misses 3-pt shot from 25 ft,,77-76,,
7:44.0,,,77-76,,Defensive rebound by T. Sefolosha
7:36.0,,,77-78,2,T. Sefolosha makes 2-pt shot from 10 ft
7:36.0,,,77-78,,Shooting foul by P. Connaughton (drawn by T. Sefolosha)
7:36.0,J. Nurkic enters the game for E. Davis,,77-78,,
7:36.0,,,77-79,1,T. Sefolosha makes free throw 1 of 1
7:18.0,D. Lillard makes 3-pt shot from 24 ft,3,80-79,,
6:52.0,,,80-82,3,J. Jerebko makes 3-pt shot from 25 ft (assist by D. Mitchell)
6:30.0,D. Lillard misses 3-pt shot from 28 ft,,80-82,,
6:28.0,,,80-82,,Defensive rebound by J. Jerebko
6:20.0,,,80-82,,T. Sefolosha misses 3-pt shot from 23 ft
6:15.0,,,80-82,,Offensive rebound by R. Rubio
6:10.0,,,80-82,,T. Sefolosha misses 2-pt shot from 21 ft
6:08.0,Defensive rebound by D. Lillard,,80-82,,
6:03.0,,,80-82,,Loose ball foul by T. Sefolosha (drawn by D. Lillard)
6:03.0,,,80-82,,J. Ingles enters the game for J. Jerebko
6:03.0,,,80-82,,R. Gobert enters the game for T. Sefolosha
6:03.0,C. McCollum enters the game for P. Connaughton,,80-82,,
5:56.0,J. Nurkic makes 2-pt shot from 2 ft (assist by E. Turner),2,82-82,,
