time,Oklahoma City,pts.away,score,pts.home,Minnesota
8:49.0,,,25-25,,Shooting foul by R. Felton (drawn by G. Dieng)
8:49.0,,,25-26,1,G. Dieng makes free throw 1 of 2
8:49.0,,,25-26,,J. Butler enters the game for M. Georges-Hunt
8:49.0,R. Westbrook enters the game for R. Felton,,25-26,,
8:49.0,,,25-27,1,G. Dieng makes free throw 2 of 2
8:37.0,T. Ferguson misses 3-pt shot from 25 ft,,25-27,,
8:34.0,,,25-27,,Defensive rebound by N. Bjelica
8:30.0,,,25-27,,T. Jones misses 3-pt shot from 25 ft
8:27.0,Defensive rebound by P. George,,25-27,,
8:17.0,Turnover by J. Grant (bad pass; steal by J. Butler),,25-27,,
8:08.0,,,25-27,,J. Crawford misses 3-pt shot from 24 ft
8:05.0,Defensive rebound by J. Grant,,25-27,,
8:03.0,,,25-27,,Personal take foul by J. Crawford (drawn by R. Westbrook)
8:03.0,Oklahoma City full timeout,,25-27,,
8:03.0,,,25-27,,A. Wiggins enters the game for T. Jones
8:03.0,,,25-27,,K. Towns enters the game for G. Dieng
8:03.0,C. Anthony enters the game for J. Grant,,25-27,,
8:03.0,S. Adams enters the game for P. Patterson,,25-27,,
7:58.0,Shooting foul by K. Towns (drawn by R. Westbrook),,25-27,,
7:58.0,R. Westbrook makes free throw 1 of 2,1,26-27,,
7:58.0,R. Westbrook misses free throw 2 of 2,,26-27,,
7:55.0,Offensive rebound by R. Westbrook,,26-27,,
7:53.0,R. Westbrook makes 2-pt shot from 1 ft,2,28-27,,
7:30.0,,,28-30,3,N. Bjelica makes 3-pt shot from 24 ft (assist by K. Towns)
7:13.0,,,28-30,,Personal foul by A. Wiggins (drawn by P. George)
7:06.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,30-30,,
6:56.0,,,30-30,,K. Towns misses 3-pt shot from 24 ft
6:52.0,Defensive rebound by R. Westbrook,,30-30,,
6:47.0,S. Adams misses 2-pt shot from 4 ft,,30-30,,
6:45.0,Offensive rebound by R. Westbrook,,30-30,,
6:42.0,R. Westbrook misses 2-pt shot from 15 ft,,30-30,,
6:42.0,Offensive rebound by S. Adams,,30-30,,
6:35.0,Oklahoma City full timeout,,30-30,,
6:27.0,C. Anthony misses 2-pt shot from 13 ft,,30-30,,
6:23.0,,,30-30,,Defensive rebound by N. Bjelica
6:09.0,,,30-30,,A. Wiggins misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by P. George,,30-30,,
5:51.0,Shooting foul by N. Bjelica (drawn by C. Anthony),,30-30,,
5:51.0,C. Anthony makes free throw 1 of 2,1,31-30,,
5:51.0,,,31-30,,J. Teague enters the game for N. Bjelica
5:51.0,,,31-30,,T. Gibson enters the game for J. Crawford
5:51.0,C. Anthony misses free throw 2 of 2,,31-30,,
5:49.0,,,31-30,,Defensive rebound by T. Gibson
5:35.0,,,31-33,3,K. Towns makes 3-pt shot from 24 ft (assist by J. Butler)
5:17.0,R. Westbrook misses 2-pt shot from 14 ft,,31-33,,
5:13.0,,,31-33,,Defensive rebound by K. Towns
5:05.0,,,31-33,,Shooting foul by P. George (drawn by K. Towns)
5:05.0,,,31-34,1,K. Towns makes free throw 1 of 2
5:05.0,J. Grant enters the game for P. George,,31-34,,
5:05.0,,,31-35,1,K. Towns makes free throw 2 of 2
4:50.0,C. Anthony misses 2-pt shot from 20 ft,,31-35,,
4:47.0,Offensive rebound by J. Grant,,31-35,,
4:39.0,R. Westbrook makes 2-pt shot from 19 ft,2,33-35,,
4:30.0,,,33-35,,Shooting foul by S. Adams (drawn by J. Butler)
4:30.0,,,33-36,1,J. Butler makes free throw 1 of 2
4:30.0,,,33-37,1,J. Butler makes free throw 2 of 2
4:18.0,R. Westbrook makes 2-pt shot from 1 ft,2,35-37,,
4:18.0,Shooting foul by K. Towns (drawn by R. Westbrook),,35-37,,
4:18.0,R. Westbrook makes free throw 1 of 1,1,36-37,,
4:11.0,,,36-39,2,A. Wiggins makes 2-pt shot at rim (assist by J. Teague)
4:11.0,,,36-39,,Shooting foul by J. Grant (drawn by A. Wiggins)
4:11.0,P. George enters the game for T. Ferguson,,36-39,,
4:11.0,,,36-40,1,A. Wiggins makes free throw 1 of 1
3:51.0,C. Anthony makes 2-pt shot from 17 ft (assist by R. Westbrook),2,38-40,,
3:35.0,,,38-42,2,A. Wiggins makes 2-pt shot from 19 ft (assist by T. Gibson)
3:18.0,S. Adams makes 2-pt shot from 1 ft (assist by P. George),2,40-42,,
3:18.0,Shooting foul by T. Gibson (drawn by S. Adams),,40-42,,
3:18.0,S. Adams makes free throw 1 of 1,1,41-42,,
2:59.0,,,41-42,,J. Butler misses 3-pt shot from 24 ft
2:55.0,Defensive rebound by R. Westbrook,,41-42,,
2:44.0,P. George misses 2-pt shot from 17 ft,,41-42,,
2:42.0,,,41-42,,Defensive rebound by J. Teague
2:37.0,,,41-42,,Turnover by J. Teague (bad pass)
2:15.0,Offensive charge foul by P. George (drawn by J. Teague),,41-42,,
2:15.0,Turnover by P. George (offensive foul),,41-42,,
1:55.0,Personal foul by J. Grant (drawn by A. Wiggins),,41-42,,
1:55.0,,,41-43,1,A. Wiggins makes free throw 1 of 2
1:55.0,J. Huestis enters the game for P. George,,41-43,,
1:55.0,,,41-43,,A. Wiggins misses free throw 2 of 2
1:52.0,Defensive rebound by R. Westbrook,,41-43,,
1:40.0,R. Westbrook misses 2-pt shot from 20 ft,,41-43,,
1:37.0,,,41-43,,Defensive rebound by K. Towns
1:33.0,,,41-43,,J. Teague misses 2-pt shot from 13 ft
1:29.0,,,41-43,,Offensive rebound by K. Towns
1:27.0,,,41-45,2,K. Towns makes 2-pt shot from 5 ft
1:14.0,C. Anthony makes 3-pt shot from 22 ft (assist by J. Grant),3,44-45,,
1:05.0,,,44-47,2,J. Teague makes 2-pt shot from 1 ft
0:52.0,C. Anthony misses 2-pt shot from 21 ft,,44-47,,
0:49.0,Offensive rebound by S. Adams,,44-47,,
0:48.0,,,44-47,,Personal foul by T. Gibson (drawn by S. Adams)
0:48.0,S. Adams makes free throw 1 of 2,1,45-47,,
0:48.0,,,45-47,,N. Bjelica enters the game for T. Gibson
0:48.0,S. Adams misses free throw 2 of 2,,45-47,,
0:47.0,,,45-47,,Defensive rebound by K. Towns
0:24.0,,,45-47,,J. Butler misses 2-pt shot at rim
0:24.0,,,45-47,,Offensive rebound by K. Towns
0:24.0,,,45-47,,Turnover by Team (shot clock)
0:02.0,C. Anthony makes 2-pt shot at rim (assist by R. Westbrook),2,47-47,,
0:00.0,,,47-47,,A. Wiggins misses 3-pt shot from 33 ft
0:00.0,,,47-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,47-47,,T. Gibson misses 2-pt shot from 17 ft
11:42.0,Defensive rebound by P. George,,47-47,,
11:23.0,C. Anthony misses 2-pt shot from 19 ft,,47-47,,
11:20.0,,,47-47,,Defensive rebound by J. Butler
11:07.0,,,47-49,2,A. Wiggins makes 2-pt shot from 13 ft (assist by J. Butler)
10:51.0,T. Ferguson misses 3-pt shot from 22 ft,,47-49,,
10:49.0,Offensive rebound by S. Adams,,47-49,,
10:46.0,R. Westbrook makes 2-pt shot from 14 ft (assist by P. George),2,49-49,,
10:25.0,,,49-49,,Offensive foul by J. Teague (drawn by R. Westbrook)
10:25.0,,,49-49,,Turnover by J. Teague (offensive foul)
10:07.0,P. George makes 2-pt shot from 18 ft,2,51-49,,
9:41.0,,,51-52,3,J. Teague makes 3-pt shot from 26 ft (assist by J. Butler)
9:26.0,C. Anthony misses 3-pt shot from 25 ft,,51-52,,
9:24.0,,,51-52,,Defensive rebound by A. Wiggins
9:19.0,,,51-54,2,K. Towns makes 2-pt shot at rim (assist by A. Wiggins)
9:00.0,T. Ferguson misses 3-pt shot from 23 ft (block by J. Teague),,51-54,,
8:56.0,Offensive rebound by T. Ferguson,,51-54,,
8:52.0,P. George misses 2-pt shot from 14 ft,,51-54,,
8:51.0,,,51-54,,Defensive rebound by Team
8:30.0,,,51-54,,Shooting foul by T. Ferguson (drawn by J. Teague)
8:30.0,,,51-54,,J. Teague misses free throw 1 of 2
8:30.0,,,51-54,,Offensive rebound by Team
8:30.0,,,51-55,1,J. Teague makes free throw 2 of 2
8:19.0,R. Westbrook makes 2-pt shot from 16 ft,2,53-55,,
7:57.0,,,53-57,2,J. Teague makes 2-pt shot from 4 ft
7:43.0,R. Westbrook misses 2-pt shot from 16 ft,,53-57,,
7:41.0,,,53-57,,Defensive rebound by A. Wiggins
7:28.0,,,53-59,2,J. Butler makes 2-pt shot from 15 ft
7:05.0,P. George misses 2-pt shot from 11 ft,,53-59,,
7:02.0,,,53-59,,Defensive rebound by K. Towns
6:58.0,,,53-61,2,J. Butler makes 2-pt shot from 1 ft
6:58.0,Oklahoma City full timeout,,53-61,,
6:58.0,J. Grant enters the game for T. Ferguson,,53-61,,
6:47.0,P. George misses 3-pt shot from 22 ft,,53-61,,
6:43.0,,,53-61,,Defensive rebound by K. Towns
6:29.0,,,53-61,,Turnover by J. Teague (bad pass; steal by S. Adams)
6:27.0,Shooting foul by A. Wiggins (drawn by P. George),,53-61,,
6:27.0,P. George makes free throw 1 of 2,1,54-61,,
6:27.0,P. George makes free throw 2 of 2,1,55-61,,
6:05.0,,,55-64,3,A. Wiggins makes 3-pt shot from 25 ft
5:41.0,C. Anthony misses 2-pt shot from 4 ft (block by J. Butler),,55-64,,
5:38.0,,,55-64,,Defensive rebound by J. Butler
5:36.0,,,55-64,,Shooting foul by J. Grant (drawn by J. Butler)
5:36.0,,,55-65,1,J. Butler makes free throw 1 of 2
5:36.0,,,55-66,1,J. Butler makes free throw 2 of 2
5:29.0,Turnover by S. Adams (out of bounds lost ball),,55-66,,
5:10.0,,,55-66,,Turnover by J. Butler (bad pass; steal by S. Adams)
5:05.0,R. Westbrook makes 2-pt shot from 1 ft,2,57-66,,
4:45.0,,,57-68,2,A. Wiggins makes 2-pt shot from 19 ft (assist by J. Butler)
4:28.0,J. Huestis enters the game for P. George,,57-68,,
4:18.0,Shooting foul by T. Gibson (drawn by S. Adams),,57-68,,
4:18.0,S. Adams makes free throw 1 of 2,1,58-68,,
4:18.0,,,58-68,,G. Dieng enters the game for K. Towns
4:18.0,S. Adams makes free throw 2 of 2,1,59-68,,
4:02.0,Personal foul by J. Grant (drawn by G. Dieng),,59-68,,
3:48.0,,,59-68,,A. Wiggins misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by R. Westbrook,,59-68,,
3:38.0,R. Westbrook makes 2-pt shot from 1 ft,2,61-68,,
3:37.0,,,61-68,,Minnesota full timeout
3:37.0,,,61-68,,T. Jones enters the game for J. Teague
3:37.0,T. Ferguson enters the game for J. Grant,,61-68,,
3:18.0,,,61-68,,Turnover by A. Wiggins (lost ball; steal by R. Westbrook)
3:13.0,R. Westbrook misses 2-pt shot from 1 ft,,61-68,,
3:12.0,,,61-68,,Defensive rebound by A. Wiggins
3:00.0,,,61-68,,Shooting foul by T. Ferguson (drawn by J. Butler)
3:00.0,,,61-69,1,J. Butler makes free throw 1 of 2
3:00.0,,,61-69,,M. Georges-Hunt enters the game for T. Gibson
3:00.0,P. George enters the game for T. Ferguson,,61-69,,
3:00.0,,,61-70,1,J. Butler makes free throw 2 of 2
2:41.0,C. Anthony misses 3-pt shot from 25 ft,,61-70,,
2:37.0,,,61-70,,Defensive rebound by J. Butler
2:31.0,,,61-70,,Shooting foul by S. Adams (drawn by J. Butler)
2:31.0,,,61-71,1,J. Butler makes free throw 1 of 2
2:31.0,R. Felton enters the game for R. Westbrook,,61-71,,
2:31.0,,,61-72,1,J. Butler makes free throw 2 of 2
2:19.0,P. George misses 2-pt shot from 20 ft,,61-72,,
2:15.0,,,61-72,,Defensive rebound by J. Butler
2:10.0,,,61-72,,Shooting foul by J. Huestis (drawn by M. Georges-Hunt)
2:10.0,,,61-72,,M. Georges-Hunt misses free throw 1 of 2
2:10.0,,,61-72,,Offensive rebound by Team
2:10.0,,,61-72,,J. Crawford enters the game for J. Butler
2:10.0,,,61-72,,M. Georges-Hunt misses free throw 2 of 2
2:08.0,Defensive rebound by S. Adams,,61-72,,
1:53.0,Shooting foul by M. Georges-Hunt (drawn by C. Anthony),,61-72,,
1:53.0,C. Anthony makes free throw 1 of 2,1,62-72,,
1:53.0,P. Patterson enters the game for S. Adams,,62-72,,
1:53.0,C. Anthony makes free throw 2 of 2,1,63-72,,
1:36.0,,,63-72,,T. Jones misses 2-pt shot from 2 ft (block by J. Huestis)
1:33.0,,,63-72,,Offensive rebound by M. Georges-Hunt
1:32.0,,,63-74,2,M. Georges-Hunt makes 2-pt shot from 2 ft
1:08.0,C. Anthony misses 2-pt shot from 15 ft,,63-74,,
1:04.0,Offensive rebound by J. Huestis,,63-74,,
1:04.0,J. Huestis makes 2-pt shot at rim,2,65-74,,
0:53.0,,,65-76,2,G. Dieng makes 2-pt shot at rim (assist by J. Crawford)
0:41.0,Turnover by R. Felton (bad pass; steal by G. Dieng),,65-76,,
0:37.0,,,65-76,,G. Dieng misses 2-pt shot from 4 ft
0:29.0,,,65-76,,Offensive rebound by M. Georges-Hunt
0:29.0,,,65-76,,M. Georges-Hunt misses 2-pt shot at rim
0:29.0,Defensive rebound by P. George,,65-76,,
0:27.0,C. Anthony misses 2-pt shot from 18 ft,,65-76,,
0:24.0,,,65-76,,Defensive rebound by M. Georges-Hunt
0:05.0,,,65-76,,J. Crawford misses 2-pt shot from 6 ft
0:02.0,Defensive rebound by P. George,,65-76,,
0:00.0,P. George misses 3-pt shot from 35 ft,,65-76,,
0:00.0,Offensive rebound by Team,,65-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,P. George makes 2-pt shot at rim (assist by P. Patterson),2,67-76,,
11:19.0,,,67-78,2,A. Wiggins makes 2-pt shot from 4 ft (assist by G. Dieng)
10:59.0,P. George makes 2-pt shot from 1 ft,2,69-78,,
10:38.0,,,69-78,,A. Wiggins misses 3-pt shot from 28 ft
10:35.0,,,69-78,,Offensive rebound by Team
10:26.0,,,69-80,2,J. Crawford makes 2-pt shot from 12 ft (assist by T. Jones)
9:58.0,J. Huestis misses 2-pt shot from 3 ft (block by G. Dieng),,69-80,,
9:58.0,Offensive rebound by Team,,69-80,,
9:58.0,Turnover by Team (shot clock),,69-80,,
9:48.0,,,69-80,,G. Dieng misses 2-pt shot from 3 ft
9:46.0,Defensive rebound by J. Huestis,,69-80,,
9:37.0,Turnover by R. Felton (lost ball; steal by G. Dieng),,69-80,,
9:37.0,,,69-80,,Minnesota full timeout
9:37.0,,,69-80,,J. Butler enters the game for M. Georges-Hunt
9:37.0,R. Westbrook enters the game for A. Abrines,,69-80,,
9:20.0,,,69-80,,J. Crawford misses 2-pt shot from 21 ft
9:17.0,Defensive rebound by P. Patterson,,69-80,,
9:06.0,R. Westbrook makes 2-pt shot at rim,2,71-80,,
8:49.0,,,71-80,,Turnover by G. Dieng (traveling)
8:49.0,,,71-80,,K. Towns enters the game for G. Dieng
8:41.0,Turnover by R. Westbrook (bad pass; steal by T. Jones),,71-80,,
8:37.0,,,71-80,,T. Jones misses 2-pt shot from 3 ft (block by P. George)
8:37.0,,,71-80,,Offensive rebound by Team
8:37.0,S. Adams enters the game for P. Patterson,,71-80,,
8:34.0,,,71-83,3,K. Towns makes 3-pt shot from 25 ft (assist by J. Crawford)
8:19.0,R. Felton misses 2-pt shot from 12 ft,,71-83,,
8:16.0,,,71-83,,Defensive rebound by K. Towns
8:06.0,,,71-86,3,T. Jones makes 3-pt shot from 22 ft (assist by J. Butler)
7:55.0,R. Westbrook makes 3-pt shot from 25 ft,3,74-86,,
7:34.0,,,74-86,,Turnover by J. Butler (bad pass)
7:30.0,R. Felton misses 3-pt shot from 25 ft,,74-86,,
7:29.0,,,74-86,,Defensive rebound by Team
7:14.0,,,74-86,,K. Towns misses 2-pt shot from 2 ft
7:12.0,Defensive rebound by S. Adams,,74-86,,
7:09.0,R. Westbrook misses 3-pt shot from 24 ft,,74-86,,
7:06.0,,,74-86,,Defensive rebound by K. Towns
6:53.0,,,74-86,,J. Butler misses 2-pt shot from 1 ft
6:50.0,Defensive rebound by J. Huestis,,74-86,,
6:38.0,Shooting foul by A. Wiggins (drawn by R. Westbrook),,74-86,,
6:38.0,R. Westbrook makes free throw 1 of 2,1,75-86,,
6:38.0,R. Westbrook misses free throw 2 of 2,,75-86,,
6:35.0,,,75-86,,Defensive rebound by J. Butler
6:14.0,,,75-86,,J. Butler misses 2-pt shot from 8 ft
6:08.0,,,75-86,,Offensive rebound by K. Towns
6:08.0,,,75-88,2,K. Towns makes 2-pt shot at rim
6:08.0,Oklahoma City full timeout,,75-88,,
6:00.0,R. Westbrook makes 2-pt shot from 9 ft,2,77-88,,
5:34.0,,,77-90,2,J. Butler makes 2-pt shot from 18 ft
5:07.0,P. George makes 3-pt shot from 22 ft (assist by R. Felton),3,80-90,,
4:41.0,,,80-90,,Turnover by J. Butler (bad pass; steal by R. Westbrook)
4:41.0,,,80-90,,Personal foul by T. Jones (drawn by R. Westbrook)
4:41.0,,,80-90,,J. Teague enters the game for T. Jones
4:41.0,,,80-90,,T. Gibson enters the game for J. Crawford
4:41.0,C. Anthony enters the game for J. Huestis,,80-90,,
4:36.0,Turnover by R. Westbrook (turnover),,80-90,,
4:14.0,,,80-90,,Shooting foul by P. George (drawn by J. Butler)
4:14.0,,,80-91,1,J. Butler makes free throw 1 of 2
4:14.0,,,80-92,1,J. Butler makes free throw 2 of 2
4:09.0,R. Westbrook makes 2-pt shot from 1 ft,2,82-92,,
4:09.0,Shooting foul by K. Towns (drawn by R. Westbrook),,82-92,,
4:09.0,R. Westbrook makes free throw 1 of 1,1,83-92,,
3:45.0,,,83-94,2,J. Butler makes 2-pt shot from 22 ft
3:34.0,R. Westbrook misses 2-pt shot from 18 ft,,83-94,,
3:33.0,,,83-94,,Defensive rebound by J. Teague
3:27.0,,,83-96,2,T. Gibson makes 2-pt shot from 1 ft (assist by J. Teague)
3:26.0,Oklahoma City full timeout,,83-96,,
3:15.0,Turnover by P. George (bad pass; steal by J. Butler),,83-96,,
3:14.0,Jump ball: T. Gibson vs. R. Westbrook,,,,Jump ball: T. Gibson vs. R. Westbrook
3:14.0,,,83-96,,Turnover by T. Gibson (bad pass; steal by R. Westbrook)
3:09.0,C. Anthony misses 2-pt shot from 16 ft,,83-96,,
3:05.0,,,83-96,,Defensive rebound by J. Teague
