time,Portland,pts.away,score,pts.home,LA Lakers
8:58.0,Defensive rebound by D. Lillard,,5-4,,
8:48.0,Turnover by A. Aminu (bad pass; steal by K. Caldwell-Pope),,5-4,,
8:44.0,,,5-6,2,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by K. Kuzma)
8:22.0,J. Nurkic makes 2-pt shot from 2 ft (assist by C. McCollum),2,7-6,,
8:08.0,,,7-6,,L. Ball misses 3-pt shot from 26 ft
8:05.0,Defensive rebound by J. Nurkic,,7-6,,
7:59.0,Turnover by E. Turner (step out of bounds),,7-6,,
7:47.0,,,7-6,,B. Lopez misses 3-pt shot from 27 ft
7:42.0,Defensive rebound by C. McCollum,,7-6,,
7:39.0,J. Nurkic makes 2-pt shot from 4 ft (assist by C. McCollum),2,9-6,,
7:21.0,,,9-6,,K. Caldwell-Pope misses 2-pt shot from 13 ft
7:21.0,Defensive rebound by A. Aminu,,9-6,,
7:07.0,,,9-6,,Personal foul by L. Ball (drawn by D. Lillard)
7:00.0,D. Lillard misses 3-pt shot from 25 ft,,9-6,,
6:58.0,,,9-6,,Defensive rebound by K. Kuzma
6:47.0,,,9-6,,J. Randle misses 2-pt shot from 1 ft
6:45.0,Defensive rebound by J. Nurkic,,9-6,,
6:31.0,J. Nurkic misses 2-pt shot from 9 ft,,9-6,,
6:27.0,,,9-6,,Defensive rebound by K. Kuzma
6:12.0,,,9-6,,B. Lopez misses 2-pt shot from 13 ft
6:09.0,Defensive rebound by D. Lillard,,9-6,,
6:04.0,Shooting foul by L. Ball (drawn by C. McCollum),,9-6,,
6:04.0,,,9-6,,LA Lakers full timeout
6:04.0,,,9-6,,I. Thomas enters the game for L. Ball
6:04.0,C. McCollum makes free throw 1 of 2,1,10-6,,
6:04.0,C. McCollum makes free throw 2 of 2,1,11-6,,
5:51.0,Personal foul by D. Lillard (drawn by I. Thomas),,11-6,,
5:34.0,,,11-8,2,J. Randle makes 2-pt shot from 2 ft (assist by I. Thomas)
5:25.0,Turnover by J. Nurkic (bad pass; steal by B. Lopez),,11-8,,
5:25.0,Personal foul by A. Aminu (drawn by J. Randle),,11-8,,
5:16.0,Personal foul by J. Nurkic (drawn by B. Lopez),,11-8,,
5:12.0,,,11-10,2,K. Caldwell-Pope makes 2-pt shot from 15 ft (assist by I. Thomas)
4:52.0,E. Turner misses 2-pt shot from 13 ft,,11-10,,
4:50.0,,,11-10,,Defensive rebound by K. Caldwell-Pope
4:29.0,,,11-10,,I. Thomas misses 2-pt shot from 12 ft
4:27.0,Defensive rebound by J. Nurkic,,11-10,,
4:20.0,A. Aminu makes 3-pt shot from 26 ft (assist by C. McCollum),3,14-10,,
4:02.0,,,14-13,3,B. Lopez makes 3-pt shot from 26 ft (assist by J. Randle)
3:44.0,J. Nurkic makes 2-pt shot from 1 ft (assist by C. McCollum),2,16-13,,
3:27.0,,,16-13,,I. Thomas misses 3-pt shot from 25 ft
3:25.0,Defensive rebound by A. Aminu,,16-13,,
3:18.0,C. McCollum misses 2-pt shot from 8 ft,,16-13,,
3:15.0,,,16-13,,Defensive rebound by J. Randle
3:11.0,,,16-13,,Turnover by K. Caldwell-Pope (lost ball; steal by C. McCollum)
3:09.0,Shooting foul by K. Caldwell-Pope (drawn by C. McCollum),,16-13,,
3:09.0,,,16-13,,Technical foul by K. Caldwell-Pope
3:09.0,D. Lillard makes technical free throw,1,17-13,,
3:09.0,C. McCollum makes free throw 1 of 2,1,18-13,,
3:09.0,,,18-13,,LA Lakers full timeout
3:09.0,,,18-13,,I. Zubac enters the game for B. Lopez
3:09.0,E. Davis enters the game for D. Lillard,,18-13,,
3:09.0,P. Connaughton enters the game for E. Turner,,18-13,,
3:09.0,S. Napier enters the game for J. Nurkic,,18-13,,
3:09.0,C. McCollum makes free throw 2 of 2,1,19-13,,
2:55.0,,,19-13,,I. Zubac misses 2-pt shot from 11 ft
2:53.0,Defensive rebound by S. Napier,,19-13,,
2:48.0,C. McCollum makes 3-pt shot from 24 ft,3,22-13,,
2:32.0,,,22-13,,Turnover by K. Kuzma (lost ball; steal by S. Napier)
2:18.0,C. McCollum makes 2-pt shot from 2 ft,2,24-13,,
2:08.0,,,24-15,2,I. Thomas makes 2-pt shot from 16 ft
1:47.0,C. McCollum misses 2-pt shot from 8 ft,,24-15,,
1:45.0,,,24-15,,Defensive rebound by K. Kuzma
1:38.0,,,24-17,2,J. Randle makes 2-pt shot from 1 ft
1:20.0,Shooting foul by I. Thomas (drawn by S. Napier),,24-17,,
1:20.0,S. Napier misses free throw 1 of 2,,24-17,,
1:20.0,Offensive rebound by Team,,24-17,,
1:20.0,,,24-17,,T. Ennis enters the game for K. Kuzma
1:20.0,,,24-17,,T. Wear enters the game for J. Randle
1:20.0,D. Lillard enters the game for C. McCollum,,24-17,,
1:20.0,Z. Collins enters the game for A. Aminu,,24-17,,
1:20.0,S. Napier makes free throw 2 of 2,1,25-17,,
0:58.0,,,25-20,3,I. Thomas makes 3-pt shot from 25 ft
0:43.0,D. Lillard misses 2-pt shot from 1 ft,,25-20,,
0:40.0,,,25-20,,Defensive rebound by T. Wear
0:38.0,,,25-20,,Shooting foul by P. Connaughton (drawn by I. Zubac)
0:38.0,,,25-21,1,I. Zubac makes free throw 1 of 2
0:38.0,,,25-22,1,I. Zubac makes free throw 2 of 2
0:27.0,E. Davis makes 2-pt shot from 4 ft (assist by D. Lillard),2,27-22,,
0:08.0,,,27-22,,I. Thomas misses 3-pt shot from 27 ft
0:08.0,,,27-22,,Offensive rebound by I. Zubac
0:08.0,,,27-24,2,I. Zubac makes 2-pt shot from 2 ft
0:00.0,E. Davis misses 2-pt shot from 10 ft,,27-24,,
0:00.0,Offensive rebound by Team,,27-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,D. Lillard makes 2-pt shot from 15 ft (assist by P. Connaughton),2,29-24,,
11:37.0,Personal foul by Z. Collins (drawn by T. Wear),,29-24,,
11:30.0,Personal foul by S. Napier (drawn by I. Thomas),,29-24,,
11:17.0,,,29-24,,T. Wear misses 3-pt shot from 25 ft
11:13.0,Defensive rebound by E. Davis,,29-24,,
11:08.0,D. Lillard makes 2-pt shot from 19 ft,2,31-24,,
11:08.0,Shooting foul by T. Wear (drawn by D. Lillard),,31-24,,
11:08.0,D. Lillard makes free throw 1 of 1,1,32-24,,
10:51.0,,,32-24,,L. Ball misses 2-pt shot from 13 ft
10:48.0,Defensive rebound by S. Napier,,32-24,,
10:38.0,D. Lillard makes 2-pt shot from 13 ft,2,34-24,,
10:26.0,,,34-24,,I. Thomas misses 2-pt shot from 16 ft
10:23.0,Defensive rebound by Z. Collins,,34-24,,
10:14.0,P. Connaughton misses 2-pt shot from 17 ft,,34-24,,
10:11.0,,,34-24,,Defensive rebound by T. Wear
10:04.0,,,34-27,3,T. Wear makes 3-pt shot from 26 ft (assist by T. Ennis)
9:43.0,S. Napier makes 2-pt shot from 18 ft (assist by Z. Collins),2,36-27,,
9:32.0,,,36-27,,Shooting foul by Z. Collins (drawn by L. Ball)
9:32.0,,,36-27,,L. Ball misses free throw 1 of 3
9:32.0,,,36-27,,Offensive rebound by Team
9:32.0,,,36-27,,L. Ball misses free throw 2 of 3
9:32.0,,,36-27,,Offensive rebound by Team
9:32.0,,,36-28,1,L. Ball makes free throw 3 of 3
9:13.0,S. Napier makes 2-pt shot from 16 ft,2,38-28,,
9:06.0,Personal foul by P. Connaughton (drawn by L. Ball),,38-28,,
9:01.0,,,38-30,2,T. Wear makes 2-pt shot from 19 ft (assist by T. Ennis)
8:45.0,E. Davis makes 2-pt shot from 2 ft (assist by D. Lillard),2,40-30,,
8:36.0,,,40-32,2,I. Thomas makes 2-pt shot from 1 ft
8:14.0,E. Davis makes 2-pt shot from 6 ft (assist by P. Connaughton),2,42-32,,
7:59.0,,,42-32,,I. Thomas misses 3-pt shot from 24 ft
7:55.0,Defensive rebound by E. Davis,,42-32,,
7:47.0,Shooting foul by I. Zubac (drawn by D. Lillard),,42-32,,
7:47.0,D. Lillard misses free throw 1 of 2,,42-32,,
7:47.0,Offensive rebound by Team,,42-32,,
7:47.0,,,42-32,,K. Kuzma enters the game for T. Ennis
7:47.0,D. Lillard makes free throw 2 of 2,1,43-32,,
7:38.0,,,43-32,,I. Thomas misses 2-pt shot from 2 ft
7:35.0,Defensive rebound by E. Davis,,43-32,,
7:32.0,P. Connaughton makes 3-pt shot from 24 ft (assist by D. Lillard),3,46-32,,
7:31.0,,,46-32,,LA Lakers full timeout
7:31.0,,,46-32,,K. Caldwell-Pope enters the game for I. Thomas
7:31.0,,,46-32,,J. Randle enters the game for I. Zubac
7:13.0,,,46-34,2,J. Randle makes 2-pt shot from 3 ft (assist by K. Kuzma)
6:48.0,Turnover by D. Lillard (bad pass; steal by K. Caldwell-Pope),,46-34,,
6:43.0,,,46-37,3,K. Kuzma makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope)
6:17.0,Z. Collins misses 3-pt shot from 25 ft,,46-37,,
6:16.0,,,46-37,,Defensive rebound by K. Caldwell-Pope
6:05.0,,,46-40,3,L. Ball makes 3-pt shot from 26 ft (assist by K. Caldwell-Pope)
6:04.0,Portland full timeout,,46-40,,
6:04.0,J. Nurkic enters the game for D. Lillard,,46-40,,
6:04.0,A. Aminu enters the game for P. Connaughton,,46-40,,
6:04.0,C. McCollum enters the game for E. Davis,,46-40,,
6:04.0,E. Turner enters the game for Z. Collins,,46-40,,
5:53.0,,,46-40,,Personal foul by T. Wear (drawn by A. Aminu)
5:40.0,J. Nurkic misses 2-pt shot from 6 ft,,46-40,,
5:37.0,,,46-40,,Defensive rebound by T. Wear
5:22.0,,,46-40,,L. Ball misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by A. Aminu,,46-40,,
5:13.0,Shooting foul by L. Ball (drawn by E. Turner),,46-40,,
5:13.0,E. Turner makes free throw 1 of 2,1,47-40,,
5:13.0,,,47-40,,I. Thomas enters the game for L. Ball
5:13.0,,,47-40,,B. Lopez enters the game for T. Wear
5:13.0,E. Turner makes free throw 2 of 2,1,48-40,,
4:59.0,,,48-42,2,K. Kuzma makes 2-pt shot from 10 ft (assist by I. Thomas)
4:44.0,S. Napier misses 3-pt shot from 25 ft,,48-42,,
4:40.0,,,48-42,,Defensive rebound by J. Randle
4:31.0,,,48-42,,J. Randle misses 2-pt shot from 5 ft
4:27.0,Defensive rebound by J. Nurkic,,48-42,,
4:24.0,C. McCollum makes 2-pt shot from 13 ft,2,50-42,,
4:08.0,,,50-44,2,B. Lopez makes 2-pt shot from 2 ft
3:53.0,A. Aminu misses 2-pt shot from 3 ft,,50-44,,
3:52.0,Offensive rebound by Team,,50-44,,
3:44.0,A. Aminu misses 3-pt shot from 26 ft,,50-44,,
3:44.0,,,50-44,,Defensive rebound by Team
3:44.0,Loose ball foul by J. Nurkic (drawn by B. Lopez),,50-44,,
3:44.0,,,50-45,1,B. Lopez makes free throw 1 of 2
3:44.0,,,50-46,1,B. Lopez makes free throw 2 of 2
3:27.0,Shooting foul by J. Randle (drawn by C. McCollum),,50-46,,
3:27.0,C. McCollum makes free throw 1 of 3,1,51-46,,
3:27.0,C. McCollum makes free throw 2 of 3,1,52-46,,
3:27.0,C. McCollum misses free throw 3 of 3,,52-46,,
3:24.0,,,52-46,,Defensive rebound by J. Randle
3:10.0,,,52-49,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by I. Thomas)
2:51.0,Turnover by A. Aminu (traveling),,52-49,,
2:51.0,D. Lillard enters the game for S. Napier,,52-49,,
2:39.0,,,52-49,,I. Thomas misses 2-pt shot from 14 ft
2:35.0,,,52-49,,Offensive rebound by B. Lopez
2:32.0,Shooting block foul by J. Nurkic (drawn by I. Thomas),,52-49,,
2:32.0,,,52-50,1,I. Thomas makes free throw 1 of 2
2:32.0,M. Leonard enters the game for J. Nurkic,,52-50,,
2:32.0,,,52-51,1,I. Thomas makes free throw 2 of 2
2:18.0,Offensive foul by A. Aminu (drawn by K. Caldwell-Pope),,52-51,,
2:18.0,Turnover by A. Aminu (offensive foul),,52-51,,
2:18.0,,,52-51,,T. Wear enters the game for B. Lopez
2:11.0,,,52-51,,K. Caldwell-Pope misses 2-pt shot from 17 ft
2:07.0,Defensive rebound by M. Leonard,,52-51,,
1:54.0,A. Aminu misses 2-pt shot from 1 ft (block by T. Wear),,52-51,,
1:45.0,Offensive rebound by A. Aminu,,52-51,,
1:45.0,A. Aminu misses 2-pt shot at rim (block by T. Wear),,52-51,,
1:45.0,Offensive rebound by M. Leonard,,52-51,,
1:39.0,D. Lillard makes 3-pt shot from 27 ft,3,55-51,,
1:24.0,,,55-53,2,J. Randle makes 2-pt shot from 2 ft (assist by I. Thomas)
1:00.0,D. Lillard makes 3-pt shot from 25 ft (assist by M. Leonard),3,58-53,,
0:55.0,,,58-53,,Offensive foul by J. Randle (drawn by D. Lillard)
0:55.0,,,58-53,,Turnover by J. Randle (offensive foul)
0:34.0,D. Lillard misses 2-pt shot from 21 ft,,58-53,,
0:34.0,,,58-53,,Defensive rebound by I. Thomas
0:27.0,,,58-55,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by I. Thomas)
0:03.0,E. Turner misses 2-pt shot from 14 ft,,58-55,,
0:00.0,,,58-55,,Defensive rebound by K. Kuzma
0:00.0,,,58-55,,K. Kuzma misses 3-pt shot from 42 ft
0:00.0,,,58-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,D. Lillard misses 2-pt shot from 2 ft,,58-55,,
11:36.0,,,58-55,,Defensive rebound by K. Caldwell-Pope
11:28.0,Personal foul by A. Aminu (drawn by J. Randle),,58-55,,
11:16.0,,,58-57,2,J. Randle makes 2-pt shot from 1 ft (assist by B. Lopez)
11:03.0,C. McCollum misses 2-pt shot from 5 ft,,58-57,,
11:01.0,Offensive rebound by J. Nurkic,,58-57,,
11:00.0,Turnover by J. Nurkic (lost ball; steal by J. Randle),,58-57,,
10:59.0,Personal foul by E. Turner (drawn by K. Kuzma),,58-57,,
10:59.0,Z. Collins enters the game for A. Aminu,,58-57,,
10:56.0,,,58-57,,Shooting foul by Z. Collins (drawn by J. Randle)
10:56.0,,,58-58,1,J. Randle makes free throw 1 of 2
10:56.0,,,58-59,1,J. Randle makes free throw 2 of 2
10:36.0,J. Nurkic misses 2-pt shot from 3 ft,,58-59,,
10:33.0,,,58-59,,Defensive rebound by K. Kuzma
10:29.0,,,58-59,,Shooting foul by Z. Collins (drawn by J. Randle)
10:29.0,,,58-60,1,J. Randle makes free throw 1 of 2
10:29.0,,,58-60,,J. Randle misses free throw 2 of 2
10:27.0,Defensive rebound by Z. Collins,,58-60,,
10:20.0,Turnover by J. Nurkic (out of bounds lost ball),,58-60,,
10:07.0,,,58-60,,K. Kuzma misses 3-pt shot from 25 ft
10:02.0,Defensive rebound by J. Nurkic,,58-60,,
9:51.0,E. Turner misses 2-pt shot from 6 ft,,58-60,,
9:51.0,,,58-60,,Defensive rebound by B. Lopez
9:45.0,,,58-60,,B. Lopez misses 3-pt shot from 26 ft
9:42.0,Defensive rebound by C. McCollum,,58-60,,
9:31.0,D. Lillard misses 3-pt shot from 27 ft,,58-60,,
9:31.0,,,58-60,,Defensive rebound by Team
9:31.0,M. Leonard enters the game for J. Nurkic,,58-60,,
9:31.0,E. Davis enters the game for Z. Collins,,58-60,,
9:18.0,,,58-60,,Shooting foul by D. Lillard (drawn by K. Caldwell-Pope)
9:18.0,,,58-60,,K. Caldwell-Pope misses free throw 1 of 2
9:18.0,,,58-60,,Offensive rebound by Team
9:18.0,,,58-61,1,K. Caldwell-Pope makes free throw 2 of 2
9:06.0,Turnover by D. Lillard (bad pass),,58-61,,
8:51.0,Personal foul by M. Leonard (drawn by B. Lopez),,58-61,,
8:51.0,,,58-62,1,B. Lopez makes free throw 1 of 2
8:51.0,,,58-62,,B. Lopez misses free throw 2 of 2
8:48.0,Defensive rebound by M. Leonard,,58-62,,
8:34.0,C. McCollum makes 2-pt shot from 20 ft,2,60-62,,
8:18.0,,,60-62,,B. Lopez misses 3-pt shot from 25 ft
8:16.0,Defensive rebound by D. Lillard,,60-62,,
8:12.0,Shooting foul by J. Randle (drawn by E. Davis),,60-62,,
8:12.0,E. Davis makes free throw 1 of 2,1,61-62,,
8:12.0,E. Davis misses free throw 2 of 2,,61-62,,
8:09.0,,,61-62,,Defensive rebound by J. Randle
8:00.0,,,61-62,,K. Kuzma misses 3-pt shot from 24 ft
7:56.0,,,61-62,,Offensive rebound by B. Lopez
7:52.0,,,61-62,,L. Ball misses 2-pt shot from 1 ft
7:49.0,Defensive rebound by C. McCollum,,61-62,,
7:46.0,Shooting foul by K. Kuzma (drawn by C. McCollum),,61-62,,
7:46.0,C. McCollum makes free throw 1 of 2,1,62-62,,
7:46.0,C. McCollum misses free throw 2 of 2,,62-62,,
7:43.0,,,62-62,,Defensive rebound by B. Lopez
7:25.0,,,62-62,,Turnover by J. Randle (bad pass; steal by E. Davis)
7:17.0,D. Lillard misses 2-pt shot from 21 ft,,62-62,,
7:12.0,,,62-62,,Defensive rebound by K. Kuzma
7:03.0,,,62-64,2,B. Lopez makes 2-pt shot from 13 ft
6:41.0,C. McCollum misses 2-pt shot from 7 ft (block by B. Lopez),,62-64,,
6:38.0,,,62-64,,Defensive rebound by L. Ball
6:32.0,Personal foul by M. Leonard (drawn by J. Randle),,62-64,,
6:32.0,,,62-64,,LA Lakers full timeout
6:32.0,,,62-65,1,J. Randle makes free throw 1 of 2
6:32.0,,,62-66,1,J. Randle makes free throw 2 of 2
6:23.0,D. Lillard misses 2-pt shot from 20 ft,,62-66,,
6:18.0,,,62-66,,Defensive rebound by J. Randle
6:04.0,,,62-66,,K. Caldwell-Pope misses 2-pt shot from 1 ft
5:59.0,,,62-66,,Offensive rebound by B. Lopez
5:59.0,,,62-68,2,B. Lopez makes 2-pt shot at rim
5:49.0,M. Leonard misses 3-pt shot from 25 ft,,62-68,,
5:46.0,,,62-68,,Defensive rebound by K. Caldwell-Pope
5:34.0,,,62-68,,LA Lakers full timeout
5:26.0,,,62-71,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by L. Ball)
5:08.0,C. McCollum misses 2-pt shot from 16 ft,,62-71,,
5:06.0,,,62-71,,Defensive rebound by K. Kuzma
5:03.0,,,62-74,3,K. Caldwell-Pope makes 3-pt shot from 27 ft (assist by K. Kuzma)
4:48.0,Shooting foul by B. Lopez (drawn by D. Lillard),,62-74,,
4:48.0,D. Lillard misses free throw 1 of 2,,62-74,,
4:48.0,Offensive rebound by Team,,62-74,,
4:48.0,,,62-74,,I. Thomas enters the game for K. Kuzma
4:48.0,P. Connaughton enters the game for E. Turner,,62-74,,
4:48.0,D. Lillard makes free throw 2 of 2,1,63-74,,
4:36.0,,,63-74,,K. Caldwell-Pope misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by Team,,63-74,,
4:26.0,D. Lillard misses 2-pt shot from 1 ft,,63-74,,
4:21.0,Offensive rebound by E. Davis,,63-74,,
4:20.0,E. Davis makes 2-pt shot from 2 ft,2,65-74,,
4:11.0,,,65-74,,Shooting foul by E. Davis (drawn by J. Randle)
4:11.0,,,65-75,1,J. Randle makes free throw 1 of 2
4:11.0,,,65-76,1,J. Randle makes free throw 2 of 2
4:00.0,Turnover by D. Lillard (bad pass; steal by L. Ball),,65-76,,
3:49.0,,,65-76,,K. Caldwell-Pope misses 2-pt shot from 16 ft
3:46.0,Defensive rebound by C. McCollum,,65-76,,
3:40.0,C. McCollum misses 2-pt shot from 12 ft (block by B. Lopez),,65-76,,
3:36.0,,,65-76,,Defensive rebound by B. Lopez
3:32.0,,,65-76,,J. Randle misses 2-pt shot from 1 ft
3:28.0,Defensive rebound by M. Leonard,,65-76,,
3:18.0,E. Davis misses 2-pt shot from 4 ft,,65-76,,
3:14.0,,,65-76,,Defensive rebound by K. Caldwell-Pope
3:08.0,,,65-76,,I. Thomas misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by E. Davis,,65-76,,
2:56.0,C. McCollum misses 2-pt shot from 3 ft,,65-76,,
2:54.0,,,65-76,,Defensive rebound by B. Lopez
2:36.0,,,65-76,,J. Randle misses 2-pt shot from 3 ft
2:35.0,Defensive rebound by E. Davis,,65-76,,
2:35.0,Portland full timeout,,65-76,,
2:35.0,,,65-76,,I. Zubac enters the game for K. Caldwell-Pope
2:35.0,,,65-76,,T. Wear enters the game for B. Lopez
2:35.0,,,65-76,,K. Kuzma enters the game for J. Randle
2:35.0,S. Napier enters the game for C. McCollum,,65-76,,
2:35.0,A. Aminu enters the game for M. Leonard,,65-76,,
2:35.0,J. Nurkic enters the game for E. Davis,,65-76,,
2:14.0,D. Lillard makes 2-pt shot from 4 ft,2,67-76,,
1:59.0,,,67-76,,T. Wear misses 3-pt shot from 26 ft
1:55.0,Defensive rebound by J. Nurkic,,67-76,,
1:47.0,,,67-76,,Personal foul by T. Wear (drawn by D. Lillard)
1:39.0,J. Nurkic misses 2-pt shot from 5 ft,,67-76,,
1:36.0,,,67-76,,Defensive rebound by T. Wear
1:32.0,Personal foul by P. Connaughton (drawn by I. Thomas),,67-76,,
1:32.0,,,67-77,1,I. Thomas makes free throw 1 of 2
1:32.0,,,67-78,1,I. Thomas makes free throw 2 of 2
1:15.0,S. Napier misses 3-pt shot from 25 ft,,67-78,,
1:07.0,Offensive rebound by J. Nurkic,,67-78,,
1:07.0,J. Nurkic makes 2-pt shot at rim,2,69-78,,
1:05.0,Violation by J. Nurkic (kicked ball),,69-78,,
0:57.0,Personal foul by P. Connaughton (drawn by I. Thomas),,69-78,,
0:57.0,,,69-79,1,I. Thomas makes free throw 1 of 2
0:57.0,,,69-80,1,I. Thomas makes free throw 2 of 2
0:46.0,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Lillard),2,71-80,,
0:38.0,,,71-80,,I. Thomas misses 3-pt shot from 25 ft (block by P. Connaughton)
0:37.0,Defensive rebound by S. Napier,,71-80,,
0:28.0,D. Lillard misses 2-pt shot from 4 ft (block by T. Wear),,71-80,,
0:28.0,Offensive rebound by Team,,71-80,,
0:28.0,,,71-80,,T. Ennis enters the game for L. Ball
0:27.0,A. Aminu misses 2-pt shot from 18 ft,,71-80,,
0:24.0,Offensive rebound by Team,,71-80,,
0:24.0,,,71-80,,Loose ball foul by K. Kuzma (drawn by J. Nurkic)
0:24.0,J. Nurkic makes free throw 1 of 2,1,72-80,,
0:24.0,Z. Collins enters the game for D. Lillard,,72-80,,
0:24.0,E. Turner enters the game for A. Aminu,,72-80,,
0:24.0,J. Nurkic makes free throw 2 of 2,1,73-80,,
0:00.0,,,73-80,,Turnover by Team (bad pass)
0:00.0,,,73-80,,B. Lopez enters the game for T. Ennis
0:00.0,Turnover by P. Connaughton (bad pass; steal by K. Kuzma),,73-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,73-82,2,I. Thomas makes 2-pt shot from 13 ft
11:21.0,A. Aminu makes 2-pt shot from 2 ft (assist by J. Nurkic),2,75-82,,
11:08.0,,,75-82,,Turnover by I. Thomas (bad pass)
10:53.0,P. Connaughton makes 2-pt shot from 13 ft (assist by J. Nurkic),2,77-82,,
10:39.0,,,77-82,,Turnover by I. Thomas (bad pass; steal by P. Connaughton)
10:35.0,P. Connaughton misses 2-pt shot from 2 ft,,77-82,,
10:31.0,,,77-82,,Defensive rebound by K. Caldwell-Pope
10:28.0,,,77-82,,I. Thomas misses 3-pt shot from 26 ft
10:25.0,,,77-82,,Offensive rebound by K. Caldwell-Pope
10:14.0,,,77-82,,K. Kuzma misses 2-pt shot from 6 ft (block by J. Nurkic)
10:14.0,,,77-82,,Offensive rebound by Team
10:08.0,,,77-84,2,I. Thomas makes 2-pt shot at rim
9:55.0,S. Napier misses 3-pt shot from 23 ft,,77-84,,
9:52.0,,,77-84,,Defensive rebound by T. Wear
9:42.0,,,77-84,,I. Thomas misses 2-pt shot from 12 ft
9:39.0,Defensive rebound by J. Nurkic,,77-84,,
9:34.0,Shooting foul by T. Wear (drawn by C. McCollum),,77-84,,
9:34.0,C. McCollum makes free throw 1 of 2,1,78-84,,
9:34.0,C. McCollum misses free throw 2 of 2,,78-84,,
9:31.0,,,78-84,,Defensive rebound by T. Wear
9:17.0,,,78-84,,T. Wear misses 3-pt shot from 25 ft
9:13.0,Defensive rebound by J. Nurkic,,78-84,,
9:05.0,C. McCollum makes 2-pt shot from 19 ft,2,80-84,,
8:45.0,,,80-84,,Turnover by K. Caldwell-Pope (traveling)
8:45.0,,,80-84,,L. Ball enters the game for T. Wear
8:30.0,A. Aminu misses 3-pt shot from 22 ft,,80-84,,
8:28.0,,,80-84,,Defensive rebound by K. Caldwell-Pope
8:23.0,,,80-84,,I. Thomas misses 2-pt shot from 2 ft
8:23.0,,,80-84,,Offensive rebound by I. Zubac
8:23.0,,,80-86,2,I. Zubac makes 2-pt shot at rim
8:23.0,,,80-86,,Shooting foul by J. Nurkic (drawn by I. Zubac)
8:23.0,D. Lillard enters the game for P. Connaughton,,80-86,,
8:23.0,,,80-87,1,I. Zubac makes free throw 1 of 1
8:07.0,J. Nurkic misses 2-pt shot from 17 ft,,80-87,,
8:03.0,,,80-87,,Defensive rebound by K. Kuzma
7:50.0,,,80-90,3,K. Kuzma makes 3-pt shot from 26 ft (assist by L. Ball)
7:50.0,Portland full timeout,,80-90,,
