time,Indiana,pts.away,score,pts.home,San Antonio
2:20.0,,,16-16,,Shooting foul by T. Young (drawn by B. Forbes)
2:20.0,,,16-17,1,B. Forbes makes free throw 1 of 2
2:20.0,,,16-17,,P. Gasol enters the game for L. Aldridge
2:20.0,A. Jefferson enters the game for V. Oladipo,,16-17,,
2:20.0,L. Stephenson enters the game for D. Sabonis,,16-17,,
2:20.0,,,16-17,,B. Forbes misses free throw 2 of 2
2:18.0,Defensive rebound by L. Stephenson,,16-17,,
2:04.0,A. Jefferson makes 2-pt shot from 12 ft (assist by D. Collison),2,18-17,,
1:50.0,,,18-19,2,P. Gasol makes 2-pt shot from 2 ft (assist by T. Parker)
1:23.0,C. Joseph misses 3-pt shot from 25 ft,,18-19,,
1:19.0,Offensive rebound by L. Stephenson,,18-19,,
1:14.0,T. Young makes 2-pt shot from 2 ft (assist by L. Stephenson),2,20-19,,
1:01.0,,,20-21,2,P. Gasol makes 2-pt shot from 19 ft (assist by T. Parker)
0:51.0,L. Stephenson makes 2-pt shot from 10 ft,2,22-21,,
0:40.0,,,22-23,2,P. Gasol makes 2-pt shot from 17 ft (assist by T. Parker)
0:19.0,A. Jefferson misses 2-pt shot from 1 ft,,22-23,,
0:17.0,,,22-23,,Defensive rebound by D. Bertans
0:00.0,,,22-23,,Turnover by T. Parker (bad pass; steal by D. Collison)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,22-23,,T. Parker misses 2-pt shot from 13 ft
11:46.0,Defensive rebound by T. Leaf,,22-23,,
11:34.0,A. Jefferson makes 2-pt shot from 4 ft (assist by L. Stephenson),2,24-23,,
11:34.0,Shooting foul by D. Bertans (drawn by A. Jefferson),,24-23,,
11:34.0,A. Jefferson makes free throw 1 of 1,1,25-23,,
11:22.0,,,25-25,2,T. Parker makes 2-pt shot from 1 ft (assist by P. Gasol)
11:07.0,L. Stephenson misses 2-pt shot from 17 ft,,25-25,,
11:07.0,Offensive rebound by C. Joseph,,25-25,,
10:59.0,C. Joseph makes 2-pt shot from 5 ft,2,27-25,,
10:48.0,,,27-27,2,P. Gasol makes 2-pt shot from 1 ft (assist by T. Parker)
10:48.0,,,27-27,,Shooting foul by A. Jefferson (drawn by P. Gasol)
10:48.0,,,27-28,1,P. Gasol makes free throw 1 of 1
10:36.0,A. Jefferson misses 2-pt shot from 4 ft (block by P. Gasol),,27-28,,
10:36.0,Offensive rebound by Team,,27-28,,
10:27.0,T. Leaf misses 3-pt shot from 23 ft,,27-28,,
10:24.0,,,27-28,,Defensive rebound by P. Gasol
10:18.0,,,27-28,,Turnover by P. Gasol (offensive goaltending)
10:18.0,,,27-28,,D. Murray enters the game for P. Mills
10:18.0,,,27-28,,D. Green enters the game for T. Parker
10:01.0,A. Jefferson misses 2-pt shot from 15 ft,,27-28,,
9:57.0,,,27-28,,Defensive rebound by P. Gasol
9:49.0,,,27-28,,P. Gasol misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by L. Stephenson,,27-28,,
9:45.0,Offensive foul by L. Stephenson (drawn by D. Green),,27-28,,
9:45.0,Turnover by L. Stephenson (offensive foul),,27-28,,
9:45.0,,,27-28,,L. Aldridge enters the game for D. Bertans
9:45.0,T. Young enters the game for T. Leaf,,27-28,,
9:30.0,,,27-28,,Turnover by B. Forbes (bad pass; steal by T. Young)
9:24.0,J. Young misses 3-pt shot from 25 ft,,27-28,,
9:20.0,,,27-28,,Defensive rebound by B. Forbes
9:06.0,,,27-28,,L. Aldridge misses 2-pt shot from 14 ft
9:05.0,Defensive rebound by Team,,27-28,,
9:05.0,,,27-28,,Loose ball foul by D. Murray (drawn by J. Young)
8:53.0,C. Joseph misses 2-pt shot from 15 ft,,27-28,,
8:46.0,Offensive rebound by T. Young,,27-28,,
8:46.0,T. Young misses 2-pt shot at rim,,27-28,,
8:41.0,Offensive rebound by T. Young,,27-28,,
8:41.0,T. Young misses 2-pt shot at rim (block by D. Murray),,27-28,,
8:37.0,Offensive rebound by T. Young,,27-28,,
8:35.0,C. Joseph misses 3-pt shot from 23 ft,,27-28,,
8:35.0,,,27-28,,Defensive rebound by B. Forbes
8:28.0,,,27-30,2,B. Forbes makes 2-pt shot from 12 ft
8:22.0,T. Young misses 3-pt shot from 24 ft,,27-30,,
8:22.0,,,27-30,,Defensive rebound by D. Murray
8:18.0,Personal foul by T. Young (drawn by L. Aldridge),,27-30,,
8:18.0,D. Sabonis enters the game for J. Young,,27-30,,
8:18.0,V. Oladipo enters the game for A. Jefferson,,27-30,,
8:02.0,,,27-32,2,L. Aldridge makes 2-pt shot from 6 ft
7:43.0,Turnover by C. Joseph (bad pass; steal by D. Murray),,27-32,,
7:36.0,,,27-32,,B. Forbes misses 3-pt shot from 25 ft
7:32.0,Defensive rebound by C. Joseph,,27-32,,
7:18.0,T. Young makes 2-pt shot from 18 ft (assist by L. Stephenson),2,29-32,,
7:18.0,,,29-32,,San Antonio full timeout
7:18.0,,,29-32,,K. Anderson enters the game for B. Forbes
6:55.0,,,29-32,,D. Green misses 3-pt shot from 26 ft
6:51.0,,,29-32,,Offensive rebound by L. Aldridge
6:40.0,,,29-32,,D. Murray misses 2-pt shot from 12 ft
6:38.0,Defensive rebound by L. Stephenson,,29-32,,
6:32.0,L. Stephenson makes 2-pt shot from 19 ft,2,31-32,,
6:13.0,,,31-32,,L. Aldridge misses 2-pt shot from 21 ft
6:11.0,Defensive rebound by C. Joseph,,31-32,,
6:02.0,D. Sabonis misses 2-pt shot from 2 ft (block by P. Gasol),,31-32,,
5:59.0,,,31-32,,Defensive rebound by P. Gasol
5:41.0,,,31-32,,L. Aldridge misses 2-pt shot from 3 ft
5:39.0,Defensive rebound by T. Young,,31-32,,
5:37.0,V. Oladipo makes 3-pt shot from 26 ft (assist by T. Young),3,34-32,,
5:29.0,,,34-32,,Turnover by D. Murray (bad pass)
5:29.0,,,34-32,,D. Bertans enters the game for P. Gasol
5:29.0,B. Bogdanovic enters the game for L. Stephenson,,34-32,,
5:23.0,V. Oladipo makes 2-pt shot from 18 ft (assist by D. Sabonis),2,36-32,,
5:05.0,,,36-34,2,K. Anderson makes 2-pt shot from 1 ft
4:50.0,Shooting foul by D. Bertans (drawn by D. Sabonis),,36-34,,
4:50.0,D. Sabonis makes free throw 1 of 2,1,37-34,,
4:50.0,,,37-34,,T. Parker enters the game for D. Murray
4:50.0,D. Sabonis makes free throw 2 of 2,1,38-34,,
4:31.0,Personal foul by D. Sabonis (drawn by L. Aldridge),,38-34,,
4:18.0,,,38-34,,L. Aldridge misses 2-pt shot from 15 ft
4:15.0,Defensive rebound by B. Bogdanovic,,38-34,,
4:03.0,D. Sabonis makes 2-pt shot from 1 ft,2,40-34,,
3:46.0,,,40-34,,D. Green misses 2-pt shot from 1 ft
3:45.0,,,40-34,,Offensive rebound by L. Aldridge
3:45.0,,,40-34,,P. Mills enters the game for D. Green
3:38.0,,,40-34,,P. Mills misses 3-pt shot from 25 ft
3:35.0,Defensive rebound by C. Joseph,,40-34,,
3:19.0,Turnover by V. Oladipo (traveling),,40-34,,
3:12.0,,,40-36,2,T. Parker makes 2-pt shot from 1 ft
3:12.0,Violation by D. Sabonis (def goaltending),,40-36,,
2:53.0,B. Bogdanovic misses 3-pt shot from 25 ft,,40-36,,
2:49.0,,,40-36,,Defensive rebound by K. Anderson
2:31.0,,,40-39,3,P. Mills makes 3-pt shot from 22 ft (assist by D. Bertans)
2:31.0,Indiana full timeout,,40-39,,
2:31.0,L. Stephenson enters the game for C. Joseph,,40-39,,
2:31.0,D. Collison enters the game for T. Young,,40-39,,
2:18.0,V. Oladipo makes 2-pt shot from 18 ft,2,42-39,,
2:08.0,,,42-39,,D. Bertans misses 3-pt shot from 25 ft
2:08.0,,,42-39,,Offensive rebound by Team
2:01.0,,,42-39,,P. Mills misses 3-pt shot from 22 ft
1:59.0,Defensive rebound by L. Stephenson,,42-39,,
1:52.0,L. Stephenson misses 2-pt shot from 2 ft,,42-39,,
1:52.0,,,42-39,,Defensive rebound by Team
1:42.0,,,42-41,2,T. Parker makes 2-pt shot from 1 ft
1:28.0,V. Oladipo makes 2-pt shot from 16 ft,2,44-41,,
1:04.0,,,44-41,,T. Parker misses 2-pt shot from 5 ft
1:04.0,,,44-41,,Offensive rebound by Team
1:04.0,Loose ball foul by D. Sabonis (drawn by L. Aldridge),,44-41,,
1:04.0,A. Jefferson enters the game for D. Sabonis,,44-41,,
0:47.0,,,44-41,,D. Bertans misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by V. Oladipo,,44-41,,
0:40.0,V. Oladipo makes 2-pt shot from 1 ft,2,46-41,,
0:21.0,,,46-41,,K. Anderson misses 3-pt shot from 22 ft
0:18.0,Defensive rebound by A. Jefferson,,46-41,,
0:03.0,Turnover by V. Oladipo (lost ball; steal by K. Anderson),,46-41,,
0:00.0,,,46-43,2,K. Anderson makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,46-45,2,L. Aldridge makes 2-pt shot from 11 ft (assist by D. Green)
11:21.0,Shooting foul by P. Gasol (drawn by B. Bogdanovic),,46-45,,
11:21.0,B. Bogdanovic makes free throw 1 of 2,1,47-45,,
11:21.0,B. Bogdanovic makes free throw 2 of 2,1,48-45,,
10:58.0,,,48-45,,L. Aldridge misses 2-pt shot from 15 ft
10:55.0,,,48-45,,Offensive rebound by D. Murray
10:44.0,Jump ball: D. Murray vs. T. Young (D. Collison gains possession),,,,Jump ball: D. Murray vs. T. Young (D. Collison gains possession)
10:44.0,,,48-45,,Turnover by D. Murray (turnover; steal by T. Young)
10:40.0,D. Collison makes 2-pt shot from 1 ft,2,50-45,,
10:27.0,,,50-45,,Offensive charge foul by L. Aldridge (drawn by V. Oladipo)
10:27.0,,,50-45,,Turnover by L. Aldridge (offensive foul)
10:12.0,V. Oladipo misses 2-pt shot from 16 ft,,50-45,,
10:09.0,,,50-45,,Defensive rebound by K. Anderson
9:54.0,,,50-45,,Turnover by K. Anderson (bad pass; steal by D. Collison)
9:49.0,B. Bogdanovic misses 3-pt shot from 23 ft,,50-45,,
9:48.0,,,50-45,,Defensive rebound by Team
9:30.0,,,50-45,,D. Green misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by D. Sabonis,,50-45,,
9:16.0,D. Sabonis misses 2-pt shot from 19 ft,,50-45,,
9:14.0,,,50-45,,Defensive rebound by D. Green
9:07.0,,,50-45,,Turnover by K. Anderson (bad pass; steal by B. Bogdanovic)
9:01.0,,,50-45,,Shooting block foul by D. Murray (drawn by D. Sabonis)
9:01.0,D. Sabonis makes free throw 1 of 2,1,51-45,,
9:01.0,D. Sabonis misses free throw 2 of 2,,51-45,,
8:59.0,,,51-45,,Defensive rebound by P. Gasol
8:48.0,,,51-47,2,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Gasol)
8:36.0,T. Young misses 3-pt shot from 25 ft,,51-47,,
8:34.0,,,51-47,,Defensive rebound by L. Aldridge
8:12.0,,,51-47,,L. Aldridge misses 3-pt shot from 26 ft
8:09.0,,,51-47,,Offensive rebound by P. Gasol
8:05.0,,,51-50,3,K. Anderson makes 3-pt shot from 22 ft (assist by D. Green)
7:48.0,Shooting foul by K. Anderson (drawn by B. Bogdanovic),,51-50,,
7:48.0,B. Bogdanovic makes free throw 1 of 2,1,52-50,,
7:48.0,B. Bogdanovic makes free throw 2 of 2,1,53-50,,
7:25.0,,,53-52,2,D. Murray makes 2-pt shot from 16 ft (assist by D. Green)
7:04.0,D. Collison makes 3-pt shot from 25 ft (assist by T. Young),3,56-52,,
7:02.0,,,56-52,,San Antonio full timeout
6:37.0,,,56-54,2,D. Murray makes 2-pt shot from 1 ft
6:17.0,T. Young makes 2-pt shot from 18 ft,2,58-54,,
6:00.0,,,58-54,,Turnover by D. Green (bad pass; steal by B. Bogdanovic)
5:47.0,,,58-54,,Personal foul by D. Murray (drawn by D. Sabonis)
5:47.0,,,58-54,,D. Bertans enters the game for P. Gasol
5:47.0,,,58-54,,P. Mills enters the game for D. Murray
5:47.0,,,58-54,,T. Parker enters the game for D. Green
5:39.0,B. Bogdanovic makes 2-pt shot from 8 ft,2,60-54,,
5:15.0,,,60-54,,D. Bertans misses 2-pt shot from 21 ft
5:15.0,Defensive rebound by B. Bogdanovic,,60-54,,
5:09.0,Turnover by B. Bogdanovic (lost ball; steal by T. Parker),,60-54,,
5:02.0,,,60-54,,P. Mills misses 3-pt shot from 25 ft
5:00.0,,,60-54,,Offensive rebound by Team
5:00.0,Loose ball foul by D. Sabonis (drawn by L. Aldridge),,60-54,,
5:00.0,C. Joseph enters the game for B. Bogdanovic,,60-54,,
4:52.0,,,60-54,,D. Bertans misses 3-pt shot from 26 ft
4:46.0,,,60-54,,Offensive rebound by P. Mills
4:33.0,,,60-54,,San Antonio full timeout
4:26.0,,,60-54,,D. Bertans misses 3-pt shot from 26 ft
4:24.0,Defensive rebound by D. Collison,,60-54,,
4:04.0,D. Sabonis misses 3-pt shot from 25 ft,,60-54,,
4:01.0,,,60-54,,Defensive rebound by T. Parker
3:47.0,Personal foul by D. Sabonis (drawn by L. Aldridge),,60-54,,
3:47.0,,,60-54,,B. Forbes enters the game for K. Anderson
3:47.0,A. Jefferson enters the game for D. Sabonis,,60-54,,
3:36.0,,,60-54,,D. Bertans misses 3-pt shot from 26 ft
3:33.0,,,60-54,,Offensive rebound by L. Aldridge
3:22.0,,,60-54,,L. Aldridge misses 2-pt shot from 21 ft
3:20.0,Defensive rebound by A. Jefferson,,60-54,,
3:04.0,C. Joseph makes 2-pt shot from 9 ft (assist by T. Young),2,62-54,,
2:39.0,,,62-54,,D. Bertans misses 2-pt shot from 19 ft (block by T. Young)
2:39.0,Defensive rebound by T. Young,,62-54,,
2:39.0,,,62-54,,Personal foul by D. Bertans (drawn by T. Young)
2:39.0,T. Young makes free throw 1 of 2,1,63-54,,
2:39.0,,,63-54,,P. Gasol enters the game for L. Aldridge
2:39.0,L. Stephenson enters the game for V. Oladipo,,63-54,,
2:39.0,T. Young makes free throw 2 of 2,1,64-54,,
2:22.0,,,64-54,,P. Mills misses 3-pt shot from 26 ft
2:19.0,Defensive rebound by A. Jefferson,,64-54,,
2:13.0,A. Jefferson makes 2-pt shot from 15 ft (assist by D. Collison),2,66-54,,
1:57.0,,,66-56,2,P. Gasol makes 2-pt shot from 19 ft (assist by T. Parker)
1:31.0,L. Stephenson makes 3-pt shot from 23 ft,3,69-56,,
1:08.0,,,69-56,,B. Forbes misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by C. Joseph,,69-56,,
1:03.0,Indiana full timeout,,69-56,,
1:03.0,,,69-56,,D. Green enters the game for D. Bertans
1:03.0,B. Bogdanovic enters the game for T. Young,,69-56,,
0:54.0,D. Collison makes 2-pt shot from 20 ft,2,71-56,,
0:45.0,,,71-59,3,T. Parker makes 3-pt shot from 23 ft (assist by P. Mills)
0:20.0,B. Bogdanovic misses 3-pt shot from 25 ft,,71-59,,
0:17.0,,,71-59,,Defensive rebound by T. Parker
0:06.0,Personal foul by C. Joseph (drawn by T. Parker),,71-59,,
0:00.0,,,71-59,,T. Parker misses 3-pt shot from 25 ft
0:00.0,,,71-59,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,A. Jefferson misses 2-pt shot from 9 ft,,71-59,,
11:34.0,,,71-59,,Defensive rebound by T. Parker
11:28.0,,,71-59,,T. Parker misses 2-pt shot from 12 ft
11:28.0,Defensive rebound by A. Jefferson,,71-59,,
11:15.0,D. Collison makes 2-pt shot from 15 ft,2,73-59,,
10:59.0,,,73-59,,P. Gasol misses 3-pt shot from 25 ft
10:57.0,Defensive rebound by L. Stephenson,,73-59,,
10:46.0,A. Jefferson misses 2-pt shot from 1 ft,,73-59,,
10:44.0,,,73-59,,Defensive rebound by P. Gasol
10:40.0,,,73-59,,D. Green misses 3-pt shot from 24 ft
10:37.0,Defensive rebound by L. Stephenson,,73-59,,
10:30.0,B. Bogdanovic makes 2-pt shot at rim,2,75-59,,
10:17.0,,,75-59,,Shooting foul by A. Jefferson (drawn by T. Parker)
10:17.0,,,75-59,,T. Parker misses free throw 1 of 2
10:17.0,,,75-59,,Offensive rebound by Team
10:17.0,,,75-59,,K. Anderson enters the game for D. Green
10:17.0,,,75-60,1,T. Parker makes free throw 2 of 2
10:00.0,A. Jefferson makes 2-pt shot at rim (assist by D. Collison),2,77-60,,
9:45.0,,,77-60,,T. Parker misses 2-pt shot from 18 ft
9:44.0,Defensive rebound by A. Jefferson,,77-60,,
9:32.0,D. Collison misses 3-pt shot from 25 ft,,77-60,,
9:30.0,,,77-60,,Defensive rebound by K. Anderson
9:27.0,,,77-62,2,P. Mills makes 2-pt shot from 1 ft (assist by K. Anderson)
8:57.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by P. Gasol),,77-62,,
8:54.0,,,77-62,,Defensive rebound by B. Forbes
8:51.0,,,77-64,2,T. Parker makes 2-pt shot at rim (assist by B. Forbes)
8:51.0,Indiana full timeout,,77-64,,
8:51.0,,,77-64,,L. Aldridge enters the game for P. Mills
8:51.0,,,77-64,,D. Murray enters the game for T. Parker
8:51.0,T. Young enters the game for D. Collison,,77-64,,
8:51.0,V. Oladipo enters the game for B. Bogdanovic,,77-64,,
8:37.0,L. Stephenson makes 2-pt shot from 18 ft,2,79-64,,
8:10.0,,,79-64,,Shooting foul by V. Oladipo (drawn by B. Forbes)
8:10.0,,,79-64,,B. Forbes misses free throw 1 of 3
8:10.0,,,79-64,,Offensive rebound by Team
8:10.0,,,79-65,1,B. Forbes makes free throw 2 of 3
8:10.0,,,79-65,,B. Forbes misses free throw 3 of 3
8:05.0,Defensive rebound by L. Stephenson,,79-65,,
7:57.0,L. Stephenson misses 2-pt shot from 1 ft,,79-65,,
7:55.0,,,79-65,,Defensive rebound by L. Aldridge
7:48.0,,,79-65,,B. Forbes misses 3-pt shot from 22 ft
7:46.0,Defensive rebound by A. Jefferson,,79-65,,
7:33.0,V. Oladipo makes 2-pt shot from 20 ft,2,81-65,,
7:19.0,,,81-68,3,B. Forbes makes 3-pt shot from 25 ft (assist by L. Aldridge)
7:01.0,V. Oladipo misses 2-pt shot from 13 ft (block by L. Aldridge),,81-68,,
6:58.0,,,81-68,,Defensive rebound by L. Aldridge
6:52.0,,,81-68,,B. Forbes misses 2-pt shot from 18 ft
6:52.0,Defensive rebound by A. Jefferson,,81-68,,
6:47.0,Turnover by A. Jefferson (lost ball; steal by D. Murray),,81-68,,
6:37.0,Personal foul by T. Young (drawn by L. Aldridge),,81-68,,
6:37.0,D. Sabonis enters the game for A. Jefferson,,81-68,,
6:23.0,,,81-70,2,B. Forbes makes 2-pt shot from 9 ft
6:09.0,D. Sabonis misses 2-pt shot from 1 ft (block by K. Anderson),,81-70,,
6:05.0,,,81-70,,Defensive rebound by P. Gasol
5:59.0,,,81-70,,Shooting foul by D. Sabonis (drawn by P. Gasol)
5:59.0,,,81-70,,P. Gasol misses free throw 1 of 2
5:59.0,,,81-70,,Offensive rebound by Team
5:59.0,A. Jefferson enters the game for D. Sabonis,,81-70,,
5:59.0,,,81-71,1,P. Gasol makes free throw 2 of 2
5:59.0,Indiana full timeout,,81-71,,
5:59.0,,,81-71,,D. Bertans enters the game for P. Gasol
5:38.0,T. Young misses 2-pt shot from 13 ft (block by K. Anderson),,81-71,,
5:36.0,,,81-71,,Defensive rebound by K. Anderson
5:34.0,,,81-73,2,D. Bertans makes 2-pt shot from 2 ft (assist by K. Anderson)
5:34.0,Violation by L. Stephenson (def goaltending),,81-73,,
5:16.0,C. Joseph makes 2-pt shot from 14 ft,2,83-73,,
5:03.0,,,83-76,3,D. Bertans makes 3-pt shot from 24 ft (assist by D. Murray)
4:41.0,A. Jefferson misses 2-pt shot from 17 ft,,83-76,,
4:41.0,,,83-76,,Defensive rebound by D. Murray
4:30.0,,,83-76,,D. Murray misses 2-pt shot from 10 ft
4:30.0,Defensive rebound by V. Oladipo,,83-76,,
4:17.0,Turnover by V. Oladipo (lost ball; steal by K. Anderson),,83-76,,
4:12.0,,,83-76,,Turnover by K. Anderson (lost ball; steal by C. Joseph)
4:05.0,,,83-76,,Personal foul by D. Murray (drawn by L. Stephenson)
4:05.0,B. Bogdanovic enters the game for C. Joseph,,83-76,,
4:05.0,D. Collison enters the game for A. Jefferson,,83-76,,
3:50.0,V. Oladipo misses 2-pt shot from 2 ft,,83-76,,
3:50.0,Offensive rebound by T. Young,,83-76,,
3:50.0,T. Young makes 2-pt shot at rim,2,85-76,,
3:50.0,,,85-76,,San Antonio full timeout
3:50.0,,,85-76,,P. Mills enters the game for B. Forbes
3:50.0,C. Joseph enters the game for L. Stephenson,,85-76,,
3:35.0,,,85-76,,Turnover by P. Mills (bad pass; steal by B. Bogdanovic)
3:21.0,V. Oladipo misses 3-pt shot from 25 ft,,85-76,,
3:18.0,,,85-76,,Defensive rebound by D. Bertans
3:08.0,,,85-76,,D. Murray misses 2-pt shot from 1 ft
3:05.0,,,85-76,,Offensive rebound by L. Aldridge
3:05.0,,,85-78,2,L. Aldridge makes 2-pt shot at rim
2:43.0,D. Collison misses 3-pt shot from 25 ft,,85-78,,
2:39.0,,,85-78,,Defensive rebound by K. Anderson
2:32.0,,,85-78,,D. Bertans misses 3-pt shot from 23 ft
2:29.0,Defensive rebound by C. Joseph,,85-78,,
2:11.0,D. Collison misses 2-pt shot from 2 ft (block by D. Bertans),,85-78,,
2:11.0,Offensive rebound by Team,,85-78,,
2:11.0,,,85-78,,B. Forbes enters the game for D. Bertans
2:11.0,D. Sabonis enters the game for B. Bogdanovic,,85-78,,
2:08.0,D. Sabonis misses 2-pt shot from 11 ft,,85-78,,
2:05.0,,,85-78,,Defensive rebound by K. Anderson
1:56.0,,,85-78,,Turnover by L. Aldridge (lost ball; steal by V. Oladipo)
1:53.0,V. Oladipo makes 2-pt shot at rim,2,87-78,,
1:53.0,,,87-78,,Violation by K. Anderson (def goaltending)
1:37.0,,,87-81,3,P. Mills makes 3-pt shot from 25 ft
1:20.0,C. Joseph makes 3-pt shot from 23 ft (assist by T. Young),3,90-81,,
1:13.0,,,90-81,,Turnover by P. Mills (bad pass)
0:52.0,D. Collison makes 2-pt shot from 1 ft,2,92-81,,
0:48.0,,,92-81,,Turnover by B. Forbes (out of bounds lost ball)
0:48.0,,,92-81,,B. Paul enters the game for L. Aldridge
0:38.0,Turnover by V. Oladipo (lost ball; steal by D. Murray),,92-81,,
0:38.0,,,92-81,,D. White enters the game for P. Mills
0:38.0,B. Bogdanovic enters the game for D. Sabonis,,92-81,,
