time,Minnesota,pts.away,score,pts.home,LA Lakers
8:00.0,A. Wiggins misses 2-pt shot from 2 ft,,9-8,,
8:00.0,Offensive rebound by Team,,9-8,,
7:48.0,K. Towns misses 3-pt shot from 24 ft,,9-8,,
7:45.0,,,9-8,,Defensive rebound by J. Hart
7:43.0,,,9-8,,Turnover by K. Kuzma (out of bounds lost ball)
7:27.0,J. Butler makes 2-pt shot from 17 ft,2,11-8,,
7:10.0,,,11-11,3,K. Kuzma makes 3-pt shot from 25 ft (assist by J. Clarkson)
6:51.0,J. Butler makes 2-pt shot from 11 ft,2,13-11,,
6:37.0,,,13-11,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Teague)
6:31.0,J. Butler makes 3-pt shot from 23 ft (assist by A. Wiggins),3,16-11,,
6:28.0,,,16-11,,LA Lakers full timeout
6:10.0,,,16-11,,J. Hart misses 3-pt shot from 23 ft
6:06.0,,,16-11,,Offensive rebound by A. Bogut
6:05.0,,,16-11,,J. Clarkson misses 3-pt shot from 26 ft
6:01.0,Defensive rebound by J. Butler,,16-11,,
5:41.0,A. Wiggins makes 2-pt shot from 9 ft (assist by J. Butler),2,18-11,,
5:30.0,,,18-14,3,K. Kuzma makes 3-pt shot from 25 ft
5:18.0,T. Gibson makes 2-pt shot from 2 ft,2,20-14,,
4:52.0,,,20-16,2,J. Hart makes 2-pt shot from 2 ft
4:41.0,K. Towns makes 2-pt shot at rim (assist by J. Teague),2,22-16,,
4:23.0,,,22-16,,J. Clarkson misses 2-pt shot from 13 ft
4:20.0,Defensive rebound by T. Gibson,,22-16,,
4:13.0,Turnover by J. Teague (bad pass; steal by K. Kuzma),,22-16,,
4:09.0,,,22-16,,J. Clarkson misses 3-pt shot from 24 ft
4:07.0,Defensive rebound by J. Butler,,22-16,,
3:54.0,J. Butler makes 2-pt shot from 18 ft,2,24-16,,
3:24.0,,,24-16,,J. Clarkson misses 2-pt shot from 5 ft
3:22.0,,,24-16,,Offensive rebound by A. Bogut
3:18.0,,,24-16,,K. Kuzma misses 3-pt shot from 27 ft
3:15.0,,,24-16,,Offensive rebound by J. Clarkson
3:12.0,,,24-16,,J. Clarkson misses 3-pt shot from 22 ft
3:10.0,Defensive rebound by A. Wiggins,,24-16,,
3:04.0,Turnover by J. Teague (bad pass; steal by K. Kuzma),,24-16,,
3:00.0,,,24-18,2,J. Clarkson makes 2-pt shot from 2 ft (assist by K. Kuzma)
2:53.0,Minnesota full timeout,,24-18,,
2:53.0,,,24-18,,J. Randle enters the game for A. Bogut
2:53.0,G. Dieng enters the game for K. Towns,,24-18,,
2:53.0,T. Jones enters the game for J. Butler,,24-18,,
2:53.0,J. Crawford enters the game for J. Teague,,24-18,,
2:36.0,G. Dieng misses 2-pt shot from 18 ft,,24-18,,
2:34.0,,,24-18,,Defensive rebound by J. Randle
2:23.0,,,24-18,,K. Kuzma misses 3-pt shot from 27 ft
2:21.0,Defensive rebound by T. Gibson,,24-18,,
2:16.0,Shooting foul by J. Hart (drawn by T. Jones),,24-18,,
2:16.0,T. Jones makes free throw 1 of 2,1,25-18,,
2:16.0,,,25-18,,C. Brewer enters the game for J. Hart
2:16.0,N. Bjelica enters the game for T. Gibson,,25-18,,
2:16.0,T. Jones makes free throw 2 of 2,1,26-18,,
2:07.0,,,26-18,,T. Ennis enters the game for J. Clarkson
2:00.0,,,26-18,,K. Caldwell-Pope misses 2-pt shot from 20 ft
1:58.0,Defensive rebound by N. Bjelica,,26-18,,
1:48.0,J. Crawford misses 3-pt shot from 26 ft,,26-18,,
1:45.0,,,26-18,,Defensive rebound by K. Caldwell-Pope
1:36.0,,,26-18,,J. Randle misses 2-pt shot from 6 ft
1:32.0,Defensive rebound by A. Wiggins,,26-18,,
1:22.0,A. Wiggins misses 2-pt shot from 2 ft,,26-18,,
1:20.0,,,26-18,,Defensive rebound by T. Ennis
1:16.0,,,26-18,,C. Brewer misses 2-pt shot from 1 ft
1:12.0,,,26-18,,Offensive rebound by J. Randle
1:10.0,,,26-20,2,J. Randle makes 2-pt shot from 2 ft
0:49.0,G. Dieng makes 3-pt shot from 23 ft (assist by T. Jones),3,29-20,,
0:25.0,,,29-20,,K. Caldwell-Pope misses 2-pt shot from 19 ft
0:23.0,Defensive rebound by T. Jones,,29-20,,
0:04.0,J. Crawford misses 2-pt shot from 18 ft,,29-20,,
0:01.0,,,29-20,,Defensive rebound by K. Caldwell-Pope
0:00.0,,,29-20,,C. Brewer misses 3-pt shot from 44 ft
0:00.0,,,29-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,J. Crawford misses 3-pt shot from 26 ft,,29-20,,
11:35.0,Offensive rebound by N. Bjelica,,29-20,,
11:35.0,Shooting foul by C. Brewer (drawn by N. Bjelica),,29-20,,
11:35.0,N. Bjelica misses free throw 1 of 2,,29-20,,
11:35.0,Offensive rebound by Team,,29-20,,
11:35.0,N. Bjelica makes free throw 2 of 2,1,30-20,,
11:24.0,,,30-20,,Offensive foul by J. Randle (drawn by J. Crawford)
11:24.0,,,30-20,,Turnover by J. Randle (offensive foul)
11:12.0,N. Bjelica misses 3-pt shot from 29 ft,,30-20,,
11:08.0,,,30-20,,Defensive rebound by J. Randle
10:52.0,,,30-22,2,T. Ennis makes 2-pt shot from 1 ft
10:41.0,Turnover by J. Crawford (bad pass; steal by L. Nance),,30-22,,
10:37.0,,,30-24,2,T. Ennis makes 2-pt shot from 2 ft (assist by L. Nance)
10:30.0,Minnesota full timeout,,30-24,,
10:30.0,K. Towns enters the game for N. Bjelica,,30-24,,
10:30.0,J. Butler enters the game for M. Georges-Hunt,,30-24,,
10:12.0,J. Butler makes 2-pt shot from 11 ft,2,32-24,,
9:50.0,,,32-26,2,J. Randle makes 2-pt shot from 2 ft (assist by A. Caruso)
9:28.0,T. Jones makes 2-pt shot at rim,2,34-26,,
9:13.0,,,34-28,2,A. Caruso makes 2-pt shot from 5 ft
8:53.0,J. Butler makes 2-pt shot from 2 ft,2,36-28,,
8:45.0,,,36-30,2,L. Nance makes 2-pt shot from 17 ft (assist by T. Ennis)
8:25.0,Turnover by J. Butler (lost ball; steal by C. Brewer),,36-30,,
8:20.0,,,36-30,,Turnover by C. Brewer (bad pass; steal by T. Jones)
8:19.0,,,36-30,,Personal foul by A. Caruso (drawn by J. Butler)
8:19.0,J. Teague enters the game for T. Jones,,36-30,,
8:03.0,J. Butler makes 2-pt shot from 2 ft,2,38-30,,
7:52.0,,,38-30,,A. Caruso misses 2-pt shot from 2 ft
7:50.0,,,38-30,,Offensive rebound by J. Randle
7:42.0,,,38-30,,J. Randle misses 2-pt shot at rim (block by K. Towns)
7:37.0,Defensive rebound by J. Teague,,38-30,,
7:32.0,J. Crawford makes 2-pt shot from 12 ft (assist by J. Teague),2,40-30,,
7:28.0,,,40-30,,LA Lakers full timeout
7:28.0,,,40-30,,K. Kuzma enters the game for C. Brewer
7:28.0,,,40-30,,J. Clarkson enters the game for T. Ennis
7:28.0,,,40-30,,J. Hart enters the game for J. Randle
7:28.0,T. Gibson enters the game for G. Dieng,,40-30,,
7:18.0,,,40-30,,J. Hart misses 3-pt shot from 26 ft
7:16.0,Defensive rebound by K. Towns,,40-30,,
7:08.0,Turnover by J. Teague (bad pass; steal by J. Clarkson),,40-30,,
6:52.0,,,40-32,2,K. Kuzma makes 2-pt shot from 2 ft
6:39.0,T. Gibson misses 2-pt shot from 2 ft (block by K. Kuzma),,40-32,,
6:35.0,,,40-32,,Defensive rebound by K. Kuzma
6:30.0,,,40-34,2,L. Nance makes 2-pt shot from 16 ft (assist by K. Kuzma)
6:03.0,J. Crawford makes 3-pt shot from 26 ft,3,43-34,,
5:44.0,,,43-34,,J. Hart misses 2-pt shot from 8 ft
5:42.0,Defensive rebound by T. Gibson,,43-34,,
5:40.0,Turnover by T. Gibson (lost ball; steal by J. Clarkson),,43-34,,
5:32.0,,,43-34,,K. Kuzma misses 2-pt shot from 21 ft
5:29.0,Defensive rebound by J. Butler,,43-34,,
5:12.0,Offensive foul by K. Towns (drawn by L. Nance),,43-34,,
5:12.0,Turnover by K. Towns (offensive foul),,43-34,,
5:12.0,,,43-34,,K. Caldwell-Pope enters the game for A. Caruso
5:12.0,A. Wiggins enters the game for J. Crawford,,43-34,,
4:52.0,,,43-34,,J. Clarkson misses 2-pt shot from 8 ft
4:47.0,,,43-34,,Offensive rebound by J. Clarkson
4:47.0,,,43-36,2,J. Clarkson makes 2-pt shot at rim
4:32.0,A. Wiggins misses 3-pt shot from 25 ft,,43-36,,
4:29.0,,,43-36,,Defensive rebound by L. Nance
4:29.0,,,43-36,,Shooting foul by J. Teague (drawn by K. Kuzma)
4:29.0,,,43-37,1,K. Kuzma makes free throw 1 of 2
4:29.0,,,43-37,,K. Kuzma misses free throw 2 of 2
4:26.0,Defensive rebound by K. Towns,,43-37,,
4:13.0,K. Towns misses 2-pt shot from 14 ft,,43-37,,
4:10.0,,,43-37,,Defensive rebound by J. Clarkson
3:54.0,,,43-39,2,J. Clarkson makes 2-pt shot from 2 ft
3:31.0,J. Butler misses 3-pt shot from 23 ft,,43-39,,
3:29.0,,,43-39,,Defensive rebound by L. Nance
3:27.0,,,43-39,,K. Kuzma misses 2-pt shot from 1 ft
3:26.0,,,43-39,,Offensive rebound by K. Kuzma
3:25.0,,,43-39,,K. Kuzma misses 2-pt shot at rim
3:20.0,Defensive rebound by A. Wiggins,,43-39,,
3:17.0,T. Gibson makes 2-pt shot from 1 ft (assist by A. Wiggins),2,45-39,,
3:05.0,,,45-41,2,J. Clarkson makes 2-pt shot from 2 ft
2:55.0,A. Wiggins makes 2-pt shot from 16 ft (assist by J. Teague),2,47-41,,
2:38.0,,,47-41,,J. Hart misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by J. Teague,,47-41,,
2:32.0,Turnover by J. Teague (bad pass; steal by J. Clarkson),,47-41,,
2:23.0,,,47-44,3,K. Caldwell-Pope makes 3-pt shot from 27 ft
1:55.0,A. Wiggins makes 2-pt shot from 2 ft (assist by J. Butler),2,49-44,,
1:38.0,,,49-47,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by J. Clarkson)
1:22.0,J. Butler misses 3-pt shot from 25 ft,,49-47,,
1:22.0,Offensive rebound by Team,,49-47,,
1:22.0,,,49-47,,Loose ball foul by L. Nance (drawn by T. Gibson)
1:16.0,Turnover by J. Butler (traveling),,49-47,,
1:07.0,,,49-50,3,K. Kuzma makes 3-pt shot from 26 ft (assist by K. Caldwell-Pope)
0:50.0,T. Gibson makes 2-pt shot at rim (assist by J. Butler),2,51-50,,
0:30.0,,,51-52,2,J. Clarkson makes 2-pt shot from 15 ft
0:09.0,J. Butler makes 2-pt shot from 1 ft,2,53-52,,
0:02.0,Personal foul by T. Gibson (drawn by K. Kuzma),,53-52,,
0:00.0,,,53-52,,K. Caldwell-Pope misses 3-pt shot from 25 ft
0:00.0,,,53-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,J. Butler misses 3-pt shot from 25 ft,,53-52,,
11:36.0,,,53-52,,Defensive rebound by J. Hart
11:31.0,,,53-55,3,K. Kuzma makes 3-pt shot from 26 ft (assist by J. Clarkson)
11:14.0,A. Wiggins misses 2-pt shot from 1 ft,,53-55,,
11:11.0,Offensive rebound by T. Gibson,,53-55,,
11:09.0,T. Gibson misses 2-pt shot from 2 ft,,53-55,,
11:07.0,,,53-55,,Defensive rebound by J. Hart
11:02.0,,,53-55,,J. Clarkson misses 2-pt shot from 20 ft
10:59.0,Defensive rebound by K. Towns,,53-55,,
10:56.0,K. Towns misses 3-pt shot from 27 ft,,53-55,,
10:52.0,Offensive rebound by T. Gibson,,53-55,,
10:45.0,A. Wiggins makes 3-pt shot from 24 ft (assist by J. Teague),3,56-55,,
10:25.0,,,56-55,,K. Caldwell-Pope misses 3-pt shot from 23 ft
10:22.0,Defensive rebound by K. Towns,,56-55,,
10:11.0,Shooting foul by A. Bogut (drawn by K. Towns),,56-55,,
10:11.0,K. Towns misses free throw 1 of 2,,56-55,,
10:11.0,Offensive rebound by Team,,56-55,,
10:11.0,K. Towns makes free throw 2 of 2,1,57-55,,
9:57.0,,,57-55,,J. Clarkson misses 2-pt shot from 2 ft
9:57.0,,,57-55,,Offensive rebound by Team
9:55.0,,,57-55,,Turnover by K. Caldwell-Pope (bad pass; steal by K. Towns)
9:55.0,,,57-55,,Personal foul by A. Bogut (drawn by K. Towns)
9:45.0,J. Teague makes 2-pt shot from 16 ft,2,59-55,,
9:24.0,,,59-57,2,J. Clarkson makes 2-pt shot from 17 ft
9:08.0,,,59-57,,Personal foul by J. Clarkson (drawn by J. Teague)
8:54.0,A. Wiggins misses 3-pt shot from 28 ft,,59-57,,
8:51.0,,,59-57,,Defensive rebound by A. Bogut
8:42.0,,,59-57,,J. Clarkson misses 2-pt shot from 2 ft
8:39.0,,,59-57,,Offensive rebound by J. Clarkson
8:35.0,,,59-57,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Butler)
8:32.0,J. Butler makes 2-pt shot from 1 ft,2,61-57,,
8:32.0,,,61-57,,LA Lakers full timeout
8:16.0,,,61-57,,K. Caldwell-Pope misses 2-pt shot from 1 ft
8:12.0,Defensive rebound by K. Towns,,61-57,,
7:57.0,J. Butler misses 2-pt shot from 14 ft,,61-57,,
7:54.0,Offensive rebound by T. Gibson,,61-57,,
7:45.0,K. Towns makes 2-pt shot from 13 ft (assist by J. Teague),2,63-57,,
7:15.0,,,63-57,,Turnover by K. Kuzma (lost ball; steal by J. Teague)
7:09.0,K. Towns makes 3-pt shot from 26 ft (assist by A. Wiggins),3,66-57,,
6:49.0,,,66-57,,Turnover by J. Clarkson (bad pass; steal by T. Gibson)
6:41.0,Turnover by A. Wiggins (bad pass; steal by K. Caldwell-Pope),,66-57,,
6:35.0,,,66-59,2,J. Hart makes 2-pt shot from 2 ft
6:24.0,T. Gibson makes 2-pt shot from 2 ft (assist by J. Butler),2,68-59,,
6:11.0,,,68-59,,J. Clarkson misses 2-pt shot from 19 ft
6:07.0,Defensive rebound by T. Gibson,,68-59,,
5:55.0,Turnover by K. Towns (turnover),,68-59,,
5:55.0,,,68-59,,J. Randle enters the game for A. Bogut
5:43.0,,,68-59,,K. Kuzma misses 3-pt shot from 25 ft
5:39.0,,,68-59,,Offensive rebound by J. Randle
5:37.0,,,68-62,3,J. Hart makes 3-pt shot from 25 ft (assist by J. Clarkson)
5:18.0,J. Teague misses 3-pt shot from 27 ft,,68-62,,
5:15.0,,,68-62,,Defensive rebound by J. Clarkson
5:12.0,,,68-62,,Shooting foul by A. Wiggins (drawn by J. Randle)
5:12.0,,,68-63,1,J. Randle makes free throw 1 of 2
5:12.0,,,68-64,1,J. Randle makes free throw 2 of 2
5:01.0,Shooting foul by J. Randle (drawn by K. Towns),,68-64,,
5:01.0,K. Towns makes free throw 1 of 2,1,69-64,,
5:01.0,K. Towns makes free throw 2 of 2,1,70-64,,
4:52.0,,,70-64,,Offensive foul by J. Randle (drawn by K. Towns)
4:52.0,,,70-64,,Turnover by J. Randle (offensive foul)
4:28.0,J. Teague makes 2-pt shot from 3 ft (assist by J. Butler),2,72-64,,
4:11.0,,,72-66,2,J. Randle makes 2-pt shot from 2 ft (assist by J. Hart)
4:01.0,J. Teague misses 3-pt shot from 25 ft,,72-66,,
3:57.0,,,72-66,,Defensive rebound by K. Caldwell-Pope
3:48.0,,,72-68,2,J. Clarkson makes 2-pt shot from 3 ft (assist by J. Randle)
3:48.0,Minnesota full timeout,,72-68,,
3:48.0,,,72-68,,T. Ennis enters the game for J. Clarkson
3:48.0,G. Dieng enters the game for K. Towns,,72-68,,
3:29.0,J. Butler misses 2-pt shot from 12 ft,,72-68,,
3:26.0,Offensive rebound by J. Butler,,72-68,,
3:24.0,G. Dieng misses 3-pt shot from 23 ft,,72-68,,
3:24.0,,,72-68,,Defensive rebound by J. Randle
3:15.0,,,72-70,2,J. Randle makes 2-pt shot from 1 ft
2:57.0,J. Teague makes 2-pt shot from 2 ft,2,74-70,,
2:34.0,,,74-70,,Shooting foul by J. Teague (drawn by T. Ennis)
2:34.0,,,74-70,,T. Ennis misses free throw 1 of 2
2:34.0,,,74-70,,Offensive rebound by Team
2:34.0,T. Jones enters the game for J. Teague,,74-70,,
2:34.0,J. Crawford enters the game for J. Butler,,74-70,,
2:34.0,,,74-71,1,T. Ennis makes free throw 2 of 2
2:17.0,T. Jones misses 3-pt shot from 26 ft,,74-71,,
2:17.0,,,74-71,,Defensive rebound by Team
2:02.0,,,74-71,,T. Ennis misses 2-pt shot from 2 ft
2:00.0,,,74-71,,Offensive rebound by J. Randle
1:59.0,,,74-71,,J. Randle misses 2-pt shot from 2 ft
1:59.0,,,74-71,,Offensive rebound by Team
1:59.0,N. Bjelica enters the game for T. Gibson,,74-71,,
1:59.0,Personal foul by G. Dieng (drawn by J. Randle),,74-71,,
1:59.0,,,74-72,1,K. Kuzma makes free throw 1 of 1
1:45.0,,,74-72,,K. Caldwell-Pope misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by T. Jones,,74-72,,
1:28.0,T. Jones makes 3-pt shot from 23 ft (assist by A. Wiggins),3,77-72,,
1:14.0,,,77-72,,Shooting foul by N. Bjelica (drawn by K. Kuzma)
1:14.0,,,77-73,1,K. Kuzma makes free throw 1 of 2
1:14.0,,,77-73,,A. Caruso enters the game for K. Caldwell-Pope
1:14.0,,,77-74,1,K. Kuzma makes free throw 2 of 2
1:00.0,J. Crawford makes 2-pt shot from 18 ft,2,79-74,,
0:44.0,,,79-76,2,J. Randle makes 2-pt shot from 9 ft
0:32.0,Shooting foul by J. Randle (drawn by J. Crawford),,79-76,,
0:32.0,J. Crawford makes free throw 1 of 2,1,80-76,,
0:32.0,J. Crawford makes free throw 2 of 2,1,81-76,,
0:14.0,,,81-78,2,T. Ennis makes 2-pt shot from 2 ft
0:03.0,,,81-78,,Personal foul by T. Ennis (drawn by G. Dieng)
0:03.0,G. Dieng makes free throw 1 of 2,1,82-78,,
0:03.0,M. Georges-Hunt enters the game for J. Crawford,,82-78,,
0:03.0,G. Dieng makes free throw 2 of 2,1,83-78,,
0:01.0,,,83-78,,Shooting foul by N. Bjelica (drawn by K. Kuzma)
0:01.0,,,83-79,1,K. Kuzma makes free throw 1 of 3
0:01.0,,,83-79,,K. Kuzma misses free throw 2 of 3
0:01.0,,,83-79,,Offensive rebound by Team
0:01.0,,,83-80,1,K. Kuzma makes free throw 3 of 3
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,83-82,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Randle)
11:24.0,J. Butler misses 3-pt shot from 26 ft,,83-82,,
11:24.0,,,83-82,,Defensive rebound by T. Ennis
11:14.0,,,83-84,2,J. Randle makes 2-pt shot from 1 ft (assist by T. Ennis)
11:03.0,K. Towns makes 2-pt shot from 1 ft (assist by T. Jones),2,85-84,,
11:03.0,Shooting foul by L. Nance (drawn by K. Towns),,85-84,,
11:03.0,K. Towns makes free throw 1 of 1,1,86-84,,
10:42.0,,,86-84,,Turnover by A. Caruso (lost ball; steal by J. Crawford)
10:38.0,J. Crawford makes 2-pt shot from 1 ft (assist by T. Jones),2,88-84,,
10:29.0,Violation by K. Towns (kicked ball),,88-84,,
10:20.0,,,88-84,,Turnover by C. Brewer (lost ball; steal by T. Jones)
10:17.0,K. Towns makes 2-pt shot from 1 ft (assist by J. Butler),2,90-84,,
10:17.0,Shooting foul by C. Brewer (drawn by K. Towns),,90-84,,
10:17.0,K. Towns makes free throw 1 of 1,1,91-84,,
9:57.0,,,91-84,,C. Brewer misses 3-pt shot from 25 ft
9:54.0,Defensive rebound by G. Dieng,,91-84,,
9:40.0,J. Crawford makes 3-pt shot from 25 ft (assist by T. Jones),3,94-84,,
9:40.0,,,94-84,,LA Lakers full timeout
9:40.0,,,94-84,,J. Hart enters the game for A. Caruso
9:40.0,,,94-84,,J. Clarkson enters the game for J. Randle
9:40.0,,,94-84,,K. Kuzma enters the game for C. Brewer
9:25.0,,,94-84,,L. Nance misses 2-pt shot from 9 ft
9:23.0,Defensive rebound by K. Towns,,94-84,,
9:12.0,K. Towns misses 3-pt shot from 26 ft,,94-84,,
9:09.0,Offensive rebound by G. Dieng,,94-84,,
8:56.0,K. Towns makes 2-pt shot from 4 ft,2,96-84,,
8:45.0,,,96-84,,T. Ennis misses 2-pt shot from 1 ft
8:44.0,,,96-84,,Offensive rebound by L. Nance
8:44.0,,,96-84,,Shooting foul by G. Dieng (drawn by L. Nance)
8:44.0,,,96-84,,L. Nance misses free throw 1 of 2
8:44.0,,,96-84,,Offensive rebound by Team
8:44.0,,,96-85,1,L. Nance makes free throw 2 of 2
8:33.0,Turnover by K. Towns (traveling),,96-85,,
8:16.0,,,96-85,,K. Kuzma misses 2-pt shot from 21 ft
8:14.0,Defensive rebound by J. Butler,,96-85,,
8:07.0,J. Crawford makes 3-pt shot from 22 ft (assist by T. Jones),3,99-85,,
7:55.0,,,99-85,,J. Clarkson misses 2-pt shot from 11 ft
7:53.0,Defensive rebound by T. Jones,,99-85,,
7:52.0,Turnover by G. Dieng (bad pass),,99-85,,
7:52.0,,,99-85,,K. Caldwell-Pope enters the game for T. Ennis
7:34.0,,,99-85,,K. Caldwell-Pope misses 2-pt shot from 18 ft
7:31.0,,,99-85,,Offensive rebound by L. Nance
7:29.0,,,99-88,3,K. Kuzma makes 3-pt shot from 25 ft (assist by J. Hart)
7:14.0,J. Crawford makes 2-pt shot from 13 ft,2,101-88,,
7:08.0,,,101-88,,K. Kuzma misses 2-pt shot from 5 ft
7:07.0,,,101-88,,Offensive rebound by J. Clarkson
7:06.0,,,101-88,,J. Clarkson misses 2-pt shot from 1 ft
7:05.0,Defensive rebound by K. Towns,,101-88,,
7:03.0,,,101-88,,Personal foul by L. Nance (drawn by T. Jones)
7:03.0,T. Gibson enters the game for G. Dieng,,101-88,,
6:52.0,J. Butler misses 3-pt shot from 25 ft,,101-88,,
6:49.0,,,101-88,,Defensive rebound by L. Nance
6:44.0,,,101-90,2,L. Nance makes 2-pt shot from 2 ft (assist by J. Clarkson)
6:23.0,J. Butler makes 2-pt shot from 16 ft,2,103-90,,
6:13.0,,,103-90,,J. Clarkson misses 2-pt shot from 12 ft (block by K. Towns)
6:12.0,Defensive rebound by K. Towns,,103-90,,
6:04.0,Turnover by T. Jones (bad pass; steal by J. Hart),,103-90,,
6:00.0,,,103-92,2,L. Nance makes 2-pt shot from 2 ft (assist by K. Kuzma)
6:00.0,Minnesota full timeout,,103-92,,
6:00.0,J. Teague enters the game for T. Jones,,103-92,,
5:43.0,J. Butler misses 2-pt shot from 19 ft,,103-92,,
5:41.0,,,103-92,,Defensive rebound by K. Caldwell-Pope
5:26.0,,,103-94,2,J. Clarkson makes 2-pt shot from 2 ft
5:26.0,,,103-94,,Shooting foul by T. Gibson (drawn by J. Clarkson)
5:26.0,,,103-95,1,J. Clarkson makes free throw 1 of 1
5:14.0,J. Butler makes 2-pt shot from 12 ft,2,105-95,,
4:59.0,,,105-95,,Shooting foul by J. Teague (drawn by K. Kuzma)
4:59.0,,,105-96,1,K. Kuzma makes free throw 1 of 2
4:59.0,A. Wiggins enters the game for J. Crawford,,105-96,,
4:59.0,,,105-96,,K. Kuzma misses free throw 2 of 2
4:54.0,Defensive rebound by K. Towns,,105-96,,
4:34.0,Turnover by J. Teague (bad pass; steal by J. Clarkson),,105-96,,
4:30.0,,,105-99,3,J. Hart makes 3-pt shot from 26 ft (assist by J. Clarkson)
4:05.0,A. Wiggins misses 2-pt shot from 16 ft,,105-99,,
4:03.0,,,105-99,,Defensive rebound by K. Caldwell-Pope
3:56.0,,,105-99,,J. Hart misses 2-pt shot from 2 ft (block by K. Towns)
3:53.0,Defensive rebound by J. Teague,,105-99,,
3:40.0,T. Gibson makes 2-pt shot from 6 ft (assist by J. Butler),2,107-99,,
3:28.0,,,107-99,,J. Clarkson misses 2-pt shot from 1 ft (block by K. Towns)
3:28.0,Defensive rebound by Team,,107-99,,
3:09.0,T. Gibson makes 3-pt shot from 25 ft (assist by K. Towns),3,110-99,,
3:08.0,,,110-99,,LA Lakers full timeout
3:08.0,Minnesota full timeout,,110-99,,
3:08.0,,,110-99,,J. Randle enters the game for L. Nance
2:54.0,,,110-102,3,K. Kuzma makes 3-pt shot from 28 ft
2:33.0,A. Wiggins misses 2-pt shot from 2 ft,,110-102,,
2:30.0,,,110-102,,Defensive rebound by J. Hart
2:26.0,,,110-102,,K. Caldwell-Pope misses 3-pt shot from 23 ft
2:23.0,Defensive rebound by J. Teague,,110-102,,
2:05.0,A. Wiggins makes 3-pt shot from 23 ft (assist by J. Teague),3,113-102,,
1:46.0,,,113-102,,J. Hart misses 3-pt shot from 26 ft
1:43.0,Defensive rebound by T. Gibson,,113-102,,
1:29.0,T. Gibson makes 2-pt shot from 1 ft (assist by J. Butler),2,115-102,,
1:21.0,,,115-102,,K. Kuzma misses 3-pt shot from 25 ft
1:19.0,Defensive rebound by Team,,115-102,,
1:19.0,,,115-102,,Loose ball foul by J. Hart (drawn by K. Towns)
1:02.0,T. Gibson makes 2-pt shot from 1 ft (assist by A. Wiggins),2,117-102,,
0:57.0,,,117-102,,Turnover by J. Hart (bad pass; steal by J. Butler)
