time,Dallas,pts.away,score,pts.home,Golden State
8:38.0,,,35-27,,Violation by P. McCaw (def goaltending)
8:38.0,,,35-27,,Golden State full timeout
8:26.0,,,35-29,2,D. West makes 2-pt shot from 2 ft (assist by A. Iguodala)
8:26.0,,,35-29,,Shooting foul by D. Nowitzki (drawn by D. West)
8:26.0,,,35-30,1,D. West makes free throw 1 of 1
8:11.0,D. Powell misses 2-pt shot from 2 ft,,35-30,,
8:08.0,,,35-30,,Defensive rebound by K. Thompson
8:05.0,,,35-32,2,K. Thompson makes 2-pt shot from 15 ft
7:52.0,J. Barea misses 3-pt shot from 25 ft,,35-32,,
7:48.0,,,35-32,,Defensive rebound by O. Casspi
7:43.0,,,35-32,,Turnover by K. Thompson (lost ball; steal by D. Harris)
7:39.0,J. Barea makes 2-pt shot at rim (assist by D. Harris),2,37-32,,
7:22.0,,,37-32,,K. Thompson misses 2-pt shot from 17 ft
7:21.0,Defensive rebound by Team,,37-32,,
7:21.0,,,37-32,,Loose ball foul by D. West (drawn by D. Nowitzki)
7:05.0,D. Nowitzki makes 3-pt shot from 23 ft (assist by J. Barea),3,40-32,,
6:54.0,Personal foul by A. Cleveland (drawn by P. McCaw),,40-32,,
6:54.0,H. Barnes enters the game for D. Nowitzki,,40-32,,
6:43.0,,,40-32,,Shooting foul by D. Harris (drawn by O. Casspi)
6:43.0,,,40-33,1,O. Casspi makes free throw 1 of 2
6:43.0,Y. Ferrell enters the game for D. Harris,,40-33,,
6:43.0,W. Matthews enters the game for A. Cleveland,,40-33,,
6:43.0,,,40-33,,O. Casspi misses free throw 2 of 2
6:40.0,Defensive rebound by H. Barnes,,40-33,,
6:30.0,,,40-33,,Personal foul by P. McCaw (drawn by J. Barea)
6:30.0,,,40-33,,K. Durant enters the game for A. Iguodala
6:30.0,,,40-33,,S. Livingston enters the game for K. Thompson
6:30.0,M. Kleber enters the game for D. Powell,,40-33,,
6:15.0,W. Matthews misses 2-pt shot from 11 ft,,40-33,,
6:09.0,Offensive rebound by H. Barnes,,40-33,,
6:03.0,H. Barnes misses 3-pt shot from 23 ft,,40-33,,
5:59.0,,,40-33,,Defensive rebound by K. Durant
5:50.0,,,40-35,2,O. Casspi makes 2-pt shot from 1 ft (assist by D. West)
5:50.0,Dallas full timeout,,40-35,,
5:50.0,,,40-35,,J. Bell enters the game for D. West
5:38.0,M. Kleber makes 2-pt shot from 1 ft (assist by H. Barnes),2,42-35,,
5:16.0,,,42-35,,S. Livingston misses 2-pt shot from 9 ft
5:11.0,,,42-35,,Offensive rebound by O. Casspi
5:10.0,,,42-35,,K. Durant misses 3-pt shot from 27 ft
5:08.0,Defensive rebound by W. Matthews,,42-35,,
5:00.0,H. Barnes misses 2-pt shot from 2 ft (block by K. Durant),,42-35,,
4:56.0,Offensive rebound by H. Barnes,,42-35,,
4:56.0,W. Matthews misses 3-pt shot from 25 ft,,42-35,,
4:56.0,Offensive rebound by Team,,42-35,,
4:56.0,,,42-35,,Personal foul by J. Bell (drawn by H. Barnes)
4:56.0,H. Barnes misses free throw 1 of 2,,42-35,,
4:56.0,Offensive rebound by Team,,42-35,,
4:56.0,H. Barnes makes free throw 2 of 2,1,43-35,,
4:36.0,,,43-37,2,O. Casspi makes 2-pt shot from 9 ft (assist by J. Bell)
4:18.0,H. Barnes misses 2-pt shot from 10 ft,,43-37,,
4:15.0,Offensive rebound by M. Kleber,,43-37,,
4:13.0,,,43-37,,K. Thompson enters the game for P. McCaw
4:13.0,,,43-37,,A. Iguodala enters the game for O. Casspi
4:05.0,J. Barea misses 3-pt shot from 25 ft,,43-37,,
4:00.0,,,43-37,,Defensive rebound by J. Bell
3:42.0,,,43-39,2,K. Thompson makes 2-pt shot from 16 ft (assist by J. Bell)
3:27.0,W. Matthews misses 2-pt shot from 2 ft,,43-39,,
3:24.0,,,43-39,,Defensive rebound by K. Durant
3:22.0,,,43-39,,S. Livingston misses 2-pt shot from 3 ft
3:16.0,Defensive rebound by Y. Ferrell,,43-39,,
3:14.0,Y. Ferrell misses 3-pt shot from 26 ft,,43-39,,
3:11.0,,,43-39,,Defensive rebound by J. Bell
3:03.0,,,43-41,2,K. Durant makes 2-pt shot from 12 ft (assist by A. Iguodala)
3:02.0,Dallas full timeout,,43-41,,
3:02.0,D. Harris enters the game for J. Barea,,43-41,,
2:42.0,Turnover by W. Matthews (bad pass),,43-41,,
2:25.0,,,43-41,,J. Bell misses 2-pt shot from 7 ft
2:19.0,Defensive rebound by M. Kleber,,43-41,,
2:04.0,Turnover by W. Matthews (traveling),,43-41,,
1:49.0,D. Nowitzki enters the game for Y. Ferrell,,43-41,,
1:48.0,,,43-43,2,K. Durant makes 2-pt shot from 18 ft (assist by S. Livingston)
1:48.0,,,43-43,,Shooting foul by M. Kleber (drawn by K. Durant)
1:48.0,,,43-44,1,K. Durant makes free throw 1 of 1
1:27.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by D. Harris),2,45-44,,
1:14.0,,,45-44,,A. Iguodala misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by M. Kleber,,45-44,,
0:51.0,D. Nowitzki misses 2-pt shot from 13 ft,,45-44,,
0:45.0,,,45-44,,Defensive rebound by K. Durant
0:37.0,,,45-46,2,S. Livingston makes 2-pt shot from 15 ft (assist by K. Durant)
0:33.0,D. Harris makes 3-pt shot from 25 ft,3,48-46,,
0:27.0,,,48-46,,K. Durant misses 2-pt shot from 17 ft
0:26.0,,,48-46,,Offensive rebound by J. Bell
0:26.0,,,48-48,2,J. Bell makes 2-pt shot at rim
0:02.0,D. Harris misses 2-pt shot from 6 ft (block by K. Durant),,48-48,,
0:00.0,,,48-48,,Defensive rebound by A. Iguodala
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. Nowitzki makes 3-pt shot from 27 ft (assist by H. Barnes),3,51-48,,
11:26.0,,,51-48,,K. Durant misses 3-pt shot from 25 ft
11:22.0,Defensive rebound by H. Barnes,,51-48,,
11:13.0,Y. Ferrell misses 2-pt shot from 21 ft,,51-48,,
11:11.0,Offensive rebound by H. Barnes,,51-48,,
11:11.0,Shooting foul by S. Livingston (drawn by H. Barnes),,51-48,,
11:11.0,H. Barnes makes free throw 1 of 2,1,52-48,,
11:11.0,H. Barnes makes free throw 2 of 2,1,53-48,,
11:01.0,,,53-48,,K. Thompson misses 2-pt shot from 19 ft
10:59.0,Defensive rebound by Team,,53-48,,
10:35.0,Y. Ferrell misses 2-pt shot from 2 ft,,53-48,,
10:30.0,,,53-48,,Defensive rebound by K. Thompson
10:29.0,,,53-50,2,J. Bell makes 2-pt shot from 2 ft (assist by K. Durant)
10:11.0,D. Nowitzki misses 2-pt shot from 13 ft,,53-50,,
10:06.0,,,53-50,,Defensive rebound by S. Livingston
10:02.0,,,53-52,2,O. Casspi makes 2-pt shot from 7 ft (assist by K. Durant)
9:49.0,M. Kleber misses 3-pt shot from 25 ft,,53-52,,
9:44.0,,,53-52,,Defensive rebound by O. Casspi
9:44.0,,,53-52,,Offensive charge foul by K. Durant (drawn by M. Kleber)
9:44.0,,,53-52,,Turnover by K. Durant (offensive foul)
9:28.0,Y. Ferrell makes 2-pt shot from 1 ft (assist by W. Matthews),2,55-52,,
9:23.0,,,55-52,,Turnover by K. Thompson (traveling)
9:14.0,W. Matthews misses 3-pt shot from 23 ft,,55-52,,
9:11.0,,,55-52,,Defensive rebound by J. Bell
9:06.0,,,55-54,2,S. Livingston makes 2-pt shot from 10 ft
8:49.0,H. Barnes makes 2-pt shot from 6 ft,2,57-54,,
8:31.0,,,57-57,3,O. Casspi makes 3-pt shot from 25 ft (assist by K. Durant)
8:16.0,W. Matthews misses 2-pt shot from 7 ft (block by O. Casspi),,57-57,,
8:16.0,,,57-57,,Defensive rebound by K. Durant
8:12.0,,,57-57,,Turnover by K. Durant (bad pass; steal by H. Barnes)
8:04.0,Y. Ferrell makes 3-pt shot from 27 ft,3,60-57,,
7:50.0,,,60-59,2,O. Casspi makes 2-pt shot from 1 ft (assist by K. Durant)
7:34.0,Shooting foul by S. Livingston (drawn by D. Nowitzki),,60-59,,
7:34.0,D. Nowitzki makes free throw 1 of 2,1,61-59,,
7:34.0,D. Nowitzki misses free throw 2 of 2,,61-59,,
7:31.0,,,61-59,,Defensive rebound by J. Bell
7:20.0,,,61-61,2,K. Durant makes 2-pt shot from 18 ft (assist by J. Bell)
7:04.0,Turnover by H. Barnes (lost ball; steal by J. Bell),,61-61,,
7:02.0,Personal foul by D. Nowitzki (drawn by K. Durant),,61-61,,
7:02.0,D. Harris enters the game for D. Nowitzki,,61-61,,
6:49.0,,,61-64,3,K. Durant makes 3-pt shot from 26 ft (assist by J. Bell)
6:46.0,Dallas full timeout,,61-64,,
6:29.0,H. Barnes misses 2-pt shot from 11 ft,,61-64,,
6:26.0,Offensive rebound by H. Barnes,,61-64,,
6:25.0,H. Barnes misses 2-pt shot from 2 ft,,61-64,,
6:24.0,,,61-64,,Defensive rebound by K. Durant
6:23.0,Personal foul by W. Matthews (drawn by K. Durant),,61-64,,
6:05.0,,,61-64,,Shooting foul by H. Barnes (drawn by O. Casspi)
6:05.0,,,61-64,,O. Casspi misses free throw 1 of 2
6:05.0,,,61-64,,Offensive rebound by Team
6:05.0,,,61-65,1,O. Casspi makes free throw 2 of 2
5:51.0,H. Barnes misses 2-pt shot from 2 ft (block by O. Casspi),,61-65,,
5:48.0,,,61-65,,Defensive rebound by K. Durant
5:47.0,,,61-65,,Turnover by K. Durant (bad pass)
5:32.0,Y. Ferrell misses 3-pt shot from 26 ft,,61-65,,
5:27.0,,,61-65,,Defensive rebound by O. Casspi
5:18.0,,,61-65,,K. Thompson misses 2-pt shot from 20 ft
5:16.0,Defensive rebound by Team,,61-65,,
5:16.0,J. Barea enters the game for Y. Ferrell,,61-65,,
5:04.0,H. Barnes makes 2-pt shot from 1 ft (assist by D. Harris),2,63-65,,
5:02.0,,,63-65,,Golden State full timeout
5:02.0,,,63-65,,A. Iguodala enters the game for O. Casspi
5:02.0,,,63-65,,P. McCaw enters the game for S. Livingston
4:42.0,,,63-68,3,K. Durant makes 3-pt shot from 27 ft
4:16.0,W. Matthews misses 3-pt shot from 26 ft,,63-68,,
4:13.0,,,63-68,,Defensive rebound by K. Durant
4:09.0,,,63-70,2,J. Bell makes 2-pt shot from 1 ft (assist by A. Iguodala)
3:57.0,Shooting foul by A. Iguodala (drawn by M. Kleber),,63-70,,
3:57.0,M. Kleber makes free throw 1 of 2,1,64-70,,
3:57.0,,,64-70,,Q. Cook enters the game for K. Thompson
3:57.0,A. Cleveland enters the game for W. Matthews,,64-70,,
3:57.0,M. Kleber makes free throw 2 of 2,1,65-70,,
3:45.0,,,65-72,2,K. Durant makes 2-pt shot from 1 ft (assist by J. Bell)
3:33.0,,,65-72,,Personal foul by Q. Cook (drawn by D. Harris)
3:32.0,Turnover by D. Harris (bad pass),,65-72,,
3:06.0,,,65-72,,K. Durant misses 3-pt shot from 26 ft
3:01.0,Defensive rebound by J. Barea,,65-72,,
2:55.0,H. Barnes misses 2-pt shot from 2 ft,,65-72,,
2:50.0,Offensive rebound by H. Barnes,,65-72,,
2:49.0,H. Barnes makes 2-pt shot from 1 ft,2,67-72,,
2:37.0,,,67-72,,Turnover by J. Bell (out of bounds lost ball)
2:37.0,,,67-72,,K. Looney enters the game for J. Bell
2:26.0,H. Barnes misses 2-pt shot from 18 ft,,67-72,,
2:25.0,,,67-72,,Defensive rebound by Team
2:25.0,Loose ball foul by M. Kleber (drawn by K. Looney),,67-72,,
2:25.0,D. Powell enters the game for H. Barnes,,67-72,,
2:25.0,D. Nowitzki enters the game for M. Kleber,,67-72,,
2:13.0,,,67-72,,Turnover by K. Durant (lost ball; steal by A. Cleveland)
1:59.0,D. Nowitzki misses 2-pt shot from 13 ft,,67-72,,
1:55.0,,,67-72,,Defensive rebound by K. Durant
1:49.0,,,67-75,3,Q. Cook makes 3-pt shot from 26 ft (assist by K. Durant)
1:23.0,Shooting foul by K. Durant (drawn by D. Nowitzki),,67-75,,
1:23.0,D. Nowitzki makes free throw 1 of 2,1,68-75,,
1:23.0,D. Nowitzki makes free throw 2 of 2,1,69-75,,
1:07.0,,,69-77,2,K. Durant makes 2-pt shot from 7 ft (assist by A. Iguodala)
0:50.0,D. Harris makes 2-pt shot at rim (assist by J. Barea),2,71-77,,
0:27.0,,,71-80,3,K. Durant makes 3-pt shot from 27 ft (assist by K. Looney)
0:26.0,Dallas full timeout,,71-80,,
0:26.0,,,71-80,,J. Bell enters the game for Q. Cook
0:26.0,,,71-80,,O. Casspi enters the game for K. Durant
0:06.0,Shooting foul by K. Looney (drawn by D. Harris),,71-80,,
0:06.0,D. Harris makes free throw 1 of 2,1,72-80,,
0:06.0,,,72-80,,K. Thompson enters the game for K. Looney
0:06.0,,,72-80,,K. Durant enters the game for O. Casspi
0:06.0,H. Barnes enters the game for D. Nowitzki,,72-80,,
0:06.0,D. Harris makes free throw 2 of 2,1,73-80,,
0:02.0,,,73-80,,K. Durant misses 2-pt shot from 12 ft
0:00.0,,,73-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,Personal foul by D. Powell (drawn by A. Iguodala),,73-80,,
11:50.0,Personal foul by D. Harris (drawn by K. Thompson),,73-80,,
11:46.0,,,73-82,2,A. Iguodala makes 2-pt shot from 1 ft (assist by O. Casspi)
11:28.0,Turnover by D. Harris (bad pass; steal by D. West),,73-82,,
11:15.0,,,73-84,2,K. Thompson makes 2-pt shot from 2 ft (assist by A. Iguodala)
10:58.0,D. Nowitzki misses 2-pt shot from 10 ft,,73-84,,
10:55.0,,,73-84,,Defensive rebound by O. Casspi
10:46.0,,,73-84,,P. McCaw misses 2-pt shot from 9 ft
10:41.0,Defensive rebound by D. Nowitzki,,73-84,,
10:34.0,,,73-84,,Personal foul by P. McCaw (drawn by D. Powell)
10:24.0,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea),2,75-84,,
9:58.0,,,75-84,,O. Casspi misses 2-pt shot from 2 ft
9:55.0,Defensive rebound by D. Nowitzki,,75-84,,
9:48.0,Turnover by J. Barea (bad pass; steal by P. McCaw),,75-84,,
9:44.0,,,75-86,2,O. Casspi makes 2-pt shot from 1 ft (assist by A. Iguodala)
9:32.0,J. Barea makes 2-pt shot from 1 ft,2,77-86,,
9:16.0,,,77-86,,K. Thompson misses 2-pt shot from 22 ft
9:13.0,Defensive rebound by D. Nowitzki,,77-86,,
9:03.0,J. Barea makes 2-pt shot from 2 ft (assist by D. Powell),2,79-86,,
8:46.0,,,79-89,3,K. Thompson makes 3-pt shot from 24 ft (assist by O. Casspi)
8:27.0,D. Nowitzki misses 2-pt shot from 19 ft,,79-89,,
8:24.0,,,79-89,,Defensive rebound by D. West
8:22.0,,,79-92,3,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala)
8:20.0,Dallas full timeout,,79-92,,
8:20.0,H. Barnes enters the game for A. Cleveland,,79-92,,
8:08.0,D. Nowitzki makes 2-pt shot from 20 ft (assist by D. Harris),2,81-92,,
7:52.0,,,81-95,3,K. Thompson makes 3-pt shot from 25 ft (assist by P. McCaw)
7:40.0,D. Nowitzki misses 3-pt shot from 26 ft,,81-95,,
7:38.0,,,81-95,,Defensive rebound by K. Thompson
7:28.0,,,81-95,,D. West misses 2-pt shot from 14 ft
7:23.0,Defensive rebound by D. Powell,,81-95,,
7:16.0,,,81-95,,Personal foul by O. Casspi (drawn by J. Barea)
7:09.0,D. Powell makes 2-pt shot from 1 ft (assist by D. Harris),2,83-95,,
6:50.0,,,83-98,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. West)
6:43.0,Turnover by D. Harris (bad pass; steal by D. West),,83-98,,
6:30.0,Personal foul by J. Barea (drawn by O. Casspi),,83-98,,
6:30.0,M. Kleber enters the game for D. Nowitzki,,83-98,,
6:30.0,W. Matthews enters the game for D. Harris,,83-98,,
6:28.0,,,83-98,,K. Thompson misses 2-pt shot from 17 ft
6:26.0,Defensive rebound by J. Barea,,83-98,,
6:05.0,Turnover by H. Barnes (bad pass; steal by P. McCaw),,83-98,,
6:00.0,,,83-100,2,D. West makes 2-pt shot at rim (assist by A. Iguodala)
5:55.0,Dallas full timeout,,83-100,,
5:55.0,,,83-100,,K. Durant enters the game for O. Casspi
5:45.0,D. Powell makes 2-pt shot from 2 ft (assist by J. Barea),2,85-100,,
5:26.0,,,85-102,2,D. West makes 2-pt shot from 1 ft (assist by A. Iguodala)
5:07.0,W. Matthews makes 3-pt shot from 25 ft (assist by D. Powell),3,88-102,,
4:49.0,,,88-104,2,K. Durant makes 2-pt shot at rim (assist by D. West)
4:34.0,J. Barea misses 2-pt shot from 3 ft,,88-104,,
4:31.0,,,88-104,,Defensive rebound by D. West
4:19.0,,,88-106,2,D. West makes 2-pt shot from 1 ft (assist by K. Durant)
4:03.0,W. Matthews misses 3-pt shot from 26 ft,,88-106,,
4:00.0,,,88-106,,Defensive rebound by D. West
3:56.0,Personal take foul by J. Barea (drawn by P. McCaw),,88-106,,
3:56.0,Y. Ferrell enters the game for J. Barea,,88-106,,
3:39.0,,,88-106,,Shooting foul by D. Powell (drawn by P. McCaw)
3:39.0,,,88-107,1,P. McCaw makes free throw 1 of 2
3:39.0,,,88-107,,J. McGee enters the game for D. West
3:39.0,J. Withey enters the game for W. Matthews,,88-107,,
3:39.0,A. Cleveland enters the game for M. Kleber,,88-107,,
3:39.0,,,88-108,1,P. McCaw makes free throw 2 of 2
3:28.0,H. Barnes misses 3-pt shot from 25 ft,,88-108,,
3:24.0,,,88-108,,Defensive rebound by K. Thompson
3:14.0,,,88-108,,A. Iguodala misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by A. Cleveland,,88-108,,
2:57.0,J. Withey misses 3-pt shot from 23 ft,,88-108,,
2:53.0,Offensive rebound by D. Powell,,88-108,,
2:50.0,Y. Ferrell makes 3-pt shot from 25 ft (assist by D. Powell),3,91-108,,
2:25.0,,,91-110,2,K. Durant makes 2-pt shot from 18 ft
2:06.0,H. Barnes misses 2-pt shot from 12 ft,,91-110,,
2:00.0,,,91-110,,Defensive rebound by K. Thompson
1:57.0,,,91-110,,Golden State full timeout
1:57.0,,,91-110,,Q. Cook enters the game for A. Iguodala
1:57.0,,,91-110,,O. Casspi enters the game for K. Thompson
1:57.0,,,91-110,,K. Looney enters the game for K. Durant
1:57.0,J. Motley enters the game for H. Barnes,,91-110,,
1:45.0,,,91-112,2,J. McGee makes 2-pt shot from 18 ft (assist by Q. Cook)
1:36.0,,,91-112,,Personal foul by J. McGee (drawn by J. Withey)
1:25.0,,,91-112,,Personal foul by Q. Cook (drawn by J. Motley)
1:25.0,J. Motley misses free throw 1 of 2,,91-112,,
1:25.0,Offensive rebound by Team,,91-112,,
1:25.0,J. Motley makes free throw 2 of 2,1,92-112,,
1:15.0,,,92-112,,Q. Cook misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by D. Powell,,92-112,,
1:04.0,A. Cleveland misses 2-pt shot from 13 ft,,92-112,,
0:59.0,Offensive rebound by D. Powell,,92-112,,
0:52.0,J. Motley makes 2-pt shot from 3 ft,2,94-112,,
0:38.0,,,94-112,,K. Looney misses 2-pt shot from 16 ft (block by J. Motley)
0:34.0,Defensive rebound by J. Withey,,94-112,,
0:29.0,J. Withey makes 2-pt shot from 1 ft (assist by Y. Ferrell),2,96-112,,
0:09.0,,,96-112,,J. McGee misses 3-pt shot from 25 ft
0:06.0,Defensive rebound by J. Motley,,96-112,,
0:02.0,Shooting foul by J. McGee (drawn by J. Motley),,96-112,,
0:02.0,J. Motley makes free throw 1 of 2,1,97-112,,
0:02.0,J. Motley misses free throw 2 of 2,,97-112,,
0:01.0,,,97-112,,Defensive rebound by O. Casspi
