time,Oklahoma City,pts.away,score,pts.home,Utah
8:10.0,,,32-28,,D. Favors enters the game for E. Udoh
8:09.0,,,32-28,,Turnover by T. Sefolosha (step out of bounds)
7:57.0,P. Patterson makes 2-pt shot from 12 ft (assist by P. George),2,34-28,,
7:43.0,,,34-28,,Turnover by D. Mitchell (traveling)
7:43.0,S. Adams enters the game for J. Grant,,34-28,,
7:43.0,C. Anthony enters the game for P. Patterson,,34-28,,
7:32.0,Turnover by P. George (bad pass; steal by D. Mitchell),,34-28,,
7:25.0,,,34-30,2,T. Sefolosha makes 2-pt shot from 23 ft (assist by D. Favors)
7:09.0,R. Westbrook misses 2-pt shot from 18 ft,,34-30,,
7:06.0,,,34-30,,Defensive rebound by A. Burks
7:00.0,,,34-30,,Shooting foul by C. Anthony (drawn by J. Jerebko)
7:00.0,,,34-31,1,J. Jerebko makes free throw 1 of 2
7:00.0,,,34-31,,J. Ingles enters the game for A. Burks
7:00.0,A. Roberson enters the game for R. Felton,,34-31,,
7:00.0,,,34-32,1,J. Jerebko makes free throw 2 of 2
6:38.0,C. Anthony misses 2-pt shot from 16 ft,,34-32,,
6:34.0,Offensive rebound by R. Westbrook,,34-32,,
6:31.0,R. Westbrook makes 2-pt shot from 17 ft,2,36-32,,
6:21.0,,,36-32,,Utah full timeout
6:21.0,,,36-32,,R. Hood enters the game for T. Sefolosha
6:08.0,,,36-32,,D. Mitchell misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by Team,,36-32,,
5:53.0,C. Anthony misses 2-pt shot from 18 ft,,36-32,,
5:50.0,,,36-32,,Defensive rebound by D. Favors
5:43.0,,,36-34,2,D. Favors makes 2-pt shot from 1 ft (assist by R. Hood)
5:20.0,C. Anthony misses 3-pt shot from 22 ft,,36-34,,
5:17.0,Offensive rebound by C. Anthony,,36-34,,
5:16.0,P. George misses 3-pt shot from 24 ft,,36-34,,
5:13.0,Offensive rebound by S. Adams,,36-34,,
5:12.0,S. Adams makes 2-pt shot from 7 ft,2,38-34,,
4:51.0,,,38-34,,R. Hood misses 3-pt shot from 28 ft
4:49.0,Defensive rebound by S. Adams,,38-34,,
4:40.0,R. Westbrook misses 2-pt shot from 17 ft,,38-34,,
4:37.0,,,38-34,,Defensive rebound by J. Ingles
4:31.0,,,38-34,,Turnover by J. Ingles (lost ball; steal by P. George)
4:28.0,P. George makes 2-pt shot from 1 ft,2,40-34,,
4:26.0,,,40-34,,Utah full timeout
4:26.0,,,40-34,,J. Johnson enters the game for J. Jerebko
4:18.0,,,40-34,,Turnover by D. Mitchell (lost ball; steal by S. Adams)
4:13.0,P. George misses 2-pt shot from 2 ft,,40-34,,
4:09.0,Offensive rebound by S. Adams,,40-34,,
4:08.0,S. Adams makes 2-pt shot from 2 ft,2,42-34,,
3:49.0,,,42-34,,D. Favors misses 2-pt shot from 2 ft (block by P. George)
3:46.0,,,42-34,,Offensive rebound by D. Favors
3:45.0,,,42-34,,Turnover by D. Favors (lost ball; steal by P. George)
3:41.0,P. George misses 3-pt shot from 24 ft,,42-34,,
3:36.0,Offensive rebound by A. Roberson,,42-34,,
3:36.0,A. Roberson misses 2-pt shot at rim,,42-34,,
3:35.0,Offensive rebound by R. Westbrook,,42-34,,
3:33.0,Turnover by R. Westbrook (turnover),,42-34,,
3:26.0,,,42-34,,Turnover by D. Mitchell (bad pass; steal by R. Westbrook)
3:25.0,,,42-34,,Violation by D. Mitchell (kicked ball)
3:15.0,Shooting foul by D. Mitchell (drawn by S. Adams),,42-34,,
3:15.0,S. Adams misses free throw 1 of 2,,42-34,,
3:15.0,Offensive rebound by Team,,42-34,,
3:15.0,S. Adams makes free throw 2 of 2,1,43-34,,
2:53.0,,,43-34,,R. Hood misses 2-pt shot from 11 ft
2:44.0,,,43-34,,Offensive rebound by D. Favors
2:44.0,,,43-36,2,D. Favors makes 2-pt shot at rim
2:34.0,P. George makes 2-pt shot from 2 ft (assist by R. Westbrook),2,45-36,,
2:17.0,,,45-38,2,D. Favors makes 2-pt shot at rim (assist by J. Ingles)
1:57.0,R. Westbrook misses 2-pt shot from 11 ft,,45-38,,
1:53.0,,,45-38,,Defensive rebound by D. Favors
1:38.0,,,45-41,3,J. Johnson makes 3-pt shot from 24 ft (assist by J. Ingles)
1:24.0,,,45-41,,Violation by J. Ingles (kicked ball)
1:24.0,Oklahoma City full timeout,,45-41,,
1:14.0,C. Anthony makes 2-pt shot from 14 ft (assist by R. Westbrook),2,47-41,,
0:57.0,Violation by P. George (def goaltending),,47-41,,
0:57.0,,,47-43,2,D. Mitchell makes 2-pt shot from 2 ft
0:43.0,R. Westbrook misses 2-pt shot from 16 ft,,47-43,,
0:39.0,Offensive rebound by A. Roberson,,47-43,,
0:39.0,A. Roberson misses 2-pt shot at rim,,47-43,,
0:38.0,,,47-43,,Defensive rebound by R. Hood
0:32.0,,,47-43,,R. Hood misses 3-pt shot from 27 ft
0:30.0,,,47-43,,Offensive rebound by J. Ingles
0:14.0,,,47-43,,J. Ingles misses 3-pt shot from 22 ft
0:10.0,Defensive rebound by R. Westbrook,,47-43,,
0:01.0,R. Westbrook misses 3-pt shot from 24 ft,,47-43,,
0:01.0,Offensive rebound by Team,,47-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,R. Westbrook misses 2-pt shot from 2 ft,,47-43,,
11:45.0,,,47-43,,Defensive rebound by D. Favors
11:35.0,,,47-45,2,D. Mitchell makes 2-pt shot from 1 ft (assist by J. Ingles)
11:17.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,50-45,,
10:59.0,,,50-45,,D. Favors misses 2-pt shot from 8 ft
10:57.0,Defensive rebound by A. Roberson,,50-45,,
10:55.0,,,50-45,,Personal foul by D. Favors (drawn by S. Adams)
10:44.0,R. Westbrook makes 2-pt shot from 16 ft,2,52-45,,
10:26.0,,,52-45,,R. Rubio misses 2-pt shot from 19 ft
10:22.0,,,52-45,,Offensive rebound by R. Rubio
10:10.0,,,52-45,,D. Mitchell misses 3-pt shot from 24 ft
10:07.0,,,52-45,,Offensive rebound by J. Jerebko
10:03.0,,,52-45,,Turnover by J. Ingles (lost ball; steal by P. George)
10:03.0,,,52-45,,Personal foul by R. Rubio (drawn by R. Westbrook)
9:52.0,P. George misses 3-pt shot from 22 ft,,52-45,,
9:48.0,,,52-45,,Defensive rebound by J. Ingles
9:34.0,Personal foul by R. Westbrook (drawn by R. Rubio),,52-45,,
9:34.0,,,52-45,,T. Sefolosha enters the game for J. Jerebko
9:20.0,,,52-47,2,T. Sefolosha makes 2-pt shot from 2 ft (assist by R. Rubio)
9:10.0,R. Westbrook makes 2-pt shot from 16 ft,2,54-47,,
8:45.0,,,54-49,2,T. Sefolosha makes 2-pt shot from 11 ft (assist by D. Mitchell)
8:45.0,Oklahoma City full timeout,,54-49,,
8:25.0,S. Adams misses 2-pt shot from 4 ft,,54-49,,
8:21.0,,,54-49,,Defensive rebound by D. Favors
8:11.0,,,54-49,,R. Rubio misses 2-pt shot from 18 ft
8:07.0,Defensive rebound by P. George,,54-49,,
7:57.0,C. Anthony misses 3-pt shot from 25 ft,,54-49,,
7:53.0,,,54-49,,Defensive rebound by J. Ingles
7:47.0,,,54-51,2,D. Mitchell makes 2-pt shot from 2 ft
7:34.0,P. George misses 2-pt shot from 11 ft,,54-51,,
7:32.0,Offensive rebound by P. George,,54-51,,
7:10.0,C. Anthony misses 3-pt shot from 35 ft,,54-51,,
7:09.0,Offensive rebound by Team,,54-51,,
7:09.0,Turnover by Team (shot clock),,54-51,,
6:52.0,,,54-51,,Shooting foul by C. Anthony (drawn by T. Sefolosha)
6:52.0,,,54-51,,T. Sefolosha misses free throw 1 of 2
6:52.0,,,54-51,,Offensive rebound by Team
6:52.0,J. Grant enters the game for S. Adams,,54-51,,
6:52.0,,,54-52,1,T. Sefolosha makes free throw 2 of 2
6:37.0,R. Westbrook makes 2-pt shot from 17 ft,2,56-52,,
6:27.0,,,56-52,,Shooting foul by A. Roberson (drawn by D. Favors)
6:27.0,,,56-52,,D. Favors misses free throw 1 of 2
6:27.0,,,56-52,,Offensive rebound by Team
6:27.0,,,56-53,1,D. Favors makes free throw 2 of 2
6:07.0,R. Westbrook misses 2-pt shot from 20 ft,,56-53,,
6:03.0,,,56-53,,Defensive rebound by Team
6:03.0,Loose ball foul by A. Roberson (drawn by T. Sefolosha),,56-53,,
5:40.0,,,56-53,,Turnover by T. Sefolosha (bad pass; steal by P. George)
5:28.0,R. Westbrook makes 3-pt shot from 25 ft,3,59-53,,
5:11.0,,,59-53,,T. Sefolosha misses 3-pt shot from 22 ft
5:08.0,Defensive rebound by R. Westbrook,,59-53,,
5:03.0,Oklahoma City full timeout,,59-53,,
5:03.0,,,59-53,,R. Hood enters the game for R. Rubio
5:03.0,,,59-53,,J. Johnson enters the game for T. Sefolosha
4:53.0,P. George makes 3-pt shot from 24 ft (assist by R. Westbrook),3,62-53,,
4:39.0,,,62-55,2,D. Mitchell makes 2-pt shot from 22 ft
4:14.0,P. George makes 3-pt shot from 25 ft (assist by J. Grant),3,65-55,,
3:47.0,,,65-55,,Turnover by J. Johnson (bad pass; steal by P. George)
3:45.0,Shooting foul by J. Johnson (drawn by R. Westbrook),,65-55,,
3:45.0,R. Westbrook makes free throw 1 of 2,1,66-55,,
3:45.0,,,66-55,,A. Burks enters the game for J. Ingles
3:45.0,J. Huestis enters the game for P. George,,66-55,,
3:45.0,A. Abrines enters the game for A. Roberson,,66-55,,
3:45.0,R. Westbrook makes free throw 2 of 2,1,67-55,,
3:34.0,,,67-57,2,D. Mitchell makes 2-pt shot from 8 ft
3:19.0,C. Anthony misses 2-pt shot from 17 ft,,67-57,,
3:15.0,,,67-57,,Defensive rebound by D. Favors
3:04.0,Personal foul by R. Westbrook (drawn by D. Mitchell),,67-57,,
3:04.0,,,67-58,1,D. Mitchell makes free throw 1 of 2
3:04.0,,,67-59,1,D. Mitchell makes free throw 2 of 2
2:49.0,J. Grant misses 2-pt shot from 19 ft,,67-59,,
2:44.0,,,67-59,,Defensive rebound by J. Johnson
2:22.0,,,67-59,,Turnover by Team (shot clock)
2:22.0,,,67-59,,R. Rubio enters the game for D. Mitchell
2:22.0,R. Felton enters the game for R. Westbrook,,67-59,,
2:02.0,C. Anthony makes 3-pt shot from 25 ft,3,70-59,,
1:41.0,,,70-59,,R. Rubio misses 3-pt shot from 24 ft
1:38.0,Defensive rebound by J. Grant,,70-59,,
1:33.0,R. Felton misses 2-pt shot from 15 ft,,70-59,,
1:30.0,,,70-59,,Defensive rebound by A. Burks
1:25.0,,,70-59,,E. Udoh enters the game for D. Favors
1:25.0,P. Patterson enters the game for C. Anthony,,70-59,,
1:18.0,,,70-59,,R. Hood misses 2-pt shot from 8 ft
1:15.0,Defensive rebound by P. Patterson,,70-59,,
1:07.0,Shooting foul by E. Udoh (drawn by P. Patterson),,70-59,,
1:07.0,P. Patterson makes free throw 1 of 2,1,71-59,,
1:07.0,P. Patterson makes free throw 2 of 2,1,72-59,,
0:50.0,,,72-62,3,R. Hood makes 3-pt shot from 24 ft (assist by R. Rubio)
0:29.0,R. Felton makes 2-pt shot from 4 ft,2,74-62,,
0:11.0,Loose ball foul by A. Abrines (drawn by J. Johnson),,74-62,,
0:11.0,,,74-63,1,J. Johnson makes free throw 1 of 2
0:11.0,,,74-64,1,J. Johnson makes free throw 2 of 2
0:01.0,A. Abrines misses 3-pt shot from 22 ft,,74-64,,
0:01.0,Offensive rebound by J. Huestis,,74-64,,
0:00.0,J. Huestis makes 2-pt shot at rim,2,76-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,76-64,,R. Hood misses 3-pt shot from 23 ft
11:42.0,Defensive rebound by J. Huestis,,76-64,,
11:32.0,P. Patterson makes 3-pt shot from 25 ft (assist by R. Felton),3,79-64,,
11:05.0,,,79-64,,R. Hood misses 2-pt shot from 2 ft
11:04.0,,,79-64,,Offensive rebound by Team
11:00.0,,,79-66,2,R. Hood makes 2-pt shot from 9 ft
10:41.0,Shooting foul by A. Burks (drawn by P. Patterson),,79-66,,
10:41.0,P. Patterson makes free throw 1 of 2,1,80-66,,
10:41.0,,,80-66,,R. O'Neale enters the game for A. Burks
10:41.0,P. Patterson makes free throw 2 of 2,1,81-66,,
10:33.0,,,81-69,3,R. Hood makes 3-pt shot from 25 ft (assist by R. Rubio)
10:33.0,,,81-69,,Shooting foul by J. Huestis (drawn by R. Hood)
10:33.0,,,81-70,1,R. Hood makes free throw 1 of 1
10:15.0,R. Felton makes 2-pt shot from 19 ft,2,83-70,,
9:59.0,,,83-70,,T. Sefolosha enters the game for J. Johnson
9:59.0,P. George enters the game for J. Huestis,,83-70,,
9:53.0,,,83-70,,R. Hood misses 3-pt shot from 26 ft
9:49.0,Defensive rebound by A. Abrines,,83-70,,
9:31.0,R. Felton makes 2-pt shot from 17 ft,2,85-70,,
9:16.0,,,85-72,2,T. Sefolosha makes 2-pt shot from 2 ft (assist by R. Rubio)
8:56.0,R. Felton misses 3-pt shot from 26 ft,,85-72,,
8:52.0,,,85-72,,Defensive rebound by R. O'Neale
8:40.0,,,85-72,,Shooting foul by R. Felton (drawn by E. Udoh)
8:40.0,,,85-73,1,E. Udoh makes free throw 1 of 2
8:40.0,,,85-73,,D. Mitchell enters the game for R. Rubio
8:40.0,,,85-73,,J. Ingles enters the game for R. Hood
8:40.0,R. Westbrook enters the game for R. Felton,,85-73,,
8:40.0,,,85-74,1,E. Udoh makes free throw 2 of 2
8:18.0,J. Grant misses 3-pt shot from 25 ft,,85-74,,
8:15.0,,,85-74,,Defensive rebound by D. Mitchell
8:11.0,Violation by J. Grant (def goaltending),,85-74,,
8:11.0,,,85-76,2,D. Mitchell makes 2-pt shot from 10 ft
8:01.0,,,85-76,,Personal foul by D. Mitchell (drawn by J. Grant)
8:01.0,S. Adams enters the game for J. Grant,,85-76,,
7:53.0,R. Westbrook misses 2-pt shot from 3 ft (block by D. Mitchell),,85-76,,
7:53.0,Offensive rebound by Team,,85-76,,
7:51.0,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook),3,88-76,,
7:26.0,,,88-76,,T. Sefolosha misses 3-pt shot from 24 ft
7:26.0,Defensive rebound by S. Adams,,88-76,,
7:26.0,R. Westbrook misses 2-pt shot from 12 ft,,88-76,,
7:26.0,Offensive rebound by S. Adams,,88-76,,
7:26.0,Shooting foul by E. Udoh (drawn by S. Adams),,88-76,,
7:26.0,S. Adams makes free throw 1 of 2,1,89-76,,
7:26.0,C. Anthony enters the game for P. Patterson,,89-76,,
7:26.0,S. Adams misses free throw 2 of 2,,89-76,,
7:23.0,,,89-76,,Defensive rebound by R. O'Neale
7:03.0,,,89-79,3,D. Mitchell makes 3-pt shot from 24 ft (assist by E. Udoh)
6:41.0,C. Anthony misses 3-pt shot from 25 ft,,89-79,,
6:38.0,,,89-79,,Defensive rebound by R. O'Neale
6:33.0,,,89-79,,T. Sefolosha misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by C. Anthony,,89-79,,
6:07.0,R. Westbrook makes 3-pt shot from 25 ft (assist by C. Anthony),3,92-79,,
6:05.0,,,92-79,,Utah full timeout
6:05.0,,,92-79,,D. Favors enters the game for R. O'Neale
6:05.0,,,92-79,,R. Hood enters the game for E. Udoh
6:05.0,A. Roberson enters the game for A. Abrines,,92-79,,
5:55.0,,,92-81,2,D. Mitchell makes 2-pt shot from 1 ft
5:41.0,,,92-81,,Personal foul by T. Sefolosha (drawn by R. Westbrook)
5:41.0,A. Abrines enters the game for A. Roberson,,92-81,,
5:32.0,R. Westbrook makes 2-pt shot at rim,2,94-81,,
5:21.0,Personal foul by P. George (drawn by D. Mitchell),,94-81,,
5:11.0,,,94-81,,Shooting foul by A. Abrines (drawn by J. Ingles)
5:11.0,,,94-82,1,J. Ingles makes free throw 1 of 2
5:11.0,,,94-83,1,J. Ingles makes free throw 2 of 2
4:52.0,C. Anthony misses 2-pt shot from 17 ft,,94-83,,
4:49.0,,,94-83,,Defensive rebound by T. Sefolosha
4:31.0,J. Huestis enters the game for A. Abrines,,94-83,,
4:31.0,,,94-83,,Utah full timeout
4:31.0,,,94-83,,J. Johnson enters the game for T. Sefolosha
4:29.0,,,94-83,,J. Johnson misses 3-pt shot from 25 ft
4:25.0,Defensive rebound by R. Westbrook,,94-83,,
4:08.0,R. Westbrook misses 2-pt shot from 21 ft,,94-83,,
4:05.0,Offensive rebound by S. Adams,,94-83,,
4:02.0,Turnover by C. Anthony (bad pass),,94-83,,
3:50.0,,,94-83,,D. Mitchell misses 2-pt shot from 1 ft (block by S. Adams)
3:40.0,,,94-83,,Offensive rebound by D. Favors
3:40.0,,,94-85,2,D. Favors makes 2-pt shot at rim
3:30.0,P. George makes 2-pt shot from 13 ft (assist by R. Westbrook),2,96-85,,
3:14.0,,,96-87,2,D. Mitchell makes 2-pt shot from 1 ft
3:13.0,Oklahoma City full timeout,,96-87,,
2:58.0,S. Adams misses 2-pt shot from 1 ft,,96-87,,
2:55.0,Offensive rebound by S. Adams,,96-87,,
2:37.0,C. Anthony misses 2-pt shot from 14 ft,,96-87,,
2:33.0,,,96-87,,Defensive rebound by J. Ingles
2:29.0,,,96-87,,J. Ingles misses 3-pt shot from 23 ft
2:29.0,Defensive rebound by C. Anthony,,96-87,,
2:08.0,P. George misses 2-pt shot from 18 ft,,96-87,,
2:01.0,Offensive rebound by S. Adams,,96-87,,
2:01.0,S. Adams makes 2-pt shot at rim,2,98-87,,
1:41.0,,,98-87,,R. Hood misses 3-pt shot from 26 ft
1:38.0,Defensive rebound by R. Westbrook,,98-87,,
1:15.0,R. Westbrook misses 2-pt shot from 18 ft,,98-87,,
1:13.0,,,98-87,,Defensive rebound by J. Ingles
0:58.0,,,98-87,,D. Favors misses 2-pt shot from 13 ft
0:55.0,Defensive rebound by C. Anthony,,98-87,,
0:38.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,101-87,,
0:31.0,,,101-87,,Shooting foul by S. Adams (drawn by D. Mitchell)
0:31.0,,,101-88,1,D. Mitchell makes free throw 1 of 2
0:31.0,,,101-89,1,D. Mitchell makes free throw 2 of 2
0:14.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,103-89,,
