time,San Antonio,pts.away,score,pts.home,Portland
0:21.0,,,92-89,,A. Aminu misses 3-pt shot from 27 ft
0:18.0,,,92-89,,Offensive rebound by C. McCollum
0:17.0,,,92-91,2,C. McCollum makes 2-pt shot from 8 ft
0:15.0,,,92-91,,Personal take foul by E. Turner (drawn by K. Anderson)
0:15.0,San Antonio full timeout,,92-91,,
0:15.0,,,92-91,,P. Connaughton enters the game for D. Lillard
0:15.0,,,92-91,,S. Napier enters the game for J. Nurkic
0:15.0,R. Gay enters the game for K. Anderson,,92-91,,
0:15.0,,,92-91,,Personal take foul by E. Turner (drawn by L. Aldridge)
0:15.0,L. Aldridge misses free throw 1 of 2,,92-91,,
0:15.0,Offensive rebound by Team,,92-91,,
0:15.0,,,92-91,,J. Nurkic enters the game for P. Connaughton
0:15.0,K. Anderson enters the game for R. Gay,,92-91,,
0:15.0,R. Gay enters the game for P. Gasol,,92-91,,
0:15.0,L. Aldridge makes free throw 2 of 2,1,93-91,,
0:15.0,,,93-91,,Portland full timeout
0:15.0,,,93-91,,D. Lillard enters the game for S. Napier
0:15.0,D. Murray enters the game for R. Gay,,93-91,,
0:10.0,,,93-91,,C. McCollum misses 2-pt shot at rim (block by L. Aldridge)
0:10.0,,,93-91,,Offensive rebound by Team
0:00.0,,,93-91,,C. McCollum misses 3-pt shot from 24 ft
0:00.0,,,93-91,,Offensive rebound by Team
