time,New Orleans,pts.away,score,pts.home,Golden State
5:08.0,Defensive rebound by R. Rondo,,19-11,,
5:03.0,J. Holiday misses 3-pt shot from 24 ft,,19-11,,
5:02.0,,,19-11,,Defensive rebound by Team
5:02.0,Loose ball foul by D. Cousins (drawn by D. Green),,19-11,,
5:02.0,,,19-11,,J. McGee enters the game for O. Casspi
5:02.0,,,19-11,,A. Iguodala enters the game for Z. Pachulia
5:02.0,D. Cunningham enters the game for D. Cousins,,19-11,,
4:40.0,,,19-11,,K. Thompson misses 2-pt shot from 20 ft
4:38.0,,,19-11,,Offensive rebound by J. McGee
4:37.0,,,19-11,,J. McGee misses 2-pt shot at rim
4:35.0,Defensive rebound by A. Davis,,19-11,,
4:28.0,D. Cunningham misses 2-pt shot from 1 ft,,19-11,,
4:26.0,,,19-11,,Defensive rebound by D. Green
4:17.0,,,19-11,,S. Curry misses 3-pt shot from 26 ft
4:15.0,Defensive rebound by Team,,19-11,,
4:15.0,,,19-11,,Personal foul by J. McGee (drawn by A. Davis)
4:15.0,,,19-11,,P. McCaw enters the game for K. Thompson
4:15.0,,,19-11,,O. Casspi enters the game for D. Green
4:15.0,J. Nelson enters the game for R. Rondo,,19-11,,
4:15.0,D. Miller enters the game for E. Moore,,19-11,,
4:02.0,,,19-11,,Personal foul by J. McGee (drawn by J. Holiday)
3:57.0,,,19-11,,Personal foul by P. McCaw (drawn by J. Holiday)
3:57.0,J. Holiday makes free throw 1 of 2,1,20-11,,
3:57.0,J. Holiday makes free throw 2 of 2,1,21-11,,
3:48.0,,,21-11,,Golden State full timeout
3:42.0,,,21-11,,A. Iguodala misses 3-pt shot from 25 ft
3:38.0,Defensive rebound by A. Davis,,21-11,,
3:15.0,A. Davis misses 2-pt shot from 17 ft,,21-11,,
3:12.0,,,21-11,,Defensive rebound by S. Curry
2:55.0,,,21-11,,O. Casspi misses 2-pt shot from 6 ft
2:50.0,Defensive rebound by J. Nelson,,21-11,,
2:45.0,J. Holiday misses 2-pt shot from 14 ft,,21-11,,
2:40.0,,,21-11,,Defensive rebound by O. Casspi
2:37.0,,,21-11,,S. Curry misses 2-pt shot from 10 ft
2:30.0,Defensive rebound by A. Davis,,21-11,,
2:29.0,J. Holiday makes 2-pt shot from 1 ft (assist by A. Davis),2,23-11,,
2:14.0,,,23-11,,A. Iguodala misses 3-pt shot from 22 ft
2:11.0,Defensive rebound by J. Nelson,,23-11,,
1:57.0,J. Holiday makes 2-pt shot from 6 ft (assist by A. Davis),2,25-11,,
1:47.0,Personal foul by J. Holiday (drawn by S. Curry),,25-11,,
1:47.0,,,25-12,1,S. Curry makes free throw 1 of 2
1:47.0,,,25-12,,D. Green enters the game for O. Casspi
1:47.0,,,25-13,1,S. Curry makes free throw 2 of 2
1:35.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,27-13,,
1:25.0,,,27-15,2,A. Iguodala makes 2-pt shot from 1 ft (assist by D. Green)
1:12.0,A. Davis makes 2-pt shot from 18 ft,2,29-15,,
0:50.0,,,29-17,2,P. McCaw makes 2-pt shot from 22 ft (assist by J. McGee)
0:36.0,A. Davis makes 2-pt shot from 2 ft,2,31-17,,
0:30.0,,,31-17,,S. Curry misses 3-pt shot from 23 ft
0:26.0,Defensive rebound by D. Cunningham,,31-17,,
0:05.0,J. Holiday misses 2-pt shot from 13 ft,,31-17,,
0:00.0,,,31-17,,Defensive rebound by J. McGee
0:00.0,,,31-17,,S. Curry misses 3-pt shot from 38 ft
0:00.0,,,31-17,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,31-17,,D. West misses 2-pt shot from 2 ft
11:38.0,Defensive rebound by D. Cunningham,,31-17,,
11:37.0,J. Nelson misses 3-pt shot from 24 ft,,31-17,,
11:33.0,,,31-17,,Defensive rebound by K. Thompson
11:25.0,,,31-19,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
11:05.0,D. Miller misses 3-pt shot from 25 ft,,31-19,,
11:02.0,,,31-19,,Defensive rebound by D. West
10:54.0,,,31-19,,Shooting foul by J. Nelson (drawn by D. West)
10:54.0,,,31-20,1,D. West makes free throw 1 of 2
10:54.0,,,31-21,1,D. West makes free throw 2 of 2
10:34.0,T. Allen misses 3-pt shot from 25 ft,,31-21,,
10:31.0,Offensive rebound by D. Cousins,,31-21,,
10:31.0,D. Cousins makes 2-pt shot from 2 ft,2,33-21,,
10:31.0,Shooting foul by D. Green (drawn by D. Cousins),,33-21,,
10:31.0,D. Cousins makes free throw 1 of 1,1,34-21,,
10:14.0,,,34-21,,Turnover by D. West (bad pass; steal by D. Cousins)
10:06.0,D. Cousins misses 3-pt shot from 25 ft,,34-21,,
10:02.0,,,34-21,,Defensive rebound by D. Green
10:00.0,,,34-24,3,K. Thompson makes 3-pt shot from 29 ft (assist by D. Green)
9:40.0,,,34-24,,Def 3 sec tech foul by D. Green
9:40.0,D. Miller misses technical free throw,,34-24,,
9:40.0,Offensive rebound by Team,,34-24,,
9:26.0,D. Cunningham misses 3-pt shot from 25 ft,,34-24,,
9:23.0,Offensive rebound by T. Allen,,34-24,,
9:15.0,T. Allen misses 2-pt shot from 6 ft,,34-24,,
9:13.0,Offensive rebound by T. Allen,,34-24,,
9:13.0,Shooting foul by D. Green (drawn by T. Allen),,34-24,,
9:13.0,T. Allen makes free throw 1 of 2,1,35-24,,
9:13.0,T. Allen makes free throw 2 of 2,1,36-24,,
8:59.0,,,36-24,,D. West misses 2-pt shot from 1 ft (block by D. Cousins)
8:56.0,Defensive rebound by D. Cousins,,36-24,,
8:54.0,,,36-24,,Violation by S. Livingston (kicked ball)
8:39.0,T. Allen misses 2-pt shot from 5 ft,,36-24,,
8:36.0,,,36-24,,Defensive rebound by D. Green
8:34.0,,,36-24,,Shooting foul by D. Miller (drawn by A. Iguodala)
8:34.0,,,36-24,,A. Iguodala misses free throw 1 of 2
8:34.0,,,36-24,,Offensive rebound by Team
8:34.0,A. Davis enters the game for D. Cunningham,,36-24,,
8:34.0,,,36-25,1,A. Iguodala makes free throw 2 of 2
8:19.0,D. Cousins misses 2-pt shot from 18 ft,,36-25,,
8:16.0,,,36-25,,Defensive rebound by D. Green
8:12.0,,,36-25,,A. Iguodala misses 2-pt shot from 1 ft (block by D. Cousins)
8:07.0,Defensive rebound by J. Nelson,,36-25,,
8:05.0,Turnover by T. Allen (bad pass; steal by K. Thompson),,36-25,,
8:04.0,Personal foul by T. Allen (drawn by K. Thompson),,36-25,,
7:57.0,,,36-28,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
7:37.0,D. Miller makes 3-pt shot from 26 ft (assist by J. Nelson),3,39-28,,
7:13.0,,,39-30,2,D. West makes 2-pt shot from 18 ft (assist by A. Iguodala)
7:04.0,,,39-30,,Personal foul by D. Green (drawn by A. Davis)
7:04.0,,,39-30,,K. Looney enters the game for D. Green
7:04.0,E. Moore enters the game for D. Miller,,39-30,,
7:04.0,J. Holiday enters the game for T. Allen,,39-30,,
6:45.0,E. Moore makes 2-pt shot from 11 ft (assist by J. Holiday),2,41-30,,
6:32.0,,,41-30,,Shooting foul by D. Cousins (drawn by D. West)
6:32.0,,,41-30,,Golden State full timeout
6:32.0,,,41-30,,S. Curry enters the game for K. Thompson
6:32.0,D. Cunningham enters the game for D. Cousins,,41-30,,
6:32.0,,,41-31,1,D. West makes free throw 1 of 2
6:32.0,,,41-32,1,D. West makes free throw 2 of 2
6:16.0,Turnover by J. Holiday (bad pass; steal by A. Iguodala),,41-32,,
6:11.0,,,41-32,,Turnover by S. Livingston (lost ball; steal by D. Cunningham)
6:02.0,Turnover by A. Davis (bad pass),,41-32,,
6:02.0,,,41-32,,O. Casspi enters the game for D. West
6:02.0,R. Rondo enters the game for J. Nelson,,41-32,,
5:47.0,,,41-34,2,A. Iguodala makes 2-pt shot from 21 ft (assist by S. Curry)
5:30.0,R. Rondo misses 2-pt shot from 11 ft,,41-34,,
5:26.0,Offensive rebound by A. Davis,,41-34,,
5:25.0,A. Davis misses 2-pt shot from 3 ft,,41-34,,
5:25.0,,,41-34,,Defensive rebound by Team
5:06.0,,,41-36,2,S. Livingston makes 2-pt shot from 1 ft (assist by A. Iguodala)
4:54.0,Shooting foul by O. Casspi (drawn by A. Davis),,41-36,,
4:54.0,A. Davis misses free throw 2 of 2,,41-36,,
4:54.0,,,41-36,,Defensive rebound by K. Looney
4:54.0,A. Davis makes free throw 1 of 2,1,42-36,,
4:35.0,,,42-36,,O. Casspi misses 2-pt shot from 16 ft
4:31.0,Defensive rebound by R. Rondo,,42-36,,
4:28.0,E. Moore misses 2-pt shot from 10 ft (block by K. Looney),,42-36,,
4:22.0,,,42-36,,Defensive rebound by K. Looney
4:20.0,,,42-36,,A. Iguodala misses 2-pt shot from 3 ft (block by J. Holiday)
4:19.0,,,42-36,,Offensive rebound by A. Iguodala
4:19.0,,,42-38,2,A. Iguodala makes 2-pt shot from 3 ft
4:13.0,,,42-38,,Personal foul by A. Iguodala (drawn by J. Holiday)
4:13.0,J. Holiday misses free throw 1 of 2,,42-38,,
4:13.0,Offensive rebound by Team,,42-38,,
4:13.0,,,42-38,,K. Thompson enters the game for A. Iguodala
4:13.0,,,42-38,,N. Young enters the game for S. Livingston
4:13.0,J. Holiday makes free throw 2 of 2,1,43-38,,
4:04.0,,,43-40,2,O. Casspi makes 2-pt shot from 1 ft (assist by S. Curry)
3:58.0,New Orleans full timeout,,43-40,,
3:49.0,J. Holiday makes 2-pt shot from 5 ft (assist by R. Rondo),2,45-40,,
3:34.0,,,45-40,,Offensive charge foul by K. Looney (drawn by R. Rondo)
3:34.0,,,45-40,,Turnover by K. Looney (offensive foul)
3:34.0,D. Miller enters the game for D. Cunningham,,45-40,,
3:20.0,J. Holiday misses 3-pt shot from 25 ft,,45-40,,
3:17.0,Offensive rebound by J. Holiday,,45-40,,
3:15.0,Turnover by E. Moore (traveling),,45-40,,
3:08.0,,,45-42,2,K. Looney makes 2-pt shot from 1 ft (assist by S. Curry)
2:55.0,Turnover by R. Rondo (bad pass),,45-42,,
2:50.0,,,45-42,,S. Curry misses 3-pt shot from 29 ft
2:45.0,Defensive rebound by D. Miller,,45-42,,
2:39.0,R. Rondo misses 3-pt shot from 23 ft,,45-42,,
2:35.0,,,45-42,,Defensive rebound by S. Curry
2:27.0,,,45-42,,Turnover by O. Casspi (bad pass)
2:21.0,E. Moore misses 2-pt shot from 2 ft (block by O. Casspi),,45-42,,
2:16.0,,,45-42,,Defensive rebound by K. Looney
2:14.0,,,45-42,,S. Curry misses 2-pt shot from 3 ft
2:10.0,Defensive rebound by A. Davis,,45-42,,
2:07.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,47-42,,
1:57.0,,,47-42,,K. Thompson misses 2-pt shot from 20 ft
1:56.0,,,47-42,,Offensive rebound by Team
1:52.0,,,47-42,,A. Iguodala enters the game for O. Casspi
1:52.0,Away from play foul by E. Moore (drawn by K. Thompson),,47-42,,
1:52.0,,,47-43,1,S. Curry makes free throw 1 of 1
1:52.0,,,47-43,,J. Bell enters the game for K. Looney
1:48.0,,,47-46,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
1:36.0,,,47-46,,Personal foul by A. Iguodala (drawn by A. Davis)
1:36.0,A. Davis makes free throw 1 of 2,1,48-46,,
1:36.0,A. Davis makes free throw 2 of 2,1,49-46,,
1:18.0,,,49-46,,Shooting foul by R. Rondo (drawn by K. Thompson)
1:18.0,,,49-47,1,K. Thompson makes free throw 1 of 2
1:18.0,,,49-48,1,K. Thompson makes free throw 2 of 2
1:10.0,D. Miller makes 3-pt shot from 25 ft (assist by R. Rondo),3,52-48,,
0:55.0,,,52-50,2,S. Curry makes 2-pt shot from 18 ft
0:41.0,R. Rondo misses 3-pt shot from 23 ft,,52-50,,
0:37.0,,,52-50,,Defensive rebound by K. Thompson
0:27.0,,,52-53,3,K. Thompson makes 3-pt shot from 23 ft (assist by A. Iguodala)
0:10.0,,,52-53,,Personal foul by J. Bell (drawn by A. Davis)
0:10.0,A. Davis makes free throw 1 of 2,1,53-53,,
0:10.0,T. Allen enters the game for D. Miller,,53-53,,
0:10.0,D. Cunningham enters the game for E. Moore,,53-53,,
0:10.0,A. Davis misses free throw 2 of 2,,53-53,,
0:09.0,,,53-53,,Defensive rebound by J. Bell
0:00.0,,,53-53,,K. Thompson misses 2-pt shot from 18 ft
0:00.0,,,53-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,53-55,2,K. Thompson makes 2-pt shot from 16 ft (assist by D. Green)
11:24.0,,,53-55,,Personal foul by O. Casspi (drawn by A. Davis)
11:09.0,J. Holiday misses 3-pt shot from 25 ft,,53-55,,
11:04.0,,,53-55,,Defensive rebound by S. Curry
10:58.0,Personal foul by D. Cousins (drawn by Z. Pachulia),,53-55,,
10:57.0,,,53-55,,Offensive charge foul by D. Green (drawn by R. Rondo)
10:57.0,,,53-55,,Turnover by D. Green (offensive foul)
10:45.0,D. Cousins misses 2-pt shot from 2 ft,,53-55,,
10:38.0,,,53-55,,Defensive rebound by D. Green
10:36.0,,,53-57,2,O. Casspi makes 2-pt shot from 1 ft (assist by D. Green)
10:34.0,Turnover by R. Rondo (bad pass),,53-57,,
10:23.0,,,53-59,2,S. Curry makes 2-pt shot from 20 ft (assist by D. Green)
10:22.0,New Orleans full timeout,,53-59,,
10:11.0,,,53-59,,Violation by D. Green (kicked ball)
10:02.0,J. Holiday misses 3-pt shot from 26 ft,,53-59,,
10:00.0,,,53-59,,Defensive rebound by S. Curry
9:53.0,,,53-59,,S. Curry misses 3-pt shot from 24 ft
9:49.0,,,53-59,,Offensive rebound by D. Green
9:47.0,,,53-61,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Green)
9:33.0,A. Davis misses 3-pt shot from 25 ft,,53-61,,
9:29.0,,,53-61,,Defensive rebound by O. Casspi
9:13.0,,,53-61,,K. Thompson misses 3-pt shot from 25 ft
9:09.0,Defensive rebound by J. Holiday,,53-61,,
9:01.0,E. Moore makes 3-pt shot from 23 ft (assist by D. Cousins),3,56-61,,
8:40.0,,,56-63,2,S. Curry makes 2-pt shot from 22 ft (assist by D. Green)
8:25.0,,,56-63,,Personal foul by D. Green (drawn by D. Cousins)
8:25.0,,,56-63,,J. Bell enters the game for D. Green
8:17.0,A. Davis makes 2-pt shot at rim (assist by D. Cousins),2,58-63,,
8:04.0,,,58-65,2,Z. Pachulia makes 2-pt shot at rim (assist by J. Bell)
7:55.0,D. Cousins makes 3-pt shot from 28 ft (assist by J. Holiday),3,61-65,,
7:43.0,,,61-67,2,S. Curry makes 2-pt shot from 2 ft (assist by Z. Pachulia)
7:29.0,A. Davis makes 2-pt shot from 2 ft (assist by R. Rondo),2,63-67,,
7:10.0,,,63-67,,S. Curry misses 2-pt shot from 18 ft (block by D. Cousins)
7:05.0,Defensive rebound by A. Davis,,63-67,,
7:03.0,Turnover by D. Cousins (turnover),,63-67,,
6:49.0,,,63-67,,K. Thompson misses 2-pt shot from 12 ft
6:42.0,Defensive rebound by J. Holiday,,63-67,,
6:34.0,,,63-67,,Personal foul by J. Bell (drawn by A. Davis)
6:29.0,Turnover by D. Cousins (lost ball; steal by Z. Pachulia),,63-67,,
6:17.0,,,63-67,,Turnover by Z. Pachulia (bad pass)
6:11.0,A. Davis misses 2-pt shot from 1 ft,,63-67,,
6:05.0,,,63-67,,Defensive rebound by Z. Pachulia
6:02.0,,,63-67,,S. Curry misses 3-pt shot from 22 ft
5:58.0,,,63-67,,Offensive rebound by Z. Pachulia
5:55.0,,,63-69,2,Z. Pachulia makes 2-pt shot from 13 ft (assist by O. Casspi)
5:37.0,J. Holiday misses 2-pt shot from 9 ft,,63-69,,
5:32.0,Offensive rebound by A. Davis,,63-69,,
5:32.0,A. Davis makes 2-pt shot from 1 ft,2,65-69,,
5:24.0,,,65-69,,Shooting foul by R. Rondo (drawn by Z. Pachulia)
5:24.0,,,65-69,,Z. Pachulia misses free throw 1 of 2
5:24.0,,,65-69,,Offensive rebound by Team
5:24.0,D. Miller enters the game for A. Davis,,65-69,,
5:24.0,,,65-70,1,Z. Pachulia makes free throw 2 of 2
5:06.0,R. Rondo misses 3-pt shot from 25 ft,,65-70,,
5:03.0,,,65-70,,Defensive rebound by J. Bell
4:51.0,Violation by D. Cousins (kicked ball),,65-70,,
4:51.0,,,65-70,,A. Iguodala enters the game for J. Bell
4:51.0,,,65-70,,Golden State full timeout
4:51.0,,,65-70,,N. Young enters the game for O. Casspi
4:40.0,,,65-70,,K. Thompson misses 2-pt shot from 1 ft (block by D. Cousins)
4:37.0,Defensive rebound by D. Cousins,,65-70,,
4:35.0,,,65-70,,Violation by Z. Pachulia (kicked ball)
4:30.0,Shooting foul by S. Curry (drawn by J. Holiday),,65-70,,
4:30.0,J. Holiday makes free throw 1 of 2,1,66-70,,
4:30.0,J. Nelson enters the game for R. Rondo,,66-70,,
4:30.0,J. Holiday makes free throw 2 of 2,1,67-70,,
4:07.0,,,67-70,,Z. Pachulia misses 2-pt shot from 4 ft
4:04.0,Defensive rebound by D. Miller,,67-70,,
3:58.0,Turnover by D. Cousins (lost ball; steal by Z. Pachulia),,67-70,,
3:52.0,,,67-73,3,S. Curry makes 3-pt shot from 28 ft
3:35.0,,,67-73,,Personal foul by Z. Pachulia (drawn by D. Cousins)
3:35.0,D. Cousins misses free throw 1 of 2,,67-73,,
3:35.0,Offensive rebound by Team,,67-73,,
3:35.0,,,67-73,,K. Looney enters the game for K. Thompson
3:35.0,,,67-73,,P. McCaw enters the game for Z. Pachulia
3:35.0,D. Cousins makes free throw 2 of 2,1,68-73,,
3:27.0,,,68-73,,Shooting foul by J. Holiday (drawn by N. Young)
3:27.0,,,68-74,1,N. Young makes free throw 1 of 2
3:27.0,,,68-75,1,N. Young makes free throw 2 of 2
3:17.0,J. Holiday makes 2-pt shot from 10 ft,2,70-75,,
2:56.0,,,70-75,,N. Young misses 3-pt shot from 22 ft
2:53.0,Defensive rebound by J. Nelson,,70-75,,
2:37.0,D. Cousins makes 2-pt shot from 1 ft (assist by D. Miller),2,72-75,,
2:26.0,,,72-78,3,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Curry)
2:04.0,E. Moore makes 3-pt shot from 23 ft (assist by J. Nelson),3,75-78,,
1:54.0,,,75-78,,Shooting foul by D. Miller (drawn by K. Looney)
1:54.0,,,75-79,1,K. Looney makes free throw 1 of 2
1:54.0,T. Allen enters the game for E. Moore,,75-79,,
1:54.0,,,75-79,,K. Looney misses free throw 2 of 2
1:52.0,Defensive rebound by J. Nelson,,75-79,,
1:38.0,,,75-79,,Personal foul by K. Looney (drawn by D. Cousins)
1:38.0,D. Cousins misses free throw 1 of 2,,75-79,,
1:38.0,Offensive rebound by Team,,75-79,,
1:38.0,D. Cousins misses free throw 2 of 2,,75-79,,
1:35.0,,,75-79,,Defensive rebound by A. Iguodala
1:23.0,,,75-79,,P. McCaw misses 3-pt shot from 23 ft
1:19.0,,,75-79,,Offensive rebound by K. Looney
1:17.0,,,75-82,3,S. Curry makes 3-pt shot from 24 ft (assist by K. Looney)
0:59.0,Turnover by D. Cousins (bad pass; steal by K. Looney),,75-82,,
0:54.0,Personal foul by J. Nelson (drawn by S. Curry),,75-82,,
0:54.0,,,75-83,1,S. Curry makes free throw 1 of 2
0:54.0,A. Davis enters the game for D. Cousins,,75-83,,
0:54.0,,,75-84,1,S. Curry makes free throw 2 of 2
0:44.0,J. Holiday misses 2-pt shot from 16 ft,,75-84,,
0:39.0,,,75-84,,Defensive rebound by K. Looney
0:37.0,,,75-84,,S. Curry misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by J. Holiday,,75-84,,
0:29.0,Turnover by J. Holiday (bad pass; steal by A. Iguodala),,75-84,,
0:06.0,,,75-84,,P. McCaw misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by A. Davis,,75-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Shooting foul by D. West (drawn by A. Davis),,75-84,,
11:44.0,A. Davis makes free throw 1 of 2,1,76-84,,
11:44.0,A. Davis makes free throw 2 of 2,1,77-84,,
11:35.0,Personal foul by E. Moore (drawn by K. Thompson),,77-84,,
11:27.0,,,77-84,,A. Iguodala misses 3-pt shot from 26 ft
11:24.0,Defensive rebound by A. Davis,,77-84,,
11:16.0,E. Moore misses 3-pt shot from 25 ft,,77-84,,
11:14.0,,,77-84,,Defensive rebound by Team
11:14.0,Loose ball foul by T. Allen (drawn by A. Iguodala),,77-84,,
10:58.0,,,77-84,,S. Livingston misses 2-pt shot from 10 ft
10:55.0,,,77-84,,Offensive rebound by O. Casspi
10:53.0,,,77-84,,S. Livingston misses 2-pt shot from 13 ft
10:50.0,Defensive rebound by A. Davis,,77-84,,
10:45.0,A. Davis misses 2-pt shot from 2 ft,,77-84,,
10:38.0,Offensive rebound by T. Allen,,77-84,,
10:38.0,T. Allen misses 2-pt shot at rim,,77-84,,
10:38.0,,,77-84,,Defensive rebound by S. Livingston
10:38.0,,,77-84,,Shooting foul by E. Moore (drawn by A. Iguodala)
10:38.0,,,77-84,,A. Iguodala misses free throw 1 of 2
10:38.0,,,77-84,,Offensive rebound by Team
10:38.0,,,77-85,1,A. Iguodala makes free throw 2 of 2
10:26.0,A. Davis makes 2-pt shot from 15 ft,2,79-85,,
10:07.0,,,79-87,2,K. Thompson makes 2-pt shot from 11 ft (assist by D. West)
9:59.0,T. Allen makes 2-pt shot from 2 ft (assist by J. Nelson),2,81-87,,
9:41.0,,,81-89,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Livingston)
9:31.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Nelson),2,83-89,,
9:14.0,,,83-89,,O. Casspi misses 2-pt shot from 10 ft (block by T. Allen)
9:12.0,,,83-89,,Offensive rebound by Team
9:12.0,Personal foul by T. Allen (drawn by O. Casspi),,83-89,,
9:08.0,,,83-92,3,A. Iguodala makes 3-pt shot from 25 ft (assist by K. Thompson)
8:56.0,A. Davis misses 3-pt shot from 25 ft,,83-92,,
8:53.0,,,83-92,,Defensive rebound by O. Casspi
8:48.0,,,83-94,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. West)
8:48.0,,,83-94,,Shooting foul by J. Nelson (drawn by S. Livingston)
8:48.0,,,83-94,,D. Green enters the game for O. Casspi
8:48.0,D. Cousins enters the game for D. Miller,,83-94,,
8:48.0,J. Holiday enters the game for T. Allen,,83-94,,
8:48.0,,,83-95,1,S. Livingston makes free throw 1 of 1
8:27.0,E. Moore misses 3-pt shot from 24 ft,,83-95,,
8:25.0,Offensive rebound by Team,,83-95,,
8:23.0,Turnover by J. Nelson (bad pass; steal by K. Thompson),,83-95,,
8:19.0,,,83-97,2,K. Thompson makes 2-pt shot from 1 ft
7:58.0,A. Davis misses 2-pt shot from 8 ft,,83-97,,
7:55.0,,,83-97,,Defensive rebound by D. West
7:44.0,,,83-97,,D. West misses 2-pt shot from 17 ft
7:42.0,,,83-97,,Offensive rebound by Team
7:42.0,Loose ball foul by E. Moore (drawn by D. Green),,83-97,,
7:42.0,,,83-98,1,D. Green makes free throw 1 of 2
7:42.0,I. Clark enters the game for E. Moore,,83-98,,
7:42.0,,,83-99,1,D. Green makes free throw 2 of 2
