time,Houston,pts.away,score,pts.home,Phoenix
6:47.0,Defensive rebound by E. Gordon,,18-9,,
6:43.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,21-9,,
6:29.0,,,21-11,2,T. Warren makes 2-pt shot from 1 ft (assist by T. Ulis)
6:20.0,Turnover by E. Gordon (out of bounds lost ball),,21-11,,
6:20.0,,,21-11,,A. Len enters the game for T. Warren
6:20.0,,,21-11,,J. Jackson enters the game for G. Monroe
6:08.0,,,21-11,,D. Bender misses 2-pt shot from 21 ft
6:05.0,Defensive rebound by C. Capela,,21-11,,
5:54.0,E. Gordon misses 3-pt shot from 28 ft,,21-11,,
5:52.0,,,21-11,,Defensive rebound by D. Bender
5:42.0,,,21-13,2,T. Ulis makes 2-pt shot from 12 ft
5:28.0,T. Ariza makes 2-pt shot from 2 ft (assist by J. Harden),2,23-13,,
5:15.0,,,23-15,2,J. Jackson makes 2-pt shot from 4 ft
4:59.0,C. Capela misses 2-pt shot from 1 ft,,23-15,,
4:58.0,C. Capela misses 2-pt shot from 1 ft,,23-15,,
4:58.0,Offensive rebound by C. Capela,,23-15,,
4:57.0,Offensive rebound by C. Capela,,23-15,,
4:56.0,C. Capela misses 2-pt shot at rim,,23-15,,
4:55.0,,,23-15,,Defensive rebound by Team
4:54.0,N. Hilario enters the game for C. Capela,,23-15,,
4:37.0,,,23-15,,D. Bender misses 2-pt shot from 2 ft
4:31.0,,,23-15,,Offensive rebound by A. Len
4:31.0,,,23-17,2,A. Len makes 2-pt shot at rim
4:29.0,E. Gordon makes 2-pt shot from 3 ft,2,25-17,,
4:29.0,Shooting foul by D. Bender (drawn by E. Gordon),,25-17,,
4:29.0,E. Gordon makes free throw 1 of 1,1,26-17,,
4:13.0,,,26-17,,Turnover by T. Ulis (bad pass; steal by J. Harden)
4:13.0,,,26-17,,Personal foul by T. Ulis (drawn by J. Harden)
4:13.0,J. Harden makes free throw 1 of 2,1,27-17,,
4:13.0,,,27-17,,M. James enters the game for T. Ulis
4:13.0,J. Harden makes free throw 2 of 2,1,28-17,,
4:02.0,,,28-17,,Turnover by J. Jackson (lost ball; steal by P. Tucker)
3:59.0,E. Gordon makes 2-pt shot from 2 ft (assist by J. Harden),2,30-17,,
3:41.0,,,30-20,3,J. Jackson makes 3-pt shot from 25 ft (assist by D. Booker)
3:25.0,Turnover by J. Harden (lost ball; steal by J. Jackson),,30-20,,
3:21.0,,,30-22,2,J. Jackson makes 2-pt shot from 1 ft (assist by D. Booker)
3:04.0,N. Hilario makes 2-pt shot from 1 ft (assist by E. Gordon),2,32-22,,
2:54.0,,,32-22,,Turnover by D. Bender (bad pass)
2:54.0,Houston full timeout,,32-22,,
2:54.0,R. Anderson enters the game for T. Ariza,,32-22,,
2:54.0,C. Paul enters the game for J. Harden,,32-22,,
2:38.0,E. Gordon misses 3-pt shot from 26 ft,,32-22,,
2:35.0,,,32-22,,Defensive rebound by M. James
2:29.0,,,32-22,,Turnover by D. Booker (bad pass; steal by C. Paul)
2:26.0,N. Hilario makes 2-pt shot from 1 ft (assist by C. Paul),2,34-22,,
2:19.0,,,34-22,,M. James misses 2-pt shot from 3 ft
2:19.0,Defensive rebound by R. Anderson,,34-22,,
2:13.0,R. Anderson makes 3-pt shot from 27 ft (assist by C. Paul),3,37-22,,
1:57.0,,,37-22,,Shooting foul by N. Hilario (drawn by A. Len)
1:57.0,,,37-22,,A. Len misses free throw 1 of 2
1:57.0,,,37-22,,Offensive rebound by Team
1:57.0,,,37-22,,T. Daniels enters the game for D. Booker
1:57.0,,,37-22,,A. Len misses free throw 2 of 2
1:55.0,Defensive rebound by P. Tucker,,37-22,,
1:42.0,E. Gordon misses 3-pt shot from 29 ft,,37-22,,
1:42.0,,,37-22,,Defensive rebound by Team
1:30.0,,,37-22,,T. Daniels misses 3-pt shot from 26 ft
1:27.0,,,37-22,,Offensive rebound by D. Bender
1:24.0,Shooting block foul by P. Tucker (drawn by J. Jackson),,37-22,,
1:24.0,,,37-22,,J. Jackson misses free throw 1 of 2
1:24.0,,,37-22,,Offensive rebound by Team
1:24.0,,,37-23,1,J. Jackson makes free throw 2 of 2
1:12.0,,,37-23,,T. Warren enters the game for D. Bender
1:08.0,N. Hilario makes 2-pt shot from 13 ft,2,39-23,,
0:56.0,,,39-23,,Turnover by M. James (bad pass)
0:49.0,N. Hilario misses 2-pt shot from 5 ft,,39-23,,
0:47.0,,,39-23,,Defensive rebound by A. Len
0:42.0,,,39-23,,J. Jackson misses 2-pt shot from 6 ft
0:40.0,Defensive rebound by N. Hilario,,39-23,,
0:34.0,R. Anderson makes 3-pt shot from 26 ft (assist by C. Paul),3,42-23,,
0:13.0,,,42-23,,M. James misses 2-pt shot from 2 ft
0:11.0,Defensive rebound by P. Tucker,,42-23,,
0:03.0,C. Paul makes 3-pt shot from 26 ft,3,45-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,R. Anderson makes 3-pt shot from 24 ft (assist by C. Paul),3,48-23,,
11:27.0,,,48-26,3,T. Daniels makes 3-pt shot from 23 ft (assist by D. Booker)
11:20.0,C. Paul misses 3-pt shot from 25 ft,,48-26,,
11:16.0,,,48-26,,Defensive rebound by A. Len
10:59.0,,,48-28,2,T. Warren makes 2-pt shot from 10 ft (assist by T. Daniels)
10:50.0,R. Anderson misses 3-pt shot from 29 ft,,48-28,,
10:48.0,,,48-28,,Defensive rebound by T. Daniels
10:42.0,,,48-30,2,T. Warren makes 2-pt shot from 16 ft
10:26.0,E. Gordon makes 2-pt shot from 1 ft (assist by C. Paul),2,50-30,,
10:21.0,,,50-30,,Shooting foul by C. Paul (drawn by D. Booker)
10:21.0,,,50-31,1,D. Booker makes free throw 1 of 2
10:21.0,C. Capela enters the game for N. Hilario,,50-31,,
10:21.0,,,50-31,,D. Booker misses free throw 2 of 2
10:19.0,Defensive rebound by C. Capela,,50-31,,
10:00.0,E. Gordon misses 3-pt shot from 31 ft,,50-31,,
9:58.0,Offensive rebound by P. Tucker,,50-31,,
9:56.0,C. Paul misses 3-pt shot from 25 ft,,50-31,,
9:53.0,Offensive rebound by R. Anderson,,50-31,,
9:48.0,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul),3,53-31,,
9:34.0,,,53-31,,J. Jackson misses 2-pt shot from 14 ft
9:33.0,Defensive rebound by C. Capela,,53-31,,
9:33.0,,,53-31,,Personal foul by J. Jackson (drawn by C. Paul)
9:33.0,J. Harden enters the game for C. Paul,,53-31,,
9:33.0,,,53-31,,G. Monroe enters the game for A. Len
9:21.0,Shooting foul by G. Monroe (drawn by C. Capela),,53-31,,
9:21.0,C. Capela misses free throw 1 of 2,,53-31,,
9:21.0,Offensive rebound by Team,,53-31,,
9:21.0,C. Capela misses free throw 2 of 2,,53-31,,
9:21.0,,,53-31,,Violation by D. Booker (lane)
9:19.0,,,53-31,,Offensive rebound by T. Warren
9:05.0,,,53-33,2,G. Monroe makes 2-pt shot at rim (assist by T. Warren)
8:52.0,J. Harden misses 2-pt shot from 5 ft (block by J. Jackson),,53-33,,
8:49.0,,,53-33,,Defensive rebound by G. Monroe
8:42.0,,,53-33,,D. Booker misses 3-pt shot from 24 ft
8:39.0,,,53-33,,Offensive rebound by J. Jackson
8:37.0,,,53-36,3,T. Daniels makes 3-pt shot from 26 ft (assist by J. Jackson)
8:35.0,Houston full timeout,,53-36,,
8:35.0,T. Ariza enters the game for E. Gordon,,53-36,,
8:16.0,R. Anderson makes 2-pt shot from 10 ft,2,55-36,,
7:56.0,,,55-38,2,G. Monroe makes 2-pt shot from 2 ft (assist by D. Booker)
7:42.0,J. Harden makes 2-pt shot from 1 ft,2,57-38,,
7:33.0,,,57-41,3,T. Daniels makes 3-pt shot from 22 ft (assist by D. Booker)
7:19.0,Shooting foul by T. Daniels (drawn by J. Harden),,57-41,,
7:19.0,J. Harden makes free throw 1 of 3,1,58-41,,
7:19.0,J. Harden makes free throw 2 of 3,1,59-41,,
7:19.0,J. Harden makes free throw 3 of 3,1,60-41,,
7:12.0,,,60-43,2,D. Booker makes 2-pt shot from 12 ft (assist by J. Jackson)
7:02.0,Shooting foul by J. Jackson (drawn by R. Anderson),,60-43,,
7:02.0,R. Anderson makes free throw 1 of 2,1,61-43,,
7:02.0,,,61-43,,M. Chriss enters the game for J. Jackson
7:02.0,R. Anderson makes free throw 2 of 2,1,62-43,,
6:50.0,,,62-43,,M. Chriss misses 3-pt shot from 23 ft
6:47.0,Defensive rebound by C. Capela,,62-43,,
6:39.0,J. Harden makes 3-pt shot from 25 ft,3,65-43,,
6:30.0,Personal block foul by J. Harden (drawn by D. Booker),,65-43,,
6:24.0,,,65-43,,G. Monroe misses 2-pt shot from 7 ft
6:21.0,,,65-43,,Offensive rebound by T. Warren
6:20.0,,,65-43,,Turnover by T. Warren (bad pass; steal by P. Tucker)
6:19.0,Turnover by P. Tucker (bad pass; steal by T. Warren),,65-43,,
6:14.0,,,65-45,2,G. Monroe makes 2-pt shot from 2 ft (assist by T. Warren)
6:01.0,J. Harden makes 3-pt shot from 25 ft,3,68-45,,
5:44.0,,,68-48,3,T. Daniels makes 3-pt shot from 24 ft (assist by D. Booker)
5:31.0,Turnover by J. Harden (bad pass),,68-48,,
5:18.0,,,68-51,3,T. Daniels makes 3-pt shot from 27 ft (assist by D. Booker)
5:06.0,,,68-51,,Personal foul by M. Chriss (drawn by P. Tucker)
5:06.0,P. Tucker makes free throw 1 of 2,1,69-51,,
5:06.0,,,69-51,,T. Ulis enters the game for M. Chriss
5:06.0,N. Hilario enters the game for C. Capela,,69-51,,
5:06.0,P. Tucker makes free throw 2 of 2,1,70-51,,
4:51.0,,,70-53,2,G. Monroe makes 2-pt shot from 1 ft
4:38.0,J. Harden misses 2-pt shot from 2 ft (block by G. Monroe),,70-53,,
4:38.0,Offensive rebound by Team,,70-53,,
4:38.0,E. Gordon enters the game for P. Tucker,,70-53,,
4:31.0,,,70-53,,Personal foul by G. Monroe (drawn by N. Hilario)
4:31.0,N. Hilario makes free throw 1 of 2,1,71-53,,
4:31.0,N. Hilario makes free throw 2 of 2,1,72-53,,
4:18.0,,,72-55,2,G. Monroe makes 2-pt shot from 17 ft
4:02.0,J. Harden makes 2-pt shot from 1 ft,2,74-55,,
3:49.0,,,74-57,2,G. Monroe makes 2-pt shot from 2 ft (assist by T. Warren)
3:31.0,Shooting foul by D. Booker (drawn by J. Harden),,74-57,,
3:31.0,J. Harden makes free throw 1 of 2,1,75-57,,
3:31.0,J. Harden makes free throw 2 of 2,1,76-57,,
3:27.0,,,76-57,,Phoenix full timeout
3:27.0,,,76-57,,J. Jackson enters the game for T. Daniels
3:22.0,,,76-57,,Shooting foul by E. Gordon (drawn by T. Ulis)
3:22.0,,,76-58,1,T. Ulis makes free throw 1 of 2
3:22.0,,,76-59,1,T. Ulis makes free throw 2 of 2
3:07.0,Offensive charge foul by J. Harden (drawn by G. Monroe),,76-59,,
3:07.0,Turnover by J. Harden (offensive foul),,76-59,,
3:07.0,,,76-59,,T. Daniels enters the game for J. Jackson
2:54.0,,,76-62,3,T. Daniels makes 3-pt shot from 23 ft (assist by D. Booker)
2:37.0,,,76-62,,Personal foul by D. Booker (drawn by J. Harden)
2:37.0,J. Harden makes free throw 1 of 2,1,77-62,,
2:37.0,,,77-62,,J. Jackson enters the game for T. Ulis
2:37.0,J. Harden makes free throw 2 of 2,1,78-62,,
2:25.0,,,78-62,,D. Booker misses 2-pt shot from 14 ft (block by E. Gordon)
2:22.0,Defensive rebound by E. Gordon,,78-62,,
2:19.0,J. Harden makes 3-pt shot from 27 ft (assist by E. Gordon),3,81-62,,
2:07.0,,,81-64,2,D. Booker makes 2-pt shot from 1 ft
2:00.0,Shooting foul by J. Jackson (drawn by R. Anderson),,81-64,,
2:00.0,R. Anderson makes free throw 1 of 2,1,82-64,,
2:00.0,,,82-64,,D. Bender enters the game for J. Jackson
2:00.0,R. Anderson makes free throw 2 of 2,1,83-64,,
1:53.0,Personal foul by N. Hilario (drawn by G. Monroe),,83-64,,
1:50.0,,,83-64,,Turnover by D. Booker (bad pass; steal by N. Hilario)
1:43.0,,,83-64,,Def 3 sec tech foul by T. Warren
1:43.0,J. Harden makes technical free throw,1,84-64,,
1:40.0,J. Harden makes 2-pt shot from 1 ft (assist by N. Hilario),2,86-64,,
1:18.0,,,86-64,,Shooting foul by N. Hilario (drawn by D. Booker)
1:18.0,,,86-64,,D. Booker misses free throw 1 of 2
1:18.0,,,86-64,,Offensive rebound by Team
1:18.0,C. Capela enters the game for N. Hilario,,86-64,,
1:18.0,,,86-65,1,D. Booker makes free throw 2 of 2
1:05.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,88-65,,
0:46.0,,,88-65,,Turnover by D. Booker (bad pass; steal by T. Ariza)
0:42.0,J. Harden misses 2-pt shot from 1 ft,,88-65,,
0:41.0,T. Ariza misses 2-pt shot from 1 ft,,88-65,,
0:41.0,Offensive rebound by T. Ariza,,88-65,,
0:41.0,Offensive rebound by C. Capela,,88-65,,
0:41.0,C. Capela makes 2-pt shot at rim,2,90-65,,
0:25.0,,,90-65,,T. Warren misses 2-pt shot from 14 ft
0:22.0,,,90-65,,Offensive rebound by G. Monroe
0:21.0,,,90-65,,T. Warren misses 2-pt shot from 3 ft
0:21.0,,,90-65,,Offensive rebound by Team
0:04.0,,,90-65,,D. Booker misses 2-pt shot from 10 ft
0:04.0,Defensive rebound by R. Anderson,,90-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,T. Ariza misses 3-pt shot from 25 ft,,90-65,,
11:42.0,,,90-65,,Defensive rebound by G. Monroe
11:27.0,,,90-65,,Turnover by M. Chriss (bad pass; steal by J. Harden)
11:19.0,J. Harden misses 3-pt shot from 25 ft,,90-65,,
11:15.0,,,90-65,,Defensive rebound by G. Monroe
11:09.0,,,90-65,,T. Warren misses 3-pt shot from 26 ft
11:06.0,Defensive rebound by R. Anderson,,90-65,,
11:06.0,Turnover by R. Anderson (bad pass; steal by M. Chriss),,90-65,,
11:06.0,Loose ball foul by R. Anderson (drawn by M. Chriss),,90-65,,
11:00.0,,,90-67,2,G. Monroe makes 2-pt shot from 2 ft (assist by T. Ulis)
10:49.0,,,90-67,,Personal block foul by T. Ulis (drawn by C. Paul)
10:41.0,,,90-67,,Personal foul by M. Chriss (drawn by J. Harden)
10:35.0,J. Harden misses 3-pt shot from 27 ft,,90-67,,
10:32.0,,,90-67,,Defensive rebound by D. Booker
10:24.0,,,90-67,,M. Chriss misses 2-pt shot from 1 ft
10:22.0,Defensive rebound by C. Paul,,90-67,,
10:14.0,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul),2,92-67,,
10:04.0,,,92-69,2,D. Booker makes 2-pt shot from 8 ft
9:49.0,C. Capela misses 2-pt shot from 1 ft (block by M. Chriss),,92-69,,
9:47.0,,,92-69,,Defensive rebound by D. Booker
9:45.0,,,92-71,2,T. Warren makes 2-pt shot at rim (assist by D. Booker)
9:25.0,Shooting foul by D. Booker (drawn by J. Harden),,92-71,,
9:25.0,J. Harden makes free throw 1 of 2,1,93-71,,
9:25.0,,,93-71,,D. Bender enters the game for M. Chriss
9:25.0,J. Harden makes free throw 2 of 2,1,94-71,,
9:12.0,,,94-74,3,D. Booker makes 3-pt shot from 25 ft (assist by D. Bender)
9:01.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,96-74,,
8:43.0,,,96-76,2,D. Booker makes 2-pt shot at rim
8:34.0,C. Paul misses 2-pt shot from 9 ft,,96-76,,
8:31.0,,,96-76,,Defensive rebound by D. Bender
8:24.0,,,96-78,2,T. Ulis makes 2-pt shot from 1 ft
8:11.0,R. Anderson misses 3-pt shot from 30 ft,,96-78,,
8:09.0,,,96-78,,Defensive rebound by G. Monroe
8:04.0,,,96-78,,D. Booker misses 3-pt shot from 23 ft
8:01.0,Defensive rebound by C. Paul,,96-78,,
7:53.0,Turnover by T. Ariza (traveling),,96-78,,
7:36.0,,,96-78,,T. Ulis misses 2-pt shot from 18 ft
7:32.0,Defensive rebound by C. Paul,,96-78,,
7:27.0,,,96-78,,A. Len enters the game for G. Monroe
7:25.0,R. Anderson makes 3-pt shot from 25 ft (assist by C. Paul),3,99-78,,
7:05.0,,,99-80,2,T. Warren makes 2-pt shot from 10 ft (assist by D. Bender)
6:49.0,C. Paul makes 3-pt shot from 27 ft,3,102-80,,
6:40.0,Personal foul by C. Paul (drawn by D. Booker),,102-80,,
6:40.0,,,102-80,,Phoenix full timeout
6:40.0,E. Gordon enters the game for C. Paul,,102-80,,
6:40.0,P. Tucker enters the game for R. Anderson,,102-80,,
6:34.0,,,102-82,2,T. Warren makes 2-pt shot from 10 ft (assist by D. Bender)
6:16.0,J. Harden makes 2-pt shot from 1 ft,2,104-82,,
5:56.0,,,104-82,,D. Booker misses 2-pt shot from 9 ft
5:54.0,Defensive rebound by C. Capela,,104-82,,
5:43.0,C. Capela makes 2-pt shot from 5 ft (assist by E. Gordon),2,106-82,,
5:29.0,,,106-82,,A. Len misses 2-pt shot from 5 ft
5:27.0,Defensive rebound by C. Capela,,106-82,,
5:17.0,Shooting foul by T. Ulis (drawn by E. Gordon),,106-82,,
5:17.0,E. Gordon makes free throw 1 of 3,1,107-82,,
5:17.0,,,107-82,,M. James enters the game for T. Ulis
5:17.0,E. Gordon makes free throw 2 of 3,1,108-82,,
5:17.0,E. Gordon makes free throw 3 of 3,1,109-82,,
4:57.0,,,109-82,,M. James misses 2-pt shot from 2 ft (block by C. Capela)
4:55.0,,,109-82,,Offensive rebound by A. Len
4:54.0,,,109-82,,A. Len misses 2-pt shot at rim
4:54.0,Defensive rebound by C. Capela,,109-82,,
4:43.0,Shooting foul by T. Warren (drawn by J. Harden),,109-82,,
4:43.0,J. Harden makes free throw 1 of 3,1,110-82,,
4:43.0,J. Harden makes free throw 2 of 3,1,111-82,,
4:43.0,J. Harden makes free throw 3 of 3,1,112-82,,
4:37.0,,,112-82,,D. Bender misses 3-pt shot from 26 ft
4:34.0,Defensive rebound by J. Harden,,112-82,,
4:29.0,P. Tucker misses 3-pt shot from 26 ft,,112-82,,
4:26.0,,,112-82,,Defensive rebound by A. Len
4:20.0,,,112-84,2,A. Len makes 2-pt shot from 3 ft (assist by D. Booker)
4:20.0,,,112-84,,Shooting foul by C. Capela (drawn by A. Len)
4:20.0,,,112-84,,J. Jackson enters the game for T. Warren
4:20.0,N. Hilario enters the game for C. Capela,,112-84,,
4:20.0,,,112-85,1,A. Len makes free throw 1 of 1
4:09.0,E. Gordon misses 3-pt shot from 26 ft,,112-85,,
4:09.0,,,112-85,,Defensive rebound by A. Len
3:59.0,,,112-85,,D. Bender misses 3-pt shot from 26 ft
3:58.0,Defensive rebound by P. Tucker,,112-85,,
3:51.0,J. Harden makes 3-pt shot from 25 ft,3,115-85,,
3:45.0,,,115-85,,Offensive charge foul by D. Booker (drawn by J. Harden)
3:45.0,,,115-85,,Turnover by D. Booker (offensive foul)
3:45.0,,,115-85,,T. Daniels enters the game for D. Booker
3:27.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,118-85,,
3:04.0,,,118-85,,J. Jackson misses 2-pt shot from 14 ft
2:57.0,,,118-85,,Offensive rebound by T. Daniels
2:57.0,,,118-87,2,T. Daniels makes 2-pt shot at rim
2:50.0,J. Harden misses 3-pt shot from 26 ft,,118-87,,
2:47.0,,,118-87,,Defensive rebound by A. Len
2:37.0,,,118-87,,Turnover by J. Jackson (bad pass)
2:37.0,Houston full timeout,,118-87,,
2:37.0,C. Paul enters the game for T. Ariza,,118-87,,
2:37.0,R. Anderson enters the game for J. Harden,,118-87,,
2:19.0,E. Gordon misses 3-pt shot from 26 ft,,118-87,,
2:15.0,Offensive rebound by P. Tucker,,118-87,,
2:13.0,Turnover by P. Tucker (lost ball; steal by J. Jackson),,118-87,,
1:57.0,,,118-87,,T. Daniels misses 3-pt shot from 24 ft
1:55.0,,,118-87,,Offensive rebound by Team
1:49.0,,,118-87,,M. James misses 2-pt shot from 15 ft
1:46.0,Defensive rebound by P. Tucker,,118-87,,
1:31.0,R. Anderson misses 3-pt shot from 30 ft,,118-87,,
1:28.0,,,118-87,,Defensive rebound by A. Len
1:23.0,,,118-87,,Loose ball foul by A. Len (drawn by N. Hilario)
1:23.0,N. Hilario makes free throw 2 of 2,1,119-87,,
1:23.0,N. Hilario makes free throw 1 of 2,1,120-87,,
1:06.0,,,120-87,,Turnover by J. Jackson (lost ball; steal by P. Tucker)
1:01.0,R. Anderson misses 2-pt shot from 2 ft,,120-87,,
0:59.0,,,120-87,,Defensive rebound by A. Len
0:55.0,,,120-87,,M. James misses 2-pt shot from 1 ft (block by E. Gordon)
0:55.0,,,120-87,,Offensive rebound by Team
0:50.0,,,120-87,,M. James misses 3-pt shot from 26 ft
0:50.0,Defensive rebound by P. Tucker,,120-87,,
0:33.0,Turnover by C. Paul (bad pass; steal by M. James),,120-87,,
0:29.0,,,120-89,2,J. Jackson makes 2-pt shot at rim (assist by M. James)
0:08.0,Turnover by E. Gordon (traveling),,120-89,,
0:02.0,,,120-89,,M. James misses 2-pt shot from 3 ft (block by R. Anderson)
0:02.0,,,120-89,,Offensive rebound by A. Len
0:01.0,,,120-91,2,A. Len makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,120-91,,G. Monroe misses 2-pt shot from 2 ft
11:38.0,,,120-91,,Offensive rebound by Team
11:23.0,,,120-93,2,G. Monroe makes 2-pt shot at rim (assist by M. James)
11:06.0,T. Black misses 2-pt shot from 2 ft,,120-93,,
11:03.0,Offensive rebound by T. Black,,120-93,,
11:02.0,T. Black misses 2-pt shot at rim,,120-93,,
11:02.0,,,120-93,,Defensive rebound by G. Monroe
10:52.0,,,120-93,,G. Monroe misses 2-pt shot at rim
10:50.0,Defensive rebound by P. Tucker,,120-93,,
10:45.0,C. Paul misses 2-pt shot from 11 ft,,120-93,,
10:42.0,,,120-93,,Defensive rebound by J. Jackson
10:37.0,,,120-95,2,J. Jackson makes 2-pt shot at rim
10:20.0,Shooting foul by D. Bender (drawn by J. Harden),,120-95,,
10:20.0,J. Harden makes free throw 1 of 2,1,121-95,,
10:20.0,J. Harden makes free throw 2 of 2,1,122-95,,
10:00.0,,,122-95,,M. James misses 2-pt shot at rim
10:00.0,,,122-95,,Offensive rebound by G. Monroe
9:59.0,,,122-95,,G. Monroe misses 2-pt shot from 4 ft
9:58.0,,,122-95,,Offensive rebound by M. James
9:50.0,,,122-95,,T. Daniels misses 3-pt shot from 28 ft
9:47.0,Defensive rebound by P. Tucker,,122-95,,
9:42.0,Turnover by J. Harden (bad pass; steal by G. Monroe),,122-95,,
9:39.0,,,122-97,2,M. James makes 2-pt shot from 1 ft (assist by G. Monroe)
9:39.0,,,122-97,,Shooting foul by C. Paul (drawn by M. James)
9:39.0,,,122-98,1,M. James makes free throw 1 of 1
9:29.0,,,122-98,,Technical foul by T. Warren
9:29.0,J. Harden makes technical free throw,1,123-98,,
9:29.0,R. Anderson enters the game for C. Paul,,123-98,,
9:24.0,J. Harden misses 3-pt shot from 26 ft,,123-98,,
9:24.0,,,123-98,,Defensive rebound by Team
9:22.0,Loose ball foul by P. Tucker (drawn by M. James),,123-98,,
9:12.0,,,123-100,2,G. Monroe makes 2-pt shot at rim (assist by M. James)
8:59.0,R. Anderson makes 3-pt shot from 30 ft (assist by J. Harden),3,126-100,,
8:37.0,Personal foul by J. Harden (drawn by M. James),,126-100,,
8:25.0,,,126-100,,J. Jackson misses 3-pt shot from 25 ft
8:25.0,Defensive rebound by J. Harden,,126-100,,
8:16.0,J. Harden makes 2-pt shot from 1 ft,2,128-100,,
8:15.0,,,128-100,,Phoenix full timeout
8:15.0,,,128-100,,M. Chriss enters the game for D. Bender
8:15.0,T. Ariza enters the game for E. Gordon,,128-100,,
8:15.0,Z. Qi enters the game for R. Anderson,,128-100,,
8:15.0,,,128-100,,Turnover by Team (shot clock)
7:42.0,T. Ariza misses 2-pt shot from 2 ft,,128-100,,
7:38.0,Offensive rebound by T. Black,,128-100,,
7:38.0,T. Black misses 2-pt shot at rim (block by M. Chriss),,128-100,,
7:38.0,,,128-100,,Defensive rebound by M. James
7:35.0,,,128-100,,M. Chriss misses 3-pt shot from 25 ft
7:35.0,,,128-100,,Offensive rebound by J. Jackson
7:30.0,,,128-103,3,T. Daniels makes 3-pt shot from 23 ft (assist by J. Jackson)
7:06.0,J. Harden misses 2-pt shot from 3 ft,,128-103,,
