time,Oklahoma City,pts.away,score,pts.home,Memphis
5:02.0,,,16-19,,A. Harrison misses 2-pt shot from 1 ft (block by C. Anthony)
4:58.0,Defensive rebound by P. George,,16-19,,
4:55.0,P. George makes 2-pt shot from 13 ft,2,18-19,,
4:43.0,,,18-21,2,A. Harrison makes 2-pt shot at rim
4:17.0,J. Grant makes 2-pt shot from 4 ft,2,20-21,,
4:03.0,,,20-21,,M. Gasol misses 2-pt shot from 16 ft
3:59.0,Defensive rebound by P. George,,20-21,,
3:54.0,S. Adams misses 2-pt shot from 1 ft,,20-21,,
3:53.0,Offensive rebound by Team,,20-21,,
3:37.0,C. Anthony makes 3-pt shot from 25 ft,3,23-21,,
3:09.0,,,23-23,2,C. Parsons makes 2-pt shot from 22 ft (assist by M. Gasol)
2:58.0,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook),2,25-23,,
2:36.0,,,25-26,3,A. Harrison makes 3-pt shot from 26 ft
2:26.0,Turnover by R. Westbrook (lost ball; steal by C. Parsons),,25-26,,
2:22.0,,,25-26,,C. Parsons misses 2-pt shot at rim (block by R. Westbrook)
2:18.0,Defensive rebound by R. Westbrook,,25-26,,
2:14.0,C. Anthony misses 2-pt shot from 20 ft,,25-26,,
2:14.0,Offensive rebound by S. Adams,,25-26,,
2:10.0,,,25-26,,Personal foul by A. Harrison (drawn by R. Westbrook)
2:10.0,,,25-26,,D. Davis enters the game for M. Chalmers
2:10.0,,,25-26,,J. Green enters the game for M. Gasol
2:10.0,R. Felton enters the game for R. Westbrook,,25-26,,
2:10.0,P. Patterson enters the game for S. Adams,,25-26,,
2:02.0,,,25-26,,Personal foul by J. Green (drawn by P. George)
1:50.0,C. Anthony makes 3-pt shot from 25 ft,3,28-26,,
1:34.0,,,28-28,2,D. Davis makes 2-pt shot at rim (assist by J. Martin)
1:23.0,P. George makes 2-pt shot at rim,2,30-28,,
1:12.0,,,30-30,2,J. Martin makes 2-pt shot from 1 ft (assist by A. Harrison)
1:02.0,P. George makes 3-pt shot from 25 ft,3,33-30,,
0:45.0,,,33-30,,Turnover by J. Martin (traveling)
0:45.0,,,33-30,,D. Brooks enters the game for J. Martin
0:45.0,J. Huestis enters the game for C. Anthony,,33-30,,
0:34.0,Shooting foul by J. Green (drawn by J. Grant),,33-30,,
0:34.0,J. Grant makes free throw 1 of 2,1,34-30,,
0:34.0,,,34-30,,J. Martin enters the game for J. Green
0:34.0,J. Grant misses free throw 2 of 2,,34-30,,
0:32.0,,,34-30,,Defensive rebound by D. Davis
0:21.0,,,34-32,2,J. Martin makes 2-pt shot at rim (assist by C. Parsons)
0:21.0,,,34-32,,Shooting foul by J. Huestis (drawn by J. Martin)
0:21.0,,,34-33,1,J. Martin makes free throw 1 of 1
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,34-33,,Turnover by J. Martin (lost ball; steal by R. Felton)
11:30.0,A. Abrines misses 3-pt shot from 23 ft,,34-33,,
11:26.0,,,34-33,,Defensive rebound by D. Davis
11:15.0,,,34-33,,A. Harrison misses 2-pt shot from 2 ft (block by J. Huestis)
11:15.0,,,34-33,,Offensive rebound by Team
11:05.0,,,34-33,,Turnover by A. Harrison (bad pass; steal by J. Grant)
10:48.0,R. Felton misses 2-pt shot from 6 ft,,34-33,,
10:46.0,,,34-33,,Defensive rebound by T. Evans
10:39.0,,,34-33,,T. Evans misses 2-pt shot at rim
10:36.0,Defensive rebound by P. Patterson,,34-33,,
10:31.0,Turnover by R. Felton (bad pass; steal by J. Martin),,34-33,,
10:23.0,,,34-36,3,T. Evans makes 3-pt shot from 25 ft (assist by J. Martin)
10:06.0,P. Patterson makes 3-pt shot from 26 ft (assist by R. Felton),3,37-36,,
9:51.0,,,37-36,,D. Brooks misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by A. Abrines,,37-36,,
9:45.0,Offensive foul by J. Grant (drawn by D. Brooks),,37-36,,
9:45.0,Turnover by J. Grant (offensive foul),,37-36,,
9:45.0,,,37-36,,M. Chalmers enters the game for A. Harrison
9:45.0,S. Adams enters the game for J. Grant,,37-36,,
9:38.0,,,37-36,,Shooting foul by R. Felton (drawn by M. Chalmers)
9:38.0,,,37-37,1,M. Chalmers makes free throw 1 of 2
9:38.0,,,37-38,1,M. Chalmers makes free throw 2 of 2
9:30.0,,,37-38,,Personal foul by T. Evans (drawn by A. Abrines)
9:21.0,S. Adams makes 2-pt shot at rim (assist by R. Felton),2,39-38,,
9:21.0,Shooting foul by T. Evans (drawn by S. Adams),,39-38,,
9:21.0,S. Adams makes free throw 1 of 1,1,40-38,,
9:06.0,,,40-40,2,M. Chalmers makes 2-pt shot from 1 ft (assist by T. Evans)
8:55.0,,,40-40,,Personal foul by M. Chalmers (drawn by S. Adams)
8:55.0,R. Westbrook enters the game for A. Abrines,,40-40,,
8:48.0,R. Westbrook misses 3-pt shot from 23 ft,,40-40,,
8:44.0,,,40-40,,Defensive rebound by D. Brooks
8:41.0,Violation by P. Patterson (kicked ball),,40-40,,
8:35.0,,,40-40,,T. Evans misses 3-pt shot from 25 ft
8:33.0,Defensive rebound by S. Adams,,40-40,,
8:21.0,R. Felton misses 3-pt shot from 26 ft,,40-40,,
8:18.0,,,40-40,,Defensive rebound by J. Martin
8:09.0,,,40-42,2,J. Martin makes 2-pt shot from 13 ft
7:50.0,R. Westbrook makes 2-pt shot from 20 ft,2,42-42,,
7:35.0,,,42-42,,J. Martin misses 2-pt shot from 18 ft
7:33.0,Defensive rebound by R. Westbrook,,42-42,,
7:29.0,P. Patterson makes 3-pt shot from 22 ft (assist by R. Westbrook),3,45-42,,
7:02.0,,,45-42,,J. Martin misses 2-pt shot from 1 ft
7:01.0,Defensive rebound by P. Patterson,,45-42,,
6:51.0,J. Huestis misses 2-pt shot from 21 ft,,45-42,,
6:48.0,,,45-42,,Defensive rebound by J. Martin
6:42.0,,,45-42,,Turnover by T. Evans (traveling)
6:42.0,,,45-42,,Memphis full timeout
6:42.0,,,45-42,,J. Green enters the game for J. Martin
6:42.0,,,45-42,,C. Parsons enters the game for D. Davis
6:42.0,,,45-42,,M. Gasol enters the game for D. Brooks
6:42.0,P. George enters the game for J. Huestis,,45-42,,
6:34.0,Shooting foul by M. Chalmers (drawn by R. Westbrook),,45-42,,
6:34.0,R. Westbrook makes free throw 1 of 2,1,46-42,,
6:34.0,R. Westbrook makes free throw 2 of 2,1,47-42,,
6:16.0,,,47-42,,C. Parsons misses 2-pt shot from 21 ft
6:13.0,,,47-42,,Offensive rebound by J. Green
6:09.0,,,47-42,,Turnover by T. Evans (bad pass; steal by R. Felton)
5:57.0,R. Felton makes 3-pt shot from 27 ft (assist by P. Patterson),3,50-42,,
5:36.0,,,50-42,,T. Evans misses 2-pt shot at rim
5:32.0,,,50-42,,Offensive rebound by J. Green
5:32.0,,,50-44,2,J. Green makes 2-pt shot at rim
5:20.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,52-44,,
5:04.0,,,52-44,,M. Chalmers misses 3-pt shot from 24 ft
5:01.0,Defensive rebound by R. Westbrook,,52-44,,
4:51.0,R. Felton makes 3-pt shot from 23 ft (assist by R. Westbrook),3,55-44,,
4:49.0,,,55-44,,Memphis full timeout
4:49.0,,,55-44,,A. Harrison enters the game for M. Chalmers
4:49.0,C. Anthony enters the game for P. Patterson,,55-44,,
4:27.0,,,55-44,,A. Harrison misses 2-pt shot from 17 ft
4:24.0,Defensive rebound by C. Anthony,,55-44,,
4:14.0,P. George makes 3-pt shot from 24 ft (assist by R. Westbrook),3,58-44,,
3:57.0,,,58-44,,T. Evans misses 2-pt shot from 5 ft
3:54.0,Defensive rebound by R. Felton,,58-44,,
3:53.0,,,58-44,,Technical foul by T. Evans
3:53.0,P. George makes technical free throw,1,59-44,,
3:53.0,,,59-44,,D. Brooks enters the game for T. Evans
3:46.0,Turnover by R. Westbrook (bad pass; steal by D. Brooks),,59-44,,
3:45.0,Personal foul by P. George (drawn by D. Brooks),,59-44,,
3:30.0,,,59-44,,J. Green misses 3-pt shot from 22 ft
3:27.0,Defensive rebound by R. Westbrook,,59-44,,
3:22.0,P. George makes 3-pt shot from 26 ft (assist by R. Westbrook),3,62-44,,
3:07.0,Personal foul by S. Adams (drawn by M. Gasol),,62-44,,
2:56.0,Def 3 sec tech foul by P. George,,62-44,,
2:56.0,,,62-44,,M. Gasol misses technical free throw
2:56.0,,,62-44,,Offensive rebound by Team
2:40.0,,,62-44,,M. Gasol misses 2-pt shot from 10 ft
2:38.0,,,62-44,,Offensive rebound by J. Green
2:37.0,,,62-44,,J. Green misses 2-pt shot from 1 ft
2:37.0,Defensive rebound by R. Westbrook,,62-44,,
2:31.0,,,62-44,,Personal foul by M. Gasol (drawn by S. Adams)
2:31.0,S. Adams makes free throw 1 of 2,1,63-44,,
2:31.0,S. Adams misses free throw 2 of 2,,63-44,,
2:28.0,,,63-44,,Defensive rebound by Team
2:22.0,,,63-44,,Shooting foul by C. Anthony (drawn by A. Harrison)
2:22.0,,,63-45,1,A. Harrison makes free throw 1 of 2
2:22.0,,,63-46,1,A. Harrison makes free throw 2 of 2
2:06.0,P. George makes 3-pt shot from 26 ft (assist by R. Westbrook),3,66-46,,
1:41.0,,,66-49,3,C. Parsons makes 3-pt shot from 26 ft (assist by M. Gasol)
1:16.0,C. Anthony misses 3-pt shot from 23 ft,,66-49,,
1:16.0,Offensive rebound by Team,,66-49,,
1:16.0,,,66-49,,Loose ball foul by M. Gasol (drawn by S. Adams)
1:16.0,S. Adams makes free throw 1 of 2,1,67-49,,
1:16.0,S. Adams misses free throw 2 of 2,,67-49,,
1:14.0,,,67-49,,Defensive rebound by D. Brooks
1:03.0,,,67-51,2,M. Gasol makes 2-pt shot from 8 ft (assist by C. Parsons)
0:48.0,P. George makes 3-pt shot from 23 ft (assist by R. Westbrook),3,70-51,,
0:38.0,,,70-53,2,D. Brooks makes 2-pt shot from 10 ft (assist by A. Harrison)
0:28.0,C. Anthony misses 2-pt shot from 20 ft,,70-53,,
0:24.0,,,70-53,,Defensive rebound by C. Parsons
0:05.0,,,70-53,,Offensive charge foul by M. Gasol (drawn by R. Westbrook)
0:05.0,,,70-53,,Turnover by M. Gasol (offensive foul)
0:05.0,,,70-53,,D. Davis enters the game for M. Gasol
0:01.0,Shooting foul by A. Harrison (drawn by R. Felton),,70-53,,
0:01.0,R. Felton makes free throw 1 of 3,1,71-53,,
0:01.0,R. Felton makes free throw 2 of 3,1,72-53,,
0:01.0,R. Felton makes free throw 3 of 3,1,73-53,,
0:00.0,,,73-53,,D. Brooks misses 3-pt shot from 81 ft
0:00.0,,,73-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,73-53,,D. Brooks misses 2-pt shot from 18 ft
11:46.0,Defensive rebound by P. George,,73-53,,
11:27.0,C. Anthony misses 2-pt shot from 18 ft,,73-53,,
11:23.0,,,73-53,,Defensive rebound by M. Gasol
11:15.0,,,73-53,,T. Evans misses 2-pt shot from 9 ft
11:13.0,Defensive rebound by A. Abrines,,73-53,,
11:03.0,Shooting foul by A. Harrison (drawn by R. Westbrook),,73-53,,
11:03.0,R. Westbrook makes free throw 1 of 2,1,74-53,,
11:03.0,R. Westbrook makes free throw 2 of 2,1,75-53,,
10:38.0,,,75-53,,T. Evans misses 3-pt shot from 24 ft
10:35.0,Defensive rebound by A. Abrines,,75-53,,
10:31.0,A. Abrines misses 3-pt shot from 25 ft,,75-53,,
10:26.0,,,75-53,,Defensive rebound by J. Green
10:17.0,,,75-55,2,M. Gasol makes 2-pt shot from 9 ft (assist by T. Evans)
10:06.0,P. George misses 2-pt shot from 10 ft,,75-55,,
10:06.0,,,75-55,,Defensive rebound by Team
10:06.0,Loose ball foul by P. George (drawn by M. Gasol),,75-55,,
9:52.0,Personal foul by S. Adams (drawn by M. Gasol),,75-55,,
9:41.0,,,75-58,3,J. Green makes 3-pt shot from 25 ft (assist by M. Gasol)
9:18.0,S. Adams misses 2-pt shot from 7 ft,,75-58,,
9:14.0,Offensive rebound by R. Westbrook,,75-58,,
9:14.0,R. Westbrook makes 2-pt shot at rim,2,77-58,,
9:13.0,,,77-60,2,A. Harrison makes 2-pt shot from 1 ft
9:13.0,,,77-60,,Shooting foul by S. Adams (drawn by A. Harrison)
9:13.0,J. Grant enters the game for A. Abrines,,77-60,,
9:13.0,,,77-61,1,A. Harrison makes free throw 1 of 1
9:01.0,R. Westbrook misses 2-pt shot from 15 ft,,77-61,,
8:57.0,,,77-61,,Defensive rebound by T. Evans
8:40.0,,,77-61,,M. Gasol misses 2-pt shot from 16 ft
8:40.0,Defensive rebound by J. Grant,,77-61,,
8:40.0,Oklahoma City full timeout,,77-61,,
8:40.0,D. Johnson enters the game for S. Adams,,77-61,,
8:23.0,,,77-61,,Defensive rebound by T. Evans
8:16.0,,,77-61,,Turnover by M. Gasol (bad pass; steal by R. Westbrook)
8:03.0,D. Johnson makes 2-pt shot from 1 ft (assist by R. Westbrook),2,79-61,,
7:41.0,,,79-61,,D. Brooks misses 2-pt shot from 10 ft
7:41.0,,,79-61,,Offensive rebound by Team
7:41.0,Loose ball foul by R. Westbrook (drawn by J. Green),,79-61,,
7:23.0,,,79-61,,A. Harrison misses 2-pt shot from 9 ft
7:19.0,Defensive rebound by R. Westbrook,,79-61,,
7:13.0,J. Grant misses 3-pt shot from 22 ft,,79-61,,
7:10.0,,,79-61,,Defensive rebound by M. Gasol
7:08.0,,,79-63,2,T. Evans makes 2-pt shot at rim (assist by D. Brooks)
7:08.0,,,79-63,,Shooting foul by D. Johnson (drawn by T. Evans)
7:08.0,,,79-63,,M. Chalmers enters the game for A. Harrison
7:08.0,,,79-63,,T. Evans misses free throw 1 of 1
7:05.0,Defensive rebound by R. Westbrook,,79-63,,
6:59.0,C. Anthony misses 3-pt shot from 27 ft,,79-63,,
6:57.0,,,79-63,,Defensive rebound by M. Gasol
6:43.0,,,79-63,,M. Gasol misses 2-pt shot from 9 ft
6:40.0,Defensive rebound by D. Johnson,,79-63,,
6:31.0,P. George misses 2-pt shot from 19 ft,,79-63,,
6:29.0,,,79-63,,Defensive rebound by J. Green
6:18.0,,,79-65,2,T. Evans makes 2-pt shot at rim (assist by J. Green)
5:59.0,,,79-65,,Personal foul by J. Green (drawn by C. Anthony)
5:59.0,,,79-65,,J. Martin enters the game for J. Green
5:52.0,R. Westbrook misses 3-pt shot from 26 ft,,79-65,,
5:49.0,,,79-65,,Defensive rebound by D. Brooks
5:46.0,,,79-68,3,D. Brooks makes 3-pt shot from 25 ft (assist by T. Evans)
5:46.0,Oklahoma City full timeout,,79-68,,
5:33.0,R. Westbrook misses 2-pt shot from 1 ft,,79-68,,
5:32.0,Offensive rebound by D. Johnson,,79-68,,
5:32.0,Shooting foul by J. Martin (drawn by D. Johnson),,79-68,,
5:32.0,D. Johnson makes free throw 1 of 2,1,80-68,,
5:32.0,D. Johnson misses free throw 2 of 2,,80-68,,
5:26.0,,,80-68,,Defensive rebound by T. Evans
5:11.0,P. Patterson enters the game for D. Johnson,,80-68,,
5:07.0,,,80-68,,M. Gasol misses 3-pt shot from 26 ft
5:05.0,Defensive rebound by R. Westbrook,,80-68,,
4:57.0,C. Anthony makes 2-pt shot from 17 ft (assist by J. Grant),2,82-68,,
4:42.0,Personal foul by J. Grant (drawn by M. Gasol),,82-68,,
4:42.0,,,82-69,1,M. Gasol makes free throw 1 of 2
4:42.0,,,82-69,,A. Harrison enters the game for T. Evans
4:42.0,,,82-70,1,M. Gasol makes free throw 2 of 2
4:27.0,P. Patterson makes 3-pt shot from 25 ft (assist by P. George),3,85-70,,
3:59.0,,,85-70,,A. Harrison misses 2-pt shot from 15 ft
3:56.0,Defensive rebound by J. Grant,,85-70,,
3:44.0,C. Anthony misses 2-pt shot from 13 ft,,85-70,,
3:40.0,,,85-70,,Defensive rebound by J. Martin
3:29.0,,,85-70,,A. Harrison misses 2-pt shot from 3 ft
3:25.0,,,85-70,,Offensive rebound by J. Martin
3:25.0,,,85-72,2,J. Martin makes 2-pt shot at rim
3:15.0,,,85-72,,Personal foul by A. Harrison (drawn by C. Anthony)
3:15.0,,,85-72,,B. McLemore enters the game for D. Brooks
3:01.0,R. Westbrook makes 2-pt shot at rim,2,87-72,,
2:46.0,,,87-72,,Turnover by B. McLemore (bad pass; steal by P. George)
2:42.0,P. Patterson makes 2-pt shot at rim (assist by P. George),2,89-72,,
2:29.0,,,89-74,2,A. Harrison makes 2-pt shot at rim (assist by M. Gasol)
2:11.0,C. Anthony misses 3-pt shot from 26 ft,,89-74,,
2:09.0,,,89-74,,Defensive rebound by M. Gasol
2:07.0,,,89-76,2,J. Martin makes 2-pt shot at rim (assist by M. Gasol)
2:07.0,,,89-76,,Shooting foul by P. Patterson (drawn by J. Martin)
2:07.0,R. Felton enters the game for R. Westbrook,,89-76,,
2:07.0,,,89-77,1,J. Martin makes free throw 1 of 1
2:07.0,,,89-77,,D. Davis enters the game for M. Gasol
1:59.0,,,89-77,,Personal foul by M. Chalmers (drawn by P. Patterson)
1:59.0,P. Patterson misses free throw 1 of 2,,89-77,,
1:59.0,Offensive rebound by Team,,89-77,,
1:59.0,P. Patterson makes free throw 2 of 2,1,90-77,,
1:36.0,,,90-80,3,J. Martin makes 3-pt shot from 25 ft (assist by A. Harrison)
1:20.0,,,90-80,,Personal foul by M. Chalmers (drawn by J. Grant)
1:20.0,C. Anthony makes technical free throw,1,91-80,,
1:20.0,J. Grant misses free throw 1 of 2,,91-80,,
1:20.0,Offensive rebound by Team,,91-80,,
1:20.0,,,91-80,,D. Brooks enters the game for M. Chalmers
1:20.0,J. Grant misses free throw 2 of 2,,91-80,,
1:18.0,,,91-80,,Defensive rebound by D. Davis
1:07.0,,,91-80,,D. Brooks misses 2-pt shot from 10 ft
1:04.0,,,91-80,,Offensive rebound by D. Davis
1:03.0,,,91-82,2,D. Davis makes 2-pt shot at rim
0:43.0,P. Patterson misses 2-pt shot from 8 ft,,91-82,,
0:39.0,,,91-82,,Defensive rebound by D. Brooks
0:30.0,,,91-82,,D. Brooks misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by P. Patterson,,91-82,,
0:10.0,Shooting foul by B. McLemore (drawn by P. George),,91-82,,
0:10.0,P. George makes free throw 1 of 2,1,92-82,,
0:10.0,J. Huestis enters the game for C. Anthony,,92-82,,
0:10.0,P. George misses free throw 2 of 2,,92-82,,
0:08.0,,,92-82,,Defensive rebound by J. Martin
0:00.0,,,92-84,2,A. Harrison makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,J. Grant makes 2-pt shot at rim (assist by R. Felton),2,94-84,,
11:28.0,Violation by P. Patterson (kicked ball),,94-84,,
11:25.0,,,94-87,3,A. Harrison makes 3-pt shot from 22 ft (assist by D. Brooks)
11:08.0,P. Patterson misses 3-pt shot from 22 ft,,94-87,,
11:06.0,,,94-87,,Defensive rebound by A. Harrison
11:01.0,,,94-87,,Turnover by A. Harrison (bad pass; steal by R. Felton)
10:58.0,Shooting foul by A. Harrison (drawn by J. Huestis),,94-87,,
10:58.0,,,94-87,,Technical foul by A. Harrison
10:58.0,R. Felton makes technical free throw,1,95-87,,
10:58.0,J. Huestis misses free throw 1 of 2,,95-87,,
10:58.0,Offensive rebound by Team,,95-87,,
10:58.0,,,95-87,,T. Evans enters the game for A. Harrison
10:58.0,J. Huestis misses free throw 2 of 2,,95-87,,
10:55.0,,,95-87,,Defensive rebound by T. Evans
10:50.0,Personal foul by T. Ferguson (drawn by D. Brooks),,95-87,,
10:41.0,,,95-90,3,T. Evans makes 3-pt shot from 27 ft (assist by B. McLemore)
10:23.0,T. Ferguson makes 2-pt shot from 4 ft (assist by R. Felton),2,97-90,,
10:06.0,,,97-92,2,D. Davis makes 2-pt shot from 2 ft (assist by T. Evans)
9:49.0,J. Huestis misses 3-pt shot from 22 ft (block by T. Evans),,97-92,,
9:45.0,,,97-92,,Defensive rebound by D. Davis
9:39.0,,,97-92,,T. Evans misses 3-pt shot from 25 ft
9:35.0,Defensive rebound by J. Grant,,97-92,,
9:23.0,R. Felton misses 3-pt shot from 24 ft,,97-92,,
9:20.0,,,97-92,,Defensive rebound by J. Martin
9:04.0,,,97-94,2,D. Brooks makes 2-pt shot from 19 ft
8:40.0,R. Felton makes 2-pt shot at rim,2,99-94,,
8:24.0,,,99-94,,Shooting foul by J. Huestis (drawn by T. Evans)
8:24.0,,,99-94,,T. Evans misses free throw 1 of 2
8:24.0,,,99-94,,Offensive rebound by Team
8:24.0,S. Adams enters the game for J. Grant,,99-94,,
8:24.0,R. Westbrook enters the game for J. Huestis,,99-94,,
8:24.0,,,99-95,1,T. Evans makes free throw 2 of 2
8:10.0,P. Patterson misses 2-pt shot from 2 ft,,99-95,,
8:07.0,,,99-95,,Defensive rebound by D. Brooks
7:58.0,,,99-95,,D. Brooks misses 2-pt shot from 22 ft
7:54.0,Defensive rebound by R. Westbrook,,99-95,,
7:50.0,T. Ferguson makes 3-pt shot from 22 ft (assist by R. Westbrook),3,102-95,,
7:41.0,,,102-95,,Memphis full timeout
7:41.0,,,102-95,,M. Gasol enters the game for D. Davis
7:29.0,,,102-97,2,M. Gasol makes 2-pt shot from 1 ft (assist by D. Brooks)
7:08.0,R. Felton misses 2-pt shot from 21 ft,,102-97,,
7:07.0,Offensive rebound by Team,,102-97,,
7:07.0,,,102-97,,Loose ball foul by M. Gasol (drawn by S. Adams)
7:07.0,,,102-97,,D. Davis enters the game for M. Gasol
7:07.0,P. George enters the game for R. Felton,,102-97,,
6:50.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,104-97,,
6:35.0,,,104-99,2,D. Davis makes 2-pt shot at rim (assist by T. Evans)
6:14.0,R. Westbrook misses 3-pt shot from 24 ft,,104-99,,
6:12.0,,,104-99,,Defensive rebound by J. Martin
5:53.0,,,104-99,,Turnover by T. Evans (bad pass; steal by P. George)
5:43.0,P. George misses 3-pt shot from 27 ft,,104-99,,
5:39.0,,,104-99,,Defensive rebound by T. Evans
5:33.0,,,104-101,2,J. Martin makes 2-pt shot from 17 ft
5:31.0,Oklahoma City full timeout,,104-101,,
5:31.0,,,104-101,,A. Harrison enters the game for T. Evans
5:31.0,C. Anthony enters the game for P. Patterson,,104-101,,
5:15.0,R. Westbrook misses 2-pt shot from 20 ft,,104-101,,
5:13.0,,,104-101,,Defensive rebound by J. Martin
5:00.0,,,104-103,2,D. Brooks makes 2-pt shot at rim
4:43.0,C. Anthony misses 2-pt shot from 14 ft,,104-103,,
4:41.0,Offensive rebound by T. Ferguson,,104-103,,
4:29.0,C. Anthony makes 2-pt shot from 20 ft (assist by R. Westbrook),2,106-103,,
4:09.0,,,106-103,,D. Brooks misses 2-pt shot from 19 ft
4:06.0,Defensive rebound by P. George,,106-103,,
4:01.0,T. Ferguson makes 3-pt shot from 22 ft (assist by P. George),3,109-103,,
3:43.0,,,109-106,3,A. Harrison makes 3-pt shot from 26 ft
3:26.0,P. George makes 2-pt shot at rim (assist by R. Westbrook),2,111-106,,
3:05.0,,,111-106,,Turnover by J. Martin (bad pass)
3:05.0,,,111-106,,Loose ball foul by J. Martin (drawn by P. George)
3:05.0,,,111-106,,Memphis full timeout
3:05.0,,,111-106,,T. Evans enters the game for D. Davis
3:05.0,,,111-106,,M. Gasol enters the game for B. McLemore
3:05.0,R. Felton enters the game for T. Ferguson,,111-106,,
