time,Memphis,pts.away,score,pts.home,New Orleans
1:15.0,,,14-29,,D. Cousins enters the game for R. Rondo
1:15.0,,,14-29,,J. Holiday enters the game for A. Davis
1:00.0,,,14-29,,J. Holiday misses 2-pt shot from 17 ft
0:58.0,Defensive rebound by J. Green,,14-29,,
0:54.0,,,14-30,1,I. Clark makes technical free throw
0:50.0,Shooting foul by D. Cousins (drawn by W. Selden),,14-30,,
0:50.0,W. Selden makes free throw 1 of 2,1,15-30,,
0:50.0,W. Selden makes free throw 2 of 2,1,16-30,,
0:40.0,,,16-32,2,D. Miller makes 2-pt shot from 16 ft (assist by D. Cousins)
0:33.0,W. Selden makes 2-pt shot from 10 ft,2,18-32,,
0:22.0,,,18-32,,Shooting foul by J. Martin (drawn by D. Cousins)
0:22.0,,,18-33,1,D. Cousins makes free throw 1 of 2
0:22.0,T. Evans enters the game for J. Martin,,18-33,,
0:22.0,B. McLemore enters the game for M. Henry,,18-33,,
0:22.0,,,18-34,1,D. Cousins makes free throw 2 of 2
0:00.0,W. Selden misses 2-pt shot from 6 ft (block by D. Miller),,18-34,,
0:00.0,Offensive rebound by J. Green,,18-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,18-36,2,D. Cunningham makes 2-pt shot from 1 ft (assist by J. Holiday)
11:22.0,W. Selden makes 2-pt shot from 18 ft,2,20-36,,
11:13.0,,,20-36,,D. Miller misses 3-pt shot from 24 ft
11:13.0,Defensive rebound by J. Green,,20-36,,
10:59.0,M. Gasol misses 2-pt shot from 17 ft,,20-36,,
10:55.0,,,20-36,,Defensive rebound by D. Miller
10:48.0,,,20-36,,D. Miller misses 3-pt shot from 25 ft
10:44.0,Defensive rebound by T. Evans,,20-36,,
10:38.0,T. Evans misses 2-pt shot from 21 ft,,20-36,,
10:34.0,,,20-36,,Defensive rebound by D. Miller
10:26.0,,,20-36,,Turnover by D. Cousins (bad pass)
10:26.0,D. Brooks enters the game for W. Selden,,20-36,,
10:13.0,Turnover by B. McLemore (bad pass; steal by J. Holiday),,20-36,,
10:08.0,,,20-36,,I. Clark misses 3-pt shot from 29 ft
10:04.0,Defensive rebound by T. Evans,,20-36,,
9:58.0,,,20-36,,Personal foul by D. Cousins (drawn by M. Gasol)
9:46.0,B. McLemore misses 3-pt shot from 23 ft,,20-36,,
9:43.0,Offensive rebound by J. Green,,20-36,,
9:43.0,Shooting foul by D. Cunningham (drawn by J. Green),,20-36,,
9:43.0,J. Green makes free throw 1 of 2,1,21-36,,
9:43.0,J. Green makes free throw 2 of 2,1,22-36,,
9:29.0,Personal foul by D. Brooks (drawn by D. Cousins),,22-36,,
9:19.0,,,22-38,2,I. Clark makes 2-pt shot from 8 ft
9:04.0,B. McLemore misses 3-pt shot from 26 ft (block by J. Holiday),,22-38,,
8:59.0,Offensive rebound by D. Brooks,,22-38,,
8:53.0,D. Brooks makes 3-pt shot from 24 ft (assist by T. Evans),3,25-38,,
8:41.0,,,25-40,2,I. Clark makes 2-pt shot from 3 ft (assist by J. Holiday)
8:20.0,Turnover by T. Evans (traveling),,25-40,,
8:04.0,,,25-40,,Shooting foul by B. McLemore (drawn by D. Cousins)
8:04.0,,,25-40,,D. Cousins misses free throw 1 of 2
8:04.0,,,25-40,,Offensive rebound by Team
8:04.0,,,25-41,1,D. Cousins makes free throw 2 of 2
7:50.0,T. Evans misses 2-pt shot from 22 ft,,25-41,,
7:44.0,,,25-41,,Defensive rebound by D. Miller
7:40.0,Personal foul by J. Green (drawn by D. Cousins),,25-41,,
7:40.0,J. Martin enters the game for B. McLemore,,25-41,,
7:40.0,,,25-41,,A. Davis enters the game for D. Cousins
7:31.0,,,25-44,3,D. Miller makes 3-pt shot from 23 ft (assist by J. Holiday)
7:15.0,Turnover by M. Gasol (out of bounds lost ball),,25-44,,
7:05.0,,,25-44,,D. Miller misses 3-pt shot from 25 ft
7:03.0,,,25-44,,Offensive rebound by A. Davis
6:55.0,,,25-44,,I. Clark misses 3-pt shot from 28 ft
6:55.0,Defensive rebound by M. Gasol,,25-44,,
6:39.0,M. Gasol makes 2-pt shot from 19 ft (assist by T. Evans),2,27-44,,
6:21.0,,,27-44,,J. Holiday misses 3-pt shot from 26 ft
6:19.0,Defensive rebound by J. Green,,27-44,,
6:15.0,Turnover by D. Brooks (lost ball; steal by D. Miller),,27-44,,
6:10.0,,,27-46,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
6:02.0,Memphis full timeout,,27-46,,
6:02.0,,,27-46,,D. Cousins enters the game for I. Clark
6:02.0,,,27-46,,E. Moore enters the game for J. Holiday
6:02.0,,,27-46,,R. Rondo enters the game for D. Cunningham
5:47.0,J. Martin makes 3-pt shot from 24 ft (assist by M. Gasol),3,30-46,,
5:26.0,,,30-46,,A. Davis misses 2-pt shot from 21 ft
5:23.0,Defensive rebound by J. Green,,30-46,,
5:14.0,J. Martin misses 2-pt shot from 1 ft,,30-46,,
5:12.0,Offensive rebound by J. Green,,30-46,,
5:11.0,J. Green misses 2-pt shot from 2 ft,,30-46,,
5:11.0,,,30-46,,Defensive rebound by D. Miller
4:58.0,,,30-49,3,D. Miller makes 3-pt shot from 23 ft (assist by R. Rondo)
4:40.0,M. Gasol misses 2-pt shot from 13 ft,,30-49,,
4:36.0,,,30-49,,Defensive rebound by D. Miller
4:32.0,,,30-49,,D. Miller misses 3-pt shot from 22 ft
4:29.0,,,30-49,,Offensive rebound by R. Rondo
4:23.0,,,30-51,2,D. Cousins makes 2-pt shot from 1 ft
4:23.0,,,30-51,,Shooting foul by J. Martin (drawn by D. Cousins)
4:23.0,W. Selden enters the game for T. Evans,,30-51,,
4:23.0,,,30-51,,D. Cousins misses free throw 1 of 1
4:20.0,Defensive rebound by J. Green,,30-51,,
4:08.0,,,30-51,,Personal foul by A. Davis (drawn by M. Gasol)
4:02.0,W. Selden makes 2-pt shot from 20 ft (assist by M. Gasol),2,32-51,,
3:50.0,,,32-53,2,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo)
3:38.0,W. Selden makes 3-pt shot from 25 ft (assist by M. Gasol),3,35-53,,
3:26.0,,,35-53,,E. Moore misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by D. Brooks,,35-53,,
3:16.0,J. Green makes 2-pt shot from 13 ft (assist by J. Martin),2,37-53,,
2:50.0,,,37-53,,A. Davis misses 2-pt shot from 1 ft
2:47.0,Defensive rebound by J. Green,,37-53,,
2:33.0,J. Green makes 2-pt shot from 1 ft,2,39-53,,
2:27.0,,,39-53,,New Orleans full timeout
2:27.0,,,39-53,,J. Holiday enters the game for D. Miller
2:07.0,,,39-53,,A. Davis misses 2-pt shot from 10 ft
2:05.0,Defensive rebound by J. Green,,39-53,,
2:04.0,Offensive charge foul by W. Selden (drawn by D. Cousins),,39-53,,
2:04.0,Turnover by W. Selden (offensive foul),,39-53,,
1:45.0,,,39-55,2,A. Davis makes 2-pt shot at rim (assist by D. Cousins)
1:25.0,W. Selden makes 3-pt shot from 25 ft (assist by M. Gasol),3,42-55,,
1:04.0,,,42-57,2,J. Holiday makes 2-pt shot from 2 ft
0:52.0,J. Green misses 3-pt shot from 24 ft,,42-57,,
0:49.0,,,42-57,,Defensive rebound by R. Rondo
0:27.0,,,42-57,,Turnover by Team (shot clock)
0:27.0,,,42-57,,D. Cunningham enters the game for D. Cousins
0:04.0,D. Brooks makes 2-pt shot from 1 ft,2,44-57,,
0:00.0,,,44-59,2,E. Moore makes 2-pt shot from 5 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,44-59,,J. Holiday misses 2-pt shot from 20 ft
11:46.0,Defensive rebound by M. Gasol,,44-59,,
11:35.0,M. Gasol makes 3-pt shot from 24 ft (assist by D. Brooks),3,47-59,,
11:18.0,Violation by M. Gasol (kicked ball),,47-59,,
11:14.0,,,47-59,,J. Holiday misses 3-pt shot from 23 ft
11:12.0,,,47-59,,Offensive rebound by R. Rondo
11:08.0,,,47-59,,E. Moore misses 2-pt shot from 2 ft
11:06.0,Defensive rebound by J. Green,,47-59,,
10:56.0,D. Brooks makes 2-pt shot from 2 ft,2,49-59,,
10:46.0,Personal foul by D. Brooks (drawn by D. Cousins),,49-59,,
10:41.0,,,49-59,,R. Rondo misses 3-pt shot from 25 ft
10:39.0,Defensive rebound by J. Green,,49-59,,
10:24.0,D. Brooks makes 3-pt shot from 25 ft (assist by M. Gasol),3,52-59,,
10:22.0,,,52-59,,New Orleans full timeout
10:11.0,,,52-59,,J. Holiday misses 2-pt shot from 11 ft
10:09.0,Defensive rebound by J. Green,,52-59,,
9:48.0,T. Evans makes 3-pt shot from 26 ft,3,55-59,,
9:32.0,,,55-59,,Offensive foul by D. Cousins (drawn by D. Brooks)
9:32.0,,,55-59,,Turnover by D. Cousins (offensive foul)
9:11.0,T. Evans misses 3-pt shot from 22 ft,,55-59,,
9:09.0,,,55-59,,Defensive rebound by D. Cousins
9:05.0,Personal foul by B. McLemore (drawn by D. Cousins),,55-59,,
9:05.0,J. Martin enters the game for J. Green,,55-59,,
8:54.0,,,55-59,,D. Cousins misses 2-pt shot from 11 ft
8:48.0,Defensive rebound by M. Gasol,,55-59,,
8:46.0,B. McLemore makes 2-pt shot from 2 ft (assist by D. Brooks),2,57-59,,
8:32.0,,,57-61,2,J. Holiday makes 2-pt shot from 2 ft (assist by R. Rondo)
8:15.0,M. Gasol makes 3-pt shot from 26 ft (assist by T. Evans),3,60-61,,
8:04.0,,,60-63,2,R. Rondo makes 2-pt shot from 16 ft
7:53.0,T. Evans misses 2-pt shot from 1 ft,,60-63,,
7:50.0,,,60-63,,Defensive rebound by J. Holiday
7:43.0,,,60-65,2,J. Holiday makes 2-pt shot from 1 ft
7:43.0,,,60-65,,Shooting foul by D. Brooks (drawn by J. Holiday)
7:43.0,W. Selden enters the game for D. Brooks,,60-65,,
7:43.0,,,60-66,1,J. Holiday makes free throw 1 of 1
7:25.0,J. Martin misses 2-pt shot from 16 ft,,60-66,,
7:22.0,,,60-66,,Defensive rebound by A. Davis
7:06.0,,,60-68,2,D. Cousins makes 2-pt shot from 2 ft (assist by E. Moore)
6:55.0,B. McLemore misses 3-pt shot from 24 ft,,60-68,,
6:52.0,,,60-68,,Defensive rebound by A. Davis
6:45.0,Personal foul by J. Martin (drawn by D. Cousins),,60-68,,
6:37.0,,,60-71,3,J. Holiday makes 3-pt shot from 24 ft (assist by D. Cousins)
6:36.0,Memphis full timeout,,60-71,,
6:13.0,J. Martin makes 3-pt shot from 23 ft (assist by T. Evans),3,63-71,,
5:45.0,,,63-71,,E. Moore misses 2-pt shot from 16 ft
5:42.0,Defensive rebound by J. Martin,,63-71,,
5:37.0,,,63-71,,Personal foul by E. Moore (drawn by T. Evans)
5:37.0,M. Henry enters the game for B. McLemore,,63-71,,
5:20.0,T. Evans makes 3-pt shot from 30 ft (assist by W. Selden),3,66-71,,
5:10.0,,,66-73,2,D. Cousins makes 2-pt shot from 1 ft
5:10.0,,,66-73,,Shooting foul by M. Gasol (drawn by D. Cousins)
5:10.0,,,66-74,1,D. Cousins makes free throw 1 of 1
4:54.0,T. Evans misses 3-pt shot from 26 ft,,66-74,,
4:51.0,,,66-74,,Defensive rebound by E. Moore
4:46.0,,,66-76,2,R. Rondo makes 2-pt shot from 17 ft (assist by A. Davis)
4:30.0,W. Selden makes 3-pt shot from 26 ft (assist by T. Evans),3,69-76,,
4:10.0,,,69-76,,D. Cousins misses 3-pt shot from 25 ft
4:08.0,Defensive rebound by W. Selden,,69-76,,
4:06.0,Shooting foul by J. Holiday (drawn by W. Selden),,69-76,,
4:06.0,W. Selden makes free throw 1 of 2,1,70-76,,
4:06.0,,,70-76,,D. Miller enters the game for J. Holiday
4:06.0,W. Selden makes free throw 2 of 2,1,71-76,,
4:06.0,D. Davis enters the game for M. Gasol,,71-76,,
3:54.0,,,71-78,2,D. Miller makes 2-pt shot from 18 ft (assist by R. Rondo)
3:38.0,D. Davis misses 2-pt shot from 8 ft,,71-78,,
3:35.0,,,71-78,,Defensive rebound by A. Davis
3:27.0,,,71-78,,Shooting foul by D. Davis (drawn by D. Cousins)
3:27.0,Technical foul by W. Selden,,71-78,,
3:27.0,,,71-79,1,D. Miller makes technical free throw
3:27.0,,,71-80,1,D. Cousins makes free throw 1 of 2
3:27.0,,,71-80,,D. Cousins misses free throw 2 of 2
3:23.0,Defensive rebound by J. Martin,,71-80,,
3:12.0,M. Henry misses 3-pt shot from 26 ft,,71-80,,
3:08.0,,,71-80,,Defensive rebound by D. Cousins
3:01.0,,,71-83,3,R. Rondo makes 3-pt shot from 23 ft (assist by D. Cousins)
2:42.0,T. Evans misses 3-pt shot from 25 ft,,71-83,,
2:39.0,,,71-83,,Defensive rebound by D. Cousins
2:29.0,,,71-83,,D. Cousins misses 3-pt shot from 26 ft
2:24.0,Defensive rebound by D. Davis,,71-83,,
2:04.0,J. Martin makes 3-pt shot from 23 ft (assist by M. Henry),3,74-83,,
1:47.0,,,74-83,,D. Miller misses 2-pt shot from 17 ft
1:44.0,Defensive rebound by D. Davis,,74-83,,
1:41.0,Shooting foul by D. Cousins (drawn by T. Evans),,74-83,,
1:41.0,T. Evans makes free throw 1 of 2,1,75-83,,
1:41.0,,,75-83,,D. Cunningham enters the game for D. Cousins
1:41.0,T. Evans makes free throw 2 of 2,1,76-83,,
1:27.0,,,76-83,,E. Moore misses 2-pt shot from 19 ft
1:24.0,Defensive rebound by M. Henry,,76-83,,
1:18.0,Shooting foul by E. Moore (drawn by T. Evans),,76-83,,
1:18.0,T. Evans makes free throw 1 of 2,1,77-83,,
1:18.0,T. Evans makes free throw 2 of 2,1,78-83,,
0:58.0,,,78-83,,R. Rondo misses 3-pt shot from 23 ft
0:54.0,Defensive rebound by D. Davis,,78-83,,
0:42.0,W. Selden makes 3-pt shot from 27 ft,3,81-83,,
0:23.0,,,81-83,,Turnover by A. Davis (turnover)
0:23.0,D. Brooks enters the game for D. Davis,,81-83,,
0:23.0,,,81-83,,I. Clark enters the game for R. Rondo
0:23.0,,,81-83,,J. Holiday enters the game for E. Moore
0:00.0,T. Evans misses 2-pt shot from 21 ft,,81-83,,
0:00.0,Offensive rebound by Team,,81-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,Turnover by J. Martin (bad pass; steal by D. Cousins),,81-83,,
11:21.0,,,81-83,,J. Holiday misses 3-pt shot from 26 ft
11:19.0,Defensive rebound by D. Davis,,81-83,,
11:06.0,D. Brooks misses 2-pt shot from 17 ft,,81-83,,
11:03.0,,,81-83,,Defensive rebound by J. Holiday
10:59.0,,,81-85,2,J. Holiday makes 2-pt shot from 2 ft
10:59.0,,,81-85,,Shooting foul by D. Brooks (drawn by J. Holiday)
10:59.0,,,81-86,1,J. Holiday makes free throw 1 of 1
10:46.0,D. Davis makes 2-pt shot at rim (assist by W. Selden),2,83-86,,
10:31.0,,,83-88,2,D. Cousins makes 2-pt shot from 1 ft
10:08.0,W. Selden makes 2-pt shot from 18 ft,2,85-88,,
9:46.0,,,85-90,2,D. Cousins makes 2-pt shot from 1 ft
9:35.0,J. Martin makes 2-pt shot from 17 ft (assist by D. Brooks),2,87-90,,
9:21.0,,,87-92,2,D. Cunningham makes 2-pt shot from 1 ft (assist by J. Holiday)
9:05.0,Offensive charge foul by W. Selden (drawn by I. Clark),,87-92,,
9:05.0,Turnover by W. Selden (offensive foul),,87-92,,
9:05.0,M. Gasol enters the game for M. Henry,,87-92,,
9:05.0,B. McLemore enters the game for W. Selden,,87-92,,
9:05.0,T. Evans enters the game for D. Brooks,,87-92,,
8:48.0,,,87-92,,I. Clark misses 2-pt shot from 20 ft
8:44.0,,,87-92,,Offensive rebound by D. Cunningham
8:43.0,,,87-92,,Turnover by D. Miller (bad pass)
8:23.0,M. Gasol misses 2-pt shot from 10 ft,,87-92,,
8:21.0,Offensive rebound by D. Davis,,87-92,,
8:18.0,D. Davis misses 2-pt shot from 1 ft,,87-92,,
8:12.0,Offensive rebound by D. Davis,,87-92,,
8:12.0,D. Davis makes 2-pt shot at rim,2,89-92,,
8:09.0,,,89-94,2,J. Holiday makes 2-pt shot from 1 ft
7:52.0,Shooting foul by I. Clark (drawn by M. Gasol),,89-94,,
7:52.0,M. Gasol makes free throw 1 of 2,1,90-94,,
7:52.0,,,90-94,,A. Davis enters the game for D. Cunningham
7:52.0,M. Gasol makes free throw 2 of 2,1,91-94,,
7:33.0,,,91-96,2,J. Holiday makes 2-pt shot from 2 ft
7:23.0,M. Gasol misses 3-pt shot from 26 ft,,91-96,,
7:20.0,,,91-96,,Defensive rebound by J. Holiday
6:56.0,,,91-96,,D. Cousins misses 3-pt shot from 26 ft
6:53.0,,,91-96,,Offensive rebound by J. Holiday
6:51.0,,,91-96,,Offensive charge foul by D. Cousins (drawn by D. Davis)
6:51.0,,,91-96,,Turnover by D. Cousins (offensive foul)
6:51.0,,,91-96,,D. Cunningham enters the game for D. Cousins
6:26.0,B. McLemore makes 2-pt shot from 1 ft,2,93-96,,
6:14.0,Personal foul by B. McLemore (drawn by D. Cunningham),,93-96,,
6:14.0,,,93-96,,New Orleans full timeout
6:14.0,,,93-96,,E. Moore enters the game for I. Clark
5:58.0,,,93-99,3,E. Moore makes 3-pt shot from 23 ft (assist by D. Cunningham)
5:41.0,B. McLemore misses 3-pt shot from 26 ft,,93-99,,
5:38.0,Offensive rebound by D. Davis,,93-99,,
5:30.0,T. Evans misses 2-pt shot from 2 ft,,93-99,,
5:26.0,,,93-99,,Defensive rebound by A. Davis
5:18.0,,,93-101,2,J. Holiday makes 2-pt shot from 4 ft
5:00.0,M. Gasol makes 3-pt shot from 25 ft (assist by B. McLemore),3,96-101,,
4:44.0,,,96-103,2,J. Holiday makes 2-pt shot from 11 ft
4:27.0,D. Davis makes 2-pt shot from 1 ft (assist by T. Evans),2,98-103,,
4:18.0,,,98-103,,New Orleans full timeout
4:18.0,,,98-103,,D. Cousins enters the game for D. Cunningham
4:08.0,,,98-103,,A. Davis misses 2-pt shot from 1 ft
4:06.0,Defensive rebound by M. Gasol,,98-103,,
4:03.0,,,98-103,,Shooting block foul by D. Miller (drawn by M. Gasol)
4:03.0,M. Gasol makes free throw 1 of 2,1,99-103,,
4:03.0,M. Gasol misses free throw 2 of 2,,99-103,,
4:00.0,,,99-103,,Defensive rebound by D. Cousins
3:41.0,,,99-106,3,D. Cousins makes 3-pt shot from 25 ft (assist by E. Moore)
3:17.0,T. Evans misses 3-pt shot from 27 ft,,99-106,,
3:13.0,,,99-106,,Defensive rebound by E. Moore
2:58.0,,,99-106,,Turnover by J. Holiday (out of bounds lost ball)
2:58.0,W. Selden enters the game for D. Davis,,99-106,,
2:58.0,D. Brooks enters the game for B. McLemore,,99-106,,
2:34.0,J. Martin misses 2-pt shot from 20 ft,,99-106,,
2:31.0,,,99-106,,Defensive rebound by D. Miller
2:15.0,,,99-106,,D. Cousins misses 2-pt shot from 7 ft (block by J. Martin)
2:15.0,,,99-106,,Offensive rebound by Team
2:15.0,Personal foul by J. Martin (drawn by D. Cousins),,99-106,,
2:01.0,,,99-106,,J. Holiday misses 2-pt shot from 8 ft
1:58.0,Defensive rebound by T. Evans,,99-106,,
1:53.0,T. Evans misses 2-pt shot from 3 ft (block by D. Cousins),,99-106,,
1:50.0,,,99-106,,Defensive rebound by A. Davis
1:50.0,,,99-106,,Turnover by A. Davis (bad pass)
1:32.0,W. Selden makes 3-pt shot from 25 ft (assist by J. Martin),3,102-106,,
1:15.0,,,102-108,2,A. Davis makes 2-pt shot at rim (assist by D. Cousins)
1:15.0,Memphis full timeout,,102-108,,
1:08.0,Shooting foul by A. Davis (drawn by M. Gasol),,102-108,,
1:08.0,M. Gasol makes free throw 1 of 2,1,103-108,,
1:08.0,M. Gasol makes free throw 2 of 2,1,104-108,,
0:44.0,,,104-108,,E. Moore misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by T. Evans,,104-108,,
0:35.0,M. Gasol misses 3-pt shot from 23 ft,,104-108,,
0:35.0,Offensive rebound by J. Martin,,104-108,,
0:28.0,W. Selden misses 3-pt shot from 26 ft,,104-108,,
0:25.0,,,104-108,,Defensive rebound by D. Cousins
0:20.0,Personal take foul by D. Brooks (drawn by J. Holiday),,104-108,,
0:20.0,B. McLemore enters the game for D. Brooks,,104-108,,
