time,Miami,pts.away,score,pts.home,Charlotte
5:31.0,D. Waiters makes 2-pt shot from 1 ft (assist by G. Dragic),2,13-10,,
5:20.0,,,13-10,,Turnover by K. Walker (bad pass; steal by J. Richardson)
5:15.0,B. Adebayo makes 2-pt shot from 1 ft (assist by J. Johnson),2,15-10,,
5:15.0,Shooting foul by M. Williams (drawn by B. Adebayo),,15-10,,
5:15.0,W. Ellington enters the game for J. Richardson,,15-10,,
5:15.0,T. Johnson enters the game for G. Dragic,,15-10,,
5:15.0,B. Adebayo makes free throw 1 of 1,1,16-10,,
4:59.0,,,16-10,,D. Howard misses 2-pt shot from 16 ft
4:56.0,Defensive rebound by J. Johnson,,16-10,,
4:51.0,Offensive foul by T. Johnson (drawn by K. Walker),,16-10,,
4:51.0,Turnover by T. Johnson (offensive foul),,16-10,,
4:38.0,,,16-12,2,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker)
4:28.0,Miami full timeout,,16-12,,
4:28.0,,,16-12,,F. Kaminsky enters the game for M. Williams
4:11.0,Turnover by J. Johnson (bad pass),,16-12,,
3:57.0,,,16-15,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by K. Walker)
3:45.0,D. Waiters misses 3-pt shot from 25 ft,,16-15,,
3:42.0,,,16-15,,Defensive rebound by F. Kaminsky
3:28.0,,,16-15,,Shooting foul by B. Adebayo (drawn by D. Howard)
3:28.0,,,16-15,,D. Howard misses free throw 1 of 2
3:28.0,,,16-15,,Offensive rebound by Team
3:28.0,J. Mickey enters the game for B. Adebayo,,16-15,,
3:28.0,,,16-16,1,D. Howard makes free throw 2 of 2
3:17.0,Shooting foul by M. Monk (drawn by T. Johnson),,16-16,,
3:17.0,T. Johnson makes free throw 1 of 2,1,17-16,,
3:17.0,,,17-16,,J. O'Bryant enters the game for D. Howard
3:17.0,,,17-16,,J. Lamb enters the game for M. Kidd-Gilchrist
3:17.0,,,17-16,,M. Carter-Williams enters the game for K. Walker
3:17.0,K. Olynyk enters the game for J. Johnson,,17-16,,
3:17.0,T. Johnson makes free throw 2 of 2,1,18-16,,
2:55.0,,,18-16,,F. Kaminsky misses 2-pt shot from 7 ft
2:53.0,,,18-16,,Offensive rebound by J. O'Bryant
2:53.0,,,18-16,,Turnover by Team (shot clock)
2:43.0,Shooting foul by M. Carter-Williams (drawn by D. Waiters),,18-16,,
2:43.0,D. Waiters makes free throw 1 of 2,1,19-16,,
2:43.0,D. Waiters makes free throw 2 of 2,1,20-16,,
2:36.0,,,20-16,,J. O'Bryant misses 2-pt shot from 16 ft
2:33.0,Defensive rebound by W. Ellington,,20-16,,
2:23.0,K. Olynyk misses 3-pt shot from 25 ft,,20-16,,
2:21.0,,,20-16,,Defensive rebound by J. Lamb
2:13.0,,,20-16,,J. Lamb misses 2-pt shot from 6 ft
2:09.0,Defensive rebound by T. Johnson,,20-16,,
1:54.0,J. Mickey makes 2-pt shot from 18 ft (assist by D. Waiters),2,22-16,,
1:35.0,,,22-16,,M. Monk misses 2-pt shot from 16 ft
1:30.0,Defensive rebound by J. Mickey,,22-16,,
1:20.0,Offensive foul by K. Olynyk (drawn by M. Carter-Williams),,22-16,,
1:20.0,Turnover by K. Olynyk (offensive foul),,22-16,,
1:20.0,,,22-16,,N. Batum enters the game for M. Monk
1:20.0,J. Richardson enters the game for D. Waiters,,22-16,,
1:20.0,J. Johnson enters the game for K. Olynyk,,22-16,,
1:01.0,,,22-16,,Turnover by J. O'Bryant (lost ball; steal by W. Ellington)
0:58.0,J. Mickey misses 2-pt shot from 1 ft,,22-16,,
0:55.0,,,22-16,,Defensive rebound by M. Carter-Williams
0:50.0,,,22-19,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
0:38.0,J. Johnson makes 2-pt shot from 8 ft,2,24-19,,
0:30.0,,,24-19,,F. Kaminsky misses 3-pt shot from 26 ft
0:30.0,Defensive rebound by W. Ellington,,24-19,,
0:07.0,J. Johnson misses 2-pt shot from 6 ft,,24-19,,
0:04.0,,,24-19,,Defensive rebound by J. Lamb
0:00.0,,,24-19,,J. O'Bryant misses 3-pt shot from 29 ft
0:00.0,,,24-19,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by J. Mickey (bad pass; steal by J. O'Bryant),,24-19,,
11:44.0,,,24-19,,Shooting foul by J. Mickey (drawn by J. Lamb)
11:44.0,,,24-20,1,J. Lamb makes free throw 1 of 2
11:44.0,,,24-21,1,J. Lamb makes free throw 2 of 2
11:36.0,,,24-21,,Personal foul by N. Batum (drawn by J. Richardson)
11:25.0,J. Mickey makes 2-pt shot from 1 ft (assist by J. Richardson),2,26-21,,
10:59.0,,,26-24,3,J. Lamb makes 3-pt shot from 27 ft (assist by N. Batum)
10:38.0,W. Ellington misses 3-pt shot from 24 ft,,26-24,,
10:34.0,,,26-24,,Defensive rebound by J. O'Bryant
10:24.0,,,26-26,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by N. Batum)
10:07.0,J. Johnson makes 2-pt shot from 16 ft,2,28-26,,
9:48.0,,,28-26,,F. Kaminsky misses 2-pt shot from 14 ft
9:43.0,,,28-26,,Offensive rebound by J. O'Bryant
9:43.0,,,28-28,2,J. O'Bryant makes 2-pt shot at rim
9:35.0,J. Johnson makes 2-pt shot from 1 ft,2,30-28,,
9:16.0,,,30-28,,J. O'Bryant misses 2-pt shot from 1 ft (block by T. Johnson)
9:13.0,,,30-28,,Offensive rebound by J. O'Bryant
9:12.0,,,30-28,,J. O'Bryant misses 2-pt shot from 2 ft
9:12.0,Defensive rebound by J. Mickey,,30-28,,
9:05.0,J. Richardson misses 3-pt shot from 25 ft,,30-28,,
9:05.0,Offensive rebound by W. Ellington,,30-28,,
8:57.0,W. Ellington makes 3-pt shot from 23 ft (assist by J. Johnson),3,33-28,,
8:43.0,,,33-28,,J. Lamb misses 3-pt shot from 25 ft
8:41.0,Defensive rebound by J. Mickey,,33-28,,
8:37.0,T. Johnson makes 3-pt shot from 27 ft (assist by J. Johnson),3,36-28,,
8:27.0,,,36-28,,Charlotte full timeout
8:27.0,,,36-28,,K. Walker enters the game for M. Carter-Williams
8:16.0,,,36-28,,F. Kaminsky misses 2-pt shot from 1 ft (block by J. Johnson)
8:16.0,,,36-28,,Offensive rebound by Team
8:10.0,,,36-30,2,J. O'Bryant makes 2-pt shot from 1 ft (assist by K. Walker)
7:58.0,W. Ellington makes 3-pt shot from 25 ft (assist by J. Richardson),3,39-30,,
7:43.0,,,39-30,,Turnover by N. Batum (bad pass; steal by J. Richardson)
7:30.0,J. Mickey makes 2-pt shot from 2 ft (assist by J. Johnson),2,41-30,,
7:04.0,,,41-32,2,F. Kaminsky makes 2-pt shot from 1 ft
6:44.0,J. Richardson makes 2-pt shot at rim,2,43-32,,
6:32.0,,,43-32,,Shooting foul by T. Johnson (drawn by K. Walker)
6:32.0,,,43-33,1,K. Walker makes free throw 1 of 2
6:32.0,,,43-33,,D. Howard enters the game for J. O'Bryant
6:32.0,B. Adebayo enters the game for J. Richardson,,43-33,,
6:32.0,G. Dragic enters the game for J. Johnson,,43-33,,
6:32.0,,,43-33,,K. Walker misses free throw 2 of 2
6:27.0,Defensive rebound by J. Mickey,,43-33,,
6:16.0,G. Dragic misses 2-pt shot from 10 ft,,43-33,,
6:09.0,Offensive rebound by G. Dragic,,43-33,,
6:09.0,G. Dragic misses 2-pt shot at rim,,43-33,,
6:08.0,,,43-33,,Defensive rebound by D. Howard
6:00.0,,,43-36,3,K. Walker makes 3-pt shot from 25 ft
5:47.0,T. Johnson misses 2-pt shot from 17 ft,,43-36,,
5:43.0,,,43-36,,Defensive rebound by D. Howard
5:31.0,,,43-36,,N. Batum misses 2-pt shot from 9 ft
5:29.0,Defensive rebound by J. Mickey,,43-36,,
5:13.0,J. Mickey makes 2-pt shot from 1 ft (assist by G. Dragic),2,45-36,,
4:58.0,,,45-36,,K. Walker misses 2-pt shot from 7 ft
4:57.0,,,45-36,,Turnover by K. Walker (lost ball; steal by J. Mickey)
4:55.0,Defensive rebound by J. Mickey,,45-36,,
4:47.0,W. Ellington makes 3-pt shot from 25 ft (assist by J. Mickey),3,48-36,,
4:27.0,,,48-36,,D. Howard misses 2-pt shot from 7 ft
4:27.0,,,48-36,,Offensive rebound by Team
4:27.0,Loose ball foul by J. Mickey (drawn by F. Kaminsky),,48-36,,
4:27.0,,,48-36,,M. Kidd-Gilchrist enters the game for N. Batum
4:27.0,,,48-36,,M. Williams enters the game for F. Kaminsky
4:27.0,D. Waiters enters the game for T. Johnson,,48-36,,
4:14.0,,,48-38,2,K. Walker makes 2-pt shot from 10 ft
4:01.0,Turnover by G. Dragic (traveling),,48-38,,
3:50.0,,,48-38,,K. Walker misses 2-pt shot from 9 ft (block by G. Dragic)
3:48.0,Defensive rebound by J. Mickey,,48-38,,
3:48.0,Offensive foul by G. Dragic (drawn by K. Walker),,48-38,,
3:48.0,Turnover by G. Dragic (offensive foul),,48-38,,
3:48.0,,,48-38,,M. Carter-Williams enters the game for K. Walker
3:30.0,,,48-40,2,M. Williams makes 2-pt shot from 1 ft (assist by J. Lamb)
3:26.0,Miami full timeout,,48-40,,
3:12.0,W. Ellington misses 3-pt shot from 25 ft,,48-40,,
3:08.0,,,48-40,,Defensive rebound by M. Williams
3:04.0,,,48-40,,Offensive foul by M. Williams
3:04.0,,,48-40,,Turnover by M. Williams (offensive foul)
3:04.0,,,48-40,,Technical foul by M. Williams
3:04.0,W. Ellington makes technical free throw,1,49-40,,
3:04.0,,,49-40,,N. Batum enters the game for J. Lamb
3:04.0,J. Richardson enters the game for W. Ellington,,49-40,,
2:52.0,G. Dragic misses 2-pt shot from 16 ft,,49-40,,
2:48.0,,,49-40,,Defensive rebound by D. Howard
2:42.0,,,49-42,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
2:27.0,B. Adebayo makes 2-pt shot from 2 ft (assist by G. Dragic),2,51-42,,
2:17.0,,,51-42,,Turnover by M. Williams (bad pass)
2:17.0,,,51-42,,Loose ball foul by M. Kidd-Gilchrist (drawn by J. Richardson)
2:09.0,Offensive foul by B. Adebayo (drawn by M. Carter-Williams),,51-42,,
2:09.0,Turnover by B. Adebayo (offensive foul),,51-42,,
2:09.0,J. Johnson enters the game for B. Adebayo,,51-42,,
1:53.0,,,51-42,,Shooting foul by J. Richardson (drawn by D. Howard)
1:53.0,,,51-43,1,D. Howard makes free throw 1 of 2
1:53.0,,,51-43,,D. Howard misses free throw 2 of 2
1:49.0,Defensive rebound by J. Mickey,,51-43,,
1:37.0,J. Richardson makes 2-pt shot at rim (assist by G. Dragic),2,53-43,,
1:20.0,,,53-45,2,M. Kidd-Gilchrist makes 2-pt shot from 19 ft (assist by N. Batum)
1:00.0,Turnover by G. Dragic (lost ball; steal by D. Howard),,53-45,,
0:55.0,,,53-45,,Turnover by M. Kidd-Gilchrist (lost ball; steal by G. Dragic)
0:49.0,Turnover by J. Richardson (lost ball; steal by N. Batum),,53-45,,
0:39.0,,,53-45,,Turnover by M. Carter-Williams (bad pass; steal by J. Richardson)
0:22.0,J. Mickey misses 3-pt shot from 26 ft,,53-45,,
0:18.0,,,53-45,,Defensive rebound by D. Howard
0:03.0,,,53-45,,Shooting foul by J. Johnson (drawn by M. Carter-Williams)
0:03.0,,,53-46,1,M. Carter-Williams makes free throw 1 of 2
0:03.0,,,53-47,1,M. Carter-Williams makes free throw 2 of 2
0:00.0,D. Waiters misses 3-pt shot from 39 ft,,53-47,,
0:00.0,Offensive rebound by Team,,53-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,53-47,,Violation by M. Williams (kicked ball)
11:33.0,Turnover by Team (shot clock),,53-47,,
11:13.0,,,53-47,,M. Kidd-Gilchrist misses 2-pt shot from 19 ft
11:08.0,Defensive rebound by J. Johnson,,53-47,,
10:50.0,G. Dragic makes 2-pt shot from 17 ft,2,55-47,,
10:26.0,,,55-49,2,M. Kidd-Gilchrist makes 2-pt shot from 8 ft
10:13.0,K. Olynyk misses 3-pt shot from 25 ft,,55-49,,
10:10.0,,,55-49,,Defensive rebound by M. Kidd-Gilchrist
10:06.0,,,55-51,2,K. Walker makes 2-pt shot at rim
9:47.0,K. Olynyk makes 2-pt shot from 4 ft (assist by D. Waiters),2,57-51,,
9:31.0,,,57-53,2,N. Batum makes 2-pt shot from 20 ft
9:11.0,G. Dragic misses 3-pt shot from 26 ft,,57-53,,
9:09.0,,,57-53,,Defensive rebound by N. Batum
9:07.0,,,57-53,,Turnover by M. Williams (bad pass)
8:54.0,K. Olynyk misses 2-pt shot from 21 ft,,57-53,,
8:51.0,Offensive rebound by K. Olynyk,,57-53,,
8:49.0,K. Olynyk misses 2-pt shot from 2 ft (block by M. Williams),,57-53,,
8:49.0,,,57-53,,Defensive rebound by N. Batum
8:41.0,,,57-53,,Turnover by M. Williams (bad pass; steal by J. Johnson)
8:38.0,J. Johnson makes 2-pt shot from 1 ft (assist by G. Dragic),2,59-53,,
8:38.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Johnson),,59-53,,
8:38.0,J. Johnson makes free throw 1 of 1,1,60-53,,
8:31.0,,,60-53,,M. Williams misses 3-pt shot from 25 ft (block by J. Johnson)
8:22.0,Defensive rebound by D. Waiters,,60-53,,
8:18.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Olynyk),,60-53,,
8:18.0,K. Olynyk misses free throw 1 of 2,,60-53,,
8:18.0,Offensive rebound by Team,,60-53,,
8:18.0,K. Olynyk makes free throw 2 of 2,1,61-53,,
8:05.0,,,61-53,,M. Williams misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by K. Olynyk,,61-53,,
7:53.0,Turnover by D. Waiters (bad pass; steal by K. Walker),,61-53,,
7:53.0,Personal foul by J. Johnson (drawn by M. Kidd-Gilchrist),,61-53,,
7:38.0,,,61-53,,K. Walker misses 3-pt shot from 26 ft
7:33.0,,,61-53,,Offensive rebound by D. Howard
7:33.0,,,61-55,2,D. Howard makes 2-pt shot at rim
7:24.0,G. Dragic misses 3-pt shot from 26 ft,,61-55,,
7:19.0,,,61-55,,Defensive rebound by D. Howard
7:10.0,,,61-57,2,M. Kidd-Gilchrist makes 2-pt shot from 5 ft (assist by N. Batum)
6:46.0,D. Waiters misses 3-pt shot from 26 ft,,61-57,,
6:41.0,Offensive rebound by J. Richardson,,61-57,,
6:34.0,D. Waiters misses 2-pt shot from 2 ft,,61-57,,
6:32.0,,,61-57,,Defensive rebound by D. Howard
6:25.0,,,61-59,2,M. Kidd-Gilchrist makes 2-pt shot from 2 ft (assist by M. Williams)
6:25.0,Miami full timeout,,61-59,,
6:25.0,,,61-59,,M. Monk enters the game for N. Batum
6:01.0,G. Dragic misses 2-pt shot from 3 ft,,61-59,,
5:59.0,,,61-59,,Defensive rebound by D. Howard
5:55.0,,,61-59,,Turnover by M. Kidd-Gilchrist (bad pass)
5:42.0,J. Richardson misses 2-pt shot from 17 ft,,61-59,,
5:39.0,,,61-59,,Defensive rebound by M. Williams
5:30.0,,,61-59,,Turnover by M. Kidd-Gilchrist (bad pass; steal by J. Johnson)
5:26.0,Defensive rebound by Team,,61-59,,
5:26.0,J. Richardson makes free throw 1 of 2,1,62-59,,
5:26.0,T. Johnson enters the game for G. Dragic,,62-59,,
5:26.0,J. Richardson makes free throw 2 of 2,1,63-59,,
5:25.0,J. Richardson misses 2-pt shot from 2 ft,,63-59,,
5:02.0,,,63-59,,Turnover by M. Kidd-Gilchrist (lost ball; steal by D. Waiters)
5:00.0,Offensive charge foul by D. Waiters (drawn by K. Walker),,63-59,,
5:00.0,Turnover by D. Waiters (offensive foul),,63-59,,
5:00.0,W. Ellington enters the game for J. Richardson,,63-59,,
4:50.0,,,63-59,,K. Walker misses 2-pt shot from 3 ft
4:49.0,,,63-59,,Offensive rebound by K. Walker
4:47.0,,,63-59,,K. Walker misses 2-pt shot from 3 ft
4:46.0,Defensive rebound by J. Johnson,,63-59,,
4:38.0,K. Olynyk makes 3-pt shot from 25 ft (assist by D. Waiters),3,66-59,,
4:24.0,,,66-62,3,M. Monk makes 3-pt shot from 22 ft (assist by M. Kidd-Gilchrist)
4:08.0,T. Johnson makes 3-pt shot from 25 ft (assist by D. Waiters),3,69-62,,
3:53.0,,,69-62,,M. Monk misses 3-pt shot from 22 ft
3:50.0,Defensive rebound by D. Waiters,,69-62,,
3:46.0,T. Johnson makes 3-pt shot from 28 ft (assist by D. Waiters),3,72-62,,
3:30.0,,,72-62,,Turnover by M. Kidd-Gilchrist (bad pass; steal by K. Olynyk)
3:17.0,D. Waiters makes 2-pt shot from 1 ft,2,74-62,,
3:17.0,,,74-62,,Charlotte full timeout
3:17.0,,,74-62,,F. Kaminsky enters the game for M. Williams
3:02.0,,,74-62,,Shooting foul by J. Johnson (drawn by D. Howard)
3:02.0,,,74-63,1,D. Howard makes free throw 1 of 2
3:02.0,,,74-63,,J. Lamb enters the game for M. Kidd-Gilchrist
3:02.0,,,74-64,1,D. Howard makes free throw 2 of 2
2:38.0,J. Johnson misses 2-pt shot from 18 ft,,74-64,,
2:34.0,,,74-64,,Defensive rebound by D. Howard
2:25.0,,,74-67,3,J. Lamb makes 3-pt shot from 24 ft (assist by F. Kaminsky)
2:04.0,,,74-67,,Personal foul by M. Monk (drawn by K. Olynyk)
2:04.0,,,74-67,,N. Batum enters the game for M. Monk
2:04.0,,,74-67,,T. Graham enters the game for D. Howard
2:04.0,B. Adebayo enters the game for J. Johnson,,74-67,,
2:04.0,,,74-67,,Violation by N. Batum (kicked ball)
1:55.0,T. Johnson makes 2-pt shot from 21 ft (assist by D. Waiters),2,76-67,,
1:35.0,,,76-67,,F. Kaminsky misses 3-pt shot from 26 ft
1:33.0,Defensive rebound by D. Waiters,,76-67,,
1:24.0,D. Waiters misses 2-pt shot from 1 ft,,76-67,,
1:20.0,Offensive rebound by B. Adebayo,,76-67,,
1:20.0,B. Adebayo makes 2-pt shot at rim,2,78-67,,
1:05.0,,,78-69,2,J. Lamb makes 2-pt shot from 3 ft
0:51.0,,,78-69,,Personal foul by T. Graham (drawn by K. Olynyk)
0:51.0,K. Olynyk misses free throw 1 of 2,,78-69,,
0:51.0,Offensive rebound by Team,,78-69,,
0:51.0,K. Olynyk makes free throw 2 of 2,1,79-69,,
0:41.0,,,79-69,,N. Batum misses 2-pt shot from 19 ft
0:37.0,Defensive rebound by K. Olynyk,,79-69,,
0:17.0,W. Ellington misses 3-pt shot from 25 ft,,79-69,,
0:14.0,,,79-69,,Defensive rebound by T. Graham
0:01.0,,,79-71,2,K. Walker makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,79-73,2,T. Graham makes 2-pt shot from 1 ft (assist by F. Kaminsky)
11:27.0,T. Johnson makes 3-pt shot from 26 ft (assist by W. Ellington),3,82-73,,
11:11.0,,,82-75,2,J. Lamb makes 2-pt shot at rim (assist by N. Batum)
10:48.0,K. Olynyk makes 2-pt shot from 7 ft,2,84-75,,
10:36.0,,,84-75,,N. Batum misses 2-pt shot from 22 ft
10:33.0,Defensive rebound by B. Adebayo,,84-75,,
10:22.0,J. Richardson makes 2-pt shot from 1 ft,2,86-75,,
10:08.0,,,86-75,,F. Kaminsky misses 2-pt shot from 7 ft
10:06.0,,,86-75,,Offensive rebound by N. Batum
10:02.0,,,86-75,,F. Kaminsky misses 3-pt shot from 25 ft
10:00.0,Defensive rebound by B. Adebayo,,86-75,,
9:45.0,W. Ellington misses 3-pt shot from 25 ft,,86-75,,
9:42.0,,,86-75,,Defensive rebound by F. Kaminsky
9:28.0,,,86-75,,J. Lamb misses 2-pt shot from 7 ft
9:26.0,Defensive rebound by J. Richardson,,86-75,,
9:23.0,W. Ellington makes 3-pt shot from 25 ft (assist by J. Richardson),3,89-75,,
9:04.0,,,89-75,,F. Kaminsky misses 3-pt shot from 26 ft
9:00.0,Defensive rebound by B. Adebayo,,89-75,,
8:46.0,K. Olynyk makes 2-pt shot from 16 ft (assist by T. Johnson),2,91-75,,
8:44.0,,,91-75,,Charlotte full timeout
8:23.0,,,91-75,,J. Lamb misses 3-pt shot from 25 ft
8:19.0,Defensive rebound by B. Adebayo,,91-75,,
8:03.0,K. Olynyk misses 3-pt shot from 25 ft,,91-75,,
7:59.0,,,91-75,,Defensive rebound by F. Kaminsky
7:47.0,,,91-75,,Shooting foul by K. Olynyk (drawn by F. Kaminsky)
7:47.0,,,91-76,1,F. Kaminsky makes free throw 1 of 2
7:47.0,,,91-76,,D. Howard enters the game for T. Graham
7:47.0,,,91-76,,K. Walker enters the game for M. Carter-Williams
7:47.0,,,91-77,1,F. Kaminsky makes free throw 2 of 2
7:30.0,W. Ellington makes 3-pt shot from 26 ft (assist by B. Adebayo),3,94-77,,
7:18.0,,,94-80,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
6:55.0,Turnover by J. Richardson (bad pass; steal by K. Walker),,94-80,,
6:46.0,,,94-80,,K. Walker misses 2-pt shot from 1 ft
6:44.0,Defensive rebound by K. Olynyk,,94-80,,
6:40.0,W. Ellington misses 3-pt shot from 27 ft,,94-80,,
6:36.0,,,94-80,,Defensive rebound by D. Howard
6:33.0,,,94-80,,Shooting foul by T. Johnson (drawn by K. Walker)
6:33.0,,,94-81,1,K. Walker makes free throw 1 of 2
6:33.0,,,94-82,1,K. Walker makes free throw 2 of 2
6:30.0,Miami full timeout,,94-82,,
6:30.0,,,94-82,,M. Williams enters the game for J. Lamb
6:30.0,,,94-82,,M. Kidd-Gilchrist enters the game for F. Kaminsky
6:30.0,J. Johnson enters the game for J. Richardson,,94-82,,
6:30.0,G. Dragic enters the game for W. Ellington,,94-82,,
6:30.0,D. Waiters enters the game for K. Olynyk,,94-82,,
6:15.0,Turnover by T. Johnson (step out of bounds),,94-82,,
6:03.0,,,94-85,3,K. Walker makes 3-pt shot from 26 ft (assist by N. Batum)
5:38.0,B. Adebayo makes 2-pt shot from 16 ft (assist by G. Dragic),2,96-85,,
5:25.0,,,96-85,,K. Walker misses 3-pt shot from 25 ft
5:22.0,Defensive rebound by J. Johnson,,96-85,,
5:13.0,B. Adebayo makes 2-pt shot from 2 ft (assist by J. Johnson),2,98-85,,
5:00.0,,,98-85,,M. Williams misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by T. Johnson,,98-85,,
4:48.0,D. Waiters misses 3-pt shot from 23 ft,,98-85,,
4:43.0,,,98-85,,Defensive rebound by K. Walker
4:26.0,,,98-88,3,M. Williams makes 3-pt shot from 24 ft (assist by N. Batum)
4:01.0,Offensive foul by B. Adebayo (drawn by M. Kidd-Gilchrist),,98-88,,
4:01.0,Turnover by B. Adebayo (offensive foul),,98-88,,
4:01.0,J. Richardson enters the game for T. Johnson,,98-88,,
3:53.0,,,98-90,2,K. Walker makes 2-pt shot from 17 ft
3:29.0,J. Johnson makes 2-pt shot from 2 ft,2,100-90,,
3:19.0,,,100-93,3,K. Walker makes 3-pt shot from 26 ft (assist by N. Batum)
3:16.0,Miami full timeout,,100-93,,
2:54.0,G. Dragic misses 3-pt shot from 25 ft,,100-93,,
2:50.0,,,100-93,,Defensive rebound by M. Kidd-Gilchrist
