time,Brooklyn,pts.away,score,pts.home,Miami
5:47.0,J. Allen enters the game for A. Crabbe,,8-16,,
5:40.0,D. Carroll misses 3-pt shot from 28 ft,,8-16,,
5:37.0,,,8-16,,Defensive rebound by K. Olynyk
5:27.0,,,8-18,2,G. Dragic makes 2-pt shot from 2 ft
5:14.0,D. Carroll makes 2-pt shot from 3 ft (assist by S. Dinwiddie),2,10-18,,
4:59.0,,,10-18,,W. Ellington misses 3-pt shot from 28 ft
4:55.0,Defensive rebound by J. Harris,,10-18,,
4:48.0,J. Allen makes 2-pt shot from 2 ft (assist by S. Dinwiddie),2,12-18,,
4:33.0,Personal foul by S. Dinwiddie (drawn by G. Dragic),,12-18,,
4:33.0,,,12-18,,B. Adebayo enters the game for H. Whiteside
4:33.0,Q. Acy enters the game for S. Dinwiddie,,12-18,,
4:33.0,C. LeVert enters the game for R. Hollis-Jefferson,,12-18,,
4:23.0,,,12-18,,K. Olynyk misses 3-pt shot from 27 ft
4:20.0,Defensive rebound by C. LeVert,,12-18,,
4:16.0,Q. Acy makes 3-pt shot from 26 ft (assist by C. LeVert),3,15-18,,
4:16.0,,,15-18,,Miami full timeout
4:16.0,N. Stauskas enters the game for D. Carroll,,15-18,,
4:04.0,,,15-18,,G. Dragic misses 2-pt shot from 15 ft
4:00.0,Defensive rebound by J. Allen,,15-18,,
3:42.0,J. Harris misses 2-pt shot from 14 ft,,15-18,,
3:37.0,,,15-18,,Defensive rebound by K. Olynyk
3:29.0,,,15-18,,K. Olynyk misses 3-pt shot from 27 ft
3:27.0,Defensive rebound by Q. Acy,,15-18,,
3:16.0,J. Allen misses 3-pt shot from 22 ft,,15-18,,
3:13.0,,,15-18,,Defensive rebound by K. Olynyk
3:04.0,,,15-18,,W. Ellington misses 3-pt shot from 25 ft
3:00.0,Defensive rebound by N. Stauskas,,15-18,,
2:48.0,J. Harris makes 3-pt shot from 25 ft,3,18-18,,
2:37.0,,,18-18,,G. Dragic misses 2-pt shot from 3 ft
2:33.0,Defensive rebound by N. Stauskas,,18-18,,
2:18.0,C. LeVert makes 2-pt shot from 2 ft,2,20-18,,
2:03.0,,,20-18,,T. Johnson misses 3-pt shot from 27 ft
2:03.0,Defensive rebound by J. Allen,,20-18,,
1:56.0,Turnover by C. LeVert (bad pass; steal by K. Olynyk),,20-18,,
1:48.0,,,20-18,,G. Dragic misses 2-pt shot from 3 ft
1:45.0,Defensive rebound by N. Stauskas,,20-18,,
1:35.0,Shooting foul by T. Johnson (drawn by N. Stauskas),,20-18,,
1:35.0,N. Stauskas makes free throw 1 of 2,1,21-18,,
1:35.0,,,21-18,,J. Richardson enters the game for G. Dragic
1:35.0,,,21-18,,D. Walton enters the game for T. Johnson
1:35.0,,,21-18,,J. Mickey enters the game for K. Olynyk
1:35.0,N. Stauskas misses free throw 2 of 2,,21-18,,
1:31.0,,,21-18,,Defensive rebound by B. Adebayo
1:20.0,,,21-20,2,J. Richardson makes 2-pt shot from 18 ft
1:00.0,C. LeVert misses 3-pt shot from 22 ft,,21-20,,
0:57.0,,,21-20,,Defensive rebound by J. Mickey
0:34.0,,,21-20,,D. Walton misses 2-pt shot from 20 ft
0:30.0,Defensive rebound by Q. Acy,,21-20,,
0:24.0,J. Harris makes 3-pt shot from 24 ft (assist by N. Stauskas),3,24-20,,
0:00.0,,,24-20,,J. Richardson misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by J. Harris,,24-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Shooting foul by J. Richardson (drawn by C. LeVert),,24-20,,
11:44.0,C. LeVert makes free throw 1 of 2,1,25-20,,
11:44.0,C. LeVert makes free throw 2 of 2,1,26-20,,
11:43.0,,,26-20,,Turnover by J. Mickey (bad pass)
11:35.0,A. Crabbe misses 3-pt shot from 26 ft,,26-20,,
11:34.0,Offensive rebound by Team,,26-20,,
11:34.0,,,26-20,,Loose ball foul by B. Adebayo (drawn by J. Allen)
11:24.0,J. Harris makes 3-pt shot from 26 ft (assist by C. LeVert),3,29-20,,
11:03.0,,,29-20,,Shooting foul by J. Harris (drawn by W. Ellington)
11:03.0,,,29-21,1,W. Ellington makes free throw 1 of 3
11:03.0,,,29-22,1,W. Ellington makes free throw 2 of 3
11:03.0,,,29-23,1,W. Ellington makes free throw 3 of 3
10:59.0,Turnover by C. LeVert (bad pass; steal by D. Walton),,29-23,,
10:55.0,,,29-23,,J. Mickey misses 2-pt shot from 4 ft
10:53.0,Defensive rebound by D. Carroll,,29-23,,
10:51.0,Shooting foul by J. Richardson (drawn by J. Harris),,29-23,,
10:51.0,J. Harris makes free throw 1 of 3,1,30-23,,
10:51.0,J. Harris misses free throw 2 of 3,,30-23,,
10:51.0,Offensive rebound by Team,,30-23,,
10:51.0,J. Harris makes free throw 3 of 3,1,31-23,,
10:35.0,,,31-23,,W. Ellington misses 3-pt shot from 26 ft
10:31.0,Defensive rebound by D. Carroll,,31-23,,
10:24.0,C. LeVert misses 2-pt shot from 6 ft,,31-23,,
10:21.0,Offensive rebound by C. LeVert,,31-23,,
10:18.0,C. LeVert makes 2-pt shot from 4 ft,2,33-23,,
10:11.0,,,33-23,,Turnover by J. Richardson (step out of bounds)
9:53.0,J. Allen makes 2-pt shot from 2 ft (assist by C. LeVert),2,35-23,,
9:52.0,,,35-23,,Miami full timeout
9:52.0,,,35-23,,H. Whiteside enters the game for B. Adebayo
9:52.0,,,35-23,,K. Olynyk enters the game for J. Mickey
9:30.0,,,35-26,3,D. Walton makes 3-pt shot from 22 ft (assist by K. Olynyk)
9:20.0,D. Carroll misses 3-pt shot from 26 ft,,35-26,,
9:14.0,,,35-26,,Defensive rebound by H. Whiteside
9:06.0,,,35-26,,Shooting foul by A. Crabbe (drawn by J. Richardson)
9:06.0,,,35-27,1,J. Richardson makes free throw 1 of 2
9:06.0,,,35-28,1,J. Richardson makes free throw 2 of 2
8:46.0,C. LeVert makes 2-pt shot from 2 ft,2,37-28,,
8:30.0,,,37-30,2,J. Richardson makes 2-pt shot from 21 ft (assist by K. Olynyk)
8:10.0,D. Carroll misses 2-pt shot from 3 ft,,37-30,,
8:02.0,,,37-30,,Defensive rebound by K. Olynyk
7:57.0,,,37-30,,J. Richardson misses 2-pt shot from 17 ft
7:55.0,Defensive rebound by D. Carroll,,37-30,,
7:49.0,D. Carroll misses 2-pt shot from 7 ft (block by H. Whiteside),,37-30,,
7:46.0,,,37-30,,Defensive rebound by D. Walton
7:43.0,,,37-30,,K. Olynyk misses 3-pt shot from 26 ft
7:39.0,Defensive rebound by C. LeVert,,37-30,,
7:24.0,C. LeVert misses 2-pt shot from 3 ft,,37-30,,
7:20.0,Offensive rebound by J. Allen,,37-30,,
7:20.0,J. Allen misses 2-pt shot at rim,,37-30,,
7:19.0,Offensive rebound by J. Allen,,37-30,,
7:18.0,Turnover by J. Allen (lost ball; steal by D. Walton),,37-30,,
7:09.0,,,37-30,,Turnover by K. Olynyk (bad pass; steal by C. LeVert)
7:05.0,Turnover by D. Carroll (out of bounds lost ball),,37-30,,
7:05.0,S. Dinwiddie enters the game for J. Harris,,37-30,,
7:05.0,R. Hollis-Jefferson enters the game for C. LeVert,,37-30,,
7:05.0,Q. Acy enters the game for J. Allen,,37-30,,
6:48.0,,,37-30,,H. Whiteside misses 2-pt shot from 5 ft (block by S. Dinwiddie)
6:47.0,,,37-30,,Offensive rebound by H. Whiteside
6:47.0,,,37-30,,Shooting foul by Q. Acy (drawn by H. Whiteside)
6:47.0,,,37-31,1,H. Whiteside makes free throw 1 of 2
6:47.0,,,37-31,,T. Johnson enters the game for J. Richardson
6:47.0,,,37-32,1,H. Whiteside makes free throw 2 of 2
6:37.0,A. Crabbe misses 3-pt shot from 25 ft,,37-32,,
6:34.0,,,37-32,,Defensive rebound by H. Whiteside
6:28.0,Personal foul by A. Crabbe (drawn by K. Olynyk),,37-32,,
6:23.0,,,37-32,,Turnover by K. Olynyk (bad pass; steal by S. Dinwiddie)
6:23.0,,,37-32,,Personal foul by K. Olynyk (drawn by S. Dinwiddie)
6:05.0,Shooting foul by K. Olynyk (drawn by R. Hollis-Jefferson),,37-32,,
6:05.0,R. Hollis-Jefferson makes free throw 1 of 2,1,46-33,,
6:05.0,R. Hollis-Jefferson makes free throw 2 of 2,1,47-33,,
5:54.0,,,47-33,,D. Walton misses 3-pt shot from 28 ft
5:50.0,Defensive rebound by Q. Acy,,47-33,,
5:37.0,Q. Acy makes 3-pt shot from 23 ft (assist by D. Carroll),3,40-32,,
5:13.0,,,40-32,,T. Johnson misses 2-pt shot from 14 ft
5:10.0,,,40-32,,Offensive rebound by H. Whiteside
5:07.0,,,40-32,,H. Whiteside misses 2-pt shot from 6 ft
5:06.0,Defensive rebound by R. Hollis-Jefferson,,40-32,,
4:57.0,S. Dinwiddie misses 3-pt shot from 25 ft,,40-32,,
4:54.0,,,40-32,,Defensive rebound by T. Johnson
4:37.0,,,40-32,,Offensive charge foul by H. Whiteside (drawn by Q. Acy)
4:37.0,,,40-32,,Turnover by H. Whiteside (offensive foul)
4:37.0,,,40-32,,G. Dragic enters the game for D. Walton
4:37.0,C. LeVert enters the game for S. Dinwiddie,,40-32,,
4:28.0,D. Carroll makes 3-pt shot from 25 ft (assist by C. LeVert),3,43-32,,
4:09.0,Personal foul by R. Hollis-Jefferson (drawn by H. Whiteside),,43-32,,
4:09.0,,,43-33,1,H. Whiteside makes free throw 1 of 2
4:09.0,,,43-33,,J. Richardson enters the game for W. Ellington
4:09.0,S. Dinwiddie enters the game for A. Crabbe,,43-33,,
4:09.0,,,43-33,,H. Whiteside misses free throw 2 of 2
4:05.0,Defensive rebound by R. Hollis-Jefferson,,43-33,,
3:55.0,D. Carroll makes 2-pt shot from 3 ft (assist by C. LeVert),2,45-33,,
3:43.0,Personal foul by C. LeVert (drawn by G. Dragic),,45-33,,
3:43.0,,,47-34,1,G. Dragic makes free throw 1 of 2
3:43.0,,,47-34,,B. Adebayo enters the game for H. Whiteside
3:43.0,,,47-35,1,G. Dragic makes free throw 2 of 2
3:32.0,S. Dinwiddie misses 2-pt shot from 3 ft,,47-35,,
3:29.0,,,47-35,,Defensive rebound by K. Olynyk
3:11.0,J. Harris enters the game for D. Carroll,,47-35,,
3:06.0,,,47-35,,B. Adebayo misses 2-pt shot from 19 ft
3:03.0,Defensive rebound by C. LeVert,,47-35,,
2:59.0,R. Hollis-Jefferson makes 2-pt shot from 13 ft (assist by C. LeVert),2,49-35,,
2:35.0,,,49-35,,K. Olynyk misses 2-pt shot from 7 ft
2:33.0,,,49-35,,Offensive rebound by B. Adebayo
2:31.0,,,49-35,,Turnover by B. Adebayo (bad pass; steal by S. Dinwiddie)
2:27.0,C. LeVert makes 2-pt shot from 5 ft (assist by S. Dinwiddie),2,51-35,,
2:26.0,,,51-35,,Miami full timeout
2:12.0,,,51-35,,T. Johnson misses 2-pt shot from 19 ft
2:07.0,Defensive rebound by Q. Acy,,51-35,,
1:57.0,R. Hollis-Jefferson makes 2-pt shot from 3 ft (assist by Q. Acy),2,53-35,,
1:46.0,,,53-37,2,J. Richardson makes 2-pt shot from 19 ft (assist by G. Dragic)
1:28.0,R. Hollis-Jefferson makes 2-pt shot from 9 ft,2,55-37,,
1:07.0,,,55-37,,T. Johnson misses 2-pt shot from 12 ft
1:03.0,Defensive rebound by C. LeVert,,55-37,,
1:00.0,R. Hollis-Jefferson makes 2-pt shot from 3 ft (assist by S. Dinwiddie),2,57-37,,
0:51.0,Personal foul by C. LeVert (drawn by G. Dragic),,57-37,,
0:51.0,,,57-38,1,G. Dragic makes free throw 1 of 2
0:51.0,,,57-38,,D. Walton enters the game for J. Richardson
0:51.0,,,57-38,,W. Ellington enters the game for K. Olynyk
0:51.0,,,57-39,1,G. Dragic makes free throw 2 of 2
0:41.0,S. Dinwiddie misses 2-pt shot from 2 ft (block by D. Walton),,57-39,,
0:38.0,Jump ball: B. Adebayo vs. R. Hollis-Jefferson (G. Dragic gains possession),,,,Jump ball: B. Adebayo vs. R. Hollis-Jefferson (G. Dragic gains possession)
0:38.0,,,57-39,,Offensive rebound by Team
0:32.0,,,57-39,,G. Dragic misses 2-pt shot from 16 ft
0:30.0,,,57-39,,Offensive rebound by T. Johnson
0:15.0,,,57-39,,W. Ellington misses 2-pt shot from 21 ft
0:15.0,Defensive rebound by Team,,57-39,,
0:01.0,R. Hollis-Jefferson makes 2-pt shot from 6 ft (assist by C. LeVert),2,59-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,59-39,,Personal foul by K. Olynyk (drawn by R. Hollis-Jefferson)
11:42.0,A. Crabbe makes 3-pt shot from 28 ft (assist by S. Dinwiddie),3,62-39,,
11:19.0,,,62-39,,Shooting foul by D. Carroll (drawn by H. Whiteside)
11:19.0,,,62-40,1,H. Whiteside makes free throw 1 of 2
11:19.0,,,62-41,1,H. Whiteside makes free throw 2 of 2
11:03.0,Shooting foul by H. Whiteside (drawn by T. Zeller),,62-41,,
11:03.0,T. Zeller makes free throw 1 of 2,1,63-41,,
11:03.0,T. Zeller makes free throw 2 of 2,1,64-41,,
10:51.0,,,64-41,,T. Johnson misses 2-pt shot from 8 ft (block by T. Zeller)
10:46.0,Defensive rebound by T. Zeller,,64-41,,
10:35.0,D. Carroll misses 3-pt shot from 27 ft,,64-41,,
10:35.0,,,64-41,,Defensive rebound by T. Johnson
10:31.0,,,64-41,,G. Dragic misses 3-pt shot from 22 ft
10:31.0,Defensive rebound by R. Hollis-Jefferson,,64-41,,
10:25.0,S. Dinwiddie makes 2-pt shot from 20 ft,2,66-41,,
10:01.0,,,66-41,,Turnover by G. Dragic (lost ball; steal by R. Hollis-Jefferson)
9:59.0,Shooting foul by J. Richardson (drawn by D. Carroll),,66-41,,
9:59.0,D. Carroll makes free throw 1 of 2,1,67-41,,
9:59.0,D. Carroll makes free throw 2 of 2,1,68-41,,
9:45.0,,,68-43,2,H. Whiteside makes 2-pt shot from 6 ft (assist by J. Richardson)
9:28.0,Turnover by S. Dinwiddie (bad pass; steal by G. Dragic),,68-43,,
9:20.0,,,68-45,2,H. Whiteside makes 2-pt shot from 3 ft (assist by G. Dragic)
9:20.0,,,68-45,,Shooting foul by T. Zeller (drawn by H. Whiteside)
9:20.0,,,68-45,,H. Whiteside misses free throw 1 of 1
9:16.0,Defensive rebound by R. Hollis-Jefferson,,68-45,,
9:09.0,S. Dinwiddie misses 3-pt shot from 25 ft,,68-45,,
9:04.0,,,68-45,,Defensive rebound by J. Richardson
9:01.0,,,68-47,2,J. Richardson makes 2-pt shot from 3 ft
8:53.0,T. Zeller makes 2-pt shot from 3 ft (assist by S. Dinwiddie),2,70-47,,
8:41.0,,,70-47,,T. Johnson misses 2-pt shot from 6 ft
8:37.0,Defensive rebound by A. Crabbe,,70-47,,
8:34.0,R. Hollis-Jefferson makes 2-pt shot from 4 ft (assist by A. Crabbe),2,72-47,,
8:15.0,,,72-47,,K. Olynyk misses 3-pt shot from 26 ft
8:11.0,Defensive rebound by S. Dinwiddie,,72-47,,
8:01.0,R. Hollis-Jefferson makes 2-pt shot from 16 ft,2,74-47,,
8:01.0,,,74-47,,Miami full timeout
8:01.0,,,74-47,,W. Ellington enters the game for K. Olynyk
7:49.0,,,74-47,,H. Whiteside misses 2-pt shot from 8 ft
7:44.0,Defensive rebound by R. Hollis-Jefferson,,74-47,,
7:38.0,A. Crabbe misses 2-pt shot from 18 ft,,74-47,,
7:35.0,,,74-47,,Defensive rebound by H. Whiteside
7:26.0,,,74-47,,G. Dragic misses 2-pt shot from 4 ft
7:23.0,,,74-47,,Offensive rebound by G. Dragic
7:19.0,,,74-47,,T. Johnson misses 3-pt shot from 23 ft
7:16.0,,,74-47,,Offensive rebound by G. Dragic
7:13.0,Personal foul by R. Hollis-Jefferson (drawn by J. Richardson),,74-47,,
7:05.0,,,74-47,,Shooting foul by S. Dinwiddie (drawn by G. Dragic)
7:05.0,,,74-47,,G. Dragic misses free throw 1 of 2
7:05.0,,,74-47,,Offensive rebound by Team
7:05.0,,,74-48,1,G. Dragic makes free throw 2 of 2
6:45.0,S. Dinwiddie makes 2-pt shot from 20 ft,2,76-48,,
6:29.0,,,76-48,,H. Whiteside misses 2-pt shot from 20 ft
6:26.0,Defensive rebound by R. Hollis-Jefferson,,76-48,,
6:18.0,S. Dinwiddie makes 3-pt shot from 26 ft (assist by D. Carroll),3,79-48,,
5:59.0,,,79-48,,H. Whiteside misses 2-pt shot from 6 ft
5:55.0,Defensive rebound by R. Hollis-Jefferson,,79-48,,
5:48.0,Turnover by R. Hollis-Jefferson (bad pass; steal by J. Richardson),,79-48,,
5:42.0,,,79-48,,J. Richardson misses 2-pt shot from 10 ft
5:38.0,,,79-48,,Offensive rebound by J. Richardson
5:25.0,,,79-48,,T. Johnson misses 2-pt shot from 5 ft
5:22.0,,,79-48,,Offensive rebound by T. Johnson
5:22.0,,,79-48,,T. Johnson misses 2-pt shot from 2 ft
5:22.0,,,79-48,,Offensive rebound by T. Johnson
5:22.0,,,79-50,2,T. Johnson makes 2-pt shot from 2 ft
5:22.0,Brooklyn full timeout,,79-50,,
5:22.0,,,79-50,,B. Adebayo enters the game for H. Whiteside
5:22.0,J. Harris enters the game for S. Dinwiddie,,79-50,,
5:22.0,C. LeVert enters the game for A. Crabbe,,79-50,,
5:22.0,J. Allen enters the game for T. Zeller,,79-50,,
5:08.0,Shooting foul by T. Johnson (drawn by C. LeVert),,79-50,,
5:08.0,C. LeVert makes free throw 1 of 2,1,80-50,,
5:08.0,C. LeVert makes free throw 2 of 2,1,81-50,,
4:47.0,,,81-50,,G. Dragic misses 3-pt shot from 26 ft
4:41.0,Defensive rebound by J. Harris,,81-50,,
4:40.0,J. Harris makes 2-pt shot from 3 ft,2,83-50,,
4:22.0,,,83-52,2,B. Adebayo makes 2-pt shot from 3 ft (assist by T. Johnson)
4:07.0,R. Hollis-Jefferson makes 2-pt shot from 12 ft,2,85-52,,
3:51.0,,,85-52,,W. Ellington misses 3-pt shot from 24 ft
3:48.0,Defensive rebound by R. Hollis-Jefferson,,85-52,,
3:41.0,,,85-52,,Personal foul by G. Dragic (drawn by D. Carroll)
3:41.0,D. Carroll misses free throw 1 of 2,,85-52,,
3:41.0,Offensive rebound by Team,,85-52,,
3:41.0,,,85-52,,D. Walton enters the game for J. Richardson
3:41.0,,,85-52,,J. Mickey enters the game for G. Dragic
3:41.0,Q. Acy enters the game for R. Hollis-Jefferson,,85-52,,
3:41.0,D. Carroll makes free throw 2 of 2,1,86-52,,
3:28.0,,,86-52,,B. Adebayo misses 2-pt shot from 5 ft (block by J. Allen)
3:20.0,Defensive rebound by D. Carroll,,86-52,,
3:18.0,D. Carroll misses 3-pt shot from 27 ft,,86-52,,
3:15.0,,,86-52,,Defensive rebound by J. Mickey
3:12.0,,,86-52,,W. Ellington misses 2-pt shot from 4 ft
3:06.0,Defensive rebound by J. Harris,,86-52,,
3:06.0,Offensive charge foul by D. Carroll (drawn by T. Johnson),,86-52,,
3:06.0,Turnover by D. Carroll (offensive foul),,86-52,,
3:06.0,N. Stauskas enters the game for D. Carroll,,86-52,,
2:43.0,,,86-55,3,T. Johnson makes 3-pt shot from 25 ft (assist by D. Walton)
2:28.0,C. LeVert misses 2-pt shot from 7 ft,,86-55,,
2:20.0,Offensive rebound by J. Allen,,86-55,,
2:20.0,J. Allen makes 2-pt shot at rim,2,88-55,,
2:11.0,,,88-55,,T. Johnson misses 2-pt shot from 10 ft
2:08.0,Defensive rebound by J. Allen,,88-55,,
1:57.0,J. Allen makes 2-pt shot from 4 ft (assist by C. LeVert),2,90-55,,
1:37.0,,,90-55,,W. Ellington misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by J. Allen,,90-55,,
1:27.0,J. Allen makes 2-pt shot from 2 ft (assist by C. LeVert),2,92-55,,
1:12.0,,,92-55,,Turnover by B. Adebayo (lost ball; steal by Q. Acy)
1:11.0,,,92-55,,Technical foul by Team
1:11.0,J. Harris makes technical free throw,1,93-55,,
1:01.0,Turnover by N. Stauskas (bad pass),,93-55,,
0:43.0,,,93-57,2,J. Mickey makes 2-pt shot from 5 ft
0:36.0,C. LeVert misses 2-pt shot from 3 ft,,93-57,,
0:35.0,Offensive rebound by J. Allen,,93-57,,
0:35.0,J. Allen misses 2-pt shot at rim,,93-57,,
0:34.0,,,93-57,,Defensive rebound by W. Ellington
0:29.0,,,93-59,2,W. Ellington makes 2-pt shot from 3 ft
0:27.0,,,93-59,,Personal foul by B. Adebayo (drawn by J. Allen)
0:27.0,J. Allen makes free throw 1 of 2,1,94-59,,
0:27.0,J. Allen makes free throw 2 of 2,1,95-59,,
0:08.0,,,95-59,,Shooting foul by J. Allen (drawn by B. Adebayo)
0:08.0,,,95-60,1,B. Adebayo makes free throw 1 of 2
0:08.0,,,95-60,,B. Adebayo misses free throw 2 of 2
0:04.0,Defensive rebound by Q. Acy,,95-60,,
0:01.0,Turnover by N. Stauskas (bad pass),,95-60,,
0:01.0,,,95-60,,D. Walton misses 3-pt shot from 52 ft
0:00.0,,,95-60,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,Personal foul by A. Crabbe (drawn by T. Johnson),,95-60,,
11:40.0,,,95-62,2,T. Johnson makes 2-pt shot from 3 ft
11:22.0,J. Harris misses 2-pt shot from 4 ft,,95-62,,
11:19.0,Offensive rebound by J. Allen,,95-62,,
11:18.0,J. Allen misses 2-pt shot from 7 ft,,95-62,,
11:15.0,,,95-62,,Defensive rebound by J. Mickey
11:06.0,,,95-64,2,T. Johnson makes 2-pt shot from 10 ft
10:49.0,J. Harris makes 3-pt shot from 25 ft (assist by C. LeVert),3,98-64,,
10:31.0,,,98-66,2,W. Ellington makes 2-pt shot from 3 ft
10:17.0,C. LeVert misses 2-pt shot from 8 ft,,98-66,,
10:13.0,,,98-66,,Defensive rebound by J. Mickey
10:02.0,,,98-66,,Shooting foul by Q. Acy (drawn by J. Mickey)
10:02.0,Brooklyn full timeout,,98-66,,
10:02.0,,,98-66,,J. Mickey misses free throw 1 of 2
10:02.0,,,98-66,,Offensive rebound by Team
10:02.0,,,98-67,1,J. Mickey makes free throw 2 of 2
9:46.0,A. Crabbe misses 3-pt shot from 26 ft,,98-67,,
9:42.0,,,98-67,,Defensive rebound by J. Mickey
9:25.0,,,98-67,,D. Walton misses 2-pt shot from 17 ft
9:22.0,Defensive rebound by J. Harris,,98-67,,
9:13.0,J. Allen misses 2-pt shot from 5 ft,,98-67,,
9:09.0,,,98-67,,Defensive rebound by W. Ellington
9:05.0,,,98-67,,Shooting foul by A. Crabbe (drawn by T. Johnson)
9:05.0,,,98-68,1,T. Johnson makes free throw 1 of 2
9:05.0,,,98-69,1,T. Johnson makes free throw 2 of 2
8:46.0,J. Harris makes 2-pt shot from 3 ft (assist by C. LeVert),2,100-69,,
8:28.0,,,100-69,,J. Mickey misses 3-pt shot from 25 ft
8:26.0,Defensive rebound by Q. Acy,,100-69,,
8:26.0,,,100-69,,Personal foul by D. Walton (drawn by Q. Acy)
8:26.0,,,100-69,,J. Richardson enters the game for T. Johnson
8:26.0,S. Dinwiddie enters the game for J. Harris,,100-69,,
8:26.0,T. Zeller enters the game for C. LeVert,,100-69,,
8:26.0,N. Stauskas enters the game for J. Allen,,100-69,,
8:10.0,N. Stauskas makes 3-pt shot from 26 ft (assist by T. Zeller),3,103-69,,
7:47.0,,,103-69,,J. Richardson misses 2-pt shot from 12 ft
7:42.0,Defensive rebound by A. Crabbe,,103-69,,
7:37.0,Q. Acy misses 2-pt shot from 6 ft,,103-69,,
7:34.0,,,103-69,,Defensive rebound by B. Adebayo
7:22.0,,,103-69,,W. Ellington misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by Q. Acy,,103-69,,
7:09.0,A. Crabbe misses 3-pt shot from 27 ft,,103-69,,
7:05.0,Offensive rebound by S. Dinwiddie,,103-69,,
