time,Atlanta,pts.away,score,pts.home,Indiana
4:57.0,,,14-16,,B. Bogdanovic misses 2-pt shot from 20 ft
4:55.0,,,14-16,,Offensive rebound by B. Bogdanovic
4:46.0,,,14-19,3,T. Young makes 3-pt shot from 22 ft (assist by V. Oladipo)
4:22.0,T. Waller-Prince misses 3-pt shot from 31 ft,,14-19,,
4:20.0,,,14-19,,Defensive rebound by J. Young
4:12.0,,,14-19,,V. Oladipo misses 2-pt shot from 19 ft
4:09.0,Defensive rebound by T. Waller-Prince,,14-19,,
3:55.0,Turnover by D. Schroder (bad pass; steal by V. Oladipo),,14-19,,
3:51.0,,,14-21,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by V. Oladipo)
3:51.0,Atlanta full timeout,,14-21,,
3:51.0,,,14-21,,D. Sabonis enters the game for T. Young
3:51.0,,,14-21,,G. Robinson enters the game for B. Bogdanovic
3:51.0,I. Taylor enters the game for T. Waller-Prince,,14-21,,
3:51.0,D. Bembry enters the game for D. Schroder,,14-21,,
3:33.0,Turnover by T. Dorsey (bad pass; steal by V. Oladipo),,14-21,,
3:31.0,,,14-21,,Shooting foul by D. Bembry (drawn by V. Oladipo)
3:31.0,,,14-22,1,V. Oladipo makes free throw 1 of 2
3:31.0,,,14-23,1,V. Oladipo makes free throw 2 of 2
3:19.0,T. Dorsey makes 3-pt shot from 27 ft (assist by I. Taylor),3,17-23,,
3:01.0,,,17-23,,M. Turner misses 2-pt shot from 19 ft
2:57.0,Defensive rebound by M. Muscala,,17-23,,
2:52.0,Shooting foul by M. Turner (drawn by D. Bembry),,17-23,,
2:52.0,D. Bembry makes free throw 1 of 2,1,18-23,,
2:52.0,,,18-23,,L. Stephenson enters the game for V. Oladipo
2:52.0,D. Bembry misses free throw 2 of 2,,18-23,,
2:49.0,,,18-23,,Defensive rebound by M. Turner
2:38.0,,,18-23,,G. Robinson misses 2-pt shot from 19 ft
2:34.0,,,18-23,,Offensive rebound by Team
2:32.0,Jump ball: D. Sabonis vs. D. Bembry (L. Stephenson gains possession),,,,Jump ball: D. Sabonis vs. D. Bembry (L. Stephenson gains possession)
2:28.0,,,18-23,,L. Stephenson misses 3-pt shot from 29 ft
2:28.0,Defensive rebound by D. Bembry,,18-23,,
2:16.0,M. Muscala misses 2-pt shot from 8 ft,,18-23,,
2:14.0,,,18-23,,Defensive rebound by D. Sabonis
2:05.0,,,18-25,2,D. Sabonis makes 2-pt shot from 15 ft (assist by L. Stephenson)
1:49.0,Turnover by D. Bembry (bad pass; steal by J. Young),,18-25,,
1:46.0,,,18-25,,Turnover by J. Young (lost ball; steal by I. Taylor)
1:46.0,,,18-25,,Personal foul by G. Robinson (drawn by I. Taylor)
1:46.0,,,18-25,,B. Bogdanovic enters the game for M. Turner
1:29.0,M. Plumlee makes 2-pt shot from 1 ft (assist by I. Taylor),2,20-25,,
1:11.0,,,20-27,2,G. Robinson makes 2-pt shot from 20 ft (assist by J. Young)
0:53.0,T. Dorsey misses 3-pt shot from 25 ft,,20-27,,
0:51.0,,,20-27,,Defensive rebound by J. Young
0:42.0,,,20-27,,L. Stephenson misses 3-pt shot from 28 ft
0:39.0,Defensive rebound by T. Dorsey,,20-27,,
0:33.0,J. Collins enters the game for M. Plumlee,,20-27,,
0:29.0,I. Taylor makes 2-pt shot from 4 ft,2,22-27,,
0:09.0,,,22-27,,Turnover by B. Bogdanovic (lost ball; steal by T. Dorsey)
0:01.0,T. Dorsey misses 3-pt shot from 27 ft,,22-27,,
0:01.0,Offensive rebound by Team,,22-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,T. Waller-Prince makes 2-pt shot from 14 ft,2,24-27,,
11:28.0,,,24-29,2,L. Stephenson makes 2-pt shot from 19 ft
11:06.0,J. Collins makes 2-pt shot from 2 ft (assist by I. Taylor),2,26-29,,
10:59.0,,,26-31,2,L. Stephenson makes 2-pt shot from 13 ft
10:41.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by I. Taylor),3,29-31,,
10:29.0,,,29-31,,Shooting foul by J. Collins (drawn by D. Sabonis)
10:29.0,,,29-32,1,D. Sabonis makes free throw 1 of 2
10:29.0,,,29-32,,D. Sabonis misses free throw 2 of 2
10:26.0,Defensive rebound by J. Collins,,29-32,,
10:14.0,Turnover by I. Taylor (bad pass),,29-32,,
10:04.0,,,29-34,2,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson)
9:54.0,T. Dorsey misses 2-pt shot from 4 ft,,29-34,,
9:51.0,,,29-34,,Defensive rebound by D. Sabonis
9:46.0,D. Schroder enters the game for I. Taylor,,29-34,,
9:35.0,,,29-36,2,L. Stephenson makes 2-pt shot from 18 ft (assist by D. Sabonis)
9:33.0,,,29-36,,Technical foul by L. Stephenson
9:33.0,D. Schroder makes technical free throw,1,30-36,,
9:20.0,T. Waller-Prince misses 2-pt shot from 1 ft,,30-36,,
9:19.0,,,30-36,,Defensive rebound by D. Sabonis
9:12.0,,,30-39,3,J. Young makes 3-pt shot from 27 ft (assist by L. Stephenson)
9:08.0,Atlanta full timeout,,30-39,,
9:08.0,,,30-39,,T. Young enters the game for B. Bogdanovic
9:08.0,K. Bazemore enters the game for T. Dorsey,,30-39,,
9:08.0,D. Dedmon enters the game for D. Bembry,,30-39,,
8:59.0,,,30-39,,Personal foul by J. Young (drawn by D. Schroder)
8:51.0,Turnover by T. Waller-Prince (bad pass; steal by L. Stephenson),,30-39,,
8:33.0,,,30-42,3,J. Young makes 3-pt shot from 26 ft (assist by D. Sabonis)
8:11.0,T. Waller-Prince misses 3-pt shot from 24 ft,,30-42,,
8:07.0,,,30-42,,Defensive rebound by L. Stephenson
7:54.0,,,30-42,,T. Young misses 3-pt shot from 23 ft
7:52.0,,,30-42,,Offensive rebound by G. Robinson
7:52.0,,,30-44,2,G. Robinson makes 2-pt shot from 5 ft
7:33.0,,,30-44,,Personal foul by G. Robinson (drawn by D. Dedmon)
7:33.0,M. Plumlee enters the game for J. Collins,,30-44,,
7:30.0,T. Waller-Prince makes 2-pt shot from 15 ft (assist by K. Bazemore),2,32-44,,
7:14.0,,,32-46,2,T. Young makes 2-pt shot from 8 ft (assist by G. Robinson)
6:58.0,D. Dedmon makes 3-pt shot from 28 ft (assist by T. Waller-Prince),3,35-46,,
6:44.0,,,35-46,,L. Stephenson misses 3-pt shot from 27 ft
6:43.0,Defensive rebound by D. Dedmon,,35-46,,
6:31.0,D. Schroder makes 2-pt shot from 21 ft,2,37-46,,
6:31.0,,,37-46,,Indiana full timeout
6:31.0,,,37-46,,V. Oladipo enters the game for J. Young
6:31.0,,,37-46,,C. Joseph enters the game for G. Robinson
6:18.0,,,37-46,,V. Oladipo misses 3-pt shot from 26 ft
6:15.0,,,37-46,,Offensive rebound by L. Stephenson
6:15.0,Loose ball foul by D. Dedmon (drawn by L. Stephenson),,37-46,,
6:02.0,,,37-46,,D. Sabonis misses 2-pt shot from 11 ft
5:57.0,Defensive rebound by T. Waller-Prince,,37-46,,
5:51.0,Turnover by D. Schroder (bad pass; steal by L. Stephenson),,37-46,,
5:45.0,,,37-46,,T. Young misses 2-pt shot from 1 ft (block by M. Plumlee)
5:44.0,,,37-46,,Offensive rebound by Team
5:44.0,D. Bembry enters the game for T. Waller-Prince,,37-46,,
5:34.0,,,37-46,,T. Young misses 2-pt shot from 1 ft (block by M. Plumlee)
5:29.0,Defensive rebound by D. Dedmon,,37-46,,
5:21.0,K. Bazemore misses 3-pt shot from 23 ft,,37-46,,
5:18.0,,,37-46,,Defensive rebound by V. Oladipo
5:15.0,,,37-46,,T. Young misses 2-pt shot at rim (block by D. Bembry)
5:11.0,,,37-46,,Offensive rebound by D. Sabonis
5:11.0,,,37-48,2,D. Sabonis makes 2-pt shot from 1 ft
4:55.0,K. Bazemore makes 2-pt shot at rim,2,39-48,,
4:43.0,,,39-50,2,D. Sabonis makes 2-pt shot from 21 ft (assist by V. Oladipo)
4:26.0,D. Dedmon misses 3-pt shot from 26 ft,,39-50,,
4:23.0,,,39-50,,Defensive rebound by L. Stephenson
4:19.0,,,39-50,,V. Oladipo misses 3-pt shot from 25 ft
4:19.0,,,39-50,,Offensive rebound by Team
4:19.0,Loose ball foul by D. Dedmon (drawn by D. Sabonis),,39-50,,
4:19.0,M. Muscala enters the game for D. Dedmon,,39-50,,
4:13.0,,,39-52,2,C. Joseph makes 2-pt shot from 18 ft (assist by D. Sabonis)
3:49.0,Turnover by K. Bazemore (lost ball; steal by V. Oladipo),,39-52,,
3:46.0,,,39-54,2,C. Joseph makes 2-pt shot from 1 ft (assist by V. Oladipo)
3:46.0,,,39-54,,Shooting foul by D. Schroder (drawn by C. Joseph)
3:46.0,I. Taylor enters the game for D. Schroder,,39-54,,
3:46.0,T. Dorsey enters the game for K. Bazemore,,39-54,,
3:46.0,,,39-55,1,C. Joseph makes free throw 1 of 1
3:28.0,M. Muscala misses 3-pt shot from 23 ft,,39-55,,
3:25.0,,,39-55,,Defensive rebound by L. Stephenson
3:17.0,,,39-55,,M. Turner enters the game for D. Sabonis
3:17.0,,,39-55,,B. Bogdanovic enters the game for L. Stephenson
3:11.0,,,39-55,,C. Joseph misses 2-pt shot from 20 ft
3:10.0,Defensive rebound by M. Plumlee,,39-55,,
2:51.0,T. Dorsey makes 3-pt shot from 28 ft (assist by D. Bembry),3,42-55,,
2:36.0,,,42-55,,V. Oladipo misses 2-pt shot from 15 ft
2:32.0,Defensive rebound by M. Muscala,,42-55,,
2:27.0,D. Bembry misses 2-pt shot from 2 ft,,42-55,,
2:25.0,,,42-55,,Defensive rebound by M. Turner
2:20.0,,,42-57,2,C. Joseph makes 2-pt shot from 1 ft
2:19.0,Atlanta full timeout,,42-57,,
2:19.0,,,42-57,,J. Young enters the game for C. Joseph
2:06.0,Offensive charge foul by M. Plumlee (drawn by V. Oladipo),,42-57,,
2:06.0,Turnover by M. Plumlee (offensive foul),,42-57,,
1:56.0,,,42-57,,Offensive foul by M. Turner (drawn by D. Bembry)
1:56.0,,,42-57,,Turnover by M. Turner (offensive foul)
1:56.0,J. Collins enters the game for M. Plumlee,,42-57,,
1:56.0,,,42-57,,D. Sabonis enters the game for M. Turner
1:45.0,,,42-57,,Personal foul by V. Oladipo (drawn by T. Dorsey)
1:36.0,I. Taylor makes 2-pt shot from 4 ft,2,44-57,,
1:16.0,,,44-59,2,T. Young makes 2-pt shot at rim (assist by V. Oladipo)
1:02.0,Shooting foul by T. Young (drawn by D. Bembry),,44-59,,
1:02.0,D. Bembry misses free throw 1 of 2,,44-59,,
1:02.0,Offensive rebound by Team,,44-59,,
1:02.0,D. Bembry misses free throw 2 of 2,,44-59,,
0:58.0,,,44-59,,Defensive rebound by T. Young
0:44.0,,,44-59,,Turnover by T. Young (bad pass)
0:31.0,Turnover by I. Taylor (bad pass; steal by B. Bogdanovic),,44-59,,
0:27.0,,,44-59,,J. Young misses 2-pt shot from 2 ft
0:25.0,Defensive rebound by J. Collins,,44-59,,
0:08.0,T. Dorsey misses 3-pt shot from 25 ft,,44-59,,
0:05.0,,,44-59,,Defensive rebound by V. Oladipo
0:01.0,,,44-61,2,T. Young makes 2-pt shot from 2 ft (assist by V. Oladipo)
0:00.0,Turnover by T. Dorsey (bad pass; steal by T. Young),,44-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,D. Schroder misses 2-pt shot from 4 ft,,44-61,,
11:41.0,,,44-61,,Defensive rebound by C. Joseph
11:28.0,,,44-61,,Turnover by T. Young (bad pass; steal by M. Muscala)
11:18.0,D. Schroder misses 3-pt shot from 26 ft,,44-61,,
11:16.0,Offensive rebound by T. Waller-Prince,,44-61,,
11:06.0,Turnover by T. Waller-Prince (lost ball; steal by V. Oladipo),,44-61,,
10:59.0,,,44-61,,V. Oladipo misses 3-pt shot from 28 ft
10:56.0,,,44-61,,Offensive rebound by V. Oladipo
10:45.0,,,44-61,,M. Turner misses 2-pt shot at rim
10:43.0,Defensive rebound by J. Collins,,44-61,,
10:37.0,D. Schroder misses 2-pt shot from 18 ft,,44-61,,
10:34.0,,,44-61,,Defensive rebound by V. Oladipo
10:20.0,,,44-61,,C. Joseph misses 2-pt shot from 11 ft
10:18.0,Defensive rebound by J. Collins,,44-61,,
10:05.0,K. Bazemore misses 3-pt shot from 25 ft,,44-61,,
10:02.0,,,44-61,,Defensive rebound by C. Joseph
10:00.0,,,44-63,2,T. Young makes 2-pt shot from 1 ft (assist by C. Joseph)
9:44.0,Turnover by K. Bazemore (bad pass; steal by T. Young),,44-63,,
9:35.0,,,44-66,3,V. Oladipo makes 3-pt shot from 28 ft (assist by T. Young)
9:18.0,M. Muscala misses 3-pt shot from 27 ft,,44-66,,
9:15.0,,,44-66,,Defensive rebound by M. Turner
9:12.0,,,44-66,,C. Joseph misses 2-pt shot from 18 ft
9:09.0,Defensive rebound by K. Bazemore,,44-66,,
9:04.0,K. Bazemore makes 2-pt shot from 1 ft,2,46-66,,
9:04.0,Shooting foul by M. Turner (drawn by K. Bazemore),,46-66,,
9:04.0,K. Bazemore makes free throw 1 of 1,1,47-66,,
9:03.0,,,47-66,,Turnover by T. Young (bad pass; steal by M. Muscala)
9:02.0,M. Muscala makes 2-pt shot at rim,2,49-66,,
8:47.0,,,49-66,,Shooting foul by T. Waller-Prince (drawn by B. Bogdanovic)
8:47.0,,,49-67,1,B. Bogdanovic makes free throw 1 of 2
8:47.0,,,49-68,1,B. Bogdanovic makes free throw 2 of 2
8:30.0,T. Waller-Prince misses 3-pt shot from 27 ft,,49-68,,
8:26.0,,,49-68,,Defensive rebound by B. Bogdanovic
8:20.0,,,49-70,2,T. Young makes 2-pt shot from 1 ft (assist by V. Oladipo)
8:11.0,,,49-70,,Personal foul by B. Bogdanovic (drawn by T. Waller-Prince)
8:04.0,J. Collins misses 2-pt shot from 3 ft (block by V. Oladipo),,49-70,,
8:02.0,,,49-70,,Defensive rebound by M. Turner
7:52.0,,,49-70,,Turnover by M. Turner (bad pass; steal by T. Waller-Prince)
7:49.0,T. Waller-Prince makes 2-pt shot from 1 ft,2,51-70,,
7:34.0,,,51-70,,M. Turner misses 2-pt shot from 18 ft
7:31.0,Defensive rebound by J. Collins,,51-70,,
7:20.0,Turnover by M. Muscala (lost ball; steal by T. Young),,51-70,,
7:16.0,,,51-72,2,B. Bogdanovic makes 2-pt shot at rim (assist by C. Joseph)
6:58.0,Turnover by T. Waller-Prince (bad pass; steal by C. Joseph),,51-72,,
6:55.0,,,51-72,,Shooting foul by D. Schroder (drawn by B. Bogdanovic)
6:55.0,,,51-72,,Indiana full timeout
6:55.0,,,51-73,1,B. Bogdanovic makes free throw 1 of 2
6:55.0,,,51-74,1,B. Bogdanovic makes free throw 2 of 2
6:45.0,T. Waller-Prince makes 3-pt shot from 27 ft (assist by D. Schroder),3,54-74,,
6:33.0,Personal foul by D. Schroder (drawn by C. Joseph),,54-74,,
6:25.0,,,54-74,,V. Oladipo misses 2-pt shot from 16 ft (block by K. Bazemore)
6:25.0,Defensive rebound by Team,,54-74,,
6:25.0,,,54-74,,Loose ball foul by V. Oladipo (drawn by K. Bazemore)
6:09.0,D. Schroder misses 2-pt shot from 4 ft,,54-74,,
6:05.0,Offensive rebound by J. Collins,,54-74,,
6:05.0,J. Collins makes 2-pt shot at rim,2,56-74,,
5:43.0,,,56-74,,C. Joseph misses 2-pt shot from 4 ft
5:40.0,,,56-74,,Offensive rebound by C. Joseph
5:40.0,Personal foul by T. Waller-Prince (drawn by C. Joseph),,56-74,,
5:40.0,D. Bembry enters the game for M. Muscala,,56-74,,
5:36.0,,,56-77,3,V. Oladipo makes 3-pt shot from 27 ft (assist by M. Turner)
5:21.0,T. Waller-Prince misses 2-pt shot from 18 ft,,56-77,,
5:18.0,,,56-77,,Defensive rebound by V. Oladipo
5:10.0,,,56-77,,Turnover by V. Oladipo (bad pass)
5:10.0,M. Plumlee enters the game for T. Waller-Prince,,56-77,,
4:57.0,D. Schroder misses 2-pt shot from 14 ft (block by M. Turner),,56-77,,
4:55.0,Offensive rebound by D. Schroder,,56-77,,
4:53.0,D. Schroder makes 2-pt shot from 1 ft,2,58-77,,
4:53.0,Shooting foul by T. Young (drawn by D. Schroder),,58-77,,
4:53.0,,,58-77,,D. Sabonis enters the game for T. Young
4:53.0,,,58-77,,G. Robinson enters the game for B. Bogdanovic
4:53.0,D. Schroder misses free throw 1 of 1,,58-77,,
4:51.0,,,58-77,,Defensive rebound by M. Turner
4:36.0,,,58-77,,D. Sabonis misses 2-pt shot from 7 ft
4:34.0,Defensive rebound by K. Bazemore,,58-77,,
4:32.0,,,58-77,,Personal foul by V. Oladipo (drawn by K. Bazemore)
4:32.0,K. Bazemore misses free throw 1 of 2,,58-77,,
4:32.0,Offensive rebound by Team,,58-77,,
4:32.0,K. Bazemore makes free throw 2 of 2,1,59-77,,
4:23.0,,,59-77,,V. Oladipo misses 2-pt shot from 16 ft
4:20.0,Defensive rebound by D. Bembry,,59-77,,
4:14.0,K. Bazemore misses 3-pt shot from 23 ft,,59-77,,
4:10.0,Offensive rebound by K. Bazemore,,59-77,,
4:07.0,Turnover by K. Bazemore (bad pass; steal by C. Joseph),,59-77,,
3:55.0,,,59-77,,G. Robinson misses 3-pt shot from 22 ft
3:51.0,,,59-77,,Offensive rebound by M. Turner
3:47.0,,,59-77,,Turnover by D. Sabonis (traveling)
3:47.0,M. Muscala enters the game for J. Collins,,59-77,,
3:47.0,T. Dorsey enters the game for K. Bazemore,,59-77,,
3:34.0,D. Schroder misses 2-pt shot from 16 ft,,59-77,,
3:32.0,,,59-77,,Defensive rebound by D. Sabonis
3:21.0,,,59-77,,C. Joseph misses 3-pt shot from 22 ft
3:16.0,Defensive rebound by M. Muscala,,59-77,,
3:12.0,Turnover by D. Schroder (bad pass; steal by C. Joseph),,59-77,,
3:09.0,,,59-79,2,D. Sabonis makes 2-pt shot from 1 ft (assist by C. Joseph)
2:49.0,D. Bembry makes 3-pt shot from 24 ft (assist by D. Schroder),3,62-79,,
2:38.0,,,62-79,,M. Turner misses 3-pt shot from 28 ft
2:34.0,,,62-79,,Offensive rebound by G. Robinson
2:32.0,,,62-81,2,M. Turner makes 2-pt shot at rim (assist by V. Oladipo)
2:30.0,Atlanta full timeout,,62-81,,
2:30.0,,,62-81,,L. Stephenson enters the game for V. Oladipo
2:30.0,,,62-81,,J. Young enters the game for C. Joseph
2:30.0,I. Taylor enters the game for D. Schroder,,62-81,,
2:18.0,M. Muscala misses 3-pt shot from 26 ft,,62-81,,
2:14.0,,,62-81,,Defensive rebound by M. Turner
2:03.0,,,62-81,,G. Robinson misses 2-pt shot from 5 ft
1:58.0,Defensive rebound by M. Muscala,,62-81,,
1:55.0,D. Bembry misses 2-pt shot from 1 ft,,62-81,,
1:53.0,,,62-81,,Defensive rebound by J. Young
1:51.0,,,62-81,,J. Young misses 2-pt shot from 18 ft
1:47.0,,,62-81,,Offensive rebound by D. Sabonis
1:36.0,,,62-83,2,M. Turner makes 2-pt shot from 8 ft (assist by L. Stephenson)
1:22.0,Shooting foul by M. Turner (drawn by I. Taylor),,62-83,,
1:22.0,I. Taylor makes free throw 1 of 2,1,63-83,,
1:22.0,,,63-83,,B. Bogdanovic enters the game for M. Turner
1:22.0,I. Taylor makes free throw 2 of 2,1,64-83,,
1:09.0,,,64-83,,Turnover by J. Young (bad pass; steal by I. Taylor)
1:05.0,T. Dorsey makes 2-pt shot at rim (assist by I. Taylor),2,66-83,,
0:52.0,,,66-83,,G. Robinson misses 2-pt shot from 19 ft
0:51.0,Defensive rebound by D. Bembry,,66-83,,
0:40.0,M. Muscala misses 2-pt shot from 14 ft,,66-83,,
0:37.0,,,66-83,,Defensive rebound by L. Stephenson
0:34.0,,,66-83,,B. Bogdanovic misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by M. Plumlee,,66-83,,
0:11.0,M. Plumlee misses 2-pt shot from 7 ft,,66-83,,
0:09.0,,,66-83,,Defensive rebound by J. Young
0:01.0,,,66-83,,D. Sabonis misses 3-pt shot from 27 ft
0:01.0,,,66-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,66-83,,Turnover by G. Robinson (out of bounds lost ball)
11:34.0,T. Dorsey makes 3-pt shot from 27 ft (assist by K. Bazemore),3,69-83,,
11:21.0,,,69-86,3,D. Sabonis makes 3-pt shot from 28 ft (assist by L. Stephenson)
10:59.0,M. Plumlee makes 2-pt shot at rim (assist by T. Dorsey),2,71-86,,
10:44.0,,,71-86,,Turnover by B. Bogdanovic (out of bounds lost ball)
10:44.0,T. Waller-Prince enters the game for M. Plumlee,,71-86,,
10:44.0,J. Collins enters the game for D. Bembry,,71-86,,
10:36.0,I. Taylor makes 2-pt shot from 1 ft,2,73-86,,
10:22.0,,,73-88,2,D. Sabonis makes 2-pt shot at rim (assist by L. Stephenson)
10:22.0,,,73-88,,Shooting foul by J. Collins (drawn by D. Sabonis)
10:22.0,,,73-89,1,D. Sabonis makes free throw 1 of 1
10:06.0,I. Taylor misses 2-pt shot from 5 ft,,73-89,,
10:04.0,,,73-89,,Defensive rebound by L. Stephenson
9:58.0,,,73-91,2,L. Stephenson makes 2-pt shot at rim
9:47.0,K. Bazemore misses 2-pt shot from 4 ft,,73-91,,
9:46.0,,,73-91,,Defensive rebound by D. Sabonis
9:35.0,,,73-91,,J. Young misses 2-pt shot from 13 ft
9:32.0,,,73-91,,Offensive rebound by D. Sabonis
9:32.0,,,73-93,2,D. Sabonis makes 2-pt shot at rim
9:32.0,Atlanta full timeout,,73-93,,
9:14.0,T. Waller-Prince misses 2-pt shot from 5 ft,,73-93,,
9:12.0,,,73-93,,Defensive rebound by J. Young
9:00.0,,,73-93,,L. Stephenson misses 2-pt shot from 18 ft
9:00.0,Defensive rebound by K. Bazemore,,73-93,,
8:39.0,Shooting foul by D. Sabonis (drawn by I. Taylor),,73-93,,
8:39.0,I. Taylor makes free throw 1 of 2,1,74-93,,
8:39.0,,,74-93,,T. Young enters the game for B. Bogdanovic
8:39.0,I. Taylor misses free throw 2 of 2,,74-93,,
8:38.0,Offensive rebound by Team,,74-93,,
8:38.0,,,74-93,,Loose ball foul by T. Young (drawn by J. Collins)
8:32.0,I. Taylor makes 2-pt shot from 2 ft,2,76-93,,
8:16.0,,,76-93,,J. Young misses 3-pt shot from 29 ft
8:13.0,,,76-93,,Offensive rebound by D. Sabonis
8:09.0,,,76-93,,L. Stephenson misses 2-pt shot at rim
8:06.0,Defensive rebound by J. Collins,,76-93,,
8:04.0,T. Dorsey misses 3-pt shot from 27 ft,,76-93,,
8:01.0,,,76-93,,Defensive rebound by J. Young
7:56.0,,,76-95,2,L. Stephenson makes 2-pt shot from 7 ft
7:44.0,I. Taylor makes 2-pt shot from 2 ft,2,78-95,,
7:37.0,,,78-95,,Indiana full timeout
7:37.0,,,78-95,,V. Oladipo enters the game for J. Young
