time,San Antonio,pts.away,score,pts.home,Denver
4:39.0,,,19-20,,D. Harris enters the game for W. Barton
4:39.0,R. Gay enters the game for P. Mills,,19-20,,
4:39.0,,,19-20,,W. Barton enters the game for J. Murray
4:37.0,L. Aldridge makes 2-pt shot from 20 ft (assist by D. Bertans),2,21-20,,
4:17.0,,,21-20,,N. Jokic misses 2-pt shot from 19 ft
4:14.0,Defensive rebound by R. Gay,,21-20,,
4:09.0,,,21-20,,Personal foul by W. Barton (drawn by M. Ginobili)
4:01.0,R. Gay misses 2-pt shot from 22 ft,,21-20,,
3:57.0,Offensive rebound by L. Aldridge,,21-20,,
3:50.0,L. Aldridge makes 2-pt shot from 2 ft (assist by T. Parker),2,23-20,,
3:50.0,,,23-20,,Denver full timeout
3:50.0,P. Gasol enters the game for L. Aldridge,,23-20,,
3:34.0,,,23-20,,W. Chandler misses 2-pt shot from 2 ft
3:33.0,,,23-20,,Offensive rebound by W. Chandler
3:30.0,,,23-22,2,W. Chandler makes 2-pt shot from 1 ft
3:20.0,T. Parker misses 2-pt shot from 21 ft,,23-22,,
3:18.0,,,23-22,,Defensive rebound by W. Chandler
3:09.0,,,23-22,,G. Harris misses 2-pt shot from 17 ft
3:06.0,Defensive rebound by R. Gay,,23-22,,
2:59.0,M. Ginobili misses 3-pt shot from 22 ft,,23-22,,
2:56.0,,,23-22,,Defensive rebound by N. Jokic
2:49.0,,,23-22,,D. Harris misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by M. Ginobili,,23-22,,
2:37.0,R. Gay misses 2-pt shot from 12 ft,,23-22,,
2:34.0,,,23-22,,Defensive rebound by N. Jokic
2:22.0,,,23-25,3,W. Chandler makes 3-pt shot from 25 ft (assist by N. Jokic)
2:20.0,San Antonio full timeout,,23-25,,
2:20.0,,,23-25,,M. Beasley enters the game for G. Harris
2:20.0,,,23-25,,T. Lyles enters the game for N. Jokic
2:12.0,D. Bertans misses 3-pt shot from 24 ft,,23-25,,
2:09.0,,,23-25,,Defensive rebound by W. Chandler
2:09.0,Personal foul by M. Ginobili (drawn by W. Chandler),,23-25,,
2:09.0,B. Forbes enters the game for D. Bertans,,23-25,,
1:58.0,Personal foul by R. Gay (drawn by W. Barton),,23-25,,
1:53.0,,,23-25,,T. Lyles misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by T. Parker,,23-25,,
1:38.0,M. Ginobili misses 2-pt shot from 1 ft,,23-25,,
1:33.0,Offensive rebound by P. Gasol,,23-25,,
1:33.0,P. Gasol makes 2-pt shot at rim,2,25-25,,
1:26.0,,,25-28,3,W. Chandler makes 3-pt shot from 24 ft
1:17.0,Turnover by M. Ginobili (lost ball; steal by M. Beasley),,25-28,,
1:13.0,,,25-30,2,T. Lyles makes 2-pt shot from 1 ft (assist by M. Beasley)
1:03.0,T. Parker makes 2-pt shot from 1 ft (assist by P. Gasol),2,27-30,,
0:47.0,,,27-30,,T. Lyles misses 2-pt shot from 2 ft
0:45.0,Defensive rebound by R. Gay,,27-30,,
0:41.0,T. Parker makes 2-pt shot from 1 ft,2,29-30,,
0:31.0,,,29-32,2,W. Barton makes 2-pt shot from 2 ft
0:09.0,Shooting foul by W. Chandler (drawn by P. Gasol),,29-32,,
0:09.0,P. Gasol makes free throw 1 of 2,1,30-32,,
0:09.0,P. Gasol misses free throw 2 of 2,,30-32,,
0:08.0,,,30-32,,Defensive rebound by W. Chandler
0:02.0,,,30-32,,D. Harris misses 3-pt shot from 25 ft
0:02.0,,,30-32,,Offensive rebound by T. Lyles
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,30-32,,T. Lyles misses 2-pt shot from 16 ft
11:37.0,Defensive rebound by P. Gasol,,30-32,,
11:25.0,R. Gay makes 2-pt shot from 13 ft (assist by P. Mills),2,32-32,,
11:13.0,,,32-32,,D. Harris misses 3-pt shot from 24 ft
11:09.0,Defensive rebound by P. Gasol,,32-32,,
10:59.0,P. Mills makes 3-pt shot from 22 ft (assist by R. Gay),3,35-32,,
10:33.0,,,35-34,2,J. Murray makes 2-pt shot from 20 ft
10:19.0,P. Mills makes 3-pt shot from 22 ft (assist by T. Parker),3,38-34,,
9:59.0,,,38-34,,D. Harris misses 3-pt shot from 24 ft
9:55.0,Defensive rebound by P. Gasol,,38-34,,
9:54.0,Shooting foul by D. Harris (drawn by K. Anderson),,38-34,,
9:54.0,K. Anderson misses free throw 1 of 2,,38-34,,
9:54.0,Offensive rebound by Team,,38-34,,
9:54.0,B. Forbes enters the game for T. Parker,,38-34,,
9:54.0,D. Murray enters the game for R. Gay,,38-34,,
9:54.0,K. Anderson misses free throw 2 of 2,,38-34,,
9:52.0,,,38-34,,Defensive rebound by J. Murray
9:41.0,,,38-37,3,J. Murray makes 3-pt shot from 23 ft (assist by T. Lyles)
9:25.0,P. Mills misses 2-pt shot from 7 ft,,38-37,,
9:23.0,Offensive rebound by D. Murray,,38-37,,
9:23.0,,,38-37,,Personal foul by D. Harris (drawn by K. Anderson)
9:15.0,Shooting foul by T. Lyles (drawn by P. Gasol),,38-37,,
9:15.0,P. Gasol misses free throw 1 of 2,,38-37,,
9:15.0,Offensive rebound by Team,,38-37,,
9:15.0,P. Gasol makes free throw 2 of 2,1,39-37,,
9:07.0,Violation by P. Gasol (kicked ball),,39-37,,
8:56.0,,,39-40,3,M. Beasley makes 3-pt shot from 25 ft (assist by J. Murray)
8:55.0,San Antonio full timeout,,39-40,,
8:55.0,L. Aldridge enters the game for P. Gasol,,39-40,,
8:39.0,B. Forbes misses 3-pt shot from 24 ft,,39-40,,
8:35.0,,,39-40,,Defensive rebound by D. Harris
8:30.0,,,39-42,2,M. Plumlee makes 2-pt shot from 1 ft (assist by D. Harris)
8:19.0,D. Murray misses 2-pt shot from 5 ft,,39-42,,
8:19.0,,,39-42,,Defensive rebound by D. Harris
8:08.0,,,39-44,2,T. Lyles makes 2-pt shot from 1 ft (assist by D. Harris)
8:08.0,San Antonio full timeout,,39-44,,
8:08.0,D. Bertans enters the game for B. Forbes,,39-44,,
7:54.0,D. Murray makes 2-pt shot from 19 ft (assist by L. Aldridge),2,41-44,,
7:33.0,,,41-44,,J. Murray misses 2-pt shot from 10 ft
7:30.0,Defensive rebound by D. Murray,,41-44,,
7:26.0,D. Murray makes 2-pt shot from 4 ft,2,43-44,,
7:26.0,Shooting foul by J. Murray (drawn by D. Murray),,43-44,,
7:26.0,,,43-44,,G. Harris enters the game for M. Beasley
7:26.0,,,43-44,,W. Barton enters the game for J. Murray
7:26.0,D. Murray makes free throw 1 of 1,1,44-44,,
7:11.0,,,44-46,2,T. Lyles makes 2-pt shot from 2 ft (assist by M. Plumlee)
6:58.0,P. Mills misses 3-pt shot from 25 ft,,44-46,,
6:55.0,,,44-46,,Defensive rebound by T. Lyles
6:44.0,,,44-46,,D. Harris misses 3-pt shot from 22 ft
6:41.0,Defensive rebound by D. Murray,,44-46,,
6:35.0,D. Murray makes 2-pt shot from 1 ft,2,46-46,,
6:17.0,,,46-46,,Turnover by W. Barton (bad pass; steal by K. Anderson)
6:13.0,D. Murray makes 2-pt shot from 2 ft (assist by P. Mills),2,48-46,,
6:13.0,,,48-46,,Shooting block foul by T. Lyles (drawn by D. Murray)
6:13.0,,,48-46,,Denver full timeout
6:13.0,,,48-46,,W. Chandler enters the game for M. Plumlee
6:13.0,,,48-46,,N. Jokic enters the game for D. Harris
6:13.0,M. Ginobili enters the game for K. Anderson,,48-46,,
6:13.0,D. Murray makes free throw 1 of 1,1,49-46,,
6:05.0,,,49-49,3,N. Jokic makes 3-pt shot from 24 ft (assist by W. Barton)
5:55.0,M. Ginobili misses 3-pt shot from 24 ft,,49-49,,
5:52.0,,,49-49,,Defensive rebound by T. Lyles
5:42.0,Personal foul by M. Ginobili (drawn by W. Chandler),,49-49,,
5:29.0,,,49-49,,W. Chandler misses 3-pt shot from 24 ft
5:26.0,Defensive rebound by Team,,49-49,,
5:06.0,P. Mills makes 2-pt shot from 1 ft (assist by L. Aldridge),2,51-49,,
4:59.0,Personal foul by L. Aldridge (drawn by N. Jokic),,51-49,,
4:59.0,,,51-49,,J. Murray enters the game for T. Lyles
4:54.0,,,51-51,2,N. Jokic makes 2-pt shot from 18 ft (assist by J. Murray)
4:41.0,Turnover by P. Mills (lost ball; steal by J. Murray),,51-51,,
4:30.0,R. Gay enters the game for D. Bertans,,51-51,,
4:26.0,,,51-51,,Offensive charge foul by W. Barton (drawn by M. Ginobili)
4:26.0,,,51-51,,Turnover by W. Barton (offensive foul)
4:26.0,P. Gasol enters the game for P. Mills,,51-51,,
4:15.0,Turnover by P. Gasol (bad pass; steal by G. Harris),,51-51,,
4:12.0,,,51-53,2,G. Harris makes 2-pt shot from 1 ft
4:12.0,,,51-53,,Shooting foul by P. Gasol (drawn by G. Harris)
4:12.0,,,51-54,1,G. Harris makes free throw 1 of 1
3:54.0,P. Gasol misses 3-pt shot from 22 ft,,51-54,,
3:51.0,,,51-54,,Defensive rebound by J. Murray
3:45.0,,,51-54,,G. Harris misses 2-pt shot from 1 ft
3:43.0,Defensive rebound by P. Gasol,,51-54,,
3:40.0,D. Murray misses 2-pt shot from 2 ft (block by W. Barton),,51-54,,
3:35.0,Offensive rebound by L. Aldridge,,51-54,,
3:35.0,L. Aldridge makes 2-pt shot at rim,2,53-54,,
3:20.0,,,53-54,,G. Harris misses 3-pt shot from 24 ft
3:16.0,,,53-54,,Offensive rebound by W. Chandler
3:15.0,,,53-54,,W. Chandler misses 2-pt shot from 2 ft (block by P. Gasol)
3:11.0,,,53-54,,Offensive rebound by W. Chandler
3:10.0,,,53-56,2,W. Chandler makes 2-pt shot from 7 ft
2:52.0,,,53-56,,Personal take foul by N. Jokic (drawn by P. Gasol)
2:52.0,P. Gasol makes free throw 1 of 2,1,54-56,,
2:52.0,T. Parker enters the game for D. Murray,,54-56,,
2:52.0,P. Gasol makes free throw 2 of 2,1,55-56,,
2:36.0,,,55-56,,Shooting foul by R. Gay (drawn by J. Murray)
2:36.0,,,55-57,1,J. Murray makes free throw 1 of 2
2:36.0,,,55-57,,M. Plumlee enters the game for W. Barton
2:36.0,,,55-58,1,J. Murray makes free throw 2 of 2
2:20.0,L. Aldridge misses 2-pt shot from 12 ft,,55-58,,
2:17.0,,,55-58,,Defensive rebound by W. Chandler
2:13.0,,,55-58,,J. Murray misses 3-pt shot from 24 ft
2:09.0,Defensive rebound by P. Gasol,,55-58,,
1:56.0,R. Gay makes 2-pt shot from 8 ft,2,57-58,,
1:33.0,,,57-58,,M. Plumlee misses 2-pt shot from 7 ft
1:29.0,,,57-58,,Offensive rebound by N. Jokic
1:21.0,,,57-60,2,G. Harris makes 2-pt shot from 6 ft
1:05.0,,,57-60,,Violation by G. Harris (kicked ball)
1:05.0,P. Mills enters the game for M. Ginobili,,57-60,,
0:56.0,T. Parker misses 3-pt shot from 22 ft,,57-60,,
0:53.0,Offensive rebound by P. Gasol,,57-60,,
0:52.0,P. Mills misses 3-pt shot from 24 ft,,57-60,,
0:48.0,Offensive rebound by P. Mills,,57-60,,
0:34.0,P. Gasol misses 2-pt shot from 3 ft,,57-60,,
0:34.0,Offensive rebound by L. Aldridge,,57-60,,
0:34.0,L. Aldridge makes 2-pt shot at rim,2,59-60,,
0:28.0,,,59-63,3,N. Jokic makes 3-pt shot from 24 ft (assist by J. Murray)
0:08.0,Shooting foul by M. Plumlee (drawn by T. Parker),,59-63,,
0:08.0,T. Parker makes free throw 1 of 2,1,60-63,,
0:08.0,D. Bertans enters the game for L. Aldridge,,60-63,,
0:08.0,D. Murray enters the game for R. Gay,,60-63,,
0:08.0,B. Paul enters the game for P. Mills,,60-63,,
0:08.0,T. Parker makes free throw 2 of 2,1,61-63,,
0:00.0,,,61-63,,N. Jokic misses 3-pt shot from 22 ft
0:00.0,,,61-63,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,61-63,,Shooting foul by P. Gasol (drawn by N. Jokic)
11:41.0,,,61-63,,N. Jokic misses free throw 1 of 2
11:41.0,,,61-63,,Offensive rebound by Team
11:41.0,,,61-63,,N. Jokic misses free throw 2 of 2
11:38.0,Defensive rebound by K. Anderson,,61-63,,
11:27.0,L. Aldridge makes 2-pt shot from 5 ft (assist by K. Anderson),2,63-63,,
11:15.0,,,63-63,,J. Murray misses 2-pt shot from 2 ft (block by D. Murray)
11:15.0,Defensive rebound by Team,,63-63,,
11:02.0,D. Murray makes 2-pt shot from 2 ft (assist by L. Aldridge),2,65-63,,
10:47.0,,,65-65,2,G. Harris makes 2-pt shot from 2 ft (assist by N. Jokic)
10:26.0,K. Anderson makes 2-pt shot from 3 ft (assist by P. Gasol),2,67-65,,
10:15.0,Personal foul by P. Gasol (drawn by N. Jokic),,67-65,,
10:05.0,,,67-65,,Turnover by G. Harris (bad pass)
9:47.0,L. Aldridge makes 2-pt shot from 16 ft (assist by D. Murray),2,69-65,,
9:46.0,,,69-65,,Denver full timeout
9:46.0,,,69-65,,M. Plumlee enters the game for W. Barton
9:39.0,,,69-67,2,J. Murray makes 2-pt shot from 2 ft (assist by N. Jokic)
9:18.0,Shooting foul by M. Plumlee (drawn by L. Aldridge),,69-67,,
9:18.0,L. Aldridge makes free throw 1 of 2,1,70-67,,
9:18.0,L. Aldridge makes free throw 2 of 2,1,71-67,,
8:55.0,,,71-69,2,N. Jokic makes 2-pt shot from 5 ft (assist by W. Chandler)
8:34.0,L. Aldridge misses 2-pt shot from 10 ft,,71-69,,
8:32.0,,,71-69,,Defensive rebound by N. Jokic
8:26.0,,,71-69,,W. Chandler misses 3-pt shot from 25 ft
8:22.0,Defensive rebound by P. Gasol,,71-69,,
8:12.0,P. Mills misses 2-pt shot from 16 ft,,71-69,,
8:09.0,,,71-69,,Defensive rebound by W. Chandler
7:56.0,,,71-69,,M. Plumlee misses 2-pt shot from 4 ft
7:53.0,Defensive rebound by D. Murray,,71-69,,
7:46.0,Turnover by D. Murray (bad pass),,71-69,,
7:32.0,,,71-71,2,M. Plumlee makes 2-pt shot from 2 ft (assist by N. Jokic)
7:18.0,,,71-71,,Shooting block foul by M. Plumlee (drawn by L. Aldridge)
7:18.0,L. Aldridge makes free throw 1 of 2,1,72-71,,
7:18.0,L. Aldridge makes free throw 2 of 2,1,73-71,,
7:07.0,,,73-73,2,G. Harris makes 2-pt shot from 8 ft (assist by N. Jokic)
6:51.0,L. Aldridge misses 2-pt shot from 10 ft,,73-73,,
6:48.0,,,73-73,,Defensive rebound by N. Jokic
6:39.0,R. Gay enters the game for D. Murray,,73-73,,
6:39.0,T. Parker enters the game for P. Gasol,,73-73,,
6:32.0,,,73-73,,N. Jokic misses 2-pt shot from 8 ft
6:29.0,Defensive rebound by T. Parker,,73-73,,
6:25.0,L. Aldridge makes 2-pt shot from 1 ft (assist by K. Anderson),2,75-73,,
6:10.0,,,75-73,,G. Harris misses 2-pt shot from 12 ft
6:08.0,,,75-73,,Offensive rebound by N. Jokic
6:08.0,,,75-73,,Shooting foul by R. Gay (drawn by N. Jokic)
6:08.0,,,75-74,1,N. Jokic makes free throw 1 of 2
6:08.0,,,75-74,,W. Barton enters the game for M. Plumlee
6:08.0,M. Ginobili enters the game for K. Anderson,,75-74,,
6:08.0,,,75-75,1,N. Jokic makes free throw 2 of 2
5:52.0,L. Aldridge makes 2-pt shot from 2 ft,2,77-75,,
5:37.0,,,77-77,2,N. Jokic makes 2-pt shot from 3 ft (assist by W. Chandler)
5:37.0,Shooting block foul by L. Aldridge (drawn by N. Jokic),,77-77,,
5:37.0,,,77-78,1,N. Jokic makes free throw 1 of 1
5:18.0,P. Mills makes 2-pt shot from 18 ft (assist by M. Ginobili),2,79-78,,
5:05.0,,,79-78,,Turnover by J. Murray (step out of bounds)
4:50.0,L. Aldridge makes 2-pt shot from 10 ft,2,81-78,,
4:32.0,,,81-78,,W. Chandler misses 3-pt shot from 24 ft
4:28.0,Defensive rebound by P. Mills,,81-78,,
4:24.0,San Antonio full timeout,,81-78,,
4:24.0,B. Forbes enters the game for P. Mills,,81-78,,
4:24.0,,,81-78,,T. Lyles enters the game for W. Chandler
4:11.0,L. Aldridge misses 2-pt shot from 13 ft,,81-78,,
4:09.0,,,81-78,,Defensive rebound by G. Harris
3:55.0,,,81-80,2,N. Jokic makes 2-pt shot from 4 ft
3:40.0,M. Ginobili makes 2-pt shot from 1 ft,2,83-80,,
3:26.0,,,83-83,3,T. Lyles makes 3-pt shot from 24 ft (assist by G. Harris)
3:01.0,B. Forbes misses 2-pt shot from 16 ft,,83-83,,
2:58.0,,,83-83,,Defensive rebound by N. Jokic
2:43.0,,,83-85,2,N. Jokic makes 2-pt shot from 2 ft (assist by G. Harris)
2:26.0,M. Ginobili misses 2-pt shot from 4 ft (block by J. Murray),,83-85,,
2:24.0,,,83-85,,Defensive rebound by J. Murray
2:22.0,,,83-85,,J. Murray misses 3-pt shot from 24 ft
2:17.0,,,83-85,,Offensive rebound by J. Murray
2:16.0,,,83-88,3,W. Barton makes 3-pt shot from 25 ft (assist by T. Lyles)
1:52.0,L. Aldridge misses 2-pt shot from 3 ft,,83-88,,
1:50.0,,,83-88,,Defensive rebound by N. Jokic
1:45.0,,,83-90,2,G. Harris makes 2-pt shot from 2 ft (assist by N. Jokic)
1:45.0,San Antonio full timeout,,83-90,,
1:45.0,,,83-90,,D. Harris enters the game for N. Jokic
1:45.0,,,83-90,,M. Plumlee enters the game for J. Murray
1:45.0,P. Mills enters the game for L. Aldridge,,83-90,,
1:45.0,P. Gasol enters the game for B. Forbes,,83-90,,
1:33.0,Shooting foul by T. Lyles (drawn by R. Gay),,83-90,,
1:33.0,R. Gay misses free throw 1 of 2,,83-90,,
1:33.0,Offensive rebound by Team,,83-90,,
1:33.0,R. Gay makes free throw 2 of 2,1,84-90,,
1:21.0,,,84-92,2,W. Barton makes 2-pt shot from 5 ft
1:10.0,,,84-92,,Personal foul by D. Harris (drawn by M. Ginobili)
1:10.0,M. Ginobili misses free throw 1 of 2,,84-92,,
1:10.0,Offensive rebound by Team,,84-92,,
1:10.0,J. Lauvergne enters the game for P. Gasol,,84-92,,
1:10.0,M. Ginobili makes free throw 2 of 2,1,85-92,,
1:00.0,,,85-92,,W. Barton misses 3-pt shot from 24 ft
0:56.0,,,85-92,,Offensive rebound by D. Harris
0:55.0,,,85-92,,T. Lyles misses 3-pt shot from 26 ft
0:52.0,Defensive rebound by T. Parker,,85-92,,
0:45.0,T. Parker misses 2-pt shot from 1 ft,,85-92,,
0:42.0,Offensive rebound by J. Lauvergne,,85-92,,
0:42.0,J. Lauvergne misses 2-pt shot at rim,,85-92,,
0:42.0,,,85-92,,Defensive rebound by W. Barton
0:38.0,,,85-94,2,M. Plumlee makes 2-pt shot from 2 ft
0:28.0,,,85-94,,Personal foul by W. Barton (drawn by P. Mills)
0:28.0,P. Mills makes free throw 1 of 2,1,86-94,,
0:28.0,P. Mills makes free throw 2 of 2,1,87-94,,
0:08.0,,,87-94,,Shooting foul by P. Mills (drawn by M. Plumlee)
0:08.0,,,87-95,1,M. Plumlee makes free throw 1 of 2
0:08.0,,,87-95,,W. Chandler enters the game for W. Barton
0:08.0,,,87-95,,M. Beasley enters the game for T. Lyles
0:08.0,,,87-96,1,M. Plumlee makes free throw 2 of 2
0:00.0,J. Lauvergne makes 2-pt shot from 14 ft (assist by T. Parker),2,89-96,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,T. Parker makes 2-pt shot from 2 ft (assist by R. Gay),2,91-96,,
11:26.0,,,91-96,,W. Barton misses 2-pt shot from 4 ft
11:24.0,,,91-96,,Offensive rebound by M. Plumlee
11:24.0,,,91-96,,M. Plumlee misses 2-pt shot at rim
11:24.0,,,91-96,,Offensive rebound by W. Barton
11:24.0,,,91-98,2,W. Barton makes 2-pt shot from 3 ft
11:24.0,,,91-98,,Shooting foul by R. Gay (drawn by W. Barton)
11:24.0,,,91-99,1,W. Barton makes free throw 1 of 1
11:04.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by T. Parker),2,93-99,,
10:50.0,,,93-99,,W. Barton misses 3-pt shot from 24 ft
10:47.0,Defensive rebound by T. Parker,,93-99,,
10:45.0,P. Mills makes 2-pt shot from 1 ft (assist by T. Parker),2,95-99,,
10:45.0,,,95-99,,Denver full timeout
10:45.0,K. Anderson enters the game for T. Parker,,95-99,,
10:45.0,D. Murray enters the game for R. Gay,,95-99,,
10:33.0,,,95-101,2,T. Lyles makes 2-pt shot from 3 ft (assist by D. Harris)
10:14.0,J. Lauvergne makes 2-pt shot from 2 ft (assist by D. Murray),2,97-101,,
9:55.0,,,97-101,,Shooting foul by K. Anderson (drawn by T. Lyles)
9:55.0,,,97-101,,T. Lyles misses free throw 1 of 2
9:55.0,,,97-101,,Offensive rebound by Team
9:55.0,,,97-101,,N. Jokic enters the game for M. Plumlee
9:55.0,,,97-101,,T. Lyles misses free throw 2 of 2
9:53.0,Defensive rebound by J. Lauvergne,,97-101,,
9:44.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by D. Murray),2,99-101,,
9:44.0,Shooting foul by D. Harris (drawn by J. Lauvergne),,99-101,,
9:44.0,J. Lauvergne misses free throw 1 of 1,,99-101,,
9:41.0,,,99-101,,Defensive rebound by W. Chandler
9:32.0,,,99-101,,W. Chandler misses 2-pt shot from 2 ft
9:31.0,,,99-101,,W. Chandler misses 2-pt shot from 2 ft
9:31.0,,,99-101,,Offensive rebound by W. Chandler
9:30.0,,,99-101,,Offensive rebound by T. Lyles
9:29.0,,,99-101,,T. Lyles misses 2-pt shot from 1 ft
9:29.0,,,99-101,,Offensive rebound by W. Chandler
9:25.0,,,99-101,,W. Chandler misses 2-pt shot at rim
9:24.0,Defensive rebound by P. Mills,,99-101,,
9:19.0,Turnover by D. Murray (lost ball; steal by T. Lyles),,99-101,,
9:15.0,,,99-101,,D. Harris misses 3-pt shot from 25 ft
9:11.0,,,99-101,,Offensive rebound by N. Jokic
9:08.0,,,99-103,2,W. Barton makes 2-pt shot from 2 ft (assist by N. Jokic)
9:08.0,,,99-103,,Shooting foul by D. Bertans (drawn by W. Barton)
9:08.0,T. Parker enters the game for P. Mills,,99-103,,
9:08.0,,,99-104,1,W. Barton makes free throw 1 of 1
8:54.0,J. Lauvergne misses 2-pt shot from 1 ft,,99-104,,
8:51.0,,,99-104,,Defensive rebound by D. Harris
8:48.0,,,99-106,2,D. Harris makes 2-pt shot from 2 ft
8:48.0,,,99-106,,Shooting foul by D. Murray (drawn by D. Harris)
8:48.0,L. Aldridge enters the game for J. Lauvergne,,99-106,,
8:48.0,,,99-107,1,D. Harris makes free throw 1 of 1
8:35.0,,,99-107,,Personal foul by N. Jokic (drawn by L. Aldridge)
8:27.0,Shooting foul by T. Lyles (drawn by K. Anderson),,99-107,,
8:27.0,K. Anderson makes free throw 1 of 2,1,100-107,,
8:27.0,M. Ginobili enters the game for D. Murray,,100-107,,
8:27.0,K. Anderson makes free throw 2 of 2,1,101-107,,
8:15.0,,,101-107,,T. Lyles misses 2-pt shot from 3 ft
8:15.0,,,101-107,,Offensive rebound by N. Jokic
8:15.0,,,101-107,,Shooting foul by D. Bertans (drawn by N. Jokic)
8:15.0,,,101-108,1,N. Jokic makes free throw 1 of 2
8:15.0,,,101-109,1,N. Jokic makes free throw 2 of 2
8:03.0,L. Aldridge misses 2-pt shot from 2 ft,,101-109,,
8:00.0,,,101-109,,Defensive rebound by W. Barton
7:42.0,,,101-109,,Turnover by T. Lyles (bad pass; steal by L. Aldridge)
7:36.0,,,101-109,,Personal block foul by D. Harris (drawn by T. Parker)
7:36.0,,,101-109,,J. Murray enters the game for D. Harris
7:30.0,T. Parker makes 2-pt shot from 2 ft,2,103-109,,
7:13.0,,,103-109,,N. Jokic misses 2-pt shot from 2 ft
7:11.0,,,103-109,,Offensive rebound by W. Chandler
7:05.0,,,103-111,2,W. Chandler makes 2-pt shot from 17 ft
