time,LA Clippers,pts.away,score,pts.home,Oklahoma City
7:18.0,,,13-9,2,S. Adams makes 2-pt shot at rim
6:52.0,T. Harris makes 3-pt shot from 25 ft (assist by A. Rivers),3,16-9,,
6:45.0,,,16-9,,Shooting foul by S. Thornwell (drawn by P. George)
6:45.0,,,16-10,1,P. George makes free throw 1 of 2
6:45.0,,,16-11,1,P. George makes free throw 2 of 2
6:28.0,L. Williams misses 2-pt shot from 7 ft,,16-11,,
6:26.0,Offensive rebound by D. Jordan,,16-11,,
6:26.0,D. Jordan misses 2-pt shot at rim,,16-11,,
6:25.0,Offensive rebound by D. Jordan,,16-11,,
6:25.0,D. Jordan misses 2-pt shot at rim,,16-11,,
6:23.0,,,16-11,,Defensive rebound by S. Adams
6:07.0,,,16-11,,R. Westbrook misses 2-pt shot at rim
5:59.0,,,16-11,,Offensive rebound by S. Adams
5:59.0,,,16-11,,Turnover by S. Adams (lost ball; steal by A. Rivers)
5:56.0,S. Thornwell misses 3-pt shot from 25 ft,,16-11,,
5:53.0,,,16-11,,Defensive rebound by C. Anthony
5:50.0,,,16-11,,Turnover by C. Anthony (bad pass; steal by D. Jordan)
5:48.0,Turnover by A. Rivers (bad pass),,16-11,,
5:34.0,,,16-11,,C. Anthony misses 2-pt shot from 1 ft
5:29.0,,,16-11,,Offensive rebound by C. Anthony
5:29.0,,,16-11,,C. Anthony misses 2-pt shot at rim
5:27.0,,,16-11,,Offensive rebound by S. Adams
5:27.0,,,16-13,2,S. Adams makes 2-pt shot at rim
5:25.0,LA Clippers full timeout,,16-13,,
5:19.0,T. Harris misses 3-pt shot from 22 ft,,16-13,,
5:15.0,,,16-13,,Defensive rebound by R. Westbrook
5:03.0,,,16-13,,R. Westbrook misses 2-pt shot from 20 ft
4:59.0,Defensive rebound by A. Rivers,,16-13,,
4:52.0,T. Harris makes 2-pt shot from 8 ft,2,18-13,,
4:41.0,Personal block foul by A. Rivers (drawn by R. Westbrook),,18-13,,
4:41.0,M. Teodosic enters the game for L. Williams,,18-13,,
4:32.0,,,18-15,2,P. George makes 2-pt shot at rim
4:15.0,S. Thornwell makes 2-pt shot from 6 ft (assist by M. Teodosic),2,20-15,,
4:03.0,,,20-15,,P. George misses 3-pt shot from 22 ft
4:00.0,Defensive rebound by D. Jordan,,20-15,,
3:52.0,S. Thornwell misses 2-pt shot from 1 ft (block by S. Adams),,20-15,,
3:50.0,,,20-15,,Defensive rebound by S. Adams
3:42.0,,,20-15,,C. Brewer misses 3-pt shot from 22 ft
3:40.0,,,20-15,,Offensive rebound by R. Westbrook
3:38.0,,,20-15,,C. Anthony misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by D. Jordan,,20-15,,
3:25.0,Turnover by T. Harris (bad pass; steal by P. George),,20-15,,
3:21.0,,,20-17,2,R. Westbrook makes 2-pt shot at rim (assist by C. Brewer)
3:03.0,T. Harris misses 3-pt shot from 25 ft,,20-17,,
3:03.0,Offensive rebound by D. Jordan,,20-17,,
2:53.0,S. Thornwell makes 2-pt shot from 20 ft (assist by T. Harris),2,22-17,,
2:38.0,,,22-17,,P. George misses 2-pt shot from 12 ft
2:38.0,Defensive rebound by S. Thornwell,,22-17,,
2:17.0,Turnover by M. Teodosic (bad pass; steal by C. Brewer),,22-17,,
2:14.0,,,22-17,,C. Brewer misses 2-pt shot from 2 ft
2:12.0,Defensive rebound by Team,,22-17,,
2:12.0,,,22-17,,R. Felton enters the game for R. Westbrook
2:12.0,,,22-17,,P. Patterson enters the game for C. Anthony
2:00.0,,,22-17,,Personal foul by C. Brewer (drawn by D. Jordan)
2:00.0,J. Evans enters the game for A. Rivers,,22-17,,
1:52.0,T. Harris makes 3-pt shot from 22 ft (assist by M. Teodosic),3,25-17,,
1:43.0,,,25-17,,Shooting foul by D. Jordan (drawn by P. George)
1:43.0,,,25-18,1,P. George makes free throw 1 of 2
1:43.0,,,25-18,,T. Ferguson enters the game for C. Brewer
1:43.0,,,25-18,,J. Grant enters the game for S. Adams
1:43.0,M. Harrell enters the game for D. Jordan,,25-18,,
1:43.0,,,25-19,1,P. George makes free throw 2 of 2
1:28.0,M. Teodosic makes 3-pt shot from 24 ft (assist by T. Harris),3,28-19,,
1:09.0,,,28-22,3,P. Patterson makes 3-pt shot from 23 ft (assist by P. George)
0:55.0,M. Harrell makes 2-pt shot from 1 ft (assist by M. Teodosic),2,30-22,,
0:48.0,,,30-22,,J. Grant misses 3-pt shot from 23 ft
0:46.0,,,30-22,,Offensive rebound by P. Patterson
0:46.0,,,30-24,2,P. Patterson makes 2-pt shot at rim
0:38.0,LA Clippers full timeout,,30-24,,
0:29.0,S. Thornwell misses 2-pt shot from 3 ft,,30-24,,
0:29.0,,,30-24,,Defensive rebound by P. George
0:05.0,,,30-24,,P. George misses 2-pt shot from 14 ft
0:05.0,,,30-24,,Offensive rebound by P. Patterson
0:00.0,,,30-27,3,R. Felton makes 3-pt shot from 28 ft (assist by P. Patterson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,L. Williams misses 3-pt shot from 25 ft,,30-27,,
11:43.0,Offensive rebound by Team,,30-27,,
11:43.0,,,30-27,,Loose ball foul by J. Grant (drawn by M. Harrell)
11:34.0,,,30-27,,Violation by T. Ferguson (kicked ball)
11:27.0,S. Dekker makes 2-pt shot at rim (assist by J. Evans),2,32-27,,
11:18.0,Personal foul by M. Teodosic (drawn by P. George),,32-27,,
11:11.0,,,32-27,,Turnover by P. George (bad pass)
10:59.0,M. Harrell makes 2-pt shot at rim (assist by J. Evans),2,34-27,,
10:43.0,,,34-29,2,J. Grant makes 2-pt shot from 1 ft (assist by P. George)
10:35.0,Turnover by M. Teodosic (bad pass; steal by P. George),,34-29,,
10:23.0,,,34-31,2,R. Felton makes 2-pt shot at rim
10:14.0,Turnover by L. Williams (bad pass; steal by T. Ferguson),,34-31,,
10:09.0,,,34-33,2,T. Ferguson makes 2-pt shot at rim
9:50.0,M. Harrell misses 2-pt shot from 2 ft,,34-33,,
9:50.0,,,34-33,,Defensive rebound by J. Grant
9:39.0,,,34-36,3,T. Ferguson makes 3-pt shot from 23 ft (assist by P. Patterson)
9:20.0,S. Dekker makes 2-pt shot from 6 ft,2,36-36,,
9:08.0,,,36-38,2,J. Grant makes 2-pt shot from 1 ft (assist by P. George)
8:54.0,L. Williams misses 2-pt shot from 4 ft (block by J. Grant),,36-38,,
8:53.0,Offensive rebound by Team,,36-38,,
8:53.0,,,36-38,,A. Abrines enters the game for P. George
8:42.0,S. Dekker makes 2-pt shot from 1 ft,2,38-38,,
8:25.0,,,38-41,3,P. Patterson makes 3-pt shot from 24 ft (assist by R. Felton)
8:16.0,Offensive foul by M. Harrell (drawn by T. Ferguson),,38-41,,
8:16.0,Turnover by M. Harrell (offensive foul),,38-41,,
8:16.0,,,38-41,,R. Westbrook enters the game for R. Felton
8:16.0,A. Rivers enters the game for J. Evans,,38-41,,
8:08.0,,,38-43,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
8:08.0,,,38-43,,Shooting foul by S. Dekker (drawn by J. Grant)
8:08.0,D. Jordan enters the game for S. Dekker,,38-43,,
8:08.0,,,38-43,,J. Grant misses free throw 1 of 1
8:06.0,Defensive rebound by M. Harrell,,38-43,,
7:52.0,,,38-43,,Personal block foul by J. Grant (drawn by M. Harrell)
7:52.0,,,38-43,,S. Adams enters the game for J. Grant
7:47.0,Turnover by M. Harrell (out of bounds lost ball),,38-43,,
7:37.0,,,38-45,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
7:10.0,M. Teodosic makes 3-pt shot from 26 ft (assist by A. Rivers),3,41-45,,
7:04.0,,,41-47,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:49.0,A. Rivers misses 2-pt shot from 2 ft,,41-47,,
6:49.0,Offensive rebound by D. Jordan,,41-47,,
6:49.0,Shooting foul by R. Westbrook (drawn by D. Jordan),,41-47,,
6:49.0,,,41-47,,Oklahoma City full timeout
6:49.0,T. Harris enters the game for M. Harrell,,41-47,,
6:49.0,D. Jordan makes free throw 1 of 2,1,42-47,,
6:49.0,D. Jordan misses free throw 2 of 2,,42-47,,
6:48.0,,,42-47,,Defensive rebound by R. Westbrook
6:36.0,,,42-47,,S. Adams misses 2-pt shot from 1 ft
6:34.0,,,42-47,,Offensive rebound by S. Adams
6:32.0,,,42-49,2,A. Abrines makes 2-pt shot from 14 ft (assist by S. Adams)
6:19.0,T. Harris misses 2-pt shot from 1 ft,,42-49,,
6:16.0,Offensive rebound by D. Jordan,,42-49,,
6:16.0,D. Jordan makes 2-pt shot at rim,2,44-49,,
6:07.0,,,44-49,,R. Westbrook misses 2-pt shot from 10 ft
6:07.0,Defensive rebound by A. Rivers,,44-49,,
5:42.0,Turnover by Team (shot clock),,44-49,,
5:42.0,,,44-49,,Oklahoma City full timeout
5:42.0,,,44-49,,C. Anthony enters the game for T. Ferguson
5:42.0,,,44-49,,C. Brewer enters the game for P. Patterson
5:33.0,,,44-49,,S. Adams misses 2-pt shot from 10 ft
5:32.0,Defensive rebound by D. Jordan,,44-49,,
5:11.0,A. Rivers misses 2-pt shot at rim,,44-49,,
5:07.0,,,44-49,,Defensive rebound by R. Westbrook
5:04.0,,,44-51,2,C. Brewer makes 2-pt shot from 1 ft (assist by R. Westbrook)
4:50.0,L. Williams makes 2-pt shot from 12 ft,2,46-51,,
4:32.0,,,46-51,,A. Abrines misses 3-pt shot from 26 ft
4:30.0,,,46-51,,Offensive rebound by S. Adams
4:26.0,,,46-51,,Shooting foul by L. Williams (drawn by S. Adams)
4:26.0,,,46-52,1,S. Adams makes free throw 1 of 2
4:26.0,,,46-52,,P. George enters the game for A. Abrines
4:26.0,S. Thornwell enters the game for M. Teodosic,,46-52,,
4:26.0,,,46-52,,S. Adams misses free throw 2 of 2
4:24.0,Defensive rebound by D. Jordan,,46-52,,
4:15.0,L. Williams makes 2-pt shot from 10 ft,2,48-52,,
3:51.0,,,48-52,,C. Anthony misses 3-pt shot from 23 ft
3:48.0,Defensive rebound by D. Jordan,,48-52,,
3:39.0,L. Williams misses 2-pt shot from 7 ft,,48-52,,
3:38.0,,,48-52,,Defensive rebound by P. George
3:31.0,,,48-54,2,C. Brewer makes 2-pt shot from 1 ft (assist by P. George)
3:03.0,Turnover by Team (shot clock),,48-54,,
2:56.0,,,48-54,,C. Brewer misses 2-pt shot at rim (block by L. Williams)
2:54.0,Defensive rebound by D. Jordan,,48-54,,
2:48.0,T. Harris misses 2-pt shot from 15 ft,,48-54,,
2:48.0,,,48-54,,Defensive rebound by R. Westbrook
2:40.0,,,48-56,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
2:14.0,D. Jordan misses 2-pt shot from 2 ft (block by S. Adams),,48-56,,
2:11.0,,,48-56,,Defensive rebound by P. George
2:03.0,,,48-56,,Shooting foul by D. Jordan (drawn by S. Adams)
2:03.0,,,48-57,1,S. Adams makes free throw 1 of 2
2:03.0,M. Harrell enters the game for D. Jordan,,48-57,,
2:03.0,Technical foul by D. Jordan,,48-57,,
2:03.0,,,48-58,1,C. Anthony makes technical free throw
2:03.0,,,48-58,,S. Adams misses free throw 2 of 2
2:01.0,Defensive rebound by T. Harris,,48-58,,
1:56.0,L. Williams misses 3-pt shot from 25 ft,,48-58,,
1:52.0,,,48-58,,Defensive rebound by R. Westbrook
1:50.0,,,48-58,,Shooting foul by A. Rivers (drawn by C. Brewer)
1:50.0,,,48-59,1,C. Brewer makes free throw 1 of 2
1:50.0,,,48-60,1,C. Brewer makes free throw 2 of 2
1:38.0,A. Rivers misses 3-pt shot from 25 ft,,48-60,,
1:35.0,,,48-60,,Defensive rebound by R. Westbrook
1:20.0,,,48-60,,Turnover by R. Westbrook (bad pass; steal by T. Harris)
1:14.0,T. Harris misses 2-pt shot from 2 ft (block by S. Adams),,48-60,,
1:12.0,Offensive rebound by T. Harris,,48-60,,
1:11.0,T. Harris makes 2-pt shot from 1 ft,2,50-60,,
1:00.0,,,50-60,,Turnover by R. Westbrook (bad pass; steal by L. Williams)
0:56.0,L. Williams makes 2-pt shot from 1 ft,2,52-60,,
0:50.0,,,52-63,3,C. Brewer makes 3-pt shot from 22 ft (assist by R. Westbrook)
0:36.0,T. Harris makes 2-pt shot at rim (assist by L. Williams),2,54-63,,
0:27.0,,,54-63,,R. Westbrook misses 2-pt shot from 11 ft
0:24.0,Defensive rebound by S. Thornwell,,54-63,,
0:05.0,,,54-63,,Personal foul by C. Brewer (drawn by L. Williams)
0:05.0,M. Teodosic enters the game for S. Thornwell,,54-63,,
0:00.0,T. Harris makes 2-pt shot from 16 ft,2,56-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,Turnover by L. Williams (bad pass),,56-63,,
11:15.0,,,56-65,2,P. George makes 2-pt shot from 12 ft
10:58.0,A. Rivers makes 3-pt shot from 22 ft (assist by T. Harris),3,59-65,,
10:44.0,,,59-65,,C. Brewer misses 3-pt shot from 23 ft
10:42.0,Defensive rebound by D. Jordan,,59-65,,
10:27.0,,,59-65,,Personal foul by C. Brewer (drawn by A. Rivers)
10:27.0,Technical foul by A. Rivers,,59-65,,
10:27.0,,,59-66,1,P. George makes technical free throw
10:22.0,T. Harris makes 3-pt shot from 22 ft (assist by L. Williams),3,62-66,,
10:11.0,Personal foul by A. Rivers (drawn by R. Westbrook),,62-66,,
10:08.0,,,62-66,,R. Westbrook misses 2-pt shot at rim (block by A. Rivers)
10:06.0,Defensive rebound by L. Williams,,62-66,,
10:02.0,D. Jordan makes 2-pt shot from 1 ft (assist by L. Williams),2,64-66,,
9:51.0,,,64-69,3,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook)
9:32.0,Turnover by L. Williams (bad pass; steal by P. George),,64-69,,
9:28.0,,,64-71,2,C. Brewer makes 2-pt shot at rim (assist by P. George)
9:18.0,,,64-71,,Violation by C. Brewer (kicked ball)
9:08.0,Shooting foul by P. George (drawn by S. Thornwell),,64-71,,
9:08.0,S. Thornwell makes free throw 1 of 2,1,65-71,,
9:08.0,S. Thornwell makes free throw 2 of 2,1,66-71,,
8:58.0,,,66-71,,Turnover by R. Westbrook (bad pass; steal by A. Rivers)
8:56.0,,,66-71,,Personal foul by R. Westbrook (drawn by A. Rivers)
8:54.0,A. Rivers makes 3-pt shot from 26 ft (assist by L. Williams),3,69-71,,
8:36.0,,,69-73,2,P. George makes 2-pt shot at rim
8:20.0,L. Williams misses 3-pt shot from 22 ft,,69-73,,
8:18.0,,,69-73,,Defensive rebound by R. Westbrook
8:08.0,,,69-73,,R. Westbrook misses 2-pt shot from 14 ft
8:04.0,,,69-73,,Offensive rebound by S. Adams
8:03.0,,,69-73,,C. Anthony misses 3-pt shot from 25 ft
8:00.0,,,69-73,,Offensive rebound by C. Brewer
7:57.0,,,69-76,3,P. George makes 3-pt shot from 25 ft (assist by C. Brewer)
7:35.0,T. Harris makes 3-pt shot from 24 ft,3,72-76,,
7:13.0,,,72-76,,Turnover by S. Adams (lost ball; steal by T. Harris)
7:08.0,T. Harris misses 2-pt shot from 1 ft (block by S. Adams),,72-76,,
7:04.0,,,72-76,,Defensive rebound by R. Westbrook
7:03.0,,,72-76,,P. George misses 3-pt shot from 25 ft
7:03.0,Defensive rebound by D. Jordan,,72-76,,
6:58.0,T. Harris makes 2-pt shot at rim (assist by D. Jordan),2,74-76,,
6:58.0,,,74-76,,Oklahoma City full timeout
6:38.0,,,74-79,3,P. George makes 3-pt shot from 24 ft (assist by C. Anthony)
6:11.0,Turnover by T. Harris (bad pass; steal by S. Adams),,74-79,,
6:06.0,,,74-81,2,R. Westbrook makes 2-pt shot from 1 ft (assist by C. Brewer)
5:53.0,A. Rivers makes 2-pt shot from 1 ft,2,76-81,,
5:41.0,,,76-81,,P. George misses 3-pt shot from 24 ft
5:38.0,Defensive rebound by T. Harris,,76-81,,
5:20.0,L. Williams misses 2-pt shot from 14 ft,,76-81,,
5:15.0,Offensive rebound by A. Rivers,,76-81,,
5:13.0,T. Harris misses 2-pt shot from 16 ft,,76-81,,
5:09.0,Offensive rebound by D. Jordan,,76-81,,
5:05.0,Turnover by D. Jordan (lost ball; steal by S. Adams),,76-81,,
5:00.0,,,76-83,2,R. Westbrook makes 2-pt shot from 1 ft (assist by P. George)
4:59.0,LA Clippers full timeout,,76-83,,
4:59.0,M. Teodosic enters the game for L. Williams,,76-83,,
4:41.0,Turnover by A. Rivers (bad pass; steal by C. Brewer),,76-83,,
4:37.0,,,76-83,,R. Westbrook misses 2-pt shot at rim
4:35.0,Defensive rebound by M. Teodosic,,76-83,,
4:31.0,Turnover by S. Thornwell (bad pass; steal by C. Brewer),,76-83,,
4:10.0,,,76-85,2,R. Westbrook makes 2-pt shot from 1 ft
3:58.0,Shooting foul by C. Anthony (drawn by A. Rivers),,76-85,,
3:58.0,A. Rivers misses free throw 1 of 2,,76-85,,
3:58.0,Offensive rebound by Team,,76-85,,
3:58.0,,,76-85,,T. Ferguson enters the game for C. Brewer
3:58.0,A. Rivers makes free throw 2 of 2,1,77-85,,
3:44.0,,,77-87,2,C. Anthony makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:24.0,S. Thornwell misses 3-pt shot from 23 ft,,77-87,,
3:20.0,,,77-87,,Defensive rebound by C. Anthony
3:15.0,,,77-87,,S. Adams misses 2-pt shot from 6 ft
3:11.0,Defensive rebound by D. Jordan,,77-87,,
3:01.0,T. Harris misses 3-pt shot from 24 ft,,77-87,,
2:57.0,Offensive rebound by D. Jordan,,77-87,,
2:56.0,D. Jordan makes 2-pt shot at rim,2,79-87,,
2:44.0,,,79-87,,R. Westbrook misses 3-pt shot from 24 ft
2:43.0,Defensive rebound by D. Jordan,,79-87,,
2:34.0,,,79-87,,Personal foul by T. Ferguson (drawn by M. Teodosic)
2:34.0,M. Teodosic misses free throw 1 of 2,,79-87,,
2:34.0,Offensive rebound by Team,,79-87,,
2:34.0,,,79-87,,R. Felton enters the game for R. Westbrook
2:34.0,,,79-87,,J. Grant enters the game for C. Anthony
2:34.0,,,79-87,,P. Patterson enters the game for S. Adams
2:34.0,M. Harrell enters the game for D. Jordan,,79-87,,
2:34.0,M. Teodosic makes free throw 2 of 2,1,80-87,,
2:22.0,,,80-87,,P. Patterson misses 3-pt shot from 22 ft
2:20.0,Defensive rebound by S. Thornwell,,80-87,,
2:06.0,Turnover by M. Teodosic (bad pass; steal by P. Patterson),,80-87,,
2:01.0,,,80-87,,T. Ferguson misses 3-pt shot from 23 ft
1:57.0,Defensive rebound by A. Rivers,,80-87,,
1:36.0,,,80-87,,Personal block foul by J. Grant (drawn by A. Rivers)
1:36.0,A. Rivers makes free throw 1 of 2,1,81-87,,
1:36.0,B. Marjanovic enters the game for T. Harris,,81-87,,
1:36.0,A. Rivers makes free throw 2 of 2,1,82-87,,
1:24.0,,,82-89,2,R. Felton makes 2-pt shot from 17 ft
0:56.0,A. Rivers misses 3-pt shot from 24 ft,,82-89,,
0:53.0,,,82-89,,Defensive rebound by P. George
0:46.0,,,82-89,,T. Ferguson misses 3-pt shot from 23 ft
0:45.0,Defensive rebound by B. Marjanovic,,82-89,,
0:35.0,S. Thornwell misses 2-pt shot at rim,,82-89,,
0:33.0,Offensive rebound by S. Thornwell,,82-89,,
0:24.0,S. Thornwell misses 2-pt shot from 1 ft (block by P. George),,82-89,,
0:23.0,Offensive rebound by B. Marjanovic,,82-89,,
0:23.0,B. Marjanovic misses 2-pt shot at rim,,82-89,,
0:22.0,Offensive rebound by B. Marjanovic,,82-89,,
0:21.0,B. Marjanovic makes 2-pt shot at rim,2,84-89,,
0:05.0,,,84-89,,R. Felton misses 3-pt shot from 26 ft
0:03.0,Defensive rebound by Team,,84-89,,
0:03.0,J. Evans enters the game for S. Thornwell,,84-89,,
0:03.0,L. Williams enters the game for A. Rivers,,84-89,,
0:01.0,B. Marjanovic misses 2-pt shot from 10 ft,,84-89,,
0:01.0,,,84-89,,Defensive rebound by J. Grant
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,,,84-89,,P. Patterson misses 3-pt shot from 22 ft
11:49.0,,,84-89,,Offensive rebound by P. George
11:48.0,,,84-89,,Turnover by P. George (bad pass; steal by L. Williams)
11:43.0,M. Harrell misses 2-pt shot from 1 ft (block by J. Grant),,84-89,,
11:40.0,,,84-89,,Defensive rebound by R. Felton
11:38.0,,,84-91,2,P. George makes 2-pt shot at rim (assist by R. Felton)
11:20.0,L. Williams misses 3-pt shot from 23 ft,,84-91,,
11:18.0,,,84-91,,Defensive rebound by R. Felton
11:07.0,,,84-91,,R. Felton misses 2-pt shot from 15 ft
11:06.0,Defensive rebound by B. Marjanovic,,84-91,,
10:57.0,B. Marjanovic makes 2-pt shot at rim (assist by M. Harrell),2,86-91,,
10:57.0,Shooting foul by R. Felton (drawn by B. Marjanovic),,86-91,,
10:57.0,B. Marjanovic makes free throw 1 of 1,1,87-91,,
10:45.0,Personal foul by M. Teodosic (drawn by P. George),,87-91,,
10:33.0,,,87-94,3,T. Ferguson makes 3-pt shot from 25 ft (assist by R. Felton)
10:23.0,Shooting foul by P. Patterson (drawn by M. Harrell),,87-94,,
10:23.0,M. Harrell makes free throw 1 of 2,1,88-94,,
10:23.0,,,88-94,,A. Abrines enters the game for J. Grant
10:23.0,,,88-94,,S. Adams enters the game for P. George
10:23.0,M. Harrell misses free throw 2 of 2,,88-94,,
10:21.0,,,88-94,,Defensive rebound by A. Abrines
10:06.0,,,88-96,2,T. Ferguson makes 2-pt shot at rim (assist by R. Felton)
9:52.0,M. Teodosic misses 3-pt shot from 26 ft,,88-96,,
9:51.0,,,88-96,,Defensive rebound by P. Patterson
9:45.0,Personal foul by J. Evans (drawn by R. Felton),,88-96,,
9:34.0,,,88-98,2,R. Felton makes 2-pt shot from 1 ft
9:20.0,Shooting foul by T. Ferguson (drawn by L. Williams),,88-98,,
9:20.0,L. Williams makes free throw 1 of 3,1,89-98,,
9:20.0,L. Williams makes free throw 2 of 3,1,90-98,,
9:20.0,L. Williams misses free throw 3 of 3,,90-98,,
9:18.0,,,90-98,,Defensive rebound by P. Patterson
9:05.0,,,90-98,,A. Abrines misses 3-pt shot from 26 ft
9:02.0,Defensive rebound by M. Harrell,,90-98,,
9:00.0,,,90-98,,Personal block foul by R. Felton (drawn by J. Evans)
9:00.0,,,90-98,,R. Westbrook enters the game for R. Felton
8:52.0,L. Williams misses 2-pt shot from 5 ft,,90-98,,
8:50.0,,,90-98,,Defensive rebound by S. Adams
8:48.0,,,90-98,,Shooting foul by M. Harrell (drawn by T. Ferguson)
8:48.0,,,90-99,1,T. Ferguson makes free throw 1 of 2
8:48.0,A. Rivers enters the game for J. Evans,,90-99,,
8:48.0,,,90-100,1,T. Ferguson makes free throw 2 of 2
8:28.0,M. Teodosic misses 2-pt shot from 1 ft (block by P. Patterson),,90-100,,
8:28.0,Offensive rebound by B. Marjanovic,,90-100,,
8:28.0,B. Marjanovic makes 2-pt shot at rim,2,92-100,,
8:28.0,Shooting foul by S. Adams (drawn by B. Marjanovic),,92-100,,
8:28.0,B. Marjanovic makes free throw 1 of 1,1,93-100,,
8:17.0,,,93-100,,P. Patterson misses 2-pt shot from 7 ft (block by A. Rivers)
8:17.0,,,93-100,,Offensive rebound by P. Patterson
8:08.0,,,93-102,2,R. Westbrook makes 2-pt shot from 20 ft
7:41.0,Turnover by A. Rivers (bad pass; steal by A. Abrines),,93-102,,
7:41.0,Personal foul by M. Teodosic (drawn by A. Abrines),,93-102,,
7:41.0,T. Harris enters the game for M. Harrell,,93-102,,
7:33.0,,,93-102,,Turnover by S. Adams (lost ball; steal by M. Teodosic)
7:26.0,L. Williams makes 2-pt shot from 3 ft,2,95-102,,
7:08.0,,,95-102,,A. Abrines misses 3-pt shot from 25 ft
7:05.0,,,95-102,,Offensive rebound by S. Adams
7:04.0,,,95-102,,S. Adams misses 2-pt shot from 1 ft
7:04.0,Defensive rebound by B. Marjanovic,,95-102,,
7:01.0,Turnover by B. Marjanovic (bad pass; steal by T. Ferguson),,95-102,,
6:55.0,,,95-102,,R. Westbrook misses 2-pt shot from 13 ft
6:48.0,,,95-102,,Offensive rebound by S. Adams
6:47.0,,,95-102,,Turnover by S. Adams (bad pass; steal by L. Williams)
6:44.0,B. Marjanovic misses 2-pt shot from 1 ft,,95-102,,
6:42.0,Offensive rebound by T. Harris,,95-102,,
6:32.0,Turnover by L. Williams (bad pass; steal by T. Ferguson),,95-102,,
6:31.0,Personal take foul by M. Teodosic (drawn by R. Westbrook),,95-102,,
6:31.0,,,95-102,,Oklahoma City full timeout
6:31.0,,,95-102,,C. Brewer enters the game for T. Ferguson
6:31.0,,,95-102,,C. Anthony enters the game for P. Patterson
6:31.0,,,95-103,1,R. Westbrook makes free throw 1 of 2
6:31.0,,,95-104,1,R. Westbrook makes free throw 2 of 2
6:17.0,A. Rivers makes 2-pt shot at rim,2,97-104,,
