time,Oklahoma City,pts.away,score,pts.home,Portland
11:02.0,,,55-56,3,D. Lillard makes 3-pt shot from 24 ft
10:48.0,S. Adams misses 2-pt shot from 1 ft,,55-56,,
10:46.0,,,55-56,,Defensive rebound by C. McCollum
10:33.0,,,55-56,,A. Aminu misses 2-pt shot from 1 ft
10:30.0,,,55-56,,Offensive rebound by A. Aminu
10:30.0,,,55-56,,A. Aminu misses 2-pt shot from 1 ft
10:28.0,Defensive rebound by R. Westbrook,,55-56,,
10:21.0,P. Patterson misses 3-pt shot from 24 ft,,55-56,,
10:20.0,,,55-56,,Defensive rebound by C. McCollum
10:12.0,,,55-59,3,E. Turner makes 3-pt shot from 25 ft (assist by C. McCollum)
10:00.0,Offensive charge foul by R. Westbrook (drawn by D. Lillard),,55-59,,
10:00.0,Turnover by R. Westbrook (offensive foul),,55-59,,
9:48.0,,,55-59,,Turnover by J. Nurkic (turnover)
9:48.0,,,55-59,,Loose ball foul by J. Nurkic (drawn by P. George)
9:36.0,R. Westbrook misses 2-pt shot from 1 ft,,55-59,,
9:34.0,Offensive rebound by R. Westbrook,,55-59,,
9:34.0,R. Westbrook makes 2-pt shot at rim,2,57-59,,
9:26.0,,,57-59,,Turnover by J. Nurkic (bad pass)
9:26.0,,,57-59,,E. Davis enters the game for J. Nurkic
9:19.0,Turnover by P. George (bad pass),,57-59,,
9:13.0,,,57-59,,D. Lillard misses 2-pt shot from 2 ft (block by R. Westbrook)
9:13.0,,,57-59,,Offensive rebound by Team
9:04.0,,,57-59,,C. McCollum misses 3-pt shot from 24 ft
9:01.0,Defensive rebound by R. Westbrook,,57-59,,
8:57.0,P. Patterson makes 3-pt shot from 23 ft (assist by R. Westbrook),3,60-59,,
8:41.0,,,60-59,,D. Lillard misses 2-pt shot from 1 ft
8:39.0,,,60-59,,Offensive rebound by E. Davis
8:39.0,,,60-61,2,E. Davis makes 2-pt shot at rim
8:30.0,R. Westbrook misses 2-pt shot from 13 ft,,60-61,,
8:28.0,,,60-61,,Defensive rebound by C. McCollum
8:23.0,,,60-61,,C. McCollum misses 2-pt shot from 13 ft
8:19.0,Defensive rebound by P. George,,60-61,,
8:15.0,R. Westbrook misses 2-pt shot from 1 ft (block by D. Lillard),,60-61,,
8:15.0,Offensive rebound by Team,,60-61,,
8:07.0,S. Adams misses 2-pt shot from 3 ft (block by E. Davis),,60-61,,
8:07.0,Offensive rebound by Team,,60-61,,
8:02.0,P. George makes 2-pt shot from 12 ft,2,62-61,,
7:43.0,,,62-61,,D. Lillard misses 3-pt shot from 27 ft
7:41.0,Defensive rebound by P. George,,62-61,,
7:34.0,,,62-61,,Personal foul by E. Turner (drawn by P. George)
7:28.0,R. Westbrook misses 2-pt shot from 1 ft,,62-61,,
7:26.0,,,62-61,,Defensive rebound by A. Aminu
7:20.0,,,62-64,3,A. Aminu makes 3-pt shot from 22 ft (assist by D. Lillard)
6:58.0,P. George makes 2-pt shot from 1 ft,2,64-64,,
6:45.0,,,64-64,,Offensive foul by C. McCollum (drawn by P. George)
6:45.0,,,64-64,,Turnover by C. McCollum (offensive foul)
6:45.0,,,64-64,,Portland full timeout
6:45.0,,,64-64,,Z. Collins enters the game for A. Aminu
6:38.0,R. Westbrook misses 2-pt shot from 1 ft (block by C. McCollum),,64-64,,
6:38.0,,,64-64,,Defensive rebound by Team
6:24.0,,,64-66,2,E. Turner makes 2-pt shot from 17 ft
6:11.0,P. George makes 2-pt shot from 1 ft,2,66-66,,
6:11.0,Shooting foul by E. Davis (drawn by P. George),,66-66,,
6:11.0,C. Brewer enters the game for J. Huestis,,66-66,,
6:11.0,P. George makes free throw 1 of 1,1,67-66,,
6:00.0,Personal foul by C. Brewer (drawn by C. McCollum),,67-66,,
5:53.0,,,67-69,3,C. McCollum makes 3-pt shot from 24 ft (assist by D. Lillard)
5:34.0,R. Westbrook misses 3-pt shot from 24 ft,,67-69,,
5:33.0,,,67-69,,Defensive rebound by E. Davis
5:24.0,,,67-69,,Offensive foul by E. Davis (drawn by C. Brewer)
5:24.0,,,67-69,,Turnover by E. Davis (offensive foul)
5:11.0,R. Westbrook misses 2-pt shot at rim,,67-69,,
5:09.0,,,67-69,,Defensive rebound by E. Davis
5:02.0,,,67-71,2,C. McCollum makes 2-pt shot from 19 ft
4:50.0,R. Westbrook misses 2-pt shot from 16 ft,,67-71,,
4:47.0,,,67-71,,Defensive rebound by E. Davis
4:39.0,,,67-73,2,E. Davis makes 2-pt shot from 1 ft (assist by C. McCollum)
4:39.0,Oklahoma City full timeout,,67-73,,
4:28.0,R. Westbrook makes 2-pt shot from 1 ft,2,69-73,,
4:05.0,,,69-73,,C. McCollum misses 3-pt shot from 25 ft
4:03.0,Defensive rebound by R. Westbrook,,69-73,,
4:00.0,S. Adams makes 2-pt shot from 3 ft (assist by R. Westbrook),2,71-73,,
3:37.0,,,71-73,,C. McCollum misses 3-pt shot from 24 ft
3:32.0,,,71-73,,Offensive rebound by E. Turner
3:32.0,,,71-75,2,E. Turner makes 2-pt shot at rim
3:25.0,Turnover by R. Westbrook (out of bounds lost ball),,71-75,,
3:25.0,,,71-75,,P. Connaughton enters the game for C. McCollum
3:25.0,J. Grant enters the game for P. Patterson,,71-75,,
3:15.0,,,71-75,,D. Lillard misses 3-pt shot from 26 ft
3:09.0,,,71-75,,Offensive rebound by Z. Collins
3:08.0,,,71-75,,Turnover by Z. Collins (lost ball; steal by S. Adams)
3:01.0,P. George misses 3-pt shot from 24 ft,,71-75,,
2:58.0,,,71-75,,Defensive rebound by Z. Collins
2:53.0,,,71-75,,D. Lillard misses 2-pt shot from 2 ft
2:49.0,,,71-75,,Offensive rebound by E. Davis
2:49.0,,,71-77,2,E. Davis makes 2-pt shot at rim
2:32.0,,,71-77,,Personal foul by E. Davis (drawn by S. Adams)
2:32.0,,,71-77,,M. Leonard enters the game for E. Davis
2:32.0,R. Felton enters the game for R. Westbrook,,71-77,,
2:24.0,Turnover by P. George (palming),,71-77,,
2:10.0,,,71-77,,M. Leonard misses 3-pt shot from 22 ft
2:07.0,Defensive rebound by C. Brewer,,71-77,,
1:59.0,Turnover by C. Brewer (bad pass; steal by P. Connaughton),,71-77,,
1:55.0,,,71-77,,E. Turner misses 3-pt shot from 25 ft
1:49.0,,,71-77,,Offensive rebound by P. Connaughton
1:39.0,,,71-77,,Shooting foul by J. Grant (drawn by D. Lillard)
1:39.0,,,71-78,1,D. Lillard makes free throw 1 of 2
1:39.0,,,71-79,1,D. Lillard makes free throw 2 of 2
1:27.0,Turnover by P. George (bad pass; steal by M. Leonard),,71-79,,
1:22.0,,,71-79,,D. Lillard misses 2-pt shot from 1 ft
1:19.0,Defensive rebound by J. Grant,,71-79,,
1:14.0,J. Grant makes 3-pt shot from 25 ft (assist by C. Brewer),3,74-79,,
0:45.0,,,74-81,2,P. Connaughton makes 2-pt shot from 2 ft
0:30.0,P. George misses 3-pt shot from 24 ft,,74-81,,
0:28.0,,,74-81,,Defensive rebound by D. Lillard
0:09.0,,,74-83,2,D. Lillard makes 2-pt shot from 1 ft
0:01.0,Shooting foul by E. Turner (drawn by P. George),,74-83,,
0:01.0,P. George misses free throw 1 of 2,,74-83,,
0:01.0,Offensive rebound by Team,,74-83,,
0:01.0,,,74-83,,S. Napier enters the game for E. Turner
0:01.0,P. Patterson enters the game for S. Adams,,74-83,,
0:01.0,P. George makes free throw 2 of 2,1,75-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,75-83,,Shooting foul by R. Felton (drawn by S. Napier)
11:38.0,,,75-84,1,S. Napier makes free throw 1 of 2
11:38.0,,,75-85,1,S. Napier makes free throw 2 of 2
11:23.0,J. Grant makes 2-pt shot from 1 ft (assist by A. Abrines),2,77-85,,
11:02.0,,,77-87,2,Z. Collins makes 2-pt shot from 3 ft (assist by C. McCollum)
10:42.0,R. Felton misses 2-pt shot from 20 ft,,77-87,,
10:41.0,,,77-87,,Defensive rebound by M. Leonard
10:26.0,,,77-87,,Turnover by S. Napier (bad pass; steal by A. Abrines)
10:09.0,J. Grant makes 2-pt shot from 1 ft,2,79-87,,
9:47.0,,,79-89,2,C. McCollum makes 2-pt shot from 1 ft
9:22.0,R. Felton makes 2-pt shot from 14 ft,2,81-89,,
9:06.0,,,81-92,3,Z. Collins makes 3-pt shot from 26 ft (assist by C. McCollum)
8:46.0,P. Patterson makes 2-pt shot from 2 ft (assist by R. Felton),2,83-92,,
8:25.0,,,83-92,,Turnover by C. McCollum (out of bounds lost ball)
8:25.0,,,83-92,,J. Nurkic enters the game for M. Leonard
8:17.0,R. Felton makes 2-pt shot from 9 ft,2,85-92,,
7:56.0,,,85-92,,J. Nurkic misses 2-pt shot from 2 ft
7:54.0,Defensive rebound by P. Patterson,,85-92,,
7:46.0,J. Huestis misses 2-pt shot from 1 ft (block by Z. Collins),,85-92,,
7:43.0,,,85-92,,Defensive rebound by Z. Collins
7:29.0,Violation by P. Patterson (kicked ball),,85-92,,
7:29.0,,,85-92,,D. Lillard enters the game for S. Napier
7:29.0,R. Westbrook enters the game for A. Abrines,,85-92,,
7:29.0,S. Adams enters the game for J. Grant,,85-92,,
7:23.0,,,85-92,,P. Connaughton misses 3-pt shot from 24 ft
7:21.0,Defensive rebound by P. Patterson,,85-92,,
7:03.0,Turnover by P. Patterson (bad pass; steal by P. Connaughton),,85-92,,
6:59.0,Personal foul by R. Westbrook (drawn by P. Connaughton),,85-92,,
6:59.0,,,85-92,,Portland full timeout
6:53.0,,,85-92,,D. Lillard misses 3-pt shot from 26 ft
6:51.0,Defensive rebound by R. Felton,,85-92,,
6:37.0,R. Westbrook misses 2-pt shot from 18 ft,,85-92,,
6:35.0,,,85-92,,Defensive rebound by Z. Collins
6:14.0,,,85-92,,J. Nurkic misses 2-pt shot from 2 ft
6:14.0,,,85-92,,Offensive rebound by J. Nurkic
6:14.0,,,85-92,,Shooting foul by S. Adams (drawn by J. Nurkic)
6:14.0,,,85-92,,J. Nurkic misses free throw 1 of 2
6:14.0,,,85-92,,Offensive rebound by Team
6:14.0,P. George enters the game for J. Huestis,,85-92,,
6:14.0,J. Grant enters the game for P. Patterson,,85-92,,
6:14.0,A. Abrines enters the game for R. Felton,,85-92,,
6:14.0,,,85-93,1,J. Nurkic makes free throw 2 of 2
6:05.0,R. Westbrook misses 3-pt shot from 24 ft,,85-93,,
6:02.0,,,85-93,,Defensive rebound by J. Nurkic
5:44.0,,,85-95,2,C. McCollum makes 2-pt shot from 1 ft (assist by J. Nurkic)
5:27.0,P. George misses 2-pt shot from 18 ft (block by P. Connaughton),,85-95,,
5:24.0,Offensive rebound by J. Grant,,85-95,,
5:22.0,J. Grant misses 3-pt shot from 22 ft,,85-95,,
5:19.0,,,85-95,,Defensive rebound by C. McCollum
5:03.0,,,85-95,,D. Lillard misses 2-pt shot at rim (block by J. Grant)
5:01.0,Defensive rebound by J. Grant,,85-95,,
4:52.0,R. Westbrook makes 2-pt shot from 3 ft,2,87-95,,
4:29.0,,,87-95,,P. Connaughton misses 3-pt shot from 24 ft
4:24.0,Defensive rebound by P. George,,87-95,,
4:22.0,R. Westbrook makes 2-pt shot from 2 ft,2,89-95,,
4:22.0,,,89-95,,Violation by P. Connaughton (def goaltending)
