time,Chicago,pts.away,score,pts.home,New Orleans
10:06.0,Personal foul by R. Arcidiacono (drawn by J. Nelson),,25-30,,
9:51.0,,,25-32,2,D. Cousins makes 2-pt shot from 10 ft
9:41.0,Z. LaVine misses 3-pt shot from 26 ft,,25-32,,
9:41.0,,,25-32,,Defensive rebound by J. Nelson
9:31.0,,,25-32,,D. Cunningham misses 2-pt shot from 11 ft
9:31.0,Defensive rebound by B. Portis,,25-32,,
9:21.0,B. Portis misses 2-pt shot from 14 ft,,25-32,,
9:21.0,,,25-32,,Defensive rebound by D. Cousins
9:13.0,,,25-32,,Offensive foul by D. Cousins (drawn by B. Portis)
9:13.0,,,25-32,,Turnover by D. Cousins (offensive foul)
9:03.0,Offensive foul by B. Portis (drawn by J. Nelson),,25-32,,
9:03.0,Turnover by B. Portis (offensive foul),,25-32,,
8:49.0,,,25-32,,D. Miller misses 3-pt shot from 24 ft
8:47.0,Defensive rebound by Z. LaVine,,25-32,,
8:46.0,,,25-32,,Personal foul by D. Miller (drawn by Z. LaVine)
8:37.0,Z. LaVine misses 2-pt shot from 11 ft,,25-32,,
8:33.0,,,25-32,,Defensive rebound by D. Cunningham
8:27.0,,,25-32,,D. Miller misses 3-pt shot from 26 ft
8:23.0,Defensive rebound by Z. LaVine,,25-32,,
8:06.0,D. Nwaba misses 2-pt shot from 2 ft (block by D. Cunningham),,25-32,,
8:06.0,Offensive rebound by D. Nwaba,,25-32,,
8:06.0,Shooting foul by D. Cunningham (drawn by D. Nwaba),,25-32,,
8:06.0,D. Nwaba makes free throw 1 of 2,1,26-32,,
8:06.0,,,26-32,,A. Davis enters the game for D. Cunningham
8:06.0,D. Valentine enters the game for R. Arcidiacono,,26-32,,
8:06.0,D. Nwaba misses free throw 2 of 2,,26-32,,
8:04.0,,,26-32,,Defensive rebound by D. Miller
7:45.0,,,26-34,2,D. Cousins makes 2-pt shot from 2 ft (assist by A. Davis)
7:23.0,D. Valentine misses 3-pt shot from 24 ft,,26-34,,
7:21.0,,,26-34,,Defensive rebound by D. Cousins
7:20.0,,,26-36,2,A. Davis makes 2-pt shot at rim (assist by D. Cousins)
7:20.0,Chicago full timeout,,26-36,,
7:20.0,R. Lopez enters the game for B. Portis,,26-36,,
7:03.0,R. Lopez misses 2-pt shot from 4 ft,,26-36,,
7:01.0,,,26-36,,Defensive rebound by D. Cousins
6:40.0,,,26-39,3,J. Nelson makes 3-pt shot from 25 ft (assist by A. Davis)
6:22.0,N. Mirotic makes 3-pt shot from 25 ft (assist by D. Valentine),3,29-39,,
6:07.0,,,29-39,,Turnover by D. Cousins (lost ball; steal by N. Mirotic)
6:05.0,Z. LaVine makes 2-pt shot from 1 ft (assist by N. Mirotic),2,31-39,,
6:05.0,Shooting foul by I. Clark (drawn by Z. LaVine),,31-39,,
6:05.0,L. Markkanen enters the game for D. Nwaba,,31-39,,
6:05.0,Z. LaVine makes free throw 1 of 1,1,32-39,,
5:53.0,,,32-42,3,J. Nelson makes 3-pt shot from 26 ft
5:39.0,Z. LaVine makes 2-pt shot from 1 ft,2,34-42,,
5:39.0,,,34-42,,Violation by D. Cousins (def goaltending)
5:28.0,,,34-42,,J. Holiday enters the game for I. Clark
5:28.0,,,34-42,,E. Moore enters the game for J. Nelson
5:28.0,J. Grant enters the game for Z. LaVine,,34-42,,
5:15.0,,,34-45,3,D. Miller makes 3-pt shot from 25 ft (assist by D. Cousins)
4:58.0,J. Grant makes 2-pt shot from 1 ft (assist by D. Valentine),2,36-45,,
4:44.0,,,36-45,,Turnover by D. Cousins (bad pass; steal by N. Mirotic)
4:36.0,N. Mirotic misses 3-pt shot from 25 ft,,36-45,,
4:33.0,,,36-45,,Defensive rebound by D. Cousins
4:30.0,,,36-47,2,A. Davis makes 2-pt shot at rim (assist by D. Cousins)
4:07.0,L. Markkanen misses 2-pt shot from 8 ft,,36-47,,
4:04.0,,,36-47,,Defensive rebound by D. Cousins
3:53.0,,,36-47,,E. Moore misses 3-pt shot from 22 ft
3:53.0,,,36-47,,Offensive rebound by Team
3:52.0,Loose ball foul by R. Lopez (drawn by D. Cousins),,36-47,,
3:52.0,J. Holiday enters the game for N. Mirotic,,36-47,,
3:31.0,,,36-47,,Turnover by J. Holiday (bad pass)
3:17.0,,,36-47,,Personal foul by A. Davis (drawn by R. Lopez)
3:17.0,R. Lopez makes free throw 1 of 2,1,37-47,,
3:17.0,R. Lopez makes free throw 2 of 2,1,38-47,,
3:08.0,,,38-47,,A. Davis misses 2-pt shot from 2 ft
3:06.0,Defensive rebound by L. Markkanen,,38-47,,
3:04.0,J. Grant makes 2-pt shot from 4 ft,2,40-47,,
3:04.0,Shooting foul by J. Holiday (drawn by J. Grant),,40-47,,
3:04.0,J. Grant makes free throw 1 of 1,1,41-47,,
2:55.0,,,41-47,,Turnover by D. Miller (bad pass; steal by D. Valentine)
2:38.0,Offensive charge foul by D. Valentine (drawn by D. Cousins),,41-47,,
2:38.0,Turnover by D. Valentine (offensive foul),,41-47,,
2:38.0,,,41-47,,New Orleans full timeout
2:38.0,,,41-47,,J. Nelson enters the game for D. Miller
2:26.0,,,41-47,,A. Davis misses 2-pt shot from 6 ft
2:24.0,Defensive rebound by L. Markkanen,,41-47,,
2:14.0,J. Grant misses 2-pt shot from 18 ft,,41-47,,
2:10.0,,,41-47,,Defensive rebound by E. Moore
2:03.0,,,41-49,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Nelson)
1:47.0,,,41-49,,Personal foul by J. Holiday (drawn by J. Holiday)
1:47.0,J. Holiday makes free throw 1 of 2,1,42-49,,
1:47.0,J. Holiday makes free throw 2 of 2,1,43-49,,
1:24.0,,,43-49,,D. Cousins misses 2-pt shot from 1 ft
1:19.0,Defensive rebound by J. Holiday,,43-49,,
1:13.0,J. Grant makes 3-pt shot from 25 ft (assist by D. Valentine),3,46-49,,
0:59.0,,,46-51,2,J. Holiday makes 2-pt shot from 15 ft
0:45.0,R. Lopez misses 2-pt shot from 6 ft,,46-51,,
0:43.0,,,46-51,,Defensive rebound by D. Cousins
0:33.0,,,46-54,3,E. Moore makes 3-pt shot from 23 ft (assist by D. Cousins)
0:13.0,R. Lopez makes 2-pt shot from 8 ft (assist by J. Grant),2,48-54,,
0:09.0,Personal foul by J. Holiday (drawn by J. Holiday),,48-54,,
0:09.0,D. Nwaba enters the game for R. Lopez,,48-54,,
0:09.0,N. Mirotic enters the game for J. Holiday,,48-54,,
0:00.0,,,48-54,,E. Moore misses 2-pt shot from 11 ft
0:00.0,Defensive rebound by N. Mirotic,,48-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,48-54,,Turnover by D. Cousins (bad pass; steal by J. Grant)
11:22.0,Z. LaVine makes 3-pt shot from 25 ft (assist by J. Grant),3,51-54,,
11:05.0,,,51-54,,D. Cousins misses 3-pt shot from 24 ft
11:05.0,Defensive rebound by L. Markkanen,,51-54,,
10:48.0,R. Lopez makes 2-pt shot from 10 ft (assist by Z. LaVine),2,53-54,,
10:32.0,,,53-54,,J. Holiday misses 2-pt shot at rim
10:32.0,Defensive rebound by R. Lopez,,53-54,,
10:26.0,Shooting foul by E. Moore (drawn by J. Grant),,53-54,,
10:26.0,J. Grant makes free throw 1 of 2,1,54-54,,
10:26.0,J. Grant makes free throw 2 of 2,1,55-54,,
10:26.0,,,55-54,,New Orleans full timeout
10:05.0,,,55-56,2,R. Rondo makes 2-pt shot from 1 ft (assist by D. Cousins)
9:52.0,Z. LaVine makes 2-pt shot from 2 ft,2,57-56,,
9:52.0,,,57-56,,Shooting block foul by D. Cousins (drawn by Z. LaVine)
9:52.0,Z. LaVine makes free throw 1 of 1,1,58-56,,
9:29.0,,,58-56,,D. Cousins misses 2-pt shot from 1 ft
9:24.0,,,58-56,,Offensive rebound by D. Cousins
9:24.0,,,58-58,2,D. Cousins makes 2-pt shot at rim
9:17.0,Offensive charge foul by L. Markkanen (drawn by A. Davis),,58-58,,
9:17.0,Turnover by L. Markkanen (offensive foul),,58-58,,
8:54.0,,,58-58,,A. Davis misses 2-pt shot from 8 ft
8:51.0,Defensive rebound by L. Markkanen,,58-58,,
8:47.0,Z. LaVine misses 2-pt shot from 8 ft,,58-58,,
8:47.0,,,58-58,,Defensive rebound by D. Cousins
8:41.0,Personal foul by L. Markkanen (drawn by D. Cousins),,58-58,,
8:30.0,,,58-61,3,D. Cousins makes 3-pt shot from 25 ft (assist by R. Rondo)
8:01.0,L. Markkanen makes 2-pt shot from 18 ft (assist by J. Grant),2,60-61,,
7:57.0,,,60-61,,Turnover by R. Rondo (bad pass)
7:48.0,R. Lopez misses 2-pt shot from 20 ft,,60-61,,
7:47.0,Offensive rebound by Team,,60-61,,
7:47.0,,,60-61,,Loose ball foul by R. Rondo (drawn by L. Markkanen)
7:43.0,Turnover by Z. LaVine (palming),,60-61,,
7:31.0,,,60-63,2,A. Davis makes 2-pt shot from 1 ft (assist by D. Cousins)
7:18.0,L. Markkanen misses 3-pt shot from 23 ft,,60-63,,
7:11.0,,,60-63,,Defensive rebound by E. Moore
7:03.0,,,60-65,2,E. Moore makes 2-pt shot from 10 ft
7:02.0,Chicago full timeout,,60-65,,
7:02.0,D. Valentine enters the game for Z. LaVine,,60-65,,
6:50.0,R. Lopez makes 2-pt shot from 1 ft (assist by J. Grant),2,62-65,,
6:36.0,,,62-67,2,E. Moore makes 2-pt shot from 9 ft
6:27.0,,,62-67,,Personal foul by A. Davis (drawn by L. Markkanen)
6:21.0,R. Lopez makes 2-pt shot from 1 ft (assist by J. Grant),2,64-67,,
6:00.0,,,64-69,2,A. Davis makes 2-pt shot from 1 ft (assist by D. Cousins)
5:42.0,J. Holiday misses 3-pt shot from 25 ft,,64-69,,
5:38.0,,,64-69,,Defensive rebound by D. Cousins
5:27.0,,,64-71,2,A. Davis makes 2-pt shot from 17 ft (assist by R. Rondo)
5:13.0,R. Lopez makes 2-pt shot from 9 ft (assist by J. Grant),2,66-71,,
4:53.0,,,66-71,,R. Rondo misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by J. Holiday,,66-71,,
4:46.0,L. Markkanen makes 2-pt shot from 1 ft (assist by J. Grant),2,68-71,,
4:46.0,Shooting foul by A. Davis (drawn by L. Markkanen),,68-71,,
4:46.0,,,68-71,,New Orleans full timeout
4:46.0,,,68-71,,D. Cunningham enters the game for R. Rondo
4:46.0,,,68-71,,D. Miller enters the game for A. Davis
4:46.0,L. Markkanen makes free throw 1 of 1,1,69-71,,
4:22.0,,,69-71,,D. Cousins misses 3-pt shot from 26 ft
4:19.0,Defensive rebound by R. Lopez,,69-71,,
4:11.0,J. Holiday makes 2-pt shot from 3 ft (assist by J. Grant),2,71-71,,
3:52.0,,,71-71,,E. Moore misses 2-pt shot from 10 ft
3:49.0,Defensive rebound by L. Markkanen,,71-71,,
3:28.0,D. Valentine makes 2-pt shot from 6 ft,2,73-71,,
3:08.0,,,73-71,,J. Holiday misses 2-pt shot from 14 ft
3:08.0,,,73-71,,Offensive rebound by D. Cousins
3:04.0,,,73-73,2,D. Cousins makes 2-pt shot from 3 ft
2:54.0,J. Holiday makes 3-pt shot from 25 ft (assist by R. Lopez),3,76-73,,
2:34.0,Personal foul by D. Valentine (drawn by J. Holiday),,76-73,,
2:34.0,N. Mirotic enters the game for L. Markkanen,,76-73,,
2:34.0,,,76-73,,I. Clark enters the game for E. Moore
2:34.0,,,76-73,,J. Nelson enters the game for J. Holiday
2:26.0,,,76-73,,D. Miller misses 2-pt shot from 16 ft
2:18.0,,,76-73,,Offensive rebound by D. Cousins
2:18.0,,,76-75,2,D. Cousins makes 2-pt shot at rim
2:07.0,R. Lopez misses 2-pt shot from 5 ft (block by D. Cousins),,76-75,,
2:03.0,,,76-75,,Defensive rebound by D. Cousins
1:56.0,,,76-75,,D. Cousins misses 2-pt shot from 2 ft
1:54.0,Defensive rebound by J. Holiday,,76-75,,
1:48.0,J. Holiday makes 2-pt shot from 23 ft (assist by J. Grant),2,78-75,,
1:32.0,,,78-75,,D. Cousins misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by N. Mirotic,,78-75,,
1:19.0,J. Holiday misses 2-pt shot from 8 ft,,78-75,,
1:19.0,,,78-75,,Defensive rebound by D. Cousins
1:06.0,,,78-75,,J. Nelson misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by J. Holiday,,78-75,,
1:00.0,D. Valentine makes 3-pt shot from 25 ft (assist by J. Holiday),3,81-75,,
0:45.0,,,81-78,3,D. Cousins makes 3-pt shot from 26 ft (assist by I. Clark)
0:31.0,Offensive foul by R. Lopez (drawn by D. Miller),,81-78,,
0:31.0,Turnover by R. Lopez (offensive foul),,81-78,,
0:31.0,,,81-78,,A. Davis enters the game for D. Cousins
0:31.0,D. Nwaba enters the game for J. Grant,,81-78,,
0:31.0,Z. LaVine enters the game for J. Holiday,,81-78,,
0:19.0,,,81-78,,A. Davis misses 2-pt shot at rim (block by R. Lopez)
0:15.0,Defensive rebound by D. Nwaba,,81-78,,
0:04.0,Turnover by Z. LaVine (bad pass),,81-78,,
0:04.0,B. Portis enters the game for R. Lopez,,81-78,,
0:01.0,,,81-80,2,A. Davis makes 2-pt shot from 14 ft
0:01.0,,,81-80,,Shooting foul by B. Portis (drawn by A. Davis)
0:01.0,,,81-81,1,A. Davis makes free throw 1 of 1
0:01.0,Turnover by N. Mirotic (bad pass; steal by J. Nelson),,81-81,,
0:00.0,,,81-81,,J. Nelson misses 3-pt shot from 36 ft
0:00.0,,,81-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Z. LaVine makes 2-pt shot from 3 ft,2,83-81,,
11:26.0,,,83-81,,Turnover by A. Davis (lost ball; steal by D. Valentine)
11:21.0,D. Valentine makes 3-pt shot from 25 ft,3,86-81,,
11:06.0,,,86-81,,I. Clark misses 2-pt shot from 2 ft
11:01.0,Defensive rebound by B. Portis,,86-81,,
10:59.0,N. Mirotic makes 3-pt shot from 22 ft (assist by D. Valentine),3,89-81,,
10:59.0,,,89-81,,New Orleans full timeout
10:39.0,,,89-81,,D. Cunningham misses 2-pt shot from 6 ft
10:39.0,,,89-81,,Offensive rebound by A. Davis
10:39.0,,,89-83,2,A. Davis makes 2-pt shot from 1 ft
10:39.0,,,89-83,,Shooting foul by N. Mirotic (drawn by A. Davis)
10:39.0,,,89-83,,A. Davis misses free throw 1 of 1
10:33.0,Defensive rebound by B. Portis,,89-83,,
10:25.0,Shooting foul by I. Clark (drawn by Z. LaVine),,89-83,,
10:25.0,Z. LaVine makes free throw 1 of 2,1,90-83,,
10:25.0,Z. LaVine makes free throw 2 of 2,1,91-83,,
10:15.0,,,91-86,3,D. Miller makes 3-pt shot from 25 ft (assist by J. Nelson)
9:58.0,Shooting foul by D. Miller (drawn by D. Nwaba),,91-86,,
9:58.0,D. Nwaba makes free throw 1 of 2,1,92-86,,
9:58.0,J. Grant enters the game for Z. LaVine,,92-86,,
9:58.0,D. Nwaba misses free throw 2 of 2,,92-86,,
9:54.0,Offensive rebound by D. Nwaba,,92-86,,
9:53.0,D. Nwaba misses 2-pt shot from 1 ft,,92-86,,
9:47.0,Offensive rebound by B. Portis,,92-86,,
9:47.0,B. Portis makes 2-pt shot at rim,2,94-86,,
9:33.0,,,94-86,,Turnover by D. Cunningham (lost ball; steal by D. Nwaba)
9:29.0,D. Nwaba makes 2-pt shot from 1 ft,2,96-86,,
9:13.0,,,96-86,,J. Nelson misses 2-pt shot from 22 ft
9:11.0,Defensive rebound by D. Valentine,,96-86,,
9:05.0,N. Mirotic misses 3-pt shot from 25 ft,,96-86,,
9:03.0,Offensive rebound by B. Portis,,96-86,,
8:53.0,D. Nwaba makes 2-pt shot from 2 ft (assist by J. Grant),2,98-86,,
8:44.0,,,98-86,,A. Davis misses 2-pt shot from 12 ft
8:41.0,Defensive rebound by N. Mirotic,,98-86,,
8:36.0,J. Grant makes 2-pt shot from 1 ft (assist by B. Portis),2,100-86,,
8:36.0,Shooting foul by J. Nelson (drawn by J. Grant),,100-86,,
8:36.0,,,100-86,,D. Cousins enters the game for I. Clark
8:36.0,,,100-86,,J. Holiday enters the game for D. Cunningham
8:36.0,J. Grant makes free throw 1 of 1,1,101-86,,
8:27.0,Personal foul by D. Nwaba (drawn by J. Holiday),,101-86,,
8:16.0,,,101-86,,J. Holiday misses 3-pt shot from 24 ft
8:13.0,,,101-86,,Offensive rebound by J. Nelson
8:07.0,,,101-86,,J. Nelson misses 3-pt shot from 24 ft
8:06.0,,,101-86,,Offensive rebound by D. Cousins
8:06.0,,,101-86,,D. Cousins misses 2-pt shot from 2 ft
8:06.0,Defensive rebound by Team,,101-86,,
7:58.0,N. Mirotic misses 3-pt shot from 26 ft,,101-86,,
7:53.0,,,101-86,,Defensive rebound by A. Davis
7:40.0,,,101-86,,D. Miller misses 3-pt shot from 24 ft
7:37.0,Defensive rebound by B. Portis,,101-86,,
7:33.0,,,101-86,,Personal foul by J. Nelson
7:33.0,,,101-86,,Technical foul by J. Nelson
7:33.0,N. Mirotic makes technical free throw,1,102-86,,
7:33.0,,,102-86,,E. Moore enters the game for J. Nelson
7:33.0,,,102-86,,Personal foul by J. Holiday (drawn by J. Grant)
7:33.0,J. Grant makes free throw 1 of 2,1,103-86,,
7:33.0,J. Grant makes free throw 2 of 2,1,104-86,,
7:26.0,Personal foul by N. Mirotic (drawn by J. Holiday),,104-86,,
7:09.0,,,104-86,,J. Holiday misses 3-pt shot from 25 ft
7:08.0,,,104-86,,Offensive rebound by A. Davis
7:08.0,,,104-86,,Shooting foul by J. Grant (drawn by A. Davis)
7:08.0,,,104-87,1,A. Davis makes free throw 1 of 2
7:08.0,,,104-88,1,A. Davis makes free throw 2 of 2
6:58.0,B. Portis misses 3-pt shot from 26 ft,,104-88,,
6:55.0,,,104-88,,Defensive rebound by A. Davis
6:44.0,,,104-88,,Offensive charge foul by A. Davis (drawn by N. Mirotic)
6:44.0,,,104-88,,Turnover by A. Davis (offensive foul)
6:32.0,Turnover by J. Grant (lost ball; steal by A. Davis),,104-88,,
6:30.0,Personal foul by D. Valentine (drawn by E. Moore),,104-88,,
6:30.0,,,104-88,,E. Moore misses free throw 1 of 2
6:30.0,,,104-88,,Offensive rebound by Team
6:30.0,,,104-89,1,E. Moore makes free throw 2 of 2
6:05.0,B. Portis makes 2-pt shot from 6 ft (assist by J. Grant),2,106-89,,
5:57.0,,,106-89,,J. Holiday misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by J. Grant,,106-89,,
5:42.0,D. Valentine misses 2-pt shot from 10 ft,,106-89,,
5:42.0,,,106-89,,Defensive rebound by E. Moore
5:29.0,Away from play foul by D. Nwaba (drawn by D. Cousins),,106-89,,
5:29.0,,,106-90,1,D. Cousins makes free throw 1 of 2
5:29.0,,,106-91,1,D. Cousins makes free throw 2 of 2
5:06.0,,,106-91,,Personal foul by J. Holiday (drawn by B. Portis)
5:06.0,B. Portis makes free throw 1 of 2,1,107-91,,
5:06.0,B. Portis makes free throw 2 of 2,1,108-91,,
4:53.0,,,108-91,,E. Moore misses 3-pt shot from 24 ft
4:53.0,Defensive rebound by B. Portis,,108-91,,
4:46.0,Turnover by B. Portis (lost ball; steal by A. Davis),,108-91,,
4:41.0,,,108-93,2,E. Moore makes 2-pt shot from 2 ft (assist by A. Davis)
4:29.0,B. Portis misses 2-pt shot from 21 ft,,108-93,,
4:29.0,,,108-93,,Defensive rebound by D. Miller
