time,Phoenix,pts.away,score,pts.home,Denver
2:26.0,,,19-30,,Offensive rebound by T. Craig
2:24.0,,,19-30,,T. Craig misses 2-pt shot from 2 ft
2:24.0,Defensive rebound by D. Bender,,19-30,,
2:17.0,J. Jackson makes 2-pt shot from 2 ft (assist by D. Booker),2,21-30,,
1:58.0,,,21-32,2,T. Lyles makes 2-pt shot from 1 ft (assist by W. Barton)
1:43.0,Shooting foul by T. Craig (drawn by D. Booker),,21-32,,
1:43.0,D. Booker misses free throw 1 of 2,,21-32,,
1:43.0,Offensive rebound by Team,,21-32,,
1:43.0,G. Monroe enters the game for A. Len,,21-32,,
1:43.0,D. Booker makes free throw 2 of 2,1,22-32,,
1:26.0,,,22-34,2,G. Harris makes 2-pt shot from 2 ft
1:09.0,,,22-34,,Shooting block foul by K. Faried (drawn by D. Booker)
1:09.0,D. Booker makes free throw 1 of 2,1,23-34,,
1:09.0,,,23-34,,M. Beasley enters the game for G. Harris
1:09.0,D. Booker makes free throw 2 of 2,1,24-34,,
0:57.0,,,24-34,,T. Lyles misses 2-pt shot from 4 ft
0:57.0,Defensive rebound by Team,,24-34,,
0:54.0,J. Jackson misses 3-pt shot from 24 ft,,24-34,,
0:54.0,,,24-34,,Defensive rebound by W. Barton
0:44.0,,,24-34,,W. Barton misses 2-pt shot from 14 ft
0:44.0,Defensive rebound by D. Booker,,24-34,,
0:36.0,J. Jackson makes 2-pt shot from 4 ft (assist by D. Booker),2,26-34,,
0:25.0,,,26-34,,T. Lyles misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by I. Canaan,,26-34,,
0:01.0,D. Bender misses 3-pt shot from 23 ft,,26-34,,
0:01.0,,,26-34,,Defensive rebound by M. Beasley
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,I. Canaan makes 2-pt shot from 3 ft,2,28-34,,
11:45.0,,,28-34,,Violation by K. Faried (def goaltending)
11:33.0,,,28-34,,W. Barton misses 2-pt shot from 5 ft
11:31.0,,,28-34,,Offensive rebound by K. Faried
11:31.0,Personal foul by D. Bender (drawn by K. Faried),,28-34,,
11:25.0,,,28-37,3,M. Beasley makes 3-pt shot from 22 ft (assist by W. Barton)
11:00.0,Shooting foul by T. Lyles (drawn by G. Monroe),,28-37,,
11:00.0,G. Monroe makes free throw 1 of 2,1,29-37,,
11:00.0,G. Monroe makes free throw 2 of 2,1,30-37,,
10:52.0,,,30-37,,Turnover by W. Barton (turnover)
10:45.0,I. Canaan misses 3-pt shot from 25 ft,,30-37,,
10:40.0,,,30-37,,Defensive rebound by M. Beasley
10:28.0,,,30-37,,Turnover by M. Beasley (step out of bounds)
10:28.0,,,30-37,,J. Murray enters the game for W. Barton
10:15.0,D. Booker makes 2-pt shot from 3 ft (assist by D. Bender),2,32-37,,
10:15.0,,,32-37,,Denver full timeout
10:15.0,,,32-37,,M. Plumlee enters the game for T. Craig
10:15.0,,,32-37,,W. Chandler enters the game for K. Faried
10:03.0,,,32-37,,Turnover by T. Lyles (out of bounds lost ball)
9:55.0,,,32-37,,Personal foul by M. Beasley (drawn by D. Booker)
9:47.0,D. Booker misses 2-pt shot from 15 ft,,32-37,,
9:44.0,,,32-37,,Defensive rebound by T. Lyles
9:33.0,,,32-39,2,J. Murray makes 2-pt shot from 3 ft (assist by W. Chandler)
9:09.0,J. Jackson makes 2-pt shot from 3 ft,2,34-39,,
8:59.0,Personal foul by D. Booker (drawn by M. Plumlee),,34-39,,
8:59.0,T. Warren enters the game for D. Booker,,34-39,,
8:46.0,,,34-39,,T. Lyles misses 2-pt shot from 3 ft
8:44.0,Defensive rebound by G. Monroe,,34-39,,
8:39.0,D. Bender makes 3-pt shot from 24 ft (assist by I. Canaan),3,37-39,,
8:20.0,,,37-39,,Turnover by W. Chandler (lost ball; steal by T. Warren)
8:12.0,G. Monroe misses 2-pt shot from 6 ft (block by M. Plumlee),,37-39,,
8:08.0,Offensive rebound by D. Bender,,37-39,,
7:59.0,I. Canaan makes 3-pt shot from 27 ft,3,40-39,,
7:45.0,,,40-39,,Shooting foul by D. Bender (drawn by T. Lyles)
7:45.0,,,40-40,1,T. Lyles makes free throw 1 of 2
7:45.0,,,40-41,1,T. Lyles makes free throw 2 of 2
7:31.0,D. Bender makes 3-pt shot from 22 ft (assist by G. Monroe),3,43-41,,
7:11.0,Personal foul by D. Bender (drawn by T. Lyles),,43-41,,
7:11.0,,,43-41,,N. Jokic enters the game for T. Lyles
7:11.0,,,43-41,,G. Harris enters the game for M. Beasley
7:11.0,M. Chriss enters the game for D. Bender,,43-41,,
6:58.0,,,43-44,3,W. Chandler makes 3-pt shot from 24 ft (assist by J. Murray)
6:34.0,I. Canaan makes 3-pt shot from 24 ft (assist by T. Warren),3,46-44,,
6:32.0,,,46-44,,Denver full timeout
6:21.0,,,46-44,,J. Murray misses 3-pt shot from 24 ft
6:18.0,Defensive rebound by I. Canaan,,46-44,,
6:05.0,T. Warren makes 2-pt shot from 13 ft (assist by G. Monroe),2,48-44,,
5:50.0,,,48-46,2,N. Jokic makes 2-pt shot from 4 ft
5:31.0,G. Monroe makes 2-pt shot from 3 ft (assist by T. Warren),2,50-46,,
5:18.0,,,50-48,2,G. Harris makes 2-pt shot from 3 ft
4:55.0,T. Warren makes 2-pt shot from 2 ft (assist by G. Monroe),2,52-48,,
4:40.0,,,52-51,3,W. Chandler makes 3-pt shot from 24 ft (assist by N. Jokic)
4:18.0,G. Monroe makes 2-pt shot from 6 ft,2,54-51,,
4:07.0,,,54-53,2,G. Harris makes 2-pt shot from 1 ft (assist by N. Jokic)
3:47.0,T. Warren makes 2-pt shot from 1 ft,2,56-53,,
3:23.0,,,56-55,2,J. Murray makes 2-pt shot from 2 ft
3:10.0,M. Chriss makes 3-pt shot from 23 ft (assist by T. Warren),3,59-55,,
2:51.0,,,59-55,,J. Murray misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by J. Jackson,,59-55,,
2:35.0,M. Chriss misses 3-pt shot from 24 ft,,59-55,,
2:31.0,,,59-55,,Defensive rebound by M. Plumlee
2:27.0,Personal foul by M. Chriss (drawn by N. Jokic),,59-55,,
2:27.0,Phoenix full timeout,,59-55,,
2:27.0,T. Ulis enters the game for I. Canaan,,59-55,,
2:27.0,,,59-56,1,N. Jokic makes free throw 1 of 2
2:27.0,,,59-57,1,N. Jokic makes free throw 2 of 2
2:16.0,M. Chriss makes 2-pt shot from 2 ft (assist by G. Monroe),2,61-57,,
2:00.0,,,61-57,,Shooting foul by J. Jackson (drawn by G. Harris)
2:00.0,,,61-58,1,G. Harris makes free throw 1 of 2
2:00.0,,,61-58,,T. Lyles enters the game for M. Plumlee
2:00.0,,,61-59,1,G. Harris makes free throw 2 of 2
1:47.0,G. Monroe makes 2-pt shot from 2 ft (assist by T. Ulis),2,63-59,,
1:37.0,,,63-59,,Turnover by N. Jokic (out of bounds lost ball)
1:15.0,T. Ulis makes 3-pt shot from 22 ft (assist by J. Jackson),3,66-59,,
0:59.0,,,66-59,,J. Murray misses 3-pt shot from 23 ft
0:56.0,Defensive rebound by M. Chriss,,66-59,,
0:44.0,,,66-59,,Def 3 sec tech foul by T. Lyles
0:44.0,T. Warren makes technical free throw,1,67-59,,
0:36.0,Turnover by M. Chriss (bad pass; steal by J. Murray),,67-59,,
0:31.0,,,67-59,,Turnover by J. Murray (bad pass; steal by M. Chriss)
0:05.0,T. Warren misses 2-pt shot from 3 ft (block by W. Chandler),,67-59,,
0:02.0,,,67-59,,Defensive rebound by N. Jokic
0:00.0,,,67-61,2,G. Harris makes 2-pt shot from 1 ft (assist by N. Jokic)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,G. Monroe misses 2-pt shot from 3 ft (block by M. Plumlee),,67-61,,
11:37.0,,,67-61,,Defensive rebound by W. Chandler
11:28.0,,,67-61,,Turnover by N. Jokic (out of bounds lost ball)
11:06.0,G. Monroe misses 2-pt shot from 4 ft,,67-61,,
11:04.0,,,67-61,,Defensive rebound by N. Jokic
10:54.0,,,67-61,,M. Plumlee misses 2-pt shot from 1 ft
10:52.0,Defensive rebound by G. Monroe,,67-61,,
10:50.0,T. Warren misses 2-pt shot from 2 ft,,67-61,,
10:50.0,Offensive rebound by T. Warren,,67-61,,
10:45.0,T. Warren misses 2-pt shot at rim,,67-61,,
10:44.0,Offensive rebound by T. Warren,,67-61,,
10:44.0,T. Warren misses 2-pt shot at rim,,67-61,,
10:43.0,,,67-61,,Defensive rebound by M. Plumlee
10:30.0,,,67-61,,J. Murray misses 3-pt shot from 25 ft
10:27.0,,,67-61,,Offensive rebound by M. Plumlee
10:19.0,,,67-61,,W. Chandler misses 3-pt shot from 24 ft
10:14.0,,,67-61,,Offensive rebound by N. Jokic
10:14.0,,,67-63,2,W. Chandler makes 2-pt shot at rim (assist by N. Jokic)
10:02.0,M. Chriss misses 3-pt shot from 23 ft,,67-63,,
10:00.0,,,67-63,,Defensive rebound by M. Plumlee
9:52.0,,,67-66,3,W. Chandler makes 3-pt shot from 22 ft (assist by G. Harris)
9:33.0,T. Ulis misses 2-pt shot from 20 ft,,67-66,,
9:30.0,,,67-66,,Defensive rebound by G. Harris
9:27.0,,,67-66,,Turnover by G. Harris (out of bounds lost ball)
9:18.0,M. Chriss misses 2-pt shot from 1 ft (block by M. Plumlee),,67-66,,
9:15.0,,,67-66,,Defensive rebound by W. Chandler
9:12.0,Personal block foul by G. Monroe (drawn by W. Chandler),,67-66,,
9:05.0,,,67-68,2,M. Plumlee makes 2-pt shot from 2 ft (assist by G. Harris)
8:48.0,D. Booker makes 3-pt shot from 24 ft,3,70-68,,
8:22.0,,,70-70,2,M. Plumlee makes 2-pt shot from 2 ft
8:03.0,M. Chriss misses 3-pt shot from 22 ft,,70-70,,
8:01.0,,,70-70,,Defensive rebound by N. Jokic
7:48.0,,,70-70,,W. Chandler misses 2-pt shot from 3 ft
7:45.0,,,70-70,,Offensive rebound by M. Plumlee
7:44.0,,,70-70,,Turnover by G. Harris (lost ball; steal by T. Warren)
7:42.0,Shooting foul by N. Jokic (drawn by T. Warren),,70-70,,
7:42.0,T. Warren makes free throw 1 of 2,1,71-70,,
7:42.0,T. Warren makes free throw 2 of 2,1,72-70,,
7:32.0,,,72-70,,Turnover by M. Plumlee (bad pass; steal by T. Warren)
7:14.0,D. Booker misses 2-pt shot from 5 ft,,72-70,,
7:09.0,Offensive rebound by T. Warren,,72-70,,
7:09.0,T. Warren misses 2-pt shot from 16 ft,,72-70,,
7:09.0,Offensive rebound by T. Warren,,72-70,,
7:08.0,T. Warren misses 2-pt shot from 16 ft,,72-70,,
7:06.0,,,72-70,,Defensive rebound by M. Plumlee
7:00.0,,,72-72,2,N. Jokic makes 2-pt shot from 2 ft (assist by M. Plumlee)
7:00.0,,,72-72,,Shooting foul by G. Monroe (drawn by N. Jokic)
7:00.0,,,72-73,1,N. Jokic makes free throw 1 of 1
6:48.0,T. Ulis misses 2-pt shot from 15 ft (block by J. Murray),,72-73,,
6:47.0,Offensive rebound by Team,,72-73,,
6:47.0,,,72-73,,Denver full timeout
6:38.0,Turnover by G. Monroe (lost ball; steal by N. Jokic),,72-73,,
6:33.0,,,72-75,2,J. Murray makes 2-pt shot from 1 ft (assist by N. Jokic)
6:11.0,D. Booker misses 3-pt shot from 24 ft,,72-75,,
6:09.0,Offensive rebound by G. Monroe,,72-75,,
6:08.0,G. Monroe makes 2-pt shot from 1 ft,2,74-75,,
5:54.0,,,74-77,2,M. Plumlee makes 2-pt shot from 1 ft (assist by G. Harris)
5:28.0,M. Chriss makes 2-pt shot from 20 ft (assist by T. Warren),2,76-77,,
5:11.0,,,76-79,2,J. Murray makes 2-pt shot from 1 ft (assist by M. Plumlee)
4:51.0,M. Chriss misses 3-pt shot from 24 ft,,76-79,,
4:49.0,Offensive rebound by T. Ulis,,76-79,,
4:48.0,T. Ulis misses 2-pt shot from 13 ft,,76-79,,
4:46.0,Offensive rebound by M. Chriss,,76-79,,
4:44.0,Shooting foul by W. Chandler (drawn by M. Chriss),,76-79,,
4:44.0,M. Chriss makes free throw 1 of 2,1,77-79,,
4:44.0,,,77-79,,T. Lyles enters the game for N. Jokic
4:44.0,,,77-79,,W. Barton enters the game for J. Murray
4:44.0,T. Daniels enters the game for G. Monroe,,77-79,,
4:44.0,A. Len enters the game for D. Booker,,77-79,,
4:44.0,M. Chriss misses free throw 2 of 2,,77-79,,
4:41.0,,,77-79,,Defensive rebound by W. Chandler
4:33.0,D. Bender enters the game for M. Chriss,,77-79,,
4:21.0,,,77-79,,G. Harris misses 2-pt shot from 3 ft
4:20.0,Defensive rebound by A. Len,,77-79,,
4:10.0,Shooting foul by M. Plumlee (drawn by A. Len),,77-79,,
4:10.0,A. Len misses free throw 1 of 2,,77-79,,
4:10.0,Offensive rebound by Team,,77-79,,
4:10.0,I. Canaan enters the game for T. Ulis,,77-79,,
4:10.0,A. Len misses free throw 2 of 2,,77-79,,
4:08.0,,,77-79,,Defensive rebound by T. Lyles
3:54.0,,,77-82,3,G. Harris makes 3-pt shot from 25 ft (assist by M. Plumlee)
3:25.0,I. Canaan misses 3-pt shot from 24 ft,,77-82,,
3:22.0,Offensive rebound by A. Len,,77-82,,
3:15.0,A. Len misses 2-pt shot from 3 ft (block by M. Plumlee),,77-82,,
3:15.0,,,77-82,,Defensive rebound by W. Chandler
3:10.0,,,77-85,3,T. Lyles makes 3-pt shot from 25 ft (assist by W. Chandler)
2:51.0,,,77-85,,Def 3 sec tech foul by T. Lyles
2:51.0,Phoenix full timeout,,77-85,,
2:51.0,,,77-85,,N. Jokic enters the game for G. Harris
2:51.0,,,77-85,,M. Beasley enters the game for M. Plumlee
2:51.0,D. Booker enters the game for T. Warren,,77-85,,
2:51.0,I. Canaan makes technical free throw,1,78-85,,
2:44.0,D. Bender makes 3-pt shot from 25 ft (assist by I. Canaan),3,81-85,,
2:26.0,,,81-88,3,T. Lyles makes 3-pt shot from 24 ft (assist by M. Beasley)
2:10.0,Shooting foul by N. Jokic (drawn by A. Len),,81-88,,
2:10.0,A. Len makes free throw 1 of 2,1,82-88,,
2:10.0,A. Len makes free throw 2 of 2,1,83-88,,
1:59.0,,,83-88,,T. Lyles misses 3-pt shot from 25 ft
1:56.0,Defensive rebound by Team,,83-88,,
1:56.0,,,83-88,,T. Craig enters the game for W. Chandler
1:43.0,A. Len misses 2-pt shot from 2 ft,,83-88,,
1:41.0,,,83-88,,Defensive rebound by N. Jokic
1:38.0,,,83-88,,Shooting foul by T. Daniels (drawn by N. Jokic)
1:38.0,,,83-89,1,N. Jokic makes free throw 1 of 2
1:38.0,,,83-90,1,N. Jokic makes free throw 2 of 2
1:25.0,I. Canaan misses 3-pt shot from 24 ft,,83-90,,
1:22.0,,,83-90,,Defensive rebound by N. Jokic
1:17.0,,,83-90,,Turnover by T. Lyles (out of bounds lost ball)
1:04.0,Turnover by D. Booker (lost ball; steal by N. Jokic),,83-90,,
1:00.0,,,83-92,2,M. Beasley makes 2-pt shot from 1 ft (assist by N. Jokic)
0:53.0,D. Booker misses 2-pt shot from 2 ft,,83-92,,
0:49.0,Offensive rebound by A. Len,,83-92,,
0:49.0,A. Len misses 2-pt shot at rim,,83-92,,
0:49.0,,,83-92,,Defensive rebound by T. Lyles
0:47.0,,,83-92,,W. Barton misses 3-pt shot from 24 ft
0:43.0,Defensive rebound by A. Len,,83-92,,
0:37.0,A. Len makes 2-pt shot at rim (assist by D. Booker),2,85-92,,
0:29.0,,,85-95,3,N. Jokic makes 3-pt shot from 24 ft (assist by W. Barton)
0:06.0,D. Booker misses 3-pt shot from 25 ft,,85-95,,
0:03.0,,,85-95,,Defensive rebound by T. Lyles
0:01.0,Technical foul by D. Booker (drawn by M. Beasley),,85-95,,
0:01.0,M. Chriss enters the game for D. Bender,,85-95,,
0:01.0,,,85-95,,M. Beasley misses flagrant free throw 1 of 2
0:01.0,,,85-95,,Offensive rebound by Team
0:01.0,,,85-98,1,M. Beasley makes flagrant free throw 2 of 2
0:00.0,,,85-97,2,M. Beasley makes 2-pt shot from 2 ft (assist by N. Jokic)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,85-98,,W. Barton misses 3-pt shot from 25 ft
11:45.0,Defensive rebound by M. Chriss,,85-98,,
11:32.0,M. Chriss misses 3-pt shot from 22 ft,,85-98,,
11:28.0,,,85-98,,Defensive rebound by N. Jokic
11:26.0,,,85-98,,Turnover by N. Jokic (bad pass; steal by M. Chriss)
11:09.0,T. Warren misses 2-pt shot from 16 ft,,85-98,,
11:05.0,,,85-98,,Defensive rebound by T. Lyles
10:55.0,,,85-100,2,W. Barton makes 2-pt shot from 1 ft
10:32.0,I. Canaan makes 2-pt shot from 1 ft,2,87-100,,
10:17.0,,,87-102,2,W. Barton makes 2-pt shot from 3 ft
10:00.0,M. Chriss makes 2-pt shot from 14 ft (assist by D. Booker),2,89-102,,
9:51.0,,,89-102,,W. Barton misses 2-pt shot from 12 ft
9:47.0,Defensive rebound by M. Chriss,,89-102,,
9:40.0,T. Warren misses 2-pt shot from 3 ft,,89-102,,
9:39.0,,,89-102,,Defensive rebound by N. Jokic
9:34.0,,,89-104,2,T. Lyles makes 2-pt shot at rim (assist by M. Beasley)
9:22.0,,,89-104,,Technical foul by T. Lyles (drawn by D. Booker)
9:22.0,J. Jackson enters the game for T. Warren,,89-104,,
9:22.0,D. Booker makes flagrant free throw 1 of 2,1,90-104,,
9:22.0,D. Booker makes flagrant free throw 2 of 2,1,91-104,,
9:08.0,G. Monroe misses 2-pt shot from 5 ft (block by M. Beasley),,91-104,,
9:08.0,,,91-104,,Defensive rebound by Team
8:56.0,,,91-106,2,N. Jokic makes 2-pt shot from 18 ft (assist by W. Barton)
8:39.0,D. Booker misses 3-pt shot from 24 ft,,91-106,,
8:37.0,,,91-106,,Defensive rebound by T. Lyles
8:24.0,,,91-106,,M. Beasley misses 3-pt shot from 25 ft
8:21.0,Defensive rebound by G. Monroe,,91-106,,
8:05.0,J. Jackson makes 3-pt shot from 22 ft (assist by D. Booker),3,94-106,,
7:49.0,,,94-106,,Shooting foul by M. Chriss (drawn by W. Barton)
7:49.0,,,94-107,1,W. Barton makes free throw 1 of 2
7:49.0,T. Warren enters the game for I. Canaan,,94-107,,
7:49.0,,,94-108,1,W. Barton makes free throw 2 of 2
7:40.0,,,94-108,,Personal foul by T. Craig (drawn by T. Warren)
7:33.0,J. Jackson misses 2-pt shot from 7 ft,,94-108,,
7:30.0,Offensive rebound by G. Monroe,,94-108,,
7:28.0,G. Monroe makes 2-pt shot from 4 ft,2,96-108,,
7:17.0,,,96-108,,W. Barton misses 2-pt shot from 2 ft
7:15.0,Defensive rebound by J. Jackson,,96-108,,
7:10.0,Turnover by J. Jackson (bad pass; steal by M. Beasley),,96-108,,
7:07.0,,,96-110,2,W. Barton makes 2-pt shot from 1 ft (assist by M. Beasley)
7:07.0,Phoenix full timeout,,96-110,,
7:07.0,,,96-110,,G. Harris enters the game for T. Craig
7:07.0,,,96-110,,W. Chandler enters the game for M. Beasley
7:07.0,D. Bender enters the game for M. Chriss,,96-110,,
6:51.0,G. Monroe makes 2-pt shot from 4 ft (assist by D. Bender),2,98-110,,
6:38.0,,,98-110,,Turnover by N. Jokic (out of bounds lost ball)
6:27.0,D. Booker makes 2-pt shot from 11 ft,2,100-110,,
6:08.0,,,100-112,2,W. Chandler makes 2-pt shot from 21 ft (assist by T. Lyles)
5:43.0,T. Warren misses 2-pt shot from 4 ft,,100-112,,
5:40.0,,,100-112,,Defensive rebound by T. Lyles
5:22.0,,,100-112,,W. Barton misses 2-pt shot from 2 ft
5:18.0,,,100-112,,Offensive rebound by W. Barton
5:18.0,,,100-114,2,W. Barton makes 2-pt shot at rim
5:07.0,T. Warren misses 3-pt shot from 22 ft,,100-114,,
5:05.0,,,100-114,,Defensive rebound by T. Lyles
4:59.0,,,100-114,,N. Jokic misses 2-pt shot from 3 ft (block by T. Warren)
4:56.0,,,100-114,,Offensive rebound by W. Chandler
4:53.0,,,100-114,,T. Lyles misses 3-pt shot from 25 ft
4:50.0,Defensive rebound by D. Booker,,100-114,,
4:48.0,D. Bender misses 3-pt shot from 24 ft,,100-114,,
4:45.0,,,100-114,,Defensive rebound by G. Harris
4:41.0,,,100-114,,Shooting foul by G. Monroe (drawn by T. Lyles)
4:41.0,Technical foul by J. Jackson,,100-114,,
4:41.0,,,100-115,1,G. Harris makes technical free throw
4:41.0,,,100-116,1,T. Lyles makes free throw 1 of 2
4:41.0,T. Daniels enters the game for G. Monroe,,100-116,,
4:41.0,M. Chriss enters the game for J. Jackson,,100-116,,
4:41.0,,,100-117,1,T. Lyles makes free throw 2 of 2
4:33.0,Shooting foul by G. Harris (drawn by D. Booker),,100-117,,
4:33.0,D. Booker makes free throw 1 of 2,1,101-117,,
4:33.0,D. Booker makes free throw 2 of 2,1,102-117,,
4:22.0,,,102-119,2,W. Barton makes 2-pt shot from 2 ft
4:06.0,Turnover by D. Bender (bad pass; steal by G. Harris),,102-119,,
4:03.0,,,102-122,3,G. Harris makes 3-pt shot from 24 ft
4:03.0,,,102-122,,Shooting foul by M. Chriss (drawn by G. Harris)
4:03.0,,,102-123,1,G. Harris makes free throw 1 of 1
