time,Golden State,pts.away,score,pts.home,San Antonio
0:55.0,,,47-53,,R. Gay misses 2-pt shot from 11 ft
0:55.0,,,47-53,,Offensive rebound by Team
0:36.0,,,47-55,2,D. Green makes 2-pt shot from 18 ft (assist by L. Aldridge)
0:28.0,K. Thompson makes 3-pt shot from 22 ft (assist by D. Green),3,50-55,,
0:02.0,,,50-55,,R. Gay misses 2-pt shot from 4 ft (block by K. Durant)
0:02.0,,,50-55,,Offensive rebound by R. Gay
0:00.0,,,50-55,,Turnover by Team (shot clock)
0:00.0,A. Iguodala misses 3-pt shot from 31 ft,,50-55,,
0:00.0,Offensive rebound by Team,,50-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,53-55,,
11:25.0,,,53-57,2,D. Green makes 2-pt shot from 2 ft (assist by P. Gasol)
11:16.0,D. Green misses 3-pt shot from 25 ft,,53-57,,
11:13.0,,,53-57,,Defensive rebound by P. Gasol
11:04.0,,,53-57,,Turnover by D. Green (bad pass; steal by D. Green)
11:00.0,D. Green makes 2-pt shot from 1 ft,2,55-57,,
11:00.0,,,55-57,,San Antonio full timeout
10:37.0,,,55-57,,L. Aldridge misses 3-pt shot from 26 ft
10:34.0,Defensive rebound by Z. Pachulia,,55-57,,
10:29.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by K. Durant),2,57-57,,
10:18.0,,,57-57,,P. Mills misses 3-pt shot from 24 ft
10:15.0,Defensive rebound by K. Durant,,57-57,,
10:05.0,K. Durant makes 3-pt shot from 24 ft (assist by K. Thompson),3,60-57,,
9:47.0,,,60-57,,L. Aldridge misses 2-pt shot from 11 ft
9:45.0,Defensive rebound by Z. Pachulia,,60-57,,
9:44.0,Shooting foul by P. Gasol (drawn by D. Green),,60-57,,
9:44.0,D. Green misses free throw 1 of 2,,60-57,,
9:44.0,Offensive rebound by Team,,60-57,,
9:44.0,D. Green makes free throw 2 of 2,1,61-57,,
9:27.0,,,61-59,2,K. Anderson makes 2-pt shot at rim
9:06.0,K. Thompson misses 2-pt shot from 12 ft,,61-59,,
9:03.0,,,61-59,,Defensive rebound by L. Aldridge
8:53.0,,,61-61,2,L. Aldridge makes 2-pt shot from 1 ft (assist by P. Mills)
8:41.0,S. Curry makes 2-pt shot from 16 ft,2,63-61,,
8:26.0,,,63-63,2,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Anderson)
8:11.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,65-63,,
7:53.0,,,65-63,,Turnover by K. Anderson (bad pass; steal by S. Curry)
7:48.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,68-63,,
7:33.0,,,68-63,,P. Mills misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by S. Curry,,68-63,,
7:20.0,K. Durant makes 2-pt shot from 14 ft,2,70-63,,
7:00.0,,,70-65,2,P. Gasol makes 2-pt shot from 19 ft
6:55.0,Offensive foul by D. Green (drawn by D. Green),,70-65,,
6:55.0,Turnover by D. Green (offensive foul),,70-65,,
6:38.0,,,70-65,,P. Mills misses 2-pt shot at rim
6:38.0,Defensive rebound by S. Curry,,70-65,,
6:34.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,72-65,,
6:07.0,,,72-65,,Turnover by Team (shot clock)
5:57.0,Z. Pachulia misses 2-pt shot from 18 ft,,72-65,,
5:54.0,,,72-65,,Defensive rebound by P. Gasol
5:35.0,,,72-67,2,L. Aldridge makes 2-pt shot from 18 ft (assist by D. Green)
5:22.0,S. Curry misses 2-pt shot from 1 ft (block by D. Green),,72-67,,
5:22.0,Offensive rebound by S. Curry,,72-67,,
5:14.0,S. Curry misses 2-pt shot from 11 ft,,72-67,,
5:14.0,,,72-67,,Defensive rebound by P. Gasol
5:02.0,,,72-69,2,L. Aldridge makes 2-pt shot from 17 ft
5:02.0,,,72-69,,Shooting foul by D. Green (drawn by L. Aldridge)
5:02.0,,,72-69,,R. Gay enters the game for K. Anderson
5:02.0,,,72-69,,M. Ginobili enters the game for P. Gasol
5:02.0,J. McGee enters the game for D. Green,,72-69,,
5:02.0,Golden State full timeout,,72-69,,
5:02.0,,,72-69,,D. Murray enters the game for P. Mills
5:02.0,A. Iguodala enters the game for Z. Pachulia,,72-69,,
5:02.0,,,72-70,1,L. Aldridge makes free throw 1 of 1
4:48.0,K. Durant makes 2-pt shot from 2 ft,2,74-70,,
4:32.0,,,74-70,,Turnover by R. Gay (bad pass)
4:32.0,S. Livingston enters the game for K. Thompson,,74-70,,
4:16.0,Turnover by S. Curry (bad pass),,74-70,,
4:16.0,Personal foul by S. Curry (drawn by D. Green),,74-70,,
4:01.0,Personal foul by K. Durant (drawn by R. Gay),,74-70,,
4:01.0,,,74-70,,B. Paul enters the game for D. Green
3:49.0,,,74-70,,D. Murray misses 2-pt shot at rim (block by J. McGee)
3:42.0,,,74-70,,Offensive rebound by R. Gay
3:42.0,,,74-72,2,R. Gay makes 2-pt shot at rim
3:34.0,K. Durant makes 2-pt shot from 16 ft (assist by S. Livingston),2,76-72,,
3:14.0,,,76-72,,L. Aldridge misses 2-pt shot from 7 ft
3:13.0,Defensive rebound by S. Curry,,76-72,,
3:07.0,S. Curry misses 2-pt shot from 21 ft,,76-72,,
3:05.0,,,76-72,,Defensive rebound by L. Aldridge
2:56.0,,,76-72,,Turnover by R. Gay (bad pass; steal by S. Curry)
2:54.0,S. Curry makes 2-pt shot from 1 ft,2,78-72,,
2:54.0,,,78-72,,Violation by R. Gay (def goaltending)
2:36.0,,,78-72,,B. Paul misses 2-pt shot from 1 ft (block by K. Durant)
2:36.0,,,78-72,,Offensive rebound by Team
2:36.0,,,78-72,,P. Gasol enters the game for L. Aldridge
2:36.0,J. Bell enters the game for J. McGee,,78-72,,
2:31.0,,,78-74,2,D. Murray makes 2-pt shot from 2 ft
2:17.0,J. Bell misses 2-pt shot from 2 ft (block by R. Gay),,78-74,,
2:17.0,,,78-74,,Defensive rebound by D. Murray
2:10.0,,,78-74,,M. Ginobili misses 2-pt shot from 2 ft
2:10.0,,,78-74,,Offensive rebound by R. Gay
2:03.0,,,78-76,2,P. Gasol makes 2-pt shot at rim
1:58.0,S. Curry misses 2-pt shot from 18 ft,,78-76,,
1:58.0,,,78-76,,Defensive rebound by M. Ginobili
1:48.0,,,78-76,,M. Ginobili misses 2-pt shot from 2 ft (block by J. Bell)
1:48.0,Defensive rebound by S. Livingston,,78-76,,
1:45.0,Shooting foul by R. Gay (drawn by K. Durant),,78-76,,
1:45.0,K. Durant makes free throw 1 of 2,1,79-76,,
1:45.0,K. Durant makes free throw 2 of 2,1,80-76,,
1:24.0,,,80-76,,R. Gay misses 2-pt shot from 5 ft
1:23.0,,,80-76,,Offensive rebound by D. Murray
1:10.0,,,80-76,,D. Murray misses 2-pt shot from 18 ft
1:10.0,Defensive rebound by K. Durant,,80-76,,
1:02.0,K. Durant makes 2-pt shot from 1 ft,2,82-76,,
0:45.0,,,82-76,,Shooting foul by K. Durant (drawn by R. Gay)
0:45.0,,,82-77,1,R. Gay makes free throw 1 of 2
0:45.0,,,82-78,1,R. Gay makes free throw 2 of 2
0:28.0,K. Durant misses 3-pt shot from 25 ft,,82-78,,
0:26.0,Offensive rebound by J. Bell,,82-78,,
0:26.0,J. Bell makes 2-pt shot at rim,2,84-78,,
0:05.0,,,84-78,,M. Ginobili misses 2-pt shot from 7 ft
0:03.0,Defensive rebound by K. Durant,,84-78,,
0:00.0,A. Iguodala misses 2-pt shot at rim,,84-78,,
0:00.0,Offensive rebound by J. Bell,,84-78,,
0:00.0,J. Bell misses 2-pt shot at rim,,84-78,,
0:00.0,Offensive rebound by Team,,84-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,84-78,,R. Gay misses 2-pt shot from 20 ft
11:36.0,Defensive rebound by A. Iguodala,,84-78,,
11:13.0,K. Thompson makes 2-pt shot from 20 ft,2,86-78,,
10:52.0,,,86-78,,Turnover by P. Gasol (bad pass; steal by D. West)
10:47.0,D. Green makes 2-pt shot at rim (assist by A. Iguodala),2,88-78,,
10:47.0,,,88-78,,San Antonio full timeout
10:47.0,,,88-78,,K. Anderson enters the game for B. Paul
10:47.0,,,88-78,,L. Aldridge enters the game for P. Gasol
10:47.0,,,88-78,,D. Green enters the game for R. Gay
10:30.0,,,88-78,,K. Anderson misses 2-pt shot from 1 ft (block by D. West)
10:27.0,Defensive rebound by D. Green,,88-78,,
10:24.0,Turnover by D. West (bad pass; steal by L. Aldridge),,88-78,,
10:17.0,,,88-78,,Turnover by L. Aldridge (traveling)
9:56.0,A. Iguodala misses 3-pt shot from 26 ft,,88-78,,
9:53.0,,,88-78,,Defensive rebound by K. Anderson
9:45.0,,,88-78,,P. Mills misses 3-pt shot from 25 ft
9:42.0,Defensive rebound by P. McCaw,,88-78,,
9:19.0,A. Iguodala misses 3-pt shot from 25 ft,,88-78,,
9:19.0,,,88-78,,Defensive rebound by Team
9:19.0,Personal foul by D. West (drawn by D. Green),,88-78,,
9:19.0,,,88-78,,B. Forbes enters the game for M. Ginobili
9:02.0,,,88-78,,Turnover by L. Aldridge (out of bounds lost ball)
8:51.0,Shooting foul by L. Aldridge (drawn by P. McCaw),,88-78,,
8:51.0,P. McCaw makes free throw 1 of 2,1,89-78,,
8:51.0,P. McCaw misses free throw 2 of 2,,89-78,,
8:47.0,,,89-78,,Defensive rebound by K. Anderson
8:40.0,,,89-80,2,B. Forbes makes 2-pt shot from 9 ft (assist by P. Mills)
8:29.0,D. West misses 2-pt shot from 14 ft,,89-80,,
8:26.0,,,89-80,,Defensive rebound by K. Anderson
8:08.0,,,89-80,,Shooting foul by D. Green (drawn by K. Anderson)
8:08.0,,,89-81,1,K. Anderson makes free throw 2 of 2
8:08.0,,,89-82,1,K. Anderson makes free throw 1 of 2
8:06.0,K. Durant enters the game for D. Green,,89-82,,
7:52.0,K. Thompson makes 2-pt shot from 18 ft (assist by K. Durant),2,91-82,,
7:29.0,,,91-82,,L. Aldridge misses 2-pt shot from 18 ft
7:27.0,Defensive rebound by A. Iguodala,,91-82,,
7:10.0,K. Thompson makes 3-pt shot from 27 ft (assist by A. Iguodala),3,94-82,,
6:46.0,,,94-82,,D. Green misses 2-pt shot from 2 ft
6:43.0,Defensive rebound by A. Iguodala,,94-82,,
6:41.0,Shooting foul by D. Green (drawn by A. Iguodala),,94-82,,
6:41.0,A. Iguodala makes free throw 1 of 2,1,95-82,,
6:41.0,,,95-82,,D. Murray enters the game for P. Mills
6:41.0,,,95-82,,B. Paul enters the game for D. Green
6:41.0,A. Iguodala makes free throw 2 of 2,1,96-82,,
6:40.0,P. McCaw misses 2-pt shot from 3 ft,,96-82,,
6:40.0,Offensive rebound by Team,,96-82,,
6:27.0,,,96-82,,L. Aldridge misses 2-pt shot from 1 ft (block by K. Thompson)
6:27.0,Defensive rebound by A. Iguodala,,96-82,,
6:21.0,Turnover by K. Thompson (lost ball; steal by K. Anderson),,96-82,,
6:17.0,,,96-84,2,K. Anderson makes 2-pt shot from 1 ft (assist by B. Forbes)
6:17.0,Golden State full timeout,,96-84,,
6:17.0,S. Livingston enters the game for D. West,,96-84,,
6:17.0,J. Bell enters the game for A. Iguodala,,96-84,,
6:17.0,S. Curry enters the game for K. Thompson,,96-84,,
5:58.0,K. Durant makes 2-pt shot from 18 ft (assist by J. Bell),2,98-84,,
5:45.0,,,98-84,,K. Anderson misses 2-pt shot from 1 ft
5:45.0,,,98-84,,Offensive rebound by L. Aldridge
5:45.0,Personal foul by K. Durant (drawn by L. Aldridge),,98-84,,
5:40.0,,,98-86,2,B. Forbes makes 2-pt shot from 6 ft (assist by D. Murray)
5:40.0,,,98-86,,Shooting foul by S. Livingston (drawn by B. Forbes)
5:40.0,,,98-87,1,B. Forbes makes free throw 1 of 1
5:28.0,J. Bell misses 2-pt shot from 1 ft,,98-87,,
5:28.0,,,98-87,,Defensive rebound by L. Aldridge
5:08.0,,,98-89,2,B. Forbes makes 2-pt shot from 17 ft
4:49.0,P. McCaw makes 3-pt shot from 25 ft (assist by J. Bell),3,101-89,,
4:47.0,Technical foul by Team,,101-89,,
4:47.0,S. Curry makes technical free throw,1,102-89,,
4:47.0,Technical foul by Team,,102-89,,
4:47.0,S. Curry makes technical free throw,1,103-89,,
4:30.0,,,103-89,,Shooting foul by K. Durant (drawn by K. Anderson)
4:30.0,,,103-90,1,K. Anderson makes free throw 1 of 2
4:30.0,,,103-91,1,K. Anderson makes free throw 2 of 2
4:07.0,P. McCaw makes 3-pt shot from 23 ft (assist by S. Curry),3,106-91,,
3:50.0,,,106-91,,Turnover by D. Murray (bad pass; steal by J. Bell)
3:43.0,K. Durant makes 2-pt shot at rim (assist by J. Bell),2,108-91,,
3:28.0,,,108-91,,B. Paul misses 2-pt shot from 17 ft
3:24.0,Defensive rebound by S. Curry,,108-91,,
3:22.0,,,108-91,,Personal foul by K. Anderson (drawn by K. Durant)
3:22.0,,,108-91,,D. White enters the game for K. Anderson
3:22.0,,,108-91,,D. Bertans enters the game for L. Aldridge
3:22.0,O. Casspi enters the game for K. Durant,,108-91,,
3:22.0,N. Young enters the game for S. Curry,,108-91,,
3:13.0,P. McCaw misses 3-pt shot from 25 ft,,108-91,,
3:09.0,,,108-91,,Defensive rebound by D. Murray
