time,Brooklyn,pts.away,score,pts.home,Detroit
4:55.0,Defensive rebound by S. Dinwiddie,,17-13,,
4:46.0,I. Whitehead enters the game for J. Allen,,17-13,,
4:46.0,J. Okafor enters the game for A. Crabbe,,17-13,,
4:33.0,D. Carroll misses 2-pt shot from 19 ft,,17-13,,
4:33.0,Offensive rebound by Team,,17-13,,
4:33.0,Turnover by Team (shot clock),,17-13,,
4:11.0,,,17-15,2,S. Johnson makes 2-pt shot from 9 ft
3:48.0,Turnover by D. Russell (bad pass; steal by B. Griffin),,17-15,,
3:38.0,,,17-15,,Shooting foul by J. Okafor (drawn by B. Griffin)
3:38.0,,,17-16,1,B. Griffin makes free throw 1 of 2
3:38.0,,,17-16,,L. Galloway enters the game for I. Smith
3:38.0,N. Stauskas enters the game for S. Dinwiddie,,17-16,,
3:38.0,J. Webb enters the game for D. Carroll,,17-16,,
3:38.0,,,17-17,1,B. Griffin makes free throw 2 of 2
3:27.0,D. Russell makes 2-pt shot from 3 ft (assist by J. Okafor),2,19-17,,
3:13.0,,,19-19,2,L. Galloway makes 2-pt shot from 14 ft
2:48.0,N. Stauskas misses 3-pt shot from 24 ft,,19-19,,
2:46.0,,,19-19,,Defensive rebound by A. Tolliver
2:46.0,Loose ball foul by J. Okafor (drawn by A. Tolliver),,19-19,,
2:46.0,,,19-19,,A. Drummond enters the game for S. Johnson
2:46.0,,,19-19,,R. Bullock enters the game for B. Griffin
2:35.0,,,19-19,,A. Tolliver misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by I. Whitehead,,19-19,,
2:24.0,Turnover by D. Russell (bad pass; steal by L. Kennard),,19-19,,
2:12.0,,,19-19,,Turnover by A. Drummond (lost ball; steal by I. Whitehead)
2:06.0,Turnover by D. Russell (lost ball; steal by A. Drummond),,19-19,,
1:59.0,,,19-22,3,L. Galloway makes 3-pt shot from 26 ft (assist by L. Kennard)
1:39.0,I. Whitehead misses 2-pt shot from 12 ft,,19-22,,
1:37.0,,,19-22,,Defensive rebound by A. Drummond
1:27.0,,,19-22,,R. Bullock misses 2-pt shot from 2 ft
1:25.0,Defensive rebound by J. Webb,,19-22,,
1:08.0,D. Russell misses 3-pt shot from 28 ft,,19-22,,
1:04.0,,,19-22,,Defensive rebound by L. Galloway
0:59.0,,,19-24,2,L. Galloway makes 2-pt shot from 21 ft
0:59.0,Brooklyn full timeout,,19-24,,
0:45.0,J. Okafor misses 2-pt shot from 11 ft,,19-24,,
0:41.0,,,19-24,,Defensive rebound by A. Tolliver
0:36.0,,,19-24,,Shooting foul by J. Okafor (drawn by A. Drummond)
0:36.0,,,19-25,1,A. Drummond makes free throw 1 of 2
0:36.0,T. Mozgov enters the game for J. Okafor,,19-25,,
0:36.0,,,19-26,1,A. Drummond makes free throw 2 of 2
0:28.0,D. Russell makes 2-pt shot from 12 ft,2,21-26,,
0:18.0,,,21-26,,L. Galloway misses 2-pt shot from 10 ft
0:13.0,,,21-26,,Offensive rebound by A. Drummond
0:13.0,,,21-26,,A. Drummond misses 2-pt shot at rim
0:12.0,Defensive rebound by I. Whitehead,,21-26,,
0:02.0,Turnover by D. Russell (traveling),,21-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,I. Whitehead misses 3-pt shot from 26 ft,,21-26,,
11:38.0,,,21-26,,Defensive rebound by A. Drummond
11:31.0,,,21-26,,A. Drummond misses 2-pt shot from 10 ft
11:29.0,Defensive rebound by D. Russell,,21-26,,
11:22.0,D. Russell misses 2-pt shot from 7 ft,,21-26,,
11:20.0,,,21-26,,Defensive rebound by A. Drummond
11:09.0,,,21-26,,A. Drummond misses 2-pt shot from 4 ft (block by T. Mozgov)
11:05.0,Defensive rebound by D. Russell,,21-26,,
10:52.0,T. Mozgov misses 2-pt shot from 10 ft,,21-26,,
10:48.0,,,21-26,,Defensive rebound by A. Drummond
10:36.0,,,21-29,3,A. Tolliver makes 3-pt shot from 24 ft (assist by L. Kennard)
10:15.0,I. Whitehead makes 2-pt shot at rim,2,23-29,,
9:53.0,,,23-31,2,L. Kennard makes 2-pt shot from 17 ft (assist by A. Tolliver)
9:29.0,T. Mozgov makes 2-pt shot from 1 ft (assist by D. Russell),2,25-31,,
9:07.0,,,25-31,,Turnover by L. Galloway (traveling)
9:07.0,J. Harris enters the game for I. Whitehead,,25-31,,
8:50.0,J. Webb makes 3-pt shot from 23 ft (assist by J. Harris),3,28-31,,
8:30.0,,,28-31,,A. Tolliver misses 2-pt shot from 4 ft (block by T. Mozgov)
8:28.0,Defensive rebound by D. Russell,,28-31,,
8:26.0,,,28-31,,Personal foul by L. Galloway (drawn by D. Russell)
8:26.0,,,28-31,,S. Johnson enters the game for A. Drummond
8:26.0,,,28-31,,B. Griffin enters the game for R. Bullock
8:19.0,J. Harris makes 2-pt shot from 1 ft,2,30-31,,
8:05.0,,,30-31,,B. Griffin misses 3-pt shot from 25 ft
8:02.0,Defensive rebound by T. Mozgov,,30-31,,
7:53.0,T. Mozgov makes 2-pt shot from 1 ft (assist by D. Russell),2,32-31,,
7:53.0,,,32-31,,Detroit full timeout
7:53.0,A. Crabbe enters the game for J. Webb,,32-31,,
7:53.0,D. Carroll enters the game for D. Russell,,32-31,,
7:53.0,S. Dinwiddie enters the game for N. Stauskas,,32-31,,
7:36.0,,,32-34,3,L. Galloway makes 3-pt shot from 27 ft (assist by B. Griffin)
7:15.0,A. Crabbe misses 3-pt shot from 26 ft,,32-34,,
7:12.0,,,32-34,,Defensive rebound by L. Kennard
6:55.0,,,32-36,2,S. Johnson makes 2-pt shot from 2 ft
6:38.0,A. Crabbe makes 2-pt shot from 3 ft (assist by J. Harris),2,34-36,,
6:25.0,,,34-36,,Shooting foul by D. Carroll (drawn by A. Tolliver)
6:25.0,,,34-37,1,A. Tolliver makes free throw 1 of 3
6:25.0,,,34-38,1,A. Tolliver makes free throw 2 of 3
6:25.0,,,34-38,,I. Smith enters the game for L. Galloway
6:25.0,,,34-39,1,A. Tolliver makes free throw 3 of 3
6:09.0,Offensive foul by T. Mozgov (drawn by B. Griffin),,34-39,,
6:09.0,Turnover by T. Mozgov (offensive foul),,34-39,,
6:02.0,,,34-39,,B. Griffin misses 2-pt shot from 14 ft
5:58.0,Defensive rebound by D. Carroll,,34-39,,
5:43.0,Turnover by D. Carroll (step out of bounds),,34-39,,
5:34.0,,,34-41,2,I. Smith makes 2-pt shot from 15 ft
5:34.0,Brooklyn full timeout,,34-41,,
5:34.0,,,34-41,,A. Drummond enters the game for L. Kennard
5:34.0,,,34-41,,R. Bullock enters the game for A. Tolliver
5:34.0,J. Allen enters the game for T. Mozgov,,34-41,,
5:21.0,D. Carroll makes 3-pt shot from 23 ft (assist by J. Harris),3,37-41,,
5:01.0,,,37-43,2,B. Griffin makes 2-pt shot from 4 ft
4:39.0,A. Crabbe misses 2-pt shot from 3 ft (block by A. Drummond),,37-43,,
4:38.0,J. Allen misses 2-pt shot at rim (block by A. Drummond),,37-43,,
4:38.0,Offensive rebound by J. Allen,,37-43,,
4:37.0,,,37-43,,Defensive rebound by A. Drummond
4:22.0,,,37-45,2,A. Drummond makes 2-pt shot at rim (assist by B. Griffin)
4:04.0,Turnover by A. Crabbe (lost ball; steal by B. Griffin),,37-45,,
4:03.0,Personal foul by A. Crabbe (drawn by B. Griffin),,37-45,,
3:45.0,,,37-45,,S. Johnson misses 2-pt shot from 19 ft
3:45.0,Defensive rebound by D. Carroll,,37-45,,
3:37.0,S. Dinwiddie misses 3-pt shot from 27 ft,,37-45,,
3:37.0,Offensive rebound by J. Allen,,37-45,,
3:31.0,D. Carroll makes 3-pt shot from 25 ft (assist by J. Allen),3,40-45,,
3:13.0,,,40-45,,I. Smith misses 2-pt shot from 18 ft
3:10.0,Defensive rebound by J. Harris,,40-45,,
3:01.0,J. Allen misses 2-pt shot from 4 ft (block by R. Bullock),,40-45,,
2:58.0,Offensive rebound by J. Allen,,40-45,,
2:56.0,A. Crabbe makes 2-pt shot from 16 ft (assist by S. Dinwiddie),2,42-45,,
2:40.0,,,42-45,,Turnover by I. Smith (step out of bounds)
2:21.0,Offensive foul by D. Carroll (drawn by B. Griffin),,42-45,,
2:21.0,Turnover by D. Carroll (offensive foul),,42-45,,
2:05.0,,,42-45,,Shooting foul by J. Allen (drawn by B. Griffin)
2:05.0,Technical foul by D. Carroll,,42-45,,
2:05.0,,,42-46,1,B. Griffin makes technical free throw
2:05.0,,,42-47,1,B. Griffin makes free throw 1 of 2
2:05.0,,,42-48,1,B. Griffin makes free throw 2 of 2
1:52.0,J. Harris makes 2-pt shot from 1 ft (assist by J. Allen),2,44-48,,
1:30.0,,,44-48,,A. Drummond misses 2-pt shot from 1 ft (block by J. Harris)
1:26.0,Defensive rebound by J. Allen,,44-48,,
1:18.0,S. Dinwiddie makes 3-pt shot from 25 ft (assist by D. Carroll),3,47-48,,
0:53.0,,,47-50,2,B. Griffin makes 2-pt shot from 1 ft
0:33.0,D. Carroll misses 3-pt shot from 25 ft,,47-50,,
0:30.0,,,47-50,,Defensive rebound by A. Drummond
0:11.0,,,47-50,,B. Griffin misses 3-pt shot from 24 ft
0:09.0,Defensive rebound by J. Allen,,47-50,,
0:03.0,D. Carroll makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,49-50,,
0:03.0,Shooting foul by A. Drummond (drawn by D. Carroll),,49-50,,
0:03.0,D. Carroll makes free throw 1 of 1,1,50-50,,
0:00.0,,,50-53,3,I. Smith makes 3-pt shot from 25 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,S. Dinwiddie makes 3-pt shot from 27 ft (assist by D. Carroll),3,53-53,,
11:27.0,,,53-53,,R. Bullock misses 2-pt shot from 3 ft
11:24.0,Defensive rebound by D. Carroll,,53-53,,
11:20.0,Turnover by J. Harris (lost ball; steal by I. Smith),,53-53,,
11:14.0,,,53-53,,Turnover by I. Smith (lost ball; steal by D. Carroll)
11:09.0,J. Harris misses 3-pt shot from 25 ft,,53-53,,
11:07.0,,,53-53,,Defensive rebound by I. Smith
11:00.0,,,53-55,2,A. Drummond makes 2-pt shot from 1 ft (assist by B. Griffin)
10:54.0,Turnover by J. Allen (bad pass; steal by S. Johnson),,53-55,,
10:46.0,,,53-55,,I. Smith misses 2-pt shot from 12 ft
10:44.0,Defensive rebound by J. Harris,,53-55,,
10:38.0,,,53-55,,Personal foul by I. Smith (drawn by D. Carroll)
10:25.0,J. Harris misses 2-pt shot from 17 ft,,53-55,,
10:22.0,,,53-55,,Defensive rebound by A. Drummond
10:12.0,,,53-57,2,A. Drummond makes 2-pt shot at rim (assist by B. Griffin)
9:53.0,Turnover by J. Harris (bad pass),,53-57,,
9:43.0,,,53-57,,B. Griffin misses 2-pt shot from 1 ft
9:41.0,Defensive rebound by D. Carroll,,53-57,,
9:34.0,J. Allen misses 2-pt shot from 7 ft,,53-57,,
9:32.0,,,53-57,,Defensive rebound by I. Smith
9:29.0,,,53-57,,I. Smith misses 2-pt shot from 4 ft (block by J. Allen)
9:29.0,,,53-57,,Offensive rebound by Team
9:27.0,,,53-59,2,R. Bullock makes 2-pt shot from 13 ft (assist by I. Smith)
9:01.0,S. Dinwiddie misses 2-pt shot from 6 ft,,53-59,,
9:01.0,Offensive rebound by Team,,53-59,,
9:01.0,,,53-59,,Loose ball foul by B. Griffin
9:01.0,,,53-59,,Technical foul by B. Griffin
9:01.0,A. Crabbe makes technical free throw,1,54-59,,
8:53.0,A. Crabbe makes 3-pt shot from 23 ft (assist by S. Dinwiddie),3,57-59,,
8:40.0,,,57-59,,I. Smith misses 2-pt shot from 17 ft
8:40.0,Defensive rebound by D. Carroll,,57-59,,
8:33.0,A. Crabbe misses 3-pt shot from 24 ft,,57-59,,
8:33.0,,,57-59,,Defensive rebound by Team
8:18.0,,,57-59,,B. Griffin misses 2-pt shot from 4 ft
8:14.0,Defensive rebound by D. Carroll,,57-59,,
8:09.0,J. Harris misses 3-pt shot from 23 ft,,57-59,,
8:06.0,,,57-59,,Defensive rebound by I. Smith
8:06.0,Personal foul by A. Crabbe (drawn by I. Smith),,57-59,,
7:58.0,,,57-61,2,R. Bullock makes 2-pt shot from 12 ft (assist by A. Drummond)
7:45.0,A. Crabbe misses 3-pt shot from 26 ft,,57-61,,
7:45.0,,,57-61,,Defensive rebound by A. Drummond
7:37.0,,,57-63,2,B. Griffin makes 2-pt shot at rim
7:35.0,Brooklyn full timeout,,57-63,,
7:24.0,A. Crabbe misses 3-pt shot from 25 ft,,57-63,,
7:22.0,,,57-63,,Defensive rebound by A. Drummond
7:11.0,,,57-65,2,S. Johnson makes 2-pt shot at rim
7:04.0,,,57-65,,Personal foul by S. Johnson (drawn by S. Dinwiddie)
6:55.0,Turnover by S. Dinwiddie (lost ball; steal by S. Johnson),,57-65,,
6:52.0,,,57-67,2,I. Smith makes 2-pt shot at rim (assist by R. Bullock)
6:41.0,D. Carroll misses 3-pt shot from 25 ft,,57-67,,
6:39.0,Offensive rebound by D. Carroll,,57-67,,
6:35.0,D. Carroll misses 2-pt shot from 3 ft,,57-67,,
6:35.0,Offensive rebound by Team,,57-67,,
6:35.0,D. Russell enters the game for S. Dinwiddie,,57-67,,
6:30.0,J. Harris makes 3-pt shot from 25 ft (assist by D. Russell),3,60-67,,
6:11.0,,,60-67,,Shooting foul by D. Carroll (drawn by B. Griffin)
6:11.0,,,60-67,,B. Griffin misses free throw 1 of 2
6:11.0,,,60-67,,Offensive rebound by Team
6:11.0,,,60-68,1,B. Griffin makes free throw 2 of 2
5:52.0,J. Allen misses 2-pt shot from 5 ft,,60-68,,
5:48.0,Offensive rebound by D. Carroll,,60-68,,
5:43.0,J. Harris misses 2-pt shot from 7 ft,,60-68,,
5:41.0,,,60-68,,Defensive rebound by S. Johnson
5:37.0,,,60-68,,S. Johnson misses 2-pt shot from 11 ft
5:37.0,,,60-68,,Offensive rebound by A. Drummond
5:33.0,,,60-68,,A. Drummond misses 2-pt shot at rim
5:30.0,,,60-68,,Offensive rebound by A. Drummond
5:30.0,,,60-70,2,A. Drummond makes 2-pt shot from 2 ft
5:21.0,Turnover by D. Russell (bad pass; steal by A. Drummond),,60-70,,
5:21.0,,,60-70,,Turnover by B. Griffin (bad pass; steal by D. Russell)
5:21.0,Shooting foul by S. Johnson (drawn by J. Allen),,60-70,,
5:21.0,J. Allen makes free throw 1 of 2,1,61-70,,
5:21.0,,,61-70,,L. Kennard enters the game for A. Drummond
5:21.0,,,61-70,,A. Tolliver enters the game for S. Johnson
5:21.0,J. Allen makes free throw 2 of 2,1,62-70,,
5:08.0,,,62-70,,B. Griffin misses 2-pt shot from 1 ft
5:05.0,Defensive rebound by D. Carroll,,62-70,,
5:00.0,A. Crabbe makes 2-pt shot from 15 ft (assist by D. Carroll),2,64-70,,
4:45.0,,,64-70,,B. Griffin misses 3-pt shot from 26 ft
4:42.0,Defensive rebound by D. Carroll,,64-70,,
4:35.0,J. Harris makes 3-pt shot from 23 ft (assist by D. Russell),3,67-70,,
4:19.0,,,67-70,,L. Kennard misses 3-pt shot from 23 ft
4:16.0,Defensive rebound by D. Carroll,,67-70,,
4:12.0,D. Carroll misses 3-pt shot from 26 ft,,67-70,,
4:09.0,,,67-70,,Defensive rebound by B. Griffin
3:59.0,,,67-72,2,I. Smith makes 2-pt shot from 1 ft (assist by B. Griffin)
3:53.0,Shooting foul by A. Tolliver (drawn by D. Carroll),,67-72,,
3:53.0,D. Carroll makes free throw 1 of 2,1,68-72,,
3:53.0,N. Stauskas enters the game for J. Harris,,68-72,,
3:53.0,J. Okafor enters the game for J. Allen,,68-72,,
3:53.0,D. Carroll makes free throw 2 of 2,1,69-72,,
3:42.0,,,69-72,,I. Smith misses 2-pt shot from 2 ft
3:40.0,Defensive rebound by D. Russell,,69-72,,
3:36.0,A. Crabbe makes 2-pt shot from 2 ft (assist by D. Russell),2,71-72,,
3:24.0,,,71-72,,Detroit full timeout
3:24.0,,,71-72,,A. Drummond enters the game for I. Smith
3:24.0,,,71-72,,L. Galloway enters the game for B. Griffin
3:24.0,J. Webb enters the game for D. Carroll,,71-72,,
3:14.0,,,71-72,,A. Drummond misses 2-pt shot from 1 ft
3:12.0,,,71-72,,Offensive rebound by A. Drummond
3:09.0,,,71-75,3,L. Galloway makes 3-pt shot from 23 ft (assist by A. Drummond)
2:46.0,N. Stauskas misses 2-pt shot from 10 ft,,71-75,,
2:44.0,,,71-75,,Defensive rebound by A. Drummond
2:38.0,,,71-75,,L. Kennard misses 3-pt shot from 24 ft
2:36.0,Defensive rebound by A. Crabbe,,71-75,,
2:25.0,N. Stauskas misses 3-pt shot from 23 ft,,71-75,,
2:21.0,,,71-75,,Defensive rebound by L. Galloway
2:13.0,,,71-75,,A. Drummond misses 2-pt shot from 7 ft
2:11.0,,,71-75,,Offensive rebound by A. Drummond
2:11.0,,,71-75,,Shooting foul by J. Okafor (drawn by A. Drummond)
2:11.0,,,71-76,1,A. Drummond makes free throw 1 of 2
2:11.0,,,71-76,,S. Johnson enters the game for R. Bullock
2:11.0,S. Dinwiddie enters the game for A. Crabbe,,71-76,,
2:11.0,,,71-77,1,A. Drummond makes free throw 2 of 2
2:02.0,N. Stauskas misses 3-pt shot from 26 ft,,71-77,,
1:58.0,,,71-77,,Defensive rebound by A. Drummond
1:44.0,,,71-79,2,L. Kennard makes 2-pt shot from 3 ft
1:22.0,N. Stauskas misses 3-pt shot from 26 ft,,71-79,,
1:19.0,,,71-79,,Defensive rebound by A. Drummond
1:05.0,,,71-79,,S. Johnson misses 2-pt shot from 18 ft
1:02.0,Defensive rebound by J. Webb,,71-79,,
0:50.0,J. Okafor makes 2-pt shot from 6 ft,2,73-79,,
0:36.0,,,73-79,,L. Galloway misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by J. Okafor,,73-79,,
0:29.0,D. Russell misses 3-pt shot from 28 ft,,73-79,,
0:26.0,,,73-79,,Defensive rebound by A. Drummond
0:06.0,,,73-79,,S. Johnson misses 3-pt shot from 23 ft
0:02.0,Defensive rebound by J. Webb,,73-79,,
0:00.0,N. Stauskas misses 3-pt shot from 26 ft,,73-79,,
0:00.0,Offensive rebound by Team,,73-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,73-79,,L. Galloway misses 3-pt shot from 25 ft
11:41.0,Defensive rebound by J. Webb,,73-79,,
11:34.0,Turnover by D. Russell (bad pass; steal by A. Drummond),,73-79,,
11:30.0,,,73-81,2,L. Kennard makes 2-pt shot at rim (assist by S. Johnson)
11:18.0,Turnover by J. Harris (bad pass; steal by S. Johnson),,73-81,,
11:15.0,,,73-83,2,S. Johnson makes 2-pt shot from 1 ft
11:15.0,Brooklyn full timeout,,73-83,,
11:15.0,D. Carroll enters the game for J. Webb,,73-83,,
11:15.0,J. Allen enters the game for D. Russell,,73-83,,
11:15.0,A. Crabbe enters the game for J. Okafor,,73-83,,
11:05.0,D. Carroll misses 3-pt shot from 24 ft,,73-83,,
11:00.0,,,73-83,,Defensive rebound by A. Drummond
10:56.0,,,73-83,,L. Galloway misses 3-pt shot from 25 ft
10:53.0,Defensive rebound by J. Allen,,73-83,,
10:47.0,J. Allen makes 2-pt shot at rim (assist by S. Dinwiddie),2,75-83,,
10:47.0,Shooting foul by L. Kennard (drawn by J. Allen),,75-83,,
10:47.0,J. Allen makes free throw 1 of 1,1,76-83,,
10:31.0,,,76-83,,A. Drummond misses 2-pt shot from 2 ft
10:30.0,,,76-83,,Offensive rebound by A. Drummond
10:30.0,,,76-83,,Shooting foul by D. Carroll (drawn by A. Drummond)
10:30.0,,,76-83,,A. Drummond misses free throw 1 of 2
10:30.0,,,76-83,,Offensive rebound by Team
10:30.0,,,76-84,1,A. Drummond makes free throw 2 of 2
10:06.0,J. Allen makes 2-pt shot at rim (assist by S. Dinwiddie),2,78-84,,
9:57.0,,,78-87,3,A. Tolliver makes 3-pt shot from 26 ft (assist by L. Galloway)
9:57.0,,,78-87,,Shooting foul by D. Carroll (drawn by A. Tolliver)
9:57.0,,,78-87,,A. Tolliver misses free throw 1 of 1
9:54.0,Defensive rebound by J. Harris,,78-87,,
9:37.0,S. Dinwiddie misses 3-pt shot from 25 ft,,78-87,,
9:32.0,,,78-87,,Defensive rebound by Team
9:16.0,,,78-89,2,S. Johnson makes 2-pt shot from 3 ft
8:57.0,A. Crabbe makes 3-pt shot from 23 ft (assist by S. Dinwiddie),3,81-89,,
8:48.0,,,81-89,,Personal foul by A. Tolliver (drawn by S. Dinwiddie)
8:48.0,,,81-89,,Turnover by A. Tolliver (turnover)
8:48.0,J. Webb enters the game for D. Carroll,,81-89,,
8:35.0,A. Crabbe makes 2-pt shot from 22 ft (assist by J. Allen),2,83-89,,
8:10.0,,,83-91,2,L. Kennard makes 2-pt shot from 9 ft
7:55.0,A. Crabbe misses 3-pt shot from 24 ft,,83-91,,
7:53.0,Offensive rebound by J. Allen,,83-91,,
7:51.0,A. Crabbe makes 2-pt shot from 8 ft (assist by J. Allen),2,85-91,,
7:36.0,,,85-91,,A. Drummond misses 2-pt shot from 3 ft
7:35.0,Defensive rebound by S. Dinwiddie,,85-91,,
7:28.0,A. Crabbe makes 3-pt shot from 26 ft (assist by J. Harris),3,88-91,,
7:20.0,,,88-91,,Detroit full timeout
7:20.0,,,88-91,,B. Griffin enters the game for A. Drummond
7:09.0,,,88-93,2,B. Griffin makes 2-pt shot at rim (assist by L. Galloway)
6:47.0,J. Harris misses 3-pt shot from 24 ft,,88-93,,
6:44.0,,,88-93,,Defensive rebound by L. Galloway
6:39.0,,,88-95,2,S. Johnson makes 2-pt shot from 5 ft
6:14.0,Offensive charge foul by J. Webb (drawn by A. Tolliver),,88-95,,
6:14.0,Turnover by J. Webb (offensive foul),,88-95,,
6:14.0,,,88-95,,I. Smith enters the game for L. Galloway
6:14.0,D. Carroll enters the game for J. Webb,,88-95,,
6:14.0,,,88-95,,R. Bullock enters the game for L. Kennard
5:54.0,,,88-97,2,B. Griffin makes 2-pt shot from 1 ft
5:43.0,A. Crabbe makes 3-pt shot from 26 ft,3,91-97,,
5:24.0,,,91-97,,Turnover by B. Griffin (lost ball; steal by J. Allen)
5:23.0,A. Crabbe makes 2-pt shot at rim,2,93-97,,
5:23.0,Shooting foul by R. Bullock (drawn by A. Crabbe),,93-97,,
5:23.0,A. Crabbe makes free throw 1 of 1,1,94-97,,
5:08.0,,,94-99,2,B. Griffin makes 2-pt shot from 1 ft
4:55.0,S. Dinwiddie misses 3-pt shot from 28 ft,,94-99,,
4:53.0,,,94-99,,Defensive rebound by I. Smith
4:41.0,,,94-102,3,B. Griffin makes 3-pt shot from 27 ft
4:19.0,D. Carroll misses 3-pt shot from 25 ft,,94-102,,
4:16.0,,,94-102,,Defensive rebound by I. Smith
3:56.0,,,94-102,,A. Tolliver misses 3-pt shot from 24 ft
3:50.0,Defensive rebound by J. Allen,,94-102,,
3:42.0,J. Allen makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,96-102,,
3:14.0,,,96-102,,B. Griffin misses 2-pt shot from 14 ft
3:11.0,Defensive rebound by S. Dinwiddie,,96-102,,
3:00.0,J. Harris makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,99-102,,
