time,Sacramento,pts.away,score,pts.home,Houston
6:03.0,B. Bogdanovic makes 2-pt shot from 20 ft (assist by D. Fox),2,13-11,,
5:48.0,,,13-11,,C. Capela misses 2-pt shot from 3 ft
5:44.0,,,13-11,,Offensive rebound by C. Capela
5:44.0,,,13-11,,C. Capela misses 2-pt shot at rim
5:43.0,Defensive rebound by D. Fox,,13-11,,
5:29.0,W. Cauley-Stein misses 2-pt shot from 3 ft,,13-11,,
5:27.0,,,13-11,,Defensive rebound by J. Harden
5:24.0,,,13-13,2,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by J. Harden)
5:07.0,B. Bogdanovic misses 3-pt shot from 26 ft,,13-13,,
5:01.0,,,13-13,,Defensive rebound by R. Anderson
4:52.0,,,13-13,,G. Green misses 3-pt shot from 26 ft
4:49.0,Defensive rebound by W. Cauley-Stein,,13-13,,
4:39.0,J. Jackson makes 2-pt shot from 2 ft (assist by W. Cauley-Stein),2,15-13,,
4:29.0,,,15-15,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
4:17.0,D. Fox misses 2-pt shot from 21 ft,,15-15,,
4:13.0,,,15-15,,Defensive rebound by J. Harden
4:11.0,,,15-17,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
4:11.0,,,15-17,,Shooting foul by W. Cauley-Stein (drawn by C. Capela)
4:11.0,,,15-17,,J. Johnson enters the game for L. Mbah a Moute
4:11.0,V. Carter enters the game for W. Cauley-Stein,,15-17,,
4:11.0,K. Koufos enters the game for B. Bogdanovic,,15-17,,
4:11.0,G. Temple enters the game for J. Sampson,,15-17,,
4:11.0,,,15-18,1,C. Capela makes free throw 1 of 1
3:58.0,Turnover by D. Fox (bad pass; steal by G. Green),,15-18,,
3:53.0,,,15-18,,J. Harden misses 3-pt shot from 26 ft
3:48.0,Defensive rebound by G. Temple,,15-18,,
3:34.0,K. Koufos misses 2-pt shot from 9 ft,,15-18,,
3:31.0,,,15-18,,Defensive rebound by J. Johnson
3:24.0,,,15-18,,R. Anderson misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by K. Koufos,,15-18,,
3:15.0,Sacramento full timeout,,15-18,,
3:15.0,,,15-18,,T. Black enters the game for C. Capela
3:15.0,B. Hield enters the game for D. Fox,,15-18,,
3:07.0,B. Hield misses 3-pt shot from 24 ft,,15-18,,
3:05.0,,,15-18,,Defensive rebound by R. Anderson
2:56.0,,,15-18,,Turnover by J. Harden (bad pass; steal by B. Hield)
2:42.0,B. Hield makes 2-pt shot from 2 ft (assist by G. Temple),2,17-18,,
2:26.0,,,17-18,,J. Johnson misses 2-pt shot from 12 ft
2:23.0,Defensive rebound by B. Hield,,17-18,,
2:21.0,Turnover by B. Hield (out of bounds lost ball),,17-18,,
2:21.0,,,17-18,,C. Paul enters the game for J. Harden
2:05.0,,,17-18,,G. Green misses 2-pt shot from 10 ft (block by J. Jackson)
2:01.0,,,17-18,,Offensive rebound by R. Anderson
2:00.0,,,17-18,,R. Anderson misses 2-pt shot from 1 ft (block by K. Koufos)
2:00.0,Defensive rebound by G. Temple,,17-18,,
1:55.0,J. Jackson makes 3-pt shot from 22 ft (assist by G. Temple),3,20-18,,
1:38.0,,,20-18,,G. Green misses 3-pt shot from 27 ft
1:35.0,Defensive rebound by B. Hield,,20-18,,
1:16.0,G. Temple misses 3-pt shot from 24 ft,,20-18,,
1:13.0,,,20-18,,Defensive rebound by C. Paul
1:01.0,,,20-18,,Turnover by R. Anderson (lost ball; steal by K. Koufos)
0:53.0,J. Jackson makes 3-pt shot from 23 ft (assist by K. Koufos),3,23-18,,
0:36.0,,,23-20,2,C. Paul makes 2-pt shot from 9 ft
0:13.0,B. Hield makes 2-pt shot from 21 ft,2,25-20,,
0:05.0,Personal foul by G. Temple (drawn by C. Paul),,25-20,,
0:01.0,,,25-20,,Turnover by C. Paul (lost ball; steal by K. Koufos)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,25-22,2,C. Paul makes 2-pt shot from 1 ft
11:29.0,Offensive foul by K. Koufos (drawn by P. Tucker),,25-22,,
11:29.0,Turnover by K. Koufos (offensive foul),,25-22,,
11:15.0,,,25-22,,J. Johnson misses 3-pt shot from 23 ft
11:13.0,Defensive rebound by K. Koufos,,25-22,,
11:00.0,B. Hield misses 3-pt shot from 26 ft,,25-22,,
10:57.0,,,25-22,,Defensive rebound by T. Black
10:51.0,,,25-24,2,G. Green makes 2-pt shot from 6 ft
10:27.0,Turnover by B. Hield (bad pass; steal by P. Tucker),,25-24,,
10:07.0,,,25-27,3,C. Paul makes 3-pt shot from 26 ft
9:45.0,,,25-27,,Violation by C. Paul (kicked ball)
9:39.0,,,25-27,,Personal foul by T. Black (drawn by B. Bogdanovic)
9:27.0,G. Temple misses 3-pt shot from 26 ft,,25-27,,
9:24.0,,,25-27,,Defensive rebound by G. Green
9:13.0,,,25-27,,Shooting foul by K. Koufos (drawn by C. Paul)
9:13.0,,,25-28,1,C. Paul makes free throw 1 of 2
9:13.0,,,25-29,1,C. Paul makes free throw 2 of 2
9:02.0,Turnover by G. Temple (bad pass; steal by J. Johnson),,25-29,,
8:54.0,,,25-29,,G. Green misses 3-pt shot from 23 ft
8:53.0,Defensive rebound by Team,,25-29,,
8:53.0,,,25-29,,Loose ball foul by T. Black (drawn by B. Hield)
8:53.0,,,25-29,,C. Capela enters the game for T. Black
8:38.0,B. Hield makes 2-pt shot from 19 ft,2,27-29,,
8:25.0,,,27-31,2,C. Paul makes 2-pt shot from 15 ft
8:12.0,V. Carter makes 2-pt shot from 20 ft (assist by B. Hield),2,29-31,,
8:00.0,,,29-31,,J. Johnson misses 2-pt shot from 2 ft
7:57.0,Defensive rebound by G. Temple,,29-31,,
7:53.0,B. Bogdanovic misses 3-pt shot from 26 ft,,29-31,,
7:50.0,,,29-31,,Defensive rebound by J. Johnson
7:45.0,,,29-31,,P. Tucker misses 3-pt shot from 22 ft
7:43.0,,,29-31,,Offensive rebound by C. Capela
7:30.0,,,29-34,3,C. Paul makes 3-pt shot from 26 ft
7:20.0,V. Carter makes 2-pt shot from 20 ft (assist by B. Bogdanovic),2,31-34,,
7:11.0,,,31-37,3,C. Paul makes 3-pt shot from 26 ft
6:54.0,B. Hield misses 3-pt shot from 25 ft,,31-37,,
6:51.0,Offensive rebound by K. Koufos,,31-37,,
6:48.0,G. Temple makes 2-pt shot from 16 ft,2,33-37,,
6:30.0,,,33-37,,J. Johnson misses 3-pt shot from 26 ft
6:28.0,Defensive rebound by K. Koufos,,33-37,,
6:13.0,B. Bogdanovic makes 3-pt shot from 25 ft,3,36-37,,
6:11.0,,,36-37,,Houston full timeout
6:11.0,,,36-37,,L. Mbah a Moute enters the game for J. Johnson
6:11.0,,,36-37,,J. Harden enters the game for G. Green
6:11.0,W. Cauley-Stein enters the game for V. Carter,,36-37,,
6:11.0,J. Sampson enters the game for G. Temple,,36-37,,
6:11.0,D. Fox enters the game for K. Koufos,,36-37,,
5:53.0,,,36-37,,L. Mbah a Moute misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by B. Bogdanovic,,36-37,,
5:36.0,W. Cauley-Stein misses 2-pt shot from 3 ft (block by J. Harden),,36-37,,
5:34.0,,,36-37,,Defensive rebound by C. Paul
5:28.0,,,36-37,,J. Harden misses 3-pt shot from 28 ft
5:25.0,Defensive rebound by B. Bogdanovic,,36-37,,
5:19.0,B. Hield misses 2-pt shot from 2 ft,,36-37,,
5:17.0,,,36-37,,Defensive rebound by C. Capela
5:04.0,,,36-37,,C. Capela misses 2-pt shot from 5 ft
5:02.0,Defensive rebound by J. Sampson,,36-37,,
4:52.0,Turnover by J. Sampson (traveling),,36-37,,
4:52.0,,,36-37,,R. Anderson enters the game for P. Tucker
4:36.0,,,36-37,,J. Johnson enters the game for C. Paul
4:32.0,,,36-40,2,J. Harden makes 3-pt shot from 22 ft (assist by L. Mbah a Moute)
4:24.0,D. Fox misses 2-pt shot from 3 ft (block by C. Capela),,36-40,,
4:21.0,,,36-40,,Defensive rebound by L. Mbah a Moute
4:11.0,,,36-40,,Shooting foul by B. Hield (drawn by J. Harden)
4:11.0,,,36-40,,J. Harden misses free throw 1 of 2
4:11.0,,,36-40,,Offensive rebound by Team
4:11.0,J. Jackson enters the game for B. Bogdanovic,,36-40,,
4:11.0,,,36-41,1,J. Harden makes free throw 2 of 2
3:52.0,W. Cauley-Stein misses 2-pt shot from 4 ft,,36-41,,
3:50.0,,,36-41,,Defensive rebound by C. Capela
3:43.0,,,36-41,,Turnover by J. Harden (lost ball; steal by D. Fox)
3:39.0,W. Cauley-Stein makes 2-pt shot at rim (assist by J. Jackson),2,38-41,,
3:26.0,,,38-43,2,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Capela)
3:26.0,,,38-43,,Shooting foul by D. Fox (drawn by L. Mbah a Moute)
3:26.0,,,38-44,1,L. Mbah a Moute makes free throw 1 of 1
3:12.0,W. Cauley-Stein misses 2-pt shot from 1 ft (block by C. Capela),,38-44,,
3:10.0,,,38-44,,Defensive rebound by R. Anderson
3:01.0,,,38-44,,R. Anderson misses 3-pt shot from 26 ft
2:57.0,Defensive rebound by B. Hield,,38-44,,
2:51.0,,,38-44,,Personal foul by L. Mbah a Moute (drawn by W. Cauley-Stein)
2:51.0,Sacramento full timeout,,38-44,,
2:51.0,,,38-44,,C. Paul enters the game for L. Mbah a Moute
2:51.0,G. Temple enters the game for B. Hield,,38-44,,
2:43.0,D. Fox makes 2-pt shot from 20 ft,2,40-44,,
2:24.0,,,40-44,,Shooting foul by G. Temple (drawn by J. Harden)
2:24.0,,,40-45,1,J. Harden makes free throw 1 of 2
2:24.0,,,40-46,1,J. Harden makes free throw 2 of 2
2:10.0,W. Cauley-Stein misses 2-pt shot from 6 ft,,40-46,,
2:06.0,Offensive rebound by W. Cauley-Stein,,40-46,,
2:06.0,W. Cauley-Stein misses 2-pt shot at rim,,40-46,,
2:05.0,,,40-46,,Defensive rebound by C. Capela
2:03.0,Personal foul by G. Temple (drawn by J. Harden),,40-46,,
2:03.0,,,40-47,1,J. Harden makes free throw 1 of 2
2:03.0,,,40-48,1,J. Harden makes free throw 2 of 2
1:54.0,D. Fox makes 3-pt shot from 25 ft,3,43-48,,
1:42.0,Personal foul by D. Fox (drawn by C. Paul),,43-48,,
1:42.0,,,43-49,1,C. Paul makes free throw 1 of 2
1:42.0,V. Carter enters the game for G. Temple,,43-49,,
1:42.0,,,43-50,1,C. Paul makes free throw 2 of 2
1:33.0,Turnover by V. Carter (bad pass),,43-50,,
1:21.0,,,43-52,2,R. Anderson makes 2-pt shot from 18 ft (assist by J. Harden)
1:06.0,V. Carter misses 3-pt shot from 25 ft,,43-52,,
1:03.0,,,43-52,,Defensive rebound by C. Capela
0:52.0,,,43-52,,R. Anderson misses 3-pt shot from 26 ft
0:49.0,Defensive rebound by V. Carter,,43-52,,
0:28.0,D. Fox misses 2-pt shot from 21 ft,,43-52,,
0:26.0,,,43-52,,Defensive rebound by R. Anderson
0:05.0,,,43-55,3,J. Harden makes 3-pt shot from 27 ft (assist by C. Paul)
0:01.0,Shooting foul by C. Capela (drawn by D. Fox),,43-55,,
0:01.0,D. Fox makes free throw 1 of 2,1,44-55,,
0:01.0,D. Fox makes free throw 2 of 2,1,45-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,45-55,,Shooting foul by B. Bogdanovic (drawn by J. Harden)
11:42.0,,,45-56,1,J. Harden makes free throw 1 of 3
11:42.0,,,45-56,,J. Harden misses free throw 2 of 3
11:42.0,,,45-56,,Offensive rebound by Team
11:42.0,,,45-57,1,J. Harden makes free throw 3 of 3
11:33.0,Turnover by W. Cauley-Stein (lost ball; steal by C. Paul),,45-57,,
11:29.0,,,45-59,2,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul)
11:04.0,J. Jackson misses 3-pt shot from 22 ft,,45-59,,
11:02.0,,,45-59,,Defensive rebound by J. Harden
10:52.0,,,45-59,,J. Harden misses 3-pt shot from 25 ft
10:49.0,Defensive rebound by W. Cauley-Stein,,45-59,,
10:38.0,Turnover by J. Sampson (bad pass; steal by C. Capela),,45-59,,
10:26.0,,,45-59,,C. Paul misses 3-pt shot from 25 ft
10:24.0,Defensive rebound by D. Fox,,45-59,,
10:21.0,B. Bogdanovic makes 2-pt shot from 2 ft (assist by D. Fox),2,47-59,,
9:56.0,,,47-59,,C. Capela misses 2-pt shot from 12 ft
9:55.0,,,47-59,,Offensive rebound by Team
9:55.0,,,47-59,,Turnover by Team (shot clock)
9:45.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Sampson),3,50-59,,
9:30.0,,,50-59,,Turnover by J. Harden (bad pass)
9:10.0,Turnover by B. Bogdanovic (bad pass; steal by J. Harden),,50-59,,
8:55.0,,,50-59,,L. Mbah a Moute misses 3-pt shot from 24 ft
8:50.0,,,50-59,,Offensive rebound by C. Paul
8:46.0,,,50-62,3,J. Harden makes 3-pt shot from 26 ft (assist by C. Paul)
8:22.0,D. Fox misses 3-pt shot from 26 ft,,50-62,,
8:18.0,,,50-62,,Defensive rebound by L. Mbah a Moute
8:06.0,,,50-62,,Turnover by J. Harden (bad pass; steal by B. Bogdanovic)
8:04.0,Turnover by B. Bogdanovic (lost ball; steal by C. Paul),,50-62,,
7:54.0,,,50-62,,C. Paul misses 3-pt shot from 23 ft
7:51.0,Defensive rebound by J. Sampson,,50-62,,
7:40.0,W. Cauley-Stein misses 2-pt shot from 5 ft,,50-62,,
7:36.0,Offensive rebound by W. Cauley-Stein,,50-62,,
7:36.0,W. Cauley-Stein misses 2-pt shot at rim,,50-62,,
7:35.0,,,50-62,,Defensive rebound by C. Capela
7:28.0,Personal foul by D. Fox (drawn by J. Harden),,50-62,,
7:25.0,,,50-62,,L. Mbah a Moute misses 3-pt shot from 25 ft
7:21.0,Defensive rebound by J. Sampson,,50-62,,
7:15.0,K. Koufos enters the game for W. Cauley-Stein,,50-62,,
7:15.0,G. Temple enters the game for J. Jackson,,50-62,,
7:00.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,52-62,,
6:46.0,Personal foul by B. Bogdanovic (drawn by C. Paul),,52-62,,
6:46.0,,,52-62,,Houston full timeout
6:46.0,,,52-62,,G. Green enters the game for C. Paul
6:42.0,,,52-62,,J. Harden misses 3-pt shot from 24 ft
6:39.0,Defensive rebound by J. Sampson,,52-62,,
6:22.0,B. Bogdanovic misses 2-pt shot from 19 ft,,52-62,,
6:20.0,,,52-62,,Defensive rebound by C. Capela
6:11.0,,,52-62,,C. Capela misses 2-pt shot from 3 ft (block by J. Sampson)
6:09.0,,,52-62,,Offensive rebound by G. Green
5:57.0,,,52-62,,J. Harden misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by B. Bogdanovic,,52-62,,
5:36.0,B. Bogdanovic misses 3-pt shot from 26 ft,,52-62,,
5:34.0,,,52-62,,Defensive rebound by J. Harden
5:13.0,,,52-65,3,P. Tucker makes 3-pt shot from 24 ft (assist by J. Harden)
4:58.0,G. Temple misses 3-pt shot from 22 ft,,52-65,,
4:56.0,,,52-65,,Defensive rebound by J. Harden
4:48.0,,,52-67,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
4:42.0,Sacramento full timeout,,52-67,,
4:42.0,,,52-67,,J. Johnson enters the game for P. Tucker
4:42.0,,,52-67,,R. Anderson enters the game for L. Mbah a Moute
4:42.0,,,52-67,,T. Black enters the game for C. Capela
4:42.0,V. Carter enters the game for D. Fox,,52-67,,
4:42.0,B. Hield enters the game for B. Bogdanovic,,52-67,,
4:33.0,G. Temple misses 2-pt shot from 23 ft,,52-67,,
4:30.0,,,52-67,,Defensive rebound by J. Harden
4:17.0,,,52-67,,J. Harden misses 3-pt shot from 25 ft
4:15.0,Defensive rebound by B. Hield,,52-67,,
4:07.0,K. Koufos misses 2-pt shot from 2 ft,,52-67,,
4:04.0,Offensive rebound by K. Koufos,,52-67,,
4:04.0,K. Koufos misses 2-pt shot at rim,,52-67,,
4:03.0,,,52-67,,Defensive rebound by R. Anderson
3:52.0,,,52-67,,J. Johnson misses 2-pt shot from 16 ft
3:51.0,Defensive rebound by Team,,52-67,,
3:40.0,,,52-67,,Personal foul by T. Black (drawn by G. Temple)
3:28.0,B. Hield misses 3-pt shot from 25 ft,,52-67,,
3:26.0,,,52-67,,Defensive rebound by J. Harden
3:13.0,,,52-69,2,J. Harden makes 2-pt shot from 14 ft
2:50.0,B. Hield misses 2-pt shot from 17 ft,,52-69,,
2:50.0,Offensive rebound by J. Sampson,,52-69,,
2:49.0,Shooting foul by J. Harden (drawn by J. Sampson),,52-69,,
2:49.0,J. Sampson makes free throw 1 of 2,1,53-69,,
2:49.0,J. Sampson misses free throw 2 of 2,,53-69,,
2:49.0,Offensive rebound by K. Koufos,,53-69,,
2:44.0,B. Hield makes 3-pt shot from 26 ft (assist by K. Koufos),3,56-69,,
2:20.0,,,56-72,3,R. Anderson makes 3-pt shot from 26 ft (assist by J. Harden)
2:09.0,,,56-72,,Personal foul by T. Black (drawn by K. Koufos)
2:09.0,,,56-72,,C. Paul enters the game for J. Harden
1:58.0,B. Hield makes 3-pt shot from 26 ft (assist by J. Sampson),3,59-72,,
1:42.0,,,59-72,,G. Green misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by G. Temple,,59-72,,
1:31.0,V. Carter misses 3-pt shot from 28 ft,,59-72,,
1:31.0,,,59-72,,Defensive rebound by Team
1:31.0,J. Jackson enters the game for J. Sampson,,59-72,,
1:14.0,,,59-72,,R. Anderson misses 3-pt shot from 28 ft
1:11.0,Defensive rebound by V. Carter,,59-72,,
1:07.0,B. Hield misses 3-pt shot from 26 ft,,59-72,,
1:03.0,,,59-72,,Defensive rebound by R. Anderson
0:54.0,,,59-72,,Turnover by J. Johnson (turnover)
0:37.0,G. Temple misses 2-pt shot from 3 ft,,59-72,,
0:36.0,Offensive rebound by G. Temple,,59-72,,
0:35.0,G. Temple makes 2-pt shot at rim,2,61-72,,
0:32.0,,,61-72,,Offensive foul by C. Paul (drawn by G. Temple)
0:32.0,,,61-72,,Turnover by C. Paul (bad pass)
0:31.0,Turnover by J. Jackson (bad pass; steal by T. Black),,61-72,,
0:09.0,,,61-72,,C. Paul misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by K. Koufos,,61-72,,
0:00.0,G. Temple makes 2-pt shot from 20 ft,2,63-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,G. Temple makes 2-pt shot from 2 ft (assist by J. Jackson),2,65-72,,
11:31.0,,,65-75,3,J. Johnson makes 3-pt shot from 23 ft (assist by C. Paul)
11:09.0,B. Hield misses 3-pt shot from 26 ft,,65-75,,
11:07.0,,,65-75,,Defensive rebound by C. Paul
10:49.0,,,65-75,,G. Green misses 2-pt shot from 21 ft
10:47.0,Defensive rebound by K. Koufos,,65-75,,
10:40.0,J. Jackson makes 2-pt shot from 2 ft (assist by G. Temple),2,67-75,,
10:24.0,,,67-75,,P. Tucker misses 3-pt shot from 25 ft
10:21.0,Defensive rebound by G. Temple,,67-75,,
10:09.0,V. Carter misses 2-pt shot from 22 ft,,67-75,,
10:06.0,,,67-75,,Defensive rebound by R. Anderson
10:00.0,,,67-78,3,R. Anderson makes 3-pt shot from 27 ft (assist by C. Paul)
9:40.0,G. Temple misses 3-pt shot from 25 ft,,67-78,,
9:38.0,,,67-78,,Defensive rebound by J. Johnson
9:20.0,Personal foul by K. Koufos (drawn by C. Paul),,67-78,,
9:20.0,,,67-78,,J. Harden enters the game for G. Green
9:20.0,W. Cauley-Stein enters the game for K. Koufos,,67-78,,
9:10.0,,,67-78,,J. Harden misses 3-pt shot from 25 ft
9:07.0,Defensive rebound by J. Jackson,,67-78,,
8:57.0,J. Jackson makes 2-pt shot from 2 ft (assist by W. Cauley-Stein),2,69-78,,
8:45.0,,,69-78,,R. Anderson misses 3-pt shot from 27 ft
8:43.0,Defensive rebound by G. Temple,,69-78,,
8:33.0,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by G. Temple),2,71-78,,
8:04.0,,,71-80,2,J. Harden makes 2-pt shot from 9 ft
7:56.0,G. Temple makes 2-pt shot from 2 ft,2,73-80,,
7:44.0,,,73-80,,C. Capela enters the game for R. Anderson
7:32.0,,,73-83,3,J. Harden makes 3-pt shot from 27 ft
7:12.0,Turnover by G. Temple (turnover),,73-83,,
7:12.0,B. Bogdanovic enters the game for B. Hield,,73-83,,
6:55.0,,,73-83,,C. Paul misses 2-pt shot from 17 ft
6:51.0,,,73-83,,Offensive rebound by P. Tucker
6:49.0,,,73-83,,J. Johnson misses 3-pt shot from 25 ft
6:46.0,Defensive rebound by V. Carter,,73-83,,
6:37.0,Shooting foul by P. Tucker (drawn by V. Carter),,73-83,,
6:37.0,,,73-83,,Houston full timeout
6:37.0,,,73-83,,L. Mbah a Moute enters the game for C. Paul
6:37.0,V. Carter makes free throw 1 of 2,1,74-83,,
6:37.0,V. Carter makes free throw 2 of 2,1,75-83,,
6:26.0,,,75-83,,J. Harden misses 3-pt shot from 24 ft
6:22.0,,,75-83,,Offensive rebound by P. Tucker
6:13.0,,,75-83,,P. Tucker misses 3-pt shot from 23 ft
6:10.0,Defensive rebound by W. Cauley-Stein,,75-83,,
5:59.0,,,75-83,,Personal foul by J. Johnson (drawn by V. Carter)
5:52.0,W. Cauley-Stein makes 2-pt shot from 2 ft (assist by B. Bogdanovic),2,77-83,,
5:29.0,,,77-83,,J. Harden misses 2-pt shot from 19 ft
5:25.0,Defensive rebound by J. Jackson,,77-83,,
5:17.0,Turnover by V. Carter (traveling),,77-83,,
5:03.0,,,77-85,2,J. Johnson makes 2-pt shot from 10 ft
4:36.0,Turnover by V. Carter (lost ball; steal by P. Tucker),,77-85,,
4:32.0,,,77-87,2,C. Capela makes 2-pt shot at rim (assist by P. Tucker)
4:22.0,W. Cauley-Stein makes 2-pt shot at rim (assist by J. Jackson),2,79-87,,
4:08.0,,,79-87,,J. Johnson misses 3-pt shot from 23 ft
4:07.0,Defensive rebound by Team,,79-87,,
4:07.0,,,79-87,,Loose ball foul by J. Harden (drawn by V. Carter)
4:07.0,D. Fox enters the game for V. Carter,,79-87,,
3:44.0,B. Bogdanovic makes 2-pt shot from 12 ft (assist by W. Cauley-Stein),2,81-87,,
3:26.0,Personal foul by G. Temple (drawn by J. Harden),,81-87,,
3:12.0,,,81-89,2,P. Tucker makes 2-pt shot from 2 ft (assist by J. Harden)
3:05.0,Sacramento full timeout,,81-89,,
2:57.0,J. Jackson misses 3-pt shot from 25 ft,,81-89,,
2:54.0,,,81-89,,Defensive rebound by P. Tucker
2:35.0,,,81-89,,L. Mbah a Moute misses 3-pt shot from 23 ft
2:31.0,Defensive rebound by W. Cauley-Stein,,81-89,,
2:23.0,D. Fox misses 2-pt shot from 10 ft,,81-89,,
2:20.0,,,81-89,,Defensive rebound by P. Tucker
1:57.0,,,81-91,2,P. Tucker makes 2-pt shot from 19 ft
1:53.0,Turnover by D. Fox (bad pass; steal by J. Harden),,81-91,,
1:48.0,,,81-91,,Turnover by J. Johnson (bad pass)
1:38.0,D. Fox makes 2-pt shot from 2 ft (assist by W. Cauley-Stein),2,83-91,,
1:38.0,,,83-91,,Violation by C. Capela (def goaltending)
1:16.0,,,83-94,3,J. Harden makes 3-pt shot from 26 ft
1:05.0,G. Temple makes 3-pt shot from 25 ft (assist by D. Fox),3,86-94,,
0:42.0,,,86-94,,J. Harden misses 3-pt shot from 27 ft
0:38.0,Defensive rebound by W. Cauley-Stein,,86-94,,
