time,Golden State,pts.away,score,pts.home,Houston
0:41.0,,,116-104,,E. Gordon misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by K. Durant,,116-104,,
0:32.0,,,116-104,,Personal take foul by C. Paul (drawn by D. Green)
0:32.0,D. Green misses free throw 1 of 2,,116-104,,
0:32.0,Offensive rebound by Team,,116-104,,
0:32.0,D. Green makes free throw 2 of 2,1,117-104,,
0:25.0,,,117-104,,J. Harden misses 2-pt shot from 11 ft
0:23.0,,,117-104,,Offensive rebound by C. Paul
0:21.0,,,117-106,2,C. Paul makes 2-pt shot from 3 ft
0:12.0,,,117-106,,Personal take foul by J. Harden (drawn by A. Iguodala)
0:12.0,A. Iguodala makes free throw 1 of 2,1,118-106,,
0:12.0,A. Iguodala makes free throw 2 of 2,1,119-106,,
0:04.0,,,119-106,,J. Harden misses 3-pt shot from 27 ft (block by S. Curry)
0:03.0,,,119-106,,Offensive rebound by J. Harden
0:01.0,,,119-106,,J. Harden misses 2-pt shot from 13 ft
0:01.0,,,119-106,,Offensive rebound by Team
