time,Boston,pts.away,score,pts.home,Miami
5:06.0,,,15-9,,Defensive rebound by D. Waiters
4:44.0,,,15-11,2,B. Adebayo makes 2-pt shot at rim (assist by D. Waiters)
4:31.0,,,15-11,,Personal foul by B. Adebayo (drawn by A. Horford)
4:31.0,,,15-11,,K. Olynyk enters the game for B. Adebayo
4:31.0,,,15-11,,J. Winslow enters the game for J. Johnson
4:26.0,Turnover by M. Smart (lost ball; steal by K. Olynyk),,15-11,,
4:18.0,Jump ball: D. Waiters vs. K. Irving (J. Winslow gains possession),,,,Jump ball: D. Waiters vs. K. Irving (J. Winslow gains possession)
4:08.0,,,15-14,3,K. Olynyk makes 3-pt shot from 25 ft (assist by T. Johnson)
4:07.0,Boston full timeout,,15-14,,
4:07.0,T. Rozier enters the game for K. Irving,,15-14,,
3:57.0,Turnover by A. Horford (out of bounds lost ball),,15-14,,
3:41.0,,,15-14,,Turnover by K. Olynyk (bad pass; steal by S. Ojeleye)
3:34.0,,,15-14,,Personal foul by T. Johnson (drawn by J. Tatum)
3:26.0,M. Smart misses 3-pt shot from 25 ft,,15-14,,
3:17.0,Offensive rebound by J. Tatum,,15-14,,
3:17.0,J. Tatum makes 2-pt shot at rim,2,17-14,,
3:08.0,,,17-16,2,K. Olynyk makes 2-pt shot from 1 ft (assist by J. Richardson)
2:42.0,A. Horford misses 2-pt shot from 21 ft,,17-16,,
2:39.0,,,17-16,,Defensive rebound by D. Waiters
2:24.0,Personal foul by S. Ojeleye (drawn by D. Waiters),,17-16,,
2:24.0,,,17-16,,G. Dragic enters the game for D. Waiters
2:24.0,D. Theis enters the game for A. Horford,,17-16,,
2:15.0,,,17-16,,J. Winslow misses 3-pt shot from 81 ft
2:14.0,,,17-16,,Offensive rebound by K. Olynyk
2:11.0,,,17-16,,Offensive charge foul by J. Richardson (drawn by M. Smart)
2:11.0,,,17-16,,Turnover by J. Richardson (offensive foul)
1:53.0,T. Rozier misses 2-pt shot from 9 ft,,17-16,,
1:51.0,Offensive rebound by D. Theis,,17-16,,
1:46.0,D. Theis misses 2-pt shot from 1 ft,,17-16,,
1:35.0,,,17-16,,Defensive rebound by J. Winslow
1:30.0,,,17-16,,K. Olynyk misses 2-pt shot from 19 ft
1:30.0,,,17-16,,Offensive rebound by J. Winslow
1:24.0,,,17-16,,J. Winslow misses 2-pt shot from 2 ft
1:24.0,,,17-16,,Offensive rebound by J. Winslow
1:19.0,,,17-16,,J. Winslow misses 2-pt shot at rim
1:17.0,,,17-16,,Offensive rebound by J. Winslow
1:16.0,,,17-19,3,G. Dragic makes 3-pt shot from 26 ft (assist by T. Johnson)
1:04.0,M. Smart makes 2-pt shot from 15 ft,2,19-19,,
0:47.0,,,19-22,3,J. Richardson makes 3-pt shot from 25 ft (assist by G. Dragic)
0:39.0,M. Smart misses 3-pt shot from 25 ft,,19-22,,
0:34.0,,,19-22,,Defensive rebound by J. Winslow
0:32.0,,,19-24,2,G. Dragic makes 2-pt shot from 2 ft (assist by J. Winslow)
0:12.0,D. Theis makes 2-pt shot from 2 ft,2,21-24,,
0:04.0,,,21-26,2,T. Johnson makes 2-pt shot from 1 ft
0:00.0,M. Smart misses 3-pt shot from 24 ft (block by T. Johnson),,21-26,,
0:00.0,Offensive rebound by Team,,21-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Shooting foul by J. Winslow (drawn by J. Brown),,21-26,,
11:43.0,J. Brown makes free throw 1 of 2,1,22-26,,
11:43.0,J. Brown makes free throw 2 of 2,1,23-26,,
11:24.0,,,23-26,,Shooting foul by D. Theis (drawn by K. Olynyk)
11:24.0,,,23-27,1,K. Olynyk makes free throw 1 of 2
11:24.0,,,23-28,1,K. Olynyk makes free throw 2 of 2
11:08.0,S. Larkin misses 2-pt shot from 19 ft,,23-28,,
11:04.0,Offensive rebound by Team,,23-28,,
10:54.0,D. Theis makes 2-pt shot from 19 ft (assist by S. Larkin),2,25-28,,
10:41.0,,,25-30,2,J. Winslow makes 2-pt shot from 1 ft (assist by G. Dragic)
10:26.0,S. Larkin misses 2-pt shot from 1 ft (block by K. Olynyk),,25-30,,
10:21.0,,,25-30,,Defensive rebound by K. Olynyk
10:20.0,,,25-30,,Turnover by K. Olynyk (bad pass; steal by M. Smart)
10:14.0,M. Smart makes 2-pt shot from 1 ft,2,27-30,,
10:06.0,Personal foul by S. Larkin (drawn by G. Dragic),,27-30,,
9:57.0,,,27-30,,K. Olynyk misses 3-pt shot from 25 ft
9:53.0,Defensive rebound by T. Rozier,,27-30,,
9:47.0,T. Rozier misses 3-pt shot from 23 ft,,27-30,,
9:44.0,Offensive rebound by D. Theis,,27-30,,
9:39.0,M. Smart makes 3-pt shot from 27 ft (assist by S. Larkin),3,30-30,,
9:25.0,,,30-30,,Turnover by K. Olynyk (bad pass; steal by S. Larkin)
9:20.0,M. Smart makes 3-pt shot from 24 ft (assist by S. Larkin),3,33-30,,
9:20.0,,,33-30,,Miami full timeout
9:02.0,,,33-30,,T. Johnson misses 2-pt shot from 6 ft
9:00.0,Defensive rebound by T. Rozier,,33-30,,
8:46.0,T. Rozier misses 2-pt shot from 1 ft,,33-30,,
8:44.0,,,33-30,,Defensive rebound by K. Olynyk
8:41.0,,,33-30,,T. Johnson misses 3-pt shot from 25 ft
8:36.0,Defensive rebound by D. Theis,,33-30,,
8:28.0,D. Theis makes 2-pt shot from 2 ft (assist by M. Smart),2,35-30,,
8:15.0,,,35-30,,Offensive foul by J. Winslow (drawn by M. Smart)
8:15.0,,,35-30,,Turnover by J. Winslow (offensive foul)
8:15.0,K. Irving enters the game for M. Smart,,35-30,,
7:52.0,D. Theis misses 2-pt shot from 11 ft,,35-30,,
7:48.0,,,35-30,,Defensive rebound by J. Winslow
7:37.0,,,35-30,,Turnover by G. Dragic (bad pass; steal by T. Rozier)
7:36.0,Shooting foul by G. Dragic (drawn by J. Brown),,35-30,,
7:36.0,J. Brown misses free throw 1 of 2,,35-30,,
7:36.0,Offensive rebound by Team,,35-30,,
7:36.0,J. Brown makes free throw 2 of 2,1,36-30,,
7:36.0,,,36-30,,D. Waiters enters the game for T. Johnson
7:36.0,,,36-30,,J. Johnson enters the game for J. Winslow
7:36.0,A. Baynes enters the game for D. Theis,,36-30,,
7:21.0,,,36-30,,W. Ellington misses 3-pt shot from 26 ft
7:18.0,Defensive rebound by S. Larkin,,36-30,,
6:55.0,K. Irving misses 2-pt shot at rim,,36-30,,
6:52.0,,,36-30,,Defensive rebound by K. Olynyk
6:42.0,,,36-32,2,J. Johnson makes 2-pt shot from 2 ft
6:15.0,K. Irving makes 2-pt shot from 3 ft,2,38-32,,
5:49.0,,,38-32,,D. Waiters misses 3-pt shot from 23 ft
5:47.0,Defensive rebound by K. Irving,,38-32,,
5:46.0,Shooting foul by W. Ellington (drawn by J. Brown),,38-32,,
5:46.0,J. Brown misses free throw 1 of 2,,38-32,,
5:46.0,Offensive rebound by Team,,38-32,,
5:46.0,,,38-32,,B. Adebayo enters the game for G. Dragic
5:46.0,,,38-32,,J. Richardson enters the game for K. Olynyk
5:46.0,J. Brown makes free throw 2 of 2,1,39-32,,
5:31.0,,,39-32,,W. Ellington misses 3-pt shot from 26 ft
5:31.0,Defensive rebound by Team,,39-32,,
5:31.0,A. Horford enters the game for S. Larkin,,39-32,,
5:23.0,,,39-32,,Personal foul by D. Waiters (drawn by K. Irving)
5:21.0,Turnover by J. Brown (bad pass; steal by J. Johnson),,39-32,,
5:12.0,,,39-32,,J. Richardson misses 2-pt shot from 21 ft
5:09.0,Defensive rebound by A. Baynes,,39-32,,
4:53.0,K. Irving misses 3-pt shot from 26 ft,,39-32,,
4:52.0,,,39-32,,Defensive rebound by Team
4:35.0,,,39-34,2,J. Richardson makes 2-pt shot from 10 ft
4:12.0,J. Brown misses 2-pt shot from 16 ft,,39-34,,
4:09.0,,,39-34,,Defensive rebound by D. Waiters
3:57.0,,,39-34,,W. Ellington misses 2-pt shot from 16 ft
3:56.0,Defensive rebound by A. Horford,,39-34,,
3:56.0,Boston full timeout,,39-34,,
3:56.0,J. Tatum enters the game for J. Brown,,39-34,,
3:56.0,M. Smart enters the game for T. Rozier,,39-34,,
3:36.0,J. Tatum misses 2-pt shot from 1 ft (block by B. Adebayo),,39-34,,
3:36.0,Offensive rebound by A. Baynes,,39-34,,
3:36.0,,,39-34,,Personal foul by B. Adebayo (drawn by A. Baynes)
3:36.0,A. Baynes makes free throw 1 of 2,1,40-34,,
3:36.0,A. Baynes makes free throw 2 of 2,1,41-34,,
3:17.0,,,41-34,,J. Richardson misses 2-pt shot from 1 ft (block by A. Baynes)
3:17.0,,,41-34,,Offensive rebound by Team
3:17.0,,,41-34,,G. Dragic enters the game for W. Ellington
3:17.0,,,41-34,,Miami full timeout
3:14.0,,,41-34,,Turnover by J. Richardson (bad pass; steal by A. Horford)
2:57.0,K. Irving makes 2-pt shot from 1 ft (assist by A. Baynes),2,43-34,,
2:38.0,,,43-36,2,J. Richardson makes 2-pt shot from 7 ft
2:20.0,A. Baynes makes 2-pt shot from 13 ft (assist by K. Irving),2,45-36,,
2:05.0,,,45-38,2,G. Dragic makes 2-pt shot from 14 ft
1:48.0,K. Irving misses 3-pt shot from 23 ft,,45-38,,
1:46.0,,,45-38,,Defensive rebound by J. Johnson
1:42.0,,,45-38,,Shooting foul by A. Baynes (drawn by B. Adebayo)
1:42.0,,,45-39,1,B. Adebayo makes free throw 1 of 2
1:42.0,,,45-39,,J. Winslow enters the game for D. Waiters
1:42.0,,,45-40,1,B. Adebayo makes free throw 2 of 2
1:24.0,Technical foul by A. Horford (drawn by J. Richardson),,45-40,,
1:24.0,Turnover by A. Horford (turnover),,45-40,,
1:24.0,,,45-40,,K. Olynyk enters the game for B. Adebayo
1:24.0,J. Brown enters the game for A. Baynes,,45-40,,
1:24.0,,,45-42,1,J. Richardson makes free throw 1 of 2
1:24.0,,,45-42,1,J. Richardson makes free throw 2 of 2
1:09.0,,,45-44,2,J. Johnson makes 2-pt shot from 2 ft (assist by G. Dragic)
1:09.0,,,45-44,,Shooting foul by M. Smart (drawn by J. Johnson)
1:09.0,,,45-45,1,J. Johnson makes free throw 1 of 1
0:48.0,K. Irving misses 3-pt shot from 25 ft,,45-45,,
0:46.0,Offensive rebound by A. Horford,,45-45,,
0:39.0,A. Horford misses 2-pt shot from 2 ft (block by K. Olynyk),,45-45,,
0:35.0,,,45-45,,Defensive rebound by J. Johnson
0:33.0,,,45-45,,Turnover by J. Johnson (bad pass; steal by K. Irving)
0:14.0,M. Smart misses 2-pt shot from 1 ft,,45-45,,
0:08.0,,,45-45,,Defensive rebound by K. Olynyk
0:07.0,,,45-45,,J. Johnson misses 2-pt shot from 3 ft
0:06.0,Defensive rebound by M. Smart,,45-45,,
0:01.0,K. Irving makes 2-pt shot from 2 ft (assist by M. Smart),2,47-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,A. Horford misses 2-pt shot from 2 ft,,47-45,,
11:39.0,,,47-45,,Defensive rebound by B. Adebayo
11:20.0,,,47-47,2,G. Dragic makes 2-pt shot from 8 ft
11:08.0,K. Irving makes 2-pt shot from 4 ft,2,49-47,,
10:49.0,,,49-47,,D. Waiters misses 2-pt shot from 7 ft
10:45.0,Defensive rebound by J. Tatum,,49-47,,
10:45.0,Shooting foul by J. Richardson (drawn by J. Tatum),,49-47,,
10:45.0,J. Tatum makes free throw 1 of 2,1,50-47,,
10:45.0,J. Tatum misses free throw 2 of 2,,50-47,,
10:42.0,,,50-47,,Defensive rebound by J. Johnson
10:25.0,,,50-49,2,B. Adebayo makes 2-pt shot at rim (assist by J. Richardson)
10:06.0,K. Irving makes 2-pt shot from 20 ft,2,52-49,,
9:47.0,,,52-49,,Turnover by B. Adebayo (turnover)
9:24.0,A. Baynes misses 2-pt shot from 12 ft,,52-49,,
9:18.0,Offensive rebound by J. Brown,,52-49,,
9:17.0,J. Brown misses 2-pt shot from 7 ft,,52-49,,
9:15.0,Offensive rebound by J. Tatum,,52-49,,
9:15.0,J. Tatum makes 2-pt shot from 2 ft,2,54-49,,
9:15.0,Shooting foul by J. Richardson (drawn by J. Tatum),,54-49,,
9:15.0,J. Tatum makes free throw 1 of 1,1,55-49,,
9:01.0,,,55-49,,J. Richardson misses 3-pt shot from 26 ft
9:01.0,Defensive rebound by A. Horford,,55-49,,
8:46.0,Shooting foul by J. Johnson (drawn by A. Horford),,55-49,,
8:46.0,A. Horford makes free throw 1 of 2,1,56-49,,
8:46.0,A. Horford makes free throw 2 of 2,1,57-49,,
8:44.0,,,57-49,,Miami full timeout
8:30.0,,,57-49,,G. Dragic misses 3-pt shot from 23 ft
8:24.0,Defensive rebound by A. Horford,,57-49,,
8:15.0,Offensive foul by A. Baynes (drawn by B. Adebayo),,57-49,,
8:15.0,Turnover by A. Baynes (offensive foul),,57-49,,
8:03.0,,,57-49,,D. Waiters misses 2-pt shot from 5 ft (block by K. Irving)
8:03.0,,,57-49,,Offensive rebound by Team
7:48.0,,,57-49,,Turnover by J. Richardson (bad pass; steal by A. Baynes)
7:39.0,Turnover by K. Irving (bad pass),,57-49,,
7:16.0,,,57-52,3,J. Johnson makes 3-pt shot from 23 ft (assist by D. Waiters)
6:57.0,K. Irving makes 2-pt shot from 18 ft,2,59-52,,
6:45.0,,,59-52,,J. Johnson misses 2-pt shot from 2 ft (block by A. Baynes)
6:42.0,Defensive rebound by J. Brown,,59-52,,
6:40.0,J. Tatum misses 2-pt shot from 3 ft (block by J. Richardson),,59-52,,
6:37.0,,,59-52,,Defensive rebound by D. Waiters
6:32.0,,,59-52,,J. Johnson misses 3-pt shot from 23 ft
6:29.0,Defensive rebound by J. Brown,,59-52,,
6:16.0,Shooting foul by D. Waiters (drawn by J. Tatum),,59-52,,
6:16.0,J. Tatum makes free throw 1 of 2,1,60-52,,
6:16.0,J. Tatum makes free throw 2 of 2,1,61-52,,
6:01.0,,,61-52,,D. Waiters misses 3-pt shot from 24 ft
5:59.0,Defensive rebound by J. Tatum,,61-52,,
5:46.0,A. Horford makes 2-pt shot from 14 ft,2,63-52,,
5:27.0,,,63-54,2,J. Johnson makes 2-pt shot from 8 ft
5:10.0,J. Brown misses 3-pt shot from 23 ft,,63-54,,
5:08.0,,,63-54,,Defensive rebound by G. Dragic
5:04.0,,,63-54,,Turnover by G. Dragic (bad pass; steal by K. Irving)
4:58.0,Turnover by J. Brown (lost ball; steal by B. Adebayo),,63-54,,
4:52.0,,,63-54,,G. Dragic misses 3-pt shot from 25 ft
4:48.0,Defensive rebound by A. Baynes,,63-54,,
4:33.0,J. Tatum misses 2-pt shot from 4 ft,,63-54,,
4:30.0,Offensive rebound by A. Baynes,,63-54,,
4:25.0,A. Baynes makes 2-pt shot from 14 ft (assist by K. Irving),2,65-54,,
4:10.0,,,65-54,,Turnover by J. Johnson (out of bounds lost ball)
4:10.0,,,65-54,,T. Johnson enters the game for G. Dragic
4:10.0,,,65-54,,K. Olynyk enters the game for J. Johnson
4:10.0,,,65-54,,J. Winslow enters the game for B. Adebayo
4:10.0,M. Smart enters the game for J. Tatum,,65-54,,
4:10.0,D. Theis enters the game for A. Baynes,,65-54,,
3:56.0,J. Brown misses 2-pt shot from 13 ft,,65-54,,
3:53.0,,,65-54,,Defensive rebound by K. Olynyk
3:46.0,,,65-57,3,J. Richardson makes 3-pt shot from 25 ft (assist by K. Olynyk)
3:30.0,K. Irving misses 3-pt shot from 25 ft,,65-57,,
3:28.0,,,65-57,,Defensive rebound by T. Johnson
3:23.0,,,65-57,,Shooting foul by D. Theis (drawn by K. Olynyk)
3:23.0,,,65-57,,K. Olynyk misses free throw 1 of 2
3:23.0,,,65-57,,Offensive rebound by Team
3:23.0,,,65-57,,W. Ellington enters the game for D. Waiters
3:23.0,T. Rozier enters the game for K. Irving,,65-57,,
3:23.0,,,65-58,1,K. Olynyk makes free throw 2 of 2
3:09.0,T. Rozier makes 2-pt shot from 15 ft,2,67-58,,
2:53.0,Boston full timeout,,67-58,,
2:45.0,,,67-58,,J. Richardson misses 3-pt shot from 23 ft
2:42.0,Defensive rebound by A. Horford,,67-58,,
2:32.0,D. Theis makes 2-pt shot at rim (assist by M. Smart),2,69-58,,
2:16.0,,,69-60,2,J. Winslow makes 2-pt shot from 4 ft
1:54.0,A. Horford misses 2-pt shot from 17 ft,,69-60,,
1:52.0,,,69-60,,Defensive rebound by J. Winslow
1:44.0,,,69-63,3,W. Ellington makes 3-pt shot from 23 ft (assist by J. Winslow)
1:27.0,M. Smart makes 2-pt shot from 5 ft,2,71-63,,
0:58.0,,,71-63,,W. Ellington misses 3-pt shot from 23 ft
0:58.0,Defensive rebound by Team,,71-63,,
0:58.0,,,71-63,,G. Dragic enters the game for J. Richardson
0:58.0,J. Tatum enters the game for J. Brown,,71-63,,
0:58.0,S. Larkin enters the game for A. Horford,,71-63,,
0:41.0,J. Tatum makes 3-pt shot from 23 ft (assist by M. Smart),3,74-63,,
0:17.0,,,74-63,,W. Ellington misses 3-pt shot from 22 ft
0:15.0,,,74-63,,Offensive rebound by Team
0:02.0,A. Horford enters the game for T. Rozier,,74-63,,
0:02.0,J. Brown enters the game for D. Theis,,74-63,,
0:02.0,A. Baynes enters the game for S. Larkin,,74-63,,
0:00.0,,,74-63,,J. Winslow misses 2-pt shot from 11 ft (block by A. Baynes)
0:00.0,,,74-63,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,74-63,,Turnover by K. Olynyk (bad pass; steal by D. Theis)
11:27.0,M. Smart misses 3-pt shot from 26 ft,,74-63,,
11:23.0,,,74-63,,Defensive rebound by J. Winslow
11:17.0,,,74-65,2,J. Winslow makes 2-pt shot from 2 ft
10:59.0,,,74-65,,Personal foul by J. Winslow (drawn by J. Tatum)
10:50.0,T. Rozier misses 2-pt shot from 1 ft,,74-65,,
10:47.0,,,74-65,,Defensive rebound by K. Olynyk
10:43.0,,,74-65,,K. Olynyk misses 2-pt shot from 1 ft
10:42.0,,,74-65,,Offensive rebound by Team
10:32.0,,,74-65,,Shooting foul by D. Theis (drawn by G. Dragic)
10:32.0,,,74-66,1,G. Dragic makes free throw 1 of 2
10:32.0,,,74-67,1,G. Dragic makes free throw 2 of 2
10:18.0,S. Larkin misses 2-pt shot from 1 ft (block by G. Dragic),,74-67,,
10:16.0,Offensive rebound by D. Theis,,74-67,,
10:16.0,Turnover by D. Theis (out of bounds lost ball),,74-67,,
10:11.0,Personal foul by S. Larkin (drawn by G. Dragic),,74-67,,
9:58.0,,,74-67,,Shooting foul by D. Theis (drawn by K. Olynyk)
9:58.0,,,74-68,1,K. Olynyk makes free throw 1 of 2
9:58.0,,,74-69,1,K. Olynyk makes free throw 2 of 2
9:43.0,Shooting foul by J. Winslow (drawn by J. Tatum),,74-69,,
9:43.0,J. Tatum makes free throw 1 of 2,1,75-69,,
9:43.0,,,75-69,,J. Johnson enters the game for J. Winslow
9:43.0,J. Tatum makes free throw 2 of 2,1,76-69,,
9:27.0,,,76-71,2,G. Dragic makes 2-pt shot from 13 ft
9:13.0,,,76-71,,Personal foul by G. Dragic (drawn by S. Larkin)
9:02.0,J. Tatum makes 2-pt shot from 2 ft,2,78-71,,
8:48.0,,,78-71,,J. Johnson misses 3-pt shot from 23 ft
8:48.0,,,78-71,,Offensive rebound by K. Olynyk
8:48.0,,,78-71,,Shooting foul by J. Tatum (drawn by K. Olynyk)
8:48.0,,,78-72,1,K. Olynyk makes free throw 1 of 2
8:48.0,K. Irving enters the game for S. Larkin,,78-72,,
8:48.0,,,78-73,1,K. Olynyk makes free throw 2 of 2
8:29.0,T. Rozier misses 2-pt shot from 3 ft (block by K. Olynyk),,78-73,,
8:25.0,,,78-73,,Defensive rebound by T. Johnson
8:21.0,,,78-73,,K. Olynyk misses 3-pt shot from 26 ft
8:18.0,Defensive rebound by T. Rozier,,78-73,,
8:06.0,K. Irving misses 3-pt shot from 25 ft,,78-73,,
8:03.0,,,78-73,,Defensive rebound by W. Ellington
7:49.0,,,78-75,2,K. Olynyk makes 2-pt shot from 2 ft (assist by G. Dragic)
7:49.0,Boston full timeout,,78-75,,
7:49.0,A. Horford enters the game for D. Theis,,78-75,,
7:39.0,,,78-75,,Personal foul by K. Olynyk (drawn by A. Horford)
7:32.0,M. Smart misses 2-pt shot from 1 ft,,78-75,,
7:32.0,Offensive rebound by M. Smart,,78-75,,
7:32.0,,,78-75,,Personal foul by J. Johnson (drawn by M. Smart)
7:32.0,M. Smart makes free throw 1 of 2,1,79-75,,
7:32.0,A. Baynes enters the game for J. Tatum,,79-75,,
7:32.0,M. Smart makes free throw 2 of 2,1,80-75,,
7:13.0,,,80-75,,W. Ellington misses 3-pt shot from 25 ft
7:09.0,Defensive rebound by M. Smart,,80-75,,
7:02.0,Turnover by M. Smart (out of bounds lost ball),,80-75,,
7:02.0,,,80-75,,J. Richardson enters the game for W. Ellington
7:02.0,,,80-75,,J. Winslow enters the game for G. Dragic
7:02.0,J. Brown enters the game for M. Smart,,80-75,,
6:46.0,,,80-75,,T. Johnson misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by T. Rozier,,80-75,,
6:30.0,T. Rozier misses 3-pt shot from 25 ft,,80-75,,
6:28.0,,,80-75,,Defensive rebound by J. Winslow
6:20.0,,,80-75,,T. Johnson misses 2-pt shot from 1 ft (block by A. Baynes)
6:20.0,,,80-75,,Offensive rebound by Team
6:15.0,,,80-75,,Turnover by J. Richardson (out of bounds lost ball)
5:58.0,Jump ball: T. Johnson vs. K. Irving (J. Winslow gains possession),,,,Jump ball: T. Johnson vs. K. Irving (J. Winslow gains possession)
5:58.0,Turnover by K. Irving (turnover; steal by T. Johnson),,80-75,,
5:52.0,,,80-75,,J. Johnson misses 2-pt shot from 1 ft
5:46.0,Defensive rebound by A. Baynes,,80-75,,
5:38.0,,,80-75,,Personal foul by J. Richardson (drawn by A. Horford)
5:38.0,A. Horford makes free throw 1 of 2,1,81-75,,
5:38.0,A. Horford makes free throw 2 of 2,1,82-75,,
5:35.0,,,82-75,,Miami full timeout
5:35.0,,,82-75,,B. Adebayo enters the game for T. Johnson
5:35.0,,,82-75,,G. Dragic enters the game for K. Olynyk
5:25.0,,,82-77,2,J. Richardson makes 2-pt shot from 21 ft (assist by J. Johnson)
5:05.0,T. Rozier makes 2-pt shot from 1 ft,2,84-77,,
4:45.0,,,84-77,,G. Dragic misses 2-pt shot from 18 ft
4:43.0,Defensive rebound by J. Brown,,84-77,,
4:25.0,J. Brown misses 2-pt shot at rim (block by J. Winslow),,84-77,,
4:22.0,,,84-77,,Defensive rebound by J. Winslow
4:18.0,,,84-77,,J. Richardson misses 3-pt shot from 24 ft
4:14.0,Defensive rebound by A. Horford,,84-77,,
4:05.0,J. Brown makes 2-pt shot from 1 ft (assist by A. Horford),2,86-77,,
4:03.0,Technical foul by J. Brown,,86-77,,
4:03.0,,,86-78,1,G. Dragic makes technical free throw
3:47.0,,,86-78,,J. Johnson misses 3-pt shot from 25 ft
3:42.0,Defensive rebound by K. Irving,,86-78,,
3:39.0,K. Irving misses 3-pt shot from 25 ft,,86-78,,
3:35.0,,,86-78,,Defensive rebound by J. Winslow
3:24.0,,,86-80,2,G. Dragic makes 2-pt shot from 2 ft
3:07.0,T. Rozier misses 3-pt shot from 24 ft,,86-80,,
3:03.0,,,86-80,,Defensive rebound by B. Adebayo
2:56.0,,,86-82,2,J. Johnson makes 2-pt shot from 7 ft
2:36.0,A. Horford misses 3-pt shot from 25 ft,,86-82,,
2:32.0,,,86-82,,Defensive rebound by J. Winslow
2:16.0,,,86-84,2,G. Dragic makes 2-pt shot from 4 ft
2:16.0,Boston full timeout,,86-84,,
2:16.0,M. Smart enters the game for T. Rozier,,86-84,,
2:16.0,J. Tatum enters the game for A. Baynes,,86-84,,
2:02.0,K. Irving makes 2-pt shot from 3 ft,2,88-84,,
2:00.0,,,88-84,,Turnover by J. Richardson (step out of bounds)
