time,Sacramento,pts.away,score,pts.home,Denver
3:28.0,,,16-19,,P. Millsap misses 3-pt shot from 24 ft
3:24.0,Defensive rebound by W. Cauley-Stein,,16-19,,
3:21.0,F. Mason misses 2-pt shot from 14 ft,,16-19,,
3:18.0,,,16-19,,Defensive rebound by N. Jokic
3:13.0,,,16-21,2,G. Harris makes 2-pt shot from 2 ft (assist by N. Jokic)
3:08.0,Sacramento full timeout,,16-21,,
3:08.0,,,16-21,,M. Plumlee enters the game for P. Millsap
3:08.0,,,16-21,,W. Barton enters the game for W. Chandler
3:08.0,G. Temple enters the game for B. Bogdanovic,,16-21,,
3:08.0,B. Hield enters the game for J. Jackson,,16-21,,
2:49.0,Shooting foul by M. Plumlee (drawn by W. Cauley-Stein),,16-21,,
2:49.0,W. Cauley-Stein makes free throw 1 of 2,1,17-21,,
2:49.0,V. Carter enters the game for Z. Randolph,,17-21,,
2:49.0,W. Cauley-Stein makes free throw 2 of 2,1,18-21,,
2:32.0,,,18-23,2,N. Jokic makes 2-pt shot from 1 ft (assist by M. Plumlee)
2:18.0,B. Hield makes 2-pt shot from 7 ft (assist by W. Cauley-Stein),2,20-23,,
1:56.0,,,20-26,3,N. Jokic makes 3-pt shot from 22 ft
1:46.0,W. Cauley-Stein misses 2-pt shot from 14 ft,,20-26,,
1:43.0,,,20-26,,Defensive rebound by N. Jokic
1:27.0,,,20-28,2,J. Murray makes 2-pt shot from 9 ft (assist by N. Jokic)
1:05.0,B. Hield makes 3-pt shot from 22 ft (assist by F. Mason),3,23-28,,
1:00.0,,,23-30,2,G. Harris makes 2-pt shot from 1 ft (assist by N. Jokic)
0:50.0,V. Carter misses 3-pt shot from 24 ft,,23-30,,
0:46.0,Offensive rebound by W. Cauley-Stein,,23-30,,
0:45.0,W. Cauley-Stein makes 2-pt shot from 1 ft,2,25-30,,
0:28.0,,,25-30,,D. Harris enters the game for N. Jokic
0:28.0,,,25-30,,T. Lyles enters the game for J. Murray
0:23.0,,,25-32,2,M. Plumlee makes 2-pt shot from 6 ft (assist by W. Barton)
0:04.0,F. Mason misses 3-pt shot from 23 ft,,25-32,,
0:01.0,,,25-32,,Defensive rebound by T. Lyles
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,25-32,,W. Barton misses 2-pt shot from 5 ft
11:45.0,Defensive rebound by W. Cauley-Stein,,25-32,,
11:25.0,W. Cauley-Stein misses 2-pt shot from 1 ft (block by M. Plumlee),,25-32,,
11:23.0,Offensive rebound by W. Cauley-Stein,,25-32,,
11:21.0,W. Cauley-Stein misses 2-pt shot from 1 ft (block by M. Plumlee),,25-32,,
11:21.0,,,25-32,,Defensive rebound by D. Harris
11:19.0,,,25-32,,Turnover by D. Harris (lost ball; steal by W. Cauley-Stein)
11:15.0,G. Temple makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,27-32,,
11:03.0,,,27-34,2,W. Chandler makes 2-pt shot from 7 ft
10:50.0,F. Mason misses 2-pt shot from 5 ft,,27-34,,
10:45.0,Offensive rebound by B. Hield,,27-34,,
10:44.0,B. Hield makes 2-pt shot from 16 ft,2,29-34,,
10:29.0,,,29-36,2,W. Chandler makes 2-pt shot from 9 ft
10:04.0,Shooting foul by M. Plumlee (drawn by F. Mason),,29-36,,
10:04.0,F. Mason makes free throw 1 of 2,1,30-36,,
10:04.0,K. Koufos enters the game for W. Cauley-Stein,,30-36,,
10:04.0,F. Mason makes free throw 2 of 2,1,31-36,,
9:46.0,,,31-36,,T. Lyles misses 2-pt shot from 22 ft
9:43.0,Defensive rebound by B. Hield,,31-36,,
9:38.0,B. Hield makes 2-pt shot from 2 ft,2,33-36,,
9:38.0,,,33-36,,Denver full timeout
9:18.0,,,33-36,,M. Plumlee misses 2-pt shot from 2 ft
9:17.0,,,33-36,,Offensive rebound by W. Chandler
9:17.0,,,33-36,,Shooting foul by G. Temple (drawn by W. Chandler)
9:17.0,,,33-37,1,W. Chandler makes free throw 1 of 2
9:17.0,,,33-38,1,W. Chandler makes free throw 2 of 2
9:04.0,V. Carter misses 3-pt shot from 24 ft,,33-38,,
9:01.0,,,33-38,,Defensive rebound by W. Chandler
8:53.0,,,33-40,2,W. Barton makes 2-pt shot from 2 ft
8:32.0,B. Hield misses 2-pt shot from 15 ft,,33-40,,
8:30.0,,,33-40,,Defensive rebound by M. Plumlee
8:25.0,D. Fox enters the game for F. Mason,,33-40,,
8:20.0,,,33-40,,D. Harris misses 3-pt shot from 26 ft
8:16.0,Defensive rebound by B. Hield,,33-40,,
8:07.0,V. Carter misses 3-pt shot from 24 ft,,33-40,,
8:04.0,,,33-40,,Defensive rebound by W. Chandler
7:56.0,,,33-40,,W. Chandler misses 2-pt shot from 6 ft
7:52.0,Defensive rebound by K. Koufos,,33-40,,
7:48.0,,,33-40,,Shooting block foul by D. Harris (drawn by D. Fox)
7:48.0,D. Fox makes free throw 1 of 2,1,34-40,,
7:48.0,D. Fox misses free throw 2 of 2,,34-40,,
7:44.0,,,34-40,,Defensive rebound by T. Lyles
7:34.0,,,34-42,2,M. Plumlee makes 2-pt shot from 1 ft (assist by W. Barton)
7:19.0,K. Koufos makes 2-pt shot from 3 ft (assist by B. Hield),2,36-42,,
7:07.0,,,36-42,,Turnover by M. Plumlee (bad pass; steal by K. Koufos)
7:03.0,Shooting foul by D. Harris (drawn by D. Fox),,36-42,,
7:03.0,D. Fox makes free throw 1 of 2,1,37-42,,
7:03.0,D. Fox misses free throw 2 of 2,,37-42,,
7:01.0,,,37-42,,Defensive rebound by T. Lyles
6:49.0,,,37-44,2,T. Lyles makes 2-pt shot from 1 ft (assist by M. Plumlee)
6:24.0,K. Koufos makes 2-pt shot from 1 ft (assist by B. Hield),2,39-44,,
6:17.0,,,39-46,2,D. Harris makes 2-pt shot from 2 ft
6:17.0,,,39-46,,Shooting foul by V. Carter (drawn by D. Harris)
6:17.0,,,39-46,,P. Millsap enters the game for T. Lyles
6:17.0,,,39-46,,N. Jokic enters the game for M. Plumlee
6:17.0,Z. Randolph enters the game for V. Carter,,39-46,,
6:17.0,,,39-46,,D. Harris misses free throw 1 of 1
6:15.0,Defensive rebound by Z. Randolph,,39-46,,
6:05.0,G. Temple misses 2-pt shot from 20 ft,,39-46,,
6:05.0,,,39-46,,Defensive rebound by P. Millsap
5:56.0,,,39-48,2,W. Barton makes 2-pt shot from 1 ft (assist by P. Millsap)
5:41.0,Z. Randolph misses 2-pt shot from 13 ft,,39-48,,
5:39.0,,,39-48,,Defensive rebound by W. Barton
5:30.0,,,39-50,2,N. Jokic makes 2-pt shot from 1 ft (assist by W. Barton)
5:23.0,Sacramento full timeout,,39-50,,
5:23.0,,,39-50,,G. Harris enters the game for W. Chandler
5:23.0,,,39-50,,J. Murray enters the game for D. Harris
5:23.0,W. Cauley-Stein enters the game for G. Temple,,39-50,,
5:23.0,B. Bogdanovic enters the game for K. Koufos,,39-50,,
5:08.0,W. Cauley-Stein misses 2-pt shot from 6 ft,,39-50,,
5:05.0,,,39-50,,Defensive rebound by N. Jokic
5:03.0,Personal foul by B. Hield (drawn by G. Harris),,39-50,,
4:53.0,,,39-50,,P. Millsap misses 2-pt shot from 17 ft
4:50.0,Defensive rebound by B. Hield,,39-50,,
4:33.0,Z. Randolph makes 2-pt shot from 23 ft (assist by D. Fox),2,41-50,,
4:12.0,,,41-50,,G. Harris misses 3-pt shot from 22 ft
4:09.0,Defensive rebound by D. Fox,,41-50,,
4:01.0,W. Cauley-Stein misses 2-pt shot from 18 ft,,41-50,,
3:58.0,Offensive rebound by B. Bogdanovic,,41-50,,
3:52.0,D. Fox misses 3-pt shot from 24 ft,,41-50,,
3:48.0,,,41-50,,Defensive rebound by W. Barton
3:45.0,,,41-52,2,G. Harris makes 2-pt shot from 1 ft (assist by W. Barton)
3:39.0,B. Bogdanovic misses 3-pt shot from 23 ft,,41-52,,
3:39.0,,,41-52,,Defensive rebound by W. Barton
3:31.0,,,41-54,2,W. Barton makes 2-pt shot from 2 ft
3:31.0,,,41-54,,Shooting foul by W. Cauley-Stein (drawn by W. Barton)
3:31.0,,,41-55,1,W. Barton makes free throw 1 of 1
3:23.0,,,41-55,,Personal foul by W. Barton (drawn by B. Hield)
3:23.0,J. Jackson enters the game for B. Hield,,41-55,,
3:17.0,Shooting foul by G. Harris (drawn by W. Cauley-Stein),,41-55,,
3:17.0,W. Cauley-Stein misses free throw 1 of 2,,41-55,,
3:17.0,Offensive rebound by Team,,41-55,,
3:17.0,W. Cauley-Stein makes free throw 2 of 2,1,42-55,,
3:03.0,,,42-55,,J. Murray misses 2-pt shot from 2 ft
3:00.0,Defensive rebound by D. Fox,,42-55,,
2:55.0,Z. Randolph makes 2-pt shot from 2 ft (assist by D. Fox),2,44-55,,
2:41.0,,,44-55,,Shooting foul by B. Bogdanovic (drawn by W. Barton)
2:41.0,,,44-56,1,W. Barton makes free throw 1 of 2
2:41.0,,,44-57,1,W. Barton makes free throw 2 of 2
2:25.0,Turnover by B. Bogdanovic (bad pass; steal by N. Jokic),,44-57,,
2:19.0,Personal foul by W. Cauley-Stein (drawn by P. Millsap),,44-57,,
2:19.0,,,44-58,1,P. Millsap makes free throw 1 of 2
2:19.0,,,44-59,1,P. Millsap makes free throw 2 of 2
2:08.0,Shooting foul by P. Millsap (drawn by B. Bogdanovic),,44-59,,
2:08.0,B. Bogdanovic makes free throw 1 of 2,1,45-59,,
2:08.0,B. Bogdanovic misses free throw 2 of 2,,45-59,,
2:05.0,,,45-59,,Defensive rebound by W. Barton
1:42.0,,,45-61,2,J. Murray makes 2-pt shot from 1 ft (assist by N. Jokic)
1:26.0,Z. Randolph makes 2-pt shot from 1 ft (assist by W. Cauley-Stein),2,47-61,,
1:07.0,,,47-63,2,G. Harris makes 2-pt shot from 6 ft
0:40.0,B. Bogdanovic misses 3-pt shot from 24 ft,,47-63,,
0:38.0,,,47-63,,Defensive rebound by P. Millsap
0:31.0,,,47-63,,P. Millsap misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by Z. Randolph,,47-63,,
0:21.0,B. Bogdanovic misses 3-pt shot from 24 ft,,47-63,,
0:18.0,,,47-63,,Defensive rebound by P. Millsap
0:16.0,,,47-65,2,G. Harris makes 2-pt shot from 1 ft (assist by P. Millsap)
0:16.0,,,47-65,,Shooting foul by B. Bogdanovic (drawn by G. Harris)
0:16.0,,,47-65,,M. Plumlee enters the game for P. Millsap
0:16.0,B. Hield enters the game for W. Cauley-Stein,,47-65,,
0:16.0,,,47-66,1,G. Harris makes free throw 1 of 1
0:16.0,,,47-66,,W. Chandler enters the game for N. Jokic
0:00.0,D. Fox makes 2-pt shot from 15 ft,2,49-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,49-66,,W. Chandler misses 3-pt shot from 22 ft
11:41.0,Defensive rebound by K. Koufos,,49-66,,
11:27.0,K. Koufos makes 2-pt shot from 2 ft,2,51-66,,
11:04.0,,,51-69,3,W. Chandler makes 3-pt shot from 24 ft (assist by J. Murray)
10:51.0,K. Koufos makes 2-pt shot from 6 ft (assist by D. Fox),2,53-69,,
10:36.0,,,53-72,3,G. Harris makes 3-pt shot from 24 ft (assist by N. Jokic)
10:11.0,J. Jackson misses 3-pt shot from 25 ft,,53-72,,
10:07.0,,,53-72,,Defensive rebound by G. Harris
10:01.0,,,53-75,3,J. Murray makes 3-pt shot from 24 ft
9:44.0,Z. Randolph misses 3-pt shot from 24 ft,,53-75,,
9:43.0,,,53-75,,Defensive rebound by N. Jokic
9:33.0,,,53-75,,J. Murray misses 2-pt shot from 1 ft
9:31.0,Defensive rebound by K. Koufos,,53-75,,
9:25.0,B. Bogdanovic misses 3-pt shot from 24 ft,,53-75,,
9:21.0,,,53-75,,Defensive rebound by W. Chandler
9:13.0,,,53-77,2,W. Chandler makes 2-pt shot from 1 ft
9:02.0,K. Koufos misses 2-pt shot from 2 ft,,53-77,,
9:01.0,,,53-77,,Defensive rebound by P. Millsap
8:52.0,Personal foul by Z. Randolph (drawn by P. Millsap),,53-77,,
8:50.0,,,53-77,,G. Harris misses 3-pt shot from 24 ft
8:47.0,Defensive rebound by Z. Randolph,,53-77,,
8:43.0,D. Fox misses 2-pt shot from 2 ft (block by N. Jokic),,53-77,,
8:43.0,Offensive rebound by Team,,53-77,,
8:29.0,Z. Randolph misses 2-pt shot from 10 ft,,53-77,,
8:26.0,,,53-77,,Defensive rebound by N. Jokic
8:21.0,,,53-80,3,J. Murray makes 3-pt shot from 22 ft (assist by W. Chandler)
8:17.0,Sacramento full timeout,,53-80,,
8:02.0,B. Bogdanovic misses 2-pt shot from 12 ft,,53-80,,
7:59.0,,,53-80,,Defensive rebound by J. Murray
7:56.0,,,53-80,,G. Harris misses 3-pt shot from 24 ft
7:52.0,Defensive rebound by K. Koufos,,53-80,,
7:44.0,,,53-80,,Personal foul by N. Jokic (drawn by Z. Randolph)
7:34.0,K. Koufos makes 2-pt shot from 5 ft,2,55-80,,
7:13.0,,,55-80,,J. Murray misses 3-pt shot from 24 ft
7:09.0,Defensive rebound by K. Koufos,,55-80,,
7:02.0,Turnover by Z. Randolph (bad pass; steal by N. Jokic),,55-80,,
7:01.0,Personal take foul by Z. Randolph (drawn by G. Harris),,55-80,,
6:49.0,,,55-83,3,N. Jokic makes 3-pt shot from 24 ft (assist by J. Murray)
6:34.0,Z. Randolph misses 2-pt shot from 5 ft (block by W. Chandler),,55-83,,
6:34.0,Offensive rebound by Team,,55-83,,
6:26.0,Turnover by Z. Randolph (out of bounds lost ball),,55-83,,
6:15.0,,,55-83,,P. Millsap misses 2-pt shot from 8 ft
6:13.0,Defensive rebound by K. Koufos,,55-83,,
6:09.0,D. Fox misses 2-pt shot from 15 ft,,55-83,,
6:05.0,,,55-83,,Defensive rebound by N. Jokic
5:58.0,,,55-85,2,G. Harris makes 2-pt shot at rim (assist by N. Jokic)
5:36.0,Z. Randolph misses 2-pt shot from 2 ft,,55-85,,
5:34.0,Offensive rebound by K. Koufos,,55-85,,
5:30.0,Z. Randolph makes 2-pt shot at rim (assist by B. Bogdanovic),2,57-85,,
5:30.0,,,57-85,,Denver full timeout
5:30.0,W. Cauley-Stein enters the game for Z. Randolph,,57-85,,
5:13.0,Personal foul by K. Koufos (drawn by N. Jokic),,57-85,,
5:06.0,,,57-88,3,W. Chandler makes 3-pt shot from 24 ft (assist by N. Jokic)
4:48.0,K. Koufos makes 2-pt shot from 6 ft (assist by D. Fox),2,59-88,,
4:33.0,,,59-91,3,N. Jokic makes 3-pt shot from 24 ft (assist by J. Murray)
4:03.0,K. Koufos misses 2-pt shot from 4 ft,,59-91,,
4:00.0,,,59-91,,Defensive rebound by N. Jokic
3:51.0,,,59-93,2,N. Jokic makes 2-pt shot from 3 ft (assist by W. Chandler)
3:36.0,J. Jackson makes 2-pt shot from 6 ft (assist by D. Fox),2,61-93,,
3:22.0,,,61-93,,J. Murray misses 3-pt shot from 23 ft
3:20.0,,,61-93,,Offensive rebound by P. Millsap
3:17.0,,,61-95,2,J. Murray makes 2-pt shot at rim (assist by P. Millsap)
3:07.0,Shooting foul by W. Chandler (drawn by D. Fox),,61-95,,
3:07.0,D. Fox makes free throw 1 of 2,1,62-95,,
3:07.0,,,62-95,,W. Barton enters the game for P. Millsap
3:07.0,,,62-95,,M. Plumlee enters the game for G. Harris
3:07.0,B. Hield enters the game for J. Jackson,,62-95,,
3:07.0,B. Caboclo enters the game for K. Koufos,,62-95,,
3:07.0,D. Fox makes free throw 2 of 2,1,63-95,,
2:51.0,Personal foul by B. Caboclo (drawn by N. Jokic),,63-95,,
2:51.0,F. Mason enters the game for D. Fox,,63-95,,
2:51.0,G. Temple enters the game for B. Bogdanovic,,63-95,,
2:44.0,,,63-97,2,J. Murray makes 2-pt shot from 17 ft
2:29.0,F. Mason makes 2-pt shot from 9 ft (assist by B. Hield),2,65-97,,
2:09.0,,,65-97,,Turnover by N. Jokic (traveling)
1:53.0,B. Hield misses 3-pt shot from 25 ft,,65-97,,
1:51.0,Offensive rebound by W. Cauley-Stein,,65-97,,
1:45.0,G. Temple misses 3-pt shot from 25 ft,,65-97,,
1:43.0,,,65-97,,Defensive rebound by W. Barton
1:34.0,,,65-97,,N. Jokic misses 2-pt shot from 4 ft
1:32.0,Defensive rebound by W. Cauley-Stein,,65-97,,
1:28.0,B. Hield misses 2-pt shot at rim,,65-97,,
1:25.0,,,65-97,,Defensive rebound by N. Jokic
1:18.0,,,65-97,,Shooting foul by B. Caboclo (drawn by M. Plumlee)
1:18.0,,,65-98,1,M. Plumlee makes free throw 1 of 2
1:18.0,,,65-98,,D. Harris enters the game for W. Chandler
1:18.0,,,65-98,,Turnover by N. Jokic (turnover)
1:00.0,B. Caboclo misses 3-pt shot from 22 ft,,65-98,,
0:57.0,,,65-98,,Defensive rebound by N. Jokic
0:51.0,,,65-98,,J. Murray misses 3-pt shot from 23 ft
0:50.0,Defensive rebound by W. Cauley-Stein,,65-98,,
0:45.0,F. Mason misses 3-pt shot from 24 ft,,65-98,,
0:41.0,,,65-98,,Defensive rebound by J. Murray
0:33.0,,,65-101,3,N. Jokic makes 3-pt shot from 25 ft (assist by J. Murray)
0:21.0,,,65-101,,Personal foul by D. Harris (drawn by B. Hield)
0:15.0,W. Cauley-Stein misses 2-pt shot from 14 ft,,65-101,,
0:11.0,Offensive rebound by B. Caboclo,,65-101,,
0:10.0,G. Temple makes 3-pt shot from 25 ft (assist by B. Caboclo),3,68-101,,
0:04.0,,,68-101,,Turnover by J. Murray (bad pass)
0:00.0,B. Hield misses 2-pt shot from 13 ft,,68-101,,
0:00.0,Offensive rebound by Team,,68-101,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,W. Cauley-Stein makes 2-pt shot from 4 ft,2,70-101,,
11:20.0,,,70-101,,T. Lyles misses 3-pt shot from 23 ft
11:18.0,Defensive rebound by F. Mason,,70-101,,
11:13.0,F. Mason makes 2-pt shot from 21 ft,2,72-101,,
10:47.0,,,72-104,3,D. Harris makes 3-pt shot from 24 ft (assist by T. Lyles)
10:29.0,B. Hield misses 3-pt shot from 24 ft,,72-104,,
10:26.0,,,72-104,,Defensive rebound by T. Lyles
10:16.0,,,72-104,,T. Lyles misses 2-pt shot from 4 ft
10:14.0,Defensive rebound by F. Mason,,72-104,,
10:13.0,Shooting foul by W. Barton (drawn by F. Mason),,72-104,,
10:13.0,F. Mason makes free throw 1 of 2,1,73-104,,
10:13.0,F. Mason makes free throw 2 of 2,1,74-104,,
9:49.0,,,74-106,2,T. Lyles makes 2-pt shot from 1 ft (assist by M. Plumlee)
9:37.0,B. Hield misses 3-pt shot from 24 ft,,74-106,,
9:34.0,,,74-106,,Defensive rebound by T. Lyles
9:23.0,,,74-106,,Turnover by D. Harris (bad pass; steal by B. Caboclo)
9:22.0,,,74-106,,Personal foul by T. Lyles (drawn by B. Caboclo)
9:22.0,B. Caboclo misses clear path free throw 1 of 2,,74-106,,
9:22.0,Offensive rebound by Team,,74-106,,
9:22.0,B. Caboclo makes clear path free throw 2 of 2,1,75-106,,
9:14.0,Shooting foul by D. Harris (drawn by F. Mason),,75-106,,
9:14.0,F. Mason makes free throw 1 of 2,1,76-106,,
9:14.0,F. Mason makes free throw 2 of 2,1,77-106,,
9:09.0,Personal foul by F. Mason (drawn by D. Harris),,77-106,,
8:54.0,,,77-106,,D. Harris misses 3-pt shot from 24 ft
8:52.0,,,77-106,,Offensive rebound by M. Plumlee
8:52.0,Personal foul by G. Temple (drawn by M. Plumlee),,77-106,,
8:37.0,,,77-109,3,D. Harris makes 3-pt shot from 23 ft (assist by G. Harris)
8:21.0,B. Hield makes 2-pt shot from 18 ft (assist by F. Mason),2,79-109,,
8:04.0,,,79-109,,T. Lyles misses 2-pt shot from 3 ft
8:00.0,,,79-109,,Offensive rebound by M. Plumlee
8:00.0,,,79-111,2,M. Plumlee makes 2-pt shot at rim
7:50.0,G. Temple misses 3-pt shot from 24 ft,,79-111,,
7:47.0,,,79-111,,Defensive rebound by W. Barton
7:32.0,,,79-111,,G. Harris misses 3-pt shot from 24 ft
7:30.0,Defensive rebound by Team,,79-111,,
7:10.0,B. Hield makes 2-pt shot from 2 ft,2,81-111,,
6:50.0,,,81-111,,M. Plumlee misses 2-pt shot from 2 ft (block by B. Hield)
6:48.0,Defensive rebound by B. Hield,,81-111,,
6:48.0,,,81-111,,Personal foul by D. Harris (drawn by B. Hield)
6:48.0,,,81-111,,Denver full timeout
6:48.0,,,81-111,,M. Beasley enters the game for G. Harris
6:48.0,J. Jackson enters the game for F. Mason,,81-111,,
6:48.0,D. Fox enters the game for B. Caboclo,,81-111,,
6:36.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by D. Fox),2,83-111,,
6:15.0,,,83-111,,W. Barton misses 3-pt shot from 24 ft
6:13.0,Defensive rebound by D. Fox,,83-111,,
6:11.0,Shooting foul by W. Barton (drawn by G. Temple),,83-111,,
6:11.0,G. Temple makes free throw 1 of 2,1,84-111,,
6:11.0,G. Temple makes free throw 2 of 2,1,85-111,,
6:01.0,,,85-111,,Turnover by W. Barton (out of bounds lost ball)
5:55.0,W. Cauley-Stein makes 3-pt shot from 25 ft (assist by D. Fox),3,88-111,,
5:52.0,,,88-111,,Denver full timeout
5:52.0,,,88-111,,G. Harris enters the game for W. Barton
5:37.0,,,88-111,,Shooting foul by J. Jackson (drawn by T. Lyles)
5:37.0,,,88-112,1,T. Lyles makes free throw 1 of 2
5:37.0,,,88-113,1,T. Lyles makes free throw 2 of 2
5:28.0,D. Fox makes 2-pt shot from 2 ft,2,90-113,,
5:11.0,,,90-116,3,M. Beasley makes 3-pt shot from 22 ft (assist by T. Lyles)
5:05.0,B. Hield makes 3-pt shot from 24 ft,3,93-116,,
4:48.0,,,93-116,,Shooting foul by J. Jackson (drawn by T. Lyles)
4:48.0,,,93-117,1,T. Lyles makes free throw 1 of 2
4:48.0,,,93-117,,R. Jefferson enters the game for G. Harris
4:48.0,B. Caboclo enters the game for G. Temple,,93-117,,
4:48.0,,,93-118,1,T. Lyles makes free throw 2 of 2
4:32.0,B. Caboclo misses 3-pt shot from 23 ft,,93-118,,
4:29.0,,,93-118,,Defensive rebound by M. Plumlee
4:18.0,,,93-121,3,D. Harris makes 3-pt shot from 22 ft (assist by T. Lyles)
4:06.0,W. Cauley-Stein misses 2-pt shot from 5 ft,,93-121,,
