time,Oklahoma City,pts.away,score,pts.home,Golden State
8:37.0,J. Huestis makes 2-pt shot from 1 ft,2,13-4,,
8:22.0,,,13-4,,Turnover by K. Durant (lost ball; steal by P. George)
8:18.0,Turnover by P. George (lost ball; steal by K. Durant),,13-4,,
8:16.0,,,13-4,,Shooting foul by S. Adams (drawn by K. Durant)
8:16.0,,,13-5,1,K. Durant makes free throw 1 of 2
8:16.0,,,13-6,1,K. Durant makes free throw 2 of 2
7:54.0,C. Anthony misses 2-pt shot from 17 ft,,13-6,,
7:53.0,,,13-6,,Defensive rebound by Team
7:53.0,Loose ball foul by S. Adams (drawn by Z. Pachulia),,13-6,,
7:53.0,J. Grant enters the game for S. Adams,,13-6,,
7:42.0,,,13-6,,S. Curry misses 3-pt shot from 29 ft
7:37.0,Defensive rebound by J. Grant,,13-6,,
7:24.0,C. Anthony misses 2-pt shot from 3 ft (block by D. Green),,13-6,,
7:22.0,,,13-6,,Defensive rebound by D. Green
7:19.0,,,13-9,3,K. Durant makes 3-pt shot from 26 ft
6:59.0,P. George misses 2-pt shot from 10 ft,,13-9,,
6:55.0,,,13-9,,Defensive rebound by Z. Pachulia
6:53.0,,,13-11,2,K. Durant makes 2-pt shot from 19 ft (assist by S. Curry)
6:53.0,,,13-11,,Shooting foul by C. Anthony (drawn by K. Durant)
6:53.0,,,13-12,1,K. Durant makes free throw 1 of 1
6:41.0,J. Grant makes 2-pt shot from 4 ft (assist by R. Westbrook),2,15-12,,
6:30.0,,,15-14,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry)
6:21.0,R. Westbrook makes 2-pt shot from 14 ft,2,17-14,,
6:12.0,,,17-14,,K. Durant misses 3-pt shot from 24 ft
6:10.0,Defensive rebound by J. Huestis,,17-14,,
5:59.0,J. Grant makes 2-pt shot from 4 ft (assist by P. George),2,19-14,,
5:59.0,Shooting foul by K. Durant (drawn by J. Grant),,19-14,,
5:59.0,,,19-14,,K. Looney enters the game for Z. Pachulia
5:59.0,P. Patterson enters the game for C. Anthony,,19-14,,
5:59.0,J. Grant misses free throw 1 of 1,,19-14,,
5:57.0,,,19-14,,Defensive rebound by K. Durant
5:42.0,,,19-14,,Turnover by K. Durant (bad pass; steal by P. George)
5:37.0,R. Westbrook makes 2-pt shot from 18 ft (assist by P. George),2,21-14,,
5:16.0,,,21-14,,Turnover by D. Green (out of bounds lost ball)
5:06.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,23-14,,
5:06.0,Shooting foul by K. Looney (drawn by J. Grant),,23-14,,
5:06.0,,,23-14,,A. Iguodala enters the game for D. Green
5:06.0,J. Grant makes free throw 1 of 1,1,24-14,,
4:54.0,,,24-14,,K. Looney misses 2-pt shot from 2 ft
4:52.0,,,24-14,,Offensive rebound by K. Durant
4:50.0,,,24-16,2,K. Durant makes 2-pt shot from 2 ft
4:38.0,R. Westbrook makes 2-pt shot from 2 ft,2,26-16,,
4:31.0,,,26-16,,Golden State full timeout
4:31.0,,,26-16,,P. McCaw enters the game for K. Thompson
4:31.0,A. Abrines enters the game for J. Huestis,,26-16,,
4:11.0,,,26-16,,Turnover by K. Durant (lost ball; steal by A. Abrines)
4:09.0,R. Westbrook makes 2-pt shot from 3 ft,2,28-16,,
4:09.0,,,28-16,,Violation by K. Durant (def goaltending)
4:09.0,Shooting foul by S. Curry (drawn by R. Westbrook),,28-16,,
4:09.0,R. Westbrook makes free throw 1 of 1,1,29-16,,
3:59.0,,,29-19,3,K. Durant makes 3-pt shot from 26 ft (assist by A. Iguodala)
3:46.0,,,29-19,,Personal foul by P. McCaw (drawn by R. Westbrook)
3:36.0,R. Westbrook misses 2-pt shot from 17 ft,,29-19,,
3:32.0,,,29-19,,Defensive rebound by P. McCaw
3:28.0,Personal foul by A. Abrines (drawn by K. Durant),,29-19,,
3:28.0,,,29-20,1,K. Durant makes free throw 1 of 2
3:28.0,,,29-21,1,K. Durant makes free throw 2 of 2
3:24.0,Offensive charge foul by R. Westbrook (drawn by P. McCaw),,29-21,,
3:24.0,Turnover by R. Westbrook (offensive foul),,29-21,,
3:09.0,,,29-21,,Turnover by K. Durant (bad pass; steal by P. Patterson)
3:03.0,R. Westbrook makes 2-pt shot from 1 ft,2,31-21,,
2:48.0,J. Huestis enters the game for P. George,,31-21,,
2:44.0,,,31-21,,S. Curry misses 3-pt shot from 26 ft
2:39.0,Defensive rebound by P. Patterson,,31-21,,
2:33.0,R. Westbrook makes 3-pt shot from 26 ft,3,34-21,,
2:20.0,,,34-23,2,S. Curry makes 2-pt shot from 10 ft
1:59.0,A. Abrines makes 3-pt shot from 26 ft (assist by R. Westbrook),3,37-23,,
1:40.0,,,37-26,3,S. Curry makes 3-pt shot from 27 ft
1:23.0,R. Westbrook makes 2-pt shot from 12 ft,2,39-26,,
1:13.0,,,39-28,2,K. Durant makes 2-pt shot from 11 ft
1:01.0,R. Westbrook makes 3-pt shot from 25 ft,3,42-28,,
0:51.0,,,42-28,,P. McCaw misses 2-pt shot from 3 ft (block by J. Grant)
0:50.0,,,42-28,,Offensive rebound by P. McCaw
0:48.0,,,42-28,,K. Looney misses 2-pt shot from 3 ft (block by J. Grant)
0:48.0,,,42-28,,Offensive rebound by Team
0:48.0,,,42-28,,D. Green enters the game for K. Durant
0:46.0,Jump ball: K. Looney vs. J. Grant (P. McCaw gains possession),,,,Jump ball: K. Looney vs. J. Grant (P. McCaw gains possession)
0:42.0,,,42-28,,S. Curry misses 2-pt shot from 4 ft (block by J. Huestis)
0:40.0,Defensive rebound by J. Huestis,,42-28,,
0:25.0,R. Westbrook misses 2-pt shot from 2 ft,,42-28,,
0:22.0,,,42-28,,Defensive rebound by A. Iguodala
0:20.0,,,42-30,2,D. Green makes 2-pt shot at rim (assist by A. Iguodala)
0:01.0,A. Abrines misses 3-pt shot from 33 ft,,42-30,,
0:00.0,Offensive rebound by Team,,42-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,,,42-30,,Turnover by D. Green (bad pass; steal by P. George)
11:44.0,P. George misses 3-pt shot from 22 ft,,42-30,,
11:40.0,,,42-30,,Defensive rebound by D. Green
11:26.0,,,42-30,,K. Thompson misses 2-pt shot from 22 ft
11:23.0,Defensive rebound by A. Abrines,,42-30,,
11:10.0,Turnover by P. George (bad pass; steal by D. West),,42-30,,
10:58.0,,,42-30,,D. Green misses 2-pt shot from 19 ft
10:55.0,Defensive rebound by S. Adams,,42-30,,
10:49.0,Offensive charge foul by S. Adams (drawn by K. Thompson),,42-30,,
10:49.0,Turnover by S. Adams (offensive foul),,42-30,,
10:49.0,J. Grant enters the game for S. Adams,,42-30,,
10:31.0,,,42-30,,Offensive charge foul by D. West (drawn by J. Grant)
10:31.0,,,42-30,,Turnover by D. West (offensive foul)
10:11.0,P. George makes 2-pt shot from 5 ft,2,44-30,,
10:11.0,Shooting foul by K. Thompson (drawn by P. George),,44-30,,
10:11.0,P. George makes free throw 1 of 1,1,45-30,,
9:53.0,,,45-30,,K. Thompson misses 2-pt shot from 17 ft
9:48.0,Defensive rebound by P. Patterson,,45-30,,
9:38.0,Shooting foul by D. West (drawn by J. Grant),,45-30,,
9:38.0,P. George misses technical free throw,,45-30,,
9:38.0,Offensive rebound by Team,,45-30,,
9:38.0,J. Grant misses free throw 1 of 2,,45-30,,
9:38.0,Offensive rebound by Team,,45-30,,
9:38.0,J. Grant misses free throw 2 of 2,,45-30,,
9:35.0,,,45-30,,Defensive rebound by D. Green
9:26.0,,,45-30,,S. Livingston misses 2-pt shot from 13 ft
9:20.0,,,45-30,,Offensive rebound by D. West
9:20.0,,,45-30,,Turnover by D. West (turnover)
9:04.0,Turnover by J. Grant (bad pass; steal by A. Iguodala),,45-30,,
8:53.0,,,45-32,2,S. Livingston makes 2-pt shot from 14 ft (assist by A. Iguodala)
8:45.0,Oklahoma City full timeout,,45-32,,
8:38.0,A. Abrines misses 3-pt shot from 23 ft,,45-32,,
8:34.0,,,45-32,,Defensive rebound by S. Livingston
8:19.0,,,45-32,,Turnover by D. West (bad pass; steal by P. Patterson)
8:05.0,P. George makes 3-pt shot from 25 ft,3,48-32,,
7:47.0,,,48-32,,D. West misses 2-pt shot from 18 ft
7:44.0,Defensive rebound by P. George,,48-32,,
7:39.0,P. George makes 3-pt shot from 25 ft,3,51-32,,
7:21.0,,,51-34,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
7:02.0,R. Felton misses 3-pt shot from 26 ft,,51-34,,
6:59.0,,,51-34,,Defensive rebound by D. Green
6:58.0,,,51-34,,Turnover by D. Green (bad pass)
6:58.0,,,51-34,,N. Young enters the game for A. Iguodala
6:58.0,R. Westbrook enters the game for A. Abrines,,51-34,,
6:38.0,R. Felton makes 2-pt shot from 3 ft,2,53-34,,
6:23.0,Personal foul by P. Patterson (drawn by D. West),,53-34,,
6:23.0,,,53-34,,K. Durant enters the game for D. Green
6:23.0,,,53-34,,Technical foul by D. West
6:23.0,P. George makes technical free throw,1,54-34,,
6:23.0,,,54-34,,S. Curry enters the game for K. Thompson
6:18.0,,,54-34,,Shooting foul by J. Grant (drawn by K. Durant)
6:18.0,,,54-35,1,K. Durant makes free throw 1 of 2
6:18.0,,,54-36,1,K. Durant makes free throw 2 of 2
6:11.0,Turnover by J. Grant (bad pass),,54-36,,
6:11.0,Loose ball foul by P. Patterson (drawn by D. West),,54-36,,
6:11.0,J. Huestis enters the game for P. George,,54-36,,
5:52.0,,,54-38,2,D. West makes 2-pt shot at rim (assist by S. Livingston)
5:39.0,R. Westbrook makes 2-pt shot from 2 ft,2,56-38,,
5:21.0,,,56-40,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. West)
5:08.0,R. Westbrook makes 2-pt shot from 17 ft,2,58-40,,
4:57.0,,,58-40,,S. Livingston misses 2-pt shot from 11 ft
4:53.0,Defensive rebound by J. Huestis,,58-40,,
4:45.0,J. Grant misses 2-pt shot from 13 ft,,58-40,,
4:40.0,,,58-40,,Defensive rebound by S. Curry
4:38.0,,,58-40,,Turnover by S. Curry (bad pass; steal by P. Patterson)
4:37.0,Shooting foul by S. Curry (drawn by J. Grant),,58-40,,
4:37.0,J. Grant makes free throw 1 of 2,1,59-40,,
4:37.0,,,59-40,,D. Green enters the game for D. West
4:37.0,,,59-40,,K. Thompson enters the game for S. Livingston
4:37.0,,,59-40,,Golden State full timeout
4:37.0,J. Grant makes free throw 2 of 2,1,60-45,,
4:21.0,,,59-43,3,N. Young makes 3-pt shot from 22 ft (assist by S. Curry)
4:06.0,R. Westbrook misses 2-pt shot from 18 ft,,59-43,,
4:03.0,,,59-43,,Defensive rebound by K. Thompson
3:48.0,,,59-45,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
3:43.0,R. Westbrook misses 2-pt shot from 3 ft (block by D. Green),,59-45,,
3:39.0,,,59-45,,Defensive rebound by K. Durant
3:39.0,,,59-45,,Shooting foul by J. Huestis (drawn by K. Durant)
3:39.0,,,60-46,1,K. Durant makes free throw 1 of 2
3:39.0,P. George enters the game for R. Felton,,60-46,,
3:39.0,,,60-46,,K. Durant misses free throw 2 of 2
3:36.0,Defensive rebound by R. Westbrook,,60-46,,
3:20.0,P. George misses 2-pt shot from 17 ft,,60-46,,
3:17.0,,,60-46,,Defensive rebound by K. Durant
3:09.0,,,60-46,,S. Curry misses 3-pt shot from 26 ft
3:03.0,,,60-46,,Offensive rebound by N. Young
3:01.0,,,60-46,,N. Young misses 2-pt shot from 2 ft (block by J. Grant)
2:58.0,Defensive rebound by R. Westbrook,,60-46,,
2:49.0,R. Westbrook misses 2-pt shot from 18 ft,,60-46,,
2:45.0,Offensive rebound by J. Grant,,60-46,,
2:45.0,Oklahoma City full timeout,,60-46,,
2:41.0,Shooting foul by D. Green (drawn by J. Grant),,60-46,,
2:41.0,J. Grant makes free throw 1 of 2,1,61-46,,
2:41.0,J. Grant makes free throw 2 of 2,1,62-46,,
2:31.0,Personal foul by P. George (drawn by K. Durant),,62-46,,
2:31.0,,,62-47,1,K. Durant makes free throw 1 of 2
2:31.0,,,62-47,,A. Iguodala enters the game for N. Young
2:31.0,,,62-48,1,K. Durant makes free throw 2 of 2
2:19.0,P. George misses 3-pt shot from 27 ft,,62-48,,
2:15.0,Offensive rebound by J. Grant,,62-48,,
2:13.0,J. Huestis makes 2-pt shot from 2 ft (assist by J. Grant),2,64-48,,
2:03.0,,,64-48,,K. Durant misses 3-pt shot from 26 ft
1:56.0,,,64-48,,Offensive rebound by A. Iguodala
1:56.0,,,64-48,,A. Iguodala misses 2-pt shot at rim
1:56.0,Defensive rebound by J. Huestis,,64-48,,
1:52.0,P. George misses 2-pt shot from 1 ft (block by D. Green),,64-48,,
1:52.0,Offensive rebound by Team,,64-48,,
1:43.0,P. Patterson misses 2-pt shot from 6 ft,,64-48,,
1:41.0,Offensive rebound by P. Patterson,,64-48,,
1:39.0,P. Patterson makes 2-pt shot from 1 ft,2,66-48,,
1:27.0,,,66-51,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
1:13.0,R. Westbrook makes 2-pt shot from 2 ft,2,68-51,,
1:01.0,,,68-51,,Shooting foul by P. George (drawn by K. Durant)
1:01.0,,,68-52,1,K. Durant makes free throw 1 of 2
1:01.0,,,68-53,1,K. Durant makes free throw 2 of 2
0:52.0,R. Westbrook misses 3-pt shot from 26 ft,,68-53,,
0:48.0,,,68-53,,Defensive rebound by D. Green
0:40.0,,,68-56,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
0:28.0,P. George misses 2-pt shot from 5 ft,,68-56,,
0:26.0,Offensive rebound by P. George,,68-56,,
0:26.0,P. George makes 2-pt shot at rim,2,70-56,,
0:11.0,,,70-56,,S. Curry misses 3-pt shot from 27 ft
0:09.0,,,70-56,,Offensive rebound by D. Green
0:07.0,,,70-56,,Shooting foul by J. Huestis (drawn by D. Green)
0:07.0,,,70-56,,D. Green misses free throw 1 of 2
0:07.0,,,70-56,,Offensive rebound by Team
0:07.0,A. Abrines enters the game for J. Huestis,,70-56,,
0:07.0,,,70-57,1,D. Green makes free throw 2 of 2
0:07.0,,,70-57,,P. McCaw enters the game for S. Curry
0:03.0,R. Westbrook misses 2-pt shot from 1 ft (block by D. Green),,70-57,,
0:02.0,,,70-57,,Defensive rebound by K. Thompson
0:00.0,,,70-57,,K. Thompson misses 3-pt shot from 76 ft
0:00.0,,,70-57,,Offensive rebound by Team
0:00.0,,,70-57,,Technical foul by D. Green
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,71-57,,Turnover by D. Green (bad pass)
11:34.0,P. Patterson misses 3-pt shot from 24 ft,,71-57,,
11:30.0,,,71-57,,Defensive rebound by S. Curry
11:28.0,,,71-57,,K. Durant misses 3-pt shot from 27 ft
11:23.0,Defensive rebound by S. Adams,,71-57,,
11:15.0,J. Huestis makes 2-pt shot from 9 ft,2,73-57,,
11:00.0,Personal foul by J. Huestis (drawn by Z. Pachulia),,73-57,,
10:54.0,,,73-59,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
10:54.0,,,73-59,,Shooting foul by P. Patterson (drawn by D. Green)
10:54.0,,,73-59,,D. Green misses free throw 1 of 1
10:52.0,Defensive rebound by R. Westbrook,,73-59,,
10:39.0,Turnover by P. George (lost ball; steal by K. Thompson),,73-59,,
10:25.0,,,73-61,2,K. Durant makes 2-pt shot from 7 ft (assist by K. Thompson)
10:12.0,R. Westbrook misses 2-pt shot from 14 ft,,73-61,,
10:10.0,,,73-61,,Defensive rebound by Team
9:52.0,,,73-61,,S. Curry misses 3-pt shot from 23 ft
9:50.0,Defensive rebound by S. Adams,,73-61,,
9:46.0,P. George makes 3-pt shot from 26 ft (assist by R. Westbrook),3,76-61,,
9:31.0,,,76-61,,Shooting foul by J. Huestis (drawn by K. Durant)
9:31.0,,,76-62,1,K. Durant makes free throw 1 of 2
9:31.0,,,76-63,1,K. Durant makes free throw 2 of 2
9:12.0,R. Westbrook makes 2-pt shot from 18 ft,2,78-63,,
9:02.0,Personal foul by P. George (drawn by Z. Pachulia),,78-63,,
9:02.0,J. Grant enters the game for J. Huestis,,78-63,,
8:54.0,,,78-63,,Z. Pachulia misses 2-pt shot from 9 ft
8:51.0,Defensive rebound by S. Adams,,78-63,,
8:42.0,Shooting foul by Z. Pachulia (drawn by P. George),,78-63,,
8:42.0,P. George makes free throw 1 of 2,1,79-63,,
8:42.0,P. George makes free throw 2 of 2,1,80-63,,
8:32.0,,,80-63,,Turnover by S. Curry (bad pass; steal by S. Adams)
8:32.0,,,80-63,,Personal foul by Z. Pachulia (drawn by P. George)
8:21.0,Shooting foul by Z. Pachulia (drawn by P. Patterson),,80-63,,
8:21.0,P. Patterson makes free throw 1 of 2,1,81-63,,
8:21.0,P. Patterson makes free throw 2 of 2,1,82-63,,
8:07.0,,,82-65,2,K. Durant makes 2-pt shot from 14 ft (assist by D. Green)
7:54.0,Shooting foul by Z. Pachulia (drawn by R. Westbrook),,82-65,,
7:54.0,R. Westbrook makes free throw 1 of 2,1,83-65,,
7:54.0,R. Westbrook makes free throw 2 of 2,1,84-65,,
7:42.0,,,84-68,3,S. Curry makes 3-pt shot from 25 ft (assist by K. Durant)
7:16.0,J. Grant misses 2-pt shot from 3 ft (block by S. Curry),,84-68,,
7:16.0,Offensive rebound by Team,,84-68,,
7:16.0,Turnover by Team (shot clock),,84-68,,
7:01.0,,,84-68,,K. Thompson misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by P. George,,84-68,,
7:01.0,Offensive charge foul by S. Adams (drawn by D. Green),,84-68,,
7:01.0,Turnover by S. Adams (offensive foul),,84-68,,
6:43.0,,,84-68,,K. Durant misses 2-pt shot from 15 ft
6:40.0,Defensive rebound by S. Adams,,84-68,,
6:37.0,R. Westbrook misses 2-pt shot from 18 ft,,84-68,,
6:33.0,,,84-68,,Defensive rebound by D. Green
6:32.0,,,84-68,,Offensive charge foul by S. Curry (drawn by J. Grant)
6:32.0,,,84-68,,Turnover by S. Curry (offensive foul)
6:32.0,,,84-68,,Golden State full timeout
6:19.0,J. Grant makes 2-pt shot from 1 ft (assist by P. George),2,86-68,,
5:55.0,,,86-68,,Turnover by K. Thompson (bad pass; steal by P. George)
5:46.0,P. George makes 3-pt shot from 25 ft,3,89-68,,
5:35.0,,,89-68,,Shooting foul by P. Patterson (drawn by Z. Pachulia)
5:35.0,,,89-68,,Z. Pachulia misses free throw 1 of 2
5:35.0,,,89-68,,Offensive rebound by Team
5:35.0,,,89-68,,Z. Pachulia misses free throw 2 of 2
5:33.0,Defensive rebound by R. Westbrook,,89-68,,
5:16.0,R. Westbrook misses 2-pt shot from 20 ft,,89-68,,
5:14.0,,,89-68,,Defensive rebound by K. Durant
5:04.0,,,89-71,3,K. Durant makes 3-pt shot from 28 ft (assist by K. Thompson)
4:43.0,P. George misses 2-pt shot from 23 ft,,89-71,,
4:41.0,Offensive rebound by P. Patterson,,89-71,,
4:40.0,P. George makes 2-pt shot at rim (assist by P. Patterson),2,91-71,,
4:40.0,Shooting foul by Z. Pachulia (drawn by P. George),,91-71,,
4:40.0,,,91-71,,A. Iguodala enters the game for D. Green
4:40.0,,,91-71,,K. Looney enters the game for Z. Pachulia
4:40.0,P. George misses free throw 1 of 1,,91-71,,
4:38.0,,,91-71,,Defensive rebound by K. Durant
4:31.0,,,91-71,,K. Durant misses 3-pt shot from 24 ft
4:25.0,Defensive rebound by P. George,,91-71,,
4:18.0,R. Westbrook misses 3-pt shot from 28 ft,,91-71,,
4:15.0,,,91-71,,Defensive rebound by K. Thompson
4:07.0,,,91-71,,Turnover by K. Thompson (lost ball; steal by P. George)
3:59.0,,,91-71,,Personal foul by K. Looney (drawn by S. Adams)
3:59.0,S. Adams misses free throw 1 of 2,,91-71,,
3:59.0,Offensive rebound by Team,,91-71,,
3:59.0,,,91-71,,Golden State full timeout
3:59.0,,,91-71,,N. Young enters the game for K. Thompson
3:59.0,J. Huestis enters the game for P. George,,91-71,,
3:59.0,A. Abrines enters the game for P. Patterson,,91-71,,
3:59.0,S. Adams misses free throw 2 of 2,,91-71,,
3:56.0,,,91-71,,Defensive rebound by K. Looney
3:39.0,,,91-71,,S. Curry misses 3-pt shot from 26 ft
3:35.0,Defensive rebound by S. Adams,,91-71,,
3:21.0,R. Westbrook misses 2-pt shot from 13 ft,,91-71,,
3:18.0,,,91-71,,Defensive rebound by Team
3:05.0,Personal foul by J. Grant (drawn by K. Looney),,91-71,,
3:05.0,,,91-71,,K. Looney misses free throw 1 of 2
3:05.0,,,91-71,,Offensive rebound by Team
3:05.0,,,91-71,,K. Looney misses free throw 2 of 2
3:03.0,Defensive rebound by R. Westbrook,,91-71,,
2:49.0,S. Adams makes 2-pt shot from 1 ft,2,93-71,,
2:32.0,,,93-73,2,S. Curry makes 2-pt shot from 2 ft
2:15.0,J. Huestis misses 2-pt shot from 4 ft (block by K. Durant),,93-73,,
2:15.0,Offensive rebound by Team,,93-73,,
2:08.0,S. Adams makes 2-pt shot from 6 ft,2,95-73,,
2:01.0,,,95-73,,Offensive charge foul by K. Looney (drawn by A. Abrines)
2:01.0,,,95-73,,Turnover by K. Looney (offensive foul)
1:51.0,A. Abrines misses 3-pt shot from 26 ft,,95-73,,
1:49.0,Offensive rebound by S. Adams,,95-73,,
1:35.0,,,95-73,,Personal foul by A. Iguodala (drawn by R. Westbrook)
1:35.0,R. Westbrook makes free throw 1 of 2,1,96-73,,
1:35.0,R. Westbrook makes free throw 2 of 2,1,97-73,,
1:27.0,Personal foul by A. Abrines (drawn by S. Curry),,97-73,,
1:27.0,,,97-74,1,S. Curry makes free throw 1 of 2
1:27.0,,,97-74,,D. Green enters the game for K. Looney
1:27.0,,,97-74,,J. McGee enters the game for K. Durant
1:27.0,,,97-75,1,S. Curry makes free throw 2 of 2
1:14.0,S. Adams makes 2-pt shot from 1 ft,2,99-75,,
1:14.0,Shooting foul by J. McGee (drawn by S. Adams),,99-75,,
1:14.0,S. Adams misses free throw 1 of 1,,99-75,,
1:10.0,,,99-75,,Defensive rebound by S. Curry
1:02.0,,,99-75,,N. Young misses 3-pt shot from 22 ft
0:59.0,Defensive rebound by S. Adams,,99-75,,
0:47.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,99-75,,
0:44.0,,,99-75,,Shooting foul by J. Grant (drawn by S. Curry)
0:44.0,,,99-76,1,S. Curry makes free throw 1 of 2
0:44.0,P. Patterson enters the game for S. Adams,,99-76,,
0:44.0,,,99-77,1,S. Curry makes free throw 2 of 2
0:32.0,Turnover by R. Westbrook (bad pass; steal by J. McGee),,99-77,,
0:22.0,,,99-77,,Turnover by A. Iguodala (traveling)
0:05.0,R. Westbrook misses 3-pt shot from 28 ft,,99-77,,
0:02.0,,,99-77,,Defensive rebound by S. Curry
0:01.0,,,99-77,,S. Curry misses 3-pt shot from 62 ft
0:00.0,,,99-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,S. Adams misses 2-pt shot from 10 ft,,99-77,,
11:39.0,,,99-77,,Defensive rebound by A. Iguodala
11:34.0,,,99-79,2,S. Livingston makes 2-pt shot from 11 ft (assist by A. Iguodala)
11:06.0,P. Patterson misses 3-pt shot from 25 ft,,99-79,,
11:03.0,,,99-79,,Defensive rebound by D. West
10:58.0,,,99-79,,Turnover by S. Livingston (bad pass)
10:37.0,P. Patterson misses 2-pt shot from 7 ft,,99-79,,
10:35.0,,,99-79,,Defensive rebound by D. West
10:35.0,Personal foul by P. Patterson (drawn by D. West),,99-79,,
10:22.0,,,99-81,2,D. West makes 2-pt shot from 15 ft (assist by D. Green)
9:58.0,R. Felton misses 3-pt shot from 26 ft,,99-81,,
9:57.0,Offensive rebound by S. Adams,,99-81,,
9:57.0,,,99-81,,Personal foul by D. Green (drawn by S. Adams)
9:49.0,P. George makes 3-pt shot from 26 ft (assist by R. Felton),3,102-81,,
9:36.0,,,102-81,,Turnover by A. Iguodala (bad pass; steal by S. Adams)
9:22.0,P. Patterson misses 3-pt shot from 23 ft,,102-81,,
9:19.0,,,102-81,,Defensive rebound by D. West
9:11.0,,,102-81,,D. Green misses 2-pt shot from 2 ft
9:09.0,,,102-81,,Offensive rebound by A. Iguodala
9:09.0,,,102-83,2,A. Iguodala makes 2-pt shot at rim
8:56.0,P. George misses 2-pt shot from 2 ft (block by D. West),,102-83,,
8:56.0,Offensive rebound by Team,,102-83,,
8:56.0,J. Grant enters the game for P. Patterson,,102-83,,
8:52.0,Shooting foul by K. Thompson (drawn by P. George),,102-83,,
8:52.0,P. George makes free throw 1 of 2,1,103-83,,
8:52.0,P. George makes free throw 2 of 2,1,104-83,,
8:41.0,,,104-85,2,D. West makes 2-pt shot from 1 ft (assist by S. Livingston)
8:22.0,J. Grant misses 3-pt shot from 22 ft,,104-85,,
8:18.0,,,104-85,,Defensive rebound by D. Green
8:13.0,,,104-85,,Offensive charge foul by D. Green
8:13.0,,,104-85,,Turnover by D. Green (offensive foul)
8:13.0,,,104-85,,Technical foul by D. Green
8:13.0,,,104-85,,O. Casspi enters the game for D. Green
8:13.0,P. George makes technical free throw,1,105-85,,
7:57.0,P. George misses 2-pt shot from 9 ft,,105-85,,
