time,Houston,pts.away,score,pts.home,LA Lakers
5:37.0,,,40-35,,T. Ennis misses 2-pt shot from 16 ft
5:34.0,Defensive rebound by C. Capela,,40-35,,
5:23.0,G. Green misses 3-pt shot from 26 ft,,40-35,,
5:21.0,,,40-35,,Defensive rebound by A. Ingram
5:09.0,,,40-37,2,T. Ennis makes 2-pt shot from 4 ft
4:59.0,T. Ariza misses 3-pt shot from 27 ft,,40-37,,
4:56.0,,,40-37,,Defensive rebound by J. Hart
4:52.0,,,40-37,,J. Hart misses 2-pt shot from 14 ft
4:48.0,Defensive rebound by G. Green,,40-37,,
4:43.0,J. Harden makes 3-pt shot from 25 ft,3,43-37,,
4:22.0,,,43-39,2,T. Ennis makes 2-pt shot from 1 ft (assist by T. Bryant)
4:09.0,G. Green makes 3-pt shot from 26 ft (assist by E. Gordon),3,46-39,,
4:08.0,,,46-39,,LA Lakers full timeout
4:08.0,,,46-39,,A. Caruso enters the game for T. Ennis
4:08.0,J. Johnson enters the game for G. Green,,46-39,,
4:08.0,P. Tucker enters the game for C. Capela,,46-39,,
3:53.0,,,46-39,,T. Bryant misses 2-pt shot from 18 ft
3:49.0,Defensive rebound by P. Tucker,,46-39,,
3:44.0,J. Harden makes 2-pt shot from 2 ft,2,48-39,,
3:44.0,Shooting foul by T. Bryant (drawn by J. Harden),,48-39,,
3:44.0,,,48-39,,C. Frye enters the game for T. Bryant
3:44.0,J. Harden makes free throw 1 of 1,1,49-39,,
3:32.0,,,49-39,,Offensive charge foul by A. Ingram (drawn by P. Tucker)
3:32.0,,,49-39,,Turnover by A. Ingram (offensive foul)
3:20.0,E. Gordon misses 3-pt shot from 28 ft,,49-39,,
3:17.0,,,49-39,,Defensive rebound by A. Caruso
3:12.0,,,49-41,2,J. Hart makes 2-pt shot from 1 ft
2:54.0,Turnover by J. Harden (lost ball; steal by T. Wear),,49-41,,
2:50.0,,,49-41,,Turnover by T. Wear (bad pass; steal by T. Ariza)
2:45.0,T. Ariza makes 2-pt shot from 2 ft (assist by J. Harden),2,51-41,,
2:37.0,,,51-43,2,A. Caruso makes 2-pt shot from 2 ft
2:12.0,J. Harden misses 3-pt shot from 26 ft,,51-43,,
2:10.0,,,51-43,,Defensive rebound by T. Wear
1:53.0,,,51-43,,J. Hart misses 3-pt shot from 27 ft
1:50.0,Defensive rebound by P. Tucker,,51-43,,
1:49.0,E. Gordon makes 3-pt shot from 26 ft (assist by J. Harden),3,54-43,,
1:39.0,,,54-43,,A. Caruso misses 2-pt shot from 14 ft (block by J. Harden)
1:39.0,Defensive rebound by P. Tucker,,54-43,,
1:29.0,J. Harden misses 2-pt shot from 2 ft,,54-43,,
1:28.0,,,54-43,,Defensive rebound by T. Wear
1:25.0,,,54-43,,T. Wear misses 3-pt shot from 26 ft
1:25.0,Defensive rebound by P. Tucker,,54-43,,
1:16.0,E. Gordon misses 3-pt shot from 27 ft,,54-43,,
1:13.0,,,54-43,,Defensive rebound by C. Frye
1:06.0,,,54-45,2,C. Frye makes 2-pt shot from 12 ft (assist by A. Caruso)
0:38.0,J. Harden misses 3-pt shot from 32 ft,,54-45,,
0:35.0,,,54-45,,Defensive rebound by T. Wear
0:30.0,,,54-48,3,A. Caruso makes 3-pt shot from 27 ft
0:09.0,J. Harden makes 2-pt shot from 1 ft,2,56-48,,
0:03.0,Personal foul by T. Ariza (drawn by J. Hart),,56-48,,
0:01.0,,,56-48,,T. Wear misses 2-pt shot from 16 ft
0:00.0,,,56-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,56-50,2,B. Lopez makes 2-pt shot from 11 ft
11:18.0,C. Paul misses 2-pt shot from 20 ft,,56-50,,
11:16.0,,,56-50,,Defensive rebound by A. Caruso
11:04.0,,,56-52,2,B. Lopez makes 2-pt shot from 13 ft
10:40.0,T. Ariza misses 2-pt shot from 2 ft,,56-52,,
10:37.0,,,56-52,,Defensive rebound by K. Caldwell-Pope
10:33.0,,,56-54,2,J. Hart makes 2-pt shot from 2 ft (assist by K. Caldwell-Pope)
10:13.0,T. Ariza misses 3-pt shot from 27 ft,,56-54,,
10:09.0,,,56-54,,Defensive rebound by K. Caldwell-Pope
10:02.0,,,56-54,,B. Lopez misses 3-pt shot from 24 ft
9:59.0,Defensive rebound by C. Paul,,56-54,,
9:43.0,C. Capela misses 2-pt shot from 2 ft,,56-54,,
9:40.0,,,56-54,,Defensive rebound by J. Hart
9:35.0,,,56-54,,B. Lopez misses 3-pt shot from 26 ft
9:29.0,,,56-54,,Offensive rebound by J. Randle
9:29.0,,,56-56,2,J. Randle makes 2-pt shot at rim
9:23.0,Turnover by J. Harden (bad pass; steal by A. Caruso),,56-56,,
9:16.0,,,56-56,,K. Caldwell-Pope misses 2-pt shot from 7 ft
9:13.0,Defensive rebound by T. Ariza,,56-56,,
8:54.0,P. Tucker misses 3-pt shot from 27 ft,,56-56,,
8:52.0,,,56-56,,Defensive rebound by B. Lopez
8:51.0,,,56-59,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by J. Randle)
8:50.0,Houston full timeout,,56-59,,
8:36.0,T. Ariza makes 2-pt shot at rim (assist by J. Harden),2,58-59,,
8:18.0,Personal foul by P. Tucker (drawn by A. Caruso),,58-59,,
8:06.0,,,58-61,2,J. Randle makes 2-pt shot from 15 ft
7:51.0,P. Tucker makes 3-pt shot from 23 ft (assist by C. Paul),3,61-61,,
7:35.0,,,61-63,2,J. Randle makes 2-pt shot from 1 ft
7:26.0,T. Ariza misses 3-pt shot from 25 ft,,61-63,,
7:23.0,,,61-63,,Defensive rebound by A. Caruso
7:19.0,,,61-65,2,J. Randle makes 2-pt shot from 2 ft
7:19.0,,,61-65,,Shooting foul by P. Tucker (drawn by J. Randle)
7:19.0,,,61-66,1,J. Randle makes free throw 1 of 1
7:07.0,Turnover by P. Tucker (bad pass; steal by K. Caldwell-Pope),,61-66,,
6:48.0,,,61-66,,B. Lopez misses 3-pt shot from 22 ft
6:44.0,Defensive rebound by P. Tucker,,61-66,,
6:34.0,P. Tucker makes 3-pt shot from 23 ft (assist by J. Harden),3,64-66,,
6:17.0,,,64-66,,K. Caldwell-Pope misses 3-pt shot from 25 ft
6:12.0,Defensive rebound by P. Tucker,,64-66,,
6:00.0,P. Tucker misses 3-pt shot from 22 ft,,64-66,,
5:59.0,,,64-66,,Defensive rebound by Team
5:59.0,E. Gordon enters the game for C. Paul,,64-66,,
5:42.0,,,64-66,,J. Hart misses 3-pt shot from 27 ft
5:41.0,Defensive rebound by Team,,64-66,,
5:41.0,,,64-66,,Loose ball foul by B. Lopez (drawn by C. Capela)
5:19.0,P. Tucker misses 3-pt shot from 23 ft,,64-66,,
5:17.0,Offensive rebound by J. Harden,,64-66,,
5:15.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,66-66,,
5:00.0,,,66-66,,Turnover by B. Lopez (lost ball; steal by C. Capela)
4:57.0,Turnover by C. Capela (lost ball; steal by J. Randle),,66-66,,
4:55.0,,,66-66,,J. Randle misses 2-pt shot from 2 ft
4:55.0,,,66-66,,Offensive rebound by J. Randle
4:55.0,,,66-66,,Shooting foul by C. Capela (drawn by J. Randle)
4:55.0,,,66-67,1,J. Randle makes free throw 1 of 2
4:55.0,,,66-67,,I. Zubac enters the game for B. Lopez
4:55.0,G. Green enters the game for T. Ariza,,66-67,,
4:55.0,J. Johnson enters the game for P. Tucker,,66-67,,
4:55.0,,,66-68,1,J. Randle makes free throw 2 of 2
4:44.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,68-68,,
4:30.0,Personal foul by J. Johnson (drawn by I. Zubac),,68-68,,
4:18.0,,,68-68,,A. Caruso misses 3-pt shot from 23 ft
4:16.0,Defensive rebound by C. Capela,,68-68,,
4:06.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,70-68,,
3:56.0,,,70-68,,K. Caldwell-Pope misses 3-pt shot from 26 ft
3:54.0,Defensive rebound by C. Capela,,70-68,,
3:43.0,E. Gordon misses 3-pt shot from 29 ft,,70-68,,
3:40.0,,,70-68,,Defensive rebound by J. Hart
3:32.0,,,70-68,,Turnover by J. Randle (bad pass; steal by J. Harden)
3:20.0,Shooting foul by J. Randle (drawn by J. Johnson),,70-68,,
3:20.0,J. Johnson makes free throw 1 of 3,1,71-68,,
3:20.0,J. Johnson makes free throw 2 of 3,1,72-68,,
3:20.0,,,72-68,,A. Ingram enters the game for J. Hart
3:20.0,,,72-68,,C. Frye enters the game for J. Randle
3:20.0,N. Hilario enters the game for C. Capela,,72-68,,
3:20.0,J. Johnson makes free throw 3 of 3,1,73-68,,
3:02.0,,,73-70,2,I. Zubac makes 2-pt shot from 1 ft (assist by A. Caruso)
2:50.0,Turnover by J. Harden (bad pass; steal by C. Frye),,73-70,,
2:46.0,,,73-70,,Shooting foul by J. Johnson (drawn by A. Caruso)
2:46.0,,,73-70,,LA Lakers full timeout
2:46.0,C. Paul enters the game for J. Harden,,73-70,,
2:46.0,,,73-71,1,A. Caruso makes free throw 1 of 2
2:46.0,,,73-72,1,A. Caruso makes free throw 2 of 2
2:26.0,N. Hilario misses 2-pt shot from 6 ft (block by A. Ingram),,73-72,,
2:22.0,Offensive rebound by N. Hilario,,73-72,,
2:20.0,N. Hilario misses 2-pt shot from 10 ft,,73-72,,
2:18.0,,,73-72,,Defensive rebound by C. Frye
2:14.0,,,73-75,3,A. Ingram makes 3-pt shot from 27 ft (assist by K. Caldwell-Pope)
1:49.0,J. Johnson makes 3-pt shot from 28 ft (assist by C. Paul),3,76-75,,
1:26.0,,,76-75,,C. Frye misses 3-pt shot from 26 ft
1:23.0,,,76-75,,Offensive rebound by I. Zubac
1:21.0,,,76-75,,I. Zubac misses 2-pt shot from 4 ft
1:19.0,Defensive rebound by J. Johnson,,76-75,,
1:07.0,G. Green makes 2-pt shot from 3 ft (assist by C. Paul),2,78-75,,
1:07.0,Shooting foul by I. Zubac (drawn by G. Green),,78-75,,
1:07.0,,,78-75,,T. Ennis enters the game for A. Caruso
1:07.0,G. Green makes free throw 1 of 1,1,79-75,,
0:48.0,,,79-75,,K. Caldwell-Pope misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by N. Hilario,,79-75,,
0:33.0,E. Gordon misses 3-pt shot from 29 ft,,79-75,,
0:29.0,,,79-75,,Defensive rebound by I. Zubac
0:22.0,,,79-75,,Turnover by T. Ennis (bad pass; steal by E. Gordon)
0:02.0,J. Johnson makes 3-pt shot from 26 ft (assist by C. Paul),3,82-75,,
0:00.0,,,82-75,,C. Frye misses 3-pt shot from 52 ft
0:00.0,,,82-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,G. Green misses 2-pt shot from 6 ft,,82-75,,
11:39.0,,,82-75,,Defensive rebound by Team
11:39.0,Loose ball foul by N. Hilario (drawn by T. Ennis),,82-75,,
11:18.0,Personal foul by E. Gordon (drawn by I. Zubac),,82-75,,
11:13.0,,,82-75,,T. Wear misses 2-pt shot from 13 ft
11:09.0,Defensive rebound by G. Green,,82-75,,
11:01.0,C. Paul makes 2-pt shot from 12 ft,2,84-75,,
10:38.0,,,84-75,,J. Hart misses 3-pt shot from 25 ft
10:36.0,Defensive rebound by J. Johnson,,84-75,,
10:29.0,N. Hilario misses 2-pt shot from 4 ft (block by A. Ingram),,84-75,,
10:25.0,,,84-75,,Defensive rebound by A. Ingram
10:23.0,,,84-77,2,J. Hart makes 2-pt shot from 2 ft (assist by A. Ingram)
10:10.0,E. Gordon misses 3-pt shot from 26 ft,,84-77,,
10:08.0,,,84-77,,Defensive rebound by J. Hart
10:07.0,Personal foul by C. Paul (drawn by J. Hart),,84-77,,
10:07.0,T. Black enters the game for N. Hilario,,84-77,,
9:51.0,,,84-77,,Turnover by T. Ennis (bad pass; steal by G. Green)
9:50.0,,,84-77,,Personal take foul by J. Hart (drawn by G. Green)
9:41.0,C. Paul makes 2-pt shot from 10 ft,2,86-77,,
9:29.0,,,86-77,,T. Wear misses 3-pt shot from 26 ft
9:26.0,Defensive rebound by C. Paul,,86-77,,
9:13.0,C. Paul makes 3-pt shot from 23 ft,2,89-77,,
9:13.0,,,89-77,,LA Lakers full timeout
9:13.0,,,89-77,,A. Caruso enters the game for T. Wear
9:13.0,J. Harden enters the game for G. Green,,89-77,,
8:55.0,,,89-77,,Turnover by A. Caruso (bad pass; steal by C. Paul)
8:45.0,Turnover by J. Harden (bad pass; steal by I. Zubac),,89-77,,
8:39.0,,,89-80,3,J. Hart makes 3-pt shot from 27 ft
8:09.0,C. Paul makes 3-pt shot from 24 ft (assist by E. Gordon),3,92-80,,
7:42.0,,,92-80,,T. Ennis misses 2-pt shot from 3 ft
7:40.0,Defensive rebound by J. Harden,,92-80,,
7:32.0,Shooting foul by T. Ennis (drawn by J. Harden),,92-80,,
7:32.0,J. Harden makes free throw 1 of 2,1,93-80,,
7:32.0,T. Ariza enters the game for J. Johnson,,93-80,,
7:32.0,P. Tucker enters the game for E. Gordon,,93-80,,
7:32.0,J. Harden makes free throw 2 of 2,1,94-80,,
7:18.0,,,94-80,,J. Hart misses 3-pt shot from 25 ft
7:16.0,Defensive rebound by P. Tucker,,94-80,,
7:04.0,C. Paul makes 2-pt shot from 2 ft,2,96-80,,
6:56.0,,,96-80,,Offensive foul by I. Zubac (drawn by T. Ariza)
6:56.0,,,96-80,,Turnover by I. Zubac (offensive foul)
6:56.0,T. Quarterman enters the game for C. Paul,,96-80,,
6:39.0,J. Harden misses 3-pt shot from 24 ft,,96-80,,
6:37.0,,,96-80,,Defensive rebound by T. Ennis
6:33.0,,,96-82,2,J. Hart makes 2-pt shot from 2 ft (assist by T. Ennis)
6:13.0,T. Black misses 2-pt shot from 2 ft,,96-82,,
6:11.0,,,96-82,,Defensive rebound by T. Ennis
6:07.0,,,96-84,2,T. Ennis makes 2-pt shot from 1 ft
5:50.0,Turnover by J. Harden (bad pass; steal by A. Caruso),,96-84,,
5:46.0,,,96-86,2,J. Hart makes 2-pt shot from 3 ft (assist by A. Caruso)
5:29.0,Turnover by T. Black (bad pass; steal by J. Hart),,96-86,,
5:27.0,,,96-86,,Shooting foul by T. Black (drawn by J. Hart)
5:27.0,,,96-87,1,J. Hart makes free throw 1 of 2
5:27.0,,,96-87,,T. Bryant enters the game for I. Zubac
5:27.0,G. Green enters the game for P. Tucker,,96-87,,
5:27.0,Z. Qi enters the game for J. Harden,,96-87,,
5:27.0,,,96-88,1,J. Hart makes free throw 2 of 2
5:15.0,,,96-88,,Personal foul by A. Ingram (drawn by T. Black)
5:06.0,Turnover by Z. Qi (lost ball; steal by A. Ingram),,96-88,,
5:02.0,,,96-88,,A. Ingram misses 2-pt shot from 4 ft
4:59.0,Defensive rebound by T. Black,,96-88,,
4:56.0,T. Ariza misses 3-pt shot from 25 ft,,96-88,,
4:51.0,Offensive rebound by Z. Qi,,96-88,,
4:50.0,Turnover by Z. Qi (lost ball; steal by J. Hart),,96-88,,
4:47.0,,,96-88,,Turnover by J. Hart (bad pass)
4:36.0,Turnover by T. Quarterman (bad pass; steal by T. Ennis),,96-88,,
4:34.0,Personal foul by T. Black (drawn by T. Bryant),,96-88,,
4:34.0,,,96-88,,T. Bryant misses free throw 1 of 2
4:34.0,,,96-88,,Offensive rebound by Team
4:34.0,,,96-88,,T. Bryant misses free throw 2 of 2
4:31.0,Defensive rebound by T. Black,,96-88,,
4:23.0,T. Black makes 2-pt shot from 2 ft,2,98-88,,
4:14.0,,,98-88,,J. Hart misses 2-pt shot from 3 ft (block by Z. Qi)
4:10.0,Defensive rebound by T. Black,,98-88,,
4:08.0,G. Green makes 2-pt shot from 1 ft (assist by T. Ariza),2,100-88,,
4:08.0,,,100-88,,LA Lakers full timeout
4:08.0,,,100-88,,I. Zubac enters the game for T. Bryant
3:57.0,,,100-90,2,A. Ingram makes 2-pt shot from 11 ft (assist by A. Caruso)
3:41.0,Turnover by T. Quarterman (bad pass; steal by T. Ennis),,100-90,,
3:38.0,Personal foul by G. Green (drawn by T. Ennis),,100-90,,
3:38.0,,,100-91,1,T. Ennis makes free throw 1 of 2
3:38.0,,,100-92,1,T. Ennis makes free throw 2 of 2
3:29.0,Turnover by T. Black (bad pass),,100-92,,
3:15.0,,,100-94,2,J. Hart makes 2-pt shot from 1 ft (assist by I. Zubac)
