time,Detroit,pts.away,score,pts.home,Denver
3:17.0,,,24-22,,Defensive rebound by W. Barton
3:06.0,,,24-24,2,P. Millsap makes 2-pt shot from 14 ft (assist by G. Harris)
2:52.0,I. Smith misses 2-pt shot from 9 ft,,24-24,,
2:50.0,,,24-24,,Defensive rebound by M. Plumlee
2:44.0,,,24-24,,D. Harris enters the game for P. Millsap
2:44.0,,,24-24,,N. Jokic enters the game for G. Harris
2:44.0,,,24-24,,W. Chandler enters the game for J. Murray
2:44.0,E. Moreland enters the game for A. Drummond,,24-24,,
2:44.0,D. Buycks enters the game for I. Smith,,24-24,,
2:35.0,,,24-24,,N. Jokic misses 2-pt shot from 17 ft
2:32.0,Defensive rebound by E. Moreland,,24-24,,
2:28.0,S. Johnson misses 2-pt shot from 19 ft,,24-24,,
2:25.0,Offensive rebound by E. Moreland,,24-24,,
2:19.0,B. Griffin misses 2-pt shot from 7 ft,,24-24,,
2:16.0,,,24-24,,Defensive rebound by N. Jokic
2:12.0,,,24-26,2,W. Barton makes 2-pt shot from 2 ft (assist by N. Jokic)
2:04.0,B. Griffin makes 2-pt shot from 1 ft (assist by D. Buycks),2,26-26,,
1:56.0,,,26-26,,M. Plumlee misses 2-pt shot from 2 ft
1:56.0,,,26-26,,Offensive rebound by M. Plumlee
1:56.0,,,26-28,2,M. Plumlee makes 2-pt shot from 2 ft
1:56.0,,,26-28,,Shooting foul by E. Moreland (drawn by M. Plumlee)
1:56.0,,,26-28,,M. Plumlee misses free throw 1 of 1
1:53.0,Defensive rebound by E. Moreland,,26-28,,
1:38.0,S. Johnson makes 3-pt shot from 22 ft (assist by B. Griffin),3,29-28,,
1:16.0,,,29-30,2,D. Harris makes 2-pt shot from 2 ft (assist by W. Barton)
0:52.0,Turnover by B. Griffin (bad pass; steal by N. Jokic),,29-30,,
0:37.0,,,29-33,3,D. Harris makes 3-pt shot from 23 ft (assist by W. Chandler)
0:19.0,S. Johnson misses 3-pt shot from 22 ft,,29-33,,
0:17.0,,,29-33,,Defensive rebound by N. Jokic
0:01.0,,,29-33,,D. Harris misses 3-pt shot from 24 ft
0:01.0,,,29-33,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,29-33,,D. Harris misses 2-pt shot from 2 ft
11:46.0,Defensive rebound by E. Moreland,,29-33,,
11:35.0,Turnover by D. Buycks (traveling),,29-33,,
11:26.0,,,29-33,,W. Barton misses 2-pt shot from 2 ft
11:23.0,,,29-33,,Offensive rebound by W. Barton
11:22.0,,,29-35,2,W. Barton makes 2-pt shot from 2 ft
11:09.0,E. Moreland misses 2-pt shot from 6 ft (block by N. Jokic),,29-35,,
11:07.0,,,29-35,,Defensive rebound by W. Chandler
10:59.0,,,29-37,2,T. Lyles makes 2-pt shot from 5 ft (assist by N. Jokic)
10:51.0,Detroit full timeout,,29-37,,
10:44.0,D. Buycks misses 2-pt shot from 17 ft,,29-37,,
10:42.0,,,29-37,,Defensive rebound by T. Lyles
10:29.0,,,29-37,,Shooting foul by D. Buycks (drawn by D. Harris)
10:29.0,,,29-38,1,D. Harris makes free throw 1 of 2
10:29.0,,,29-39,1,D. Harris makes free throw 2 of 2
10:08.0,E. Moreland misses 2-pt shot from 3 ft (block by N. Jokic),,29-39,,
10:05.0,,,29-39,,Defensive rebound by W. Chandler
9:53.0,,,29-39,,N. Jokic misses 2-pt shot from 14 ft
9:49.0,Defensive rebound by A. Tolliver,,29-39,,
9:41.0,A. Tolliver makes 3-pt shot from 22 ft (assist by L. Kennard),3,32-39,,
9:23.0,,,32-41,2,W. Barton makes 2-pt shot from 10 ft (assist by W. Chandler)
9:06.0,S. Johnson misses 2-pt shot from 3 ft (block by T. Lyles),,32-41,,
9:04.0,,,32-41,,Defensive rebound by D. Harris
8:51.0,,,32-41,,Turnover by W. Barton (lost ball; steal by A. Tolliver)
8:50.0,,,32-41,,Personal take foul by W. Chandler (drawn by L. Kennard)
8:50.0,,,32-41,,M. Plumlee enters the game for N. Jokic
8:50.0,A. Drummond enters the game for E. Moreland,,32-41,,
8:33.0,D. Buycks makes 2-pt shot from 12 ft,2,34-41,,
8:12.0,,,34-41,,D. Harris misses 3-pt shot from 23 ft
8:11.0,,,34-41,,Offensive rebound by Team
8:11.0,J. Ennis enters the game for S. Johnson,,34-41,,
8:05.0,,,34-41,,Shooting foul by L. Kennard (drawn by D. Harris)
8:05.0,,,34-42,1,D. Harris makes free throw 1 of 3
8:05.0,,,34-43,1,D. Harris makes free throw 2 of 3
8:05.0,,,34-44,1,D. Harris makes free throw 3 of 3
7:57.0,Shooting foul by W. Barton (drawn by D. Buycks),,34-44,,
7:57.0,D. Buycks misses free throw 1 of 2,,34-44,,
7:57.0,Offensive rebound by Team,,34-44,,
7:57.0,D. Buycks makes free throw 2 of 2,1,35-44,,
7:47.0,,,35-47,3,T. Lyles makes 3-pt shot from 25 ft (assist by D. Harris)
7:33.0,D. Buycks misses 2-pt shot from 1 ft (block by M. Plumlee),,35-47,,
7:33.0,,,35-47,,Defensive rebound by Team
7:33.0,I. Smith enters the game for D. Buycks,,35-47,,
7:26.0,,,35-49,2,T. Lyles makes 2-pt shot from 14 ft (assist by D. Harris)
7:19.0,Detroit full timeout,,35-49,,
7:14.0,L. Kennard makes 2-pt shot from 18 ft (assist by A. Tolliver),2,37-49,,
6:51.0,,,37-49,,W. Chandler misses 2-pt shot from 3 ft (block by A. Drummond)
6:47.0,,,37-49,,Offensive rebound by W. Barton
6:47.0,,,37-49,,Shooting foul by L. Kennard (drawn by W. Barton)
6:47.0,,,37-49,,W. Barton misses free throw 1 of 3
6:47.0,,,37-49,,Offensive rebound by Team
6:47.0,,,37-50,1,W. Barton makes free throw 2 of 3
6:47.0,,,37-51,1,W. Barton makes free throw 3 of 3
6:35.0,A. Drummond misses 2-pt shot from 6 ft (block by M. Plumlee),,37-51,,
6:32.0,,,37-51,,Defensive rebound by W. Barton
6:32.0,,,37-53,2,W. Barton makes 2-pt shot from 1 ft
6:32.0,,,37-53,,Shooting foul by I. Smith (drawn by W. Barton)
6:32.0,B. Griffin enters the game for A. Tolliver,,37-53,,
6:32.0,,,37-53,,W. Barton misses free throw 1 of 1
6:30.0,Defensive rebound by A. Drummond,,37-53,,
6:18.0,I. Smith makes 2-pt shot from 20 ft,2,39-53,,
5:59.0,,,39-53,,W. Barton misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by I. Smith,,39-53,,
5:49.0,A. Drummond makes 2-pt shot from 1 ft (assist by I. Smith),2,41-53,,
5:32.0,,,41-53,,Shooting foul by A. Drummond (drawn by T. Lyles)
5:32.0,,,41-54,1,T. Lyles makes free throw 1 of 2
5:32.0,,,41-54,,J. Murray enters the game for W. Chandler
5:32.0,,,41-54,,G. Harris enters the game for D. Harris
5:32.0,R. Bullock enters the game for L. Kennard,,41-54,,
5:32.0,,,41-55,1,T. Lyles makes free throw 2 of 2
5:21.0,,,41-55,,Personal foul by M. Plumlee (drawn by B. Griffin)
5:21.0,,,41-55,,P. Millsap enters the game for W. Barton
5:21.0,,,41-55,,N. Jokic enters the game for T. Lyles
5:21.0,,,41-55,,W. Barton enters the game for M. Plumlee
5:07.0,B. Griffin misses 2-pt shot from 18 ft,,41-55,,
5:04.0,Offensive rebound by A. Drummond,,41-55,,
5:04.0,A. Drummond misses 2-pt shot at rim,,41-55,,
5:04.0,Offensive rebound by A. Drummond,,41-55,,
5:04.0,A. Drummond misses 2-pt shot at rim,,41-55,,
5:04.0,Offensive rebound by Team,,41-55,,
5:04.0,,,41-55,,Loose ball foul by N. Jokic (drawn by A. Drummond)
4:55.0,I. Smith misses 2-pt shot from 2 ft,,41-55,,
4:53.0,,,41-55,,Defensive rebound by N. Jokic
4:47.0,,,41-55,,W. Barton misses 2-pt shot from 2 ft
4:44.0,Defensive rebound by A. Drummond,,41-55,,
4:36.0,B. Griffin misses 2-pt shot from 6 ft,,41-55,,
4:33.0,Offensive rebound by B. Griffin,,41-55,,
4:28.0,B. Griffin misses 2-pt shot from 3 ft,,41-55,,
4:28.0,,,41-55,,Defensive rebound by N. Jokic
4:24.0,Personal foul by R. Bullock (drawn by W. Barton),,41-55,,
4:24.0,,,41-56,1,W. Barton makes free throw 1 of 2
4:24.0,,,41-57,1,W. Barton makes free throw 2 of 2
4:12.0,B. Griffin makes 2-pt shot from 15 ft (assist by I. Smith),2,43-57,,
3:47.0,,,43-57,,Turnover by W. Barton (bad pass; steal by I. Smith)
3:42.0,J. Ennis misses 3-pt shot from 22 ft (block by W. Barton),,43-57,,
3:38.0,Offensive rebound by J. Ennis,,43-57,,
3:37.0,A. Drummond misses 2-pt shot from 8 ft,,43-57,,
3:34.0,,,43-57,,Defensive rebound by N. Jokic
3:32.0,Personal foul by A. Drummond (drawn by N. Jokic),,43-57,,
3:32.0,,,43-57,,N. Jokic misses free throw 1 of 2
3:32.0,,,43-57,,Offensive rebound by Team
3:32.0,,,43-58,1,N. Jokic makes free throw 2 of 2
3:09.0,A. Drummond misses 2-pt shot from 2 ft,,43-58,,
3:06.0,,,43-58,,Defensive rebound by J. Murray
2:59.0,,,43-60,2,G. Harris makes 2-pt shot from 1 ft (assist by W. Barton)
2:51.0,Detroit full timeout,,43-60,,
2:51.0,Technical foul by A. Drummond,,43-60,,
2:51.0,,,43-60,,W. Chandler enters the game for W. Barton
2:51.0,,,43-60,,J. Murray misses technical free throw
2:51.0,Defensive rebound by Team,,43-60,,
2:49.0,J. Ennis misses 3-pt shot from 25 ft,,43-60,,
2:46.0,,,43-60,,Defensive rebound by P. Millsap
2:28.0,,,43-60,,P. Millsap misses 2-pt shot from 14 ft
2:25.0,Defensive rebound by A. Drummond,,43-60,,
2:19.0,R. Bullock makes 2-pt shot from 19 ft (assist by B. Griffin),2,45-60,,
2:06.0,,,45-60,,N. Jokic misses 3-pt shot from 24 ft
2:03.0,Defensive rebound by J. Ennis,,45-60,,
1:44.0,J. Ennis makes 3-pt shot from 23 ft (assist by I. Smith),3,48-60,,
1:27.0,,,48-60,,J. Murray misses 2-pt shot from 1 ft
1:23.0,,,48-60,,Offensive rebound by N. Jokic
1:23.0,,,48-62,2,N. Jokic makes 2-pt shot at rim
1:00.0,R. Bullock makes 3-pt shot from 24 ft (assist by B. Griffin),3,51-62,,
0:44.0,,,51-65,3,J. Murray makes 3-pt shot from 25 ft (assist by P. Millsap)
0:34.0,B. Griffin misses 3-pt shot from 24 ft,,51-65,,
0:30.0,,,51-65,,Defensive rebound by J. Murray
0:26.0,,,51-65,,J. Murray misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by J. Ennis,,51-65,,
0:20.0,Turnover by J. Ennis (lost ball; steal by W. Chandler),,51-65,,
0:16.0,,,51-65,,P. Millsap misses 3-pt shot from 24 ft
0:12.0,Defensive rebound by I. Smith,,51-65,,
0:00.0,B. Griffin misses 2-pt shot from 6 ft,,51-65,,
0:00.0,Offensive rebound by Team,,51-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,51-65,,Turnover by P. Millsap (bad pass; steal by J. Ennis)
11:39.0,J. Ennis makes 2-pt shot from 14 ft (assist by A. Drummond),2,53-65,,
11:18.0,,,53-68,3,N. Jokic makes 3-pt shot from 24 ft (assist by W. Chandler)
11:00.0,R. Bullock misses 2-pt shot from 20 ft,,53-68,,
10:54.0,Offensive rebound by A. Drummond,,53-68,,
10:54.0,A. Drummond makes 2-pt shot at rim,2,55-68,,
10:41.0,,,55-70,2,J. Murray makes 2-pt shot from 1 ft (assist by N. Jokic)
10:27.0,I. Smith misses 2-pt shot from 6 ft,,55-70,,
10:24.0,Offensive rebound by A. Drummond,,55-70,,
10:19.0,A. Drummond misses 2-pt shot from 3 ft,,55-70,,
10:18.0,,,55-70,,Defensive rebound by N. Jokic
10:11.0,,,55-70,,W. Chandler misses 2-pt shot from 5 ft
10:08.0,Defensive rebound by J. Ennis,,55-70,,
10:01.0,Shooting foul by N. Jokic (drawn by A. Drummond),,55-70,,
10:01.0,A. Drummond misses free throw 1 of 2,,55-70,,
10:01.0,Offensive rebound by Team,,55-70,,
10:01.0,A. Drummond makes free throw 2 of 2,1,56-70,,
9:46.0,,,56-70,,J. Murray misses 3-pt shot from 24 ft
9:42.0,Defensive rebound by A. Drummond,,56-70,,
9:36.0,Turnover by A. Drummond (traveling),,56-70,,
9:25.0,Personal foul by I. Smith (drawn by N. Jokic),,56-70,,
9:11.0,,,56-72,2,J. Murray makes 2-pt shot from 12 ft (assist by N. Jokic)
8:54.0,R. Bullock misses 2-pt shot from 3 ft,,56-72,,
8:54.0,,,56-72,,Defensive rebound by G. Harris
8:47.0,,,56-72,,J. Murray misses 3-pt shot from 22 ft
8:47.0,Defensive rebound by A. Drummond,,56-72,,
8:39.0,Turnover by I. Smith (lost ball; steal by J. Murray),,56-72,,
8:39.0,Personal foul by B. Griffin (drawn by J. Murray),,56-72,,
8:35.0,,,56-72,,Shooting foul by A. Drummond (drawn by N. Jokic)
8:35.0,,,56-73,1,N. Jokic makes free throw 1 of 3
8:35.0,,,56-74,1,N. Jokic makes free throw 2 of 3
8:35.0,A. Tolliver enters the game for A. Drummond,,56-74,,
8:35.0,,,56-75,1,N. Jokic makes free throw 3 of 3
8:21.0,B. Griffin misses 2-pt shot from 5 ft,,56-75,,
8:18.0,,,56-75,,Defensive rebound by P. Millsap
8:09.0,,,56-78,3,P. Millsap makes 3-pt shot from 24 ft (assist by N. Jokic)
8:07.0,Detroit full timeout,,56-78,,
7:56.0,B. Griffin makes 2-pt shot from 4 ft,2,58-78,,
7:56.0,Shooting foul by J. Murray (drawn by B. Griffin),,58-78,,
7:56.0,B. Griffin makes free throw 1 of 1,1,59-78,,
7:41.0,,,59-80,2,P. Millsap makes 2-pt shot from 10 ft
7:31.0,A. Tolliver makes 3-pt shot from 25 ft (assist by I. Smith),3,62-80,,
7:10.0,,,62-82,2,P. Millsap makes 2-pt shot from 7 ft
6:53.0,B. Griffin misses 2-pt shot from 15 ft,,62-82,,
6:51.0,,,62-82,,Defensive rebound by W. Chandler
6:44.0,,,62-85,3,J. Murray makes 3-pt shot from 25 ft (assist by N. Jokic)
6:18.0,A. Tolliver makes 3-pt shot from 24 ft (assist by B. Griffin),3,65-85,,
5:58.0,,,65-85,,Turnover by N. Jokic (out of bounds lost ball)
5:40.0,R. Bullock makes 3-pt shot from 25 ft (assist by B. Griffin),3,68-85,,
5:39.0,,,68-85,,Denver full timeout
5:39.0,,,68-85,,W. Barton enters the game for W. Chandler
5:23.0,,,68-85,,P. Millsap misses 2-pt shot from 3 ft
5:19.0,,,68-85,,Offensive rebound by J. Murray
5:19.0,,,68-87,2,J. Murray makes 2-pt shot at rim
5:08.0,J. Ennis misses 3-pt shot from 22 ft,,68-87,,
5:05.0,,,68-87,,Defensive rebound by J. Murray
4:52.0,,,68-90,3,J. Murray makes 3-pt shot from 24 ft (assist by N. Jokic)
4:28.0,B. Griffin misses 2-pt shot from 3 ft,,68-90,,
4:26.0,,,68-90,,Defensive rebound by J. Murray
4:23.0,,,68-93,3,J. Murray makes 3-pt shot from 25 ft
4:03.0,I. Smith makes 2-pt shot from 8 ft,2,70-93,,
3:50.0,,,70-93,,Turnover by P. Millsap (out of bounds lost ball)
3:50.0,D. Buycks enters the game for I. Smith,,70-93,,
3:50.0,L. Kennard enters the game for J. Ennis,,70-93,,
3:38.0,D. Buycks misses 2-pt shot from 2 ft,,70-93,,
3:35.0,,,70-93,,Defensive rebound by N. Jokic
3:25.0,,,70-93,,J. Murray misses 2-pt shot from 2 ft
3:23.0,,,70-93,,Offensive rebound by J. Murray
3:22.0,,,70-96,3,W. Barton makes 3-pt shot from 24 ft (assist by J. Murray)
3:20.0,Detroit full timeout,,70-96,,
3:20.0,,,70-96,,W. Chandler enters the game for P. Millsap
3:10.0,L. Kennard misses 2-pt shot from 15 ft,,70-96,,
3:07.0,,,70-96,,Defensive rebound by J. Murray
2:52.0,,,70-96,,Turnover by G. Harris (step out of bounds)
2:42.0,B. Griffin makes 3-pt shot from 24 ft (assist by D. Buycks),3,73-96,,
2:25.0,,,73-96,,Turnover by J. Murray (step out of bounds)
2:25.0,,,73-96,,M. Plumlee enters the game for N. Jokic
2:14.0,B. Griffin makes 3-pt shot from 25 ft (assist by D. Buycks),3,76-96,,
1:58.0,,,76-96,,J. Murray misses 2-pt shot from 1 ft
1:55.0,Defensive rebound by D. Buycks,,76-96,,
1:48.0,R. Bullock makes 3-pt shot from 22 ft (assist by L. Kennard),3,79-96,,
1:27.0,,,79-96,,J. Murray misses 2-pt shot from 6 ft
1:24.0,Defensive rebound by L. Kennard,,79-96,,
1:21.0,Shooting foul by W. Barton (drawn by D. Buycks),,79-96,,
1:21.0,D. Buycks makes free throw 1 of 2,1,80-96,,
1:21.0,,,80-96,,D. Harris enters the game for J. Murray
1:21.0,D. Buycks makes free throw 2 of 2,1,81-96,,
1:02.0,,,81-98,2,D. Harris makes 2-pt shot from 11 ft (assist by W. Barton)
0:46.0,D. Buycks makes 3-pt shot from 24 ft,3,84-98,,
0:35.0,,,84-98,,W. Chandler misses 2-pt shot from 18 ft
0:31.0,Defensive rebound by B. Griffin,,84-98,,
0:26.0,R. Bullock misses 2-pt shot from 20 ft,,84-98,,
0:23.0,,,84-98,,Defensive rebound by W. Chandler
0:02.0,,,84-98,,W. Barton misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by L. Kennard,,84-98,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,A. Tolliver misses 3-pt shot from 25 ft,,84-98,,
11:48.0,,,84-98,,Defensive rebound by T. Lyles
11:39.0,Personal foul by L. Kennard (drawn by W. Barton),,84-98,,
11:30.0,,,84-98,,W. Barton misses 2-pt shot from 10 ft
11:25.0,Defensive rebound by A. Drummond,,84-98,,
11:17.0,D. Buycks makes 2-pt shot from 19 ft,2,86-98,,
11:05.0,,,86-98,,Turnover by W. Barton (bad pass; steal by A. Drummond)
10:49.0,D. Buycks misses 3-pt shot from 24 ft,,86-98,,
10:45.0,,,86-98,,Defensive rebound by W. Chandler
10:26.0,,,86-98,,Turnover by M. Plumlee (step out of bounds)
10:14.0,A. Drummond makes 2-pt shot from 7 ft (assist by A. Tolliver),2,88-98,,
10:14.0,,,88-98,,Denver full timeout
10:14.0,,,88-98,,N. Jokic enters the game for M. Plumlee
9:54.0,,,88-100,2,N. Jokic makes 2-pt shot from 5 ft
9:30.0,D. Buycks makes 2-pt shot from 1 ft,2,90-100,,
9:13.0,,,90-102,2,W. Barton makes 2-pt shot from 2 ft (assist by N. Jokic)
8:59.0,A. Drummond misses 2-pt shot from 2 ft,,90-102,,
8:57.0,,,90-102,,Defensive rebound by N. Jokic
8:53.0,,,90-102,,W. Chandler misses 3-pt shot from 23 ft
8:49.0,Defensive rebound by A. Drummond,,90-102,,
8:38.0,D. Buycks makes 2-pt shot from 10 ft,2,92-102,,
8:22.0,Jump ball: W. Chandler vs. S. Johnson (D. Harris gains possession),,,,Jump ball: W. Chandler vs. S. Johnson (D. Harris gains possession)
8:16.0,,,92-102,,W. Barton misses 3-pt shot from 24 ft
8:12.0,,,92-102,,Offensive rebound by W. Chandler
8:02.0,,,92-102,,Turnover by T. Lyles (lost ball; steal by D. Buycks)
7:50.0,D. Buycks makes 2-pt shot from 8 ft,2,94-102,,
7:35.0,,,94-102,,T. Lyles misses 2-pt shot from 1 ft (block by S. Johnson)
7:32.0,,,94-102,,Offensive rebound by T. Lyles
7:30.0,,,94-102,,W. Barton misses 2-pt shot from 11 ft
7:30.0,Defensive rebound by S. Johnson,,94-102,,
7:20.0,Shooting foul by N. Jokic (drawn by A. Drummond),,94-102,,
7:20.0,A. Drummond makes free throw 1 of 2,1,95-102,,
7:20.0,,,95-102,,J. Murray enters the game for T. Lyles
7:20.0,,,95-102,,P. Millsap enters the game for W. Chandler
7:20.0,,,95-102,,G. Harris enters the game for D. Harris
7:20.0,A. Drummond misses free throw 2 of 2,,95-102,,
7:17.0,,,95-102,,Defensive rebound by G. Harris
7:05.0,,,95-102,,Offensive foul by N. Jokic (drawn by A. Drummond)
7:05.0,,,95-102,,Turnover by N. Jokic (offensive foul)
6:55.0,Shooting foul by G. Harris (drawn by D. Buycks),,95-102,,
6:55.0,D. Buycks makes free throw 1 of 2,1,96-102,,
6:55.0,D. Buycks makes free throw 2 of 2,1,97-102,,
6:41.0,,,97-104,2,G. Harris makes 2-pt shot from 3 ft
6:25.0,Turnover by D. Buycks (bad pass; steal by P. Millsap),,97-104,,
6:22.0,,,97-106,2,G. Harris makes 2-pt shot at rim (assist by P. Millsap)
6:22.0,,,97-106,,Shooting foul by S. Johnson (drawn by G. Harris)
6:22.0,,,97-106,,Denver full timeout
6:22.0,,,97-106,,M. Beasley enters the game for J. Murray
6:22.0,B. Griffin enters the game for A. Tolliver,,97-106,,
6:22.0,,,97-107,1,G. Harris makes free throw 1 of 1
6:22.0,,,97-107,,Personal take foul by M. Beasley (drawn by D. Buycks)
6:22.0,,,97-107,,J. Murray enters the game for G. Harris
6:22.0,,,97-107,,W. Chandler enters the game for M. Beasley
6:09.0,D. Buycks misses 3-pt shot from 24 ft,,97-107,,
6:06.0,,,97-107,,Defensive rebound by J. Murray
5:57.0,,,97-107,,W. Barton misses 3-pt shot from 24 ft
5:54.0,Defensive rebound by A. Drummond,,97-107,,
5:47.0,B. Griffin misses 3-pt shot from 25 ft,,97-107,,
5:45.0,,,97-107,,Defensive rebound by Team
5:45.0,Loose ball foul by A. Drummond (drawn by N. Jokic),,97-107,,
5:45.0,R. Bullock enters the game for L. Kennard,,97-107,,
5:23.0,,,97-107,,Turnover by P. Millsap (bad pass)
5:01.0,D. Buycks misses 2-pt shot from 19 ft,,97-107,,
4:56.0,Offensive rebound by A. Drummond,,97-107,,
4:56.0,A. Drummond makes 2-pt shot at rim,2,99-107,,
4:45.0,,,99-107,,J. Murray misses 2-pt shot from 3 ft (block by A. Drummond)
4:43.0,Defensive rebound by B. Griffin,,99-107,,
4:40.0,Turnover by R. Bullock (bad pass; steal by N. Jokic),,99-107,,
4:30.0,,,99-109,2,N. Jokic makes 2-pt shot from 1 ft
4:10.0,J. Ennis enters the game for S. Johnson,,99-109,,
3:59.0,Shooting foul by N. Jokic (drawn by A. Drummond),,99-109,,
3:59.0,A. Drummond misses free throw 1 of 2,,99-109,,
3:59.0,Offensive rebound by Team,,99-109,,
3:59.0,A. Drummond misses free throw 2 of 2,,99-109,,
3:57.0,,,99-109,,Defensive rebound by N. Jokic
