time,Chicago,pts.away,score,pts.home,Orlando
7:53.0,Shooting foul by N. Vucevic (drawn by J. Holiday),,12-4,,
7:53.0,J. Holiday makes free throw 1 of 3,1,13-4,,
7:53.0,J. Holiday makes free throw 2 of 3,1,14-4,,
7:53.0,,,14-4,,Orlando full timeout
7:53.0,J. Holiday makes free throw 3 of 3,1,15-4,,
7:41.0,,,15-4,,E. Fournier misses 2-pt shot from 4 ft
7:39.0,Defensive rebound by R. Lopez,,15-4,,
7:22.0,Turnover by J. Grant (bad pass; steal by E. Fournier),,15-4,,
7:17.0,,,15-6,2,A. Gordon makes 2-pt shot from 2 ft (assist by N. Vucevic)
6:55.0,J. Holiday misses 3-pt shot from 22 ft,,15-6,,
6:52.0,,,15-6,,Defensive rebound by E. Fournier
6:45.0,,,15-9,3,N. Vucevic makes 3-pt shot from 26 ft (assist by E. Fournier)
6:23.0,R. Lopez misses 2-pt shot from 3 ft,,15-9,,
6:19.0,,,15-9,,Defensive rebound by N. Vucevic
6:11.0,,,15-9,,N. Vucevic misses 2-pt shot from 14 ft
6:08.0,Defensive rebound by J. Grant,,15-9,,
6:01.0,J. Grant misses 2-pt shot from 16 ft,,15-9,,
5:57.0,,,15-9,,Defensive rebound by S. Mack
5:49.0,,,15-11,2,N. Vucevic makes 2-pt shot from 7 ft (assist by E. Fournier)
5:49.0,Chicago full timeout,,15-11,,
5:49.0,,,15-11,,J. Simmons enters the game for T. Ross
5:49.0,K. Dunn enters the game for J. Grant,,15-11,,
5:37.0,J. Holiday makes 2-pt shot from 18 ft (assist by K. Dunn),2,17-11,,
5:19.0,,,17-11,,A. Gordon misses 2-pt shot from 5 ft
5:13.0,Defensive rebound by L. Markkanen,,17-11,,
5:10.0,K. Dunn misses 2-pt shot from 17 ft,,17-11,,
5:07.0,,,17-11,,Defensive rebound by E. Fournier
4:59.0,,,17-14,3,A. Gordon makes 3-pt shot from 26 ft
4:35.0,Offensive charge foul by K. Dunn (drawn by S. Mack),,17-14,,
4:35.0,Turnover by K. Dunn (offensive foul),,17-14,,
4:25.0,,,17-14,,N. Vucevic misses 2-pt shot from 8 ft
4:22.0,Defensive rebound by R. Lopez,,17-14,,
4:17.0,D. Nwaba misses 2-pt shot from 5 ft,,17-14,,
4:11.0,Offensive rebound by L. Markkanen,,17-14,,
4:11.0,L. Markkanen makes 2-pt shot at rim,2,19-14,,
4:01.0,,,19-16,2,E. Fournier makes 2-pt shot from 16 ft
3:43.0,L. Markkanen makes 2-pt shot from 20 ft,2,21-16,,
3:30.0,,,21-16,,A. Gordon misses 2-pt shot from 4 ft
3:30.0,Defensive rebound by Team,,21-16,,
3:30.0,,,21-16,,J. Isaac enters the game for S. Mack
3:30.0,P. Zipser enters the game for D. Nwaba,,21-16,,
3:30.0,D. Valentine enters the game for L. Markkanen,,21-16,,
3:19.0,J. Holiday makes 2-pt shot from 1 ft (assist by R. Lopez),2,23-16,,
3:01.0,,,23-18,2,E. Fournier makes 2-pt shot from 6 ft (assist by J. Simmons)
2:40.0,K. Dunn misses 3-pt shot from 27 ft,,23-18,,
2:36.0,,,23-18,,Defensive rebound by A. Gordon
2:31.0,,,23-20,2,J. Simmons makes 2-pt shot from 3 ft (assist by A. Gordon)
2:06.0,D. Valentine misses 3-pt shot from 22 ft,,23-20,,
2:02.0,,,23-20,,Defensive rebound by N. Vucevic
1:55.0,,,23-22,2,E. Fournier makes 2-pt shot from 18 ft
1:40.0,Turnover by P. Zipser (bad pass),,23-22,,
1:40.0,,,23-22,,B. Biyombo enters the game for N. Vucevic
1:27.0,,,23-22,,Turnover by E. Fournier (bad pass)
1:12.0,P. Zipser makes 2-pt shot from 4 ft,2,25-22,,
1:07.0,,,25-22,,Turnover by J. Simmons (out of bounds lost ball)
1:07.0,,,25-22,,A. Afflalo enters the game for A. Gordon
0:50.0,K. Dunn makes 3-pt shot from 23 ft,3,28-22,,
0:35.0,Personal foul by D. Valentine (drawn by E. Fournier),,28-22,,
0:28.0,,,28-24,2,E. Fournier makes 2-pt shot from 20 ft
0:10.0,K. Dunn misses 3-pt shot from 26 ft,,28-24,,
0:06.0,,,28-24,,Defensive rebound by A. Afflalo
0:03.0,,,28-26,2,E. Fournier makes 2-pt shot at rim
0:00.0,J. Holiday misses 3-pt shot from 45 ft,,28-26,,
0:00.0,Offensive rebound by Team,,28-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,28-26,,A. Afflalo misses 3-pt shot from 26 ft
11:35.0,,,28-26,,Offensive rebound by M. Hezonja
11:32.0,,,28-26,,M. Hezonja misses 3-pt shot from 26 ft
11:30.0,,,28-26,,Offensive rebound by B. Biyombo
11:30.0,,,28-26,,Shooting foul by Q. Pondexter (drawn by B. Biyombo)
11:30.0,,,28-27,1,B. Biyombo makes free throw 1 of 2
11:30.0,,,28-27,,B. Biyombo misses free throw 2 of 2
11:27.0,Defensive rebound by C. Felicio,,28-27,,
11:05.0,K. Dunn makes 2-pt shot from 2 ft (assist by D. Valentine),2,30-27,,
10:55.0,,,30-27,,Turnover by J. Simmons (bad pass; steal by Q. Pondexter)
10:48.0,K. Dunn misses 2-pt shot from 5 ft (block by B. Biyombo),,30-27,,
10:46.0,C. Felicio misses 2-pt shot from 2 ft (block by J. Simmons),,30-27,,
10:45.0,,,30-27,,Defensive rebound by J. Simmons
10:43.0,Defensive rebound by C. Felicio,,30-27,,
10:39.0,,,30-29,2,A. Afflalo makes 2-pt shot from 16 ft (assist by J. Simmons)
10:21.0,Q. Pondexter misses 2-pt shot from 19 ft,,30-29,,
10:17.0,,,30-29,,Defensive rebound by B. Biyombo
10:00.0,,,30-31,2,J. Isaac makes 2-pt shot from 4 ft (assist by M. Hezonja)
9:46.0,P. Zipser makes 3-pt shot from 26 ft (assist by Q. Pondexter),3,33-31,,
9:30.0,,,33-33,2,J. Simmons makes 2-pt shot from 4 ft
9:05.0,P. Zipser makes 2-pt shot from 19 ft,2,35-33,,
8:44.0,,,35-35,2,M. Hezonja makes 2-pt shot from 9 ft
8:22.0,K. Dunn misses 2-pt shot from 14 ft,,35-35,,
8:22.0,Offensive rebound by Team,,35-35,,
8:22.0,,,35-35,,Personal foul by B. Biyombo (drawn by C. Felicio)
8:12.0,P. Zipser misses 3-pt shot from 26 ft,,35-35,,
8:08.0,,,35-35,,Defensive rebound by B. Biyombo
7:59.0,,,35-37,2,J. Isaac makes 2-pt shot from 3 ft (assist by J. Simmons)
7:59.0,Chicago full timeout,,35-37,,
7:59.0,D. Nwaba enters the game for Q. Pondexter,,35-37,,
7:45.0,Turnover by K. Dunn (bad pass; steal by B. Biyombo),,35-37,,
7:23.0,,,35-37,,J. Isaac misses 2-pt shot from 22 ft
7:20.0,Defensive rebound by D. Nwaba,,35-37,,
7:10.0,,,35-37,,Personal foul by J. Isaac (drawn by P. Zipser)
7:10.0,L. Markkanen enters the game for D. Valentine,,35-37,,
6:54.0,L. Markkanen misses 2-pt shot from 6 ft,,35-37,,
6:54.0,Offensive rebound by Team,,35-37,,
6:51.0,Turnover by Team (shot clock),,35-37,,
6:34.0,,,35-37,,J. Simmons misses 3-pt shot from 26 ft
6:31.0,Defensive rebound by C. Felicio,,35-37,,
6:29.0,Offensive charge foul by K. Dunn (drawn by J. Simmons),,35-37,,
6:29.0,Turnover by K. Dunn (offensive foul),,35-37,,
6:29.0,,,35-37,,S. Mack enters the game for M. Hezonja
6:29.0,,,35-37,,T. Ross enters the game for J. Simmons
6:29.0,J. Grant enters the game for K. Dunn,,35-37,,
6:12.0,,,35-37,,S. Mack misses 3-pt shot from 27 ft
6:12.0,,,35-37,,Offensive rebound by T. Ross
5:58.0,,,35-37,,J. Isaac misses 3-pt shot from 22 ft
5:56.0,Defensive rebound by J. Grant,,35-37,,
5:45.0,P. Zipser misses 2-pt shot from 19 ft,,35-37,,
5:41.0,,,35-37,,Defensive rebound by S. Mack
5:30.0,,,35-37,,J. Isaac misses 2-pt shot from 20 ft
5:25.0,Defensive rebound by P. Zipser,,35-37,,
5:15.0,P. Zipser misses 2-pt shot from 9 ft,,35-37,,
5:10.0,Offensive rebound by C. Felicio,,35-37,,
5:10.0,C. Felicio misses 2-pt shot at rim,,35-37,,
5:09.0,,,35-37,,Defensive rebound by S. Mack
5:06.0,,,35-37,,S. Mack misses 2-pt shot from 21 ft
5:03.0,Defensive rebound by L. Markkanen,,35-37,,
4:56.0,L. Markkanen makes 3-pt shot from 25 ft (assist by P. Zipser),3,38-37,,
4:49.0,,,38-37,,Orlando full timeout
4:49.0,,,38-37,,N. Vucevic enters the game for J. Isaac
4:49.0,,,38-37,,E. Fournier enters the game for A. Afflalo
4:49.0,,,38-37,,A. Gordon enters the game for B. Biyombo
4:49.0,J. Holiday enters the game for C. Felicio,,38-37,,
4:49.0,R. Lopez enters the game for P. Zipser,,38-37,,
4:38.0,,,38-37,,T. Ross misses 2-pt shot from 20 ft
4:33.0,Defensive rebound by L. Markkanen,,38-37,,
4:25.0,,,38-37,,Personal foul by S. Mack (drawn by L. Markkanen)
4:11.0,Turnover by Team (shot clock),,38-37,,
4:00.0,,,38-37,,N. Vucevic misses 2-pt shot from 20 ft
3:56.0,Defensive rebound by J. Holiday,,38-37,,
3:42.0,R. Lopez makes 2-pt shot from 16 ft (assist by J. Grant),2,40-37,,
3:23.0,,,40-39,2,N. Vucevic makes 2-pt shot from 18 ft (assist by S. Mack)
3:02.0,R. Lopez misses 2-pt shot from 16 ft,,40-39,,
2:58.0,,,40-39,,Defensive rebound by A. Gordon
2:47.0,,,40-41,2,S. Mack makes 2-pt shot from 8 ft
2:41.0,D. Nwaba makes 2-pt shot from 1 ft,2,42-41,,
2:28.0,,,42-41,,Turnover by S. Mack (bad pass; steal by J. Holiday)
2:23.0,D. Nwaba misses 2-pt shot from 5 ft,,42-41,,
2:22.0,Offensive rebound by R. Lopez,,42-41,,
2:14.0,D. Nwaba makes 2-pt shot at rim (assist by J. Grant),2,44-41,,
2:00.0,,,44-43,2,E. Fournier makes 2-pt shot from 6 ft
1:47.0,D. Nwaba misses 3-pt shot from 23 ft,,44-43,,
1:43.0,,,44-43,,Defensive rebound by T. Ross
1:29.0,,,44-45,2,N. Vucevic makes 2-pt shot from 7 ft (assist by S. Mack)
1:15.0,Turnover by R. Lopez (lost ball; steal by N. Vucevic),,44-45,,
1:09.0,,,44-45,,E. Fournier misses 3-pt shot from 26 ft
1:07.0,Defensive rebound by L. Markkanen,,44-45,,
0:50.0,,,44-45,,Personal foul by E. Fournier (drawn by J. Holiday)
0:50.0,,,44-45,,J. Simmons enters the game for S. Mack
0:40.0,J. Grant misses 2-pt shot from 17 ft,,44-45,,
0:37.0,,,44-45,,Defensive rebound by A. Gordon
0:32.0,,,44-45,,Turnover by A. Gordon (out of bounds lost ball)
0:24.0,J. Grant misses 2-pt shot from 10 ft,,44-45,,
0:24.0,,,44-45,,Defensive rebound by J. Simmons
0:06.0,Personal take foul by D. Nwaba (drawn by J. Simmons),,44-45,,
0:03.0,,,44-45,,Turnover by N. Vucevic (out of bounds lost ball)
0:01.0,J. Holiday misses 3-pt shot from 30 ft,,44-45,,
0:01.0,Offensive rebound by Team,,44-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,44-45,,Turnover by N. Vucevic (bad pass; steal by D. Nwaba)
11:37.0,D. Nwaba makes 2-pt shot from 3 ft,2,46-45,,
11:20.0,Personal foul by D. Nwaba (drawn by A. Gordon),,46-45,,
11:19.0,,,46-45,,S. Mack misses 3-pt shot from 25 ft
11:19.0,,,46-45,,Offensive rebound by A. Gordon
11:02.0,,,46-47,2,E. Fournier makes 2-pt shot from 3 ft (assist by S. Mack)
10:46.0,J. Holiday makes 3-pt shot from 25 ft (assist by L. Markkanen),3,49-47,,
10:36.0,,,49-50,3,N. Vucevic makes 3-pt shot from 25 ft (assist by S. Mack)
10:11.0,L. Markkanen misses 2-pt shot from 11 ft,,49-50,,
10:08.0,Offensive rebound by R. Lopez,,49-50,,
10:07.0,R. Lopez misses 2-pt shot from 2 ft,,49-50,,
10:06.0,,,49-50,,Defensive rebound by E. Fournier
9:48.0,,,49-50,,E. Fournier misses 3-pt shot from 25 ft
9:44.0,Defensive rebound by D. Nwaba,,49-50,,
9:37.0,R. Lopez makes 2-pt shot from 4 ft (assist by J. Grant),2,51-50,,
9:37.0,Shooting foul by A. Gordon (drawn by R. Lopez),,51-50,,
9:37.0,R. Lopez makes free throw 1 of 1,1,52-50,,
9:27.0,,,52-53,3,A. Gordon makes 3-pt shot from 25 ft (assist by S. Mack)
9:08.0,L. Markkanen misses 3-pt shot from 26 ft,,52-53,,
9:03.0,,,52-53,,Defensive rebound by A. Gordon
8:56.0,,,52-53,,Turnover by E. Fournier (bad pass; steal by J. Holiday)
8:44.0,D. Nwaba misses 2-pt shot from 8 ft,,52-53,,
8:40.0,,,52-53,,Defensive rebound by N. Vucevic
8:27.0,,,52-53,,S. Mack misses 2-pt shot from 4 ft
8:24.0,Defensive rebound by R. Lopez,,52-53,,
8:18.0,Turnover by J. Holiday (lost ball; steal by S. Mack),,52-53,,
8:13.0,,,52-53,,E. Fournier misses 3-pt shot from 22 ft
8:09.0,Defensive rebound by L. Markkanen,,52-53,,
7:50.0,Shooting foul by S. Mack (drawn by J. Grant),,52-53,,
7:50.0,J. Grant makes free throw 1 of 3,1,53-53,,
7:50.0,J. Grant makes free throw 2 of 3,1,54-53,,
7:50.0,,,54-53,,J. Simmons enters the game for S. Mack
7:50.0,J. Grant makes free throw 3 of 3,1,55-53,,
7:33.0,,,55-53,,T. Ross misses 2-pt shot from 8 ft
7:31.0,Defensive rebound by R. Lopez,,55-53,,
7:19.0,J. Grant makes 2-pt shot from 2 ft,2,57-53,,
7:11.0,,,57-53,,J. Simmons misses 3-pt shot from 25 ft
7:07.0,Defensive rebound by R. Lopez,,57-53,,
7:03.0,D. Nwaba makes 2-pt shot from 3 ft,2,59-53,,
7:03.0,,,59-53,,Orlando full timeout
6:47.0,,,59-56,3,E. Fournier makes 3-pt shot from 25 ft (assist by A. Gordon)
6:17.0,Turnover by Team (shot clock),,59-56,,
5:58.0,,,66-58,,Turnover by N. Vucevic (traveling)
5:44.0,R. Lopez makes 2-pt shot from 5 ft (assist by L. Markkanen),2,61-56,,
5:19.0,,,61-56,,T. Ross misses 2-pt shot from 6 ft
5:19.0,Defensive rebound by Team,,61-56,,
5:07.0,R. Lopez misses 2-pt shot from 19 ft,,61-56,,
5:03.0,,,61-56,,Defensive rebound by A. Gordon
4:59.0,,,61-56,,Turnover by A. Gordon (step out of bounds)
4:46.0,Shooting foul by E. Fournier (drawn by D. Nwaba),,61-56,,
4:46.0,D. Nwaba misses free throw 1 of 2,,61-56,,
4:46.0,Offensive rebound by Team,,61-56,,
4:46.0,D. Nwaba makes free throw 2 of 2,1,62-56,,
4:36.0,,,62-56,,E. Fournier misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by L. Markkanen,,62-56,,
4:30.0,Turnover by L. Markkanen (bad pass),,62-56,,
4:11.0,,,62-58,2,J. Simmons makes 2-pt shot from 2 ft
4:11.0,,,62-58,,Shooting foul by D. Nwaba (drawn by J. Simmons)
4:11.0,P. Zipser enters the game for L. Markkanen,,62-58,,
4:11.0,,,62-58,,J. Simmons misses free throw 1 of 1
4:06.0,Defensive rebound by D. Nwaba,,62-58,,
3:58.0,Offensive charge foul by R. Lopez (drawn by E. Fournier),,62-58,,
3:58.0,Turnover by R. Lopez (offensive foul),,62-58,,
3:48.0,,,62-58,,A. Gordon misses 2-pt shot from 8 ft (block by R. Lopez)
3:45.0,Defensive rebound by R. Lopez,,62-58,,
3:30.0,R. Lopez makes 2-pt shot from 3 ft (assist by J. Holiday),2,64-58,,
3:16.0,,,64-58,,A. Gordon misses 2-pt shot from 18 ft
3:13.0,Defensive rebound by D. Nwaba,,64-58,,
3:06.0,Shooting foul by N. Vucevic (drawn by J. Grant),,64-58,,
3:06.0,J. Grant makes free throw 1 of 2,1,65-58,,
3:06.0,,,65-58,,A. Afflalo enters the game for A. Gordon
3:06.0,,,65-58,,B. Biyombo enters the game for N. Vucevic
3:06.0,,,65-58,,J. Isaac enters the game for T. Ross
3:06.0,D. Valentine enters the game for D. Nwaba,,65-58,,
3:06.0,J. Grant makes free throw 2 of 2,1,66-58,,
2:42.0,,,66-58,,A. Afflalo misses 3-pt shot from 23 ft
2:42.0,Defensive rebound by D. Valentine,,66-58,,
2:42.0,Chicago full timeout,,66-58,,
2:42.0,K. Dunn enters the game for J. Grant,,66-58,,
2:25.0,J. Holiday makes 2-pt shot from 12 ft,2,68-58,,
2:01.0,,,68-58,,B. Biyombo misses 2-pt shot from 19 ft
1:57.0,Defensive rebound by P. Zipser,,68-58,,
1:40.0,P. Zipser misses 2-pt shot from 10 ft,,68-58,,
1:37.0,,,68-58,,Defensive rebound by J. Simmons
1:32.0,,,68-58,,Turnover by J. Isaac (lost ball; steal by D. Valentine)
1:20.0,D. Valentine makes 3-pt shot from 25 ft,3,71-58,,
1:07.0,Personal foul by J. Holiday (drawn by E. Fournier),,71-58,,
1:01.0,,,71-58,,Shooting foul by R. Lopez (drawn by E. Fournier)
1:01.0,,,71-59,1,E. Fournier makes free throw 1 of 2
1:01.0,,,71-60,1,E. Fournier makes free throw 2 of 2
0:49.0,J. Holiday misses 2-pt shot from 16 ft,,71-60,,
0:47.0,,,71-60,,Defensive rebound by Team
0:37.0,,,71-60,,J. Simmons misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by J. Holiday,,71-60,,
0:31.0,D. Valentine misses 3-pt shot from 25 ft,,71-60,,
0:27.0,Offensive rebound by R. Lopez,,71-60,,
0:27.0,R. Lopez makes 2-pt shot at rim,2,73-60,,
0:13.0,,,73-60,,Turnover by E. Fournier (discontinued dribble)
0:05.0,J. Holiday misses 3-pt shot from 27 ft,,73-60,,
0:01.0,,,73-60,,Defensive rebound by B. Biyombo
0:00.0,,,73-60,,A. Afflalo misses 3-pt shot from 44 ft
0:00.0,,,73-60,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,C. Felicio makes 2-pt shot from 3 ft (assist by D. Valentine),2,75-60,,
11:30.0,Violation by K. Dunn (kicked ball),,75-60,,
11:22.0,,,75-60,,M. Speights misses 3-pt shot from 25 ft
11:19.0,,,75-60,,Offensive rebound by S. Mack
10:56.0,,,75-60,,S. Mack misses 2-pt shot from 13 ft
10:52.0,Defensive rebound by P. Zipser,,75-60,,
10:44.0,D. Nwaba makes 2-pt shot from 5 ft,2,77-60,,
10:31.0,,,77-60,,M. Speights misses 3-pt shot from 25 ft
10:29.0,,,77-60,,Offensive rebound by W. Iwundu
10:29.0,,,77-60,,W. Iwundu misses 2-pt shot from 5 ft (block by D. Nwaba)
10:29.0,,,77-60,,Offensive rebound by Team
10:26.0,Personal foul by K. Dunn (drawn by S. Mack),,77-60,,
10:14.0,,,77-60,,A. Afflalo misses 2-pt shot from 2 ft
10:14.0,,,77-60,,Offensive rebound by Team
10:03.0,,,77-60,,S. Mack misses 2-pt shot from 3 ft
10:02.0,,,77-60,,Offensive rebound by M. Speights
9:57.0,,,77-60,,Turnover by M. Speights (traveling)
9:46.0,D. Valentine makes 3-pt shot from 26 ft,3,80-60,,
9:39.0,,,80-60,,Orlando full timeout
9:39.0,,,80-60,,T. Ross enters the game for A. Afflalo
9:20.0,,,80-62,2,J. Isaac makes 2-pt shot from 3 ft (assist by S. Mack)
9:09.0,Offensive foul by C. Felicio (drawn by T. Ross),,80-62,,
9:09.0,Turnover by C. Felicio (offensive foul),,80-62,,
9:09.0,,,80-62,,E. Fournier enters the game for J. Isaac
9:09.0,,,80-62,,N. Vucevic enters the game for M. Speights
9:09.0,,,80-62,,J. Simmons enters the game for S. Mack
9:09.0,,,80-62,,A. Gordon enters the game for W. Iwundu
8:54.0,,,80-62,,Turnover by N. Vucevic (lost ball; steal by D. Nwaba)
8:40.0,D. Nwaba misses 3-pt shot from 23 ft,,80-62,,
8:35.0,Offensive rebound by C. Felicio,,80-62,,
8:33.0,P. Zipser misses 3-pt shot from 26 ft,,80-62,,
8:29.0,,,80-62,,Defensive rebound by T. Ross
8:21.0,,,80-62,,T. Ross misses 3-pt shot from 26 ft
8:21.0,Defensive rebound by D. Valentine,,80-62,,
8:05.0,D. Nwaba makes 2-pt shot from 3 ft (assist by D. Valentine),2,82-62,,
8:05.0,Shooting foul by E. Fournier (drawn by D. Nwaba),,82-62,,
8:05.0,D. Nwaba makes free throw 1 of 1,1,83-62,,
7:51.0,,,83-65,3,T. Ross makes 3-pt shot from 26 ft (assist by N. Vucevic)
7:35.0,P. Zipser misses 3-pt shot from 25 ft,,83-65,,
7:33.0,,,83-65,,Defensive rebound by E. Fournier
7:25.0,,,83-65,,N. Vucevic misses 3-pt shot from 25 ft
7:21.0,Defensive rebound by C. Felicio,,83-65,,
7:05.0,Turnover by P. Zipser (traveling),,83-65,,
7:05.0,L. Markkanen enters the game for P. Zipser,,83-65,,
6:49.0,,,83-65,,E. Fournier misses 2-pt shot from 18 ft
6:46.0,Defensive rebound by K. Dunn,,83-65,,
6:39.0,K. Dunn makes 3-pt shot from 26 ft (assist by L. Markkanen),3,86-65,,
6:38.0,,,86-65,,Orlando full timeout
6:24.0,,,86-68,3,A. Gordon makes 3-pt shot from 24 ft (assist by E. Fournier)
5:57.0,Turnover by L. Markkanen (lost ball; steal by A. Gordon),,86-68,,
5:50.0,,,86-68,,A. Gordon misses 3-pt shot from 25 ft
5:47.0,Defensive rebound by C. Felicio,,86-68,,
5:35.0,K. Dunn makes 3-pt shot from 27 ft (assist by D. Valentine),3,89-68,,
5:22.0,Personal foul by L. Markkanen (drawn by N. Vucevic),,89-68,,
5:19.0,,,89-68,,Turnover by N. Vucevic (traveling)
5:05.0,Turnover by C. Felicio (traveling),,89-68,,
4:57.0,,,89-68,,Turnover by J. Simmons (out of bounds lost ball)
4:48.0,Turnover by K. Dunn (bad pass; steal by T. Ross),,89-68,,
4:44.0,,,89-70,2,T. Ross makes 2-pt shot from 2 ft
4:28.0,C. Felicio makes 2-pt shot from 3 ft (assist by D. Nwaba),2,91-70,,
4:28.0,,,91-70,,Orlando full timeout
4:28.0,,,91-70,,J. Isaac enters the game for A. Gordon
4:28.0,,,91-70,,M. Speights enters the game for N. Vucevic
4:28.0,,,91-70,,A. Afflalo enters the game for E. Fournier
4:28.0,,,91-70,,M. Hezonja enters the game for J. Simmons
4:28.0,,,91-70,,W. Iwundu enters the game for T. Ross
4:16.0,,,91-70,,J. Isaac misses 2-pt shot from 12 ft
4:12.0,Defensive rebound by K. Dunn,,91-70,,
4:02.0,L. Markkanen makes 3-pt shot from 26 ft (assist by K. Dunn),3,94-70,,
3:53.0,,,94-73,3,M. Speights makes 3-pt shot from 26 ft (assist by J. Isaac)
3:34.0,D. Valentine makes 2-pt shot from 17 ft,2,96-73,,
3:22.0,,,96-76,3,M. Hezonja makes 3-pt shot from 25 ft (assist by W. Iwundu)
3:06.0,D. Valentine makes 3-pt shot from 26 ft,3,99-76,,
2:49.0,,,99-78,2,J. Isaac makes 2-pt shot from 8 ft (assist by M. Hezonja)
2:36.0,D. Valentine misses 2-pt shot from 18 ft,,99-78,,
2:33.0,,,99-78,,Defensive rebound by J. Isaac
2:28.0,,,99-78,,M. Speights misses 3-pt shot from 27 ft
2:24.0,Defensive rebound by D. Valentine,,99-78,,
2:11.0,L. Markkanen misses 2-pt shot from 21 ft,,99-78,,
2:08.0,,,99-78,,Defensive rebound by M. Hezonja
1:56.0,,,99-80,2,W. Iwundu makes 2-pt shot from 19 ft (assist by M. Speights)
1:56.0,Chicago full timeout,,99-80,,
1:56.0,Q. Pondexter enters the game for D. Nwaba,,99-80,,
1:56.0,P. Zipser enters the game for L. Markkanen,,99-80,,
1:56.0,K. Felder enters the game for K. Dunn,,99-80,,
1:46.0,Q. Pondexter makes 3-pt shot from 22 ft (assist by P. Zipser),3,102-80,,
1:32.0,,,102-80,,J. Isaac misses 2-pt shot from 18 ft
1:29.0,Defensive rebound by D. Valentine,,102-80,,
1:23.0,K. Felder misses 2-pt shot from 18 ft,,102-80,,
1:23.0,,,102-80,,Defensive rebound by J. Isaac
1:08.0,,,102-83,3,M. Hezonja makes 3-pt shot from 27 ft
0:55.0,P. Zipser makes 3-pt shot from 26 ft (assist by C. Felicio),3,105-83,,
0:42.0,,,105-83,,M. Hezonja misses 3-pt shot from 30 ft
0:37.0,Defensive rebound by P. Zipser,,105-83,,
0:19.0,D. Valentine misses 3-pt shot from 26 ft,,105-83,,
0:15.0,,,105-83,,Defensive rebound by M. Hezonja
0:04.0,,,105-83,,J. Isaac misses 3-pt shot from 26 ft
0:01.0,,,105-83,,Offensive rebound by Team
