time,Houston,pts.away,score,pts.home,Utah
5:43.0,E. Gordon makes 2-pt shot from 15 ft (assist by J. Harden),2,21-7,,
5:30.0,,,21-7,,Shooting foul by C. Capela (drawn by J. Crowder)
5:30.0,,,21-7,,J. Crowder misses free throw 1 of 2
5:30.0,,,21-7,,Offensive rebound by Team
5:30.0,,,21-8,1,J. Crowder makes free throw 2 of 2
5:22.0,E. Gordon makes 2-pt shot from 1 ft,2,23-8,,
5:16.0,,,23-8,,J. Ingles misses 3-pt shot from 23 ft
5:16.0,,,23-8,,Offensive rebound by R. Gobert
5:09.0,,,23-10,2,R. Gobert makes 2-pt shot at rim
4:57.0,E. Gordon misses 3-pt shot from 26 ft,,23-10,,
4:52.0,Offensive rebound by C. Capela,,23-10,,
4:45.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,26-10,,
4:26.0,,,26-10,,D. Exum misses 2-pt shot from 1 ft
4:23.0,,,26-10,,Offensive rebound by D. Exum
4:23.0,,,26-12,2,D. Exum makes 2-pt shot at rim
4:06.0,P. Tucker makes 2-pt shot from 4 ft (assist by J. Harden),2,28-12,,
3:51.0,,,28-12,,J. Ingles misses 2-pt shot from 1 ft
3:48.0,Defensive rebound by E. Gordon,,28-12,,
3:44.0,E. Gordon makes 2-pt shot from 2 ft,2,30-12,,
3:44.0,,,30-12,,Utah full timeout
3:44.0,,,30-12,,A. Burks enters the game for J. Ingles
3:44.0,N. Hilario enters the game for T. Ariza,,30-12,,
3:44.0,G. Green enters the game for P. Tucker,,30-12,,
3:44.0,L. Mbah a Moute enters the game for C. Capela,,30-12,,
3:33.0,,,30-12,,Turnover by D. Exum (bad pass)
3:23.0,Shooting foul by D. Exum (drawn by N. Hilario),,30-12,,
3:23.0,N. Hilario makes free throw 1 of 2,1,31-12,,
3:23.0,N. Hilario makes free throw 2 of 2,1,32-12,,
3:11.0,,,32-12,,D. Mitchell misses 2-pt shot from 8 ft (block by L. Mbah a Moute)
3:08.0,Defensive rebound by N. Hilario,,32-12,,
2:54.0,J. Harden misses 2-pt shot from 3 ft (block by D. Exum),,32-12,,
2:54.0,,,32-12,,Defensive rebound by Team
2:54.0,,,32-12,,D. Favors enters the game for R. Gobert
2:44.0,,,32-15,3,J. Crowder makes 3-pt shot from 25 ft (assist by D. Mitchell)
2:26.0,J. Harden makes 2-pt shot from 12 ft,2,34-15,,
2:12.0,,,34-15,,D. Mitchell misses 2-pt shot from 13 ft
2:12.0,Defensive rebound by Team,,34-15,,
2:12.0,C. Paul enters the game for J. Harden,,34-15,,
1:50.0,G. Green makes 3-pt shot from 25 ft (assist by N. Hilario),3,37-15,,
1:37.0,,,37-15,,Shooting foul by G. Green (drawn by J. Crowder)
1:37.0,,,37-16,1,J. Crowder makes free throw 1 of 2
1:37.0,,,37-16,,R. Neto enters the game for D. Mitchell
1:37.0,,,37-17,1,J. Crowder makes free throw 2 of 2
1:25.0,E. Gordon misses 3-pt shot from 25 ft,,37-17,,
1:22.0,,,37-17,,Defensive rebound by A. Burks
1:17.0,,,37-19,2,A. Burks makes 2-pt shot from 5 ft
0:57.0,C. Paul makes 2-pt shot from 13 ft,2,39-19,,
0:47.0,,,39-22,3,A. Burks makes 3-pt shot from 24 ft (assist by R. Neto)
0:40.0,C. Paul misses 3-pt shot from 25 ft,,39-22,,
0:37.0,,,39-22,,Defensive rebound by J. Crowder
0:32.0,,,39-22,,A. Burks misses 2-pt shot from 2 ft
0:30.0,Defensive rebound by G. Green,,39-22,,
0:27.0,G. Green misses 3-pt shot from 24 ft,,39-22,,
0:24.0,,,39-22,,Defensive rebound by D. Favors
0:07.0,,,39-22,,J. Crowder misses 3-pt shot from 26 ft
0:03.0,Defensive rebound by C. Paul,,39-22,,
0:00.0,C. Paul misses 3-pt shot from 26 ft,,39-22,,
0:00.0,Offensive rebound by Team,,39-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,Shooting foul by D. Exum (drawn by E. Gordon),,39-22,,
11:41.0,E. Gordon makes free throw 1 of 2,1,40-22,,
11:41.0,E. Gordon makes free throw 2 of 2,1,41-22,,
11:33.0,Personal foul by L. Mbah a Moute (drawn by D. Exum),,41-22,,
11:28.0,,,41-25,3,A. Burks makes 3-pt shot from 25 ft (assist by D. Favors)
11:13.0,C. Paul misses 3-pt shot from 25 ft,,41-25,,
11:11.0,,,41-25,,Defensive rebound by D. Exum
11:05.0,,,41-25,,D. Exum misses 2-pt shot from 4 ft
11:03.0,Defensive rebound by N. Hilario,,41-25,,
10:54.0,C. Paul makes 2-pt shot from 9 ft,2,43-25,,
10:34.0,,,43-25,,Turnover by D. Favors (lost ball; steal by G. Green)
10:32.0,,,43-25,,Personal foul by A. Burks (drawn by C. Paul)
10:32.0,C. Capela enters the game for G. Green,,43-25,,
10:32.0,T. Ariza enters the game for N. Hilario,,43-25,,
10:14.0,C. Paul makes 2-pt shot from 10 ft,2,45-25,,
9:50.0,,,45-25,,D. Exum misses 2-pt shot from 4 ft
9:47.0,,,45-25,,Offensive rebound by D. Exum
9:45.0,,,45-25,,J. Crowder misses 3-pt shot from 26 ft
9:43.0,Defensive rebound by T. Ariza,,45-25,,
9:36.0,Shooting foul by D. Favors (drawn by T. Ariza),,45-25,,
9:36.0,T. Ariza makes free throw 1 of 2,1,46-25,,
9:36.0,,,46-25,,D. Mitchell enters the game for D. Exum
9:36.0,,,46-25,,R. O'Neale enters the game for R. Neto
9:36.0,T. Ariza misses free throw 2 of 2,,46-25,,
9:34.0,,,46-25,,Defensive rebound by J. Crowder
9:17.0,,,46-25,,A. Burks misses 2-pt shot from 2 ft
9:16.0,Defensive rebound by C. Paul,,46-25,,
9:12.0,E. Gordon makes 3-pt shot from 23 ft (assist by T. Ariza),3,49-25,,
8:45.0,,,49-25,,D. Favors misses 2-pt shot from 2 ft (block by C. Capela)
8:43.0,Defensive rebound by L. Mbah a Moute,,49-25,,
8:34.0,,,49-25,,Personal foul by R. O'Neale (drawn by C. Capela)
8:34.0,,,49-25,,J. Ingles enters the game for A. Burks
8:34.0,,,49-25,,R. Gobert enters the game for D. Favors
8:23.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,49-25,,
8:21.0,,,49-25,,Defensive rebound by R. Gobert
8:17.0,,,49-25,,J. Crowder misses 2-pt shot from 2 ft
8:17.0,Defensive rebound by L. Mbah a Moute,,49-25,,
8:09.0,T. Ariza misses 2-pt shot from 3 ft,,49-25,,
8:07.0,,,49-25,,Defensive rebound by R. Gobert
8:00.0,,,49-25,,R. Gobert misses 2-pt shot from 2 ft (block by C. Capela)
7:57.0,Defensive rebound by C. Capela,,49-25,,
7:54.0,Turnover by C. Capela (traveling),,49-25,,
7:54.0,Houston full timeout,,49-25,,
7:54.0,,,49-25,,J. Jerebko enters the game for J. Crowder
7:54.0,P. Tucker enters the game for E. Gordon,,49-25,,
7:54.0,J. Harden enters the game for L. Mbah a Moute,,49-25,,
7:33.0,,,49-25,,Shooting foul by P. Tucker (drawn by J. Jerebko)
7:33.0,,,49-26,1,J. Jerebko makes free throw 1 of 2
7:33.0,,,49-27,1,J. Jerebko makes free throw 2 of 2
7:12.0,T. Ariza misses 3-pt shot from 24 ft,,49-27,,
7:10.0,,,49-27,,Defensive rebound by R. Gobert
7:05.0,,,49-30,3,R. O'Neale makes 3-pt shot from 26 ft
6:37.0,P. Tucker misses 3-pt shot from 22 ft,,49-30,,
6:34.0,,,49-30,,Defensive rebound by R. O'Neale
6:29.0,,,49-32,2,R. O'Neale makes 2-pt shot from 2 ft
6:07.0,C. Capela misses 2-pt shot from 3 ft,,49-32,,
6:05.0,,,49-32,,Defensive rebound by R. O'Neale
6:01.0,,,49-34,2,R. O'Neale makes 2-pt shot from 2 ft
6:01.0,Houston full timeout,,49-34,,
6:01.0,E. Gordon enters the game for C. Paul,,49-34,,
5:44.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,51-34,,
5:32.0,,,51-34,,D. Mitchell misses 3-pt shot from 25 ft
5:29.0,Defensive rebound by C. Capela,,51-34,,
5:28.0,Turnover by C. Capela (bad pass),,51-34,,
5:16.0,,,51-34,,D. Mitchell misses 2-pt shot from 4 ft (block by C. Capela)
5:16.0,,,51-34,,Offensive rebound by Team
5:14.0,,,51-34,,Turnover by R. Gobert (out of bounds lost ball)
4:52.0,P. Tucker makes 2-pt shot from 7 ft (assist by C. Capela),2,53-34,,
4:28.0,,,53-36,2,R. O'Neale makes 2-pt shot from 1 ft
4:16.0,J. Harden makes 3-pt shot from 28 ft,3,56-36,,
4:00.0,,,56-36,,J. Ingles misses 3-pt shot from 25 ft
3:58.0,Defensive rebound by P. Tucker,,56-36,,
3:52.0,Offensive foul by C. Capela (drawn by J. Ingles),,56-36,,
3:52.0,Turnover by C. Capela (offensive foul),,56-36,,
3:38.0,,,56-36,,Turnover by J. Ingles (lost ball; steal by J. Harden)
3:32.0,P. Tucker misses 3-pt shot from 22 ft,,56-36,,
3:28.0,,,56-36,,Defensive rebound by R. O'Neale
3:27.0,Personal foul by J. Harden (drawn by R. O'Neale),,56-36,,
3:27.0,,,56-36,,J. Crowder enters the game for J. Jerebko
3:27.0,C. Paul enters the game for P. Tucker,,56-36,,
3:21.0,,,56-38,2,R. Gobert makes 2-pt shot from 1 ft (assist by D. Mitchell)
3:05.0,E. Gordon makes 3-pt shot from 25 ft (assist by C. Paul),3,59-38,,
2:52.0,,,59-38,,Turnover by J. Ingles (bad pass; steal by T. Ariza)
2:48.0,T. Ariza makes 2-pt shot from 1 ft (assist by C. Paul),2,61-38,,
2:48.0,,,61-38,,Utah full timeout
2:35.0,,,61-40,2,R. Gobert makes 2-pt shot from 1 ft (assist by J. Ingles)
2:20.0,C. Paul makes 2-pt shot from 13 ft,2,63-40,,
1:59.0,,,63-40,,Turnover by J. Ingles (bad pass; steal by E. Gordon)
1:49.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,65-40,,
1:32.0,,,65-40,,D. Mitchell misses 2-pt shot from 6 ft
1:32.0,Defensive rebound by T. Ariza,,65-40,,
1:15.0,,,65-40,,Personal foul by R. Gobert (drawn by C. Paul)
1:15.0,C. Paul makes free throw 1 of 2,1,66-40,,
1:15.0,C. Paul makes free throw 2 of 2,1,67-40,,
1:01.0,Personal foul by E. Gordon (drawn by R. Gobert),,67-40,,
0:54.0,,,67-40,,D. Mitchell misses 2-pt shot from 7 ft
0:51.0,Defensive rebound by C. Paul,,67-40,,
0:48.0,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul),3,70-40,,
0:36.0,,,70-40,,R. O'Neale misses 3-pt shot from 23 ft
0:32.0,Defensive rebound by C. Capela,,70-40,,
0:13.0,C. Paul misses 3-pt shot from 24 ft,,70-40,,
0:11.0,Offensive rebound by C. Capela,,70-40,,
0:00.0,J. Harden misses 3-pt shot from 28 ft,,70-40,,
0:00.0,Offensive rebound by Team,,70-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,J. Harden misses 3-pt shot from 24 ft,,70-40,,
11:40.0,,,70-40,,Defensive rebound by J. Ingles
11:21.0,,,70-40,,D. Mitchell misses 2-pt shot from 2 ft (block by J. Harden)
11:19.0,Defensive rebound by J. Harden,,70-40,,
11:16.0,C. Paul makes 3-pt shot from 24 ft (assist by J. Harden),3,73-40,,
10:54.0,,,73-40,,Turnover by R. O'Neale (lost ball; steal by C. Paul)
10:54.0,,,73-40,,Personal foul by D. Mitchell (drawn by P. Tucker)
10:44.0,J. Harden makes 2-pt shot from 9 ft (assist by C. Capela),2,75-40,,
10:25.0,,,75-40,,Turnover by D. Mitchell (turnover)
10:12.0,J. Harden misses 3-pt shot from 24 ft,,75-40,,
10:09.0,,,75-40,,Defensive rebound by D. Favors
10:02.0,,,75-43,3,R. O'Neale makes 3-pt shot from 23 ft (assist by D. Mitchell)
9:37.0,Shooting foul by D. Mitchell (drawn by J. Harden),,75-43,,
9:37.0,J. Harden makes free throw 1 of 3,1,76-43,,
9:37.0,,,76-43,,J. Crowder enters the game for D. Favors
9:37.0,J. Harden makes free throw 2 of 3,1,77-43,,
9:37.0,J. Harden makes free throw 3 of 3,1,78-43,,
9:24.0,,,78-43,,R. Gobert misses 2-pt shot from 2 ft (block by C. Capela)
9:24.0,Defensive rebound by Team,,78-43,,
9:12.0,C. Paul misses 2-pt shot from 5 ft,,78-43,,
9:10.0,,,78-43,,Defensive rebound by R. Gobert
8:52.0,,,78-43,,R. O'Neale misses 3-pt shot from 28 ft
8:48.0,Defensive rebound by P. Tucker,,78-43,,
8:40.0,J. Harden misses 3-pt shot from 25 ft,,78-43,,
8:37.0,,,78-43,,Defensive rebound by D. Mitchell
8:29.0,,,78-43,,J. Ingles misses 3-pt shot from 24 ft
8:27.0,Defensive rebound by C. Paul,,78-43,,
8:01.0,T. Ariza makes 2-pt shot from 3 ft (assist by J. Harden),2,80-43,,
8:01.0,,,80-43,,Utah full timeout
8:01.0,,,80-43,,R. Neto enters the game for D. Mitchell
7:47.0,,,80-45,2,R. Gobert makes 2-pt shot from 1 ft (assist by J. Crowder)
7:24.0,C. Paul misses 2-pt shot from 11 ft,,80-45,,
7:21.0,,,80-45,,Defensive rebound by J. Ingles
7:15.0,,,80-47,2,R. Gobert makes 2-pt shot from 1 ft (assist by R. Neto)
7:06.0,,,80-47,,Personal foul by R. Neto (drawn by C. Paul)
6:53.0,T. Ariza misses 3-pt shot from 24 ft,,80-47,,
6:50.0,,,80-47,,Defensive rebound by R. Neto
6:44.0,E. Gordon enters the game for C. Paul,,80-47,,
6:35.0,,,80-47,,R. O'Neale misses 2-pt shot from 3 ft
6:34.0,Defensive rebound by C. Capela,,80-47,,
6:29.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,82-47,,
6:13.0,,,82-47,,J. Crowder misses 2-pt shot from 16 ft
6:10.0,Defensive rebound by J. Harden,,82-47,,
6:05.0,J. Harden misses 2-pt shot from 17 ft,,82-47,,
6:02.0,,,82-47,,Defensive rebound by J. Crowder
5:55.0,,,82-47,,J. Ingles misses 2-pt shot from 10 ft
5:52.0,Defensive rebound by P. Tucker,,82-47,,
5:36.0,,,82-47,,D. Exum enters the game for R. O'Neale
5:36.0,L. Mbah a Moute enters the game for T. Ariza,,82-47,,
5:35.0,C. Capela misses 2-pt shot from 5 ft (block by R. Gobert),,82-47,,
5:35.0,Offensive rebound by Team,,82-47,,
5:30.0,Turnover by Team (shot clock),,82-47,,
5:25.0,Personal foul by E. Gordon (drawn by R. Neto),,82-47,,
5:25.0,N. Hilario enters the game for C. Capela,,82-47,,
5:17.0,,,82-47,,J. Crowder misses 2-pt shot from 13 ft
5:16.0,Defensive rebound by Team,,82-47,,
5:16.0,,,82-47,,Loose ball foul by R. Gobert (drawn by L. Mbah a Moute)
4:58.0,J. Harden misses 2-pt shot from 3 ft,,82-47,,
4:57.0,Offensive rebound by J. Harden,,82-47,,
4:57.0,J. Harden makes 2-pt shot from 3 ft,2,84-47,,
4:57.0,Shooting foul by R. Gobert (drawn by J. Harden),,84-47,,
4:57.0,J. Harden makes free throw 1 of 1,1,85-47,,
4:54.0,Personal foul by N. Hilario (drawn by R. Gobert),,85-47,,
4:46.0,,,85-50,3,J. Ingles makes 3-pt shot from 24 ft
4:31.0,E. Gordon makes 3-pt shot from 25 ft,3,88-50,,
4:17.0,,,88-52,2,R. Neto makes 2-pt shot from 2 ft
4:10.0,Turnover by J. Harden (bad pass; steal by R. Neto),,88-52,,
4:05.0,,,88-54,2,D. Exum makes 2-pt shot from 2 ft (assist by J. Crowder)
3:48.0,Turnover by N. Hilario (bad pass; steal by R. Neto),,88-54,,
3:45.0,,,88-54,,Shooting foul by N. Hilario (drawn by J. Crowder)
3:45.0,,,88-54,,J. Crowder misses free throw 1 of 2
3:45.0,,,88-54,,Offensive rebound by Team
3:45.0,,,88-54,,A. Burks enters the game for J. Ingles
3:45.0,G. Green enters the game for P. Tucker,,88-54,,
3:45.0,,,88-55,1,J. Crowder makes free throw 2 of 2
3:30.0,,,88-55,,Personal foul by D. Exum (drawn by J. Harden)
3:30.0,J. Harden makes free throw 1 of 2,1,89-55,,
3:30.0,J. Harden makes free throw 2 of 2,1,90-55,,
3:15.0,,,90-57,2,R. Neto makes 2-pt shot from 7 ft
3:00.0,E. Gordon misses 3-pt shot from 25 ft,,90-57,,
2:58.0,,,90-57,,Defensive rebound by A. Burks
2:52.0,,,90-57,,Shooting foul by L. Mbah a Moute (drawn by R. Neto)
2:52.0,Houston full timeout,,90-57,,
2:52.0,,,90-57,,E. Udoh enters the game for D. Exum
2:52.0,,,90-57,,D. Mitchell enters the game for R. Gobert
2:52.0,C. Paul enters the game for J. Harden,,90-57,,
2:52.0,,,90-58,1,R. Neto makes free throw 1 of 2
2:52.0,,,90-59,1,R. Neto makes free throw 2 of 2
2:32.0,G. Green misses 3-pt shot from 26 ft,,90-59,,
2:28.0,,,90-59,,Defensive rebound by R. Neto
2:12.0,,,90-59,,A. Burks misses 2-pt shot from 4 ft
2:12.0,,,90-59,,Offensive rebound by Team
2:12.0,,,90-59,,Turnover by A. Burks (traveling)
1:57.0,E. Gordon misses 3-pt shot from 25 ft,,90-59,,
1:54.0,,,90-59,,Defensive rebound by J. Crowder
1:42.0,Personal foul by N. Hilario (drawn by E. Udoh),,90-59,,
1:42.0,,,90-59,,E. Udoh misses free throw 1 of 2
1:42.0,,,90-59,,Offensive rebound by Team
1:42.0,,,90-59,,E. Udoh misses free throw 2 of 2
1:39.0,Defensive rebound by E. Gordon,,90-59,,
1:29.0,N. Hilario makes 2-pt shot from 1 ft (assist by C. Paul),2,92-59,,
1:20.0,,,92-59,,R. Neto misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by L. Mbah a Moute,,92-59,,
1:09.0,Offensive foul by N. Hilario (drawn by R. Neto),,92-59,,
1:09.0,Turnover by N. Hilario (offensive foul),,92-59,,
0:54.0,,,92-59,,A. Burks misses 2-pt shot from 5 ft
0:52.0,Defensive rebound by L. Mbah a Moute,,92-59,,
0:43.0,Offensive foul by N. Hilario (drawn by R. Neto),,92-59,,
0:43.0,Turnover by N. Hilario (offensive foul),,92-59,,
0:43.0,,,92-59,,D. Exum enters the game for R. Neto
0:43.0,C. Capela enters the game for N. Hilario,,92-59,,
0:35.0,,,92-62,3,D. Mitchell makes 3-pt shot from 24 ft (assist by J. Crowder)
0:28.0,C. Paul misses 3-pt shot from 25 ft,,92-62,,
0:25.0,,,92-62,,Defensive rebound by A. Burks
0:07.0,,,92-65,3,D. Mitchell makes 3-pt shot from 24 ft
0:00.0,Shooting foul by D. Mitchell (drawn by C. Capela),,92-65,,
0:00.0,C. Capela misses free throw 1 of 2,,92-65,,
0:00.0,Offensive rebound by Team,,92-65,,
0:00.0,C. Capela makes free throw 2 of 2,1,93-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,93-65,,D. Mitchell misses 3-pt shot from 24 ft
11:39.0,Defensive rebound by C. Paul,,93-65,,
11:33.0,C. Paul misses 2-pt shot from 15 ft,,93-65,,
11:30.0,,,93-65,,Defensive rebound by R. Gobert
11:17.0,,,93-65,,Turnover by R. O'Neale (out of bounds lost ball)
11:00.0,C. Paul misses 2-pt shot from 11 ft,,93-65,,
10:57.0,,,93-65,,Defensive rebound by J. Jerebko
10:38.0,,,93-68,3,R. O'Neale makes 3-pt shot from 25 ft (assist by R. Gobert)
10:23.0,,,93-68,,Personal foul by R. O'Neale (drawn by E. Gordon)
10:12.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,93-68,,
10:09.0,,,93-68,,Defensive rebound by R. Gobert
9:59.0,,,93-68,,J. Ingles misses 3-pt shot from 25 ft
9:55.0,Defensive rebound by C. Capela,,93-68,,
9:46.0,E. Gordon misses 2-pt shot from 4 ft (block by R. Gobert),,93-68,,
9:42.0,,,93-68,,Defensive rebound by J. Ingles
9:23.0,,,93-68,,D. Mitchell misses 3-pt shot from 30 ft
9:21.0,Defensive rebound by C. Capela,,93-68,,
9:00.0,,,93-68,,Personal foul by R. Gobert (drawn by C. Paul)
8:55.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,93-68,,
8:53.0,,,93-68,,Defensive rebound by R. Gobert
8:43.0,,,93-70,2,R. O'Neale makes 2-pt shot from 1 ft
8:29.0,E. Gordon makes 2-pt shot from 10 ft (assist by C. Capela),2,95-70,,
8:09.0,,,95-72,2,D. Mitchell makes 2-pt shot from 1 ft (assist by R. Gobert)
7:56.0,Shooting foul by R. O'Neale (drawn by E. Gordon),,95-72,,
7:56.0,E. Gordon makes free throw 1 of 3,1,96-72,,
7:56.0,E. Gordon makes free throw 2 of 3,1,97-72,,
7:56.0,,,97-72,,R. Neto enters the game for D. Mitchell
7:56.0,P. Tucker enters the game for L. Mbah a Moute,,97-72,,
7:56.0,N. Hilario enters the game for G. Green,,97-72,,
7:56.0,J. Harden enters the game for C. Capela,,97-72,,
7:56.0,E. Gordon makes free throw 3 of 3,1,98-72,,
7:44.0,,,98-72,,J. Ingles misses 3-pt shot from 24 ft
7:39.0,,,98-72,,Offensive rebound by R. Gobert
7:39.0,,,98-74,2,R. Gobert makes 2-pt shot at rim
7:25.0,Turnover by N. Hilario (lost ball; steal by J. Jerebko),,98-74,,
7:24.0,Personal foul by C. Paul (drawn by R. Neto),,98-74,,
7:18.0,,,98-74,,Turnover by R. Neto (traveling)
6:54.0,C. Paul misses 3-pt shot from 26 ft,,98-74,,
6:52.0,,,98-74,,Defensive rebound by J. Ingles
6:37.0,,,98-74,,Utah full timeout
6:37.0,,,98-74,,E. Udoh enters the game for J. Ingles
6:37.0,,,98-74,,A. Burks enters the game for R. Gobert
6:37.0,,,98-74,,D. Exum enters the game for R. Neto
6:37.0,T. Ariza enters the game for C. Paul,,98-74,,
6:32.0,,,98-74,,J. Jerebko misses 2-pt shot from 5 ft
6:30.0,Defensive rebound by N. Hilario,,98-74,,
6:12.0,J. Harden makes 3-pt shot from 25 ft,3,101-74,,
5:58.0,,,101-74,,A. Burks misses 3-pt shot from 25 ft
5:56.0,Defensive rebound by J. Harden,,101-74,,
5:53.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden),2,103-74,,
5:35.0,,,103-76,2,D. Exum makes 2-pt shot from 2 ft
5:19.0,N. Hilario makes 2-pt shot from 2 ft (assist by J. Harden),2,105-76,,
5:09.0,,,105-76,,D. Exum misses 2-pt shot from 1 ft
5:08.0,Defensive rebound by N. Hilario,,105-76,,
4:51.0,T. Ariza misses 3-pt shot from 23 ft,,105-76,,
4:47.0,,,105-76,,Defensive rebound by A. Burks
4:41.0,,,105-78,2,J. Jerebko makes 2-pt shot from 2 ft (assist by A. Burks)
4:17.0,J. Harden makes 2-pt shot from 5 ft,2,107-78,,
4:17.0,,,107-78,,Utah full timeout
4:17.0,,,107-78,,R. Neto enters the game for D. Exum
4:17.0,J. Johnson enters the game for P. Tucker,,107-78,,
4:17.0,L. Mbah a Moute enters the game for E. Gordon,,107-78,,
4:17.0,R. Anderson enters the game for J. Harden,,107-78,,
4:17.0,T. Black enters the game for N. Hilario,,107-78,,
4:17.0,G. Green enters the game for T. Ariza,,107-78,,
4:17.0,,,107-78,,D. Stockton enters the game for R. O'Neale
4:13.0,Personal foul by J. Johnson (drawn by A. Burks),,107-78,,
4:01.0,,,107-78,,D. Stockton misses 2-pt shot from 6 ft
3:59.0,Defensive rebound by G. Green,,107-78,,
3:44.0,J. Johnson makes 2-pt shot from 1 ft,2,109-78,,
3:34.0,,,109-80,2,A. Burks makes 2-pt shot at rim (assist by R. Neto)
3:15.0,J. Johnson misses 2-pt shot from 12 ft,,109-80,,
3:12.0,,,109-80,,Defensive rebound by J. Jerebko
3:06.0,,,109-80,,D. Stockton misses 3-pt shot from 25 ft
3:01.0,Defensive rebound by T. Black,,109-80,,
2:51.0,G. Green misses 2-pt shot from 3 ft,,109-80,,
2:49.0,,,109-80,,Defensive rebound by D. Stockton
2:45.0,,,109-82,2,D. Stockton makes 2-pt shot from 1 ft
2:27.0,T. Black misses 2-pt shot from 1 ft,,109-82,,
2:27.0,,,109-82,,Defensive rebound by E. Udoh
2:24.0,Personal foul by T. Black (drawn by E. Udoh),,109-82,,
