time,Dallas,pts.away,score,pts.home,Houston
6:22.0,D. Nowitzki makes 2-pt shot at rim,2,12-18,,
6:16.0,,,12-18,,Shooting foul by Y. Ferrell (drawn by J. Harden)
6:16.0,,,12-19,1,J. Harden makes free throw 1 of 2
6:16.0,,,12-19,,P. Tucker enters the game for R. Anderson
6:16.0,,,12-19,,L. Mbah a Moute enters the game for C. Capela
6:16.0,,,12-19,,N. Hilario enters the game for E. Gordon
6:16.0,J. Barea enters the game for D. Finney-Smith,,12-19,,
6:16.0,N. Noel enters the game for D. Nowitzki,,12-19,,
6:16.0,,,12-19,,J. Harden misses free throw 2 of 2
6:11.0,Defensive rebound by N. Noel,,12-19,,
6:08.0,Turnover by N. Noel (bad pass; steal by P. Tucker),,12-19,,
6:00.0,,,12-22,3,J. Harden makes 3-pt shot from 28 ft (assist by T. Ariza)
5:49.0,,,12-22,,Personal foul by N. Hilario (drawn by N. Noel)
5:41.0,H. Barnes misses 3-pt shot from 25 ft,,12-22,,
5:38.0,,,12-22,,Defensive rebound by T. Ariza
5:26.0,,,12-22,,J. Harden misses 2-pt shot from 9 ft
5:24.0,,,12-24,2,N. Hilario makes 2-pt shot from 9 ft
5:24.0,,,12-24,,Shooting foul by N. Noel (drawn by N. Hilario)
5:24.0,,,12-25,1,N. Hilario makes free throw 1 of 1
5:23.0,,,12-25,,Offensive rebound by N. Hilario
5:10.0,J. Barea makes 2-pt shot from 14 ft,2,14-25,,
4:49.0,,,14-25,,P. Tucker misses 2-pt shot from 8 ft
4:45.0,Defensive rebound by N. Noel,,14-25,,
4:29.0,,,14-25,,Personal foul by N. Hilario (drawn by N. Noel)
4:23.0,,,14-25,,Personal foul by N. Hilario (drawn by N. Noel)
4:23.0,,,14-25,,T. Black enters the game for N. Hilario
4:13.0,,,14-25,,Def 3 sec tech foul by T. Black
4:13.0,H. Barnes makes technical free throw,1,15-25,,
4:01.0,W. Matthews misses 2-pt shot from 3 ft (block by T. Black),,15-25,,
3:59.0,,,15-25,,T. Ariza misses 3-pt shot from 26 ft
3:57.0,Defensive rebound by N. Noel,,15-25,,
3:56.0,,,15-25,,Defensive rebound by J. Harden
3:55.0,Turnover by N. Noel (lost ball; steal by T. Black),,15-25,,
3:49.0,,,15-27,2,T. Black makes 2-pt shot from 1 ft
3:30.0,H. Barnes misses 2-pt shot at rim,,15-27,,
3:26.0,,,15-27,,Defensive rebound by T. Ariza
3:24.0,,,15-27,,L. Mbah a Moute misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by J. Barea,,15-27,,
3:05.0,W. Matthews misses 3-pt shot from 25 ft,,15-27,,
3:01.0,,,15-27,,Defensive rebound by T. Black
2:48.0,,,15-27,,L. Mbah a Moute misses 3-pt shot from 25 ft
2:45.0,Defensive rebound by N. Noel,,15-27,,
2:38.0,J. Barea misses 2-pt shot from 16 ft,,15-27,,
2:35.0,,,15-27,,Defensive rebound by T. Black
2:27.0,,,15-27,,J. Harden misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by H. Barnes,,15-27,,
2:14.0,H. Barnes misses 2-pt shot from 9 ft,,15-27,,
2:07.0,Offensive rebound by H. Barnes,,15-27,,
2:03.0,J. Barea makes 3-pt shot from 24 ft (assist by H. Barnes),3,18-27,,
1:49.0,,,18-29,2,L. Mbah a Moute makes 2-pt shot from 6 ft
1:49.0,,,18-29,,Shooting foul by N. Noel (drawn by L. Mbah a Moute)
1:49.0,,,18-29,,Houston full timeout
1:49.0,,,18-29,,R. Anderson enters the game for T. Ariza
1:49.0,D. Powell enters the game for N. Noel,,18-29,,
1:49.0,G. Clavell enters the game for Y. Ferrell,,18-29,,
1:49.0,,,18-29,,L. Mbah a Moute misses free throw 1 of 1
1:45.0,Defensive rebound by D. Powell,,18-29,,
1:26.0,H. Barnes misses 2-pt shot from 1 ft (block by T. Black),,18-29,,
1:13.0,,,18-29,,Defensive rebound by R. Anderson
1:11.0,,,18-31,2,T. Black makes 2-pt shot from 2 ft (assist by R. Anderson)
0:56.0,Turnover by W. Matthews (bad pass; steal by P. Tucker),,18-31,,
0:43.0,,,18-31,,L. Mbah a Moute misses 3-pt shot from 23 ft
0:40.0,Defensive rebound by J. Barea,,18-31,,
0:34.0,D. Powell misses 2-pt shot from 12 ft,,18-31,,
0:31.0,,,18-31,,Defensive rebound by P. Tucker
0:10.0,,,18-33,2,J. Harden makes 2-pt shot from 2 ft
0:00.0,J. Barea makes 2-pt shot at rim,2,20-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,20-33,,P. Tucker misses 3-pt shot from 23 ft
11:32.0,Defensive rebound by G. Clavell,,20-33,,
11:18.0,D. Nowitzki misses 2-pt shot from 12 ft,,20-33,,
11:14.0,,,20-33,,Defensive rebound by E. Gordon
11:08.0,,,20-36,3,P. Tucker makes 3-pt shot from 23 ft (assist by E. Gordon)
10:48.0,J. Barea misses 2-pt shot from 4 ft,,20-36,,
10:45.0,,,20-36,,Defensive rebound by R. Anderson
10:40.0,,,20-36,,R. Anderson misses 3-pt shot from 25 ft
10:36.0,Defensive rebound by J. Barea,,20-36,,
10:22.0,J. Barea makes 2-pt shot from 7 ft,2,22-36,,
10:09.0,,,22-36,,E. Gordon misses 3-pt shot from 27 ft
10:07.0,Defensive rebound by D. Nowitzki,,22-36,,
10:05.0,,,22-36,,Personal foul by E. Gordon (drawn by D. Powell)
9:58.0,J. Barea makes 3-pt shot from 24 ft (assist by G. Clavell),3,25-36,,
9:45.0,,,25-36,,D. Jackson misses 3-pt shot from 25 ft
9:42.0,Defensive rebound by D. Nowitzki,,25-36,,
9:38.0,Turnover by J. Barea (traveling),,25-36,,
9:30.0,,,25-36,,Turnover by E. Gordon (traveling)
9:30.0,Y. Ferrell enters the game for J. Barea,,25-36,,
9:08.0,G. Clavell misses 2-pt shot from 21 ft,,25-36,,
9:04.0,,,25-36,,Defensive rebound by R. Anderson
8:59.0,,,25-36,,L. Mbah a Moute misses 3-pt shot from 25 ft
8:59.0,Defensive rebound by D. Powell,,25-36,,
8:46.0,G. Clavell misses 3-pt shot from 22 ft,,25-36,,
8:46.0,,,25-36,,Defensive rebound by L. Mbah a Moute
8:29.0,Personal foul by D. Powell (drawn by E. Gordon),,25-36,,
8:29.0,,,25-36,,T. Ariza enters the game for L. Mbah a Moute
8:16.0,,,25-36,,E. Gordon misses 2-pt shot from 9 ft
8:16.0,Defensive rebound by D. Nowitzki,,25-36,,
8:07.0,,,25-36,,Personal foul by P. Tucker (drawn by Y. Ferrell)
8:05.0,Turnover by D. Finney-Smith (bad pass; steal by D. Jackson),,25-36,,
8:01.0,,,25-38,2,D. Jackson makes 2-pt shot from 1 ft
8:00.0,Dallas full timeout,,25-38,,
8:00.0,,,25-38,,C. Capela enters the game for P. Tucker
7:44.0,Y. Ferrell misses 3-pt shot from 25 ft,,25-38,,
7:42.0,,,25-38,,Defensive rebound by D. Jackson
7:38.0,,,25-38,,Turnover by D. Jackson (lost ball; steal by G. Clavell)
7:38.0,,,25-38,,Loose ball foul by D. Jackson (drawn by G. Clavell)
7:27.0,Y. Ferrell misses 2-pt shot from 22 ft,,25-38,,
7:23.0,,,25-38,,Defensive rebound by R. Anderson
7:13.0,,,25-38,,R. Anderson misses 3-pt shot from 26 ft
7:12.0,Defensive rebound by Team,,25-38,,
6:57.0,D. Finney-Smith misses 3-pt shot from 25 ft,,25-38,,
6:54.0,,,25-38,,Defensive rebound by C. Capela
6:45.0,,,25-40,2,E. Gordon makes 2-pt shot from 2 ft
6:45.0,,,25-40,,Shooting foul by D. Nowitzki (drawn by E. Gordon)
6:45.0,,,25-41,1,E. Gordon makes free throw 1 of 1
6:45.0,,,25-41,,J. Harden enters the game for D. Jackson
6:45.0,H. Barnes enters the game for G. Clavell,,25-41,,
6:45.0,N. Noel enters the game for D. Finney-Smith,,25-41,,
6:45.0,W. Matthews enters the game for D. Nowitzki,,25-41,,
6:33.0,H. Barnes misses 2-pt shot from 4 ft,,25-41,,
6:33.0,,,25-41,,Loose ball foul by J. Harden (drawn by N. Noel)
6:33.0,,,25-41,,Offensive rebound by Team
6:22.0,H. Barnes makes 2-pt shot from 18 ft (assist by Y. Ferrell),2,27-41,,
6:06.0,,,27-41,,C. Capela misses 2-pt shot from 2 ft
6:06.0,,,27-41,,Offensive rebound by C. Capela
6:01.0,,,27-43,2,C. Capela makes 2-pt shot at rim
5:41.0,W. Matthews misses 3-pt shot from 24 ft,,27-43,,
5:37.0,,,27-43,,Defensive rebound by R. Anderson
5:33.0,,,27-43,,J. Harden misses 3-pt shot from 25 ft
5:32.0,Defensive rebound by Team,,27-43,,
5:32.0,,,27-43,,Personal foul by C. Capela (drawn by N. Noel)
5:32.0,N. Noel makes free throw 2 of 2,1,28-43,,
5:32.0,N. Noel misses free throw 1 of 2,,28-43,,
5:32.0,Offensive rebound by Team,,28-43,,
5:32.0,J. Barea enters the game for D. Powell,,28-43,,
5:22.0,,,28-46,3,T. Ariza makes 3-pt shot from 22 ft (assist by J. Harden)
5:00.0,W. Matthews misses 3-pt shot from 25 ft,,28-46,,
4:55.0,Offensive rebound by H. Barnes,,28-46,,
4:53.0,J. Barea misses 2-pt shot from 20 ft,,28-46,,
4:48.0,,,28-46,,Defensive rebound by C. Capela
4:38.0,,,28-49,3,J. Harden makes 3-pt shot from 26 ft
4:28.0,Dallas full timeout,,28-49,,
4:28.0,,,28-49,,L. Mbah a Moute enters the game for E. Gordon
4:19.0,W. Matthews makes 2-pt shot at rim (assist by J. Barea),2,30-49,,
4:01.0,,,30-49,,Turnover by T. Ariza (out of bounds lost ball)
3:49.0,J. Barea makes 3-pt shot from 25 ft (assist by H. Barnes),3,33-49,,
3:32.0,,,33-52,3,J. Harden makes 3-pt shot from 26 ft
3:10.0,N. Noel makes 2-pt shot at rim (assist by W. Matthews),2,35-52,,
2:58.0,,,35-52,,R. Anderson misses 3-pt shot from 26 ft
2:58.0,Defensive rebound by Team,,35-52,,
2:58.0,,,35-52,,Loose ball foul by C. Capela (drawn by W. Matthews)
2:58.0,W. Matthews makes free throw 1 of 2,1,36-52,,
2:58.0,,,36-52,,T. Black enters the game for C. Capela
2:58.0,W. Matthews misses free throw 2 of 2,,36-52,,
2:58.0,,,36-52,,Defensive rebound by T. Black
2:58.0,,,36-52,,P. Tucker enters the game for R. Anderson
2:47.0,,,36-55,3,J. Harden makes 3-pt shot from 26 ft
2:34.0,Shooting foul by L. Mbah a Moute (drawn by N. Noel),,36-55,,
2:34.0,N. Noel makes free throw 1 of 2,1,37-55,,
2:34.0,N. Noel misses free throw 2 of 2,,37-55,,
2:31.0,,,37-55,,Defensive rebound by T. Black
2:24.0,,,37-55,,Shooting foul by J. Barea (drawn by J. Harden)
2:24.0,,,37-56,1,J. Harden makes free throw 1 of 2
2:24.0,,,37-57,1,J. Harden makes free throw 2 of 2
2:03.0,W. Matthews misses 2-pt shot from 21 ft,,37-57,,
2:00.0,,,37-57,,Defensive rebound by P. Tucker
1:54.0,,,37-59,2,T. Ariza makes 2-pt shot from 2 ft
1:35.0,H. Barnes misses 2-pt shot from 15 ft,,37-59,,
1:33.0,,,37-59,,Defensive rebound by T. Black
1:27.0,,,37-62,3,J. Harden makes 3-pt shot from 27 ft
1:03.0,J. Barea misses 3-pt shot from 25 ft,,37-62,,
1:01.0,Offensive rebound by W. Matthews,,37-62,,
0:59.0,H. Barnes misses 3-pt shot from 26 ft,,37-62,,
0:59.0,,,37-62,,Defensive rebound by T. Black
0:49.0,,,37-62,,Offensive foul by J. Harden (drawn by N. Noel)
0:49.0,,,37-62,,Turnover by J. Harden (offensive foul)
0:49.0,D. Nowitzki enters the game for N. Noel,,37-62,,
0:31.0,H. Barnes makes 2-pt shot from 10 ft (assist by J. Barea),2,39-62,,
0:26.0,,,39-62,,Turnover by J. Harden (lost ball; steal by H. Barnes)
0:21.0,H. Barnes misses 2-pt shot from 1 ft,,39-62,,
0:21.0,,,39-62,,Defensive rebound by Team
0:21.0,D. Finney-Smith enters the game for D. Nowitzki,,39-62,,
0:06.0,D. Powell enters the game for J. Barea,,39-62,,
0:01.0,,,39-62,,J. Harden misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by Team,,39-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,39-64,2,E. Gordon makes 2-pt shot from 2 ft
11:48.0,,,39-64,,Shooting foul by Y. Ferrell (drawn by E. Gordon)
11:48.0,,,39-65,1,E. Gordon makes free throw 1 of 1
11:30.0,Y. Ferrell misses 3-pt shot from 23 ft,,39-65,,
11:26.0,Offensive rebound by D. Finney-Smith,,39-65,,
11:24.0,W. Matthews misses 3-pt shot from 28 ft,,39-65,,
11:24.0,,,39-65,,Defensive rebound by T. Ariza
11:16.0,,,39-65,,T. Ariza misses 3-pt shot from 26 ft
11:13.0,,,39-65,,Offensive rebound by R. Anderson
11:05.0,,,39-68,3,E. Gordon makes 3-pt shot from 23 ft (assist by J. Harden)
10:52.0,D. Nowitzki misses 3-pt shot from 25 ft,,39-68,,
10:48.0,Offensive rebound by H. Barnes,,39-68,,
10:39.0,H. Barnes misses 2-pt shot from 4 ft (block by T. Ariza),,39-68,,
10:38.0,,,39-68,,Defensive rebound by T. Ariza
10:38.0,J. Barea enters the game for D. Finney-Smith,,39-68,,
10:34.0,Jump ball: T. Ariza vs. H. Barnes (C. Capela gains possession),,,,Jump ball: T. Ariza vs. H. Barnes (C. Capela gains possession)
10:27.0,Technical foul by D. Nowitzki,,39-68,,
10:27.0,,,39-69,1,T. Ariza makes technical free throw
10:22.0,,,39-69,,J. Harden misses 3-pt shot from 28 ft
10:19.0,Defensive rebound by D. Nowitzki,,39-69,,
10:12.0,Shooting foul by J. Harden (drawn by W. Matthews),,39-69,,
10:12.0,W. Matthews makes free throw 1 of 2,1,40-69,,
10:12.0,W. Matthews makes free throw 2 of 2,1,41-69,,
10:03.0,,,41-69,,Turnover by J. Harden (bad pass; steal by W. Matthews)
9:57.0,H. Barnes makes 2-pt shot from 1 ft (assist by J. Barea),2,43-69,,
9:42.0,,,43-69,,T. Ariza misses 3-pt shot from 25 ft
9:42.0,Defensive rebound by Y. Ferrell,,43-69,,
9:26.0,D. Nowitzki misses 2-pt shot from 18 ft,,43-69,,
9:23.0,,,43-69,,Defensive rebound by C. Capela
9:15.0,,,43-71,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
9:15.0,,,43-71,,Shooting foul by D. Nowitzki (drawn by C. Capela)
9:15.0,,,43-72,1,C. Capela makes free throw 1 of 1
9:02.0,H. Barnes misses 2-pt shot from 1 ft,,43-72,,
8:59.0,,,43-72,,Defensive rebound by R. Anderson
8:54.0,,,43-72,,Offensive charge foul by J. Harden (drawn by Y. Ferrell)
8:54.0,,,43-72,,Turnover by J. Harden (offensive foul)
8:31.0,Turnover by Y. Ferrell (out of bounds lost ball),,43-72,,
8:14.0,,,43-72,,E. Gordon misses 3-pt shot from 26 ft
8:11.0,Defensive rebound by W. Matthews,,43-72,,
7:52.0,D. Nowitzki misses 2-pt shot from 8 ft,,43-72,,
7:49.0,,,43-72,,Defensive rebound by C. Capela
7:43.0,,,43-72,,E. Gordon misses 3-pt shot from 25 ft
7:39.0,Defensive rebound by H. Barnes,,43-72,,
7:33.0,H. Barnes makes 3-pt shot from 25 ft,3,46-72,,
7:05.0,,,46-72,,Shooting foul by Y. Ferrell (drawn by E. Gordon)
7:05.0,,,46-72,,E. Gordon misses free throw 1 of 3
7:05.0,,,46-72,,Offensive rebound by Team
7:05.0,,,46-73,1,E. Gordon makes free throw 2 of 3
7:05.0,,,46-74,1,E. Gordon makes free throw 3 of 3
6:52.0,H. Barnes misses 2-pt shot from 19 ft,,46-74,,
6:49.0,,,46-74,,Defensive rebound by J. Harden
6:48.0,Personal foul by W. Matthews (drawn by J. Harden),,46-74,,
6:48.0,,,46-74,,Houston full timeout
6:38.0,,,46-74,,Turnover by J. Harden (bad pass; steal by Y. Ferrell)
6:34.0,J. Barea makes 2-pt shot from 1 ft,2,48-74,,
6:34.0,Shooting foul by E. Gordon (drawn by J. Barea),,48-74,,
6:34.0,J. Barea misses free throw 1 of 1,,48-74,,
6:31.0,,,48-74,,Defensive rebound by R. Anderson
6:17.0,,,48-76,2,C. Capela makes 2-pt shot from 2 ft (assist by E. Gordon)
5:52.0,W. Matthews misses 2-pt shot from 12 ft,,48-76,,
5:50.0,,,48-76,,Defensive rebound by J. Harden
5:40.0,,,48-76,,J. Harden misses 3-pt shot from 25 ft
5:40.0,Defensive rebound by J. Barea,,48-76,,
5:34.0,Turnover by J. Barea (bad pass; steal by T. Ariza),,48-76,,
5:31.0,,,48-76,,Shooting foul by J. Barea (drawn by C. Capela)
5:31.0,,,48-77,1,C. Capela makes free throw 1 of 2
5:31.0,,,48-77,,P. Tucker enters the game for E. Gordon
5:31.0,,,48-77,,L. Mbah a Moute enters the game for R. Anderson
5:31.0,N. Noel enters the game for D. Nowitzki,,48-77,,
5:31.0,G. Clavell enters the game for J. Barea,,48-77,,
5:31.0,,,48-78,1,C. Capela makes free throw 2 of 2
5:13.0,Shooting foul by C. Capela (drawn by H. Barnes),,48-78,,
5:13.0,H. Barnes makes free throw 1 of 2,1,49-78,,
5:13.0,,,49-78,,N. Hilario enters the game for C. Capela
5:13.0,H. Barnes makes free throw 2 of 2,1,50-78,,
4:57.0,,,50-78,,P. Tucker misses 3-pt shot from 25 ft
4:54.0,Defensive rebound by G. Clavell,,50-78,,
4:48.0,W. Matthews makes 3-pt shot from 25 ft,3,53-78,,
4:32.0,,,53-80,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden)
4:13.0,N. Noel misses 2-pt shot from 2 ft,,53-80,,
4:10.0,,,53-80,,Defensive rebound by L. Mbah a Moute
4:05.0,,,53-80,,Shooting foul by N. Noel (drawn by L. Mbah a Moute)
4:05.0,Dallas full timeout,,53-80,,
4:05.0,,,53-81,1,L. Mbah a Moute makes free throw 1 of 2
4:05.0,,,53-82,1,L. Mbah a Moute makes free throw 2 of 2
3:51.0,Turnover by H. Barnes (bad pass; steal by T. Ariza),,53-82,,
3:39.0,,,53-84,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by J. Harden)
3:23.0,Turnover by G. Clavell (bad pass; steal by J. Harden),,53-84,,
3:01.0,,,53-84,,T. Ariza misses 3-pt shot from 23 ft
2:58.0,Defensive rebound by W. Matthews,,53-84,,
2:52.0,Turnover by W. Matthews (lost ball; steal by L. Mbah a Moute),,53-84,,
2:42.0,,,53-86,2,N. Hilario makes 2-pt shot from 1 ft (assist by P. Tucker)
2:24.0,Y. Ferrell makes 3-pt shot from 25 ft (assist by G. Clavell),3,56-86,,
2:14.0,Personal foul by H. Barnes (drawn by N. Hilario),,56-86,,
2:14.0,,,56-86,,N. Hilario misses free throw 1 of 2
2:14.0,,,56-86,,Offensive rebound by Team
2:14.0,J. Barea enters the game for Y. Ferrell,,56-86,,
2:14.0,,,56-87,1,N. Hilario makes free throw 2 of 2
2:00.0,Turnover by H. Barnes (lost ball; steal by L. Mbah a Moute),,56-87,,
1:55.0,,,56-89,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Harden)
1:52.0,Dallas full timeout,,56-89,,
1:38.0,J. Barea misses 2-pt shot from 1 ft,,56-89,,
1:36.0,,,56-89,,Defensive rebound by N. Hilario
1:30.0,,,56-89,,P. Tucker misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by J. Barea,,56-89,,
1:22.0,Turnover by J. Barea (bad pass; steal by T. Ariza),,56-89,,
1:18.0,,,56-89,,J. Harden misses 3-pt shot from 26 ft
1:14.0,Defensive rebound by N. Noel,,56-89,,
1:00.0,J. Barea misses 3-pt shot from 24 ft,,56-89,,
0:57.0,,,56-89,,Defensive rebound by P. Tucker
0:48.0,,,56-89,,Offensive charge foul by L. Mbah a Moute (drawn by J. Barea)
0:48.0,,,56-89,,Turnover by L. Mbah a Moute (offensive foul)
0:31.0,H. Barnes misses 2-pt shot from 18 ft,,56-89,,
0:28.0,,,56-89,,Defensive rebound by L. Mbah a Moute
0:11.0,,,56-92,3,J. Harden makes 3-pt shot from 25 ft
0:01.0,Shooting foul by J. Harden (drawn by J. Barea),,56-92,,
0:01.0,J. Barea makes free throw 1 of 2,1,57-92,,
0:01.0,J. Barea makes free throw 2 of 2,1,58-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,58-92,,Def 3 sec tech foul by N. Hilario
11:47.0,M. Kleber makes technical free throw,1,59-92,,
11:35.0,G. Clavell makes 3-pt shot from 25 ft (assist by Y. Ferrell),3,62-92,,
11:21.0,,,62-92,,D. Jackson misses 3-pt shot from 25 ft
11:19.0,Defensive rebound by G. Clavell,,62-92,,
11:14.0,Y. Ferrell misses 2-pt shot from 19 ft,,62-92,,
11:10.0,Offensive rebound by Y. Ferrell,,62-92,,
11:09.0,Y. Ferrell makes 2-pt shot from 14 ft,2,64-92,,
11:00.0,Personal foul by G. Clavell (drawn by D. Jackson),,64-92,,
10:54.0,,,64-94,2,D. Jackson makes 2-pt shot from 2 ft
10:35.0,G. Clavell makes 3-pt shot from 23 ft (assist by D. Finney-Smith),3,67-94,,
10:20.0,Personal foul by G. Clavell (drawn by E. Gordon),,67-94,,
10:10.0,,,67-96,2,N. Hilario makes 2-pt shot from 5 ft (assist by D. Jackson)
9:58.0,G. Clavell makes 3-pt shot from 25 ft (assist by M. Kleber),3,70-96,,
9:44.0,,,70-98,2,N. Hilario makes 2-pt shot from 13 ft (assist by D. Jackson)
9:26.0,G. Clavell misses 3-pt shot from 27 ft,,70-98,,
9:24.0,,,70-98,,Defensive rebound by L. Mbah a Moute
9:01.0,,,70-98,,P. Tucker misses 3-pt shot from 22 ft
8:56.0,,,70-98,,Offensive rebound by L. Mbah a Moute
8:52.0,,,70-98,,Shooting foul by D. Powell (drawn by E. Gordon)
8:52.0,,,70-99,1,E. Gordon makes free throw 1 of 2
8:52.0,,,70-99,,C. Capela enters the game for N. Hilario
8:52.0,J. Withey enters the game for D. Finney-Smith,,70-99,,
8:52.0,,,70-100,1,E. Gordon makes free throw 2 of 2
8:35.0,M. Kleber makes 2-pt shot from 2 ft (assist by Y. Ferrell),2,72-100,,
8:24.0,,,72-100,,E. Gordon misses 3-pt shot from 26 ft
8:21.0,Defensive rebound by D. Powell,,72-100,,
8:11.0,D. Powell makes 3-pt shot from 25 ft (assist by Y. Ferrell),3,75-100,,
7:54.0,,,75-100,,E. Gordon misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by G. Clavell,,75-100,,
7:45.0,Y. Ferrell misses 2-pt shot from 19 ft,,75-100,,
7:42.0,,,75-100,,Defensive rebound by C. Capela
7:35.0,,,75-100,,C. Capela misses 2-pt shot from 4 ft
7:31.0,Defensive rebound by Y. Ferrell,,75-100,,
7:24.0,Y. Ferrell makes 2-pt shot from 1 ft,2,77-100,,
7:24.0,,,77-100,,Houston full timeout
7:24.0,,,77-100,,Z. Qi enters the game for E. Gordon
7:03.0,,,77-100,,Turnover by Z. Qi (bad pass)
6:46.0,Y. Ferrell misses 2-pt shot from 5 ft (block by Z. Qi),,77-100,,
6:42.0,Offensive rebound by D. Powell,,77-100,,
6:41.0,D. Powell misses 2-pt shot from 8 ft,,77-100,,
6:41.0,,,77-100,,Defensive rebound by D. Jackson
6:23.0,,,77-100,,Z. Qi misses 3-pt shot from 26 ft
6:19.0,Defensive rebound by J. Withey,,77-100,,
6:10.0,J. Withey misses 2-pt shot from 9 ft,,77-100,,
6:06.0,,,77-100,,Defensive rebound by C. Capela
5:57.0,,,77-100,,Offensive charge foul by L. Mbah a Moute (drawn by G. Clavell)
5:57.0,,,77-100,,Turnover by L. Mbah a Moute (offensive foul)
5:43.0,Y. Ferrell misses 2-pt shot from 11 ft,,77-100,,
5:41.0,,,77-100,,Defensive rebound by P. Tucker
5:41.0,Personal foul by M. Kleber (drawn by P. Tucker),,77-100,,
5:27.0,,,77-102,2,C. Capela makes 2-pt shot from 5 ft (assist by L. Mbah a Moute)
5:26.0,Dallas full timeout,,77-102,,
5:26.0,,,77-102,,T. Black enters the game for L. Mbah a Moute
5:26.0,,,77-102,,B. Brown enters the game for C. Capela
5:14.0,Shooting foul by Z. Qi (drawn by Y. Ferrell),,77-102,,
5:14.0,Y. Ferrell makes free throw 1 of 2,1,78-102,,
5:14.0,Y. Ferrell makes free throw 2 of 2,1,79-102,,
4:49.0,,,79-102,,B. Brown misses 3-pt shot from 27 ft
4:47.0,Defensive rebound by J. Withey,,79-102,,
4:29.0,Y. Ferrell makes 3-pt shot from 26 ft (assist by D. Powell),3,82-102,,
4:10.0,,,82-102,,D. Jackson misses 3-pt shot from 25 ft
4:07.0,Defensive rebound by G. Clavell,,82-102,,
3:59.0,D. Powell misses 3-pt shot from 26 ft,,82-102,,
