time,Indiana,pts.away,score,pts.home,Golden State
5:47.0,Jump ball: Q. Cook vs. T. Young (B. Bogdanovic gains possession),,,,Jump ball: Q. Cook vs. T. Young (B. Bogdanovic gains possession)
5:47.0,,,9-17,,Turnover by Q. Cook (lost ball; steal by D. Collison)
5:31.0,T. Young makes 2-pt shot from 4 ft,2,11-17,,
5:15.0,,,11-17,,Turnover by Z. Pachulia (bad pass; steal by B. Bogdanovic)
5:11.0,B. Bogdanovic misses 2-pt shot from 2 ft (block by J. Bell),,11-17,,
5:11.0,Offensive rebound by Team,,11-17,,
5:11.0,,,11-17,,A. Iguodala enters the game for P. McCaw
5:11.0,,,11-17,,J. McGee enters the game for Z. Pachulia
5:09.0,D. Collison misses 2-pt shot from 14 ft,,11-17,,
5:06.0,,,11-17,,Defensive rebound by J. McGee
4:57.0,,,11-17,,J. McGee misses 2-pt shot from 6 ft
4:53.0,,,11-17,,Offensive rebound by J. McGee
4:53.0,,,11-17,,J. McGee misses 2-pt shot at rim
4:51.0,,,11-17,,Offensive rebound by J. Bell
4:50.0,,,11-19,2,J. Bell makes 2-pt shot from 2 ft
4:38.0,Shooting foul by J. McGee (drawn by V. Oladipo),,11-19,,
4:38.0,V. Oladipo makes free throw 1 of 2,1,12-19,,
4:38.0,,,12-19,,K. Looney enters the game for J. Bell
4:38.0,D. Sabonis enters the game for T. Young,,12-19,,
4:38.0,C. Joseph enters the game for B. Bogdanovic,,12-19,,
4:38.0,V. Oladipo misses free throw 2 of 2,,12-19,,
4:34.0,,,12-19,,Defensive rebound by K. Looney
4:17.0,,,12-19,,K. Looney misses 2-pt shot from 2 ft
4:14.0,Defensive rebound by M. Turner,,12-19,,
4:11.0,D. Collison misses 3-pt shot from 22 ft,,12-19,,
4:06.0,,,12-19,,Defensive rebound by Q. Cook
4:01.0,,,12-19,,Q. Cook misses 2-pt shot from 3 ft
3:59.0,,,12-19,,Offensive rebound by J. McGee
3:59.0,,,12-19,,J. McGee misses 2-pt shot at rim
3:59.0,,,12-19,,Offensive rebound by Team
3:59.0,,,12-19,,S. Livingston enters the game for N. Young
3:59.0,G. Robinson enters the game for D. Collison,,12-19,,
3:40.0,,,12-21,2,A. Iguodala makes 2-pt shot from 18 ft (assist by Q. Cook)
3:40.0,,,12-21,,Shooting foul by V. Oladipo (drawn by A. Iguodala)
3:40.0,L. Stephenson enters the game for V. Oladipo,,12-21,,
3:40.0,,,12-21,,A. Iguodala misses free throw 1 of 1
3:36.0,,,12-21,,Offensive rebound by K. Looney
3:30.0,,,12-23,2,J. McGee makes 2-pt shot from 17 ft (assist by Q. Cook)
3:09.0,C. Joseph misses 2-pt shot from 22 ft,,12-23,,
3:08.0,Offensive rebound by Team,,12-23,,
3:08.0,,,12-23,,Loose ball foul by Q. Cook (drawn by D. Sabonis)
2:58.0,C. Joseph misses 2-pt shot from 14 ft,,12-23,,
2:54.0,,,12-23,,Defensive rebound by J. McGee
2:41.0,,,12-23,,Q. Cook misses 3-pt shot from 27 ft
2:37.0,Defensive rebound by L. Stephenson,,12-23,,
2:34.0,,,12-23,,Personal foul by J. McGee (drawn by D. Sabonis)
2:34.0,,,12-23,,Golden State full timeout
2:34.0,T. Booker enters the game for M. Turner,,12-23,,
2:21.0,L. Stephenson misses 3-pt shot from 25 ft,,12-23,,
2:17.0,,,12-23,,Defensive rebound by K. Looney
2:06.0,,,12-23,,A. Iguodala misses 3-pt shot from 25 ft
2:01.0,,,12-23,,Offensive rebound by J. McGee
1:51.0,,,12-25,2,K. Looney makes 2-pt shot from 20 ft (assist by A. Iguodala)
1:32.0,G. Robinson makes 2-pt shot from 17 ft,2,14-25,,
1:09.0,,,14-25,,J. McGee misses 2-pt shot from 14 ft
1:02.0,Defensive rebound by L. Stephenson,,14-25,,
0:58.0,T. Booker makes 2-pt shot from 17 ft (assist by C. Joseph),2,16-25,,
0:33.0,,,16-25,,Turnover by Team (shot clock)
0:33.0,Indiana full timeout,,16-25,,
0:33.0,B. Bogdanovic enters the game for T. Booker,,16-25,,
0:33.0,,,16-25,,J. Bell enters the game for J. McGee
0:23.0,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson),2,18-25,,
0:01.0,,,18-27,2,S. Livingston makes 2-pt shot from 18 ft (assist by Q. Cook)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,18-29,2,D. West makes 2-pt shot from 15 ft (assist by S. Livingston)
11:24.0,G. Robinson makes 3-pt shot from 23 ft (assist by D. Sabonis),3,21-29,,
11:00.0,,,21-29,,A. Iguodala misses 2-pt shot from 18 ft
10:56.0,Defensive rebound by D. Sabonis,,21-29,,
10:49.0,,,21-29,,Personal foul by K. Looney (drawn by D. Sabonis)
10:35.0,B. Bogdanovic misses 3-pt shot from 25 ft (block by D. West),,21-29,,
10:31.0,,,21-29,,Defensive rebound by A. Iguodala
10:20.0,,,21-29,,Shooting foul by L. Stephenson (drawn by K. Looney)
10:20.0,,,21-29,,K. Looney misses free throw 1 of 2
10:20.0,,,21-29,,Offensive rebound by Team
10:20.0,,,21-30,1,K. Looney makes free throw 2 of 2
10:10.0,B. Bogdanovic misses 2-pt shot from 17 ft,,21-30,,
10:06.0,,,21-30,,Defensive rebound by K. Looney
9:58.0,,,21-30,,N. Young misses 2-pt shot from 13 ft
9:57.0,Defensive rebound by Team,,21-30,,
9:50.0,L. Stephenson misses 2-pt shot from 17 ft,,21-30,,
9:45.0,,,21-30,,Defensive rebound by S. Livingston
9:36.0,,,21-32,2,A. Iguodala makes 2-pt shot from 10 ft
9:26.0,Shooting foul by A. Iguodala (drawn by D. Sabonis),,21-32,,
9:26.0,D. Sabonis makes free throw 1 of 2,1,22-32,,
9:26.0,,,22-32,,P. McCaw enters the game for A. Iguodala
9:26.0,T. Young enters the game for B. Bogdanovic,,22-32,,
9:26.0,D. Sabonis misses free throw 2 of 2,,22-32,,
9:23.0,,,22-32,,Defensive rebound by K. Looney
9:07.0,,,22-32,,D. West misses 2-pt shot from 8 ft
9:03.0,Defensive rebound by T. Young,,22-32,,
8:59.0,L. Stephenson misses 2-pt shot from 7 ft,,22-32,,
8:57.0,,,22-32,,Defensive rebound by K. Looney
8:50.0,,,22-32,,S. Livingston misses 2-pt shot from 9 ft
8:46.0,,,22-32,,Offensive rebound by K. Looney
8:43.0,,,22-32,,N. Young misses 3-pt shot from 27 ft
8:39.0,,,22-32,,Offensive rebound by S. Livingston
8:35.0,,,22-34,2,D. West makes 2-pt shot from 17 ft (assist by S. Livingston)
8:29.0,G. Robinson misses 2-pt shot from 2 ft (block by D. West),,22-34,,
8:24.0,,,22-34,,Defensive rebound by N. Young
8:24.0,,,22-34,,D. West misses 2-pt shot from 3 ft
8:22.0,Defensive rebound by Team,,22-34,,
8:22.0,Indiana full timeout,,22-34,,
8:22.0,,,22-34,,J. Bell enters the game for K. Looney
8:22.0,V. Oladipo enters the game for D. Sabonis,,22-34,,
8:22.0,M. Turner enters the game for G. Robinson,,22-34,,
8:08.0,Shooting foul by S. Livingston (drawn by T. Young),,22-34,,
8:08.0,T. Young misses free throw 1 of 2,,22-34,,
8:08.0,Offensive rebound by Team,,22-34,,
8:08.0,T. Young makes free throw 2 of 2,1,23-34,,
7:51.0,,,23-36,2,P. McCaw makes 2-pt shot from 2 ft (assist by D. West)
7:37.0,T. Young misses 2-pt shot from 7 ft (block by J. Bell),,23-36,,
7:35.0,Offensive rebound by T. Young,,23-36,,
7:34.0,T. Young makes 2-pt shot from 1 ft,2,25-36,,
7:21.0,Personal foul by T. Young (drawn by J. Bell),,25-36,,
7:14.0,,,25-36,,N. Young misses 2-pt shot from 22 ft
7:10.0,Defensive rebound by L. Stephenson,,25-36,,
7:05.0,L. Stephenson makes 2-pt shot from 16 ft,2,27-36,,
6:52.0,,,27-38,2,S. Livingston makes 2-pt shot from 18 ft
6:38.0,L. Stephenson misses 3-pt shot from 24 ft,,27-38,,
6:35.0,,,27-38,,Defensive rebound by S. Livingston
6:26.0,,,27-40,2,P. McCaw makes 2-pt shot from 17 ft (assist by D. West)
6:03.0,C. Joseph makes 2-pt shot from 7 ft,2,29-40,,
5:47.0,,,29-40,,Q. Cook enters the game for S. Livingston
5:47.0,D. Collison enters the game for L. Stephenson,,29-40,,
5:41.0,,,29-42,2,Q. Cook makes 2-pt shot from 10 ft (assist by P. McCaw)
5:20.0,D. Collison misses 2-pt shot from 16 ft,,29-42,,
5:16.0,,,29-42,,Defensive rebound by N. Young
5:01.0,,,29-44,2,Q. Cook makes 2-pt shot from 18 ft
4:46.0,V. Oladipo makes 2-pt shot from 16 ft,2,31-44,,
4:38.0,,,31-44,,Golden State full timeout
4:38.0,,,31-44,,K. Looney enters the game for D. West
4:38.0,,,31-44,,A. Iguodala enters the game for N. Young
4:38.0,B. Bogdanovic enters the game for C. Joseph,,31-44,,
4:33.0,,,31-44,,Offensive foul by K. Looney (drawn by D. Collison)
4:33.0,,,31-44,,Turnover by K. Looney (offensive foul)
4:22.0,V. Oladipo makes 2-pt shot from 14 ft,2,33-44,,
4:03.0,,,33-44,,Turnover by Q. Cook (bad pass; steal by M. Turner)
3:56.0,Turnover by T. Young (bad pass; steal by P. McCaw),,33-44,,
3:39.0,,,33-44,,P. McCaw misses 2-pt shot from 10 ft
3:31.0,,,33-44,,Offensive rebound by K. Looney
3:31.0,,,33-46,2,K. Looney makes 2-pt shot at rim
3:15.0,T. Young makes 2-pt shot from 2 ft (assist by V. Oladipo),2,35-46,,
3:00.0,,,35-46,,J. Bell misses 2-pt shot from 7 ft
2:58.0,Defensive rebound by T. Young,,35-46,,
2:54.0,B. Bogdanovic misses 2-pt shot from 2 ft (block by A. Iguodala),,35-46,,
2:52.0,,,35-46,,Defensive rebound by A. Iguodala
2:48.0,,,35-46,,Q. Cook misses 3-pt shot from 26 ft
2:48.0,Defensive rebound by Team,,35-46,,
2:34.0,,,35-46,,Violation by K. Looney (kicked ball)
2:20.0,Turnover by Team (shot clock),,35-46,,
1:57.0,,,35-46,,Q. Cook misses 2-pt shot from 21 ft
1:53.0,,,35-46,,Offensive rebound by J. Bell
1:51.0,,,35-48,2,J. Bell makes 2-pt shot from 2 ft
1:35.0,D. Collison misses 2-pt shot from 4 ft (block by K. Looney),,35-48,,
1:31.0,,,35-48,,Defensive rebound by A. Iguodala
1:26.0,Violation by M. Turner (kicked ball),,35-48,,
1:26.0,C. Joseph enters the game for V. Oladipo,,35-48,,
1:26.0,L. Stephenson enters the game for B. Bogdanovic,,35-48,,
1:20.0,,,35-48,,J. Bell misses 2-pt shot from 17 ft
1:16.0,Defensive rebound by L. Stephenson,,35-48,,
0:55.0,C. Joseph misses 2-pt shot from 10 ft,,35-48,,
0:52.0,Offensive rebound by T. Young,,35-48,,
0:50.0,T. Young makes 2-pt shot at rim,2,37-48,,
0:38.0,,,37-48,,N. Young enters the game for J. Bell
0:36.0,,,37-48,,A. Iguodala misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by C. Joseph,,37-48,,
0:14.0,M. Turner makes 2-pt shot from 19 ft (assist by C. Joseph),2,39-48,,
0:05.0,,,39-48,,Q. Cook misses 3-pt shot from 27 ft
0:02.0,Defensive rebound by T. Young,,39-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,39-48,,Z. Pachulia misses 2-pt shot from 2 ft
11:31.0,Defensive rebound by T. Young,,39-48,,
11:24.0,T. Young misses 3-pt shot from 25 ft,,39-48,,
11:22.0,Offensive rebound by T. Young,,39-48,,
11:18.0,D. Collison misses 3-pt shot from 25 ft,,39-48,,
11:16.0,Offensive rebound by T. Young,,39-48,,
11:15.0,T. Young misses 2-pt shot from 2 ft,,39-48,,
11:12.0,Offensive rebound by T. Young,,39-48,,
11:01.0,Shooting foul by Z. Pachulia (drawn by M. Turner),,39-48,,
11:01.0,M. Turner makes free throw 1 of 2,1,40-48,,
11:01.0,M. Turner misses free throw 2 of 2,,40-48,,
10:59.0,,,40-48,,Defensive rebound by Z. Pachulia
10:47.0,,,40-50,2,N. Young makes 2-pt shot from 11 ft (assist by Q. Cook)
10:38.0,V. Oladipo misses 2-pt shot from 2 ft (block by J. Bell),,40-50,,
10:36.0,Offensive rebound by B. Bogdanovic,,40-50,,
10:34.0,V. Oladipo makes 3-pt shot from 24 ft (assist by B. Bogdanovic),3,43-50,,
10:25.0,,,43-50,,Offensive foul by Z. Pachulia (drawn by D. Collison)
10:25.0,,,43-50,,Turnover by Z. Pachulia (offensive foul)
10:02.0,T. Young misses 2-pt shot from 4 ft,,43-50,,
10:00.0,,,43-50,,Defensive rebound by P. McCaw
9:44.0,,,43-50,,P. McCaw misses 2-pt shot from 3 ft
9:41.0,Defensive rebound by D. Collison,,43-50,,
9:40.0,D. Collison makes 2-pt shot from 4 ft,2,45-50,,
9:40.0,Shooting foul by N. Young (drawn by D. Collison),,45-50,,
9:40.0,D. Collison makes free throw 1 of 1,1,46-50,,
9:24.0,,,46-50,,N. Young misses 2-pt shot from 22 ft
9:19.0,Defensive rebound by D. Collison,,46-50,,
9:17.0,B. Bogdanovic makes 2-pt shot from 2 ft (assist by D. Collison),2,48-50,,
9:16.0,,,48-50,,Golden State full timeout
9:08.0,,,48-50,,Turnover by P. McCaw (bad pass; steal by V. Oladipo)
9:04.0,V. Oladipo makes 2-pt shot from 2 ft (assist by B. Bogdanovic),2,50-50,,
8:43.0,,,50-50,,Q. Cook misses 2-pt shot from 19 ft
8:39.0,,,50-50,,Offensive rebound by J. Bell
8:20.0,,,50-52,2,Q. Cook makes 2-pt shot from 13 ft
8:02.0,M. Turner makes 2-pt shot from 2 ft (assist by D. Collison),2,52-52,,
7:46.0,,,52-54,2,Z. Pachulia makes 2-pt shot from 15 ft (assist by P. McCaw)
7:24.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by V. Oladipo),3,55-54,,
7:03.0,,,55-54,,Turnover by Z. Pachulia (bad pass; steal by B. Bogdanovic)
6:58.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,57-54,,
6:58.0,,,57-54,,Golden State full timeout
6:58.0,,,57-54,,J. McGee enters the game for N. Young
6:58.0,,,57-54,,K. Looney enters the game for J. Bell
6:58.0,,,57-54,,A. Iguodala enters the game for Z. Pachulia
6:42.0,,,57-54,,P. McCaw misses 2-pt shot from 2 ft
6:37.0,,,57-54,,Offensive rebound by J. McGee
6:37.0,,,57-54,,Offensive foul by J. McGee (drawn by V. Oladipo)
6:37.0,,,57-54,,Turnover by J. McGee (offensive foul)
6:16.0,Offensive foul by D. Collison (drawn by P. McCaw),,57-54,,
6:16.0,Turnover by D. Collison (offensive foul),,57-54,,
6:01.0,,,57-56,2,A. Iguodala makes 2-pt shot from 17 ft (assist by K. Looney)
5:43.0,M. Turner misses 2-pt shot from 18 ft,,57-56,,
5:39.0,,,57-56,,Defensive rebound by Q. Cook
5:31.0,,,57-59,3,A. Iguodala makes 3-pt shot from 25 ft (assist by Q. Cook)
5:17.0,Shooting foul by J. McGee (drawn by V. Oladipo),,57-59,,
5:17.0,V. Oladipo makes free throw 1 of 2,1,58-59,,
5:17.0,V. Oladipo makes free throw 2 of 2,1,59-59,,
5:01.0,,,59-59,,J. McGee misses 2-pt shot from 7 ft
4:55.0,Defensive rebound by T. Young,,59-59,,
4:48.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by T. Young),3,62-59,,
4:35.0,,,62-59,,Q. Cook misses 2-pt shot from 1 ft (block by M. Turner)
4:26.0,,,62-59,,Offensive rebound by J. McGee
4:26.0,,,62-61,2,J. McGee makes 2-pt shot at rim
4:19.0,T. Young makes 2-pt shot from 3 ft (assist by V. Oladipo),2,64-61,,
4:05.0,Personal foul by T. Young (drawn by K. Looney),,64-61,,
4:05.0,G. Robinson enters the game for B. Bogdanovic,,64-61,,
3:58.0,,,64-63,2,J. McGee makes 2-pt shot from 6 ft (assist by K. Looney)
3:39.0,Turnover by T. Young (out of bounds lost ball),,64-63,,
3:31.0,,,64-63,,Q. Cook misses 2-pt shot from 18 ft
3:27.0,Defensive rebound by V. Oladipo,,64-63,,
3:27.0,,,64-63,,Personal foul by P. McCaw (drawn by V. Oladipo)
3:27.0,,,64-63,,S. Livingston enters the game for P. McCaw
3:27.0,D. Sabonis enters the game for T. Young,,64-63,,
3:20.0,V. Oladipo makes 2-pt shot from 6 ft,2,66-63,,
2:56.0,,,66-63,,Turnover by K. Looney (lost ball; steal by G. Robinson)
2:51.0,G. Robinson makes 2-pt shot from 2 ft,2,68-63,,
2:40.0,,,68-63,,Shooting foul by D. Sabonis (drawn by J. McGee)
2:40.0,,,68-64,1,J. McGee makes free throw 1 of 2
2:40.0,,,68-64,,J. McGee misses free throw 2 of 2
2:38.0,,,68-64,,Offensive rebound by J. McGee
2:37.0,,,68-66,2,J. McGee makes 2-pt shot from 1 ft
2:19.0,M. Turner misses 3-pt shot from 23 ft,,68-66,,
2:16.0,,,68-66,,Defensive rebound by Team
2:16.0,Loose ball foul by D. Sabonis (drawn by K. Looney),,68-66,,
2:16.0,,,68-66,,D. Jones enters the game for J. McGee
2:16.0,C. Joseph enters the game for D. Collison,,68-66,,
2:00.0,,,68-66,,S. Livingston misses 2-pt shot from 14 ft
1:55.0,Defensive rebound by G. Robinson,,68-66,,
1:46.0,V. Oladipo misses 2-pt shot from 12 ft,,68-66,,
1:42.0,,,68-66,,Defensive rebound by K. Looney
1:37.0,,,68-66,,Q. Cook misses 3-pt shot from 25 ft
1:32.0,Defensive rebound by D. Sabonis,,68-66,,
1:18.0,G. Robinson misses 3-pt shot from 27 ft,,68-66,,
1:15.0,,,68-66,,Defensive rebound by A. Iguodala
1:08.0,,,68-66,,Turnover by A. Iguodala (bad pass)
1:08.0,L. Stephenson enters the game for V. Oladipo,,68-66,,
0:48.0,Turnover by M. Turner (bad pass; steal by A. Iguodala),,68-66,,
0:46.0,,,68-68,2,A. Iguodala makes 2-pt shot at rim
0:32.0,C. Joseph misses 2-pt shot from 14 ft,,68-68,,
0:30.0,,,68-68,,Defensive rebound by K. Looney
0:08.0,,,68-68,,Q. Cook misses 2-pt shot from 11 ft
0:06.0,,,68-68,,Offensive rebound by S. Livingston
0:05.0,,,68-70,2,S. Livingston makes 2-pt shot from 8 ft
0:02.0,Turnover by C. Joseph (bad pass),,68-70,,
0:02.0,,,68-70,,N. Young enters the game for K. Looney
0:01.0,,,68-70,,N. Young misses 3-pt shot from 32 ft
0:00.0,,,68-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,L. Stephenson makes 2-pt shot from 2 ft (assist by D. Sabonis),2,70-70,,
11:25.0,Personal foul by C. Joseph (drawn by D. Jones),,70-70,,
11:14.0,Personal foul by L. Stephenson (drawn by D. Jones),,70-70,,
11:09.0,,,70-70,,D. West misses 2-pt shot from 19 ft
11:07.0,Defensive rebound by C. Joseph,,70-70,,
11:07.0,,,70-70,,Personal foul by D. West (drawn by C. Joseph)
10:47.0,D. Sabonis makes 2-pt shot from 21 ft (assist by C. Joseph),2,72-70,,
10:29.0,,,72-70,,Turnover by D. Jones (lost ball; steal by G. Robinson)
10:11.0,L. Stephenson makes 2-pt shot from 2 ft (assist by D. Sabonis),2,74-70,,
10:11.0,,,74-70,,Golden State full timeout
10:11.0,,,74-70,,J. Bell enters the game for D. Jones
9:53.0,,,74-70,,Shooting foul by L. Stephenson (drawn by D. West)
9:53.0,,,74-71,1,D. West makes free throw 1 of 2
9:53.0,,,74-72,1,D. West makes free throw 2 of 2
9:40.0,G. Robinson misses 3-pt shot from 26 ft,,74-72,,
9:35.0,,,74-72,,Defensive rebound by D. West
9:25.0,,,74-72,,D. West misses 2-pt shot from 10 ft
9:20.0,,,74-72,,Offensive rebound by J. Bell
9:15.0,,,74-72,,A. Iguodala misses 3-pt shot from 26 ft
9:09.0,Defensive rebound by D. Sabonis,,74-72,,
9:07.0,B. Bogdanovic makes 3-pt shot from 28 ft (assist by L. Stephenson),3,77-72,,
8:51.0,,,77-72,,N. Young misses 2-pt shot from 12 ft
8:46.0,Defensive rebound by B. Bogdanovic,,77-72,,
8:36.0,B. Bogdanovic misses 3-pt shot from 28 ft,,77-72,,
8:34.0,,,77-72,,Defensive rebound by D. West
8:25.0,,,77-72,,J. Bell misses 2-pt shot from 14 ft
8:23.0,Defensive rebound by G. Robinson,,77-72,,
8:14.0,L. Stephenson misses 2-pt shot from 4 ft,,77-72,,
8:12.0,,,77-72,,Defensive rebound by D. West
8:09.0,,,77-72,,Offensive foul by A. Iguodala (drawn by C. Joseph)
8:09.0,,,77-72,,Turnover by A. Iguodala (offensive foul)
8:09.0,Indiana full timeout,,77-72,,
8:09.0,,,77-72,,K. Looney enters the game for A. Iguodala
8:09.0,,,77-72,,P. McCaw enters the game for J. Bell
8:09.0,T. Young enters the game for G. Robinson,,77-72,,
7:50.0,Turnover by D. Sabonis (traveling),,77-72,,
7:33.0,,,77-72,,P. McCaw misses 2-pt shot at rim
7:30.0,Defensive rebound by L. Stephenson,,77-72,,
7:24.0,T. Young misses 2-pt shot from 8 ft,,77-72,,
7:18.0,,,77-72,,Defensive rebound by D. West
7:05.0,,,77-72,,D. West misses 2-pt shot from 2 ft
7:03.0,,,77-72,,Offensive rebound by S. Livingston
7:03.0,,,77-74,2,S. Livingston makes 2-pt shot at rim
6:46.0,B. Bogdanovic makes 2-pt shot from 3 ft,2,79-74,,
6:25.0,V. Oladipo enters the game for L. Stephenson,,79-74,,
6:25.0,,,79-74,,Q. Cook enters the game for S. Livingston
6:25.0,,,79-74,,Golden State full timeout
6:25.0,L. Stephenson enters the game for B. Bogdanovic,,79-74,,
6:21.0,,,79-74,,N. Young misses 3-pt shot from 24 ft
6:16.0,,,79-74,,Offensive rebound by Q. Cook
6:06.0,,,79-74,,Turnover by P. McCaw (out of bounds lost ball)
5:52.0,T. Young makes 2-pt shot from 6 ft (assist by V. Oladipo),2,81-74,,
5:30.0,,,81-76,2,D. West makes 2-pt shot from 1 ft (assist by Q. Cook)
5:12.0,D. Sabonis makes 2-pt shot from 2 ft (assist by V. Oladipo),2,83-76,,
4:53.0,,,83-76,,Turnover by Q. Cook (bad pass; steal by T. Young)
4:44.0,Turnover by D. Sabonis (bad pass; steal by K. Looney),,83-76,,
4:33.0,,,83-76,,Turnover by D. West (bad pass; steal by V. Oladipo)
4:19.0,V. Oladipo makes 2-pt shot from 16 ft,2,85-76,,
4:05.0,,,85-76,,Q. Cook misses 2-pt shot from 18 ft
4:01.0,Defensive rebound by D. Sabonis,,85-76,,
3:47.0,T. Young misses 2-pt shot from 5 ft (block by K. Looney),,85-76,,
3:45.0,,,85-76,,Defensive rebound by D. West
3:35.0,Personal foul by T. Young (drawn by N. Young),,85-76,,
3:35.0,,,85-76,,J. McGee enters the game for D. West
3:25.0,,,85-79,3,K. Looney makes 3-pt shot from 24 ft (assist by N. Young)
3:24.0,Indiana full timeout,,85-79,,
3:24.0,,,85-79,,A. Iguodala enters the game for N. Young
3:24.0,B. Bogdanovic enters the game for L. Stephenson,,85-79,,
3:10.0,T. Young makes 2-pt shot from 8 ft,2,87-79,,
2:49.0,,,87-79,,A. Iguodala misses 2-pt shot from 19 ft
2:45.0,Defensive rebound by V. Oladipo,,87-79,,
2:36.0,V. Oladipo misses 3-pt shot from 24 ft,,87-79,,
2:34.0,Offensive rebound by D. Sabonis,,87-79,,
2:24.0,Turnover by V. Oladipo (step out of bounds),,87-79,,
1:58.0,,,87-79,,K. Looney misses 2-pt shot from 10 ft
1:55.0,Defensive rebound by V. Oladipo,,87-79,,
1:36.0,C. Joseph misses 3-pt shot from 26 ft,,87-79,,
1:32.0,,,87-79,,Defensive rebound by K. Looney
1:26.0,,,87-79,,Q. Cook misses 3-pt shot from 26 ft
1:24.0,Defensive rebound by Team,,87-79,,
1:24.0,,,87-79,,Loose ball foul by J. McGee (drawn by D. Sabonis)
1:24.0,,,87-79,,N. Young enters the game for P. McCaw
1:24.0,D. Collison enters the game for C. Joseph,,87-79,,
1:05.0,V. Oladipo makes 2-pt shot from 3 ft,2,89-79,,
1:05.0,Shooting foul by J. McGee (drawn by V. Oladipo),,89-79,,
1:05.0,,,89-79,,D. Jones enters the game for J. McGee
1:05.0,Indiana full timeout,,89-79,,
1:05.0,,,89-79,,P. McCaw enters the game for A. Iguodala
1:05.0,C. Joseph enters the game for D. Collison,,89-79,,
1:05.0,V. Oladipo makes free throw 1 of 1,1,90-79,,
0:54.0,,,90-79,,P. McCaw misses 2-pt shot from 9 ft
