time,Philadelphia,pts.away,score,pts.home,LA Clippers
6:28.0,T. Luwawu-Cabarrot misses 3-pt shot from 27 ft,,15-9,,
6:28.0,Offensive rebound by A. Johnson,,15-9,,
6:28.0,A. Johnson makes 2-pt shot at rim,2,17-9,,
6:18.0,,,17-12,3,L. Williams makes 3-pt shot from 25 ft
6:09.0,B. Simmons misses 2-pt shot from 2 ft,,17-12,,
6:09.0,Offensive rebound by B. Simmons,,17-12,,
6:09.0,Shooting foul by L. Williams (drawn by B. Simmons),,17-12,,
6:09.0,B. Simmons makes free throw 1 of 2,1,18-12,,
6:09.0,B. Simmons misses free throw 2 of 2,,18-12,,
6:07.0,,,18-12,,Defensive rebound by A. Rivers
5:45.0,,,18-12,,A. Rivers misses 2-pt shot from 1 ft
5:43.0,Defensive rebound by R. Covington,,18-12,,
5:29.0,B. Simmons makes 2-pt shot from 2 ft,2,20-12,,
5:17.0,,,20-14,2,B. Griffin makes 2-pt shot from 2 ft
4:57.0,Turnover by B. Simmons (bad pass; steal by L. Williams),,20-14,,
4:51.0,,,20-16,2,J. Evans makes 2-pt shot from 1 ft (assist by L. Williams)
4:44.0,R. Covington makes 3-pt shot from 27 ft (assist by T. McConnell),3,23-16,,
4:28.0,,,23-16,,B. Griffin misses 2-pt shot from 3 ft
4:28.0,Defensive rebound by T. McConnell,,23-16,,
4:21.0,T. McConnell makes 2-pt shot from 14 ft (assist by R. Covington),2,25-16,,
4:20.0,,,25-16,,LA Clippers full timeout
4:20.0,,,25-16,,S. Thornwell enters the game for A. Rivers
4:20.0,J. Redick enters the game for B. Simmons,,25-16,,
4:20.0,D. Saric enters the game for R. Covington,,25-16,,
4:01.0,,,25-16,,B. Griffin misses 2-pt shot from 1 ft
4:01.0,,,25-16,,Offensive rebound by B. Griffin
4:01.0,,,25-16,,Shooting foul by A. Johnson (drawn by B. Griffin)
4:01.0,,,25-17,1,B. Griffin makes free throw 1 of 2
4:01.0,,,25-17,,B. Griffin misses free throw 2 of 2
3:59.0,Defensive rebound by T. McConnell,,25-17,,
3:46.0,D. Saric misses 2-pt shot from 2 ft (block by B. Griffin),,25-17,,
3:46.0,Offensive rebound by Team,,25-17,,
3:46.0,J. Embiid enters the game for A. Johnson,,25-17,,
3:44.0,J. Redick makes 2-pt shot from 2 ft (assist by T. McConnell),2,27-17,,
3:31.0,,,27-17,,Shooting foul by J. Embiid (drawn by L. Williams)
3:31.0,,,27-18,1,L. Williams makes free throw 1 of 2
3:31.0,,,27-18,,W. Reed enters the game for D. Jordan
3:31.0,,,27-18,,L. Williams misses free throw 2 of 2
3:28.0,Defensive rebound by J. Embiid,,27-18,,
3:05.0,D. Saric misses 3-pt shot from 25 ft,,27-18,,
3:03.0,Offensive rebound by J. Embiid,,27-18,,
3:02.0,J. Embiid makes 2-pt shot from 4 ft,2,29-18,,
2:54.0,,,29-20,2,L. Williams makes 2-pt shot from 15 ft
2:36.0,J. Embiid misses 2-pt shot from 7 ft (block by S. Thornwell),,29-20,,
2:36.0,Offensive rebound by Team,,29-20,,
2:36.0,Offensive foul by J. Redick (drawn by S. Thornwell),,29-20,,
2:36.0,Turnover by J. Redick (offensive foul),,29-20,,
2:36.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,29-20,,
2:19.0,,,29-23,3,S. Thornwell makes 3-pt shot from 25 ft (assist by J. Evans)
2:01.0,J. Embiid makes 2-pt shot from 2 ft (assist by T. McConnell),2,31-23,,
1:56.0,,,31-23,,Turnover by L. Williams (bad pass; steal by T. McConnell)
1:53.0,J. Redick misses 3-pt shot from 26 ft,,31-23,,
1:53.0,Offensive rebound by Team,,31-23,,
1:53.0,,,31-23,,Loose ball foul by W. Reed (drawn by J. Embiid)
1:53.0,J. Embiid makes free throw 1 of 2,1,32-23,,
1:53.0,J. Embiid makes free throw 2 of 2,1,33-23,,
1:41.0,,,33-23,,W. Reed misses 2-pt shot from 11 ft
1:37.0,Defensive rebound by J. Embiid,,33-23,,
1:19.0,Turnover by J. Redick (bad pass),,33-23,,
1:19.0,,,33-23,,S. Dekker enters the game for B. Griffin
1:09.0,,,33-25,2,W. Reed makes 2-pt shot from 1 ft (assist by L. Williams)
0:51.0,J. Embiid makes 3-pt shot from 28 ft,3,36-25,,
0:39.0,,,36-25,,L. Williams misses 3-pt shot from 23 ft
0:35.0,,,36-25,,Offensive rebound by L. Williams
0:34.0,,,36-28,3,L. Williams makes 3-pt shot from 25 ft
0:17.0,J. Redick misses 2-pt shot from 20 ft,,36-28,,
0:14.0,,,36-28,,Defensive rebound by S. Dekker
0:03.0,,,36-28,,L. Williams misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by T. McConnell,,36-28,,
0:00.0,T. McConnell misses 3-pt shot from 81 ft,,36-28,,
0:00.0,Offensive rebound by Team,,36-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,36-30,2,W. Reed makes 2-pt shot from 5 ft
11:19.0,J. Anderson misses 3-pt shot from 22 ft,,36-30,,
11:15.0,,,36-30,,Defensive rebound by L. Williams
11:12.0,,,36-30,,L. Williams misses 2-pt shot from 10 ft
11:12.0,Defensive rebound by D. Saric,,36-30,,
11:07.0,B. Simmons makes 2-pt shot from 1 ft (assist by D. Saric),2,38-30,,
10:51.0,,,38-30,,Turnover by W. Reed (traveling)
10:38.0,,,38-30,,Technical foul by W. Reed (drawn by J. Embiid)
10:38.0,,,38-30,,D. Jordan enters the game for J. Evans
10:38.0,J. Embiid makes flagrant free throw 1 of 2,1,39-30,,
10:38.0,J. Embiid makes flagrant free throw 2 of 2,1,40-30,,
10:38.0,,,40-30,,A. Rivers enters the game for W. Reed
10:32.0,T. Luwawu-Cabarrot misses 3-pt shot from 24 ft,,40-30,,
10:27.0,,,40-30,,Defensive rebound by A. Rivers
10:14.0,,,40-30,,L. Williams misses 3-pt shot from 22 ft
10:11.0,Defensive rebound by T. Luwawu-Cabarrot,,40-30,,
10:07.0,J. Embiid misses 3-pt shot from 25 ft,,40-30,,
10:07.0,,,40-30,,Defensive rebound by L. Williams
9:55.0,,,40-30,,Turnover by S. Thornwell (step out of bounds)
9:55.0,T. McConnell enters the game for D. Saric,,40-30,,
9:41.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by B. Simmons),2,42-30,,
9:22.0,,,42-30,,A. Rivers misses 2-pt shot from 19 ft
9:19.0,Defensive rebound by T. McConnell,,42-30,,
9:01.0,J. Embiid makes 2-pt shot from 16 ft,2,44-30,,
8:42.0,,,44-30,,Offensive foul by D. Jordan (drawn by T. McConnell)
8:42.0,,,44-30,,Turnover by D. Jordan (offensive foul)
8:42.0,,,44-30,,B. Griffin enters the game for S. Dekker
8:42.0,R. Covington enters the game for J. Anderson,,44-30,,
8:26.0,Philadelphia full timeout,,44-30,,
8:18.0,T. Luwawu-Cabarrot misses 3-pt shot from 26 ft,,44-30,,
8:15.0,,,44-30,,Defensive rebound by D. Jordan
8:07.0,,,44-30,,L. Williams misses 2-pt shot from 4 ft
8:07.0,Defensive rebound by R. Covington,,44-30,,
8:06.0,Turnover by T. McConnell (bad pass),,44-30,,
8:06.0,A. Johnson enters the game for J. Embiid,,44-30,,
7:54.0,,,44-30,,B. Griffin misses 2-pt shot from 1 ft
7:52.0,Defensive rebound by T. McConnell,,44-30,,
7:40.0,T. Luwawu-Cabarrot misses 2-pt shot from 1 ft (block by D. Jordan),,44-30,,
7:40.0,,,44-30,,Defensive rebound by S. Thornwell
7:35.0,,,44-30,,Turnover by S. Thornwell (lost ball; steal by A. Johnson)
7:29.0,Turnover by B. Simmons (bad pass),,44-30,,
7:29.0,,,44-30,,W. Johnson enters the game for S. Thornwell
7:29.0,J. Redick enters the game for T. Luwawu-Cabarrot,,44-30,,
7:14.0,,,44-33,3,B. Griffin makes 3-pt shot from 25 ft (assist by A. Rivers)
7:01.0,R. Covington makes 3-pt shot from 22 ft (assist by T. McConnell),3,47-33,,
6:47.0,,,47-33,,B. Griffin misses 2-pt shot from 5 ft (block by B. Simmons)
6:44.0,,,47-33,,Offensive rebound by W. Johnson
6:41.0,,,47-35,2,W. Johnson makes 2-pt shot from 2 ft
6:25.0,B. Simmons misses 2-pt shot from 1 ft,,47-35,,
6:25.0,,,47-35,,Defensive rebound by A. Rivers
6:25.0,Personal foul by B. Simmons (drawn by A. Rivers),,47-35,,
6:09.0,Personal foul by A. Johnson (drawn by D. Jordan),,47-35,,
6:01.0,,,47-37,2,B. Griffin makes 2-pt shot from 7 ft
5:38.0,B. Simmons makes 2-pt shot from 2 ft (assist by A. Johnson),2,49-37,,
5:27.0,,,49-39,2,B. Griffin makes 2-pt shot from 6 ft
5:27.0,,,49-39,,Shooting foul by A. Johnson (drawn by B. Griffin)
5:27.0,,,49-39,,J. Evans enters the game for L. Williams
5:27.0,D. Saric enters the game for B. Simmons,,49-39,,
5:27.0,,,49-39,,B. Griffin misses free throw 1 of 1
5:23.0,,,49-39,,Offensive rebound by W. Johnson
5:13.0,,,49-42,3,B. Griffin makes 3-pt shot from 27 ft
4:58.0,Turnover by R. Covington (lost ball; steal by W. Johnson),,49-42,,
4:57.0,,,49-42,,Shooting foul by R. Covington (drawn by W. Johnson)
4:57.0,,,49-42,,W. Johnson misses free throw 1 of 2
4:57.0,,,49-42,,Offensive rebound by Team
4:57.0,J. Embiid enters the game for A. Johnson,,49-42,,
4:57.0,,,49-42,,W. Johnson misses free throw 2 of 2
4:55.0,Defensive rebound by J. Embiid,,49-42,,
4:44.0,Turnover by T. McConnell (traveling),,49-42,,
4:23.0,,,49-44,2,B. Griffin makes 2-pt shot from 2 ft
4:07.0,J. Embiid makes 2-pt shot from 2 ft (assist by T. McConnell),2,51-44,,
4:03.0,,,51-44,,Turnover by D. Jordan (bad pass; steal by D. Saric)
4:02.0,,,51-44,,Personal foul by B. Griffin (drawn by D. Saric)
4:02.0,B. Simmons enters the game for T. McConnell,,51-44,,
3:51.0,J. Embiid makes 2-pt shot from 1 ft (assist by J. Redick),2,53-44,,
3:31.0,Personal foul by D. Saric (drawn by B. Griffin),,53-44,,
3:31.0,,,53-45,1,B. Griffin makes free throw 1 of 2
3:31.0,,,53-45,,L. Williams enters the game for J. Evans
3:31.0,,,53-46,1,B. Griffin makes free throw 2 of 2
3:19.0,D. Saric misses 3-pt shot from 24 ft,,53-46,,
3:15.0,Offensive rebound by J. Embiid,,53-46,,
3:14.0,J. Redick misses 3-pt shot from 26 ft,,53-46,,
3:10.0,,,53-46,,Defensive rebound by L. Williams
3:02.0,,,53-49,3,W. Johnson makes 3-pt shot from 25 ft (assist by L. Williams)
2:56.0,Turnover by B. Simmons (bad pass),,53-49,,
2:56.0,,,53-49,,LA Clippers full timeout
2:43.0,,,53-49,,Turnover by B. Griffin (lost ball; steal by D. Saric)
2:35.0,,,53-49,,Personal foul by B. Griffin (drawn by J. Redick)
2:21.0,D. Saric misses 3-pt shot from 26 ft,,53-49,,
2:17.0,,,53-49,,Defensive rebound by D. Jordan
2:11.0,,,53-49,,Turnover by B. Griffin (bad pass)
1:59.0,Turnover by D. Saric (traveling),,53-49,,
1:50.0,,,53-49,,L. Williams misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by J. Embiid,,53-49,,
1:37.0,,,53-49,,Personal foul by B. Griffin (drawn by J. Embiid)
1:26.0,J. Redick makes 2-pt shot from 19 ft (assist by J. Embiid),2,55-49,,
1:02.0,,,55-49,,Shooting foul by J. Redick (drawn by B. Griffin)
1:02.0,,,55-50,1,B. Griffin makes free throw 1 of 2
1:02.0,J. Anderson enters the game for B. Simmons,,55-50,,
1:02.0,T. McConnell enters the game for R. Covington,,55-50,,
1:02.0,,,55-51,1,B. Griffin makes free throw 2 of 2
0:44.0,,,55-51,,S. Dekker enters the game for B. Griffin
0:41.0,Jump ball: W. Johnson vs. J. Redick (D. Jordan gains possession),,,,Jump ball: W. Johnson vs. J. Redick (D. Jordan gains possession)
0:41.0,Turnover by J. Embiid (bad pass; steal by A. Rivers),,55-51,,
0:39.0,,,55-51,,Shooting foul by J. Anderson (drawn by L. Williams)
0:39.0,,,55-52,1,L. Williams makes free throw 1 of 2
0:39.0,,,55-53,1,L. Williams makes free throw 2 of 2
0:32.0,J. Redick misses 3-pt shot from 23 ft,,55-53,,
0:29.0,,,55-53,,Defensive rebound by S. Dekker
0:13.0,,,55-53,,Offensive foul by D. Jordan (drawn by T. McConnell)
0:13.0,,,55-53,,Turnover by D. Jordan (offensive foul)
0:13.0,,,55-53,,S. Thornwell enters the game for D. Jordan
0:13.0,,,55-53,,W. Reed enters the game for L. Williams
0:13.0,,,55-53,,J. Evans enters the game for S. Dekker
0:04.0,J. Embiid misses 3-pt shot from 26 ft,,55-53,,
0:01.0,Offensive rebound by D. Saric,,55-53,,
0:00.0,D. Saric misses 2-pt shot from 17 ft,,55-53,,
0:00.0,Offensive rebound by Team,,55-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,55-53,,A. Rivers misses 2-pt shot from 12 ft
11:41.0,Defensive rebound by J. Embiid,,55-53,,
11:28.0,Turnover by J. Embiid (bad pass),,55-53,,
11:07.0,,,55-55,2,B. Griffin makes 2-pt shot from 6 ft
11:03.0,Offensive charge foul by B. Simmons (drawn by A. Rivers),,55-55,,
11:03.0,Turnover by B. Simmons (offensive foul),,55-55,,
10:52.0,,,55-55,,B. Griffin misses 2-pt shot from 3 ft
10:49.0,Defensive rebound by B. Simmons,,55-55,,
10:44.0,R. Covington misses 3-pt shot from 25 ft,,55-55,,
10:44.0,,,55-55,,Defensive rebound by D. Jordan
10:33.0,,,55-55,,B. Griffin misses 3-pt shot from 26 ft
10:33.0,Defensive rebound by B. Simmons,,55-55,,
10:28.0,,,55-55,,Shooting block foul by S. Thornwell (drawn by R. Covington)
10:28.0,R. Covington makes free throw 1 of 2,1,56-55,,
10:28.0,R. Covington makes free throw 2 of 2,1,57-55,,
10:16.0,,,57-55,,A. Rivers misses 2-pt shot from 14 ft
10:14.0,Defensive rebound by J. Embiid,,57-55,,
10:01.0,J. Embiid misses 3-pt shot from 25 ft,,57-55,,
9:56.0,,,57-55,,Defensive rebound by S. Thornwell
9:40.0,,,57-55,,A. Rivers misses 2-pt shot at rim
9:38.0,Defensive rebound by B. Simmons,,57-55,,
9:35.0,Shooting foul by W. Johnson (drawn by J. Redick),,57-55,,
9:35.0,J. Redick makes free throw 1 of 3,1,58-55,,
9:35.0,J. Redick makes free throw 2 of 3,1,59-55,,
9:35.0,J. Redick makes free throw 3 of 3,1,60-55,,
9:19.0,,,60-55,,B. Griffin misses 2-pt shot from 4 ft
9:19.0,Defensive rebound by Team,,60-55,,
9:19.0,,,60-55,,Loose ball foul by D. Jordan (drawn by J. Embiid)
9:02.0,J. Embiid makes 2-pt shot from 12 ft,2,62-55,,
8:35.0,,,62-55,,S. Thornwell misses 3-pt shot from 25 ft
8:31.0,,,62-55,,Offensive rebound by B. Griffin
8:29.0,,,62-55,,S. Thornwell misses 3-pt shot from 26 ft
8:29.0,,,62-55,,Offensive rebound by Team
8:29.0,,,62-55,,W. Reed enters the game for W. Johnson
8:29.0,,,62-55,,L. Williams enters the game for D. Jordan
8:21.0,,,62-55,,Turnover by B. Griffin (bad pass; steal by B. Simmons)
8:15.0,Shooting foul by W. Reed (drawn by R. Covington),,62-55,,
8:15.0,R. Covington makes free throw 1 of 2,1,63-55,,
8:15.0,R. Covington makes free throw 2 of 2,1,64-55,,
7:57.0,,,64-57,2,S. Thornwell makes 2-pt shot from 7 ft (assist by A. Rivers)
7:36.0,R. Covington misses 3-pt shot from 25 ft,,64-57,,
7:32.0,,,64-57,,Defensive rebound by W. Reed
7:22.0,,,64-57,,S. Thornwell misses 2-pt shot from 22 ft
7:19.0,Defensive rebound by B. Simmons,,64-57,,
7:13.0,R. Covington makes 2-pt shot from 2 ft (assist by J. Redick),2,66-57,,
7:06.0,,,66-57,,LA Clippers full timeout
7:06.0,T. Luwawu-Cabarrot enters the game for J. Redick,,66-57,,
7:06.0,A. Johnson enters the game for J. Embiid,,66-57,,
6:50.0,,,66-57,,B. Griffin misses 3-pt shot from 26 ft
6:48.0,Defensive rebound by A. Johnson,,66-57,,
6:36.0,D. Saric misses 3-pt shot from 25 ft,,66-57,,
6:36.0,,,66-57,,Defensive rebound by Team
6:18.0,,,66-59,2,B. Griffin makes 2-pt shot from 2 ft (assist by L. Williams)
6:18.0,,,66-59,,Shooting foul by A. Johnson (drawn by B. Griffin)
6:18.0,,,66-60,1,B. Griffin makes free throw 1 of 1
5:57.0,Turnover by D. Saric (bad pass; steal by L. Williams),,66-60,,
5:50.0,,,66-60,,Turnover by B. Griffin (traveling)
5:35.0,Turnover by R. Covington (bad pass),,66-60,,
5:30.0,,,66-60,,Shooting foul by D. Saric (drawn by L. Williams)
5:30.0,,,66-61,1,L. Williams makes free throw 1 of 2
5:30.0,,,66-62,1,L. Williams makes free throw 2 of 2
5:19.0,B. Simmons makes 2-pt shot from 2 ft (assist by A. Johnson),2,68-62,,
5:19.0,Technical foul by B. Simmons,,68-62,,
5:19.0,,,68-63,1,L. Williams makes technical free throw
5:19.0,J. Redick enters the game for R. Covington,,68-63,,
5:10.0,Def 3 sec tech foul by A. Johnson,,68-63,,
5:10.0,,,68-64,1,L. Williams makes technical free throw
5:02.0,,,68-67,3,B. Griffin makes 3-pt shot from 25 ft (assist by L. Williams)
4:45.0,Turnover by A. Johnson (bad pass; steal by A. Rivers),,68-67,,
4:41.0,,,68-69,2,A. Rivers makes 2-pt shot from 2 ft
4:22.0,Turnover by B. Simmons (bad pass; steal by L. Williams),,68-69,,
4:19.0,,,68-71,2,S. Thornwell makes 2-pt shot from 1 ft (assist by B. Griffin)
4:19.0,,,68-71,,Shooting foul by T. Luwawu-Cabarrot (drawn by S. Thornwell)
4:19.0,T. McConnell enters the game for B. Simmons,,68-71,,
4:19.0,,,68-71,,S. Thornwell misses free throw 1 of 1
4:17.0,Defensive rebound by T. Luwawu-Cabarrot,,68-71,,
4:09.0,T. McConnell makes 2-pt shot from 11 ft,2,70-71,,
3:58.0,,,70-71,,L. Williams misses 2-pt shot from 10 ft
3:51.0,,,70-71,,Offensive rebound by W. Reed
3:51.0,,,70-73,2,W. Reed makes 2-pt shot at rim
3:39.0,A. Johnson makes 2-pt shot from 2 ft (assist by T. McConnell),2,72-73,,
3:20.0,,,72-73,,B. Griffin misses 2-pt shot from 1 ft
3:17.0,Defensive rebound by A. Johnson,,72-73,,
3:13.0,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft,,72-73,,
3:09.0,,,72-73,,Defensive rebound by L. Williams
2:56.0,,,72-75,2,W. Reed makes 2-pt shot from 1 ft (assist by L. Williams)
2:56.0,Philadelphia full timeout,,72-75,,
2:56.0,,,72-75,,S. Dekker enters the game for S. Thornwell
2:56.0,,,72-75,,J. Evans enters the game for B. Griffin
2:56.0,J. Embiid enters the game for A. Johnson,,72-75,,
2:44.0,Turnover by D. Saric (traveling),,72-75,,
2:44.0,R. Covington enters the game for D. Saric,,72-75,,
2:22.0,,,72-75,,Turnover by W. Reed (lost ball; steal by R. Covington)
2:17.0,J. Redick misses 3-pt shot from 25 ft,,72-75,,
2:08.0,Offensive rebound by R. Covington,,72-75,,
2:08.0,R. Covington makes 2-pt shot at rim,2,74-75,,
2:01.0,,,74-75,,A. Rivers misses 3-pt shot from 26 ft
2:01.0,Defensive rebound by J. Redick,,74-75,,
1:42.0,Personal take foul by R. Covington (drawn by L. Williams),,74-75,,
1:42.0,,,74-75,,S. Thornwell enters the game for A. Rivers
1:42.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,74-75,,
1:41.0,Turnover by J. Embiid (bad pass; steal by L. Williams),,74-75,,
1:29.0,,,74-75,,L. Williams misses 2-pt shot from 14 ft
1:26.0,Defensive rebound by T. McConnell,,74-75,,
1:16.0,J. Embiid makes 2-pt shot at rim (assist by R. Covington),2,76-75,,
1:03.0,,,76-77,2,J. Evans makes 2-pt shot from 2 ft
1:03.0,,,76-77,,Shooting foul by T. McConnell (drawn by J. Evans)
1:03.0,,,76-77,,J. Evans misses free throw 1 of 1
1:00.0,Defensive rebound by J. Anderson,,76-77,,
0:47.0,Shooting foul by W. Reed (drawn by J. Embiid),,76-77,,
0:47.0,J. Embiid misses free throw 1 of 2,,76-77,,
0:47.0,Offensive rebound by Team,,76-77,,
0:47.0,J. Embiid makes free throw 2 of 2,1,77-77,,
0:28.0,,,77-77,,J. Evans misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by J. Embiid,,77-77,,
0:21.0,Philadelphia full timeout,,77-77,,
0:21.0,,,77-77,,C. Williams enters the game for L. Williams
0:21.0,B. Simmons enters the game for T. McConnell,,77-77,,
0:09.0,B. Simmons misses 2-pt shot from 13 ft,,77-77,,
0:06.0,Offensive rebound by B. Simmons,,77-77,,
0:05.0,B. Simmons misses 2-pt shot from 2 ft,,77-77,,
0:05.0,,,77-77,,Defensive rebound by W. Reed
0:02.0,,,77-77,,S. Thornwell misses 2-pt shot from 1 ft
0:01.0,,,77-77,,Offensive rebound by S. Dekker
0:00.0,B. Simmons misses 3-pt shot from 69 ft,,77-77,,
0:00.0,,,77-79,2,S. Dekker makes 2-pt shot at rim
0:00.0,Defensive rebound by Team,,77-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,J. Embiid makes 2-pt shot from 2 ft (assist by R. Covington),2,79-79,,
11:24.0,Personal foul by J. Anderson (drawn by J. Evans),,79-79,,
11:18.0,,,79-81,2,L. Williams makes 2-pt shot from 19 ft
11:01.0,B. Simmons makes 2-pt shot from 2 ft (assist by J. Anderson),2,81-81,,
10:44.0,,,81-81,,Shooting foul by J. Redick (drawn by J. Evans)
10:44.0,,,81-82,1,J. Evans makes free throw 1 of 2
10:44.0,T. Luwawu-Cabarrot enters the game for J. Redick,,81-82,,
10:44.0,,,81-82,,J. Evans misses free throw 2 of 2
10:41.0,Defensive rebound by B. Simmons,,81-82,,
10:33.0,Shooting foul by J. Evans (drawn by B. Simmons),,81-82,,
10:33.0,B. Simmons misses free throw 1 of 2,,81-82,,
10:33.0,Offensive rebound by Team,,81-82,,
10:33.0,B. Simmons makes free throw 2 of 2,1,82-82,,
10:22.0,,,82-84,2,L. Williams makes 2-pt shot from 2 ft
10:12.0,Shooting foul by W. Reed (drawn by J. Embiid),,82-84,,
10:12.0,J. Embiid makes free throw 1 of 2,1,83-84,,
10:12.0,,,83-84,,D. Jordan enters the game for W. Reed
10:12.0,J. Embiid makes free throw 2 of 2,1,84-84,,
9:58.0,,,84-84,,J. Evans misses 3-pt shot from 26 ft
9:54.0,Defensive rebound by B. Simmons,,84-84,,
9:41.0,Turnover by J. Embiid (bad pass),,84-84,,
9:30.0,,,84-84,,J. Evans misses 2-pt shot at rim
9:28.0,Defensive rebound by J. Embiid,,84-84,,
9:18.0,R. Covington misses 3-pt shot from 25 ft,,84-84,,
9:14.0,,,84-84,,Defensive rebound by J. Evans
9:12.0,Shooting block foul by B. Simmons (drawn by J. Evans),,84-84,,
9:12.0,,,84-85,1,J. Evans makes free throw 1 of 2
9:12.0,,,84-86,1,J. Evans makes free throw 2 of 2
8:59.0,B. Simmons makes 2-pt shot from 1 ft,2,86-86,,
8:45.0,,,86-86,,D. Jordan misses 2-pt shot from 1 ft (block by J. Embiid)
8:42.0,Defensive rebound by J. Embiid,,86-86,,
8:33.0,J. Embiid misses 2-pt shot from 16 ft,,86-86,,
8:31.0,,,86-86,,Defensive rebound by S. Dekker
8:21.0,,,86-86,,A. Rivers enters the game for S. Thornwell
8:21.0,,,86-86,,B. Griffin enters the game for S. Dekker
8:21.0,D. Saric enters the game for R. Covington,,86-86,,
8:07.0,,,86-86,,B. Griffin misses 2-pt shot from 19 ft
8:04.0,,,86-86,,Offensive rebound by D. Jordan
8:01.0,,,86-89,3,L. Williams makes 3-pt shot from 25 ft (assist by J. Evans)
7:32.0,J. Redick enters the game for J. Anderson,,86-89,,
7:30.0,Shooting foul by A. Rivers (drawn by T. Luwawu-Cabarrot),,86-89,,
7:30.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,87-89,,
7:30.0,A. Johnson enters the game for J. Embiid,,87-89,,
7:30.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,88-89,,
