time,Brooklyn,pts.away,score,pts.home,Orlando
10:40.0,D. Carroll misses 3-pt shot from 23 ft,,38-33,,
10:38.0,,,38-33,,Defensive rebound by B. Biyombo
10:33.0,,,38-33,,S. Mack misses 3-pt shot from 25 ft
10:30.0,Defensive rebound by J. Allen,,38-33,,
10:16.0,C. LeVert misses 3-pt shot from 23 ft,,38-33,,
10:14.0,Offensive rebound by J. Allen,,38-33,,
10:11.0,S. Dinwiddie misses 3-pt shot from 25 ft,,38-33,,
10:07.0,,,38-33,,Defensive rebound by B. Biyombo
9:58.0,,,38-35,2,S. Mack makes 2-pt shot from 2 ft (assist by J. Artis)
9:40.0,J. Harris makes 2-pt shot from 2 ft (assist by J. Allen),2,40-35,,
9:25.0,,,40-35,,B. Biyombo misses 2-pt shot from 14 ft
9:23.0,Defensive rebound by C. LeVert,,40-35,,
9:16.0,J. Allen makes 2-pt shot from 4 ft (assist by D. Carroll),2,42-35,,
9:16.0,,,42-35,,Orlando full timeout
8:53.0,,,42-38,3,M. Hezonja makes 3-pt shot from 24 ft (assist by J. Artis)
8:26.0,C. LeVert misses 2-pt shot from 6 ft (block by B. Biyombo),,42-38,,
8:26.0,Offensive rebound by Team,,42-38,,
8:26.0,Turnover by Team (shot clock),,42-38,,
8:03.0,,,42-38,,Turnover by M. Hezonja (bad pass; steal by D. Carroll)
7:54.0,J. Allen misses 2-pt shot from 4 ft (block by A. Afflalo),,42-38,,
7:54.0,Offensive rebound by Team,,42-38,,
7:51.0,C. LeVert makes 2-pt shot from 2 ft (assist by J. Harris),2,44-38,,
7:30.0,,,44-40,2,M. Hezonja makes 2-pt shot from 12 ft (assist by S. Mack)
7:12.0,D. Russell enters the game for S. Dinwiddie,,44-40,,
7:06.0,C. LeVert misses 3-pt shot from 25 ft,,44-40,,
7:03.0,,,44-40,,Defensive rebound by B. Biyombo
6:56.0,Personal foul by C. LeVert (drawn by S. Mack),,44-40,,
6:47.0,,,44-40,,M. Hezonja misses 3-pt shot from 26 ft
6:45.0,Defensive rebound by J. Allen,,44-40,,
6:32.0,D. Carroll makes 2-pt shot from 4 ft (assist by D. Russell),2,46-40,,
6:10.0,,,46-40,,S. Mack misses 2-pt shot from 3 ft
6:08.0,Defensive rebound by D. Carroll,,46-40,,
6:03.0,D. Russell makes 3-pt shot from 24 ft (assist by J. Harris),3,49-40,,
6:03.0,,,49-40,,Orlando full timeout
6:03.0,,,49-40,,N. Vucevic enters the game for J. Artis
6:03.0,,,49-40,,D. Augustin enters the game for S. Mack
6:03.0,,,49-40,,R. Purvis enters the game for B. Biyombo
6:03.0,A. Crabbe enters the game for J. Harris,,49-40,,
5:43.0,,,49-40,,D. Augustin misses 2-pt shot from 4 ft
5:40.0,Defensive rebound by C. LeVert,,49-40,,
5:25.0,A. Crabbe misses 2-pt shot from 14 ft,,49-40,,
5:22.0,,,49-40,,Defensive rebound by R. Purvis
5:11.0,,,49-40,,Turnover by N. Vucevic (bad pass; steal by J. Allen)
5:02.0,,,49-40,,Personal foul by D. Augustin (drawn by D. Russell)
5:02.0,,,49-40,,A. Gordon enters the game for M. Hezonja
5:02.0,R. Hollis-Jefferson enters the game for D. Carroll,,49-40,,
5:02.0,D. Cunningham enters the game for J. Allen,,49-40,,
4:54.0,C. LeVert makes 3-pt shot from 26 ft,3,52-40,,
4:34.0,,,52-40,,R. Purvis misses 3-pt shot from 26 ft
4:31.0,Defensive rebound by R. Hollis-Jefferson,,52-40,,
4:26.0,,,52-40,,Personal foul by R. Purvis (drawn by D. Russell)
4:26.0,,,52-40,,M. Hezonja enters the game for R. Purvis
4:26.0,J. Harris enters the game for C. LeVert,,52-40,,
4:11.0,D. Russell misses 3-pt shot from 25 ft,,52-40,,
4:09.0,,,52-40,,Defensive rebound by M. Hezonja
3:57.0,,,52-40,,A. Afflalo misses 3-pt shot from 22 ft
3:54.0,Defensive rebound by D. Cunningham,,52-40,,
3:50.0,Turnover by R. Hollis-Jefferson (lost ball; steal by D. Augustin),,52-40,,
3:45.0,,,52-42,2,D. Augustin makes 2-pt shot from 2 ft
3:30.0,R. Hollis-Jefferson misses 2-pt shot from 4 ft,,52-42,,
3:22.0,Offensive rebound by R. Hollis-Jefferson,,52-42,,
3:22.0,R. Hollis-Jefferson makes 2-pt shot at rim,2,54-42,,
3:20.0,Personal foul by A. Crabbe (drawn by D. Augustin),,54-42,,
3:20.0,,,54-42,,J. Artis enters the game for A. Afflalo
3:13.0,,,54-42,,M. Hezonja misses 2-pt shot from 3 ft
3:10.0,Defensive rebound by D. Russell,,54-42,,
3:08.0,A. Crabbe misses 2-pt shot from 1 ft,,54-42,,
3:08.0,,,54-42,,Defensive rebound by Team
2:47.0,,,54-42,,D. Augustin misses 2-pt shot from 5 ft
2:47.0,,,54-42,,Offensive rebound by Team
2:47.0,Personal foul by D. Cunningham (drawn by N. Vucevic),,54-42,,
2:35.0,,,54-44,2,A. Gordon makes 2-pt shot from 7 ft
2:11.0,D. Cunningham misses 3-pt shot from 23 ft,,54-44,,
2:08.0,,,54-44,,Defensive rebound by M. Hezonja
1:54.0,,,54-44,,A. Gordon misses 2-pt shot from 8 ft
1:53.0,,,54-44,,Offensive rebound by N. Vucevic
1:53.0,,,54-44,,N. Vucevic misses 2-pt shot from 2 ft
1:53.0,,,54-44,,Offensive rebound by N. Vucevic
1:53.0,,,54-44,,N. Vucevic misses 2-pt shot from 2 ft
1:53.0,,,54-44,,Offensive rebound by N. Vucevic
1:53.0,,,54-46,2,N. Vucevic makes 2-pt shot from 2 ft
1:53.0,Brooklyn full timeout,,54-46,,
1:35.0,A. Crabbe misses 3-pt shot from 24 ft,,54-46,,
1:32.0,,,54-46,,Defensive rebound by A. Gordon
1:24.0,,,54-46,,N. Vucevic misses 2-pt shot from 6 ft (block by J. Harris)
1:24.0,,,54-46,,Offensive rebound by Team
1:11.0,,,54-46,,Turnover by N. Vucevic (lost ball; steal by D. Russell)
1:05.0,A. Crabbe makes 2-pt shot from 3 ft (assist by D. Russell),2,56-46,,
0:44.0,,,56-48,2,M. Hezonja makes 2-pt shot from 3 ft (assist by N. Vucevic)
0:44.0,,,56-48,,Shooting foul by R. Hollis-Jefferson (drawn by M. Hezonja)
0:44.0,,,56-49,1,M. Hezonja makes free throw 1 of 1
0:30.0,Shooting foul by J. Artis (drawn by J. Harris),,56-49,,
0:30.0,J. Harris makes free throw 1 of 2,1,57-49,,
0:30.0,,,57-49,,S. Mack enters the game for J. Artis
0:30.0,C. LeVert enters the game for D. Russell,,57-49,,
0:30.0,J. Harris makes free throw 2 of 2,1,58-49,,
0:13.0,,,58-49,,Shooting foul by C. LeVert (drawn by D. Augustin)
0:13.0,,,58-50,1,D. Augustin makes free throw 1 of 2
0:13.0,D. Russell enters the game for R. Hollis-Jefferson,,58-50,,
0:13.0,D. Carroll enters the game for C. LeVert,,58-50,,
0:13.0,,,58-51,1,D. Augustin makes free throw 2 of 2
0:03.0,D. Russell misses 3-pt shot from 27 ft,,58-51,,
0:03.0,,,58-51,,Defensive rebound by S. Mack
0:00.0,,,58-51,,S. Mack misses 3-pt shot from 42 ft
0:00.0,,,58-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Personal foul by D. Carroll (drawn by M. Hezonja),,58-51,,
11:36.0,,,58-51,,D. Augustin misses 2-pt shot from 15 ft
11:31.0,Defensive rebound by R. Hollis-Jefferson,,58-51,,
11:16.0,J. Allen makes 2-pt shot from 2 ft (assist by D. Russell),2,60-51,,
10:56.0,,,60-53,2,A. Gordon makes 2-pt shot from 3 ft
10:36.0,D. Russell makes 2-pt shot from 2 ft,2,62-53,,
10:24.0,,,62-53,,Shooting foul by D. Carroll (drawn by M. Hezonja)
10:24.0,,,62-54,1,M. Hezonja makes free throw 1 of 3
10:24.0,,,62-55,1,M. Hezonja makes free throw 2 of 3
10:24.0,,,62-56,1,M. Hezonja makes free throw 3 of 3
10:14.0,A. Crabbe misses 3-pt shot from 27 ft,,62-56,,
10:11.0,Offensive rebound by R. Hollis-Jefferson,,62-56,,
10:08.0,R. Hollis-Jefferson misses 2-pt shot from 8 ft,,62-56,,
10:06.0,,,62-56,,Defensive rebound by N. Vucevic
9:52.0,,,62-56,,R. Purvis misses 3-pt shot from 23 ft
9:49.0,Defensive rebound by D. Carroll,,62-56,,
9:40.0,R. Hollis-Jefferson misses 2-pt shot from 3 ft,,62-56,,
9:38.0,,,62-56,,Defensive rebound by N. Vucevic
9:21.0,,,62-56,,R. Purvis misses 2-pt shot from 4 ft
9:21.0,Defensive rebound by Team,,62-56,,
9:21.0,,,62-56,,Loose ball foul by N. Vucevic (drawn by J. Allen)
9:06.0,D. Russell misses 2-pt shot from 8 ft,,62-56,,
9:04.0,Offensive rebound by D. Russell,,62-56,,
9:02.0,D. Carroll makes 3-pt shot from 23 ft (assist by R. Hollis-Jefferson),3,65-56,,
8:46.0,,,65-56,,N. Vucevic misses 2-pt shot from 5 ft
8:43.0,Defensive rebound by D. Carroll,,65-56,,
8:32.0,A. Crabbe misses 2-pt shot from 7 ft,,65-56,,
8:30.0,,,65-56,,Defensive rebound by A. Gordon
8:26.0,,,65-58,2,N. Vucevic makes 2-pt shot from 2 ft (assist by M. Hezonja)
8:06.0,J. Allen misses 3-pt shot from 23 ft,,65-58,,
8:04.0,,,65-58,,Defensive rebound by M. Hezonja
7:55.0,Personal foul by D. Carroll (drawn by N. Vucevic),,65-58,,
7:37.0,,,65-61,2,D. Augustin makes 3-pt shot from 23 ft
7:20.0,J. Allen makes 2-pt shot from 2 ft (assist by R. Hollis-Jefferson),2,67-61,,
7:09.0,,,67-61,,N. Vucevic misses 3-pt shot from 25 ft
7:06.0,Defensive rebound by R. Hollis-Jefferson,,67-61,,
7:02.0,R. Hollis-Jefferson makes 2-pt shot from 4 ft,2,69-61,,
7:02.0,Shooting foul by A. Gordon (drawn by R. Hollis-Jefferson),,69-61,,
7:02.0,R. Hollis-Jefferson makes free throw 1 of 1,1,70-61,,
6:58.0,,,70-61,,Orlando full timeout
6:52.0,,,70-61,,N. Vucevic misses 2-pt shot from 2 ft
6:49.0,Defensive rebound by R. Hollis-Jefferson,,70-61,,
6:46.0,D. Carroll misses 3-pt shot from 22 ft,,70-61,,
6:44.0,Offensive rebound by J. Allen,,70-61,,
6:42.0,J. Allen makes 2-pt shot from 1 ft,2,72-61,,
6:24.0,,,72-61,,M. Hezonja misses 3-pt shot from 25 ft
6:22.0,,,72-61,,Offensive rebound by A. Gordon
6:21.0,,,72-61,,N. Vucevic misses 2-pt shot from 3 ft (block by D. Russell)
6:21.0,,,72-61,,Offensive rebound by N. Vucevic
6:21.0,,,72-61,,Orlando full timeout
6:21.0,,,72-61,,S. Mack enters the game for R. Purvis
6:07.0,,,72-63,2,S. Mack makes 2-pt shot from 16 ft (assist by N. Vucevic)
5:59.0,A. Crabbe makes 3-pt shot from 23 ft (assist by D. Russell),3,75-63,,
5:46.0,,,75-63,,Turnover by D. Augustin (bad pass; steal by R. Hollis-Jefferson)
5:41.0,A. Crabbe makes 3-pt shot from 24 ft (assist by D. Russell),3,78-63,,
5:26.0,,,78-65,2,M. Hezonja makes 2-pt shot from 2 ft (assist by N. Vucevic)
5:16.0,D. Carroll misses 3-pt shot from 26 ft,,78-65,,
5:16.0,,,78-65,,Defensive rebound by N. Vucevic
4:55.0,,,78-67,2,N. Vucevic makes 2-pt shot from 1 ft (assist by A. Gordon)
4:55.0,Brooklyn full timeout,,78-67,,
4:55.0,,,78-67,,J. Artis enters the game for M. Hezonja
4:55.0,S. Dinwiddie enters the game for D. Carroll,,78-67,,
4:55.0,D. Cunningham enters the game for J. Allen,,78-67,,
4:43.0,A. Crabbe makes 3-pt shot from 26 ft (assist by D. Russell),3,81-67,,
4:22.0,,,81-67,,Turnover by A. Gordon (traveling)
4:22.0,C. LeVert enters the game for D. Russell,,81-67,,
4:02.0,R. Hollis-Jefferson misses 2-pt shot from 3 ft,,81-67,,
4:00.0,,,81-67,,Defensive rebound by N. Vucevic
3:54.0,,,81-70,3,N. Vucevic makes 3-pt shot from 25 ft (assist by S. Mack)
3:29.0,Shooting foul by A. Gordon (drawn by R. Hollis-Jefferson),,81-70,,
3:29.0,R. Hollis-Jefferson makes free throw 1 of 2,1,82-70,,
3:29.0,,,82-70,,K. Birch enters the game for A. Gordon
3:29.0,J. Harris enters the game for A. Crabbe,,82-70,,
3:29.0,R. Hollis-Jefferson makes free throw 2 of 2,1,83-70,,
3:20.0,,,83-72,2,S. Mack makes 2-pt shot from 3 ft (assist by D. Augustin)
2:56.0,R. Hollis-Jefferson misses 2-pt shot from 6 ft,,83-72,,
2:54.0,,,83-72,,Defensive rebound by N. Vucevic
2:48.0,,,83-75,3,D. Augustin makes 3-pt shot from 24 ft
2:48.0,Brooklyn full timeout,,83-75,,
2:48.0,D. Carroll enters the game for D. Cunningham,,83-75,,
2:31.0,C. LeVert misses 2-pt shot from 8 ft (block by J. Artis),,83-75,,
2:31.0,,,83-75,,Defensive rebound by Team
2:05.0,,,83-75,,S. Mack misses 2-pt shot from 7 ft
2:02.0,,,83-75,,Offensive rebound by D. Augustin
1:48.0,,,83-77,2,N. Vucevic makes 2-pt shot from 1 ft
1:48.0,,,83-77,,Shooting foul by D. Carroll (drawn by N. Vucevic)
1:48.0,,,83-78,1,N. Vucevic makes free throw 1 of 1
1:38.0,,,83-78,,Personal foul by K. Birch (drawn by D. Carroll)
1:38.0,D. Cunningham enters the game for R. Hollis-Jefferson,,83-78,,
1:30.0,D. Cunningham misses 2-pt shot from 8 ft,,83-78,,
1:20.0,,,83-78,,Defensive rebound by N. Vucevic
1:13.0,,,83-78,,Shooting foul by J. Harris (drawn by D. Augustin)
1:13.0,,,83-79,1,D. Augustin makes free throw 1 of 2
1:13.0,,,83-79,,D. Augustin misses free throw 2 of 2
1:11.0,Defensive rebound by D. Carroll,,83-79,,
0:50.0,D. Carroll misses 2-pt shot from 10 ft,,83-79,,
0:47.0,,,83-79,,Defensive rebound by N. Vucevic
0:41.0,,,83-79,,S. Mack misses 3-pt shot from 25 ft
0:37.0,Defensive rebound by D. Cunningham,,83-79,,
0:33.0,C. LeVert makes 2-pt shot from 1 ft,2,85-79,,
0:26.0,,,85-79,,K. Birch misses 2-pt shot from 2 ft
0:22.0,,,85-79,,Offensive rebound by K. Birch
0:22.0,,,85-81,2,K. Birch makes 2-pt shot at rim
0:00.0,S. Dinwiddie misses 3-pt shot from 25 ft,,85-81,,
0:00.0,,,85-81,,Defensive rebound by N. Vucevic
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,D. Cunningham misses 2-pt shot from 17 ft,,85-81,,
11:32.0,,,85-81,,Defensive rebound by K. Birch
11:10.0,,,85-81,,K. Birch misses 2-pt shot from 10 ft (block by D. Carroll)
11:06.0,,,85-81,,Offensive rebound by K. Birch
11:05.0,,,85-81,,K. Birch misses 2-pt shot from 11 ft
11:02.0,Defensive rebound by D. Carroll,,85-81,,
10:57.0,S. Dinwiddie makes 3-pt shot from 23 ft (assist by C. LeVert),3,88-81,,
10:44.0,,,88-81,,Shooting foul by S. Dinwiddie (drawn by S. Mack)
10:44.0,,,88-82,1,S. Mack makes free throw 1 of 2
10:44.0,,,88-82,,A. Gordon enters the game for J. Artis
10:44.0,,,88-82,,M. Hezonja enters the game for K. Birch
10:44.0,,,88-82,,S. Mack misses free throw 2 of 2
10:41.0,Defensive rebound by D. Cunningham,,88-82,,
10:26.0,S. Dinwiddie misses 3-pt shot from 23 ft,,88-82,,
10:26.0,,,88-82,,Defensive rebound by M. Hezonja
10:12.0,,,88-82,,M. Hezonja misses 3-pt shot from 25 ft
10:09.0,Defensive rebound by D. Carroll,,88-82,,
9:56.0,D. Cunningham misses 3-pt shot from 23 ft,,88-82,,
9:56.0,,,88-82,,Defensive rebound by R. Purvis
9:44.0,,,88-82,,R. Purvis misses 3-pt shot from 25 ft
9:44.0,Defensive rebound by D. Carroll,,88-82,,
9:36.0,Shooting foul by M. Hezonja (drawn by C. LeVert),,88-82,,
9:36.0,C. LeVert makes free throw 1 of 2,1,89-82,,
9:36.0,C. LeVert makes free throw 2 of 2,1,90-82,,
9:20.0,,,90-82,,A. Gordon misses 2-pt shot from 18 ft
9:18.0,Defensive rebound by J. Harris,,90-82,,
9:12.0,J. Harris makes 3-pt shot from 27 ft (assist by C. LeVert),3,93-82,,
9:12.0,,,93-82,,Orlando full timeout
8:56.0,,,93-82,,Turnover by B. Biyombo (lost ball; steal by C. LeVert)
8:50.0,Turnover by D. Cunningham (bad pass; steal by S. Mack),,93-82,,
8:39.0,,,93-82,,A. Gordon misses 2-pt shot from 13 ft
8:36.0,Defensive rebound by D. Cunningham,,93-82,,
8:34.0,D. Cunningham makes 2-pt shot at rim (assist by C. LeVert),2,95-82,,
8:21.0,,,95-82,,S. Mack misses 2-pt shot from 7 ft
8:18.0,Defensive rebound by D. Carroll,,95-82,,
8:15.0,Turnover by C. LeVert (bad pass; steal by R. Purvis),,95-82,,
8:03.0,,,95-82,,Shooting foul by D. Carroll (drawn by B. Biyombo)
8:03.0,,,95-82,,B. Biyombo misses free throw 1 of 2
8:03.0,,,95-82,,Offensive rebound by Team
8:03.0,,,95-82,,D. Augustin enters the game for S. Mack
8:03.0,D. Russell enters the game for S. Dinwiddie,,95-82,,
8:03.0,R. Hollis-Jefferson enters the game for D. Carroll,,95-82,,
8:03.0,A. Crabbe enters the game for C. LeVert,,95-82,,
8:03.0,,,95-83,1,B. Biyombo makes free throw 2 of 2
7:53.0,,,95-83,,Shooting block foul by D. Augustin (drawn by J. Harris)
7:53.0,J. Harris makes free throw 1 of 2,1,96-83,,
7:53.0,,,96-83,,N. Vucevic enters the game for B. Biyombo
7:53.0,J. Harris makes free throw 2 of 2,1,97-83,,
7:32.0,,,97-83,,R. Purvis misses 2-pt shot from 17 ft
7:30.0,Defensive rebound by A. Crabbe,,97-83,,
7:19.0,D. Cunningham makes 2-pt shot from 4 ft (assist by J. Harris),2,99-83,,
7:06.0,,,99-83,,D. Augustin misses 3-pt shot from 25 ft
7:03.0,Defensive rebound by J. Harris,,99-83,,
6:55.0,A. Crabbe misses 3-pt shot from 26 ft,,99-83,,
6:54.0,Offensive rebound by R. Hollis-Jefferson,,99-83,,
6:53.0,R. Hollis-Jefferson misses 2-pt shot from 2 ft,,99-83,,
6:53.0,,,99-83,,Defensive rebound by N. Vucevic
6:49.0,Personal foul by D. Cunningham (drawn by A. Gordon),,99-83,,
6:49.0,,,99-83,,S. Mack enters the game for R. Purvis
6:37.0,,,99-83,,A. Gordon misses 3-pt shot from 24 ft
6:35.0,Defensive rebound by J. Harris,,99-83,,
6:35.0,Turnover by D. Russell (discontinued dribble),,99-83,,
6:25.0,,,99-83,,Turnover by S. Mack (bad pass)
6:25.0,J. Allen enters the game for D. Cunningham,,99-83,,
6:12.0,J. Allen makes 2-pt shot at rim (assist by D. Russell),2,101-83,,
6:12.0,Shooting foul by D. Augustin (drawn by J. Allen),,101-83,,
6:12.0,J. Allen makes free throw 1 of 1,1,102-83,,
5:55.0,,,102-85,2,M. Hezonja makes 2-pt shot from 1 ft (assist by S. Mack)
5:41.0,R. Hollis-Jefferson misses 2-pt shot from 3 ft,,102-85,,
5:38.0,,,102-85,,Defensive rebound by N. Vucevic
5:31.0,,,102-85,,A. Gordon misses 3-pt shot from 25 ft
5:28.0,Defensive rebound by D. Russell,,102-85,,
5:28.0,Brooklyn full timeout,,102-85,,
5:17.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by D. Russell),2,104-85,,
4:56.0,,,104-88,3,S. Mack makes 3-pt shot from 26 ft (assist by N. Vucevic)
4:45.0,,,104-88,,Personal foul by S. Mack (drawn by D. Russell)
