time,Philadelphia,pts.away,score,pts.home,Detroit
7:34.0,Defensive rebound by J. Embiid,,9-7,,
7:24.0,Shooting foul by A. Drummond (drawn by J. Embiid),,9-7,,
7:24.0,J. Embiid makes free throw 1 of 2,1,10-7,,
7:24.0,J. Embiid makes free throw 2 of 2,1,11-7,,
7:07.0,,,11-7,,T. Harris misses 3-pt shot from 27 ft
7:04.0,Defensive rebound by R. Covington,,11-7,,
7:00.0,Turnover by M. Fultz (turnover),,11-7,,
7:00.0,A. Johnson enters the game for J. Embiid,,11-7,,
6:48.0,,,11-7,,R. Jackson misses 2-pt shot from 1 ft
6:48.0,,,11-7,,Offensive rebound by Team
6:48.0,,,11-7,,Detroit full timeout
6:36.0,,,11-7,,T. Harris misses 2-pt shot from 8 ft
6:34.0,Defensive rebound by J. Redick,,11-7,,
6:20.0,M. Fultz misses 2-pt shot from 13 ft,,11-7,,
6:20.0,,,11-7,,Defensive rebound by A. Drummond
6:06.0,,,11-7,,S. Johnson misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by J. Redick,,11-7,,
5:55.0,B. Simmons makes 2-pt shot from 7 ft (assist by J. Redick),2,13-7,,
5:55.0,,,13-7,,Violation by A. Drummond (def goaltending)
5:42.0,,,13-7,,A. Bradley misses 2-pt shot from 19 ft
5:38.0,Defensive rebound by A. Johnson,,13-7,,
5:32.0,B. Simmons makes 2-pt shot from 15 ft,2,15-7,,
5:16.0,,,15-7,,Turnover by R. Jackson (bad pass)
5:16.0,T. McConnell enters the game for B. Simmons,,15-7,,
5:03.0,R. Covington misses 3-pt shot from 25 ft,,15-7,,
5:00.0,,,15-7,,Defensive rebound by A. Drummond
4:51.0,,,15-9,2,A. Drummond makes 2-pt shot from 7 ft (assist by A. Bradley)
4:34.0,A. Johnson makes 3-pt shot from 23 ft (assist by M. Fultz),3,18-9,,
4:13.0,,,18-12,3,T. Harris makes 3-pt shot from 23 ft (assist by R. Jackson)
4:02.0,J. Redick makes 2-pt shot from 14 ft (assist by T. McConnell),2,20-12,,
3:49.0,,,20-12,,R. Jackson misses 2-pt shot from 4 ft
3:41.0,,,20-12,,Offensive rebound by A. Drummond
3:41.0,,,20-14,2,A. Drummond makes 2-pt shot at rim
3:36.0,T. McConnell misses 2-pt shot from 3 ft (block by A. Drummond),,20-14,,
3:36.0,Philadelphia full timeout,,20-14,,
3:36.0,,,20-14,,L. Kennard enters the game for A. Drummond
3:36.0,,,20-14,,J. Leuer enters the game for R. Jackson
3:36.0,,,20-14,,I. Smith enters the game for S. Johnson
3:36.0,J. Bayless enters the game for J. Redick,,20-14,,
3:36.0,T. Luwawu-Cabarrot enters the game for M. Fultz,,20-14,,
3:35.0,Offensive rebound by Team,,20-14,,
3:31.0,T. McConnell makes 2-pt shot from 1 ft (assist by T. Luwawu-Cabarrot),2,22-14,,
3:16.0,,,22-14,,A. Bradley misses 2-pt shot from 20 ft
3:13.0,Defensive rebound by A. Johnson,,22-14,,
3:07.0,A. Johnson misses 3-pt shot from 26 ft,,22-14,,
3:04.0,Offensive rebound by T. Luwawu-Cabarrot,,22-14,,
3:01.0,J. Bayless misses 3-pt shot from 25 ft,,22-14,,
2:58.0,,,22-14,,Defensive rebound by L. Kennard
2:49.0,,,22-17,3,A. Bradley makes 3-pt shot from 23 ft (assist by L. Kennard)
2:38.0,T. Luwawu-Cabarrot misses 3-pt shot from 25 ft,,22-17,,
2:33.0,Offensive rebound by A. Johnson,,22-17,,
2:26.0,T. McConnell misses 2-pt shot from 11 ft (block by I. Smith),,22-17,,
2:24.0,Offensive rebound by A. Johnson,,22-17,,
2:21.0,A. Johnson misses 2-pt shot from 1 ft,,22-17,,
2:21.0,,,22-17,,Defensive rebound by I. Smith
2:15.0,,,22-17,,T. Harris misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by A. Johnson,,22-17,,
1:59.0,R. Covington misses 2-pt shot from 4 ft,,22-17,,
1:57.0,,,22-17,,Defensive rebound by J. Leuer
1:52.0,Personal foul by A. Johnson (drawn by L. Kennard),,22-17,,
1:52.0,,,22-17,,S. Johnson enters the game for A. Bradley
1:52.0,,,22-17,,A. Drummond enters the game for T. Harris
1:52.0,B. Simmons enters the game for A. Johnson,,22-17,,
1:52.0,D. Saric enters the game for T. McConnell,,22-17,,
1:52.0,J. Embiid enters the game for R. Covington,,22-17,,
1:43.0,,,22-17,,Turnover by I. Smith (bad pass; steal by J. Embiid)
1:28.0,Shooting foul by I. Smith (drawn by T. Luwawu-Cabarrot),,22-17,,
1:28.0,T. Luwawu-Cabarrot makes free throw 1 of 2,1,23-17,,
1:28.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,24-17,,
1:15.0,,,24-19,2,A. Drummond makes 2-pt shot from 1 ft
1:04.0,Shooting foul by J. Leuer (drawn by B. Simmons),,24-19,,
1:04.0,B. Simmons makes free throw 1 of 2,1,25-19,,
1:04.0,B. Simmons makes free throw 2 of 2,1,26-19,,
0:54.0,Personal foul by T. Luwawu-Cabarrot (drawn by L. Kennard),,26-19,,
0:54.0,,,26-19,,L. Kennard misses free throw 2 of 2
0:54.0,Defensive rebound by J. Bayless,,26-19,,
0:54.0,,,26-20,1,L. Kennard makes free throw 1 of 2
0:37.0,B. Simmons makes 2-pt shot from 4 ft,2,28-20,,
0:22.0,,,28-22,2,L. Kennard makes 2-pt shot from 15 ft
0:03.0,J. Embiid makes 3-pt shot from 24 ft (assist by B. Simmons),3,31-22,,
0:00.0,,,31-22,,I. Smith misses 3-pt shot from 36 ft
0:00.0,,,31-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,31-22,,I. Smith misses 2-pt shot from 12 ft
11:42.0,Defensive rebound by J. Embiid,,31-22,,
11:28.0,J. Embiid misses 2-pt shot from 7 ft,,31-22,,
11:26.0,,,31-22,,Defensive rebound by L. Kennard
11:19.0,,,31-24,2,I. Smith makes 2-pt shot from 11 ft
11:12.0,Turnover by B. Simmons (traveling),,31-24,,
11:02.0,,,31-24,,L. Kennard misses 3-pt shot from 23 ft
11:00.0,Defensive rebound by B. Simmons,,31-24,,
10:51.0,D. Saric makes 2-pt shot from 1 ft (assist by B. Simmons),2,33-24,,
10:46.0,,,33-24,,Detroit full timeout
10:33.0,,,33-24,,L. Kennard misses 2-pt shot from 5 ft
10:30.0,A. Johnson enters the game for J. Embiid,,33-24,,
10:27.0,Jump ball: J. Leuer vs. J. Bayless (J. Redick gains possession),,,,Jump ball: J. Leuer vs. J. Bayless (J. Redick gains possession)
10:27.0,Defensive rebound by J. Redick,,33-24,,
10:14.0,Turnover by J. Bayless (bad pass; steal by A. Drummond),,33-24,,
10:10.0,,,33-24,,Turnover by L. Kennard (step out of bounds)
10:10.0,,,33-24,,A. Tolliver enters the game for A. Drummond
10:10.0,M. Fultz enters the game for J. Bayless,,33-24,,
9:54.0,D. Saric misses 2-pt shot from 3 ft,,33-24,,
9:51.0,,,33-24,,Defensive rebound by J. Leuer
9:44.0,,,33-24,,J. Leuer misses 3-pt shot from 27 ft
9:42.0,Defensive rebound by B. Simmons,,33-24,,
9:27.0,D. Saric makes 3-pt shot from 25 ft (assist by B. Simmons),3,36-24,,
9:12.0,,,36-26,2,I. Smith makes 2-pt shot from 10 ft
8:58.0,J. Redick misses 3-pt shot from 24 ft,,36-26,,
8:55.0,Offensive rebound by A. Johnson,,36-26,,
8:54.0,,,36-26,,Personal foul by S. Johnson (drawn by B. Simmons)
8:45.0,,,36-26,,Def 3 sec tech foul by I. Smith
8:45.0,J. Redick makes technical free throw,1,37-26,,
8:34.0,D. Saric misses 2-pt shot from 19 ft,,37-26,,
8:34.0,Offensive rebound by Team,,37-26,,
8:34.0,,,37-26,,Personal foul by J. Leuer (drawn by A. Johnson)
8:27.0,J. Redick makes 2-pt shot from 20 ft,2,39-26,,
8:13.0,,,39-26,,A. Tolliver misses 3-pt shot from 25 ft
8:11.0,Defensive rebound by A. Johnson,,39-26,,
8:02.0,,,39-26,,Personal foul by S. Johnson (drawn by A. Johnson)
8:02.0,,,39-26,,T. Harris enters the game for S. Johnson
7:46.0,D. Saric makes 2-pt shot from 18 ft,2,41-26,,
7:33.0,,,41-26,,A. Tolliver misses 3-pt shot from 26 ft
7:30.0,Defensive rebound by B. Simmons,,41-26,,
7:26.0,Personal foul by A. Johnson (drawn by A. Tolliver),,41-26,,
7:26.0,,,41-26,,R. Jackson enters the game for L. Kennard
7:26.0,,,41-26,,A. Bradley enters the game for I. Smith
7:26.0,R. Covington enters the game for D. Saric,,41-26,,
7:26.0,T. McConnell enters the game for B. Simmons,,41-26,,
7:18.0,,,41-28,2,A. Bradley makes 2-pt shot from 1 ft
6:52.0,T. McConnell misses 2-pt shot from 8 ft,,41-28,,
6:48.0,,,41-28,,Defensive rebound by A. Tolliver
6:45.0,Personal foul by T. McConnell (drawn by R. Jackson),,41-28,,
6:45.0,,,41-28,,A. Drummond enters the game for J. Leuer
6:45.0,J. Embiid enters the game for A. Johnson,,41-28,,
6:45.0,J. Bayless enters the game for M. Fultz,,41-28,,
6:33.0,,,41-28,,Turnover by T. Harris (bad pass; steal by R. Covington)
6:24.0,J. Redick misses 3-pt shot from 24 ft,,41-28,,
6:22.0,,,41-28,,Defensive rebound by R. Jackson
6:07.0,,,41-28,,T. Harris misses 3-pt shot from 26 ft
6:07.0,Defensive rebound by J. Embiid,,41-28,,
5:51.0,J. Embiid makes 2-pt shot at rim (assist by J. Bayless),2,43-28,,
5:38.0,,,43-30,2,R. Jackson makes 2-pt shot from 15 ft
5:15.0,J. Embiid makes 2-pt shot from 10 ft (assist by R. Covington),2,45-30,,
5:00.0,,,45-30,,R. Jackson misses 2-pt shot from 4 ft
4:56.0,Defensive rebound by J. Embiid,,45-30,,
4:41.0,J. Bayless makes 3-pt shot from 23 ft (assist by T. McConnell),3,48-30,,
4:14.0,,,48-30,,Turnover by A. Drummond (bad pass; steal by J. Embiid)
4:07.0,J. Bayless makes 3-pt shot from 25 ft (assist by T. McConnell),3,51-30,,
3:55.0,,,51-30,,Detroit full timeout
3:55.0,,,51-30,,L. Galloway enters the game for A. Tolliver
3:55.0,D. Saric enters the game for J. Redick,,51-30,,
3:55.0,,,51-30,,Turnover by L. Galloway (turnover)
3:42.0,Turnover by J. Embiid (turnover),,51-30,,
3:35.0,B. Simmons enters the game for T. McConnell,,51-30,,
3:25.0,,,51-32,2,T. Harris makes 2-pt shot from 9 ft
3:06.0,J. Embiid makes 2-pt shot from 1 ft (assist by D. Saric),2,53-32,,
2:55.0,,,53-32,,R. Jackson misses 3-pt shot from 27 ft
2:53.0,Defensive rebound by R. Covington,,53-32,,
2:49.0,Offensive foul by J. Embiid (drawn by A. Drummond),,53-32,,
2:49.0,Turnover by J. Embiid (offensive foul),,53-32,,
2:39.0,,,53-35,3,L. Galloway makes 3-pt shot from 26 ft (assist by R. Jackson)
2:22.0,,,53-35,,Personal foul by R. Jackson (drawn by B. Simmons)
2:22.0,A. Johnson enters the game for J. Embiid,,53-35,,
2:22.0,Philadelphia full timeout,,53-35,,
2:16.0,B. Simmons makes 2-pt shot from 7 ft,2,55-35,,
2:00.0,,,55-35,,Turnover by L. Galloway (lost ball; steal by J. Bayless)
1:57.0,J. Bayless misses 3-pt shot from 25 ft,,55-35,,
1:54.0,,,55-35,,Defensive rebound by R. Jackson
1:47.0,,,55-37,2,R. Jackson makes 2-pt shot from 7 ft
1:31.0,D. Saric misses 3-pt shot from 26 ft,,55-37,,
1:28.0,,,55-37,,Defensive rebound by R. Jackson
1:25.0,,,55-40,3,L. Galloway makes 3-pt shot from 28 ft (assist by R. Jackson)
1:08.0,Turnover by B. Simmons (turnover),,55-40,,
1:00.0,,,55-40,,A. Bradley misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by A. Johnson,,55-40,,
0:46.0,A. Johnson misses 3-pt shot from 22 ft,,55-40,,
0:41.0,,,55-40,,Defensive rebound by R. Jackson
0:36.0,,,55-42,2,R. Jackson makes 2-pt shot from 7 ft
0:36.0,,,55-42,,Shooting foul by R. Covington (drawn by R. Jackson)
0:36.0,,,55-43,1,R. Jackson makes free throw 1 of 1
0:32.0,,,55-43,,Personal foul by R. Jackson (drawn by B. Simmons)
0:32.0,B. Simmons misses free throw 1 of 2,,55-43,,
0:32.0,Offensive rebound by Team,,55-43,,
0:32.0,J. Redick enters the game for R. Covington,,55-43,,
0:32.0,B. Simmons makes free throw 2 of 2,1,56-43,,
0:16.0,,,56-43,,R. Jackson misses 3-pt shot from 28 ft
0:13.0,Defensive rebound by J. Redick,,56-43,,
0:00.0,J. Bayless misses 2-pt shot from 21 ft,,56-43,,
0:00.0,,,56-43,,Defensive rebound by A. Drummond
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,,,56-43,,R. Jackson misses 2-pt shot from 5 ft
11:32.0,Defensive rebound by D. Saric,,56-43,,
11:28.0,Offensive foul by J. Redick (drawn by A. Bradley),,56-43,,
11:28.0,Turnover by J. Redick (offensive foul),,56-43,,
11:10.0,,,56-43,,T. Harris misses 2-pt shot from 7 ft
11:08.0,Defensive rebound by J. Embiid,,56-43,,
10:59.0,J. Embiid makes 2-pt shot from 1 ft (assist by B. Simmons),2,58-43,,
10:38.0,,,58-45,2,A. Bradley makes 2-pt shot at rim (assist by A. Drummond)
10:12.0,D. Saric misses 2-pt shot from 13 ft,,58-45,,
10:09.0,,,58-45,,Defensive rebound by T. Harris
10:05.0,,,58-45,,T. Harris misses 2-pt shot from 13 ft
10:02.0,Defensive rebound by J. Embiid,,58-45,,
9:53.0,D. Saric misses 3-pt shot from 23 ft,,58-45,,
9:53.0,Offensive rebound by B. Simmons,,58-45,,
9:48.0,R. Covington makes 3-pt shot from 26 ft (assist by B. Simmons),3,61-45,,
9:33.0,,,61-45,,Turnover by R. Jackson (bad pass; steal by R. Covington)
9:23.0,Turnover by J. Embiid (bad pass),,61-45,,
9:09.0,,,61-45,,Shooting foul by R. Covington (drawn by R. Jackson)
9:09.0,,,61-45,,R. Jackson misses free throw 1 of 2
9:09.0,,,61-45,,Offensive rebound by Team
9:09.0,,,61-46,1,R. Jackson makes free throw 2 of 2
8:53.0,,,61-46,,Personal foul by S. Johnson (drawn by B. Simmons)
8:53.0,M. Fultz enters the game for B. Simmons,,61-46,,
8:42.0,J. Embiid makes 2-pt shot from 1 ft (assist by M. Fultz),2,63-46,,
8:42.0,Shooting foul by S. Johnson (drawn by J. Embiid),,63-46,,
8:42.0,,,63-46,,L. Galloway enters the game for S. Johnson
8:42.0,J. Embiid misses free throw 1 of 1,,63-46,,
8:38.0,Offensive rebound by R. Covington,,63-46,,
8:21.0,J. Redick misses 2-pt shot from 4 ft,,63-46,,
8:21.0,Offensive rebound by Team,,63-46,,
8:21.0,,,63-46,,Personal foul by A. Bradley (drawn by J. Embiid)
8:11.0,M. Fultz misses 2-pt shot from 7 ft,,63-46,,
8:09.0,,,63-46,,Defensive rebound by T. Harris
8:02.0,,,63-46,,A. Drummond misses 2-pt shot from 6 ft
8:00.0,Defensive rebound by M. Fultz,,63-46,,
7:44.0,Turnover by J. Embiid (lost ball; steal by A. Drummond),,63-46,,
7:44.0,Personal foul by J. Embiid (drawn by A. Drummond),,63-46,,
7:44.0,A. Johnson enters the game for J. Embiid,,63-46,,
7:36.0,,,63-48,2,A. Bradley makes 2-pt shot from 5 ft (assist by R. Jackson)
7:19.0,J. Redick misses 2-pt shot from 18 ft,,63-48,,
7:19.0,,,63-48,,Defensive rebound by A. Drummond
7:07.0,,,63-50,2,R. Jackson makes 2-pt shot from 8 ft
6:53.0,D. Saric misses 3-pt shot from 24 ft,,63-50,,
6:51.0,,,63-50,,Defensive rebound by L. Galloway
6:41.0,,,63-50,,T. Harris misses 3-pt shot from 23 ft
6:38.0,Defensive rebound by A. Johnson,,63-50,,
6:35.0,Philadelphia full timeout,,63-50,,
6:35.0,B. Simmons enters the game for D. Saric,,63-50,,
6:21.0,B. Simmons misses 2-pt shot from 14 ft,,63-50,,
6:19.0,,,63-50,,Defensive rebound by A. Drummond
6:12.0,Personal foul by A. Johnson (drawn by R. Jackson),,63-50,,
6:12.0,T. McConnell enters the game for M. Fultz,,63-50,,
6:12.0,J. Bayless enters the game for J. Redick,,63-50,,
6:01.0,,,63-52,2,T. Harris makes 2-pt shot from 14 ft (assist by R. Jackson)
5:41.0,A. Johnson misses 2-pt shot from 4 ft,,63-52,,
5:41.0,Offensive rebound by R. Covington,,63-52,,
5:41.0,Shooting foul by A. Drummond (drawn by R. Covington),,63-52,,
5:41.0,R. Covington misses free throw 1 of 2,,63-52,,
5:41.0,Offensive rebound by Team,,63-52,,
5:41.0,R. Covington makes free throw 2 of 2,1,64-52,,
5:26.0,,,64-54,2,A. Drummond makes 2-pt shot from 1 ft (assist by A. Bradley)
5:19.0,Turnover by T. McConnell (step out of bounds),,64-54,,
5:10.0,,,64-54,,Turnover by A. Bradley (bad pass; steal by T. McConnell)
5:02.0,Offensive charge foul by B. Simmons (drawn by A. Bradley),,64-54,,
5:02.0,Turnover by B. Simmons (offensive foul),,64-54,,
4:51.0,,,64-54,,A. Bradley misses 2-pt shot from 9 ft
4:46.0,,,64-54,,Offensive rebound by A. Drummond
4:46.0,,,64-56,2,A. Drummond makes 2-pt shot at rim
4:37.0,Offensive foul by T. McConnell (drawn by L. Galloway),,64-56,,
4:37.0,Turnover by T. McConnell (offensive foul),,64-56,,
4:27.0,,,64-56,,A. Bradley misses 2-pt shot from 6 ft
4:26.0,Defensive rebound by B. Simmons,,64-56,,
4:18.0,B. Simmons makes 2-pt shot from 9 ft,2,66-56,,
4:01.0,,,66-56,,L. Galloway misses 3-pt shot from 24 ft
4:00.0,,,66-56,,Offensive rebound by Team
4:00.0,Personal foul by A. Johnson (drawn by A. Drummond),,66-56,,
4:00.0,,,66-56,,J. Leuer enters the game for R. Jackson
4:00.0,,,66-56,,I. Smith enters the game for T. Harris
4:00.0,T. Luwawu-Cabarrot enters the game for R. Covington,,66-56,,
4:00.0,J. Embiid enters the game for A. Johnson,,66-56,,
3:42.0,,,66-56,,Shooting foul by J. Embiid (drawn by A. Drummond)
3:42.0,,,66-57,1,A. Drummond makes free throw 1 of 2
3:42.0,,,66-57,,A. Drummond misses free throw 2 of 2
3:39.0,Defensive rebound by B. Simmons,,66-57,,
3:35.0,,,66-57,,Personal foul by J. Leuer (drawn by J. Embiid)
3:35.0,J. Embiid makes free throw 1 of 2,1,67-57,,
3:35.0,,,67-57,,L. Kennard enters the game for A. Bradley
3:35.0,J. Embiid makes free throw 2 of 2,1,68-57,,
3:18.0,,,68-57,,L. Kennard misses 2-pt shot from 16 ft
3:15.0,,,68-57,,Offensive rebound by J. Leuer
3:15.0,,,68-57,,Shooting foul by T. McConnell (drawn by J. Leuer)
3:15.0,,,68-58,1,J. Leuer makes free throw 1 of 2
3:15.0,,,68-59,1,J. Leuer makes free throw 2 of 2
2:57.0,J. Embiid makes 2-pt shot from 1 ft (assist by B. Simmons),2,70-59,,
2:48.0,,,70-59,,Detroit full timeout
2:42.0,Personal foul by J. Bayless (drawn by L. Kennard),,70-59,,
2:42.0,,,70-59,,L. Kennard misses free throw 1 of 2
2:42.0,,,70-59,,Offensive rebound by Team
2:42.0,,,70-60,1,L. Kennard makes free throw 2 of 2
2:33.0,B. Simmons makes 2-pt shot at rim (assist by T. McConnell),2,72-60,,
2:09.0,,,72-60,,J. Leuer misses 2-pt shot from 13 ft
2:07.0,Defensive rebound by B. Simmons,,72-60,,
1:58.0,Turnover by J. Embiid (bad pass; steal by I. Smith),,72-60,,
1:54.0,,,72-60,,Shooting foul by B. Simmons (drawn by J. Leuer)
1:54.0,,,72-61,1,J. Leuer makes free throw 1 of 2
1:54.0,,,72-62,1,J. Leuer makes free throw 2 of 2
1:39.0,T. Luwawu-Cabarrot misses 3-pt shot from 23 ft,,72-62,,
1:37.0,,,72-62,,Defensive rebound by J. Leuer
1:37.0,Personal foul by J. Embiid (drawn by A. Drummond),,72-62,,
1:37.0,,,72-63,1,A. Drummond makes free throw 1 of 2
1:37.0,,,72-63,,A. Tolliver enters the game for J. Leuer
1:37.0,A. Johnson enters the game for J. Embiid,,72-63,,
1:37.0,,,72-64,1,A. Drummond makes free throw 2 of 2
1:27.0,,,72-64,,Personal foul by A. Drummond (drawn by A. Johnson)
1:27.0,A. Johnson misses free throw 1 of 2,,72-64,,
1:27.0,Offensive rebound by Team,,72-64,,
1:27.0,,,72-64,,J. Leuer enters the game for A. Drummond
1:27.0,A. Johnson misses free throw 2 of 2,,72-64,,
1:21.0,,,72-64,,Defensive rebound by L. Kennard
1:06.0,,,72-64,,I. Smith misses 2-pt shot from 15 ft
1:03.0,Defensive rebound by B. Simmons,,72-64,,
0:48.0,J. Bayless misses 3-pt shot from 24 ft,,72-64,,
0:45.0,,,72-64,,Defensive rebound by I. Smith
0:37.0,,,72-64,,Turnover by J. Leuer (bad pass; steal by T. Luwawu-Cabarrot)
0:34.0,Shooting foul by L. Kennard (drawn by T. Luwawu-Cabarrot),,72-64,,
0:34.0,T. Luwawu-Cabarrot misses free throw 1 of 2,,72-64,,
0:34.0,Offensive rebound by Team,,72-64,,
0:34.0,D. Saric enters the game for A. Johnson,,72-64,,
0:34.0,T. Luwawu-Cabarrot makes free throw 2 of 2,1,73-64,,
0:21.0,,,73-67,3,L. Galloway makes 3-pt shot from 25 ft (assist by I. Smith)
0:05.0,B. Simmons makes 2-pt shot at rim (assist by J. Bayless),2,75-67,,
0:00.0,,,75-67,,I. Smith misses 2-pt shot from 10 ft
0:00.0,,,75-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Turnover by J. Bayless (turnover),,75-67,,
11:38.0,,,75-67,,A. Tolliver misses 3-pt shot from 26 ft
11:34.0,Defensive rebound by J. Redick,,75-67,,
11:25.0,D. Saric misses 2-pt shot from 3 ft,,75-67,,
11:25.0,,,75-67,,Defensive rebound by A. Tolliver
11:20.0,,,75-67,,Shooting foul by A. Johnson (drawn by J. Leuer)
11:20.0,,,75-68,1,J. Leuer makes free throw 1 of 2
11:20.0,,,75-69,1,J. Leuer makes free throw 2 of 2
11:06.0,Turnover by M. Fultz (traveling),,75-69,,
10:56.0,,,75-71,2,A. Tolliver makes 2-pt shot from 1 ft (assist by A. Bradley)
10:37.0,J. Redick misses 3-pt shot from 26 ft,,75-71,,
10:33.0,,,75-71,,Defensive rebound by I. Smith
10:15.0,,,75-71,,L. Kennard misses 2-pt shot from 2 ft
10:13.0,Defensive rebound by M. Fultz,,75-71,,
10:06.0,M. Fultz makes 2-pt shot at rim,2,77-71,,
9:43.0,,,77-74,3,A. Tolliver makes 3-pt shot from 25 ft (assist by I. Smith)
9:30.0,Turnover by M. Fultz (traveling),,77-74,,
9:30.0,R. Covington enters the game for A. Johnson,,77-74,,
9:08.0,,,77-74,,I. Smith misses 2-pt shot from 4 ft
9:06.0,Defensive rebound by J. Redick,,77-74,,
9:02.0,J. Redick makes 2-pt shot from 1 ft (assist by R. Covington),2,79-74,,
8:51.0,,,79-74,,Turnover by I. Smith (lost ball; steal by M. Fultz)
8:47.0,M. Fultz misses 2-pt shot from 5 ft,,79-74,,
8:47.0,,,79-74,,Defensive rebound by Team
8:47.0,Personal foul by D. Saric (drawn by A. Bradley),,79-74,,
8:47.0,,,79-74,,A. Drummond enters the game for J. Leuer
8:47.0,J. Embiid enters the game for D. Saric,,79-74,,
8:33.0,,,79-76,2,A. Bradley makes 2-pt shot at rim
8:22.0,R. Covington misses 3-pt shot from 26 ft,,79-76,,
8:22.0,,,79-76,,Defensive rebound by A. Drummond
8:10.0,,,79-76,,A. Drummond misses 2-pt shot from 1 ft
8:10.0,,,79-76,,Offensive rebound by I. Smith
8:07.0,,,79-76,,Turnover by I. Smith (bad pass; steal by R. Covington)
7:48.0,J. Embiid makes 2-pt shot from 13 ft,2,81-76,,
7:29.0,,,81-78,2,L. Kennard makes 2-pt shot at rim
7:09.0,R. Covington makes 2-pt shot from 13 ft (assist by M. Fultz),2,83-78,,
7:09.0,Shooting foul by L. Kennard (drawn by R. Covington),,83-78,,
7:09.0,T. McConnell enters the game for J. Bayless,,83-78,,
7:09.0,B. Simmons enters the game for M. Fultz,,83-78,,
7:09.0,,,83-78,,T. Harris enters the game for I. Smith
7:09.0,R. Covington makes free throw 1 of 1,1,84-78,,
7:09.0,,,84-78,,R. Jackson enters the game for L. Kennard
7:02.0,,,84-78,,A. Bradley misses 2-pt shot from 9 ft
7:00.0,,,84-78,,Offensive rebound by A. Bradley
6:58.0,,,84-78,,Turnover by A. Bradley (bad pass; steal by R. Covington)
6:44.0,Turnover by J. Redick (bad pass; steal by A. Drummond),,84-78,,
6:39.0,,,84-78,,Turnover by R. Jackson (bad pass; steal by B. Simmons)
6:27.0,Turnover by B. Simmons (bad pass; steal by A. Drummond),,84-78,,
6:19.0,,,84-78,,R. Jackson misses 2-pt shot from 15 ft
6:16.0,Defensive rebound by B. Simmons,,84-78,,
6:03.0,T. McConnell makes 3-pt shot from 23 ft (assist by B. Simmons),3,87-78,,
6:01.0,,,87-78,,Detroit full timeout
