time,Orlando,pts.away,score,pts.home,Boston
1:28.0,Defensive rebound by W. Iwundu,,22-25,,
1:24.0,A. Gordon misses 2-pt shot from 2 ft,,22-25,,
1:22.0,Offensive rebound by W. Iwundu,,22-25,,
1:22.0,W. Iwundu makes 2-pt shot at rim,2,24-25,,
1:03.0,,,24-25,,S. Ojeleye misses 3-pt shot from 26 ft
1:02.0,Defensive rebound by D. Augustin,,24-25,,
0:58.0,A. Gordon makes 2-pt shot at rim (assist by S. Mack),2,26-25,,
0:46.0,,,26-25,,M. Smart misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by W. Iwundu,,26-25,,
0:37.0,D. Augustin makes 2-pt shot from 1 ft,2,28-25,,
0:25.0,Personal foul by A. Gordon (drawn by T. Rozier),,28-25,,
0:25.0,,,28-25,,D. Theis enters the game for J. Brown
0:25.0,,,28-25,,A. Horford enters the game for S. Ojeleye
0:25.0,,,28-25,,J. Tatum enters the game for A. Baynes
0:13.0,,,28-27,2,A. Horford makes 2-pt shot from 4 ft (assist by D. Theis)
0:06.0,,,28-27,,Personal foul by M. Smart (drawn by D. Augustin)
0:05.0,Turnover by W. Iwundu (bad pass; steal by T. Rozier),,28-27,,
0:03.0,,,28-29,2,T. Rozier makes 2-pt shot at rim
0:00.0,W. Iwundu misses 3-pt shot from 27 ft,,28-29,,
0:00.0,Offensive rebound by Team,,28-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,28-29,,Personal foul by A. Horford (drawn by M. Speights)
11:39.0,,,28-29,,Violation by D. Theis (def goaltending)
11:39.0,M. Speights makes 2-pt shot from 4 ft (assist by D. Augustin),2,30-29,,
11:20.0,,,30-31,2,M. Smart makes 2-pt shot from 1 ft (assist by A. Horford)
11:00.0,M. Speights misses 2-pt shot from 11 ft,,30-31,,
10:58.0,Offensive rebound by D. Augustin,,30-31,,
10:41.0,D. Augustin makes 2-pt shot from 1 ft (assist by S. Mack),2,32-31,,
10:29.0,,,32-33,2,D. Theis makes 2-pt shot at rim (assist by M. Smart)
10:17.0,D. Augustin makes 3-pt shot from 26 ft,3,35-33,,
10:06.0,,,35-33,,T. Rozier misses 2-pt shot from 19 ft
10:03.0,Defensive rebound by W. Iwundu,,35-33,,
9:58.0,M. Speights makes 3-pt shot from 29 ft (assist by W. Iwundu),3,38-33,,
9:43.0,,,38-35,2,D. Theis makes 2-pt shot at rim (assist by M. Smart)
9:20.0,M. Hezonja misses 3-pt shot from 32 ft,,38-35,,
9:16.0,,,38-35,,Defensive rebound by D. Theis
9:04.0,,,38-35,,T. Rozier misses 3-pt shot from 23 ft
9:01.0,,,38-35,,Offensive rebound by D. Theis
8:59.0,,,38-35,,Offensive foul by J. Tatum (drawn by S. Mack)
8:59.0,,,38-35,,Turnover by J. Tatum (offensive foul)
8:35.0,Shooting foul by J. Tatum (drawn by D. Augustin),,38-35,,
8:35.0,D. Augustin makes free throw 1 of 3,1,39-35,,
8:35.0,D. Augustin makes free throw 2 of 3,1,40-35,,
8:35.0,,,40-35,,K. Irving enters the game for D. Theis
8:35.0,,,40-35,,M. Morris enters the game for M. Smart
8:35.0,D. Augustin makes free throw 3 of 3,1,41-35,,
8:19.0,,,41-37,2,K. Irving makes 2-pt shot from 12 ft
7:57.0,S. Mack misses 2-pt shot from 2 ft,,41-37,,
7:56.0,Offensive rebound by M. Hezonja,,41-37,,
7:56.0,M. Hezonja makes 2-pt shot at rim,2,43-37,,
7:34.0,,,43-37,,A. Horford misses 2-pt shot from 8 ft (block by M. Speights)
7:31.0,Defensive rebound by S. Mack,,43-37,,
7:27.0,S. Mack makes 2-pt shot from 1 ft,2,45-37,,
7:00.0,Personal foul by M. Hezonja (drawn by M. Morris),,45-37,,
6:47.0,,,45-39,2,M. Morris makes 2-pt shot from 4 ft (assist by A. Horford)
6:24.0,Shooting foul by M. Morris (drawn by M. Hezonja),,45-39,,
6:24.0,,,45-39,,Boston full timeout
6:24.0,,,45-39,,J. Brown enters the game for T. Rozier
6:24.0,,,45-39,,D. Theis enters the game for A. Horford
6:24.0,E. Fournier enters the game for M. Speights,,45-39,,
6:24.0,K. Birch enters the game for W. Iwundu,,45-39,,
6:24.0,M. Hezonja misses free throw 1 of 2,,45-39,,
6:24.0,Offensive rebound by Team,,45-39,,
6:24.0,M. Hezonja misses free throw 2 of 2,,45-39,,
6:24.0,,,45-39,,Defensive rebound by J. Brown
6:09.0,Personal foul by D. Augustin (drawn by K. Irving),,45-39,,
5:57.0,,,45-41,2,J. Tatum makes 2-pt shot from 20 ft (assist by D. Theis)
5:42.0,M. Hezonja misses 2-pt shot from 20 ft,,45-41,,
5:40.0,,,45-41,,Defensive rebound by K. Irving
5:37.0,Personal foul by S. Mack (drawn by K. Irving),,45-41,,
5:37.0,J. Simmons enters the game for S. Mack,,45-41,,
5:37.0,A. Gordon enters the game for M. Hezonja,,45-41,,
5:37.0,E. Payton enters the game for D. Augustin,,45-41,,
5:29.0,,,45-41,,Turnover by J. Brown (traveling)
5:14.0,E. Fournier makes 3-pt shot from 25 ft (assist by A. Gordon),3,48-41,,
5:01.0,,,48-41,,Shooting foul by K. Birch (drawn by K. Irving)
5:01.0,,,48-42,1,K. Irving makes free throw 1 of 2
5:01.0,,,48-42,,M. Smart enters the game for J. Tatum
5:01.0,,,48-43,1,K. Irving makes free throw 2 of 2
4:45.0,E. Fournier misses 3-pt shot from 24 ft,,48-43,,
4:41.0,,,48-43,,Defensive rebound by D. Theis
4:39.0,Personal foul by J. Simmons (drawn by M. Morris),,48-43,,
4:39.0,,,48-44,1,M. Morris makes free throw 1 of 2
4:39.0,,,48-45,1,M. Morris makes free throw 2 of 2
4:18.0,,,48-45,,Personal foul by M. Smart (drawn by J. Simmons)
4:11.0,J. Simmons makes 2-pt shot from 17 ft,2,50-45,,
3:54.0,,,50-45,,K. Irving misses 2-pt shot from 4 ft
3:52.0,Defensive rebound by A. Gordon,,50-45,,
3:46.0,E. Fournier makes 2-pt shot from 20 ft (assist by A. Gordon),2,52-45,,
3:31.0,,,52-45,,Shooting foul by K. Birch (drawn by M. Morris)
3:31.0,,,52-46,1,M. Morris makes free throw 1 of 2
3:31.0,,,52-46,,A. Horford enters the game for D. Theis
3:31.0,,,52-47,1,M. Morris makes free throw 2 of 2
3:19.0,E. Fournier makes 2-pt shot from 1 ft (assist by A. Gordon),2,54-47,,
3:06.0,,,54-47,,M. Morris misses 3-pt shot from 23 ft
3:06.0,Defensive rebound by K. Birch,,54-47,,
2:54.0,Turnover by E. Fournier (bad pass; steal by M. Morris),,54-47,,
2:47.0,,,54-47,,K. Irving misses 2-pt shot from 2 ft
2:46.0,,,54-47,,Offensive rebound by M. Morris
2:46.0,,,54-49,2,M. Morris makes 2-pt shot at rim
2:46.0,Orlando full timeout,,54-49,,
2:46.0,B. Biyombo enters the game for K. Birch,,54-49,,
2:25.0,A. Gordon misses 2-pt shot from 12 ft,,54-49,,
2:22.0,,,54-49,,Defensive rebound by K. Irving
2:08.0,,,54-49,,A. Horford misses 2-pt shot from 6 ft (block by B. Biyombo)
2:04.0,,,54-49,,Offensive rebound by K. Irving
2:03.0,,,54-49,,M. Morris misses 3-pt shot from 26 ft
2:03.0,,,54-49,,Offensive rebound by K. Irving
1:58.0,,,54-52,3,J. Brown makes 3-pt shot from 23 ft (assist by M. Smart)
1:28.0,J. Simmons makes 2-pt shot from 2 ft,2,56-52,,
1:13.0,,,56-54,2,K. Irving makes 2-pt shot from 17 ft (assist by A. Horford)
0:45.0,E. Payton makes 2-pt shot from 1 ft,2,58-54,,
0:28.0,,,58-57,3,K. Irving makes 3-pt shot from 25 ft
0:06.0,Offensive charge foul by J. Simmons (drawn by K. Irving),,58-57,,
0:06.0,Turnover by J. Simmons (offensive foul),,58-57,,
0:06.0,D. Augustin enters the game for J. Simmons,,58-57,,
0:03.0,Violation by A. Gordon (def goaltending),,58-57,,
0:03.0,,,58-59,2,M. Morris makes 2-pt shot from 2 ft (assist by K. Irving)
0:00.0,E. Payton misses 2-pt shot from 1 ft,,58-59,,
0:00.0,Offensive rebound by Team,,58-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,A. Gordon misses 2-pt shot from 13 ft,,58-59,,
11:38.0,,,58-59,,Defensive rebound by M. Morris
11:24.0,,,58-59,,A. Horford misses 2-pt shot from 17 ft
11:22.0,Defensive rebound by A. Gordon,,58-59,,
11:15.0,A. Gordon makes 2-pt shot from 1 ft,2,60-59,,
10:56.0,,,60-59,,J. Tatum misses 2-pt shot from 1 ft (block by B. Biyombo)
10:55.0,,,60-59,,Offensive rebound by A. Horford
10:52.0,,,60-59,,K. Irving misses 3-pt shot from 28 ft
10:51.0,,,60-59,,Offensive rebound by J. Tatum
10:49.0,,,60-62,3,K. Irving makes 3-pt shot from 27 ft (assist by J. Tatum)
10:34.0,E. Payton makes 2-pt shot from 1 ft,2,62-62,,
10:16.0,,,62-62,,A. Horford misses 2-pt shot from 1 ft
10:16.0,Defensive rebound by E. Fournier,,62-62,,
10:07.0,E. Payton makes 2-pt shot from 1 ft (assist by E. Fournier),2,64-62,,
10:04.0,,,64-62,,K. Irving misses 2-pt shot from 8 ft
10:02.0,,,64-62,,Offensive rebound by M. Morris
9:49.0,,,64-62,,J. Tatum misses 2-pt shot from 6 ft (block by J. Simmons)
9:46.0,Defensive rebound by A. Gordon,,64-62,,
9:43.0,E. Payton misses 2-pt shot from 1 ft,,64-62,,
9:41.0,,,64-62,,Defensive rebound by J. Brown
9:37.0,,,64-62,,J. Brown misses 2-pt shot from 2 ft
9:37.0,Defensive rebound by A. Gordon,,64-62,,
9:29.0,E. Fournier makes 3-pt shot from 22 ft (assist by A. Gordon),3,67-62,,
9:09.0,,,67-62,,Turnover by J. Brown (bad pass)
8:58.0,B. Biyombo makes 2-pt shot from 6 ft (assist by J. Simmons),2,69-62,,
8:57.0,,,69-62,,Boston full timeout
8:44.0,,,69-62,,Shooting foul by E. Fournier (drawn by J. Brown)
8:44.0,,,69-63,1,J. Brown makes free throw 1 of 2
8:44.0,,,69-64,1,J. Brown makes free throw 2 of 2
8:25.0,E. Fournier misses 2-pt shot from 12 ft (block by J. Brown),,69-64,,
8:23.0,,,69-64,,Defensive rebound by M. Morris
8:04.0,,,69-64,,A. Horford misses 2-pt shot from 4 ft
8:01.0,Defensive rebound by A. Gordon,,69-64,,
7:47.0,A. Gordon makes 2-pt shot at rim,2,71-64,,
7:28.0,,,71-64,,J. Brown misses 3-pt shot from 27 ft
7:26.0,Defensive rebound by J. Simmons,,71-64,,
7:19.0,E. Fournier makes 2-pt shot from 1 ft (assist by J. Simmons),2,73-64,,
6:59.0,,,73-64,,K. Irving misses 2-pt shot from 8 ft
6:56.0,Defensive rebound by J. Simmons,,73-64,,
6:46.0,A. Gordon misses 2-pt shot from 3 ft,,73-64,,
6:43.0,,,73-64,,Defensive rebound by J. Tatum
6:37.0,,,73-64,,M. Morris misses 3-pt shot from 26 ft
6:36.0,Defensive rebound by Team,,73-64,,
6:36.0,,,73-64,,M. Smart enters the game for J. Brown
6:36.0,,,73-64,,S. Larkin enters the game for J. Tatum
6:25.0,E. Fournier makes 2-pt shot from 1 ft,2,75-64,,
6:17.0,Personal foul by J. Simmons (drawn by M. Smart),,75-64,,
6:17.0,S. Mack enters the game for J. Simmons,,75-64,,
6:14.0,Personal foul by E. Fournier (drawn by M. Smart),,75-64,,
6:00.0,,,75-67,3,K. Irving makes 3-pt shot from 24 ft
5:52.0,,,75-67,,Personal foul by S. Larkin (drawn by E. Payton)
5:52.0,,,75-67,,D. Theis enters the game for A. Horford
5:39.0,E. Fournier misses 2-pt shot from 14 ft,,75-67,,
5:36.0,,,75-67,,Defensive rebound by D. Theis
5:26.0,,,75-67,,Turnover by D. Theis (offensive goaltending)
5:11.0,,,75-67,,Personal foul by S. Larkin (drawn by B. Biyombo)
5:01.0,A. Gordon makes 2-pt shot from 1 ft,2,77-67,,
4:46.0,,,77-67,,Turnover by K. Irving (bad pass; steal by E. Fournier)
4:39.0,,,77-67,,Personal foul by D. Theis (drawn by A. Gordon)
4:39.0,,,77-67,,S. Ojeleye enters the game for M. Morris
4:32.0,S. Mack makes 2-pt shot from 2 ft,2,79-67,,
4:18.0,,,79-67,,S. Ojeleye misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by E. Payton,,79-67,,
4:07.0,E. Payton makes 2-pt shot from 8 ft,2,81-67,,
3:49.0,,,81-67,,Turnover by M. Smart (bad pass; steal by S. Mack)
3:45.0,S. Mack makes 2-pt shot at rim,2,83-67,,
3:42.0,,,83-67,,Boston full timeout
3:42.0,K. Birch enters the game for B. Biyombo,,83-67,,
3:29.0,,,83-69,2,K. Irving makes 2-pt shot from 1 ft
3:13.0,A. Gordon misses 2-pt shot from 3 ft (block by D. Theis),,83-69,,
3:10.0,,,83-69,,Defensive rebound by S. Larkin
3:07.0,,,83-69,,Turnover by M. Smart (step out of bounds)
2:49.0,E. Payton makes 2-pt shot from 8 ft (assist by K. Birch),2,85-69,,
2:35.0,,,85-69,,D. Theis misses 2-pt shot from 16 ft
2:32.0,Defensive rebound by E. Payton,,85-69,,
2:19.0,E. Payton misses 2-pt shot from 6 ft (block by D. Theis),,85-69,,
2:18.0,Offensive rebound by Team,,85-69,,
2:18.0,,,85-69,,T. Rozier enters the game for K. Irving
2:14.0,Turnover by A. Gordon (out of bounds lost ball),,85-69,,
2:01.0,,,85-69,,Turnover by M. Smart (bad pass; steal by S. Mack)
1:48.0,E. Fournier misses 3-pt shot from 24 ft,,85-69,,
1:42.0,Offensive rebound by A. Gordon,,85-69,,
1:32.0,E. Fournier misses 2-pt shot from 3 ft,,85-69,,
1:29.0,,,85-69,,Defensive rebound by D. Theis
1:22.0,,,85-69,,Turnover by M. Smart (lost ball; steal by E. Payton)
1:22.0,,,85-69,,Personal foul by M. Smart (drawn by K. Birch)
1:22.0,,,85-69,,A. Horford enters the game for D. Theis
1:22.0,,,85-69,,J. Brown enters the game for M. Smart
1:22.0,M. Hezonja enters the game for A. Gordon,,85-69,,
1:02.0,M. Hezonja makes 2-pt shot from 1 ft (assist by E. Fournier),2,87-69,,
0:44.0,,,87-71,2,A. Horford makes 2-pt shot from 19 ft (assist by S. Larkin)
0:27.0,M. Hezonja makes 3-pt shot from 28 ft (assist by E. Payton),3,90-71,,
0:07.0,Personal foul by S. Mack (drawn by S. Larkin),,90-71,,
0:07.0,,,90-71,,Turnover by J. Brown (bad pass; steal by K. Birch)
0:01.0,K. Birch misses 2-pt shot from 1 ft,,90-71,,
0:01.0,Offensive rebound by Team,,90-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,90-73,2,J. Brown makes 2-pt shot from 2 ft
11:22.0,K. Birch misses 2-pt shot from 12 ft,,90-73,,
11:19.0,,,90-73,,Defensive rebound by T. Rozier
11:15.0,,,90-73,,T. Rozier misses 2-pt shot from 2 ft (block by K. Birch)
11:12.0,Defensive rebound by S. Mack,,90-73,,
11:02.0,S. Mack misses 2-pt shot from 4 ft (block by T. Rozier),,90-73,,
11:02.0,,,90-73,,Defensive rebound by T. Rozier
10:59.0,Personal foul by S. Mack (drawn by K. Irving),,90-73,,
10:54.0,,,90-73,,T. Rozier misses 3-pt shot from 26 ft
10:54.0,Defensive rebound by M. Hezonja,,90-73,,
10:39.0,K. Birch misses 2-pt shot from 5 ft (block by J. Tatum),,90-73,,
10:39.0,Offensive rebound by D. Augustin,,90-73,,
10:29.0,D. Augustin misses 3-pt shot from 26 ft,,90-73,,
10:26.0,Offensive rebound by M. Hezonja,,90-73,,
10:24.0,M. Hezonja misses 3-pt shot from 23 ft,,90-73,,
10:21.0,,,90-73,,Defensive rebound by J. Brown
10:18.0,,,90-73,,J. Tatum misses 3-pt shot from 26 ft
10:16.0,Defensive rebound by K. Birch,,90-73,,
9:56.0,Turnover by D. Augustin (bad pass; steal by T. Rozier),,90-73,,
9:50.0,,,90-73,,T. Rozier misses 2-pt shot from 1 ft
9:49.0,Defensive rebound by K. Birch,,90-73,,
9:46.0,D. Augustin misses 3-pt shot from 25 ft,,90-73,,
9:45.0,Offensive rebound by K. Birch,,90-73,,
9:45.0,K. Birch misses 2-pt shot from 1 ft,,90-73,,
9:45.0,,,90-73,,Defensive rebound by J. Tatum
9:25.0,,,90-75,2,K. Irving makes 2-pt shot from 13 ft
9:24.0,Orlando full timeout,,90-75,,
9:24.0,E. Fournier enters the game for K. Birch,,90-75,,
9:24.0,A. Gordon enters the game for W. Iwundu,,90-75,,
9:06.0,E. Fournier misses 3-pt shot from 25 ft,,90-75,,
9:03.0,,,90-75,,Defensive rebound by J. Tatum
8:55.0,,,90-75,,K. Irving misses 2-pt shot from 1 ft
8:54.0,Defensive rebound by A. Gordon,,90-75,,
8:49.0,Shooting foul by J. Brown (drawn by A. Gordon),,90-75,,
8:49.0,A. Gordon makes free throw 1 of 2,1,91-75,,
8:49.0,A. Gordon misses free throw 2 of 2,,91-75,,
8:49.0,,,91-75,,Defensive rebound by A. Horford
8:36.0,,,91-77,2,J. Tatum makes 2-pt shot from 2 ft (assist by T. Rozier)
8:16.0,D. Augustin misses 2-pt shot from 1 ft,,91-77,,
8:14.0,,,91-77,,Defensive rebound by A. Horford
8:08.0,,,91-77,,Turnover by T. Rozier (bad pass; steal by S. Mack)
8:04.0,S. Mack makes 2-pt shot from 1 ft,2,93-77,,
7:41.0,,,93-79,2,J. Brown makes 2-pt shot from 1 ft (assist by K. Irving)
7:18.0,A. Gordon misses 2-pt shot from 13 ft,,93-79,,
7:13.0,,,93-79,,Defensive rebound by J. Tatum
7:07.0,,,93-79,,A. Horford misses 2-pt shot from 3 ft
7:07.0,,,93-79,,Offensive rebound by J. Tatum
7:07.0,,,93-81,2,J. Tatum makes 2-pt shot at rim
7:07.0,Orlando full timeout,,93-81,,
7:07.0,,,93-81,,M. Morris enters the game for A. Horford
7:07.0,E. Payton enters the game for S. Mack,,93-81,,
7:07.0,K. Birch enters the game for M. Hezonja,,93-81,,
7:07.0,J. Simmons enters the game for D. Augustin,,93-81,,
6:53.0,E. Fournier misses 2-pt shot from 2 ft (block by T. Rozier),,93-81,,
6:52.0,,,93-81,,Defensive rebound by K. Irving
6:34.0,,,93-84,3,J. Tatum makes 3-pt shot from 27 ft (assist by K. Irving)
6:13.0,J. Simmons misses 3-pt shot from 26 ft,,93-84,,
6:11.0,,,93-84,,Defensive rebound by J. Tatum
5:59.0,,,93-84,,Turnover by M. Morris (out of bounds lost ball)
5:41.0,K. Birch misses 2-pt shot from 10 ft,,93-84,,
5:39.0,,,93-84,,Defensive rebound by J. Tatum
5:30.0,,,93-84,,T. Rozier misses 3-pt shot from 23 ft
5:27.0,Defensive rebound by K. Birch,,93-84,,
5:16.0,E. Payton misses 2-pt shot from 2 ft,,93-84,,
5:13.0,Offensive rebound by E. Payton,,93-84,,
5:11.0,Jump ball: M. Morris vs. E. Payton (A. Gordon gains possession),,,,Jump ball: M. Morris vs. E. Payton (A. Gordon gains possession)
5:00.0,A. Gordon misses 2-pt shot from 16 ft,,93-84,,
4:58.0,,,93-84,,Defensive rebound by J. Tatum
4:43.0,,,93-84,,K. Irving misses 2-pt shot from 4 ft (block by K. Birch)
4:42.0,,,93-84,,Offensive rebound by Team
4:42.0,,,93-84,,A. Horford enters the game for T. Rozier
4:40.0,,,93-84,,J. Tatum misses 2-pt shot from 17 ft (block by E. Fournier)
4:40.0,Defensive rebound by A. Gordon,,93-84,,
4:34.0,Shooting foul by M. Morris (drawn by E. Payton),,93-84,,
4:34.0,E. Payton makes free throw 1 of 2,1,94-84,,
4:34.0,E. Payton misses free throw 2 of 2,,94-84,,
4:34.0,,,94-84,,Defensive rebound by A. Horford
4:16.0,,,94-84,,Shooting foul by E. Payton (drawn by K. Irving)
4:16.0,,,94-84,,K. Irving misses free throw 1 of 3
4:16.0,,,94-84,,Offensive rebound by Team
4:16.0,,,94-85,1,K. Irving makes free throw 2 of 3
4:16.0,,,94-86,1,K. Irving makes free throw 3 of 3
3:54.0,E. Payton makes 2-pt shot from 18 ft,2,96-86,,
3:40.0,,,96-86,,K. Irving misses 3-pt shot from 27 ft
3:37.0,Defensive rebound by E. Payton,,96-86,,
3:16.0,,,96-86,,T. Rozier enters the game for M. Morris
3:14.0,E. Fournier misses 2-pt shot from 13 ft,,96-86,,
3:13.0,Offensive rebound by K. Birch,,96-86,,
3:13.0,K. Birch makes 2-pt shot at rim,2,98-86,,
2:57.0,,,98-89,3,A. Horford makes 3-pt shot from 27 ft (assist by K. Irving)
2:38.0,E. Fournier misses 2-pt shot from 13 ft,,98-89,,
2:36.0,,,98-89,,Defensive rebound by J. Brown
2:27.0,Personal foul by J. Simmons (drawn by K. Irving),,98-89,,
2:27.0,S. Mack enters the game for J. Simmons,,98-89,,
2:19.0,,,98-89,,J. Tatum misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by A. Gordon,,98-89,,
1:58.0,E. Fournier misses 2-pt shot from 15 ft,,98-89,,
1:57.0,,,98-89,,Defensive rebound by Team
1:57.0,Loose ball foul by K. Birch (drawn by T. Rozier),,98-89,,
1:42.0,,,98-91,2,K. Irving makes 2-pt shot from 4 ft
