time,Washington,pts.away,score,pts.home,Chicago
0:48.0,,,54-64,2,L. Markkanen makes 2-pt shot from 1 ft (assist by D. Nwaba)
0:33.0,M. Morris misses 3-pt shot from 22 ft,,54-64,,
0:32.0,Offensive rebound by Team,,54-64,,
0:32.0,,,54-64,,B. Portis enters the game for R. Lopez
0:28.0,Shooting foul by D. Nwaba (drawn by B. Beal),,54-64,,
0:28.0,B. Beal makes free throw 1 of 2,1,55-64,,
0:28.0,,,55-64,,D. Valentine enters the game for D. Nwaba
0:28.0,B. Beal makes free throw 2 of 2,1,56-64,,
0:09.0,,,56-67,2,L. Markkanen makes 3-pt shot from 25 ft (assist by C. Payne)
0:09.0,,,56-67,,Shooting foul by T. Satoransky (drawn by L. Markkanen)
0:09.0,,,56-68,1,L. Markkanen makes free throw 1 of 1
0:09.0,,,56-68,,D. Nwaba enters the game for D. Valentine
0:00.0,B. Beal makes 2-pt shot from 1 ft,2,58-68,,
0:00.0,Shooting foul by B. Portis (drawn by B. Beal),,58-68,,
0:00.0,B. Beal makes free throw 1 of 1,1,59-68,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,O. Porter makes 3-pt shot from 22 ft (assist by M. Gortat),3,62-68,,
11:24.0,,,62-71,3,L. Markkanen makes 3-pt shot from 23 ft (assist by D. Valentine)
11:03.0,M. Gortat misses 2-pt shot from 11 ft,,62-71,,
11:01.0,,,62-71,,Defensive rebound by L. Markkanen
10:58.0,,,62-71,,D. Nwaba misses 2-pt shot from 3 ft
10:55.0,,,62-71,,Offensive rebound by D. Nwaba
10:47.0,,,62-71,,Shooting foul by T. Satoransky (drawn by L. Markkanen)
10:47.0,,,62-71,,L. Markkanen misses free throw 1 of 2
10:47.0,,,62-71,,Offensive rebound by Team
10:47.0,,,62-72,1,L. Markkanen makes free throw 2 of 2
10:25.0,O. Porter makes 3-pt shot from 26 ft,3,65-72,,
10:11.0,,,65-72,,Shooting foul by M. Morris (drawn by D. Nwaba)
10:11.0,,,65-73,1,D. Nwaba makes free throw 1 of 2
10:11.0,,,65-74,1,D. Nwaba makes free throw 2 of 2
9:55.0,Turnover by T. Satoransky (bad pass; steal by D. Nwaba),,65-74,,
9:50.0,,,65-74,,D. Nwaba misses 2-pt shot from 1 ft
9:47.0,Defensive rebound by M. Morris,,65-74,,
9:45.0,Turnover by T. Satoransky (traveling),,65-74,,
9:28.0,,,65-74,,Turnover by L. Markkanen (traveling)
9:05.0,Turnover by M. Morris (step out of bounds),,65-74,,
9:02.0,Technical foul by M. Morris,,65-74,,
9:02.0,,,65-75,1,L. Markkanen makes technical free throw
8:58.0,,,65-75,,Offensive charge foul by C. Felicio (drawn by M. Morris)
8:58.0,,,65-75,,Turnover by C. Felicio (offensive foul)
8:44.0,,,65-75,,Violation by C. Payne (kicked ball)
8:44.0,,,65-75,,Violation by C. Payne (kicked ball)
8:28.0,B. Beal misses 2-pt shot from 22 ft,,65-75,,
8:26.0,,,65-75,,Defensive rebound by D. Nwaba
8:24.0,,,65-75,,Turnover by D. Nwaba (bad pass)
8:11.0,Shooting foul by C. Payne (drawn by T. Satoransky),,65-75,,
8:11.0,T. Satoransky makes free throw 1 of 2,1,66-75,,
8:11.0,T. Satoransky makes free throw 2 of 2,1,67-75,,
7:58.0,,,67-77,2,D. Valentine makes 2-pt shot from 11 ft
7:46.0,Turnover by M. Morris (step out of bounds),,67-77,,
7:38.0,,,67-77,,D. Nwaba misses 2-pt shot from 3 ft (block by M. Gortat)
7:34.0,Defensive rebound by B. Beal,,67-77,,
7:29.0,B. Beal makes 2-pt shot from 1 ft,2,69-77,,
7:16.0,,,69-77,,D. Valentine misses 3-pt shot from 25 ft
7:14.0,Defensive rebound by M. Gortat,,69-77,,
7:03.0,B. Beal misses 2-pt shot at rim,,69-77,,
7:01.0,,,69-77,,Defensive rebound by C. Felicio
6:56.0,,,69-79,2,C. Felicio makes 2-pt shot at rim (assist by D. Valentine)
6:40.0,O. Porter misses 3-pt shot from 22 ft,,69-79,,
6:37.0,,,69-79,,Defensive rebound by L. Markkanen
6:28.0,,,69-82,3,C. Payne makes 3-pt shot from 25 ft
6:26.0,Washington full timeout,,69-82,,
6:00.0,M. Gortat misses 2-pt shot from 3 ft,,69-82,,
5:53.0,Offensive rebound by M. Morris,,69-82,,
5:53.0,M. Morris makes 2-pt shot at rim,2,71-82,,
5:41.0,,,71-82,,Turnover by D. Valentine (bad pass)
5:29.0,,,71-82,,Personal foul by D. Valentine (drawn by O. Porter)
5:24.0,B. Beal misses 2-pt shot from 20 ft,,71-82,,
5:20.0,Offensive rebound by M. Gortat,,71-82,,
5:20.0,Turnover by M. Morris (step out of bounds),,71-82,,
5:20.0,,,71-83,1,L. Markkanen makes technical free throw
5:20.0,,,71-83,,J. Grant enters the game for D. Nwaba
5:00.0,,,71-83,,Turnover by J. Grant (bad pass; steal by M. Morris)
4:44.0,B. Beal misses 3-pt shot from 25 ft,,71-83,,
4:39.0,,,71-83,,Defensive rebound by C. Payne
4:36.0,,,71-83,,Turnover by D. Valentine (bad pass)
4:26.0,Offensive foul by M. Gortat (drawn by J. Grant),,71-83,,
4:26.0,Turnover by M. Gortat (offensive foul),,71-83,,
4:26.0,,,71-83,,S. Kilpatrick enters the game for D. Valentine
4:26.0,M. Scott enters the game for M. Gortat,,71-83,,
4:04.0,,,71-85,2,L. Markkanen makes 2-pt shot from 1 ft
3:53.0,M. Scott misses 3-pt shot from 24 ft,,71-85,,
3:50.0,,,71-85,,Defensive rebound by S. Kilpatrick
3:40.0,,,71-85,,L. Markkanen misses 3-pt shot from 24 ft
3:36.0,Defensive rebound by M. Morris,,71-85,,
3:20.0,B. Beal misses 2-pt shot from 1 ft,,71-85,,
3:17.0,,,71-85,,Defensive rebound by L. Markkanen
3:16.0,,,71-85,,Offensive charge foul by S. Kilpatrick (drawn by T. Satoransky)
3:16.0,,,71-85,,Turnover by S. Kilpatrick (offensive foul)
3:06.0,M. Scott makes 2-pt shot from 10 ft (assist by T. Satoransky),2,73-85,,
2:55.0,,,73-85,,C. Payne misses 2-pt shot from 7 ft
2:53.0,,,73-85,,Offensive rebound by C. Felicio
2:51.0,,,73-85,,C. Felicio misses 2-pt shot from 1 ft
2:51.0,,,73-85,,Offensive rebound by Team
2:50.0,,,73-85,,Chicago full timeout
2:50.0,,,73-85,,R. Arcidiacono enters the game for C. Payne
2:50.0,,,73-85,,B. Portis enters the game for L. Markkanen
2:50.0,J. Meeks enters the game for B. Beal,,73-85,,
2:37.0,,,73-85,,J. Grant misses 2-pt shot from 21 ft
2:33.0,Defensive rebound by T. Satoransky,,73-85,,
2:18.0,M. Scott misses 3-pt shot from 24 ft,,73-85,,
2:15.0,,,73-85,,Defensive rebound by B. Portis
2:05.0,,,73-87,2,B. Portis makes 2-pt shot from 13 ft (assist by S. Kilpatrick)
1:43.0,O. Porter makes 2-pt shot from 12 ft (assist by T. Satoransky),2,75-87,,
1:31.0,,,75-87,,S. Kilpatrick misses 2-pt shot from 4 ft
1:28.0,Defensive rebound by J. Meeks,,75-87,,
1:24.0,J. Meeks misses 3-pt shot from 23 ft,,75-87,,
1:20.0,,,75-87,,Defensive rebound by B. Portis
1:05.0,,,75-87,,S. Kilpatrick misses 2-pt shot from 6 ft
1:03.0,,,75-87,,Offensive rebound by C. Felicio
0:58.0,,,75-87,,S. Kilpatrick misses 3-pt shot from 23 ft
0:56.0,Defensive rebound by M. Morris,,75-87,,
0:53.0,,,75-87,,Personal foul by J. Grant (drawn by T. Satoransky)
0:53.0,K. Oubre enters the game for M. Morris,,75-87,,
0:53.0,J. Smith enters the game for O. Porter,,75-87,,
0:47.0,T. Satoransky misses 2-pt shot from 2 ft,,75-87,,
0:45.0,,,75-87,,Defensive rebound by C. Felicio
0:30.0,,,75-87,,J. Grant misses 2-pt shot from 7 ft
0:27.0,Defensive rebound by M. Scott,,75-87,,
0:19.0,Turnover by T. Satoransky (bad pass; steal by R. Arcidiacono),,75-87,,
0:00.0,,,75-87,,J. Grant misses 3-pt shot from 25 ft
0:00.0,,,75-87,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,75-87,,S. Kilpatrick misses 2-pt shot from 1 ft
11:45.0,,,75-87,,Offensive rebound by C. Felicio
11:43.0,,,75-87,,B. Portis misses 3-pt shot from 24 ft
11:40.0,Defensive rebound by T. Frazier,,75-87,,
11:27.0,J. Smith makes 2-pt shot from 20 ft (assist by T. Frazier),2,77-87,,
11:01.0,,,77-89,2,S. Kilpatrick makes 2-pt shot from 6 ft (assist by J. Grant)
10:52.0,,,77-89,,Def 3 sec tech foul by J. Grant
10:52.0,J. Meeks makes technical free throw,1,78-89,,
10:47.0,J. Smith misses 2-pt shot from 17 ft,,78-89,,
10:44.0,,,78-89,,Defensive rebound by S. Kilpatrick
10:38.0,Violation by J. Smith (kicked ball),,78-89,,
10:38.0,,,78-89,,N. Vonleh enters the game for C. Felicio
10:25.0,,,78-89,,B. Portis misses 2-pt shot from 16 ft
10:23.0,Defensive rebound by J. Smith,,78-89,,
10:14.0,K. Oubre makes 2-pt shot from 1 ft,2,80-89,,
9:53.0,,,80-92,3,B. Portis makes 3-pt shot from 25 ft (assist by J. Grant)
9:27.0,,,80-92,,Personal foul by J. Grant (drawn by K. Oubre)
9:25.0,,,80-92,,Personal foul by B. Portis (drawn by J. Smith)
9:16.0,K. Oubre misses 3-pt shot from 26 ft,,80-92,,
9:13.0,,,80-92,,Defensive rebound by S. Kilpatrick
9:03.0,,,80-92,,Offensive charge foul by B. Portis (drawn by K. Oubre)
9:03.0,,,80-92,,Turnover by B. Portis (offensive foul)
8:54.0,Turnover by J. Meeks (bad pass; steal by J. Grant),,80-92,,
8:53.0,,,80-94,2,J. Grant makes 2-pt shot at rim
8:53.0,,,80-94,,Shooting foul by K. Oubre (drawn by J. Grant)
8:53.0,,,80-95,1,J. Grant makes free throw 1 of 1
8:34.0,M. Scott misses 2-pt shot from 13 ft,,80-95,,
8:31.0,,,80-95,,Defensive rebound by N. Vonleh
8:19.0,,,80-95,,R. Arcidiacono misses 3-pt shot from 22 ft
8:13.0,Defensive rebound by J. Smith,,80-95,,
8:08.0,M. Scott misses 2-pt shot from 4 ft,,80-95,,
8:05.0,,,80-95,,Defensive rebound by B. Portis
8:02.0,,,80-95,,Chicago full timeout
8:02.0,,,80-95,,C. Felicio enters the game for B. Portis
8:02.0,B. Beal enters the game for T. Frazier,,80-95,,
8:02.0,O. Porter enters the game for J. Smith,,80-95,,
8:02.0,M. Morris enters the game for J. Meeks,,80-95,,
8:02.0,M. Gortat enters the game for M. Scott,,80-95,,
8:02.0,T. Satoransky enters the game for K. Oubre,,80-95,,
7:44.0,,,80-97,2,S. Kilpatrick makes 2-pt shot from 1 ft (assist by R. Arcidiacono)
7:33.0,,,80-97,,Personal foul by J. Grant (drawn by O. Porter)
7:20.0,B. Beal misses 3-pt shot from 24 ft,,80-97,,
7:17.0,Offensive rebound by T. Satoransky,,80-97,,
7:08.0,B. Beal makes 2-pt shot from 19 ft (assist by T. Satoransky),2,82-97,,
6:46.0,,,82-97,,C. Felicio misses 2-pt shot from 14 ft
6:44.0,,,82-97,,Offensive rebound by C. Felicio
6:28.0,,,82-97,,C. Felicio misses 2-pt shot from 1 ft
6:28.0,,,82-97,,Offensive rebound by Team
6:26.0,,,82-97,,J. Grant misses 3-pt shot from 25 ft
6:23.0,Defensive rebound by M. Gortat,,82-97,,
6:16.0,O. Porter misses 3-pt shot from 24 ft,,82-97,,
6:12.0,,,82-97,,Defensive rebound by C. Felicio
5:59.0,,,82-100,3,N. Vonleh makes 3-pt shot from 25 ft (assist by S. Kilpatrick)
5:44.0,B. Beal makes 2-pt shot at rim (assist by M. Gortat),2,84-100,,
5:30.0,Personal block foul by O. Porter (drawn by S. Kilpatrick),,84-100,,
5:20.0,,,84-100,,Turnover by R. Arcidiacono (bad pass; steal by B. Beal)
5:12.0,M. Morris misses 2-pt shot from 7 ft,,84-100,,
5:05.0,Offensive rebound by O. Porter,,84-100,,
5:05.0,O. Porter misses 2-pt shot at rim,,84-100,,
5:04.0,,,84-100,,Defensive rebound by J. Grant
4:52.0,,,84-100,,S. Kilpatrick misses 3-pt shot from 24 ft
4:50.0,Defensive rebound by M. Morris,,84-100,,
4:39.0,M. Gortat makes 2-pt shot at rim (assist by B. Beal),2,86-100,,
4:24.0,,,86-103,3,J. Grant makes 3-pt shot from 26 ft
4:24.0,,,86-103,,Shooting foul by B. Beal (drawn by J. Grant)
4:24.0,Washington full timeout,,86-103,,
4:24.0,T. Frazier enters the game for B. Beal,,86-103,,
4:24.0,R. Sessions enters the game for M. Morris,,86-103,,
4:24.0,J. Smith enters the game for T. Satoransky,,86-103,,
4:24.0,J. Meeks enters the game for M. Gortat,,86-103,,
4:24.0,M. Scott enters the game for O. Porter,,86-103,,
4:24.0,,,86-103,,J. Grant misses free throw 1 of 1
4:24.0,Defensive rebound by J. Smith,,86-103,,
4:06.0,Offensive charge foul by J. Smith (drawn by R. Arcidiacono),,86-103,,
4:06.0,Turnover by J. Smith (offensive foul),,86-103,,
3:52.0,,,86-103,,S. Kilpatrick misses 2-pt shot from 1 ft
3:50.0,Defensive rebound by M. Scott,,86-103,,
3:43.0,J. Meeks makes 3-pt shot from 23 ft (assist by T. Frazier),3,89-103,,
3:21.0,,,89-106,3,J. Grant makes 3-pt shot from 24 ft (assist by R. Arcidiacono)
3:05.0,J. Meeks makes 2-pt shot from 2 ft (assist by T. Frazier),2,91-106,,
2:48.0,,,91-106,,Offensive charge foul by N. Vonleh (drawn by J. Smith)
2:48.0,,,91-106,,Turnover by N. Vonleh (offensive foul)
2:35.0,T. Frazier misses 3-pt shot from 25 ft,,91-106,,
2:32.0,,,91-106,,Defensive rebound by S. Kilpatrick
2:29.0,,,91-108,2,S. Kilpatrick makes 2-pt shot from 1 ft
2:08.0,Turnover by M. Scott (bad pass; steal by N. Vonleh),,91-108,,
1:45.0,,,91-108,,R. Arcidiacono misses 3-pt shot from 26 ft
1:42.0,Defensive rebound by R. Sessions,,91-108,,
1:36.0,M. Scott makes 3-pt shot from 24 ft (assist by R. Sessions),3,94-108,,
1:23.0,,,94-111,3,S. Kilpatrick makes 3-pt shot from 24 ft
1:17.0,R. Sessions misses 2-pt shot from 7 ft,,94-111,,
1:15.0,,,94-111,,Defensive rebound by N. Vonleh
1:06.0,,,94-113,2,C. Felicio makes 2-pt shot from 1 ft (assist by J. Grant)
0:47.0,J. Smith misses 2-pt shot at rim,,94-113,,
0:45.0,,,94-113,,Defensive rebound by C. Felicio
0:28.0,,,94-113,,J. Grant misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by J. Meeks,,94-113,,
0:21.0,J. Smith misses 3-pt shot from 25 ft,,94-113,,
0:18.0,,,94-113,,Defensive rebound by S. Kilpatrick
