time,Cleveland,pts.away,score,pts.home,Golden State
1:17.0,,,92-95,,Violation by A. Iguodala (kicked ball)
1:10.0,Turnover by L. James (bad pass),,92-95,,
1:10.0,J. Green enters the game for K. Love,,92-95,,
0:58.0,,,92-95,,A. Iguodala misses 3-pt shot from 26 ft
0:55.0,,,92-95,,Offensive rebound by D. Green
0:34.0,,,92-95,,J. Bell misses 3-pt shot from 26 ft
0:30.0,,,92-95,,Offensive rebound by Team
0:30.0,K. Love enters the game for J. Green,,92-95,,
0:26.0,L. James misses 2-pt shot from 6 ft (block by K. Durant),,92-95,,
0:24.0,,,92-95,,Defensive rebound by Team
0:24.0,J. Green enters the game for K. Love,,92-95,,
0:21.0,Personal foul by J. Smith (drawn by D. Green),,92-95,,
0:18.0,Personal foul by J. Green (drawn by K. Thompson),,92-95,,
0:18.0,,,92-96,1,K. Thompson makes free throw 1 of 2
0:18.0,K. Love enters the game for D. Wade,,92-96,,
0:18.0,K. Korver enters the game for J. Green,,92-96,,
0:18.0,,,92-97,1,K. Thompson makes free throw 2 of 2
0:18.0,Cleveland full timeout,,92-97,,
0:18.0,D. Wade enters the game for J. Crowder,,92-97,,
0:16.0,K. Love misses 3-pt shot from 28 ft,,92-97,,
0:13.0,,,92-97,,Defensive rebound by J. Bell
0:06.0,Personal foul by L. James (drawn by K. Thompson),,92-97,,
0:06.0,,,92-98,1,K. Thompson makes free throw 1 of 2
0:06.0,,,92-99,1,K. Thompson makes free throw 2 of 2
