time,Phoenix,pts.away,score,pts.home,San Antonio
7:44.0,,,9-12,2,B. Forbes makes 2-pt shot from 1 ft (assist by K. Leonard)
7:38.0,D. Booker misses 2-pt shot from 2 ft,,9-12,,
7:36.0,,,9-12,,Defensive rebound by P. Gasol
7:27.0,,,9-12,,T. Parker misses 2-pt shot from 1 ft (block by J. Jackson)
7:27.0,Defensive rebound by D. Booker,,9-12,,
7:23.0,D. Booker makes 2-pt shot from 15 ft,2,11-12,,
7:21.0,,,11-12,,San Antonio full timeout
7:21.0,,,11-12,,J. Lauvergne enters the game for K. Anderson
7:21.0,,,11-12,,D. Bertans enters the game for P. Gasol
7:21.0,D. Bender enters the game for M. Chriss,,11-12,,
7:02.0,,,11-12,,K. Leonard misses 2-pt shot from 16 ft
7:00.0,Defensive rebound by D. Booker,,11-12,,
6:44.0,Turnover by D. Bender (lost ball; steal by K. Leonard),,11-12,,
6:36.0,,,11-12,,B. Forbes misses 3-pt shot from 24 ft
6:32.0,Defensive rebound by D. Bender,,11-12,,
6:23.0,T. Ulis misses 3-pt shot from 25 ft,,11-12,,
6:18.0,,,11-12,,Defensive rebound by D. Bertans
6:11.0,,,11-14,2,K. Leonard makes 2-pt shot from 8 ft
5:54.0,D. Booker makes 2-pt shot from 12 ft,2,13-14,,
5:39.0,,,13-14,,D. Bertans misses 2-pt shot from 1 ft
5:36.0,Defensive rebound by T. Chandler,,13-14,,
5:33.0,Turnover by D. Booker (lost ball; steal by B. Forbes),,13-14,,
5:17.0,,,13-14,,D. Bertans misses 3-pt shot from 22 ft
5:14.0,Defensive rebound by J. Jackson,,13-14,,
5:08.0,T. Ulis makes 2-pt shot from 14 ft,2,15-14,,
4:52.0,,,15-14,,K. Leonard misses 3-pt shot from 25 ft
4:48.0,,,15-14,,Offensive rebound by J. Lauvergne
4:47.0,,,15-17,3,B. Forbes makes 3-pt shot from 25 ft (assist by J. Lauvergne)
4:24.0,D. Booker makes 2-pt shot at rim,2,17-17,,
4:16.0,,,17-17,,Turnover by J. Lauvergne (bad pass)
4:16.0,,,17-17,,P. Mills enters the game for K. Leonard
4:16.0,,,17-17,,M. Ginobili enters the game for T. Parker
4:16.0,,,17-17,,K. Anderson enters the game for B. Forbes
4:16.0,T. Daniels enters the game for D. Booker,,17-17,,
4:16.0,D. House enters the game for T. Chandler,,17-17,,
4:16.0,A. Len enters the game for J. Jackson,,17-17,,
3:57.0,Shooting foul by D. Bertans (drawn by T. Ulis),,17-17,,
3:57.0,T. Ulis makes free throw 1 of 2,1,18-17,,
3:57.0,T. Ulis makes free throw 2 of 2,1,19-17,,
3:43.0,,,19-20,3,D. Bertans makes 3-pt shot from 26 ft (assist by M. Ginobili)
3:28.0,T. Ulis misses 2-pt shot from 10 ft,,19-20,,
3:26.0,,,19-20,,Defensive rebound by K. Anderson
3:15.0,,,19-20,,P. Mills misses 3-pt shot from 24 ft
3:11.0,Defensive rebound by D. House,,19-20,,
3:01.0,D. Bender misses 2-pt shot from 8 ft,,19-20,,
3:00.0,,,19-20,,Defensive rebound by P. Mills
2:47.0,,,19-22,2,M. Ginobili makes 2-pt shot from 6 ft
2:47.0,Phoenix full timeout,,19-22,,
2:42.0,D. House misses 2-pt shot from 2 ft,,19-22,,
2:42.0,,,19-22,,Defensive rebound by Team
2:27.0,,,19-24,2,D. Bertans makes 2-pt shot from 4 ft (assist by K. Anderson)
2:09.0,D. House misses 3-pt shot from 23 ft,,19-24,,
2:07.0,Offensive rebound by Team,,19-24,,
2:00.0,T. Daniels makes 2-pt shot at rim (assist by D. Bender),2,21-24,,
1:46.0,,,21-24,,J. Lauvergne misses 2-pt shot from 5 ft
1:46.0,Defensive rebound by A. Len,,21-24,,
1:38.0,T. Daniels misses 2-pt shot from 2 ft,,21-24,,
1:38.0,,,21-24,,Defensive rebound by J. Lauvergne
1:28.0,,,21-24,,K. Anderson misses 2-pt shot at rim
1:26.0,Defensive rebound by A. Len,,21-24,,
1:13.0,D. Bender makes 3-pt shot from 24 ft (assist by T. Daniels),3,24-24,,
0:55.0,,,24-24,,Turnover by J. Lauvergne (traveling)
0:55.0,M. Chriss enters the game for D. Bender,,24-24,,
0:49.0,Offensive foul by T. Daniels (drawn by M. Ginobili),,24-24,,
0:49.0,Turnover by T. Daniels (offensive foul),,24-24,,
0:34.0,,,24-26,2,M. Ginobili makes 2-pt shot from 1 ft
0:16.0,T. Daniels makes 2-pt shot from 20 ft (assist by T. Ulis),2,26-26,,
0:05.0,Personal foul by T. Daniels (drawn by M. Ginobili),,26-26,,
0:00.0,,,26-26,,J. Lauvergne misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by D. House,,26-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,A. Len makes 2-pt shot from 1 ft (assist by D. Booker),2,28-26,,
11:52.0,Shooting foul by K. Anderson (drawn by A. Len),,28-26,,
11:52.0,A. Len misses free throw 1 of 1,,28-26,,
11:48.0,,,28-26,,Defensive rebound by K. Anderson
11:38.0,,,28-26,,M. Ginobili misses 2-pt shot from 6 ft
11:35.0,Defensive rebound by D. Booker,,28-26,,
11:30.0,M. Chriss misses 2-pt shot at rim (block by K. Leonard),,28-26,,
11:30.0,Offensive rebound by Team,,28-26,,
11:28.0,A. Len makes 2-pt shot from 1 ft (assist by D. Booker),2,30-26,,
11:14.0,,,30-26,,K. Leonard misses 3-pt shot from 22 ft
11:11.0,Defensive rebound by D. Booker,,30-26,,
11:08.0,M. Chriss makes 2-pt shot from 1 ft (assist by D. Booker),2,32-26,,
11:07.0,,,32-26,,San Antonio full timeout
11:07.0,,,32-26,,T. Parker enters the game for P. Mills
11:07.0,,,32-26,,B. Forbes enters the game for M. Ginobili
10:44.0,,,32-26,,Turnover by T. Parker (bad pass; steal by D. House)
10:38.0,M. Chriss makes 2-pt shot at rim (assist by D. House),2,34-26,,
10:19.0,,,34-26,,P. Gasol misses 3-pt shot from 23 ft
10:16.0,Defensive rebound by D. Booker,,34-26,,
10:04.0,Turnover by D. Booker (bad pass),,34-26,,
9:53.0,,,34-28,2,K. Leonard makes 2-pt shot from 15 ft
9:32.0,D. Booker misses 2-pt shot from 1 ft,,34-28,,
9:30.0,,,34-28,,Defensive rebound by K. Anderson
9:21.0,,,34-30,2,K. Leonard makes 2-pt shot from 17 ft (assist by K. Anderson)
9:05.0,D. Booker misses 2-pt shot from 4 ft (block by K. Anderson),,34-30,,
9:03.0,,,34-30,,Defensive rebound by B. Forbes
9:00.0,,,34-32,2,T. Parker makes 2-pt shot from 6 ft
9:00.0,Phoenix full timeout,,34-32,,
9:00.0,,,34-32,,D. Bertans enters the game for K. Anderson
9:00.0,T. Ulis enters the game for T. Daniels,,34-32,,
9:00.0,J. Jackson enters the game for D. House,,34-32,,
8:50.0,Turnover by M. Chriss (traveling),,34-32,,
8:37.0,,,34-34,2,K. Leonard makes 2-pt shot from 1 ft
8:13.0,J. Jackson misses 2-pt shot from 11 ft,,34-34,,
8:11.0,,,34-34,,Defensive rebound by Team
8:11.0,Loose ball foul by M. Chriss (drawn by D. Bertans),,34-34,,
7:53.0,,,34-36,2,B. Forbes makes 2-pt shot from 17 ft
7:38.0,D. Booker misses 2-pt shot at rim,,34-36,,
7:35.0,,,34-36,,Defensive rebound by D. Bertans
7:27.0,Personal foul by J. Jackson (drawn by P. Gasol),,34-36,,
7:27.0,T. Chandler enters the game for M. Chriss,,34-36,,
7:27.0,D. Bender enters the game for A. Len,,34-36,,
7:15.0,,,34-36,,K. Leonard misses 2-pt shot from 12 ft
7:13.0,Defensive rebound by J. Jackson,,34-36,,
7:08.0,,,34-36,,Shooting block foul by P. Gasol (drawn by J. Jackson)
7:08.0,J. Jackson misses free throw 1 of 2,,34-36,,
7:08.0,Offensive rebound by Team,,34-36,,
7:08.0,J. Jackson makes free throw 2 of 2,1,35-36,,
6:58.0,Personal foul by D. Bender (drawn by D. Bertans),,35-36,,
6:44.0,,,35-36,,B. Forbes misses 2-pt shot from 2 ft
6:42.0,Defensive rebound by T. Chandler,,35-36,,
6:24.0,T. Ulis misses 3-pt shot from 25 ft,,35-36,,
6:20.0,,,35-36,,Defensive rebound by K. Leonard
6:15.0,,,35-39,3,K. Leonard makes 3-pt shot from 25 ft
5:59.0,Turnover by J. Jackson (bad pass; steal by K. Leonard),,35-39,,
5:58.0,,,35-39,,Shooting foul by J. Jackson (drawn by K. Leonard)
5:58.0,,,35-39,,K. Leonard misses free throw 1 of 2
5:58.0,,,35-39,,Offensive rebound by Team
5:58.0,T. Daniels enters the game for D. Booker,,35-39,,
5:58.0,,,35-39,,M. Ginobili enters the game for B. Forbes
5:58.0,,,35-40,1,K. Leonard makes free throw 2 of 2
5:48.0,Turnover by T. Chandler (bad pass; steal by M. Ginobili),,35-40,,
5:38.0,,,35-40,,Turnover by K. Leonard (bad pass; steal by T. Daniels)
5:38.0,,,35-40,,Personal foul by M. Ginobili (drawn by T. Daniels)
5:30.0,J. Jackson makes 3-pt shot from 25 ft,3,38-40,,
5:14.0,,,38-40,,Shooting foul by T. Chandler (drawn by P. Gasol)
5:14.0,,,38-40,,P. Gasol misses free throw 1 of 2
5:14.0,,,38-40,,Offensive rebound by Team
5:14.0,,,38-40,,P. Mills enters the game for K. Leonard
5:14.0,,,38-40,,B. Forbes enters the game for T. Parker
5:14.0,,,38-41,1,P. Gasol makes free throw 2 of 2
4:59.0,D. Bender misses 3-pt shot from 24 ft,,38-41,,
4:59.0,,,38-41,,Defensive rebound by P. Gasol
4:46.0,,,38-43,2,B. Forbes makes 2-pt shot from 16 ft (assist by M. Ginobili)
4:21.0,T. Ulis misses 3-pt shot from 25 ft,,38-43,,
4:18.0,,,38-43,,Defensive rebound by P. Mills
4:14.0,,,38-43,,P. Mills misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by T. Chandler,,38-43,,
4:05.0,T. Ulis makes 2-pt shot from 7 ft,2,40-43,,
3:46.0,,,40-45,2,P. Gasol makes 2-pt shot from 18 ft (assist by D. Bertans)
3:35.0,T. Ulis misses 3-pt shot from 25 ft,,40-45,,
3:33.0,,,40-45,,Defensive rebound by D. Bertans
3:27.0,Shooting block foul by J. Jackson (drawn by M. Ginobili),,40-45,,
3:27.0,,,40-46,1,M. Ginobili makes free throw 1 of 2
3:27.0,,,40-46,,J. Lauvergne enters the game for P. Gasol
3:27.0,D. Booker enters the game for T. Ulis,,40-46,,
3:27.0,D. House enters the game for J. Jackson,,40-46,,
3:27.0,M. Chriss enters the game for D. Bender,,40-46,,
3:27.0,,,40-47,1,M. Ginobili makes free throw 2 of 2
3:10.0,D. Booker misses 2-pt shot from 16 ft,,40-47,,
3:08.0,Offensive rebound by D. House,,40-47,,
3:06.0,D. House misses 2-pt shot from 3 ft,,40-47,,
3:06.0,,,40-47,,Defensive rebound by B. Forbes
2:56.0,,,40-47,,San Antonio full timeout
2:56.0,,,40-47,,K. Leonard enters the game for J. Lauvergne
2:42.0,,,40-47,,D. Bertans misses 2-pt shot from 14 ft
2:39.0,,,40-47,,Offensive rebound by B. Forbes
2:22.0,,,40-47,,D. Bertans misses 2-pt shot from 6 ft
2:19.0,,,40-47,,Offensive rebound by D. Bertans
2:10.0,,,40-49,2,B. Forbes makes 2-pt shot from 5 ft (assist by K. Leonard)
1:57.0,T. Daniels misses 3-pt shot from 25 ft,,40-49,,
1:53.0,,,40-49,,Defensive rebound by M. Ginobili
1:39.0,,,40-49,,B. Forbes misses 3-pt shot from 24 ft
1:36.0,Defensive rebound by T. Chandler,,40-49,,
1:20.0,M. Chriss makes 2-pt shot from 1 ft,2,42-49,,
1:01.0,,,42-49,,D. Bertans misses 3-pt shot from 26 ft
0:58.0,Defensive rebound by T. Chandler,,42-49,,
0:52.0,Offensive charge foul by D. Booker (drawn by M. Ginobili),,42-49,,
0:52.0,Turnover by D. Booker (offensive foul),,42-49,,
0:52.0,T. Ulis enters the game for D. Booker,,42-49,,
0:33.0,,,42-49,,K. Leonard misses 2-pt shot from 7 ft
0:32.0,Defensive rebound by T. Chandler,,42-49,,
0:17.0,M. Chriss misses 3-pt shot from 26 ft,,42-49,,
0:13.0,Offensive rebound by D. House,,42-49,,
0:11.0,T. Daniels misses 3-pt shot from 23 ft,,42-49,,
0:09.0,Offensive rebound by T. Chandler,,42-49,,
0:03.0,,,42-49,,Personal foul by M. Ginobili (drawn by M. Chriss)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,M. Chriss misses 2-pt shot from 1 ft (block by K. Leonard),,42-49,,
11:44.0,Offensive rebound by T. Chandler,,42-49,,
11:43.0,M. Chriss makes 2-pt shot from 1 ft (assist by J. Jackson),2,44-49,,
11:26.0,,,44-51,2,P. Gasol makes 2-pt shot from 18 ft (assist by B. Forbes)
11:12.0,Turnover by T. Chandler (bad pass; steal by B. Forbes),,44-51,,
11:08.0,,,44-51,,B. Forbes misses 2-pt shot from 3 ft
11:03.0,,,44-51,,Offensive rebound by K. Leonard
11:03.0,,,44-53,2,K. Leonard makes 2-pt shot at rim
10:54.0,D. Booker misses 3-pt shot from 25 ft,,44-53,,
10:54.0,,,44-53,,Defensive rebound by P. Gasol
10:46.0,,,44-56,3,P. Gasol makes 3-pt shot from 25 ft (assist by T. Parker)
10:19.0,M. Chriss misses 3-pt shot from 25 ft,,44-56,,
10:17.0,,,44-56,,Defensive rebound by P. Gasol
10:08.0,,,44-56,,Shooting foul by J. Jackson (drawn by K. Leonard)
9:57.0,,,44-56,,K. Leonard misses 2-pt shot from 17 ft
9:57.0,,,44-56,,Offensive rebound by Team
9:57.0,Loose ball foul by T. Ulis (drawn by P. Gasol),,44-56,,
9:52.0,,,44-56,,B. Forbes misses 2-pt shot from 15 ft
9:52.0,Defensive rebound by T. Chandler,,44-56,,
9:32.0,Turnover by J. Jackson (lost ball; steal by K. Leonard),,44-56,,
9:29.0,,,44-56,,Turnover by B. Forbes (bad pass; steal by T. Ulis)
9:26.0,M. Chriss makes 2-pt shot from 2 ft (assist by T. Ulis),2,46-56,,
9:09.0,,,46-56,,Turnover by P. Gasol (bad pass; steal by J. Jackson)
9:04.0,D. Booker makes 2-pt shot from 2 ft (assist by J. Jackson),2,48-56,,
8:51.0,,,48-56,,K. Leonard misses 3-pt shot from 25 ft
8:47.0,Defensive rebound by M. Chriss,,48-56,,
8:45.0,Shooting foul by B. Forbes (drawn by D. Booker),,48-56,,
8:45.0,D. Booker makes free throw 1 of 2,1,49-56,,
8:45.0,D. House enters the game for J. Jackson,,49-56,,
8:45.0,D. Booker makes free throw 2 of 2,1,50-56,,
8:30.0,,,50-58,2,K. Leonard makes 2-pt shot from 13 ft (assist by T. Parker)
8:08.0,Shooting foul by P. Gasol (drawn by D. House),,50-58,,
8:08.0,D. House makes free throw 1 of 2,1,51-58,,
8:08.0,,,51-58,,D. Bertans enters the game for P. Gasol
8:08.0,,,51-58,,M. Ginobili enters the game for B. Forbes
8:08.0,D. House makes free throw 2 of 2,1,52-58,,
7:59.0,,,52-58,,Turnover by M. Ginobili (out of bounds lost ball)
7:53.0,,,52-58,,Personal foul by M. Ginobili (drawn by D. Booker)
7:45.0,Turnover by M. Chriss (bad pass; steal by K. Anderson),,52-58,,
7:45.0,Personal foul by M. Chriss (drawn by M. Ginobili),,52-58,,
7:28.0,,,52-58,,M. Ginobili misses 3-pt shot from 24 ft
7:24.0,,,52-58,,Offensive rebound by T. Parker
7:21.0,,,52-60,2,D. Bertans makes 2-pt shot from 15 ft (assist by T. Parker)
7:07.0,Turnover by T. Ulis (bad pass; steal by M. Ginobili),,52-60,,
7:03.0,,,52-62,2,M. Ginobili makes 2-pt shot from 1 ft
7:03.0,Phoenix full timeout,,52-62,,
7:03.0,,,52-62,,B. Paul enters the game for K. Anderson
7:03.0,T. Daniels enters the game for D. Booker,,52-62,,
6:37.0,T. Ulis misses 3-pt shot from 28 ft,,52-62,,
6:36.0,,,52-62,,Defensive rebound by B. Paul
6:24.0,,,52-64,2,K. Leonard makes 2-pt shot at rim (assist by M. Ginobili)
6:17.0,D. House misses 2-pt shot from 1 ft (block by D. Bertans),,52-64,,
6:17.0,Offensive rebound by D. House,,52-64,,
6:05.0,D. House misses 2-pt shot at rim,,52-64,,
6:02.0,Offensive rebound by D. House,,52-64,,
6:02.0,D. House makes 2-pt shot at rim,2,54-64,,
5:48.0,,,54-64,,K. Leonard misses 2-pt shot from 10 ft
5:48.0,Defensive rebound by T. Chandler,,54-64,,
5:34.0,M. Chriss makes 2-pt shot from 1 ft,2,56-64,,
5:34.0,,,56-64,,San Antonio full timeout
5:34.0,,,56-64,,P. Mills enters the game for K. Leonard
5:34.0,,,56-64,,D. Murray enters the game for T. Parker
5:34.0,D. Bender enters the game for T. Chandler,,56-64,,
5:26.0,,,56-64,,Turnover by P. Mills (out of bounds lost ball)
5:17.0,Turnover by D. Bender (traveling),,56-64,,
4:57.0,,,56-64,,M. Ginobili misses 2-pt shot from 18 ft
4:55.0,Defensive rebound by M. Chriss,,56-64,,
4:50.0,M. Chriss misses 3-pt shot from 24 ft,,56-64,,
4:46.0,,,56-64,,Defensive rebound by D. Murray
4:39.0,,,56-66,2,D. Bertans makes 2-pt shot at rim (assist by B. Paul)
4:39.0,Violation by M. Chriss (def goaltending),,56-66,,
4:27.0,D. Bender misses 3-pt shot from 25 ft,,56-66,,
4:24.0,Offensive rebound by M. Chriss,,56-66,,
4:22.0,D. House makes 3-pt shot from 25 ft (assist by M. Chriss),3,59-66,,
4:01.0,,,59-66,,P. Mills misses 3-pt shot from 25 ft
3:58.0,Defensive rebound by D. Bender,,59-66,,
3:43.0,T. Daniels misses 3-pt shot from 26 ft,,59-66,,
3:40.0,,,59-66,,Defensive rebound by D. Bertans
3:35.0,,,59-66,,D. Murray misses 2-pt shot from 2 ft
3:33.0,Defensive rebound by T. Daniels,,59-66,,
3:29.0,Shooting foul by D. Murray (drawn by T. Ulis),,59-66,,
3:29.0,T. Ulis makes free throw 1 of 2,1,60-66,,
3:29.0,,,60-66,,P. Gasol enters the game for D. Bertans
3:29.0,A. Len enters the game for M. Chriss,,60-66,,
3:29.0,T. Ulis makes free throw 2 of 2,1,61-66,,
3:18.0,,,61-66,,Shooting foul by D. House (drawn by M. Ginobili)
3:18.0,,,61-67,1,M. Ginobili makes free throw 1 of 2
3:18.0,,,61-67,,K. Anderson enters the game for B. Paul
3:18.0,D. Booker enters the game for T. Ulis,,61-67,,
3:18.0,,,61-68,1,M. Ginobili makes free throw 2 of 2
3:00.0,D. Bender makes 2-pt shot from 1 ft (assist by D. Booker),2,63-68,,
2:45.0,,,63-68,,P. Gasol misses 2-pt shot from 7 ft
2:43.0,,,63-68,,Offensive rebound by K. Anderson
2:32.0,,,63-68,,Turnover by D. Murray (lost ball; steal by D. Bender)
2:28.0,D. House makes 2-pt shot at rim (assist by T. Daniels),2,65-68,,
2:17.0,,,65-71,3,M. Ginobili makes 3-pt shot from 25 ft
1:58.0,D. Bender misses 3-pt shot from 23 ft,,65-71,,
1:52.0,Offensive rebound by A. Len,,65-71,,
1:52.0,A. Len makes 2-pt shot at rim,2,67-71,,
1:39.0,,,67-71,,Shooting foul by D. Bender (drawn by K. Anderson)
1:39.0,,,67-71,,K. Anderson misses free throw 1 of 2
1:39.0,,,67-71,,Offensive rebound by Team
1:39.0,,,67-72,1,K. Anderson makes free throw 2 of 2
1:24.0,A. Len makes 2-pt shot from 1 ft (assist by D. House),2,69-72,,
1:24.0,Shooting foul by D. Murray (drawn by A. Len),,69-72,,
1:24.0,A. Len misses free throw 1 of 1,,69-72,,
1:21.0,,,69-72,,Defensive rebound by P. Gasol
1:11.0,,,69-74,2,M. Ginobili makes 2-pt shot from 1 ft
0:46.0,D. House misses 2-pt shot from 5 ft (block by M. Ginobili),,69-74,,
0:42.0,,,69-74,,Defensive rebound by D. Murray
0:40.0,,,69-77,3,M. Ginobili makes 3-pt shot from 25 ft (assist by P. Mills)
0:32.0,D. Booker makes 3-pt shot from 29 ft,3,72-77,,
0:11.0,,,72-80,3,M. Ginobili makes 3-pt shot from 24 ft
0:04.0,D. Booker misses 3-pt shot from 24 ft,,72-80,,
0:02.0,,,72-80,,Defensive rebound by Team
0:00.0,,,72-80,,P. Mills misses 3-pt shot from 45 ft
0:00.0,,,72-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,72-82,2,P. Gasol makes 2-pt shot from 2 ft
11:23.0,Turnover by A. Len (bad pass; steal by K. Anderson),,72-82,,
11:17.0,,,72-82,,B. Forbes misses 2-pt shot from 14 ft
11:14.0,Defensive rebound by A. Len,,72-82,,
11:07.0,J. Jackson misses 2-pt shot from 6 ft,,72-82,,
11:07.0,,,72-82,,Defensive rebound by P. Gasol
10:57.0,,,72-82,,P. Mills misses 2-pt shot from 18 ft
10:54.0,Defensive rebound by A. Len,,72-82,,
10:46.0,Turnover by D. Booker (bad pass; steal by B. Paul),,72-82,,
10:29.0,,,72-84,2,P. Mills makes 2-pt shot from 18 ft
10:11.0,A. Len makes 2-pt shot at rim (assist by D. Bender),2,74-84,,
10:11.0,Shooting foul by B. Paul (drawn by A. Len),,74-84,,
10:11.0,,,74-84,,T. Parker enters the game for P. Mills
10:11.0,A. Len misses free throw 1 of 1,,74-84,,
10:11.0,M. Chriss enters the game for D. Bender,,74-84,,
10:08.0,,,74-84,,Defensive rebound by B. Paul
10:00.0,,,74-87,3,P. Gasol makes 3-pt shot from 25 ft (assist by T. Parker)
9:35.0,J. Jackson misses 2-pt shot from 5 ft,,74-87,,
9:35.0,,,74-87,,Defensive rebound by Team
9:35.0,Loose ball foul by A. Len (drawn by P. Gasol),,74-87,,
9:35.0,T. Chandler enters the game for A. Len,,74-87,,
9:29.0,Technical foul by J. Jackson (drawn by B. Forbes),,74-87,,
9:29.0,,,74-87,,B. Forbes misses flagrant free throw 1 of 2
9:29.0,,,74-87,,Offensive rebound by Team
9:29.0,,,74-87,,B. Forbes misses flagrant free throw 2 of 2
9:29.0,,,74-87,,Offensive rebound by Team
9:23.0,,,74-87,,Turnover by T. Parker (bad pass; steal by T. Daniels)
9:18.0,T. Chandler makes 2-pt shot from 2 ft (assist by T. Daniels),2,76-87,,
9:05.0,,,76-87,,Turnover by P. Gasol (bad pass; steal by M. Chriss)
8:49.0,Turnover by M. Chriss (bad pass; steal by B. Paul),,76-87,,
8:38.0,,,76-89,2,B. Paul makes 2-pt shot from 1 ft
8:30.0,J. Jackson makes 2-pt shot from 14 ft,2,78-89,,
8:27.0,Personal foul by D. Booker (drawn by T. Parker),,78-89,,
8:11.0,,,78-91,2,B. Forbes makes 2-pt shot from 9 ft (assist by B. Paul)
7:53.0,T. Chandler misses 2-pt shot at rim,,78-91,,
7:53.0,,,78-91,,Defensive rebound by P. Gasol
7:40.0,,,78-91,,B. Forbes misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by M. Chriss,,78-91,,
7:32.0,Phoenix full timeout,,78-91,,
7:32.0,,,78-91,,J. Lauvergne enters the game for P. Gasol
7:32.0,,,78-91,,K. Leonard enters the game for B. Paul
7:32.0,T. Ulis enters the game for J. Jackson,,78-91,,
7:25.0,Turnover by M. Chriss (bad pass; steal by K. Anderson),,78-91,,
7:02.0,,,78-93,2,J. Lauvergne makes 2-pt shot from 9 ft
6:44.0,M. Chriss misses 2-pt shot from 14 ft,,78-93,,
6:42.0,,,78-93,,Defensive rebound by J. Lauvergne
6:36.0,Personal foul by M. Chriss (drawn by K. Leonard),,78-93,,
6:29.0,,,78-93,,J. Lauvergne misses 2-pt shot from 3 ft
6:29.0,Defensive rebound by M. Chriss,,78-93,,
6:21.0,M. Chriss misses 3-pt shot from 25 ft,,78-93,,
6:16.0,,,78-93,,Defensive rebound by K. Leonard
6:08.0,,,78-93,,Shooting foul by T. Ulis (drawn by K. Leonard)
6:08.0,,,78-93,,K. Leonard misses free throw 1 of 2
6:08.0,,,78-93,,Offensive rebound by Team
6:08.0,,,78-93,,D. Bertans enters the game for K. Anderson
6:08.0,,,78-94,1,K. Leonard makes free throw 2 of 2
5:57.0,Offensive foul by T. Chandler (drawn by B. Forbes),,78-94,,
5:57.0,Turnover by T. Chandler (offensive foul),,78-94,,
5:42.0,,,78-97,3,D. Bertans makes 3-pt shot from 25 ft (assist by T. Parker)
5:40.0,Phoenix full timeout,,78-97,,
5:40.0,D. Bender enters the game for T. Chandler,,78-97,,
5:27.0,Shooting foul by B. Forbes (drawn by T. Daniels),,78-97,,
5:27.0,T. Daniels makes free throw 1 of 2,1,79-97,,
5:27.0,T. Daniels misses free throw 2 of 2,,79-97,,
5:24.0,,,79-97,,Defensive rebound by J. Lauvergne
5:14.0,,,79-97,,Turnover by T. Parker (bad pass; steal by T. Ulis)
4:57.0,D. Booker misses 3-pt shot from 24 ft,,79-97,,
4:57.0,,,79-97,,Defensive rebound by D. Bertans
4:37.0,,,79-97,,B. Forbes misses 2-pt shot from 9 ft
4:35.0,Defensive rebound by D. Bender,,79-97,,
4:31.0,T. Daniels makes 3-pt shot from 23 ft (assist by T. Ulis),3,82-97,,
