time,Toronto,pts.away,score,pts.home,Milwaukee
4:32.0,Turnover by O. Anunoby (bad pass),,21-14,,
4:32.0,C. Miles enters the game for O. Anunoby,,21-14,,
4:18.0,,,21-16,2,K. Middleton makes 2-pt shot from 15 ft (assist by E. Bledsoe)
3:56.0,Shooting foul by K. Middleton (drawn by S. Ibaka),,21-16,,
3:56.0,S. Ibaka makes free throw 1 of 2,1,22-16,,
3:56.0,S. Ibaka makes free throw 2 of 2,1,23-16,,
3:38.0,,,23-16,,Shooting foul by L. Nogueira (drawn by E. Bledsoe)
3:38.0,,,23-16,,E. Bledsoe misses free throw 1 of 2
3:38.0,,,23-16,,Offensive rebound by Team
3:38.0,J. Poeltl enters the game for L. Nogueira,,23-16,,
3:38.0,,,23-17,1,E. Bledsoe makes free throw 2 of 2
3:18.0,Turnover by K. Lowry (step out of bounds),,23-17,,
3:02.0,,,23-19,2,E. Bledsoe makes 2-pt shot from 7 ft
3:02.0,,,23-19,,Shooting foul by K. Lowry (drawn by E. Bledsoe)
3:02.0,,,23-19,,G. Antetokounmpo enters the game for K. Middleton
3:02.0,D. Wright enters the game for K. Lowry,,23-19,,
3:02.0,,,23-20,1,E. Bledsoe makes free throw 1 of 1
2:36.0,J. Poeltl misses 2-pt shot from 2 ft,,23-20,,
2:31.0,Offensive rebound by D. Wright,,23-20,,
2:31.0,D. Wright makes 2-pt shot at rim,2,25-20,,
2:29.0,,,25-20,,Shooting foul by J. Poeltl (drawn by G. Antetokounmpo)
2:29.0,,,25-21,1,G. Antetokounmpo makes free throw 1 of 2
2:29.0,P. Siakam enters the game for S. Ibaka,,25-21,,
2:29.0,,,25-21,,G. Antetokounmpo misses free throw 2 of 2
2:26.0,Defensive rebound by P. Siakam,,25-21,,
2:10.0,C. Miles misses 3-pt shot from 23 ft,,25-21,,
2:05.0,,,25-21,,Defensive rebound by M. Brogdon
1:59.0,,,25-21,,G. Antetokounmpo misses 2-pt shot at rim
1:57.0,Defensive rebound by J. Poeltl,,25-21,,
1:48.0,D. DeRozan misses 2-pt shot from 1 ft,,25-21,,
1:45.0,,,25-21,,Defensive rebound by G. Antetokounmpo
1:44.0,,,25-21,,Turnover by E. Bledsoe (bad pass)
1:44.0,,,25-21,,M. Dellavedova enters the game for E. Bledsoe
1:32.0,,,25-21,,Personal foul by D. Liggins (drawn by D. DeRozan)
1:21.0,,,25-21,,Def 3 sec tech foul by T. Maker
1:21.0,D. DeRozan makes technical free throw,1,26-21,,
1:13.0,D. Wright makes 2-pt shot from 1 ft,2,28-21,,
0:44.0,,,28-21,,M. Brogdon misses 2-pt shot from 16 ft
0:42.0,,,28-21,,Offensive rebound by T. Maker
0:36.0,Personal foul by J. Poeltl (drawn by G. Antetokounmpo),,28-21,,
0:36.0,,,28-21,,G. Antetokounmpo misses free throw 1 of 2
0:36.0,,,28-21,,Offensive rebound by Team
0:36.0,F. VanVleet enters the game for D. DeRozan,,28-21,,
0:36.0,,,28-22,1,G. Antetokounmpo makes free throw 2 of 2
0:30.0,C. Miles makes 3-pt shot from 30 ft (assist by F. VanVleet),3,31-22,,
0:21.0,Personal foul by F. VanVleet (drawn by M. Dellavedova),,31-22,,
0:21.0,,,31-23,1,M. Dellavedova makes free throw 1 of 2
0:21.0,,,31-24,1,M. Dellavedova makes free throw 2 of 2
0:01.0,J. Poeltl makes 2-pt shot from 1 ft (assist by P. Siakam),2,33-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,33-26,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
11:36.0,C. Miles makes 3-pt shot from 28 ft (assist by P. Siakam),3,36-26,,
11:19.0,,,36-28,2,M. Dellavedova makes 2-pt shot from 9 ft
11:19.0,,,36-28,,Shooting foul by C. Miles (drawn by M. Dellavedova)
11:19.0,,,36-29,1,M. Dellavedova makes free throw 1 of 1
11:08.0,D. Wright misses 2-pt shot from 1 ft,,36-29,,
11:05.0,,,36-29,,Defensive rebound by T. Maker
10:59.0,,,36-31,2,T. Maker makes 2-pt shot from 18 ft (assist by M. Dellavedova)
10:46.0,C. Miles misses 3-pt shot from 26 ft,,36-31,,
10:43.0,Offensive rebound by J. Poeltl,,36-31,,
10:39.0,Offensive foul by J. Poeltl (drawn by M. Dellavedova),,36-31,,
10:39.0,Turnover by J. Poeltl (offensive foul),,36-31,,
10:39.0,L. Nogueira enters the game for J. Poeltl,,36-31,,
10:27.0,,,36-31,,S. Kilpatrick misses 3-pt shot from 22 ft
10:24.0,Defensive rebound by P. Siakam,,36-31,,
10:03.0,F. VanVleet makes 2-pt shot from 7 ft,2,38-31,,
9:54.0,,,38-31,,Shooting foul by P. Siakam (drawn by G. Antetokounmpo)
9:54.0,,,38-32,1,G. Antetokounmpo makes free throw 1 of 2
9:54.0,,,38-33,1,G. Antetokounmpo makes free throw 2 of 2
9:35.0,Turnover by P. Siakam (bad pass),,38-33,,
9:18.0,,,38-33,,M. Brogdon misses 2-pt shot from 1 ft
9:13.0,,,38-33,,Offensive rebound by T. Maker
9:13.0,,,38-35,2,T. Maker makes 2-pt shot at rim
9:00.0,D. Wright misses 3-pt shot from 28 ft,,38-35,,
9:00.0,,,38-35,,Defensive rebound by M. Brogdon
8:53.0,,,38-37,2,M. Brogdon makes 2-pt shot from 1 ft
8:46.0,Toronto full timeout,,38-37,,
8:46.0,K. Lowry enters the game for C. Miles,,38-37,,
8:46.0,O. Anunoby enters the game for P. Siakam,,38-37,,
8:33.0,Turnover by F. VanVleet (bad pass; steal by G. Antetokounmpo),,38-37,,
8:24.0,,,38-39,2,T. Maker makes 2-pt shot from 4 ft (assist by M. Brogdon)
8:15.0,K. Lowry makes 3-pt shot from 26 ft (assist by D. Wright),3,41-39,,
7:56.0,,,41-41,2,M. Dellavedova makes 2-pt shot from 6 ft
7:37.0,F. VanVleet misses 3-pt shot from 27 ft,,41-41,,
7:35.0,,,41-41,,Defensive rebound by T. Maker
7:32.0,,,41-43,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by M. Dellavedova)
7:03.0,D. Wright makes 2-pt shot from 1 ft (assist by F. VanVleet),2,43-43,,
6:47.0,,,43-46,3,S. Kilpatrick makes 3-pt shot from 26 ft (assist by M. Dellavedova)
6:22.0,O. Anunoby makes 3-pt shot from 23 ft (assist by D. Wright),3,46-46,,
6:07.0,,,46-48,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova)
5:48.0,,,46-48,,Personal foul by S. Kilpatrick (drawn by D. Wright)
5:48.0,,,46-48,,E. Bledsoe enters the game for M. Dellavedova
5:48.0,,,46-48,,K. Middleton enters the game for S. Kilpatrick
5:48.0,S. Ibaka enters the game for F. VanVleet,,46-48,,
5:48.0,D. DeRozan enters the game for L. Nogueira,,46-48,,
5:39.0,S. Ibaka makes 2-pt shot from 15 ft (assist by D. Wright),2,48-48,,
5:26.0,,,48-48,,M. Brogdon misses 2-pt shot from 7 ft
5:23.0,,,48-48,,Offensive rebound by T. Maker
5:22.0,,,48-48,,T. Maker misses 2-pt shot from 1 ft
5:22.0,Defensive rebound by K. Lowry,,48-48,,
5:15.0,D. DeRozan misses 2-pt shot from 4 ft (block by T. Maker),,48-48,,
5:12.0,,,48-48,,Defensive rebound by T. Maker
5:06.0,,,48-48,,M. Brogdon misses 2-pt shot from 15 ft
5:03.0,,,48-48,,Offensive rebound by G. Antetokounmpo
4:57.0,,,48-48,,Turnover by M. Brogdon (bad pass; steal by O. Anunoby)
4:53.0,S. Ibaka makes 2-pt shot at rim (assist by D. DeRozan),2,50-48,,
4:51.0,,,50-48,,Milwaukee full timeout
4:51.0,,,50-48,,T. Snell enters the game for T. Maker
4:51.0,,,50-48,,J. Henson enters the game for M. Brogdon
4:37.0,,,50-50,2,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton)
4:17.0,O. Anunoby misses 3-pt shot from 22 ft,,50-50,,
4:17.0,,,50-50,,Defensive rebound by Team
4:00.0,J. Valanciunas enters the game for D. Wright,,50-50,,
3:54.0,Jump ball: K. Middleton vs. K. Lowry (E. Bledsoe gains possession),,,,Jump ball: K. Middleton vs. K. Lowry (E. Bledsoe gains possession)
3:51.0,,,50-50,,E. Bledsoe misses 2-pt shot from 1 ft
3:48.0,Defensive rebound by J. Valanciunas,,50-50,,
3:37.0,K. Lowry misses 3-pt shot from 27 ft,,50-50,,
3:33.0,,,50-50,,Defensive rebound by E. Bledsoe
3:29.0,,,50-50,,Turnover by E. Bledsoe (bad pass; steal by K. Lowry)
3:26.0,O. Anunoby makes 2-pt shot at rim (assist by K. Lowry),2,52-50,,
3:05.0,,,52-50,,G. Antetokounmpo misses 2-pt shot from 14 ft
3:03.0,Defensive rebound by J. Valanciunas,,52-50,,
3:00.0,,,52-50,,Personal foul by K. Middleton (drawn by J. Valanciunas)
2:49.0,Shooting foul by E. Bledsoe (drawn by K. Lowry),,52-50,,
2:49.0,K. Lowry misses free throw 1 of 2,,52-50,,
2:49.0,Offensive rebound by Team,,52-50,,
2:49.0,K. Lowry makes free throw 2 of 2,1,53-50,,
2:28.0,,,53-52,2,G. Antetokounmpo makes 2-pt shot from 9 ft
2:20.0,Turnover by S. Ibaka (bad pass; steal by E. Bledsoe),,53-52,,
2:15.0,,,53-55,3,E. Bledsoe makes 3-pt shot from 22 ft (assist by G. Antetokounmpo)
2:02.0,K. Lowry makes 2-pt shot from 1 ft,2,55-55,,
1:55.0,,,55-55,,Shooting foul by O. Anunoby (drawn by K. Middleton)
1:55.0,,,55-56,1,K. Middleton makes free throw 1 of 2
1:55.0,,,55-57,1,K. Middleton makes free throw 2 of 2
1:37.0,K. Lowry makes 3-pt shot from 26 ft (assist by J. Valanciunas),3,58-57,,
1:18.0,,,58-57,,K. Middleton misses 2-pt shot from 11 ft
1:16.0,Defensive rebound by J. Valanciunas,,58-57,,
1:00.0,Turnover by D. DeRozan (bad pass),,58-57,,
0:48.0,,,58-57,,K. Middleton misses 2-pt shot from 1 ft
0:46.0,Defensive rebound by J. Valanciunas,,58-57,,
0:43.0,Shooting foul by G. Antetokounmpo (drawn by D. DeRozan),,58-57,,
0:43.0,D. DeRozan makes free throw 1 of 2,1,59-57,,
0:43.0,D. DeRozan makes free throw 2 of 2,1,60-57,,
0:35.0,,,60-57,,Turnover by G. Antetokounmpo (bad pass; steal by S. Ibaka)
0:31.0,,,60-57,,Personal foul by J. Henson (drawn by D. DeRozan)
0:31.0,D. DeRozan makes free throw 1 of 2,1,61-57,,
0:31.0,D. DeRozan misses free throw 2 of 2,,61-57,,
0:29.0,,,61-57,,Defensive rebound by G. Antetokounmpo
0:22.0,,,61-59,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
0:03.0,Turnover by D. DeRozan (out of bounds lost ball),,61-59,,
0:00.0,,,61-59,,J. Henson misses 2-pt shot from 2 ft
0:00.0,,,61-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,61-59,,E. Bledsoe misses 3-pt shot from 27 ft
11:43.0,Defensive rebound by D. DeRozan,,61-59,,
11:39.0,Shooting foul by K. Middleton (drawn by D. DeRozan),,61-59,,
11:39.0,D. DeRozan makes free throw 1 of 2,1,62-59,,
11:39.0,D. DeRozan misses free throw 2 of 2,,62-59,,
11:36.0,,,62-59,,Defensive rebound by K. Middleton
11:20.0,,,62-59,,G. Antetokounmpo misses 2-pt shot from 8 ft
11:17.0,Defensive rebound by K. Lowry,,62-59,,
11:11.0,S. Ibaka misses 3-pt shot from 26 ft,,62-59,,
11:11.0,,,62-59,,Defensive rebound by Team
10:52.0,,,62-59,,K. Middleton misses 2-pt shot from 17 ft
10:50.0,Defensive rebound by J. Valanciunas,,62-59,,
10:40.0,D. DeRozan makes 2-pt shot from 1 ft,2,64-59,,
10:24.0,,,64-61,2,E. Bledsoe makes 2-pt shot at rim (assist by K. Middleton)
10:07.0,J. Valanciunas makes 2-pt shot at rim,2,66-61,,
9:54.0,,,66-61,,G. Antetokounmpo misses 2-pt shot from 11 ft
9:51.0,Defensive rebound by S. Ibaka,,66-61,,
9:44.0,Turnover by D. DeRozan (bad pass; steal by G. Antetokounmpo),,66-61,,
9:43.0,Personal take foul by K. Lowry (drawn by E. Bledsoe),,66-61,,
9:35.0,,,66-61,,K. Middleton misses 2-pt shot from 13 ft
9:32.0,Defensive rebound by S. Ibaka,,66-61,,
9:18.0,O. Anunoby misses 3-pt shot from 25 ft,,66-61,,
9:16.0,Offensive rebound by J. Valanciunas,,66-61,,
9:16.0,J. Valanciunas makes 2-pt shot at rim,2,68-61,,
9:16.0,Shooting foul by J. Henson (drawn by J. Valanciunas),,68-61,,
9:16.0,J. Valanciunas misses free throw 1 of 1,,68-61,,
9:13.0,,,68-61,,Defensive rebound by J. Henson
8:59.0,,,68-61,,Turnover by K. Middleton (bad pass; steal by D. DeRozan)
8:50.0,S. Ibaka misses 3-pt shot from 25 ft,,68-61,,
8:46.0,,,68-61,,Defensive rebound by T. Snell
8:39.0,,,68-61,,E. Bledsoe misses 2-pt shot from 18 ft
8:34.0,Defensive rebound by J. Valanciunas,,68-61,,
8:26.0,S. Ibaka makes 2-pt shot at rim (assist by K. Lowry),2,70-61,,
8:26.0,,,70-61,,Milwaukee full timeout
8:26.0,,,70-61,,M. Dellavedova enters the game for T. Snell
8:02.0,,,70-63,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
7:42.0,D. DeRozan makes 2-pt shot from 11 ft,2,72-63,,
7:25.0,,,72-65,2,J. Henson makes 2-pt shot from 15 ft
7:02.0,D. DeRozan makes 2-pt shot at rim,2,74-65,,
6:46.0,,,74-67,2,G. Antetokounmpo makes 2-pt shot from 4 ft
6:30.0,J. Valanciunas makes 2-pt shot at rim,2,76-67,,
6:30.0,Shooting foul by J. Henson (drawn by J. Valanciunas),,76-67,,
6:30.0,,,76-67,,T. Maker enters the game for J. Henson
6:30.0,J. Valanciunas makes free throw 1 of 1,1,77-67,,
6:16.0,,,77-69,2,G. Antetokounmpo makes 2-pt shot from 19 ft (assist by E. Bledsoe)
5:56.0,D. DeRozan makes 2-pt shot from 16 ft,2,79-69,,
5:37.0,,,79-69,,E. Bledsoe misses 2-pt shot from 5 ft
5:35.0,Defensive rebound by J. Valanciunas,,79-69,,
5:30.0,S. Ibaka misses 3-pt shot from 26 ft,,79-69,,
5:26.0,Offensive rebound by D. DeRozan,,79-69,,
5:23.0,D. DeRozan makes 3-pt shot from 22 ft,3,82-69,,
5:05.0,,,82-69,,Turnover by M. Dellavedova (bad pass; steal by K. Lowry)
4:46.0,J. Valanciunas makes 2-pt shot from 1 ft,2,84-69,,
4:32.0,,,84-71,2,G. Antetokounmpo makes 2-pt shot from 8 ft
4:17.0,K. Lowry makes 3-pt shot from 29 ft (assist by D. DeRozan),3,87-71,,
3:53.0,,,87-71,,E. Bledsoe misses 3-pt shot from 23 ft
3:50.0,Defensive rebound by J. Valanciunas,,87-71,,
3:37.0,J. Valanciunas makes 2-pt shot from 3 ft,2,89-71,,
3:37.0,,,89-71,,Milwaukee full timeout
3:37.0,,,89-71,,M. Brogdon enters the game for G. Antetokounmpo
3:16.0,,,89-73,2,E. Bledsoe makes 2-pt shot from 3 ft
3:01.0,,,89-73,,Personal foul by T. Maker (drawn by J. Valanciunas)
2:50.0,K. Lowry misses 2-pt shot from 16 ft,,89-73,,
2:48.0,Offensive rebound by J. Valanciunas,,89-73,,
2:48.0,J. Valanciunas misses 2-pt shot at rim,,89-73,,
2:48.0,Offensive rebound by J. Valanciunas,,89-73,,
2:48.0,Shooting foul by T. Maker (drawn by J. Valanciunas),,89-73,,
2:48.0,J. Valanciunas makes free throw 1 of 2,1,90-73,,
2:48.0,D. Wright enters the game for O. Anunoby,,90-73,,
2:48.0,C. Miles enters the game for K. Lowry,,90-73,,
2:48.0,J. Valanciunas makes free throw 2 of 2,1,91-73,,
2:36.0,,,91-73,,T. Maker misses 2-pt shot from 1 ft (block by J. Valanciunas)
2:33.0,Defensive rebound by D. DeRozan,,91-73,,
2:21.0,J. Valanciunas makes 2-pt shot from 15 ft (assist by D. Wright),2,93-73,,
2:05.0,,,93-73,,K. Middleton misses 3-pt shot from 23 ft (block by D. DeRozan)
2:01.0,Defensive rebound by D. DeRozan,,93-73,,
1:49.0,C. Miles misses 2-pt shot from 7 ft,,93-73,,
1:48.0,Offensive rebound by S. Ibaka,,93-73,,
1:48.0,Shooting foul by T. Maker (drawn by S. Ibaka),,93-73,,
1:48.0,S. Ibaka makes free throw 1 of 2,1,94-73,,
1:48.0,S. Ibaka makes free throw 2 of 2,1,95-73,,
1:33.0,,,95-73,,M. Dellavedova misses 3-pt shot from 26 ft
1:30.0,Defensive rebound by J. Valanciunas,,95-73,,
1:18.0,J. Valanciunas makes 2-pt shot from 5 ft (assist by D. Wright),2,97-73,,
1:01.0,,,97-73,,M. Dellavedova misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by J. Valanciunas,,97-73,,
0:52.0,J. Valanciunas makes 2-pt shot at rim (assist by D. Wright),2,99-73,,
0:52.0,Shooting foul by M. Brogdon (drawn by J. Valanciunas),,99-73,,
0:52.0,P. Siakam enters the game for S. Ibaka,,99-73,,
0:52.0,J. Valanciunas makes free throw 1 of 1,1,100-73,,
0:43.0,,,100-75,2,K. Middleton makes 2-pt shot from 13 ft
0:31.0,D. DeRozan misses 3-pt shot from 26 ft,,100-75,,
0:29.0,Offensive rebound by P. Siakam,,100-75,,
0:29.0,P. Siakam makes 2-pt shot at rim,2,102-75,,
0:25.0,Personal foul by P. Siakam (drawn by K. Middleton),,102-75,,
0:16.0,,,102-78,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by K. Middleton)
0:01.0,D. DeRozan makes 2-pt shot from 20 ft,2,104-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,F. VanVleet misses 2-pt shot from 5 ft,,104-78,,
11:35.0,,,104-78,,Defensive rebound by G. Antetokounmpo
11:30.0,,,104-78,,M. Dellavedova misses 3-pt shot from 23 ft
11:22.0,Defensive rebound by J. Poeltl,,104-78,,
11:03.0,F. VanVleet misses 2-pt shot from 6 ft,,104-78,,
11:00.0,,,104-78,,Defensive rebound by K. Middleton
10:56.0,,,104-81,3,M. Brogdon makes 3-pt shot from 26 ft (assist by K. Middleton)
10:43.0,,,104-81,,Personal foul by J. Terry (drawn by C. Miles)
10:34.0,Shooting foul by J. Terry (drawn by C. Miles),,104-81,,
10:34.0,C. Miles makes free throw 1 of 3,1,105-81,,
10:34.0,C. Miles makes free throw 2 of 3,1,106-81,,
10:34.0,C. Miles makes free throw 3 of 3,1,107-81,,
10:14.0,,,107-83,2,M. Brogdon makes 2-pt shot at rim (assist by M. Dellavedova)
10:14.0,,,107-83,,Shooting foul by D. Wright (drawn by M. Brogdon)
10:14.0,,,107-84,1,M. Brogdon makes free throw 1 of 1
10:02.0,P. Siakam makes 2-pt shot from 1 ft (assist by D. Wright),2,109-84,,
9:41.0,,,109-84,,Shooting foul by J. Poeltl (drawn by G. Antetokounmpo)
9:41.0,,,109-84,,G. Antetokounmpo misses free throw 1 of 2
9:41.0,,,109-84,,Offensive rebound by Team
9:41.0,,,109-85,1,G. Antetokounmpo makes free throw 2 of 2
9:28.0,,,109-85,,Personal foul by M. Brogdon (drawn by D. Wright)
9:19.0,Shooting foul by K. Middleton (drawn by P. Siakam),,109-85,,
9:19.0,P. Siakam makes free throw 1 of 2,1,110-85,,
9:19.0,P. Siakam makes free throw 2 of 2,1,111-85,,
9:09.0,,,111-88,3,M. Brogdon makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
8:42.0,F. VanVleet makes 2-pt shot from 18 ft,2,113-88,,
8:29.0,,,113-88,,Shooting foul by J. Poeltl (drawn by M. Brogdon)
8:29.0,,,113-88,,M. Brogdon misses free throw 1 of 2
8:29.0,,,113-88,,Offensive rebound by Team
8:29.0,,,113-88,,T. Snell enters the game for K. Middleton
8:29.0,S. Ibaka enters the game for J. Poeltl,,113-88,,
8:29.0,,,113-89,1,M. Brogdon makes free throw 2 of 2
8:16.0,,,113-89,,Personal foul by M. Brogdon (drawn by D. Wright)
8:16.0,D. Wright misses free throw 1 of 2,,113-89,,
8:16.0,Offensive rebound by Team,,113-89,,
8:16.0,D. Wright makes free throw 2 of 2,1,114-89,,
8:06.0,,,114-91,2,M. Brogdon makes 2-pt shot from 1 ft (assist by M. Dellavedova)
7:51.0,D. Wright makes 2-pt shot from 4 ft,2,116-91,,
7:37.0,,,116-91,,J. Terry misses 3-pt shot from 25 ft
7:34.0,Defensive rebound by D. Wright,,116-91,,
7:17.0,C. Miles misses 3-pt shot from 30 ft,,116-91,,
7:15.0,,,116-91,,Defensive rebound by J. Terry
7:06.0,,,116-91,,T. Snell misses 2-pt shot from 2 ft
7:04.0,Defensive rebound by S. Ibaka,,116-91,,
6:57.0,D. Wright makes 2-pt shot at rim,2,118-91,,
6:57.0,Shooting foul by T. Snell (drawn by D. Wright),,118-91,,
6:57.0,,,118-91,,Milwaukee full timeout
6:57.0,,,118-91,,S. Brown enters the game for J. Terry
6:57.0,,,118-91,,D. Liggins enters the game for M. Dellavedova
6:57.0,,,118-91,,T. Maker enters the game for G. Antetokounmpo
6:57.0,D. Wright makes free throw 1 of 1,1,119-91,,
6:47.0,,,119-91,,Shooting foul by S. Ibaka (drawn by T. Snell)
6:47.0,,,119-91,,T. Snell misses free throw 1 of 2
6:47.0,,,119-91,,Offensive rebound by Team
6:47.0,,,119-92,1,T. Snell makes free throw 2 of 2
6:34.0,C. Miles makes 2-pt shot at rim,2,121-92,,
6:15.0,,,121-95,3,M. Brogdon makes 3-pt shot from 26 ft (assist by T. Maker)
5:59.0,C. Miles misses 3-pt shot from 27 ft,,121-95,,
5:58.0,,,121-95,,Defensive rebound by Team
5:58.0,L. Nogueira enters the game for C. Miles,,121-95,,
5:58.0,N. Powell enters the game for S. Ibaka,,121-95,,
5:49.0,,,121-95,,Turnover by T. Snell (bad pass; steal by D. Wright)
5:46.0,F. VanVleet makes 2-pt shot from 1 ft (assist by N. Powell),2,123-95,,
5:46.0,Shooting foul by M. Brogdon (drawn by F. VanVleet),,123-95,,
5:46.0,F. VanVleet makes free throw 1 of 1,1,124-95,,
5:26.0,Personal foul by P. Siakam (drawn by S. Brown),,124-95,,
5:26.0,,,124-96,1,S. Brown makes free throw 1 of 2
5:26.0,O. Anunoby enters the game for D. Wright,,124-96,,
5:26.0,,,124-97,1,S. Brown makes free throw 2 of 2
5:05.0,O. Anunoby misses 3-pt shot from 26 ft,,124-97,,
5:02.0,,,124-97,,Defensive rebound by D. Liggins
4:57.0,,,124-97,,Shooting foul by L. Nogueira (drawn by T. Snell)
4:57.0,,,124-98,1,T. Snell makes free throw 1 of 2
4:57.0,,,124-99,1,T. Snell makes free throw 2 of 2
4:47.0,F. VanVleet misses 2-pt shot from 2 ft (block by T. Maker),,124-99,,
4:42.0,,,124-99,,Defensive rebound by S. Brown
