time,San Antonio,pts.away,score,pts.home,Golden State
0:41.0,,,35-25,2,J. McGee makes 2-pt shot at rim
0:36.0,M. Ginobili misses 3-pt shot from 25 ft,,35-25,,
0:31.0,,,35-25,,Defensive rebound by P. McCaw
0:27.0,,,35-27,2,S. Curry makes 2-pt shot from 1 ft
0:07.0,D. White makes 2-pt shot from 3 ft,2,37-27,,
0:02.0,,,37-27,,S. Curry misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by D. White,,37-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,37-29,2,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Livingston)
11:24.0,Shooting foul by D. West (drawn by P. Gasol),,37-29,,
11:24.0,P. Gasol misses free throw 1 of 2,,37-29,,
11:24.0,Offensive rebound by Team,,37-29,,
11:24.0,D. Bertans enters the game for D. White,,37-29,,
11:24.0,P. Gasol makes free throw 2 of 2,1,38-29,,
11:07.0,,,38-29,,S. Livingston misses 2-pt shot from 12 ft
11:03.0,Defensive rebound by P. Mills,,38-29,,
10:57.0,P. Gasol misses 2-pt shot from 19 ft,,38-29,,
10:52.0,,,38-29,,Defensive rebound by K. Thompson
10:43.0,,,38-29,,Turnover by K. Thompson (bad pass; steal by D. Green)
10:36.0,B. Forbes misses 2-pt shot from 18 ft,,38-29,,
10:32.0,,,38-29,,Defensive rebound by D. West
10:17.0,,,38-29,,Shooting foul by D. Bertans (drawn by S. Livingston)
10:17.0,,,38-30,1,S. Livingston makes free throw 1 of 2
10:17.0,,,38-31,1,S. Livingston makes free throw 2 of 2
9:52.0,P. Mills misses 2-pt shot from 19 ft,,38-31,,
9:50.0,Offensive rebound by Team,,38-31,,
9:49.0,B. Forbes misses 2-pt shot from 16 ft,,38-31,,
9:44.0,,,38-31,,Defensive rebound by K. Thompson
9:34.0,,,38-31,,Turnover by K. Thompson (lost ball; steal by D. Green)
9:26.0,Turnover by P. Gasol (bad pass; steal by S. Livingston),,38-31,,
9:18.0,,,38-33,2,D. Green makes 2-pt shot from 1 ft (assist by A. Iguodala)
9:03.0,P. Mills misses 3-pt shot from 25 ft,,38-33,,
8:59.0,,,38-33,,Defensive rebound by K. Thompson
8:55.0,,,38-36,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston)
8:52.0,San Antonio full timeout,,38-36,,
8:52.0,L. Aldridge enters the game for B. Forbes,,38-36,,
8:52.0,M. Ginobili enters the game for P. Gasol,,38-36,,
8:41.0,M. Ginobili makes 2-pt shot from 1 ft (assist by L. Aldridge),2,40-36,,
8:20.0,,,40-38,2,D. West makes 2-pt shot from 17 ft (assist by D. Green)
8:06.0,L. Aldridge makes 2-pt shot from 12 ft,2,42-38,,
7:51.0,,,42-40,2,D. West makes 2-pt shot from 13 ft
7:36.0,L. Aldridge makes 2-pt shot from 3 ft (assist by M. Ginobili),2,44-40,,
7:22.0,,,44-42,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
7:07.0,P. Mills misses 3-pt shot from 23 ft,,44-42,,
7:03.0,,,44-42,,Defensive rebound by D. Green
6:54.0,,,44-42,,S. Livingston misses 2-pt shot from 12 ft
6:49.0,Defensive rebound by M. Ginobili,,44-42,,
6:47.0,,,44-42,,Personal foul by K. Thompson (drawn by M. Ginobili)
6:47.0,,,44-42,,K. Durant enters the game for A. Iguodala
6:47.0,K. Anderson enters the game for D. Bertans,,44-42,,
6:42.0,P. Mills misses 3-pt shot from 24 ft (block by S. Livingston),,44-42,,
6:42.0,,,44-42,,Defensive rebound by Team
6:42.0,Personal foul by P. Mills (drawn by S. Livingston),,44-42,,
6:42.0,D. White enters the game for P. Mills,,44-42,,
6:28.0,,,44-44,2,D. West makes 2-pt shot from 19 ft (assist by S. Livingston)
6:05.0,Shooting foul by D. West (drawn by K. Anderson),,44-44,,
6:05.0,K. Anderson misses free throw 1 of 2,,44-44,,
6:05.0,Offensive rebound by Team,,44-44,,
6:05.0,K. Anderson misses free throw 2 of 2,,44-44,,
6:02.0,,,44-44,,Defensive rebound by K. Durant
5:51.0,,,44-44,,D. Green misses 2-pt shot from 1 ft (block by D. Green)
5:46.0,Defensive rebound by D. White,,44-44,,
5:39.0,M. Ginobili misses 3-pt shot from 25 ft,,44-44,,
5:37.0,,,44-44,,Defensive rebound by S. Livingston
5:36.0,,,44-44,,Turnover by S. Livingston (bad pass; steal by K. Anderson)
5:26.0,D. Green misses 3-pt shot from 25 ft,,44-44,,
5:20.0,,,44-44,,Defensive rebound by K. Durant
5:07.0,,,44-44,,K. Durant misses 2-pt shot from 8 ft
5:02.0,Defensive rebound by D. White,,44-44,,
4:59.0,D. White misses 2-pt shot from 18 ft,,44-44,,
4:54.0,,,44-44,,Defensive rebound by D. Green
4:52.0,,,44-44,,Golden State full timeout
4:52.0,,,44-44,,O. Casspi enters the game for K. Thompson
4:52.0,,,44-44,,P. McCaw enters the game for D. Green
4:52.0,,,44-44,,S. Curry enters the game for S. Livingston
4:52.0,B. Forbes enters the game for D. Green,,44-44,,
4:48.0,,,44-46,2,S. Curry makes 2-pt shot from 1 ft (assist by K. Durant)
4:44.0,San Antonio full timeout,,44-46,,
4:27.0,M. Ginobili makes 2-pt shot from 1 ft,2,46-46,,
4:10.0,,,46-46,,O. Casspi misses 2-pt shot from 11 ft (block by K. Anderson)
4:10.0,Defensive rebound by D. White,,46-46,,
4:03.0,M. Ginobili misses 2-pt shot from 2 ft,,46-46,,
3:58.0,,,46-46,,Defensive rebound by O. Casspi
3:56.0,,,46-46,,K. Durant misses 2-pt shot from 2 ft
3:54.0,,,46-46,,Offensive rebound by O. Casspi
3:52.0,,,46-46,,O. Casspi misses 2-pt shot from 2 ft (block by K. Anderson)
3:50.0,,,46-46,,Offensive rebound by S. Curry
3:48.0,,,46-46,,S. Curry misses 2-pt shot from 3 ft
3:42.0,,,46-46,,Offensive rebound by D. West
3:42.0,,,46-48,2,D. West makes 2-pt shot at rim
3:28.0,K. Anderson makes 2-pt shot from 1 ft (assist by D. White),2,48-48,,
3:14.0,,,48-48,,Turnover by D. West (bad pass)
3:14.0,,,48-48,,D. Green enters the game for D. West
3:14.0,D. Bertans enters the game for M. Ginobili,,48-48,,
3:14.0,D. Hilliard enters the game for D. White,,48-48,,
2:52.0,Turnover by K. Anderson (bad pass; steal by S. Curry),,48-48,,
2:49.0,,,48-50,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
2:49.0,Violation by D. Bertans (def goaltending),,48-50,,
2:37.0,Shooting foul by K. Durant (drawn by K. Anderson),,48-50,,
2:37.0,K. Anderson misses free throw 1 of 2,,48-50,,
2:37.0,Offensive rebound by Team,,48-50,,
2:37.0,,,48-50,,A. Iguodala enters the game for P. McCaw
2:37.0,,,48-50,,K. Thompson enters the game for O. Casspi
2:37.0,K. Anderson makes free throw 2 of 2,1,49-50,,
2:23.0,,,49-50,,K. Durant misses 2-pt shot from 18 ft
2:15.0,Defensive rebound by K. Anderson,,49-50,,
2:10.0,L. Aldridge makes 2-pt shot from 5 ft,2,51-50,,
1:46.0,,,51-52,2,D. Green makes 2-pt shot at rim (assist by A. Iguodala)
1:27.0,K. Anderson makes 2-pt shot from 12 ft (assist by D. Bertans),2,53-52,,
1:08.0,,,53-55,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant)
0:52.0,K. Anderson makes 2-pt shot from 20 ft,2,55-55,,
0:43.0,,,55-58,3,D. Green makes 3-pt shot from 25 ft (assist by S. Curry)
0:34.0,L. Aldridge misses 2-pt shot from 19 ft,,55-58,,
0:30.0,,,55-58,,Defensive rebound by K. Durant
0:12.0,,,55-58,,S. Curry misses 3-pt shot from 27 ft
0:08.0,Defensive rebound by K. Anderson,,55-58,,
0:02.0,Turnover by B. Forbes (lost ball; steal by D. Green),,55-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,55-58,,Shooting foul by K. Anderson (drawn by Z. Pachulia)
11:48.0,,,55-59,1,Z. Pachulia makes free throw 1 of 2
11:48.0,,,55-60,1,Z. Pachulia makes free throw 2 of 2
11:39.0,L. Aldridge misses 2-pt shot from 18 ft,,55-60,,
11:35.0,Offensive rebound by K. Anderson,,55-60,,
11:34.0,K. Anderson misses 2-pt shot from 4 ft,,55-60,,
11:34.0,,,55-60,,Defensive rebound by Team
11:27.0,,,55-60,,D. Green misses 3-pt shot from 25 ft
11:22.0,,,55-60,,Offensive rebound by Z. Pachulia
11:20.0,,,55-60,,D. Green misses 3-pt shot from 25 ft
11:15.0,Defensive rebound by D. Green,,55-60,,
10:53.0,D. Green misses 2-pt shot from 8 ft,,55-60,,
10:47.0,Offensive rebound by K. Anderson,,55-60,,
10:47.0,K. Anderson makes 2-pt shot at rim,2,57-60,,
10:39.0,,,57-60,,Offensive foul by Z. Pachulia (drawn by P. Mills)
10:39.0,,,57-60,,Turnover by Z. Pachulia (offensive foul)
10:25.0,Turnover by K. Anderson (bad pass),,57-60,,
10:19.0,,,57-62,2,K. Durant makes 2-pt shot from 13 ft (assist by S. Curry)
10:09.0,P. Mills makes 3-pt shot from 25 ft,3,60-62,,
9:57.0,,,60-62,,Turnover by K. Thompson (out of bounds lost ball)
9:38.0,K. Anderson misses 2-pt shot from 4 ft,,60-62,,
9:34.0,Offensive rebound by L. Aldridge,,60-62,,
9:29.0,L. Aldridge makes 2-pt shot at rim (assist by K. Anderson),2,62-62,,
9:15.0,,,62-64,2,K. Thompson makes 2-pt shot from 13 ft (assist by S. Curry)
8:50.0,Turnover by D. Green (lost ball; steal by S. Curry),,62-64,,
8:46.0,,,62-66,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by K. Durant)
8:45.0,San Antonio full timeout,,62-66,,
8:27.0,D. Bertans misses 3-pt shot from 26 ft,,62-66,,
8:23.0,,,62-66,,Defensive rebound by Z. Pachulia
8:20.0,,,62-68,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry)
8:07.0,P. Mills makes 2-pt shot from 17 ft (assist by L. Aldridge),2,64-68,,
7:51.0,,,64-71,3,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant)
7:32.0,P. Mills misses 2-pt shot from 18 ft,,64-71,,
7:29.0,,,64-71,,Defensive rebound by D. Green
7:25.0,,,64-71,,K. Durant misses 2-pt shot from 16 ft
7:18.0,Defensive rebound by D. Bertans,,64-71,,
7:13.0,D. Green makes 2-pt shot from 4 ft,2,66-71,,
7:00.0,,,66-71,,Z. Pachulia misses 2-pt shot from 18 ft
6:57.0,,,66-71,,Offensive rebound by K. Durant
6:57.0,,,66-71,,Turnover by D. Green (out of bounds lost ball)
6:57.0,M. Ginobili enters the game for D. Green,,66-71,,
6:47.0,K. Anderson misses 2-pt shot from 17 ft,,66-71,,
6:43.0,,,66-71,,Defensive rebound by K. Durant
6:39.0,,,66-71,,Turnover by K. Durant (lost ball; steal by K. Anderson)
6:35.0,K. Anderson makes 2-pt shot at rim (assist by M. Ginobili),2,68-71,,
6:19.0,,,68-73,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by D. Green)
5:57.0,L. Aldridge makes 2-pt shot from 3 ft,2,70-73,,
5:50.0,,,70-73,,Golden State full timeout
5:36.0,,,70-76,3,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant)
5:07.0,K. Anderson misses 3-pt shot from 24 ft (block by D. Green),,70-76,,
5:02.0,,,70-76,,Defensive rebound by D. Green
4:59.0,,,70-76,,K. Durant misses 2-pt shot from 1 ft
4:52.0,,,70-76,,Offensive rebound by Z. Pachulia
4:52.0,,,70-78,2,Z. Pachulia makes 2-pt shot at rim
4:34.0,M. Ginobili misses 3-pt shot from 26 ft,,70-78,,
4:31.0,Offensive rebound by L. Aldridge,,70-78,,
4:30.0,P. Mills misses 3-pt shot from 24 ft,,70-78,,
4:26.0,,,70-78,,Defensive rebound by S. Curry
4:20.0,,,70-80,2,Z. Pachulia makes 2-pt shot from 2 ft (assist by D. Green)
4:19.0,San Antonio full timeout,,70-80,,
4:00.0,M. Ginobili makes 3-pt shot from 22 ft (assist by D. Bertans),3,73-80,,
3:47.0,,,73-82,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
3:34.0,M. Ginobili misses 3-pt shot from 23 ft,,73-82,,
3:29.0,,,73-82,,Defensive rebound by D. Green
3:17.0,,,73-82,,K. Durant misses 3-pt shot from 26 ft
3:12.0,Defensive rebound by D. Bertans,,73-82,,
3:09.0,L. Aldridge makes 2-pt shot at rim (assist by M. Ginobili),2,75-82,,
2:47.0,,,75-82,,Shooting foul by K. Anderson (drawn by K. Durant)
2:47.0,,,75-83,1,K. Durant makes free throw 1 of 2
2:47.0,,,75-83,,P. McCaw enters the game for K. Thompson
2:47.0,,,75-83,,J. McGee enters the game for D. Green
2:47.0,,,75-83,,A. Iguodala enters the game for Z. Pachulia
2:47.0,B. Forbes enters the game for K. Anderson,,75-83,,
2:47.0,D. Green enters the game for P. Mills,,75-83,,
2:47.0,D. White enters the game for D. Bertans,,75-83,,
2:47.0,,,75-84,1,K. Durant makes free throw 2 of 2
2:31.0,L. Aldridge misses 2-pt shot from 7 ft,,75-84,,
2:28.0,Offensive rebound by Team,,75-84,,
2:27.0,,,75-84,,Personal foul by P. McCaw (drawn by L. Aldridge)
2:18.0,M. Ginobili misses 2-pt shot from 2 ft,,75-84,,
2:10.0,Offensive rebound by L. Aldridge,,75-84,,
2:10.0,L. Aldridge misses 2-pt shot at rim,,75-84,,
2:09.0,,,75-84,,Defensive rebound by J. McGee
2:05.0,,,75-84,,S. Curry misses 2-pt shot from 10 ft
1:57.0,Defensive rebound by D. White,,75-84,,
1:54.0,B. Forbes misses 2-pt shot from 13 ft,,75-84,,
1:48.0,,,75-84,,Defensive rebound by S. Curry
1:47.0,,,75-86,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
1:30.0,M. Ginobili misses 3-pt shot from 26 ft,,75-86,,
1:30.0,,,75-86,,Defensive rebound by Team
1:30.0,P. Gasol enters the game for L. Aldridge,,75-86,,
1:17.0,,,75-86,,Shooting foul by D. White (drawn by J. McGee)
1:17.0,,,75-87,1,J. McGee makes free throw 1 of 2
1:17.0,,,75-88,1,J. McGee makes free throw 2 of 2
1:07.0,B. Forbes misses 2-pt shot from 1 ft (block by J. McGee),,75-88,,
1:06.0,Offensive rebound by Team,,75-88,,
0:55.0,D. Green misses 2-pt shot from 18 ft,,75-88,,
0:51.0,,,75-88,,Defensive rebound by K. Durant
0:51.0,,,75-88,,Shooting foul by D. Green (drawn by J. McGee)
0:51.0,,,75-88,,J. McGee misses free throw 1 of 2
0:51.0,,,75-88,,Offensive rebound by Team
0:51.0,,,75-89,1,J. McGee makes free throw 2 of 2
0:36.0,,,75-89,,Personal foul by A. Iguodala (drawn by B. Forbes)
0:33.0,P. Gasol misses 2-pt shot from 4 ft,,75-89,,
0:24.0,,,75-89,,Defensive rebound by S. Curry
0:09.0,,,75-91,2,S. Curry makes 2-pt shot from 2 ft
0:05.0,D. Green misses 3-pt shot from 25 ft (block by K. Durant),,75-91,,
0:05.0,,,75-91,,Defensive rebound by A. Iguodala
0:00.0,,,75-91,,S. Curry misses 3-pt shot from 65 ft
0:00.0,,,75-91,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,B. Forbes misses 3-pt shot from 25 ft,,75-91,,
11:45.0,Offensive rebound by P. Gasol,,75-91,,
11:36.0,Turnover by K. Anderson (turnover),,75-91,,
11:27.0,,,75-91,,K. Thompson misses 2-pt shot from 19 ft
11:24.0,Defensive rebound by D. Hilliard,,75-91,,
11:16.0,,,75-91,,Personal foul by S. Livingston (drawn by B. Forbes)
11:09.0,D. White misses 2-pt shot from 22 ft,,75-91,,
11:05.0,Offensive rebound by Team,,75-91,,
10:53.0,Shooting foul by D. Green (drawn by D. White),,75-91,,
10:53.0,D. White makes free throw 1 of 2,1,76-91,,
10:53.0,D. White makes free throw 2 of 2,1,77-91,,
10:33.0,,,77-93,2,K. Thompson makes 2-pt shot from 16 ft (assist by D. Green)
10:22.0,K. Anderson makes 2-pt shot at rim (assist by P. Gasol),2,79-93,,
10:12.0,,,79-96,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
10:10.0,San Antonio full timeout,,79-96,,
9:51.0,D. Hilliard misses 3-pt shot from 25 ft,,79-96,,
9:46.0,,,79-96,,Defensive rebound by A. Iguodala
9:43.0,Violation by D. Hilliard (kicked ball),,79-96,,
9:35.0,,,79-96,,K. Thompson misses 2-pt shot from 2 ft
9:28.0,,,79-96,,Offensive rebound by D. Green
9:28.0,,,79-98,2,D. Green makes 2-pt shot at rim
9:14.0,P. Gasol makes 2-pt shot from 4 ft (assist by D. Hilliard),2,81-98,,
8:57.0,,,81-98,,D. Green misses 2-pt shot from 13 ft
8:54.0,Defensive rebound by P. Gasol,,81-98,,
8:50.0,B. Forbes misses 3-pt shot from 24 ft,,81-98,,
8:44.0,,,81-98,,Defensive rebound by D. Green
8:43.0,,,81-98,,K. Thompson misses 3-pt shot from 25 ft
8:38.0,Defensive rebound by P. Gasol,,81-98,,
8:30.0,P. Gasol makes 2-pt shot from 2 ft (assist by D. Hilliard),2,83-98,,
8:12.0,,,83-100,2,D. West makes 2-pt shot from 13 ft (assist by D. Green)
7:57.0,B. Paul enters the game for B. Forbes,,83-100,,
7:57.0,J. Lauvergne enters the game for P. Gasol,,83-100,,
7:56.0,Shooting foul by D. West (drawn by D. Hilliard),,83-100,,
7:56.0,D. Hilliard makes free throw 1 of 2,1,84-100,,
7:56.0,D. Hilliard makes free throw 2 of 2,1,85-100,,
7:44.0,,,85-100,,D. Green misses 3-pt shot from 25 ft
7:41.0,Defensive rebound by Team,,85-100,,
7:41.0,,,85-100,,Personal foul by A. Iguodala (drawn by D. White)
7:41.0,D. Bertans enters the game for K. Anderson,,85-100,,
7:20.0,J. Lauvergne misses 2-pt shot from 5 ft (block by D. West),,85-100,,
7:16.0,,,85-100,,Defensive rebound by D. West
7:11.0,,,85-102,2,K. Thompson makes 2-pt shot from 16 ft (assist by D. Green)
6:54.0,D. White misses 3-pt shot from 26 ft,,85-102,,
6:51.0,,,85-102,,Defensive rebound by D. West
6:40.0,,,85-104,2,K. Thompson makes 2-pt shot from 15 ft (assist by D. Green)
6:22.0,Shooting foul by D. West (drawn by D. White),,85-104,,
6:22.0,D. White makes free throw 1 of 2,1,86-104,,
6:22.0,D. White misses free throw 2 of 2,,86-104,,
6:20.0,,,86-104,,Defensive rebound by A. Iguodala
6:05.0,,,86-106,2,D. West makes 2-pt shot from 7 ft (assist by D. Green)
6:05.0,,,86-106,,Shooting foul by D. Bertans (drawn by D. West)
6:05.0,,,86-107,1,D. West makes free throw 1 of 1
5:53.0,D. Bertans makes 2-pt shot from 1 ft (assist by D. Hilliard),2,88-107,,
5:45.0,,,88-107,,Turnover by D. Green (bad pass; steal by D. Bertans)
5:41.0,D. Bertans misses 3-pt shot from 24 ft,,88-107,,
5:38.0,,,88-107,,Defensive rebound by Team
5:26.0,,,88-107,,Offensive foul by D. West (drawn by D. Hilliard)
5:26.0,,,88-107,,Turnover by D. West (offensive foul)
5:13.0,D. Bertans makes 2-pt shot from 15 ft,2,90-107,,
4:59.0,,,90-109,2,D. Green makes 2-pt shot from 11 ft (assist by D. West)
4:43.0,B. Paul misses 3-pt shot from 22 ft,,90-109,,
4:37.0,Offensive rebound by J. Lauvergne,,90-109,,
4:37.0,J. Lauvergne misses 2-pt shot at rim,,90-109,,
4:36.0,,,90-109,,Defensive rebound by S. Livingston
4:31.0,,,90-109,,A. Iguodala misses 3-pt shot from 22 ft
4:24.0,Defensive rebound by J. Lauvergne,,90-109,,
4:15.0,,,90-109,,O. Casspi enters the game for K. Thompson
4:15.0,,,90-109,,N. Young enters the game for S. Livingston
4:15.0,,,90-109,,P. McCaw enters the game for D. Green
4:10.0,Shooting foul by P. McCaw (drawn by D. White),,90-109,,
4:10.0,D. White makes free throw 1 of 2,1,91-109,,
4:10.0,D. White makes free throw 2 of 2,1,92-109,,
4:03.0,,,92-109,,Golden State full timeout
4:03.0,,,92-109,,K. Looney enters the game for D. West
3:58.0,,,92-109,,A. Iguodala misses 3-pt shot from 25 ft
3:54.0,,,92-109,,Offensive rebound by K. Looney
3:35.0,,,92-111,2,A. Iguodala makes 2-pt shot from 19 ft
3:21.0,D. White makes 2-pt shot from 1 ft (assist by D. Hilliard),2,94-111,,
3:07.0,,,94-111,,N. Young misses 2-pt shot from 16 ft
3:04.0,Defensive rebound by J. Lauvergne,,94-111,,
2:57.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by D. White),2,96-111,,
2:31.0,,,96-114,3,N. Young makes 3-pt shot from 24 ft (assist by K. Looney)
2:17.0,D. Hilliard makes 2-pt shot from 1 ft,2,98-114,,
2:17.0,Shooting foul by A. Iguodala (drawn by D. Hilliard),,98-114,,
2:17.0,,,98-114,,J. McGee enters the game for A. Iguodala
2:17.0,D. Hilliard makes free throw 1 of 1,1,99-114,,
1:59.0,,,99-114,,K. Looney misses 2-pt shot from 7 ft
1:58.0,Defensive rebound by Team,,99-114,,
