time,New Orleans,pts.away,score,pts.home,LA Clippers
3:16.0,,,54-51,,Defensive rebound by D. Jordan
3:10.0,,,54-51,,Turnover by D. Jordan (bad pass; steal by E. Okafor)
3:04.0,New Orleans full timeout,,54-51,,
3:04.0,N. Mirotic enters the game for A. Davis,,54-51,,
2:56.0,E. Moore misses 3-pt shot from 24 ft,,54-51,,
2:53.0,,,54-51,,Defensive rebound by D. Jordan
2:48.0,,,54-51,,M. Teodosic misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by N. Mirotic,,54-51,,
2:29.0,N. Mirotic makes 3-pt shot from 22 ft (assist by R. Rondo),3,57-51,,
2:13.0,,,57-51,,A. Rivers misses 2-pt shot from 1 ft (block by J. Holiday)
2:11.0,Defensive rebound by E. Moore,,57-51,,
2:09.0,N. Mirotic misses 3-pt shot from 24 ft,,57-51,,
2:06.0,,,57-51,,Defensive rebound by D. Jordan
1:57.0,,,57-51,,T. Harris misses 2-pt shot from 4 ft
1:54.0,Defensive rebound by E. Moore,,57-51,,
1:52.0,J. Holiday makes 3-pt shot from 25 ft (assist by E. Moore),3,60-51,,
1:36.0,,,60-51,,M. Teodosic misses 2-pt shot from 13 ft
1:33.0,Defensive rebound by N. Mirotic,,60-51,,
1:26.0,J. Holiday makes 3-pt shot from 25 ft (assist by N. Mirotic),3,63-51,,
1:11.0,,,63-51,,T. Harris misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by R. Rondo,,63-51,,
0:47.0,J. Holiday makes 2-pt shot from 2 ft,2,65-51,,
0:36.0,,,65-51,,T. Harris misses 2-pt shot from 1 ft (block by E. Okafor)
0:25.0,Defensive rebound by E. Moore,,65-51,,
0:20.0,Shooting foul by M. Teodosic (drawn by N. Mirotic),,65-51,,
0:20.0,N. Mirotic makes free throw 1 of 2,1,66-51,,
0:20.0,,,66-51,,L. Williams enters the game for S. Thornwell
0:20.0,I. Clark enters the game for E. Moore,,66-51,,
0:20.0,N. Mirotic makes free throw 2 of 2,1,67-51,,
0:01.0,,,67-51,,Shooting foul by R. Rondo (drawn by L. Williams)
0:01.0,,,67-52,1,L. Williams makes free throw 1 of 2
0:01.0,,,67-52,,S. Thornwell enters the game for M. Teodosic
0:01.0,,,67-52,,W. Johnson enters the game for T. Harris
0:01.0,,,67-52,,L. Williams misses free throw 2 of 2
0:01.0,Defensive rebound by N. Mirotic,,67-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,67-55,3,A. Rivers makes 3-pt shot from 26 ft (assist by M. Harrell)
11:11.0,E. Okafor makes 2-pt shot from 14 ft (assist by J. Holiday),2,69-55,,
10:50.0,,,69-55,,Turnover by A. Rivers (bad pass; steal by E. Moore)
10:44.0,E. Moore misses 2-pt shot from 14 ft,,69-55,,
10:40.0,,,69-55,,Defensive rebound by D. Jordan
10:28.0,,,69-55,,M. Harrell misses 2-pt shot from 6 ft (block by A. Davis)
10:26.0,,,69-55,,Offensive rebound by M. Harrell
10:24.0,,,69-55,,M. Teodosic misses 3-pt shot from 25 ft
10:21.0,Defensive rebound by E. Moore,,69-55,,
10:15.0,E. Okafor makes 2-pt shot from 15 ft (assist by R. Rondo),2,71-55,,
10:13.0,,,71-55,,LA Clippers full timeout
9:59.0,,,71-57,2,T. Harris makes 2-pt shot from 10 ft
9:43.0,J. Holiday makes 2-pt shot from 1 ft,2,73-57,,
9:25.0,,,73-57,,A. Rivers misses 2-pt shot from 12 ft
9:23.0,Defensive rebound by A. Davis,,73-57,,
9:15.0,J. Holiday misses 2-pt shot from 3 ft,,73-57,,
9:13.0,,,73-57,,Defensive rebound by A. Rivers
9:05.0,,,73-59,2,M. Teodosic makes 2-pt shot from 2 ft
8:50.0,A. Davis makes 2-pt shot from 14 ft (assist by J. Holiday),2,75-59,,
8:35.0,,,75-61,2,M. Harrell makes 2-pt shot from 8 ft (assist by M. Teodosic)
8:24.0,A. Davis makes 2-pt shot from 14 ft (assist by J. Holiday),2,77-61,,
8:24.0,Shooting foul by M. Harrell (drawn by A. Davis),,77-61,,
8:24.0,A. Davis makes free throw 1 of 1,1,78-61,,
8:05.0,,,78-61,,Turnover by M. Teodosic (turnover)
7:49.0,R. Rondo makes 3-pt shot from 22 ft (assist by J. Holiday),3,81-61,,
7:43.0,,,81-61,,L. Williams enters the game for M. Harrell
7:32.0,,,81-64,3,T. Harris makes 3-pt shot from 26 ft (assist by M. Teodosic)
7:18.0,J. Holiday misses 2-pt shot from 9 ft,,81-64,,
7:16.0,,,81-64,,Defensive rebound by T. Harris
7:11.0,Personal foul by R. Rondo (drawn by L. Williams),,81-64,,
6:57.0,,,81-64,,L. Williams misses 2-pt shot from 11 ft
6:54.0,,,81-64,,Offensive rebound by D. Jordan
6:54.0,,,81-64,,D. Jordan misses 2-pt shot at rim
6:53.0,Defensive rebound by E. Okafor,,81-64,,
6:41.0,R. Rondo misses 2-pt shot from 16 ft,,81-64,,
6:40.0,Offensive rebound by Team,,81-64,,
6:40.0,,,81-64,,Loose ball foul by D. Jordan (drawn by E. Okafor)
6:40.0,N. Mirotic enters the game for E. Okafor,,81-64,,
6:34.0,A. Davis misses 2-pt shot from 20 ft,,81-64,,
6:32.0,Offensive rebound by J. Holiday,,81-64,,
6:30.0,A. Davis misses 2-pt shot from 12 ft,,81-64,,
6:28.0,Offensive rebound by E. Moore,,81-64,,
6:20.0,A. Davis makes 3-pt shot from 24 ft (assist by R. Rondo),3,84-64,,
6:06.0,,,84-67,3,T. Harris makes 3-pt shot from 25 ft (assist by M. Teodosic)
5:55.0,Offensive charge foul by A. Davis (drawn by M. Teodosic),,84-67,,
5:55.0,Turnover by A. Davis (offensive foul),,84-67,,
5:42.0,,,84-69,2,D. Jordan makes 2-pt shot from 2 ft (assist by L. Williams)
5:26.0,A. Davis makes 3-pt shot from 24 ft (assist by J. Holiday),3,87-69,,
5:18.0,Personal foul by E. Moore (drawn by M. Teodosic),,87-69,,
5:18.0,I. Clark enters the game for R. Rondo,,87-69,,
5:18.0,D. Miller enters the game for E. Moore,,87-69,,
5:03.0,,,87-71,2,D. Jordan makes 2-pt shot from 2 ft
5:03.0,,,87-71,,Shooting foul by A. Davis (drawn by D. Jordan)
5:03.0,,,87-71,,D. Jordan misses free throw 1 of 1
5:01.0,Defensive rebound by A. Davis,,87-71,,
4:48.0,I. Clark makes 2-pt shot from 15 ft (assist by J. Holiday),2,89-71,,
4:27.0,,,89-71,,Shooting foul by D. Miller (drawn by L. Williams)
4:27.0,,,89-71,,L. Williams misses free throw 1 of 3
4:27.0,,,89-71,,Offensive rebound by Team
4:27.0,,,89-72,1,L. Williams makes free throw 2 of 3
4:27.0,,,89-73,1,L. Williams makes free throw 3 of 3
4:14.0,A. Davis makes 3-pt shot from 25 ft (assist by J. Holiday),3,92-73,,
4:06.0,,,92-73,,Shooting foul by J. Holiday (drawn by L. Williams)
4:06.0,New Orleans full timeout,,92-73,,
4:06.0,,,92-74,1,L. Williams makes free throw 1 of 2
4:06.0,,,92-75,1,L. Williams makes free throw 2 of 2
3:51.0,J. Holiday misses 3-pt shot from 25 ft,,92-75,,
3:48.0,,,92-75,,Defensive rebound by D. Jordan
3:41.0,,,92-77,2,L. Williams makes 2-pt shot from 13 ft
3:27.0,D. Miller misses 3-pt shot from 24 ft,,92-77,,
3:24.0,,,92-77,,Defensive rebound by D. Jordan
3:17.0,,,92-77,,T. Harris misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by A. Davis,,92-77,,
3:04.0,,,92-77,,S. Thornwell enters the game for A. Rivers
3:02.0,J. Holiday misses 2-pt shot from 5 ft,,92-77,,
2:59.0,,,92-77,,Defensive rebound by D. Jordan
2:53.0,,,92-77,,L. Williams misses 2-pt shot from 4 ft
2:51.0,Defensive rebound by A. Davis,,92-77,,
2:45.0,A. Davis misses 3-pt shot from 25 ft,,92-77,,
2:40.0,,,92-77,,Defensive rebound by M. Teodosic
2:29.0,,,92-77,,T. Harris misses 2-pt shot from 8 ft
2:27.0,,,92-77,,Offensive rebound by D. Jordan
2:27.0,,,92-77,,D. Jordan misses 2-pt shot at rim
2:27.0,,,92-77,,Offensive rebound by Team
2:27.0,,,92-77,,M. Harrell enters the game for D. Jordan
2:27.0,R. Rondo enters the game for J. Holiday,,92-77,,
2:25.0,,,92-77,,L. Williams misses 2-pt shot from 2 ft
2:23.0,Defensive rebound by A. Davis,,92-77,,
2:17.0,I. Clark misses 2-pt shot from 12 ft,,92-77,,
2:13.0,,,92-77,,Defensive rebound by M. Harrell
2:00.0,,,92-77,,L. Williams misses 3-pt shot from 25 ft
1:57.0,,,92-77,,Offensive rebound by T. Harris
1:56.0,,,92-77,,T. Harris misses 2-pt shot from 1 ft (block by N. Mirotic)
1:56.0,,,92-77,,Offensive rebound by Team
1:52.0,,,92-80,3,M. Teodosic makes 3-pt shot from 25 ft
1:28.0,A. Davis misses 2-pt shot from 16 ft,,92-80,,
1:24.0,,,92-80,,Defensive rebound by T. Harris
1:21.0,,,92-80,,Turnover by L. Williams (bad pass; steal by A. Davis)
1:16.0,N. Mirotic misses 3-pt shot from 24 ft,,92-80,,
1:12.0,,,92-80,,Defensive rebound by M. Harrell
1:05.0,,,92-80,,M. Harrell misses 2-pt shot from 2 ft (block by A. Davis)
1:05.0,Defensive rebound by N. Mirotic,,92-80,,
1:05.0,,,92-80,,Personal foul by M. Teodosic (drawn by N. Mirotic)
0:53.0,A. Davis makes 2-pt shot from 2 ft (assist by N. Mirotic),2,94-80,,
0:41.0,,,94-80,,L. Williams misses 2-pt shot from 1 ft (block by A. Davis)
0:36.0,Defensive rebound by R. Rondo,,94-80,,
0:32.0,I. Clark misses 3-pt shot from 23 ft,,94-80,,
0:28.0,Offensive rebound by A. Davis,,94-80,,
0:26.0,A. Davis misses 2-pt shot from 8 ft,,94-80,,
0:22.0,,,94-80,,Defensive rebound by T. Harris
0:20.0,,,94-82,2,T. Harris makes 2-pt shot from 1 ft
0:00.0,A. Davis makes 3-pt shot from 25 ft (assist by R. Rondo),3,97-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Shooting foul by M. Harrell (drawn by E. Okafor),,97-82,,
11:45.0,E. Okafor makes free throw 1 of 2,1,98-82,,
11:45.0,E. Okafor misses free throw 2 of 2,,98-82,,
11:43.0,,,98-82,,Defensive rebound by M. Harrell
11:27.0,,,98-82,,S. Thornwell misses 2-pt shot from 2 ft (block by D. Miller)
11:24.0,,,98-82,,Offensive rebound by S. Thornwell
11:22.0,,,98-82,,T. Harris misses 3-pt shot from 23 ft
11:20.0,Defensive rebound by D. Miller,,98-82,,
11:04.0,N. Mirotic misses 3-pt shot from 22 ft,,98-82,,
10:59.0,,,98-82,,Defensive rebound by L. Williams
10:57.0,,,98-84,2,A. Rivers makes 2-pt shot from 1 ft (assist by T. Harris)
10:32.0,E. Okafor misses 2-pt shot from 1 ft,,98-84,,
10:30.0,,,98-84,,Defensive rebound by S. Thornwell
10:24.0,,,98-86,2,L. Williams makes 2-pt shot from 10 ft
9:57.0,D. Miller misses 2-pt shot from 9 ft,,98-86,,
9:55.0,,,98-86,,Defensive rebound by T. Harris
9:52.0,,,98-88,2,T. Harris makes 2-pt shot from 1 ft (assist by L. Williams)
9:51.0,New Orleans full timeout,,98-88,,
9:51.0,J. Holiday enters the game for I. Clark,,98-88,,
9:51.0,A. Davis enters the game for D. Miller,,98-88,,
9:51.0,E. Moore enters the game for E. Okafor,,98-88,,
9:40.0,,,98-88,,Personal foul by M. Harrell (drawn by R. Rondo)
9:30.0,A. Davis makes 2-pt shot from 5 ft (assist by J. Holiday),2,100-88,,
9:18.0,,,100-88,,Shooting foul by N. Mirotic (drawn by T. Harris)
9:18.0,,,100-89,1,T. Harris makes free throw 1 of 2
9:18.0,,,100-90,1,T. Harris makes free throw 2 of 2
9:00.0,A. Davis misses 2-pt shot from 19 ft,,100-90,,
8:57.0,,,100-90,,Defensive rebound by T. Harris
8:48.0,,,100-90,,Turnover by A. Rivers (bad pass)
8:28.0,J. Holiday misses 2-pt shot from 16 ft,,100-90,,
8:25.0,,,100-90,,Defensive rebound by S. Thornwell
8:18.0,,,100-90,,Shooting foul by N. Mirotic (drawn by M. Harrell)
8:18.0,,,100-91,1,M. Harrell makes free throw 1 of 2
8:18.0,,,100-92,1,M. Harrell makes free throw 2 of 2
8:05.0,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday),2,102-92,,
7:56.0,,,102-94,2,L. Williams makes 2-pt shot from 17 ft
7:40.0,E. Moore misses 2-pt shot from 1 ft (block by T. Harris),,102-94,,
7:38.0,,,102-94,,Defensive rebound by T. Harris
7:32.0,,,102-97,3,L. Williams makes 3-pt shot from 29 ft (assist by T. Harris)
7:17.0,Turnover by J. Holiday (lost ball; steal by A. Rivers),,102-97,,
7:15.0,,,102-99,2,M. Harrell makes 2-pt shot at rim (assist by S. Thornwell)
7:13.0,New Orleans full timeout,,102-99,,
7:13.0,D. Miller enters the game for N. Mirotic,,102-99,,
7:13.0,I. Clark enters the game for R. Rondo,,102-99,,
7:02.0,Shooting foul by A. Rivers (drawn by J. Holiday),,102-99,,
7:02.0,J. Holiday makes free throw 1 of 2,1,103-99,,
