time,Oklahoma City,pts.away,score,pts.home,Orlando
6:05.0,Offensive rebound by S. Adams,,10-14,,
6:05.0,S. Adams misses 2-pt shot at rim,,10-14,,
6:05.0,Offensive rebound by Team,,10-14,,
6:05.0,T. Ferguson enters the game for P. George,,10-14,,
6:01.0,R. Westbrook misses 2-pt shot from 4 ft (block by E. Fournier),,10-14,,
5:55.0,,,10-14,,Defensive rebound by T. Ross
5:52.0,,,10-16,2,N. Vucevic makes 2-pt shot from 8 ft (assist by T. Ross)
5:38.0,T. Ferguson misses 3-pt shot from 26 ft,,10-16,,
5:35.0,,,10-16,,Defensive rebound by A. Gordon
5:17.0,,,10-18,2,A. Gordon makes 2-pt shot from 7 ft (assist by E. Fournier)
4:55.0,C. Anthony misses 2-pt shot from 15 ft (block by E. Payton),,10-18,,
4:55.0,Offensive rebound by Team,,10-18,,
4:52.0,C. Anthony misses 2-pt shot from 10 ft,,10-18,,
4:50.0,,,10-18,,Defensive rebound by A. Gordon
4:45.0,,,10-20,2,N. Vucevic makes 2-pt shot from 1 ft (assist by E. Payton)
4:45.0,Oklahoma City full timeout,,10-20,,
4:33.0,C. Anthony makes 3-pt shot from 23 ft (assist by A. Roberson),3,13-20,,
4:19.0,,,13-20,,Turnover by A. Gordon (lost ball; steal by R. Westbrook)
4:14.0,T. Ferguson misses 2-pt shot from 4 ft,,13-20,,
4:09.0,Offensive rebound by R. Westbrook,,13-20,,
4:09.0,R. Westbrook misses 2-pt shot at rim,,13-20,,
4:07.0,Offensive rebound by A. Roberson,,13-20,,
4:07.0,A. Roberson makes 2-pt shot at rim,2,15-20,,
4:07.0,,,15-22,2,E. Payton makes 2-pt shot from 4 ft
4:07.0,,,15-22,,Shooting foul by S. Adams (drawn by E. Payton)
4:07.0,,,15-23,1,E. Payton makes free throw 1 of 1
3:56.0,Turnover by A. Roberson (out of bounds lost ball),,15-23,,
3:39.0,,,15-26,3,T. Ross makes 3-pt shot from 22 ft (assist by A. Gordon)
3:17.0,C. Anthony makes 3-pt shot from 23 ft (assist by R. Westbrook),3,18-26,,
3:07.0,,,18-26,,N. Vucevic misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by C. Anthony,,18-26,,
2:56.0,C. Anthony misses 2-pt shot from 20 ft,,18-26,,
2:56.0,Offensive rebound by S. Adams,,18-26,,
2:46.0,Turnover by R. Westbrook (bad pass; steal by A. Gordon),,18-26,,
2:45.0,,,18-26,,Shooting foul by R. Westbrook (drawn by A. Gordon)
2:45.0,,,18-26,,A. Gordon misses free throw 1 of 2
2:45.0,,,18-26,,Offensive rebound by Team
2:45.0,,,18-26,,B. Biyombo enters the game for N. Vucevic
2:45.0,R. Felton enters the game for R. Westbrook,,18-26,,
2:45.0,J. Grant enters the game for C. Anthony,,18-26,,
2:45.0,P. George enters the game for S. Adams,,18-26,,
2:45.0,D. Johnson enters the game for A. Roberson,,18-26,,
2:45.0,,,18-26,,A. Gordon misses free throw 2 of 2
2:29.0,Defensive rebound by P. George,,18-26,,
2:22.0,R. Felton misses 2-pt shot from 16 ft (block by T. Ross),,18-26,,
2:17.0,,,18-26,,Defensive rebound by A. Gordon
2:15.0,,,18-26,,E. Fournier misses 2-pt shot from 1 ft (block by J. Grant)
2:15.0,Defensive rebound by R. Felton,,18-26,,
2:07.0,P. George makes 3-pt shot from 23 ft (assist by J. Grant),3,21-26,,
1:51.0,,,21-26,,E. Payton misses 2-pt shot from 19 ft
1:47.0,Defensive rebound by J. Grant,,21-26,,
1:40.0,P. George makes 2-pt shot from 6 ft,2,23-26,,
1:30.0,,,23-26,,E. Fournier misses 3-pt shot from 26 ft
1:30.0,,,23-26,,Offensive rebound by Team
1:30.0,Personal foul by D. Johnson (drawn by B. Biyombo),,23-26,,
1:30.0,,,23-26,,D. Augustin enters the game for E. Payton
1:30.0,,,23-26,,A. Afflalo enters the game for E. Fournier
1:17.0,,,23-28,2,A. Gordon makes 2-pt shot from 3 ft
1:17.0,,,23-28,,Shooting foul by D. Johnson (drawn by A. Gordon)
1:17.0,,,23-29,1,A. Gordon makes free throw 1 of 1
1:09.0,D. Johnson misses 2-pt shot from 4 ft (block by B. Biyombo),,23-29,,
1:04.0,,,23-29,,Defensive rebound by A. Afflalo
0:45.0,,,23-31,2,D. Augustin makes 2-pt shot from 20 ft
0:40.0,R. Felton misses 2-pt shot from 2 ft,,23-31,,
0:39.0,Offensive rebound by D. Johnson,,23-31,,
0:39.0,D. Johnson makes 2-pt shot at rim,2,25-31,,
0:25.0,,,25-31,,A. Afflalo misses 2-pt shot from 16 ft
0:21.0,Defensive rebound by T. Ferguson,,25-31,,
0:07.0,,,25-31,,Personal foul by T. Ross (drawn by P. George)
0:00.0,P. George misses 3-pt shot from 29 ft,,25-31,,
0:00.0,Offensive rebound by Team,,25-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,P. George misses 2-pt shot from 19 ft,,25-31,,
11:46.0,,,25-31,,Defensive rebound by M. Hezonja
11:23.0,,,25-33,2,B. Biyombo makes 2-pt shot from 2 ft (assist by M. Hezonja)
11:04.0,Shooting foul by B. Biyombo (drawn by J. Grant),,25-33,,
11:04.0,J. Grant makes free throw 1 of 2,1,26-33,,
11:04.0,P. Patterson enters the game for D. Johnson,,26-33,,
11:04.0,J. Grant misses free throw 2 of 2,,26-33,,
11:01.0,Offensive rebound by P. George,,26-33,,
10:49.0,J. Grant misses 3-pt shot from 25 ft,,26-33,,
10:47.0,Offensive rebound by Team,,26-33,,
10:47.0,,,26-33,,Personal foul by A. Afflalo (drawn by T. Ferguson)
10:41.0,P. George misses 3-pt shot from 27 ft,,26-33,,
10:38.0,,,26-33,,Defensive rebound by B. Biyombo
10:33.0,,,26-33,,Shooting foul by P. Patterson (drawn by D. Augustin)
10:33.0,,,26-34,1,D. Augustin makes free throw 1 of 2
10:33.0,,,26-34,,D. Augustin misses free throw 2 of 2
10:29.0,Defensive rebound by R. Felton,,26-34,,
10:12.0,P. George makes 2-pt shot at rim,2,28-34,,
9:57.0,,,28-34,,Turnover by B. Biyombo (lost ball; steal by P. George)
9:49.0,P. George makes 3-pt shot from 25 ft (assist by R. Felton),3,31-34,,
9:47.0,,,31-34,,Orlando full timeout
9:30.0,,,31-34,,Turnover by T. Ross (traveling)
9:16.0,P. George misses 2-pt shot from 5 ft (block by T. Ross),,31-34,,
9:15.0,,,31-34,,Defensive rebound by M. Hezonja
9:00.0,,,31-36,2,D. Augustin makes 2-pt shot from 1 ft
8:49.0,Shooting foul by D. Augustin (drawn by P. George),,31-36,,
8:49.0,P. George misses free throw 1 of 2,,31-36,,
8:49.0,Offensive rebound by Team,,31-36,,
8:49.0,,,31-36,,J. Simmons enters the game for A. Afflalo
8:49.0,R. Westbrook enters the game for T. Ferguson,,31-36,,
8:49.0,P. George makes free throw 2 of 2,1,32-36,,
8:29.0,,,32-36,,Turnover by J. Simmons (lost ball; steal by J. Grant)
8:17.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton),2,34-36,,
7:57.0,,,34-36,,Turnover by B. Biyombo (bad pass)
7:57.0,,,34-36,,E. Payton enters the game for M. Hezonja
7:57.0,,,34-36,,A. Gordon enters the game for D. Augustin
7:48.0,R. Felton makes 2-pt shot from 3 ft,2,36-36,,
7:25.0,,,36-39,3,T. Ross makes 3-pt shot from 27 ft (assist by A. Gordon)
7:09.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,38-39,,
7:09.0,,,38-39,,Orlando full timeout
7:09.0,,,38-39,,N. Vucevic enters the game for B. Biyombo
7:09.0,S. Adams enters the game for J. Grant,,38-39,,
7:09.0,C. Anthony enters the game for P. Patterson,,38-39,,
6:47.0,,,38-42,3,A. Gordon makes 3-pt shot from 26 ft (assist by N. Vucevic)
6:32.0,Shooting foul by N. Vucevic (drawn by R. Westbrook),,38-42,,
6:32.0,R. Westbrook makes free throw 1 of 2,1,39-42,,
6:32.0,R. Westbrook makes free throw 2 of 2,1,40-42,,
6:14.0,,,40-42,,Shooting foul by S. Adams (drawn by A. Gordon)
6:14.0,,,40-43,1,A. Gordon makes free throw 1 of 2
6:14.0,J. Grant enters the game for S. Adams,,40-43,,
6:14.0,,,40-44,1,A. Gordon makes free throw 2 of 2
6:01.0,J. Grant makes 2-pt shot from 2 ft (assist by R. Westbrook),2,42-44,,
5:48.0,,,42-44,,Shooting foul by C. Anthony (drawn by A. Gordon)
5:48.0,,,42-45,1,A. Gordon makes free throw 1 of 2
5:48.0,,,42-46,1,A. Gordon makes free throw 2 of 2
5:30.0,P. George misses 2-pt shot from 5 ft,,42-46,,
5:30.0,,,42-46,,Defensive rebound by N. Vucevic
5:28.0,Personal foul by R. Westbrook (drawn by E. Payton),,42-46,,
5:18.0,,,42-48,2,A. Gordon makes 2-pt shot from 1 ft (assist by E. Payton)
5:18.0,Oklahoma City full timeout,,42-48,,
5:18.0,A. Roberson enters the game for R. Felton,,42-48,,
4:57.0,R. Westbrook misses 2-pt shot from 14 ft,,42-48,,
4:55.0,,,42-48,,Defensive rebound by A. Gordon
4:44.0,,,42-48,,T. Ross misses 3-pt shot from 22 ft
4:39.0,Defensive rebound by R. Westbrook,,42-48,,
4:38.0,Shooting foul by E. Payton (drawn by R. Westbrook),,42-48,,
4:38.0,,,42-48,,Orlando full timeout
4:38.0,,,42-48,,E. Fournier enters the game for T. Ross
4:38.0,R. Westbrook makes free throw 1 of 2,1,43-48,,
4:38.0,R. Westbrook makes free throw 2 of 2,1,44-48,,
4:23.0,,,44-48,,J. Simmons misses 2-pt shot from 16 ft
4:19.0,Defensive rebound by C. Anthony,,44-48,,
4:03.0,R. Westbrook makes 3-pt shot from 26 ft (assist by P. George),3,47-48,,
3:50.0,,,47-50,2,E. Payton makes 2-pt shot from 1 ft
3:32.0,J. Grant misses 3-pt shot from 23 ft,,47-50,,
3:28.0,,,47-50,,Defensive rebound by N. Vucevic
3:22.0,,,47-50,,E. Fournier misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by Team,,47-50,,
3:02.0,A. Roberson makes 2-pt shot from 2 ft (assist by J. Grant),2,49-50,,
2:48.0,,,49-52,2,E. Payton makes 2-pt shot from 14 ft
2:28.0,Turnover by P. George (bad pass),,49-52,,
2:18.0,,,49-54,2,N. Vucevic makes 2-pt shot from 7 ft (assist by E. Payton)
2:01.0,A. Roberson makes 2-pt shot from 1 ft (assist by P. George),2,51-54,,
1:42.0,,,51-56,2,J. Simmons makes 2-pt shot from 2 ft
1:29.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,53-56,,
1:12.0,,,53-56,,N. Vucevic misses 2-pt shot from 2 ft (block by J. Grant)
1:06.0,Defensive rebound by P. George,,53-56,,
1:03.0,P. George makes 2-pt shot from 2 ft,2,55-56,,
0:45.0,,,55-56,,A. Gordon misses 2-pt shot from 15 ft
0:45.0,Defensive rebound by A. Roberson,,55-56,,
0:37.0,R. Westbrook misses 3-pt shot from 26 ft,,55-56,,
0:33.0,,,55-56,,Defensive rebound by E. Payton
0:27.0,,,55-59,3,E. Fournier makes 3-pt shot from 23 ft (assist by E. Payton)
0:07.0,R. Westbrook makes 2-pt shot from 1 ft,2,57-59,,
0:00.0,,,57-59,,A. Gordon misses 3-pt shot from 25 ft
0:00.0,,,57-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,P. George makes 2-pt shot from 17 ft,2,59-59,,
11:19.0,,,59-59,,Turnover by E. Fournier (bad pass; steal by R. Westbrook)
11:17.0,Shooting foul by A. Gordon (drawn by R. Westbrook),,59-59,,
11:17.0,R. Westbrook misses free throw 1 of 2,,59-59,,
11:17.0,Offensive rebound by Team,,59-59,,
11:17.0,R. Westbrook makes free throw 2 of 2,1,60-59,,
10:55.0,,,60-61,2,E. Payton makes 2-pt shot from 11 ft (assist by N. Vucevic)
10:38.0,P. George misses 3-pt shot from 26 ft,,60-61,,
10:35.0,,,60-61,,Defensive rebound by E. Payton
10:22.0,,,60-61,,Turnover by J. Simmons (bad pass; steal by S. Adams)
10:13.0,Turnover by R. Westbrook (bad pass; steal by A. Gordon),,60-61,,
10:09.0,,,60-63,2,A. Gordon makes 2-pt shot from 1 ft
9:48.0,C. Anthony misses 2-pt shot from 9 ft,,60-63,,
9:45.0,,,60-63,,Defensive rebound by N. Vucevic
9:40.0,,,60-63,,Turnover by E. Payton (lost ball; steal by R. Westbrook)
9:35.0,C. Anthony misses 3-pt shot from 26 ft,,60-63,,
9:32.0,,,60-63,,Defensive rebound by A. Gordon
9:23.0,,,60-66,3,A. Gordon makes 3-pt shot from 25 ft (assist by N. Vucevic)
9:08.0,Shooting foul by E. Payton (drawn by P. George),,60-66,,
9:08.0,P. George makes free throw 1 of 2,1,61-66,,
9:08.0,P. George makes free throw 2 of 2,1,62-66,,
8:56.0,,,62-66,,N. Vucevic misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by A. Roberson,,62-66,,
8:44.0,R. Westbrook makes 3-pt shot from 26 ft (assist by C. Anthony),3,65-66,,
8:28.0,,,65-66,,A. Gordon misses 3-pt shot from 26 ft
8:24.0,Defensive rebound by C. Anthony,,65-66,,
8:15.0,S. Adams misses 2-pt shot from 16 ft,,65-66,,
8:11.0,,,65-66,,Defensive rebound by E. Payton
8:09.0,Personal foul by P. George (drawn by E. Fournier),,65-66,,
8:09.0,T. Ferguson enters the game for P. George,,65-66,,
8:03.0,,,65-66,,Shooting foul by A. Roberson (drawn by E. Fournier)
8:03.0,,,65-67,1,E. Fournier makes free throw 1 of 2
8:03.0,,,65-68,1,E. Fournier makes free throw 2 of 2
7:47.0,C. Anthony misses 3-pt shot from 26 ft,,65-68,,
7:44.0,Offensive rebound by A. Roberson,,65-68,,
7:34.0,C. Anthony makes 2-pt shot from 10 ft,2,67-68,,
7:34.0,Shooting foul by E. Payton (drawn by C. Anthony),,67-68,,
7:34.0,C. Anthony makes free throw 1 of 1,1,68-68,,
7:20.0,,,68-70,2,A. Gordon makes 2-pt shot from 2 ft
7:02.0,A. Roberson misses 3-pt shot from 23 ft,,68-70,,
6:58.0,Offensive rebound by R. Westbrook,,68-70,,
6:57.0,C. Anthony makes 3-pt shot from 26 ft (assist by R. Westbrook),3,71-70,,
6:57.0,,,71-70,,Orlando full timeout
6:45.0,,,71-70,,N. Vucevic misses 2-pt shot from 20 ft
6:41.0,Defensive rebound by C. Anthony,,71-70,,
6:30.0,Shooting foul by J. Simmons (drawn by S. Adams),,71-70,,
6:30.0,S. Adams misses free throw 1 of 2,,71-70,,
6:30.0,Offensive rebound by Team,,71-70,,
6:30.0,P. George enters the game for A. Roberson,,71-70,,
6:30.0,S. Adams misses free throw 2 of 2,,71-70,,
6:29.0,Offensive rebound by Team,,71-70,,
6:29.0,,,71-70,,Personal foul by E. Fournier (drawn by C. Anthony)
6:29.0,C. Anthony makes free throw 1 of 2,1,72-70,,
6:29.0,C. Anthony makes free throw 2 of 2,1,73-70,,
6:15.0,,,73-72,2,E. Payton makes 2-pt shot from 1 ft (assist by N. Vucevic)
6:01.0,P. George misses 3-pt shot from 26 ft,,73-72,,
5:55.0,Offensive rebound by S. Adams,,73-72,,
5:55.0,S. Adams misses 2-pt shot at rim,,73-72,,
5:54.0,Offensive rebound by S. Adams,,73-72,,
5:52.0,S. Adams misses 2-pt shot from 6 ft,,73-72,,
5:52.0,Offensive rebound by S. Adams,,73-72,,
5:47.0,S. Adams misses 2-pt shot at rim,,73-72,,
5:46.0,Offensive rebound by S. Adams,,73-72,,
5:44.0,S. Adams makes 2-pt shot from 3 ft,2,75-72,,
5:38.0,,,75-74,2,E. Fournier makes 2-pt shot from 16 ft (assist by N. Vucevic)
5:26.0,Shooting foul by E. Payton (drawn by R. Westbrook),,75-74,,
5:26.0,R. Westbrook makes free throw 1 of 2,1,76-74,,
5:26.0,R. Westbrook misses free throw 2 of 2,,76-74,,
5:24.0,Offensive rebound by R. Westbrook,,76-74,,
5:23.0,Shooting foul by N. Vucevic (drawn by R. Westbrook),,76-74,,
5:23.0,R. Westbrook misses free throw 1 of 2,,76-74,,
5:23.0,Offensive rebound by Team,,76-74,,
5:23.0,,,76-74,,A. Afflalo enters the game for E. Payton
5:23.0,,,76-74,,D. Augustin enters the game for J. Simmons
5:23.0,R. Westbrook makes free throw 2 of 2,1,77-74,,
5:11.0,,,77-77,3,A. Gordon makes 3-pt shot from 26 ft
5:01.0,R. Westbrook misses 2-pt shot from 18 ft,,77-77,,
4:59.0,,,77-77,,Defensive rebound by A. Gordon
4:51.0,,,77-77,,A. Gordon misses 2-pt shot from 2 ft (block by S. Adams)
4:43.0,Jump ball: A. Gordon vs. S. Adams (D. Augustin gains possession),,,,Jump ball: A. Gordon vs. S. Adams (D. Augustin gains possession)
4:43.0,,,77-77,,Offensive rebound by Team
4:41.0,,,77-77,,A. Afflalo misses 3-pt shot from 23 ft
4:38.0,Defensive rebound by P. George,,77-77,,
4:31.0,T. Ferguson misses 3-pt shot from 23 ft,,77-77,,
4:28.0,,,77-77,,Defensive rebound by A. Gordon
4:22.0,Def 3 sec tech foul by T. Ferguson,,77-77,,
4:22.0,,,77-78,1,E. Fournier makes technical free throw
4:12.0,,,77-80,2,E. Fournier makes 2-pt shot from 13 ft (assist by N. Vucevic)
3:56.0,R. Westbrook misses 3-pt shot from 26 ft,,77-80,,
3:51.0,,,77-80,,Defensive rebound by N. Vucevic
3:32.0,,,77-80,,E. Fournier misses 3-pt shot from 22 ft
3:27.0,Defensive rebound by R. Westbrook,,77-80,,
3:21.0,C. Anthony misses 2-pt shot from 19 ft,,77-80,,
3:17.0,Offensive rebound by T. Ferguson,,77-80,,
3:15.0,C. Anthony misses 3-pt shot from 26 ft,,77-80,,
3:12.0,,,77-80,,Defensive rebound by N. Vucevic
3:00.0,Personal foul by S. Adams (drawn by E. Fournier),,77-80,,
3:00.0,J. Grant enters the game for C. Anthony,,77-80,,
2:53.0,D. Johnson enters the game for S. Adams,,77-80,,
2:49.0,,,77-80,,Offensive foul by A. Afflalo (drawn by R. Westbrook)
2:49.0,,,77-80,,Turnover by A. Afflalo (offensive foul)
2:36.0,D. Johnson misses 2-pt shot from 2 ft (block by A. Afflalo),,77-80,,
2:32.0,,,77-80,,Defensive rebound by E. Fournier
2:24.0,,,77-82,2,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Fournier)
2:14.0,R. Westbrook misses 2-pt shot from 16 ft,,77-82,,
2:11.0,,,77-82,,Defensive rebound by N. Vucevic
2:03.0,,,77-82,,N. Vucevic misses 3-pt shot from 26 ft
2:03.0,Defensive rebound by P. George,,77-82,,
1:54.0,P. George misses 2-pt shot from 14 ft,,77-82,,
1:49.0,,,77-82,,Defensive rebound by A. Gordon
1:36.0,,,77-84,2,N. Vucevic makes 2-pt shot from 8 ft
1:19.0,R. Westbrook misses 2-pt shot from 10 ft,,77-84,,
1:17.0,,,77-84,,Defensive rebound by A. Gordon
1:05.0,,,77-84,,Shooting foul by T. Ferguson (drawn by N. Vucevic)
1:05.0,,,77-84,,N. Vucevic misses free throw 1 of 2
1:05.0,,,77-84,,Offensive rebound by Team
1:05.0,R. Felton enters the game for R. Westbrook,,77-84,,
1:05.0,,,77-85,1,N. Vucevic makes free throw 2 of 2
0:46.0,D. Johnson misses 2-pt shot from 4 ft,,77-85,,
0:44.0,,,77-85,,Defensive rebound by A. Gordon
0:41.0,,,77-85,,Shooting foul by D. Johnson (drawn by A. Gordon)
0:41.0,,,77-86,1,A. Gordon makes free throw 1 of 2
0:41.0,,,77-86,,B. Biyombo enters the game for N. Vucevic
0:41.0,,,77-87,1,A. Gordon makes free throw 2 of 2
0:32.0,R. Felton makes 2-pt shot from 18 ft,2,79-87,,
0:11.0,,,79-87,,B. Biyombo misses 2-pt shot from 6 ft
0:08.0,Defensive rebound by R. Felton,,79-87,,
0:04.0,Shooting foul by B. Biyombo (drawn by R. Felton),,79-87,,
0:04.0,R. Felton makes free throw 1 of 2,1,80-87,,
0:04.0,A. Roberson enters the game for D. Johnson,,80-87,,
0:04.0,R. Felton misses free throw 2 of 2,,80-87,,
0:00.0,Offensive rebound by A. Roberson,,80-87,,
0:00.0,A. Roberson misses 2-pt shot at rim,,80-87,,
0:00.0,Offensive rebound by R. Felton,,80-87,,
0:00.0,R. Felton misses 2-pt shot from 16 ft (block by A. Gordon),,80-87,,
0:00.0,Offensive rebound by Team,,80-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,80-90,3,A. Gordon makes 3-pt shot from 25 ft (assist by D. Augustin)
11:23.0,R. Felton misses 2-pt shot from 17 ft,,80-90,,
11:21.0,,,80-90,,Defensive rebound by B. Biyombo
11:07.0,,,80-92,2,A. Gordon makes 2-pt shot from 13 ft
10:49.0,P. George misses 2-pt shot from 15 ft,,80-92,,
10:48.0,,,80-92,,Defensive rebound by Team
10:48.0,Loose ball foul by P. Patterson (drawn by D. Augustin),,80-92,,
10:33.0,Violation by T. Ferguson (kicked ball),,80-92,,
10:26.0,,,80-92,,Turnover by B. Biyombo (turnover)
10:10.0,Turnover by R. Felton (bad pass),,80-92,,
9:53.0,,,80-94,2,J. Simmons makes 2-pt shot from 4 ft
9:53.0,,,80-94,,Shooting foul by T. Ferguson (drawn by J. Simmons)
9:53.0,Oklahoma City full timeout,,80-94,,
9:53.0,A. Roberson enters the game for T. Ferguson,,80-94,,
9:53.0,,,80-95,1,J. Simmons makes free throw 1 of 1
9:38.0,P. George misses 2-pt shot from 15 ft,,80-95,,
9:35.0,,,80-95,,Defensive rebound by B. Biyombo
9:15.0,,,80-97,2,B. Biyombo makes 2-pt shot from 1 ft (assist by D. Augustin)
8:59.0,R. Felton misses 2-pt shot at rim,,80-97,,
8:57.0,,,80-97,,Defensive rebound by A. Gordon
8:49.0,,,80-100,3,D. Augustin makes 3-pt shot from 26 ft
8:48.0,Oklahoma City full timeout,,80-100,,
8:48.0,R. Westbrook enters the game for J. Grant,,80-100,,
8:48.0,S. Adams enters the game for P. George,,80-100,,
8:48.0,C. Anthony enters the game for P. Patterson,,80-100,,
8:29.0,R. Westbrook makes 3-pt shot from 27 ft,3,83-100,,
8:05.0,,,83-100,,D. Augustin misses 2-pt shot from 10 ft
8:05.0,Defensive rebound by Team,,83-100,,
7:56.0,C. Anthony misses 3-pt shot from 23 ft,,83-100,,
7:51.0,Offensive rebound by A. Roberson,,83-100,,
7:50.0,,,83-100,,Personal foul by J. Simmons (drawn by R. Westbrook)
7:39.0,R. Felton misses 2-pt shot from 12 ft,,83-100,,
7:37.0,,,83-100,,Defensive rebound by A. Gordon
7:22.0,,,83-102,2,B. Biyombo makes 2-pt shot from 1 ft (assist by D. Augustin)
7:11.0,Turnover by A. Roberson (bad pass; steal by D. Augustin),,83-102,,
7:04.0,,,83-105,3,D. Augustin makes 3-pt shot from 26 ft (assist by J. Simmons)
6:44.0,R. Felton misses 3-pt shot from 26 ft,,83-105,,
6:40.0,Offensive rebound by A. Roberson,,83-105,,
6:30.0,R. Westbrook makes 3-pt shot from 27 ft,3,86-105,,
6:24.0,Personal foul by R. Felton (drawn by D. Augustin),,86-105,,
6:24.0,P. George enters the game for R. Felton,,86-105,,
6:06.0,,,86-105,,A. Gordon misses 3-pt shot from 26 ft (block by A. Roberson)
6:06.0,,,86-105,,Offensive rebound by D. Augustin
6:05.0,,,86-105,,Turnover by Team (shot clock)
5:53.0,R. Westbrook makes 3-pt shot from 26 ft,3,89-105,,
5:51.0,,,89-105,,Orlando full timeout
5:51.0,,,89-105,,E. Payton enters the game for A. Afflalo
5:51.0,,,89-105,,E. Fournier enters the game for B. Biyombo
5:51.0,,,89-105,,N. Vucevic enters the game for D. Augustin
5:38.0,,,89-105,,Shooting foul by C. Anthony (drawn by J. Simmons)
5:38.0,,,89-106,1,J. Simmons makes free throw 1 of 2
5:38.0,,,89-106,,J. Simmons misses free throw 2 of 2
5:35.0,Defensive rebound by R. Westbrook,,89-106,,
5:29.0,P. George makes 2-pt shot from 2 ft,2,91-106,,
5:29.0,,,91-106,,Shooting block foul by N. Vucevic (drawn by P. George)
5:29.0,P. George makes free throw 1 of 1,1,92-106,,
