time,Cleveland,pts.away,score,pts.home,Chicago
3:46.0,,,26-23,,D. Nwaba enters the game for J. Holiday
3:39.0,J. Green makes 3-pt shot from 25 ft (assist by L. Perrantes),3,29-23,,
3:19.0,,,29-25,2,B. Portis makes 2-pt shot from 11 ft
2:55.0,J. Green makes 2-pt shot at rim (assist by L. Perrantes),2,31-25,,
2:51.0,,,31-25,,Shooting foul by L. Perrantes (drawn by J. Grant)
2:51.0,,,31-25,,Chicago full timeout
2:51.0,,,31-25,,P. Zipser enters the game for C. Felicio
2:51.0,,,31-25,,A. Blakeney enters the game for D. Valentine
2:51.0,J. Clarkson enters the game for G. Hill,,31-25,,
2:51.0,,,31-25,,J. Grant misses free throw 1 of 2
2:51.0,,,31-25,,Offensive rebound by Team
2:51.0,,,31-26,1,J. Grant makes free throw 2 of 2
2:34.0,Turnover by L. Perrantes (out of bounds lost ball),,31-26,,
2:15.0,,,31-28,2,B. Portis makes 2-pt shot from 7 ft
2:03.0,J. Clarkson misses 2-pt shot from 2 ft,,31-28,,
2:00.0,Offensive rebound by J. Clarkson,,31-28,,
1:57.0,J. Green misses 2-pt shot from 19 ft,,31-28,,
1:54.0,,,31-28,,Defensive rebound by B. Portis
1:42.0,,,31-28,,Turnover by B. Portis (traveling)
1:42.0,J. Holland enters the game for L. James,,31-28,,
1:26.0,J. Smith misses 2-pt shot from 23 ft,,31-28,,
1:23.0,,,31-28,,Defensive rebound by D. Nwaba
1:20.0,,,31-28,,Shooting foul by J. Holland (drawn by D. Nwaba)
1:20.0,,,31-28,,D. Nwaba misses free throw 1 of 2
1:20.0,,,31-28,,Offensive rebound by Team
1:20.0,,,31-28,,J. Holiday enters the game for P. Zipser
1:20.0,,,31-29,1,D. Nwaba makes free throw 2 of 2
1:02.0,J. Smith misses 2-pt shot from 4 ft,,31-29,,
1:00.0,,,31-29,,Defensive rebound by B. Portis
0:55.0,,,31-29,,B. Portis misses 2-pt shot from 2 ft
0:54.0,,,31-29,,Offensive rebound by D. Nwaba
0:54.0,,,31-29,,D. Nwaba misses 2-pt shot at rim
0:49.0,,,31-29,,Offensive rebound by D. Nwaba
0:49.0,,,31-31,2,D. Nwaba makes 2-pt shot at rim
0:41.0,Shooting foul by J. Grant (drawn by J. Green),,31-31,,
0:41.0,J. Green makes free throw 1 of 2,1,32-31,,
0:41.0,J. Calderon enters the game for L. Perrantes,,32-31,,
0:41.0,J. Green misses free throw 2 of 2,,32-31,,
0:39.0,,,32-31,,Defensive rebound by B. Portis
0:30.0,,,32-31,,J. Grant misses 2-pt shot from 4 ft
0:27.0,Defensive rebound by J. Green,,32-31,,
0:13.0,Offensive foul by J. Green (drawn by D. Nwaba),,32-31,,
0:13.0,Turnover by J. Green (offensive foul),,32-31,,
0:00.0,,,32-31,,A. Blakeney misses 2-pt shot from 21 ft
0:00.0,,,32-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,J. Green makes 2-pt shot at rim (assist by J. Calderon),2,34-31,,
11:24.0,,,34-31,,A. Blakeney misses 3-pt shot from 25 ft
11:20.0,Defensive rebound by J. Calderon,,34-31,,
11:08.0,J. Holland makes 2-pt shot at rim (assist by J. Green),2,36-31,,
10:56.0,,,36-31,,D. Nwaba misses 2-pt shot from 1 ft
10:56.0,,,36-31,,Offensive rebound by D. Nwaba
10:56.0,,,36-31,,Turnover by D. Nwaba (traveling)
10:56.0,,,36-31,,C. Felicio enters the game for J. Holiday
10:41.0,J. Calderon makes 2-pt shot from 1 ft,2,38-31,,
10:33.0,,,38-31,,Offensive foul by B. Portis (drawn by J. Holland)
10:33.0,,,38-31,,Turnover by B. Portis (offensive foul)
10:33.0,L. James enters the game for J. Green,,38-31,,
10:23.0,,,38-31,,Def 3 sec tech foul by A. Blakeney
10:23.0,J. Calderon makes technical free throw,1,39-31,,
10:13.0,J. Holland misses 3-pt shot from 22 ft,,39-31,,
10:10.0,,,39-31,,Defensive rebound by B. Portis
9:54.0,,,39-31,,A. Blakeney misses 3-pt shot from 25 ft
9:50.0,Defensive rebound by J. Smith,,39-31,,
9:41.0,J. Clarkson makes 3-pt shot from 25 ft (assist by L. James),3,42-31,,
9:41.0,,,42-31,,Chicago full timeout
9:41.0,,,42-31,,C. Payne enters the game for J. Grant
9:24.0,,,42-31,,C. Payne misses 2-pt shot from 6 ft
9:22.0,Defensive rebound by L. James,,42-31,,
9:15.0,J. Clarkson makes 3-pt shot from 22 ft (assist by L. James),3,45-31,,
8:53.0,,,45-31,,C. Payne misses 3-pt shot from 25 ft
8:51.0,,,45-31,,Offensive rebound by B. Portis
8:48.0,,,45-31,,B. Portis misses 2-pt shot from 2 ft
8:48.0,Defensive rebound by J. Smith,,45-31,,
8:42.0,J. Clarkson makes 3-pt shot from 23 ft (assist by J. Calderon),3,48-31,,
8:41.0,,,48-31,,Chicago full timeout
8:41.0,,,48-31,,P. Zipser enters the game for C. Felicio
8:41.0,,,48-31,,D. Valentine enters the game for A. Blakeney
8:21.0,,,48-33,2,D. Nwaba makes 2-pt shot from 2 ft (assist by C. Payne)
8:08.0,J. Clarkson misses 3-pt shot from 25 ft,,48-33,,
8:05.0,,,48-33,,Defensive rebound by D. Valentine
7:54.0,,,48-36,3,D. Valentine makes 3-pt shot from 26 ft (assist by C. Payne)
7:34.0,J. Holland misses 3-pt shot from 25 ft,,48-36,,
7:31.0,,,48-36,,Defensive rebound by P. Zipser
7:19.0,,,48-36,,D. Nwaba misses 2-pt shot from 3 ft
7:19.0,,,48-36,,B. Portis misses 2-pt shot from 3 ft
7:19.0,Defensive rebound by Team,,48-36,,
7:19.0,,,48-36,,Defensive rebound by B. Portis
7:19.0,G. Hill enters the game for J. Smith,,48-36,,
6:58.0,G. Hill misses 2-pt shot from 22 ft,,48-36,,
6:55.0,,,48-36,,Defensive rebound by B. Portis
6:51.0,,,48-36,,C. Payne misses 3-pt shot from 26 ft
6:50.0,Defensive rebound by L. James,,48-36,,
6:46.0,L. James makes 2-pt shot from 1 ft,2,50-36,,
6:46.0,Shooting foul by P. Zipser (drawn by L. James),,50-36,,
6:46.0,J. Green enters the game for J. Holland,,50-36,,
6:46.0,L. James makes free throw 1 of 1,1,51-36,,
6:37.0,,,51-39,3,D. Valentine makes 3-pt shot from 24 ft (assist by P. Zipser)
6:28.0,,,51-39,,Personal foul by P. Zipser (drawn by L. James)
6:17.0,L. James makes 2-pt shot from 16 ft,2,53-39,,
5:53.0,,,53-41,2,C. Payne makes 2-pt shot from 9 ft (assist by D. Valentine)
5:36.0,J. Clarkson misses 3-pt shot from 22 ft,,53-41,,
5:30.0,Offensive rebound by J. Calderon,,53-41,,
5:15.0,J. Clarkson makes 2-pt shot from 21 ft,2,55-41,,
5:04.0,,,55-44,3,P. Zipser makes 3-pt shot from 24 ft (assist by C. Payne)
4:46.0,J. Calderon misses 3-pt shot from 23 ft,,55-44,,
4:41.0,,,55-44,,Defensive rebound by B. Portis
4:38.0,,,55-44,,D. Nwaba misses 2-pt shot from 1 ft
4:36.0,Defensive rebound by G. Hill,,55-44,,
4:36.0,,,55-44,,Personal foul by P. Zipser (drawn by G. Hill)
4:36.0,,,55-44,,A. Blakeney enters the game for D. Nwaba
4:36.0,,,55-44,,C. Felicio enters the game for P. Zipser
4:26.0,G. Hill misses 3-pt shot from 25 ft,,55-44,,
4:21.0,,,55-44,,Defensive rebound by C. Payne
4:19.0,,,55-46,2,A. Blakeney makes 2-pt shot at rim (assist by C. Payne)
4:02.0,L. James misses 3-pt shot from 22 ft,,55-46,,
3:58.0,Offensive rebound by L. James,,55-46,,
3:56.0,L. James misses 2-pt shot from 9 ft,,55-46,,
3:51.0,Offensive rebound by G. Hill,,55-46,,
3:48.0,G. Hill misses 2-pt shot from 2 ft,,55-46,,
3:44.0,Offensive rebound by J. Clarkson,,55-46,,
3:36.0,Shooting foul by C. Payne (drawn by J. Clarkson),,55-46,,
3:36.0,J. Clarkson makes free throw 1 of 2,1,56-46,,
3:36.0,J. Clarkson makes free throw 2 of 2,1,57-46,,
3:25.0,,,57-46,,Turnover by C. Felicio (bad pass)
3:13.0,L. James makes 2-pt shot from 21 ft,2,59-46,,
2:50.0,,,59-48,2,C. Felicio makes 2-pt shot from 5 ft (assist by D. Valentine)
2:28.0,J. Green misses 2-pt shot from 10 ft,,59-48,,
2:22.0,,,59-48,,Defensive rebound by D. Valentine
2:20.0,,,59-48,,D. Valentine misses 2-pt shot from 15 ft
2:18.0,,,59-48,,Offensive rebound by B. Portis
2:18.0,,,59-50,2,B. Portis makes 2-pt shot from 4 ft
2:18.0,Cleveland full timeout,,59-50,,
2:18.0,A. Zizic enters the game for J. Clarkson,,59-50,,
1:59.0,A. Zizic makes 2-pt shot from 1 ft (assist by J. Calderon),2,61-50,,
1:39.0,,,61-50,,A. Blakeney misses 2-pt shot from 21 ft
1:35.0,Defensive rebound by L. James,,61-50,,
1:33.0,L. James makes 2-pt shot from 9 ft,2,63-50,,
1:33.0,Shooting foul by A. Blakeney (drawn by L. James),,63-50,,
1:33.0,L. James misses free throw 1 of 1,,63-50,,
1:31.0,,,63-50,,Defensive rebound by Team
1:16.0,,,63-50,,C. Payne misses 3-pt shot from 26 ft
1:12.0,Defensive rebound by A. Zizic,,63-50,,
1:00.0,Turnover by G. Hill (bad pass; steal by A. Blakeney),,63-50,,
0:58.0,,,63-52,2,A. Blakeney makes 2-pt shot at rim
0:47.0,G. Hill makes 3-pt shot from 25 ft (assist by L. James),3,66-52,,
0:40.0,,,66-52,,A. Blakeney misses 2-pt shot from 17 ft
0:37.0,Defensive rebound by L. James,,66-52,,
0:31.0,L. James makes 3-pt shot from 25 ft,3,69-52,,
0:21.0,,,69-52,,D. Valentine misses 3-pt shot from 24 ft
0:17.0,Defensive rebound by G. Hill,,69-52,,
0:00.0,L. James misses 3-pt shot from 25 ft,,69-52,,
0:00.0,Offensive rebound by Team,,69-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,Turnover by A. Zizic (traveling),,69-52,,
11:33.0,,,69-52,,Turnover by J. Holiday (step out of bounds)
11:23.0,Offensive foul by L. James (drawn by J. Holiday),,69-52,,
11:23.0,Turnover by L. James (offensive foul),,69-52,,
11:15.0,,,69-52,,J. Holiday misses 3-pt shot from 26 ft
11:12.0,Defensive rebound by A. Zizic,,69-52,,
11:08.0,L. James misses 2-pt shot from 19 ft,,69-52,,
11:03.0,,,69-52,,Defensive rebound by D. Valentine
10:58.0,,,69-55,3,D. Valentine makes 3-pt shot from 26 ft
10:38.0,A. Zizic misses 2-pt shot from 3 ft (block by P. Zipser),,69-55,,
10:34.0,Offensive rebound by G. Hill,,69-55,,
10:33.0,L. James misses 3-pt shot from 25 ft,,69-55,,
10:33.0,,,69-55,,Defensive rebound by C. Felicio
10:29.0,,,69-58,3,D. Valentine makes 3-pt shot from 25 ft (assist by C. Payne)
10:28.0,Cleveland full timeout,,69-58,,
10:15.0,G. Hill makes 2-pt shot from 1 ft (assist by L. James),2,71-58,,
9:58.0,,,71-60,2,P. Zipser makes 2-pt shot from 1 ft (assist by D. Valentine)
9:46.0,A. Zizic makes 2-pt shot at rim (assist by L. James),2,73-60,,
9:32.0,,,73-60,,P. Zipser misses 3-pt shot from 24 ft
9:29.0,Defensive rebound by L. James,,73-60,,
9:24.0,Turnover by L. James (bad pass),,73-60,,
9:12.0,,,73-60,,D. Valentine misses 2-pt shot from 15 ft
9:09.0,Defensive rebound by L. James,,73-60,,
9:03.0,,,73-60,,Personal foul by C. Payne (drawn by J. Calderon)
8:59.0,G. Hill misses 3-pt shot from 25 ft,,73-60,,
8:55.0,,,73-60,,Defensive rebound by C. Felicio
8:44.0,,,73-63,3,D. Valentine makes 3-pt shot from 24 ft
8:26.0,A. Zizic misses 2-pt shot from 1 ft (block by P. Zipser),,73-63,,
8:26.0,Offensive rebound by Team,,73-63,,
8:20.0,J. Calderon misses 2-pt shot from 10 ft,,73-63,,
8:17.0,,,73-63,,Defensive rebound by C. Felicio
8:14.0,,,73-65,2,C. Felicio makes 2-pt shot from 1 ft (assist by C. Payne)
7:55.0,Turnover by A. Zizic (traveling),,73-65,,
7:31.0,,,73-65,,P. Zipser misses 2-pt shot from 1 ft
7:29.0,Defensive rebound by J. Calderon,,73-65,,
7:18.0,J. Green misses 3-pt shot from 23 ft,,73-65,,
7:10.0,,,73-65,,Defensive rebound by C. Felicio
6:58.0,,,73-65,,Turnover by J. Holiday (traveling)
6:58.0,J. Clarkson enters the game for A. Zizic,,73-65,,
6:43.0,Turnover by L. James (lost ball; steal by J. Holiday),,73-65,,
6:39.0,,,73-67,2,C. Payne makes 2-pt shot at rim (assist by J. Holiday)
6:15.0,J. Clarkson makes 2-pt shot from 12 ft (assist by L. James),2,75-67,,
5:53.0,,,75-67,,P. Zipser misses 2-pt shot from 13 ft
5:50.0,Defensive rebound by L. James,,75-67,,
5:37.0,L. James misses 2-pt shot from 21 ft,,75-67,,
5:35.0,,,75-67,,Defensive rebound by J. Holiday
5:28.0,,,75-67,,Turnover by C. Payne (bad pass; steal by G. Hill)
5:26.0,,,75-67,,Personal foul by J. Holiday (drawn by L. James)
5:26.0,,,75-67,,B. Portis enters the game for C. Felicio
5:26.0,,,75-67,,D. Nwaba enters the game for J. Holiday
5:16.0,L. James makes 2-pt shot from 1 ft,2,77-67,,
5:16.0,Shooting foul by D. Valentine (drawn by L. James),,77-67,,
5:16.0,L. James misses free throw 1 of 1,,77-67,,
5:14.0,,,77-67,,Defensive rebound by B. Portis
4:55.0,,,77-67,,B. Portis misses 2-pt shot from 5 ft
4:55.0,Defensive rebound by Team,,77-67,,
4:55.0,,,77-67,,Loose ball foul by B. Portis (drawn by J. Green)
4:36.0,Shooting foul by P. Zipser (drawn by J. Green),,77-67,,
4:36.0,J. Green misses free throw 1 of 2,,77-67,,
4:36.0,Offensive rebound by Team,,77-67,,
4:36.0,,,77-67,,A. Blakeney enters the game for P. Zipser
4:36.0,J. Smith enters the game for G. Hill,,77-67,,
4:36.0,J. Green makes free throw 2 of 2,1,78-67,,
4:24.0,Personal foul by J. Smith (drawn by B. Portis),,78-67,,
4:24.0,,,78-67,,J. Grant enters the game for C. Payne
4:16.0,,,78-69,2,D. Valentine makes 2-pt shot from 8 ft
4:01.0,J. Smith misses 3-pt shot from 22 ft,,78-69,,
3:59.0,,,78-69,,Defensive rebound by B. Portis
3:53.0,Personal foul by J. Clarkson (drawn by B. Portis),,78-69,,
3:42.0,,,78-72,3,B. Portis makes 3-pt shot from 23 ft (assist by J. Grant)
3:18.0,L. James misses 3-pt shot from 24 ft,,78-72,,
3:15.0,,,78-72,,Defensive rebound by A. Blakeney
2:59.0,,,78-72,,A. Blakeney misses 3-pt shot from 25 ft
2:56.0,Defensive rebound by J. Calderon,,78-72,,
2:40.0,J. Green makes 2-pt shot from 1 ft (assist by L. James),2,80-72,,
2:22.0,,,80-75,3,D. Valentine makes 3-pt shot from 26 ft (assist by A. Blakeney)
1:53.0,J. Calderon misses 2-pt shot from 1 ft,,80-75,,
1:52.0,,,80-75,,Defensive rebound by B. Portis
1:45.0,,,80-75,,A. Blakeney misses 3-pt shot from 25 ft
1:42.0,,,80-75,,Offensive rebound by B. Portis
1:41.0,,,80-77,2,B. Portis makes 2-pt shot at rim
1:37.0,Cleveland full timeout,,80-77,,
1:37.0,J. Holland enters the game for J. Green,,80-77,,
1:16.0,J. Calderon makes 3-pt shot from 23 ft (assist by J. Smith),3,83-77,,
1:03.0,,,83-77,,Shooting foul by L. James (drawn by J. Grant)
1:03.0,,,83-77,,J. Grant misses free throw 1 of 3
1:03.0,,,83-77,,Offensive rebound by Team
1:03.0,,,83-78,1,J. Grant makes free throw 2 of 3
1:03.0,,,83-79,1,J. Grant makes free throw 3 of 3
0:47.0,L. James makes 2-pt shot at rim,2,85-79,,
0:30.0,,,85-81,2,D. Valentine makes 2-pt shot from 21 ft (assist by A. Blakeney)
0:10.0,Turnover by L. James (turnover),,85-81,,
0:10.0,J. Green enters the game for L. James,,85-81,,
0:02.0,,,85-81,,J. Grant misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by J. Holland,,85-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,85-81,,Turnover by D. Nwaba (traveling)
11:27.0,J. Holland makes 3-pt shot from 24 ft (assist by G. Hill),3,88-81,,
11:02.0,,,88-81,,Shooting foul by J. Smith (drawn by A. Blakeney)
11:02.0,,,88-81,,A. Blakeney misses free throw 1 of 2
11:02.0,,,88-81,,Offensive rebound by Team
11:02.0,,,88-82,1,A. Blakeney makes free throw 2 of 2
10:46.0,J. Smith misses 2-pt shot from 3 ft,,88-82,,
10:42.0,,,88-82,,Defensive rebound by C. Felicio
10:39.0,,,88-84,2,B. Portis makes 2-pt shot at rim (assist by D. Nwaba)
10:20.0,J. Holland misses 3-pt shot from 25 ft,,88-84,,
10:17.0,,,88-84,,Defensive rebound by C. Felicio
10:08.0,,,88-84,,J. Grant misses 3-pt shot from 25 ft
10:02.0,,,88-84,,Offensive rebound by C. Felicio
10:01.0,,,88-84,,Turnover by C. Felicio (lost ball; steal by J. Smith)
9:57.0,Shooting foul by D. Nwaba (drawn by J. Smith),,88-84,,
9:57.0,J. Smith makes free throw 1 of 2,1,89-84,,
9:57.0,A. Zizic enters the game for J. Holland,,89-84,,
9:57.0,J. Smith makes free throw 2 of 2,1,90-84,,
9:46.0,,,90-84,,A. Blakeney misses 2-pt shot from 12 ft
9:45.0,,,90-84,,Offensive rebound by Team
9:45.0,Loose ball foul by A. Zizic (drawn by C. Felicio),,90-84,,
9:41.0,,,90-84,,Offensive charge foul by C. Felicio (drawn by J. Green)
9:41.0,,,90-84,,Turnover by C. Felicio (offensive foul)
9:23.0,J. Green misses 3-pt shot from 24 ft,,90-84,,
9:19.0,Offensive rebound by A. Zizic,,90-84,,
9:14.0,J. Smith makes 3-pt shot from 23 ft,3,93-84,,
9:03.0,,,93-84,,B. Portis misses 3-pt shot from 25 ft
8:59.0,Defensive rebound by J. Smith,,93-84,,
8:44.0,A. Zizic makes 2-pt shot at rim (assist by J. Green),2,95-84,,
8:44.0,,,95-84,,Chicago full timeout
8:44.0,,,95-84,,D. Valentine enters the game for D. Nwaba
8:29.0,,,95-86,2,D. Valentine makes 2-pt shot from 7 ft (assist by B. Portis)
8:09.0,Turnover by J. Smith (bad pass),,95-86,,
7:56.0,,,95-88,2,C. Felicio makes 2-pt shot at rim (assist by D. Valentine)
7:32.0,J. Smith misses 2-pt shot from 14 ft,,95-88,,
7:28.0,,,95-88,,Defensive rebound by D. Valentine
7:24.0,,,95-88,,A. Blakeney misses 2-pt shot from 5 ft
7:24.0,Defensive rebound by J. Smith,,95-88,,
7:13.0,J. Clarkson misses 3-pt shot from 24 ft,,95-88,,
7:12.0,Offensive rebound by A. Zizic,,95-88,,
7:12.0,A. Zizic makes 2-pt shot at rim,2,97-88,,
7:12.0,Shooting foul by B. Portis (drawn by A. Zizic),,97-88,,
7:12.0,L. James enters the game for G. Hill,,97-88,,
7:12.0,A. Zizic misses free throw 1 of 1,,97-88,,
7:09.0,,,97-88,,Defensive rebound by C. Felicio
6:57.0,,,97-88,,Shooting foul by J. Green (drawn by J. Grant)
6:57.0,,,97-89,1,J. Grant makes free throw 1 of 3
6:57.0,,,97-90,1,J. Grant makes free throw 2 of 3
6:57.0,,,97-91,1,J. Grant makes free throw 3 of 3
6:46.0,,,97-91,,Personal foul by B. Portis (drawn by A. Zizic)
6:46.0,,,97-91,,C. Payne enters the game for J. Grant
6:38.0,L. James makes 2-pt shot from 1 ft,2,99-91,,
6:21.0,,,99-93,2,B. Portis makes 2-pt shot from 20 ft (assist by A. Blakeney)
5:57.0,L. James misses 3-pt shot from 24 ft,,99-93,,
5:52.0,,,99-93,,Defensive rebound by D. Valentine
5:48.0,,,99-96,3,A. Blakeney makes 3-pt shot from 23 ft (assist by D. Valentine)
5:23.0,J. Clarkson misses 2-pt shot from 4 ft (block by D. Valentine),,99-96,,
5:19.0,,,99-96,,Defensive rebound by D. Valentine
5:10.0,,,99-96,,D. Valentine misses 3-pt shot from 22 ft
5:08.0,Defensive rebound by J. Green,,99-96,,
4:58.0,J. Smith misses 3-pt shot from 23 ft,,99-96,,
4:54.0,,,99-96,,Defensive rebound by B. Portis
4:51.0,,,99-96,,Turnover by C. Payne (bad pass; steal by J. Green)
4:31.0,J. Green misses 3-pt shot from 24 ft,,99-96,,
4:27.0,Offensive rebound by A. Zizic,,99-96,,
4:22.0,J. Clarkson misses 3-pt shot from 26 ft,,99-96,,
4:22.0,,,99-96,,Defensive rebound by Team
4:22.0,,,99-96,,P. Zipser enters the game for C. Felicio
4:22.0,J. Calderon enters the game for J. Smith,,99-96,,
4:13.0,,,99-99,3,D. Valentine makes 3-pt shot from 26 ft (assist by B. Portis)
4:12.0,Cleveland full timeout,,99-99,,
4:12.0,G. Hill enters the game for A. Zizic,,99-99,,
3:49.0,L. James makes 2-pt shot from 19 ft,2,101-99,,
3:30.0,,,101-99,,B. Portis misses 2-pt shot from 1 ft (block by J. Green)
3:25.0,Defensive rebound by L. James,,101-99,,
3:25.0,L. James makes 2-pt shot from 1 ft,2,103-99,,
3:25.0,,,103-99,,Chicago full timeout
3:10.0,,,103-99,,B. Portis misses 2-pt shot from 1 ft
3:08.0,Defensive rebound by J. Calderon,,103-99,,
3:05.0,J. Green makes 2-pt shot at rim (assist by L. James),2,105-99,,
2:43.0,,,105-102,3,P. Zipser makes 3-pt shot from 23 ft (assist by C. Payne)
2:23.0,L. James misses 2-pt shot from 1 ft,,105-102,,
2:21.0,,,105-102,,Defensive rebound by P. Zipser
2:19.0,,,105-102,,A. Blakeney misses 3-pt shot from 24 ft
2:19.0,,,105-102,,Offensive rebound by D. Valentine
2:15.0,,,105-102,,D. Valentine misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by G. Hill,,105-102,,
1:50.0,J. Clarkson misses 3-pt shot from 26 ft,,105-102,,
1:47.0,,,105-102,,Defensive rebound by P. Zipser
1:41.0,,,105-105,3,C. Payne makes 3-pt shot from 27 ft (assist by P. Zipser)
1:27.0,J. Clarkson makes 3-pt shot from 22 ft (assist by L. James),3,108-105,,
1:27.0,Shooting foul by D. Valentine (drawn by J. Clarkson),,108-105,,
1:27.0,J. Clarkson makes free throw 1 of 1,1,109-105,,
1:12.0,Personal foul by L. James (drawn by P. Zipser),,109-105,,
1:03.0,,,109-105,,C. Payne misses 2-pt shot from 9 ft (block by J. Calderon)
0:58.0,,,109-105,,Offensive rebound by C. Payne
0:57.0,,,109-105,,Turnover by C. Payne (bad pass; steal by L. James)
0:39.0,L. James makes 2-pt shot from 13 ft,2,111-105,,
0:39.0,,,111-105,,Chicago full timeout
