time,New Orleans,pts.away,score,pts.home,San Antonio
6:29.0,Offensive foul by A. Davis (drawn by P. Mills),,10-15,,
6:29.0,Turnover by A. Davis (offensive foul),,10-15,,
6:09.0,,,10-17,2,L. Aldridge makes 2-pt shot from 4 ft
5:56.0,E. Moore misses 2-pt shot from 8 ft (block by K. Anderson),,10-17,,
5:53.0,,,10-17,,Defensive rebound by K. Anderson
5:38.0,,,10-20,3,D. Murray makes 3-pt shot from 23 ft (assist by D. Green)
5:11.0,J. Holiday makes 3-pt shot from 26 ft (assist by D. Miller),3,13-20,,
4:56.0,,,13-20,,D. Murray misses 2-pt shot from 17 ft
4:53.0,Defensive rebound by D. Miller,,13-20,,
4:52.0,,,13-20,,Personal foul by D. Murray (drawn by A. Davis)
4:52.0,,,13-20,,T. Parker enters the game for D. Murray
4:52.0,,,13-20,,M. Ginobili enters the game for D. Green
4:45.0,I. Clark makes 2-pt shot from 14 ft,2,15-20,,
4:32.0,,,15-22,2,L. Aldridge makes 2-pt shot at rim (assist by K. Anderson)
4:22.0,A. Davis makes 2-pt shot from 8 ft,2,17-22,,
4:12.0,,,17-22,,P. Mills misses 3-pt shot from 26 ft
4:10.0,,,17-22,,Offensive rebound by Team
4:08.0,,,17-22,,P. Mills misses 2-pt shot from 16 ft
4:05.0,,,17-22,,Offensive rebound by M. Ginobili
3:52.0,,,17-24,2,L. Aldridge makes 2-pt shot from 1 ft (assist by T. Parker)
3:39.0,I. Clark misses 2-pt shot from 14 ft,,17-24,,
3:37.0,,,17-24,,Defensive rebound by L. Aldridge
3:32.0,,,17-26,2,K. Anderson makes 2-pt shot from 1 ft
3:25.0,E. Moore makes 3-pt shot from 27 ft (assist by J. Holiday),3,20-26,,
3:00.0,,,20-26,,L. Aldridge misses 2-pt shot from 1 ft
2:58.0,Defensive rebound by I. Clark,,20-26,,
2:51.0,J. Holiday makes 2-pt shot at rim (assist by I. Clark),2,22-26,,
2:28.0,,,22-28,2,L. Aldridge makes 2-pt shot from 14 ft
2:19.0,A. Davis makes 2-pt shot from 3 ft,2,24-28,,
2:04.0,,,24-28,,M. Ginobili misses 2-pt shot from 1 ft
2:02.0,Defensive rebound by E. Moore,,24-28,,
1:56.0,I. Clark makes 2-pt shot from 19 ft,2,26-28,,
1:40.0,,,26-28,,T. Parker misses 2-pt shot from 2 ft (block by J. Holiday)
1:37.0,Defensive rebound by A. Davis,,26-28,,
1:36.0,Turnover by A. Davis (bad pass),,26-28,,
1:36.0,New Orleans full timeout,,26-28,,
1:36.0,,,26-28,,B. Forbes enters the game for K. Anderson
1:36.0,,,26-28,,R. Gay enters the game for P. Mills
1:36.0,,,26-28,,P. Gasol enters the game for L. Aldridge
1:36.0,N. Mirotic enters the game for J. Holiday,,26-28,,
1:36.0,R. Rondo enters the game for E. Moore,,26-28,,
1:19.0,,,26-30,2,B. Forbes makes 2-pt shot from 6 ft
1:01.0,A. Davis misses 2-pt shot from 12 ft,,26-30,,
0:59.0,,,26-30,,Defensive rebound by B. Forbes
0:53.0,,,26-32,2,R. Gay makes 2-pt shot from 15 ft (assist by M. Ginobili)
0:42.0,,,26-32,,Personal foul by B. Forbes (drawn by N. Mirotic)
0:42.0,E. Okafor enters the game for A. Davis,,26-32,,
0:34.0,D. Miller misses 2-pt shot from 12 ft,,26-32,,
0:33.0,,,26-32,,Defensive rebound by T. Parker
0:27.0,,,26-34,2,T. Parker makes 2-pt shot from 2 ft
0:01.0,I. Clark misses 2-pt shot from 14 ft,,26-34,,
0:01.0,Offensive rebound by Team,,26-34,,
0:01.0,Turnover by Team (shot clock),,26-34,,
0:00.0,,,26-37,3,T. Parker makes 3-pt shot from 28 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:31.0,,,26-37,,Turnover by P. Gasol (offensive goaltending)
11:25.0,N. Mirotic misses 2-pt shot from 20 ft,,26-37,,
11:21.0,,,26-37,,Defensive rebound by M. Ginobili
11:10.0,,,26-37,,T. Parker misses 2-pt shot from 9 ft
11:10.0,Defensive rebound by N. Mirotic,,26-37,,
11:04.0,Shooting foul by M. Ginobili (drawn by R. Rondo),,26-37,,
11:04.0,R. Rondo makes free throw 1 of 2,1,27-37,,
11:04.0,R. Rondo makes free throw 2 of 2,1,28-37,,
10:47.0,,,28-39,2,P. Gasol makes 2-pt shot from 1 ft (assist by T. Parker)
10:36.0,Shooting foul by P. Gasol (drawn by E. Okafor),,28-39,,
10:36.0,E. Okafor makes free throw 1 of 2,1,29-39,,
10:36.0,E. Okafor makes free throw 2 of 2,1,30-39,,
10:19.0,,,30-41,2,P. Gasol makes 2-pt shot from 1 ft (assist by R. Gay)
10:09.0,R. Rondo misses 2-pt shot from 9 ft,,30-41,,
10:07.0,,,30-41,,Defensive rebound by P. Gasol
10:02.0,,,30-44,3,B. Forbes makes 3-pt shot from 25 ft (assist by T. Parker)
9:42.0,N. Mirotic makes 2-pt shot from 17 ft,2,32-44,,
9:29.0,,,32-44,,T. Parker misses 2-pt shot from 4 ft
9:26.0,Defensive rebound by D. Miller,,32-44,,
9:20.0,E. Okafor misses 2-pt shot from 12 ft,,32-44,,
9:19.0,,,32-44,,Defensive rebound by B. Forbes
9:12.0,,,32-44,,San Antonio full timeout
9:12.0,,,32-44,,D. Murray enters the game for T. Parker
9:12.0,,,32-44,,D. Green enters the game for M. Ginobili
9:07.0,,,32-44,,R. Gay misses 2-pt shot from 9 ft
9:01.0,,,32-44,,Offensive rebound by R. Gay
9:01.0,,,32-46,2,R. Gay makes 2-pt shot at rim
8:50.0,N. Mirotic makes 2-pt shot from 1 ft (assist by R. Rondo),2,34-46,,
8:36.0,,,34-46,,Shooting foul by E. Okafor (drawn by P. Gasol)
8:36.0,,,34-47,1,P. Gasol makes free throw 1 of 2
8:36.0,,,34-48,1,P. Gasol makes free throw 2 of 2
8:28.0,I. Clark misses 2-pt shot from 3 ft,,34-48,,
8:26.0,,,34-48,,Defensive rebound by P. Gasol
8:17.0,,,34-48,,B. Forbes misses 2-pt shot from 18 ft
8:14.0,Defensive rebound by R. Rondo,,34-48,,
8:13.0,R. Rondo misses 2-pt shot from 2 ft,,34-48,,
8:11.0,Offensive rebound by E. Okafor,,34-48,,
8:11.0,E. Okafor misses 2-pt shot at rim,,34-48,,
8:10.0,,,34-48,,Defensive rebound by P. Gasol
8:09.0,,,34-48,,Turnover by P. Gasol (lost ball; steal by R. Rondo)
8:04.0,,,34-48,,L. Aldridge enters the game for P. Gasol
8:04.0,,,34-48,,K. Anderson enters the game for R. Gay
8:04.0,A. Davis enters the game for I. Clark,,34-48,,
8:04.0,J. Holiday enters the game for E. Okafor,,34-48,,
7:57.0,J. Holiday misses 3-pt shot from 24 ft,,34-48,,
7:54.0,Offensive rebound by A. Davis,,34-48,,
7:50.0,R. Rondo makes 2-pt shot from 2 ft (assist by A. Davis),2,36-48,,
7:29.0,,,36-48,,D. Green misses 2-pt shot from 15 ft
7:29.0,Defensive rebound by R. Rondo,,36-48,,
7:20.0,Turnover by N. Mirotic (bad pass; steal by D. Murray),,36-48,,
7:19.0,Personal foul by A. Davis (drawn by D. Murray),,36-48,,
7:12.0,,,36-48,,Shooting foul by N. Mirotic (drawn by K. Anderson)
7:12.0,,,36-49,1,K. Anderson makes free throw 1 of 2
7:12.0,,,36-49,,P. Mills enters the game for B. Forbes
7:12.0,,,36-50,1,K. Anderson makes free throw 2 of 2
7:01.0,A. Davis misses 2-pt shot from 14 ft,,36-50,,
6:57.0,,,36-50,,Defensive rebound by K. Anderson
6:45.0,,,36-50,,L. Aldridge misses 2-pt shot from 15 ft
6:43.0,Defensive rebound by R. Rondo,,36-50,,
6:39.0,D. Miller makes 3-pt shot from 23 ft (assist by R. Rondo),3,39-50,,
6:09.0,,,39-50,,K. Anderson misses 3-pt shot from 23 ft
6:06.0,,,39-50,,Offensive rebound by P. Mills
5:48.0,,,39-52,2,D. Green makes 2-pt shot from 1 ft
5:42.0,N. Mirotic misses 3-pt shot from 27 ft,,39-52,,
5:42.0,,,39-52,,Defensive rebound by K. Anderson
5:28.0,,,39-54,2,D. Murray makes 2-pt shot from 1 ft
5:12.0,J. Holiday misses 2-pt shot from 4 ft (block by K. Anderson),,39-54,,
5:09.0,Offensive rebound by J. Holiday,,39-54,,
5:07.0,N. Mirotic misses 2-pt shot from 1 ft,,39-54,,
5:07.0,Offensive rebound by N. Mirotic,,39-54,,
5:04.0,N. Mirotic makes 2-pt shot at rim,2,41-54,,
4:54.0,,,41-54,,L. Aldridge misses 2-pt shot from 2 ft (block by A. Davis)
4:54.0,Defensive rebound by D. Miller,,41-54,,
4:44.0,N. Mirotic misses 3-pt shot from 22 ft,,41-54,,
4:44.0,Offensive rebound by A. Davis,,41-54,,
4:42.0,A. Davis makes 2-pt shot from 2 ft,2,43-54,,
4:42.0,Shooting foul by P. Mills (drawn by A. Davis),,43-54,,
4:42.0,E. Moore enters the game for R. Rondo,,43-54,,
4:42.0,I. Clark enters the game for D. Miller,,43-54,,
4:42.0,A. Davis makes free throw 1 of 1,1,44-54,,
4:28.0,,,44-56,2,P. Mills makes 2-pt shot from 1 ft (assist by L. Aldridge)
4:15.0,A. Davis makes 2-pt shot from 1 ft (assist by E. Moore),2,46-56,,
3:57.0,,,46-58,2,L. Aldridge makes 2-pt shot from 10 ft
3:40.0,N. Mirotic misses 2-pt shot from 1 ft,,46-58,,
3:35.0,Offensive rebound by J. Holiday,,46-58,,
3:35.0,J. Holiday makes 2-pt shot at rim,2,48-58,,
3:24.0,,,48-60,2,L. Aldridge makes 2-pt shot from 13 ft
3:09.0,A. Davis misses 3-pt shot from 25 ft,,48-60,,
3:06.0,,,48-60,,Defensive rebound by D. Murray
3:00.0,,,48-60,,K. Anderson misses 2-pt shot from 1 ft (block by J. Holiday)
2:57.0,Defensive rebound by J. Holiday,,48-60,,
2:55.0,Shooting foul by D. Murray (drawn by J. Holiday),,48-60,,
2:55.0,New Orleans full timeout,,48-60,,
2:55.0,,,48-60,,T. Parker enters the game for D. Murray
2:55.0,,,48-60,,M. Ginobili enters the game for D. Green
2:55.0,J. Holiday makes free throw 1 of 2,1,49-60,,
2:55.0,J. Holiday makes free throw 2 of 2,1,50-60,,
2:34.0,,,50-60,,T. Parker misses 2-pt shot from 1 ft (block by E. Moore)
2:34.0,,,50-60,,Offensive rebound by Team
2:32.0,,,50-60,,L. Aldridge misses 2-pt shot from 17 ft
2:31.0,,,50-60,,Offensive rebound by Team
2:31.0,,,50-60,,Turnover by Team (shot clock)
2:22.0,E. Moore makes 2-pt shot from 4 ft (assist by J. Holiday),2,52-60,,
2:08.0,,,52-60,,Turnover by P. Mills (bad pass)
1:56.0,E. Moore makes 2-pt shot from 17 ft,2,54-60,,
1:47.0,,,54-60,,D. Murray enters the game for T. Parker
1:31.0,,,54-60,,L. Aldridge misses 2-pt shot from 1 ft
1:29.0,Defensive rebound by N. Mirotic,,54-60,,
1:24.0,Turnover by A. Davis (lost ball; steal by K. Anderson),,54-60,,
1:15.0,,,54-60,,Turnover by M. Ginobili (bad pass; steal by N. Mirotic)
1:11.0,Shooting foul by K. Anderson (drawn by A. Davis),,54-60,,
1:11.0,A. Davis makes free throw 1 of 2,1,55-60,,
1:11.0,A. Davis makes free throw 2 of 2,1,56-60,,
0:56.0,,,56-60,,L. Aldridge misses 2-pt shot from 1 ft
0:54.0,Defensive rebound by N. Mirotic,,56-60,,
0:44.0,A. Davis misses 2-pt shot from 5 ft,,56-60,,
0:43.0,,,56-60,,Defensive rebound by K. Anderson
0:39.0,,,56-60,,P. Mills misses 3-pt shot from 23 ft
0:39.0,Defensive rebound by N. Mirotic,,56-60,,
0:17.0,A. Davis makes 2-pt shot from 12 ft (assist by J. Holiday),2,58-60,,
0:07.0,Personal foul by I. Clark (drawn by D. Murray),,58-60,,
0:07.0,,,58-60,,D. Bertans enters the game for K. Anderson
0:07.0,,,58-60,,D. Green enters the game for D. Murray
0:07.0,E. Okafor enters the game for A. Davis,,58-60,,
0:01.0,,,58-60,,M. Ginobili misses 3-pt shot from 24 ft
0:00.0,,,58-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,58-60,,P. Mills misses 2-pt shot from 2 ft (block by J. Holiday)
11:36.0,,,58-60,,Offensive rebound by D. Murray
11:34.0,,,58-60,,L. Aldridge misses 3-pt shot from 24 ft
11:34.0,,,58-60,,Offensive rebound by D. Murray
11:29.0,,,58-62,2,D. Murray makes 2-pt shot at rim
11:20.0,Turnover by R. Rondo (bad pass; steal by D. Murray),,58-62,,
11:13.0,,,58-62,,P. Mills misses 2-pt shot from 1 ft
11:11.0,,,58-62,,Offensive rebound by D. Murray
11:11.0,,,58-64,2,D. Murray makes 2-pt shot at rim
11:11.0,New Orleans full timeout,,58-64,,
10:52.0,J. Holiday misses 2-pt shot from 15 ft (block by D. Green),,58-64,,
10:50.0,,,58-64,,Defensive rebound by D. Murray
10:39.0,,,58-64,,Turnover by D. Murray (bad pass; steal by E. Moore)
10:22.0,A. Davis misses 2-pt shot from 5 ft,,58-64,,
10:21.0,,,58-64,,Defensive rebound by D. Murray
10:14.0,,,58-64,,Shooting foul by J. Holiday (drawn by D. Murray)
10:14.0,,,58-64,,D. Murray misses free throw 1 of 2
10:14.0,,,58-64,,Offensive rebound by Team
10:14.0,,,58-65,1,D. Murray makes free throw 2 of 2
10:04.0,Turnover by E. Moore (bad pass; steal by D. Murray),,58-65,,
9:58.0,,,58-65,,D. Green misses 3-pt shot from 24 ft
9:55.0,Defensive rebound by R. Rondo,,58-65,,
9:51.0,N. Mirotic misses 2-pt shot from 2 ft,,58-65,,
9:49.0,,,58-65,,Defensive rebound by L. Aldridge
9:39.0,,,58-65,,L. Aldridge misses 2-pt shot from 19 ft
9:35.0,Defensive rebound by J. Holiday,,58-65,,
9:29.0,Turnover by N. Mirotic (lost ball; steal by K. Anderson),,58-65,,
9:24.0,,,58-65,,K. Anderson misses 2-pt shot at rim
9:23.0,,,58-65,,Offensive rebound by D. Green
9:18.0,,,58-65,,P. Mills misses 3-pt shot from 24 ft
9:18.0,,,58-65,,Offensive rebound by L. Aldridge
9:14.0,,,58-65,,Turnover by L. Aldridge (lost ball; steal by J. Holiday)
9:09.0,E. Moore makes 2-pt shot from 1 ft,2,60-65,,
8:52.0,Personal foul by E. Moore (drawn by L. Aldridge),,60-65,,
8:43.0,,,60-65,,P. Mills misses 2-pt shot from 6 ft
8:41.0,Defensive rebound by A. Davis,,60-65,,
8:31.0,N. Mirotic misses 2-pt shot from 13 ft,,60-65,,
8:31.0,,,60-65,,Defensive rebound by D. Murray
8:10.0,,,60-65,,D. Green misses 3-pt shot from 25 ft
8:07.0,Defensive rebound by J. Holiday,,60-65,,
7:59.0,Shooting foul by D. Green (drawn by A. Davis),,60-65,,
7:59.0,,,60-65,,M. Ginobili enters the game for D. Green
7:59.0,A. Davis makes free throw 1 of 2,1,61-65,,
7:59.0,D. Miller enters the game for N. Mirotic,,61-65,,
7:59.0,A. Davis makes free throw 2 of 2,1,62-65,,
7:44.0,Personal foul by E. Moore (drawn by M. Ginobili),,62-65,,
7:35.0,,,62-65,,D. Murray misses 2-pt shot from 7 ft
7:33.0,Defensive rebound by A. Davis,,62-65,,
7:24.0,E. Moore misses 3-pt shot from 24 ft,,62-65,,
7:20.0,Offensive rebound by A. Davis,,62-65,,
7:20.0,Turnover by A. Davis (lost ball; steal by K. Anderson),,62-65,,
7:15.0,,,62-65,,M. Ginobili misses 3-pt shot from 24 ft
7:14.0,,,62-65,,Offensive rebound by P. Mills
6:52.0,,,62-67,2,K. Anderson makes 2-pt shot from 13 ft (assist by L. Aldridge)
6:35.0,,,62-67,,Personal foul by P. Mills (drawn by A. Davis)
6:35.0,,,62-67,,T. Parker enters the game for K. Anderson
6:35.0,,,62-67,,D. Bertans enters the game for D. Murray
6:30.0,A. Davis misses 2-pt shot from 19 ft (block by M. Ginobili),,62-67,,
6:26.0,Offensive rebound by A. Davis,,62-67,,
6:25.0,Turnover by A. Davis (lost ball; steal by T. Parker),,62-67,,
6:09.0,Personal foul by E. Moore (drawn by L. Aldridge),,62-67,,
6:09.0,I. Clark enters the game for J. Holiday,,62-67,,
6:03.0,,,62-67,,M. Ginobili misses 2-pt shot from 1 ft
6:01.0,Defensive rebound by A. Davis,,62-67,,
5:56.0,R. Rondo misses 3-pt shot from 23 ft,,62-67,,
5:51.0,,,62-67,,Defensive rebound by P. Mills
5:43.0,,,62-67,,M. Ginobili misses 2-pt shot from 8 ft
5:39.0,,,62-67,,Offensive rebound by L. Aldridge
5:39.0,,,62-67,,L. Aldridge misses 2-pt shot at rim
5:38.0,Defensive rebound by A. Davis,,62-67,,
5:36.0,Offensive foul by A. Davis (drawn by M. Ginobili),,62-67,,
5:36.0,Turnover by A. Davis (offensive foul),,62-67,,
5:36.0,,,62-67,,B. Forbes enters the game for P. Mills
5:36.0,,,62-68,1,M. Ginobili makes technical free throw
5:21.0,,,62-68,,Turnover by T. Parker (lost ball; steal by R. Rondo)
5:17.0,Turnover by R. Rondo (bad pass; steal by D. Bertans),,62-68,,
5:13.0,Personal foul by A. Davis,,62-68,,
5:13.0,Technical foul by A. Davis,,62-68,,
5:13.0,,,62-69,1,M. Ginobili makes technical free throw
5:13.0,J. Holiday enters the game for R. Rondo,,62-69,,
5:13.0,E. Okafor enters the game for A. Davis,,62-69,,
5:13.0,,,62-70,1,M. Ginobili makes free throw 1 of 2
5:13.0,,,62-71,1,M. Ginobili makes free throw 2 of 2
5:07.0,J. Holiday misses 2-pt shot from 16 ft,,62-71,,
5:02.0,,,62-71,,Defensive rebound by T. Parker
4:49.0,,,62-71,,T. Parker misses 3-pt shot from 23 ft
4:44.0,Defensive rebound by E. Okafor,,62-71,,
4:36.0,E. Moore misses 2-pt shot from 14 ft,,62-71,,
4:34.0,,,62-71,,Defensive rebound by M. Ginobili
4:30.0,,,62-71,,San Antonio full timeout
4:30.0,,,62-71,,P. Gasol enters the game for L. Aldridge
4:30.0,D. Liggins enters the game for E. Moore,,62-71,,
4:14.0,,,62-71,,T. Parker misses 2-pt shot from 10 ft
4:09.0,,,62-71,,Offensive rebound by P. Gasol
4:09.0,,,62-73,2,P. Gasol makes 2-pt shot at rim
3:59.0,D. Liggins misses 2-pt shot from 2 ft (block by P. Gasol),,62-73,,
3:59.0,Offensive rebound by Team,,62-73,,
3:50.0,J. Holiday misses 2-pt shot from 14 ft,,62-73,,
3:50.0,,,62-73,,Defensive rebound by T. Parker
3:34.0,,,62-73,,D. Bertans misses 2-pt shot from 15 ft
3:30.0,Defensive rebound by I. Clark,,62-73,,
3:21.0,Turnover by J. Holiday (bad pass; steal by M. Ginobili),,62-73,,
3:18.0,,,62-75,2,M. Ginobili makes 2-pt shot from 2 ft
3:06.0,D. Miller misses 2-pt shot from 20 ft,,62-75,,
3:06.0,,,62-75,,Defensive rebound by B. Forbes
2:55.0,,,62-75,,Turnover by T. Parker (bad pass; steal by I. Clark)
2:46.0,I. Clark makes 3-pt shot from 23 ft (assist by D. Miller),3,65-75,,
2:20.0,,,65-78,3,M. Ginobili makes 3-pt shot from 25 ft (assist by T. Parker)
2:06.0,I. Clark misses 3-pt shot from 26 ft,,65-78,,
2:03.0,,,65-78,,Defensive rebound by P. Gasol
1:55.0,,,65-78,,T. Parker misses 2-pt shot from 17 ft
1:52.0,Defensive rebound by E. Okafor,,65-78,,
1:32.0,E. Okafor makes 2-pt shot from 2 ft (assist by J. Holiday),2,67-78,,
1:12.0,,,67-78,,B. Forbes misses 2-pt shot from 9 ft (block by I. Clark)
1:08.0,Defensive rebound by J. Holiday,,67-78,,
1:05.0,I. Clark makes 2-pt shot from 2 ft,2,69-78,,
0:51.0,,,69-78,,Turnover by T. Parker (bad pass)
0:33.0,I. Clark misses 2-pt shot from 6 ft,,69-78,,
0:33.0,Offensive rebound by E. Okafor,,69-78,,
0:33.0,E. Okafor makes 2-pt shot at rim,2,71-78,,
0:28.0,,,71-78,,T. Parker misses 2-pt shot from 16 ft
0:25.0,Defensive rebound by E. Okafor,,71-78,,
0:08.0,J. Holiday makes 2-pt shot from 18 ft,2,73-78,,
0:00.0,,,73-78,,P. Gasol misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by D. Liggins,,73-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,I. Clark makes 2-pt shot from 18 ft (assist by R. Rondo),2,75-78,,
11:28.0,,,75-81,3,D. Green makes 3-pt shot from 25 ft (assist by K. Anderson)
11:12.0,,,75-81,,Personal foul by D. Murray (drawn by A. Davis)
11:02.0,D. Liggins misses 2-pt shot from 20 ft,,75-81,,
10:59.0,Offensive rebound by N. Mirotic,,75-81,,
10:59.0,N. Mirotic misses 2-pt shot at rim,,75-81,,
10:59.0,,,75-81,,Defensive rebound by Team
10:40.0,,,75-81,,D. Green misses 3-pt shot from 25 ft
10:37.0,Defensive rebound by A. Davis,,75-81,,
10:28.0,A. Davis misses 2-pt shot from 20 ft,,75-81,,
10:25.0,,,75-81,,Defensive rebound by D. Murray
10:14.0,,,75-81,,L. Aldridge misses 2-pt shot from 11 ft
10:12.0,Defensive rebound by N. Mirotic,,75-81,,
10:00.0,Turnover by N. Mirotic (lost ball; steal by D. Murray),,75-81,,
9:59.0,Personal foul by D. Liggins (drawn by D. Murray),,75-81,,
9:49.0,,,75-83,2,D. Murray makes 2-pt shot from 1 ft
9:28.0,A. Davis misses 2-pt shot from 15 ft,,75-83,,
9:26.0,,,75-83,,Defensive rebound by D. Green
9:12.0,,,75-85,2,L. Aldridge makes 2-pt shot from 10 ft (assist by P. Mills)
8:57.0,Shooting foul by D. Murray (drawn by I. Clark),,75-85,,
8:57.0,I. Clark makes free throw 1 of 2,1,76-85,,
8:57.0,E. Moore enters the game for D. Liggins,,76-85,,
8:57.0,I. Clark makes free throw 2 of 2,1,77-85,,
8:57.0,J. Holiday enters the game for R. Rondo,,77-85,,
8:41.0,,,77-85,,D. Murray misses 3-pt shot from 23 ft
8:39.0,Defensive rebound by N. Mirotic,,77-85,,
8:31.0,Turnover by I. Clark (bad pass),,77-85,,
8:06.0,,,77-85,,D. Murray misses 2-pt shot from 10 ft
8:04.0,,,77-85,,Offensive rebound by D. Green
8:02.0,,,77-85,,D. Green misses 2-pt shot from 1 ft
8:02.0,Defensive rebound by A. Davis,,77-85,,
7:49.0,J. Holiday makes 2-pt shot at rim,2,79-85,,
7:49.0,Shooting foul by D. Murray (drawn by J. Holiday),,79-85,,
7:49.0,J. Holiday makes free throw 1 of 1,1,80-85,,
7:49.0,,,80-85,,T. Parker enters the game for D. Murray
7:29.0,,,80-85,,P. Mills misses 2-pt shot from 19 ft
7:29.0,Defensive rebound by A. Davis,,80-85,,
7:21.0,J. Holiday makes 3-pt shot from 25 ft,3,83-85,,
7:21.0,,,83-85,,San Antonio full timeout
7:21.0,D. Miller enters the game for I. Clark,,83-85,,
7:07.0,,,83-88,3,T. Parker makes 3-pt shot from 23 ft (assist by L. Aldridge)
6:53.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,85-88,,
6:24.0,,,85-88,,L. Aldridge misses 2-pt shot from 14 ft
6:23.0,Defensive rebound by N. Mirotic,,85-88,,
6:13.0,A. Davis misses 3-pt shot from 24 ft,,85-88,,
6:09.0,,,85-88,,Defensive rebound by D. Green
5:55.0,,,85-90,2,L. Aldridge makes 2-pt shot from 1 ft (assist by K. Anderson)
5:55.0,,,85-90,,Shooting foul by A. Davis (drawn by L. Aldridge)
5:55.0,I. Clark enters the game for N. Mirotic,,85-90,,
5:55.0,,,85-91,1,L. Aldridge makes free throw 1 of 1
5:40.0,J. Holiday misses 2-pt shot from 1 ft (block by D. Green),,85-91,,
5:37.0,,,85-91,,Defensive rebound by T. Parker
5:19.0,,,85-91,,T. Parker misses 2-pt shot from 17 ft
5:18.0,Defensive rebound by Team,,85-91,,
5:18.0,,,85-91,,Loose ball foul by L. Aldridge (drawn by A. Davis)
5:06.0,J. Holiday misses 2-pt shot from 3 ft,,85-91,,
5:04.0,,,85-91,,Defensive rebound by D. Green
4:46.0,,,85-91,,L. Aldridge misses 2-pt shot from 13 ft
4:43.0,Defensive rebound by E. Moore,,85-91,,
4:34.0,I. Clark makes 3-pt shot from 26 ft (assist by A. Davis),3,88-91,,
4:11.0,,,88-91,,P. Mills misses 3-pt shot from 24 ft
4:08.0,Defensive rebound by D. Miller,,88-91,,
3:57.0,J. Holiday misses 2-pt shot from 2 ft,,88-91,,
3:56.0,Offensive rebound by A. Davis,,88-91,,
3:55.0,A. Davis misses 2-pt shot from 10 ft,,88-91,,
3:55.0,,,88-91,,Defensive rebound by D. Green
3:52.0,,,88-91,,San Antonio full timeout
