time,Cleveland,pts.away,score,pts.home,Boston
7:24.0,,,64-59,,Defensive rebound by J. Brown
7:13.0,,,64-61,2,T. Rozier makes 2-pt shot from 16 ft
6:56.0,K. Love misses 2-pt shot at rim,,64-61,,
6:55.0,Offensive rebound by K. Love,,64-61,,
6:55.0,K. Love misses 2-pt shot at rim,,64-61,,
6:54.0,Offensive rebound by T. Thompson,,64-61,,
6:54.0,T. Thompson makes 2-pt shot from 1 ft,2,66-61,,
6:43.0,,,66-64,3,T. Rozier makes 3-pt shot from 27 ft
6:21.0,J. Smith misses 3-pt shot from 23 ft,,66-64,,
6:21.0,,,66-64,,Defensive rebound by T. Rozier
6:15.0,,,66-64,,Shooting foul by G. Hill (drawn by T. Rozier)
6:15.0,,,66-65,1,T. Rozier makes free throw 1 of 2
6:15.0,,,66-66,1,T. Rozier makes free throw 2 of 2
5:59.0,L. James misses 3-pt shot from 28 ft,,66-66,,
5:55.0,,,66-66,,Defensive rebound by M. Morris
5:47.0,,,66-66,,T. Rozier misses 3-pt shot from 26 ft
5:44.0,Defensive rebound by K. Love,,66-66,,
5:37.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,69-66,,
5:14.0,,,69-68,2,M. Morris makes 2-pt shot at rim
5:14.0,,,69-68,,Shooting foul by T. Thompson (drawn by M. Morris)
5:14.0,,,69-69,1,M. Morris makes free throw 1 of 1
4:55.0,L. James makes 2-pt shot from 12 ft,2,71-69,,
4:40.0,Personal foul by L. James (drawn by J. Brown),,71-69,,
4:40.0,,,71-69,,M. Smart enters the game for A. Horford
4:34.0,,,71-72,3,M. Smart makes 3-pt shot from 26 ft (assist by T. Rozier)
4:12.0,J. Smith misses 3-pt shot from 24 ft,,71-72,,
4:10.0,,,71-72,,Defensive rebound by T. Rozier
4:07.0,,,71-74,2,T. Rozier makes 2-pt shot at rim (assist by J. Brown)
4:06.0,Cleveland full timeout,,71-74,,
4:06.0,K. Korver enters the game for T. Thompson,,71-74,,
3:54.0,K. Love makes 2-pt shot at rim (assist by L. James),2,73-74,,
3:54.0,Shooting foul by T. Rozier (drawn by K. Love),,73-74,,
3:54.0,J. Green enters the game for J. Smith,,73-74,,
3:54.0,K. Love makes free throw 1 of 1,1,74-74,,
3:44.0,,,74-76,2,A. Baynes makes 2-pt shot from 1 ft (assist by M. Smart)
3:30.0,Turnover by L. James (bad pass),,74-76,,
3:16.0,,,74-76,,M. Smart misses 3-pt shot from 21 ft
3:15.0,,,74-76,,Offensive rebound by A. Baynes
3:15.0,,,74-76,,A. Baynes misses 2-pt shot from 1 ft
3:14.0,,,74-76,,Offensive rebound by M. Morris
3:14.0,,,74-76,,M. Morris misses 2-pt shot from 1 ft
3:13.0,Defensive rebound by J. Green,,74-76,,
2:59.0,J. Green misses 3-pt shot from 27 ft,,74-76,,
2:56.0,,,74-76,,Defensive rebound by J. Brown
2:39.0,,,74-79,3,A. Baynes makes 3-pt shot from 26 ft (assist by M. Smart)
2:17.0,K. Korver misses 3-pt shot from 23 ft,,74-79,,
2:17.0,,,74-79,,Defensive rebound by T. Rozier
1:57.0,,,74-79,,T. Rozier misses 3-pt shot from 26 ft
1:57.0,Defensive rebound by K. Love,,74-79,,
1:40.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,77-79,,
1:39.0,,,77-79,,Boston full timeout
1:39.0,,,77-79,,J. Tatum enters the game for J. Brown
1:39.0,,,77-79,,A. Horford enters the game for A. Baynes
1:39.0,R. Hood enters the game for G. Hill,,77-79,,
1:24.0,,,77-81,2,M. Smart makes 2-pt shot from 1 ft (assist by A. Horford)
0:57.0,L. James misses 2-pt shot from 8 ft,,77-81,,
0:55.0,,,77-81,,Defensive rebound by M. Smart
0:44.0,,,77-84,3,T. Rozier makes 3-pt shot from 26 ft (assist by M. Morris)
0:30.0,K. Love misses 2-pt shot from 5 ft,,77-84,,
0:28.0,,,77-84,,Defensive rebound by A. Horford
0:12.0,Personal foul by K. Love (drawn by M. Smart),,77-84,,
0:12.0,L. Nance enters the game for K. Love,,77-84,,
0:04.0,,,77-84,,T. Rozier misses 2-pt shot at rim
0:03.0,Defensive rebound by L. Nance,,77-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by R. Hood (bad pass; steal by M. Smart),,77-84,,
11:42.0,,,77-84,,Shooting foul by J. Green (drawn by S. Ojeleye)
11:42.0,,,77-85,1,S. Ojeleye makes free throw 1 of 2
11:42.0,,,77-85,,G. Monroe enters the game for A. Horford
11:42.0,,,77-86,1,S. Ojeleye makes free throw 2 of 2
11:30.0,K. Korver misses 3-pt shot from 27 ft,,77-86,,
11:28.0,,,77-86,,Defensive rebound by T. Rozier
11:14.0,,,77-88,2,G. Monroe makes 2-pt shot from 1 ft (assist by M. Smart)
11:14.0,Cleveland full timeout,,77-88,,
11:02.0,,,77-88,,Personal foul by T. Rozier (drawn by L. Nance)
10:56.0,G. Hill misses 3-pt shot from 25 ft,,77-88,,
10:53.0,,,77-88,,Defensive rebound by M. Smart
10:41.0,L. James enters the game for R. Hood,,77-88,,
10:35.0,Personal foul by L. Nance (drawn by G. Monroe),,77-88,,
10:25.0,,,77-88,,M. Smart misses 2-pt shot from 15 ft
10:21.0,Defensive rebound by L. James,,77-88,,
10:17.0,G. Hill misses 3-pt shot from 23 ft,,77-88,,
10:14.0,,,77-88,,Defensive rebound by S. Ojeleye
10:02.0,Personal foul by L. James (drawn by G. Monroe),,77-88,,
9:55.0,,,77-88,,M. Smart misses 3-pt shot from 28 ft
9:54.0,Defensive rebound by L. James,,77-88,,
9:46.0,L. James misses 2-pt shot from 12 ft,,77-88,,
9:43.0,,,77-88,,Defensive rebound by G. Monroe
9:28.0,,,77-88,,T. Rozier misses 3-pt shot from 27 ft
9:26.0,Defensive rebound by Team,,77-88,,
9:26.0,K. Love enters the game for L. Nance,,77-88,,
9:08.0,L. James makes 2-pt shot from 1 ft,2,79-88,,
9:08.0,Shooting foul by G. Monroe (drawn by L. James),,79-88,,
9:08.0,,,79-88,,A. Horford enters the game for T. Rozier
9:08.0,,,79-88,,J. Brown enters the game for S. Ojeleye
9:08.0,,,79-88,,M. Morris enters the game for G. Monroe
9:08.0,L. James makes free throw 1 of 1,1,80-88,,
8:53.0,,,80-88,,M. Morris misses 3-pt shot from 26 ft
8:52.0,Defensive rebound by J. Green,,80-88,,
8:50.0,Turnover by J. Green (lost ball; steal by M. Smart),,80-88,,
8:48.0,,,80-88,,J. Tatum misses 2-pt shot from 16 ft
8:46.0,,,80-88,,Offensive rebound by A. Horford
8:33.0,,,80-88,,J. Brown misses 2-pt shot from 4 ft
8:31.0,Defensive rebound by L. James,,80-88,,
8:26.0,K. Love misses 3-pt shot from 26 ft,,80-88,,
8:23.0,,,80-88,,Defensive rebound by A. Horford
8:21.0,,,80-88,,Shooting foul by K. Love (drawn by J. Brown)
8:21.0,,,80-89,1,J. Brown makes free throw 1 of 2
8:21.0,,,80-89,,J. Brown misses free throw 2 of 2
8:21.0,Defensive rebound by K. Love,,80-89,,
8:09.0,,,80-89,,Personal foul by M. Smart (drawn by K. Love)
8:07.0,Turnover by J. Green (bad pass; steal by A. Horford),,80-89,,
8:03.0,,,80-89,,Turnover by M. Morris (bad pass)
7:55.0,K. Korver misses 3-pt shot from 26 ft,,80-89,,
7:52.0,,,80-89,,Defensive rebound by J. Tatum
7:38.0,,,80-89,,Shooting foul by J. Green (drawn by M. Smart)
7:38.0,,,80-90,1,M. Smart makes free throw 1 of 2
7:38.0,T. Thompson enters the game for G. Hill,,80-90,,
7:38.0,,,80-91,1,M. Smart makes free throw 2 of 2
7:27.0,L. James misses 3-pt shot from 28 ft,,80-91,,
7:26.0,Offensive rebound by Team,,80-91,,
7:26.0,,,80-91,,Loose ball foul by M. Morris (drawn by T. Thompson)
7:08.0,L. James misses 3-pt shot from 30 ft,,80-91,,
7:04.0,,,80-91,,Defensive rebound by M. Morris
6:50.0,,,80-91,,M. Morris misses 2-pt shot from 1 ft
6:47.0,Defensive rebound by L. James,,80-91,,
6:45.0,J. Green makes 2-pt shot from 1 ft (assist by L. James),2,82-91,,
6:15.0,,,82-91,,A. Horford misses 3-pt shot from 27 ft
6:13.0,,,82-91,,Offensive rebound by M. Smart
6:11.0,,,82-91,,J. Tatum misses 2-pt shot from 2 ft
6:10.0,,,82-91,,Offensive rebound by M. Smart
6:10.0,,,82-93,2,M. Smart makes 2-pt shot at rim
6:00.0,K. Love makes 2-pt shot at rim (assist by L. James),2,84-93,,
5:31.0,,,84-93,,J. Brown misses 2-pt shot at rim
5:30.0,,,84-93,,Offensive rebound by J. Brown
5:30.0,,,84-95,2,J. Brown makes 2-pt shot at rim
5:14.0,L. James makes 2-pt shot from 2 ft,2,86-95,,
5:14.0,Shooting foul by M. Morris (drawn by L. James),,86-95,,
5:14.0,,,86-95,,T. Rozier enters the game for M. Morris
5:14.0,,,86-95,,A. Baynes enters the game for M. Smart
5:14.0,J. Smith enters the game for K. Korver,,86-95,,
5:14.0,L. James makes free throw 1 of 1,1,87-95,,
4:53.0,,,87-95,,A. Horford misses 2-pt shot from 18 ft
4:50.0,Defensive rebound by K. Love,,87-95,,
4:42.0,L. James makes 2-pt shot from 16 ft,2,89-95,,
4:41.0,,,89-95,,Boston full timeout
4:41.0,,,89-95,,M. Smart enters the game for A. Baynes
4:25.0,Personal foul by L. James (drawn by A. Horford),,89-95,,
4:25.0,,,89-96,1,A. Horford makes free throw 1 of 2
4:25.0,,,89-97,1,A. Horford makes free throw 2 of 2
4:04.0,J. Smith misses 3-pt shot from 26 ft,,89-97,,
4:00.0,,,89-97,,Defensive rebound by A. Horford
3:49.0,Technical foul by J. Smith (drawn by A. Horford),,89-97,,
3:49.0,,,89-98,1,A. Horford makes flagrant free throw 1 of 2
3:49.0,,,89-99,1,A. Horford makes flagrant free throw 2 of 2
3:37.0,,,89-101,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Brown)
3:37.0,,,89-101,,Shooting foul by K. Love (drawn by A. Horford)
3:37.0,,,89-101,,A. Horford misses free throw 1 of 1
3:37.0,Defensive rebound by K. Love,,89-101,,
3:25.0,Turnover by J. Green (bad pass; steal by J. Brown),,89-101,,
3:21.0,,,89-101,,T. Rozier misses 2-pt shot from 1 ft (block by L. James)
3:20.0,,,89-101,,Offensive rebound by Team
3:14.0,,,89-101,,J. Tatum misses 3-pt shot from 28 ft
3:11.0,Defensive rebound by L. James,,89-101,,
3:05.0,Offensive foul by T. Thompson (drawn by M. Smart),,89-101,,
3:05.0,Turnover by T. Thompson (offensive foul),,89-101,,
3:05.0,K. Korver enters the game for T. Thompson,,89-101,,
2:54.0,,,89-103,2,A. Horford makes 2-pt shot from 20 ft (assist by M. Smart)
2:43.0,Turnover by L. James (bad pass; steal by A. Horford),,89-103,,
2:32.0,,,89-103,,J. Brown misses 3-pt shot from 26 ft
2:29.0,Defensive rebound by K. Love,,89-103,,
2:17.0,L. James makes 2-pt shot from 1 ft,2,91-103,,
1:55.0,,,91-103,,A. Horford misses 2-pt shot from 1 ft
1:52.0,,,91-103,,Offensive rebound by A. Horford
1:48.0,,,91-105,2,T. Rozier makes 2-pt shot from 1 ft (assist by A. Horford)
1:48.0,Cleveland full timeout,,91-105,,
1:48.0,R. Hood enters the game for K. Love,,91-105,,
