time,Charlotte,pts.away,score,pts.home,Utah
5:08.0,,,8-16,,R. O'Neale enters the game for J. Ingles
5:03.0,K. Walker makes 3-pt shot from 23 ft,3,11-16,,
4:44.0,,,11-19,3,D. Mitchell makes 3-pt shot from 25 ft (assist by R. Gobert)
4:24.0,K. Walker misses 2-pt shot from 12 ft,,11-19,,
4:24.0,Offensive rebound by M. Williams,,11-19,,
4:19.0,M. Williams makes 2-pt shot from 2 ft,2,13-19,,
4:10.0,Personal foul by K. Walker (drawn by R. O'Neale),,13-19,,
4:10.0,,,13-19,,A. Burks enters the game for R. Rubio
4:10.0,F. Kaminsky enters the game for M. Williams,,13-19,,
4:03.0,,,13-19,,D. Mitchell misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by Team,,13-19,,
3:49.0,Turnover by D. Howard (traveling),,13-19,,
3:34.0,,,13-19,,D. Mitchell misses 2-pt shot from 1 ft
3:31.0,Defensive rebound by D. Howard,,13-19,,
3:26.0,N. Batum makes 2-pt shot from 20 ft,2,15-19,,
3:04.0,,,15-22,3,J. Jerebko makes 3-pt shot from 23 ft (assist by A. Burks)
2:46.0,F. Kaminsky makes 2-pt shot from 16 ft (assist by K. Walker),2,17-22,,
2:29.0,,,17-22,,J. Jerebko misses 2-pt shot from 5 ft
2:27.0,Defensive rebound by Team,,17-22,,
2:27.0,Charlotte full timeout,,17-22,,
2:27.0,,,17-22,,D. Favors enters the game for R. Gobert
2:27.0,C. Zeller enters the game for N. Batum,,17-22,,
2:27.0,M. Carter-Williams enters the game for D. Howard,,17-22,,
2:27.0,J. Lamb enters the game for K. Walker,,17-22,,
2:08.0,J. Lamb makes 3-pt shot from 25 ft,3,20-22,,
1:48.0,,,20-22,,Turnover by R. O'Neale (bad pass; steal by F. Kaminsky)
1:34.0,F. Kaminsky makes 2-pt shot from 9 ft,2,22-22,,
1:17.0,,,22-25,3,D. Mitchell makes 3-pt shot from 22 ft (assist by A. Burks)
0:57.0,F. Kaminsky misses 3-pt shot from 25 ft,,22-25,,
0:54.0,,,22-25,,Defensive rebound by Team
0:54.0,Loose ball foul by C. Zeller (drawn by A. Burks),,22-25,,
0:38.0,,,22-28,3,R. O'Neale makes 3-pt shot from 22 ft (assist by D. Mitchell)
0:22.0,T. Graham makes 2-pt shot from 8 ft,2,24-28,,
0:00.0,,,24-28,,J. Jerebko misses 2-pt shot from 5 ft
0:00.0,,,24-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,24-28,,D. Favors misses 2-pt shot from 17 ft
11:46.0,Defensive rebound by M. Carter-Williams,,24-28,,
11:34.0,Shooting foul by A. Burks (drawn by F. Kaminsky),,24-28,,
11:34.0,F. Kaminsky makes free throw 1 of 2,1,25-28,,
11:34.0,F. Kaminsky makes free throw 2 of 2,1,26-28,,
11:18.0,,,26-28,,Turnover by D. Favors (turnover)
11:06.0,J. Lamb misses 2-pt shot from 13 ft,,26-28,,
11:04.0,,,26-28,,Defensive rebound by A. Burks
10:46.0,,,26-28,,R. O'Neale misses 2-pt shot from 4 ft
10:43.0,Defensive rebound by J. Lamb,,26-28,,
10:38.0,M. Carter-Williams misses 3-pt shot from 25 ft,,26-28,,
10:35.0,,,26-28,,Defensive rebound by R. Neto
10:23.0,,,26-28,,A. Burks misses 3-pt shot from 23 ft
10:18.0,Defensive rebound by J. Lamb,,26-28,,
10:03.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by J. Lamb),3,29-28,,
9:37.0,,,29-28,,A. Burks misses 2-pt shot from 2 ft
9:34.0,Defensive rebound by J. Lamb,,29-28,,
9:29.0,J. Lamb makes 2-pt shot from 3 ft,2,31-28,,
9:29.0,,,31-28,,Utah full timeout
9:29.0,,,31-28,,J. Ingles enters the game for A. Burks
9:29.0,,,31-28,,E. Udoh enters the game for D. Favors
9:18.0,,,31-28,,Turnover by J. Ingles (bad pass; steal by J. Lamb)
9:10.0,Turnover by J. Lamb (lost ball; steal by E. Udoh),,31-28,,
8:56.0,,,31-31,3,J. Jerebko makes 3-pt shot from 24 ft (assist by R. O'Neale)
8:35.0,M. Carter-Williams misses 2-pt shot from 5 ft,,31-31,,
8:33.0,,,31-31,,Defensive rebound by R. O'Neale
8:24.0,,,31-31,,Turnover by R. O'Neale (lost ball; steal by J. Lamb)
8:22.0,,,31-31,,Personal foul by R. O'Neale (drawn by J. Lamb)
8:22.0,,,31-31,,R. Rubio enters the game for R. O'Neale
8:22.0,,,31-31,,D. Mitchell enters the game for R. Neto
8:09.0,F. Kaminsky misses 2-pt shot from 14 ft,,31-31,,
8:07.0,,,31-31,,Defensive rebound by D. Mitchell
8:02.0,,,31-31,,Shooting foul by M. Carter-Williams (drawn by D. Mitchell)
8:02.0,,,31-31,,D. Mitchell misses free throw 1 of 2
8:02.0,,,31-31,,Offensive rebound by Team
8:02.0,,,31-32,1,D. Mitchell makes free throw 2 of 2
7:53.0,C. Zeller misses 2-pt shot from 1 ft (block by J. Jerebko),,31-32,,
7:50.0,,,31-32,,Defensive rebound by J. Jerebko
7:45.0,,,31-34,2,J. Jerebko makes 2-pt shot from 3 ft (assist by R. Rubio)
7:32.0,J. Lamb makes 2-pt shot from 5 ft (assist by M. Carter-Williams),2,33-34,,
7:32.0,Shooting foul by R. Rubio (drawn by J. Lamb),,33-34,,
7:32.0,J. Lamb makes free throw 1 of 1,1,34-34,,
7:26.0,Personal foul by J. Lamb (drawn by J. Ingles),,34-34,,
7:26.0,,,34-34,,R. Gobert enters the game for E. Udoh
7:12.0,,,34-34,,R. Gobert misses 2-pt shot from 2 ft
7:08.0,Defensive rebound by C. Zeller,,34-34,,
6:56.0,J. Lamb makes 2-pt shot from 19 ft,2,36-34,,
6:49.0,,,36-34,,J. Ingles misses 3-pt shot from 26 ft
6:46.0,Defensive rebound by M. Carter-Williams,,36-34,,
6:42.0,,,36-34,,D. Favors enters the game for J. Jerebko
6:42.0,K. Walker enters the game for T. Graham,,36-34,,
6:34.0,F. Kaminsky makes 2-pt shot from 2 ft (assist by J. Lamb),2,38-34,,
6:20.0,,,38-36,2,D. Favors makes 2-pt shot from 2 ft (assist by R. Rubio)
6:01.0,M. Carter-Williams misses 2-pt shot from 17 ft,,38-36,,
5:58.0,,,38-36,,Defensive rebound by D. Mitchell
5:55.0,Personal foul by M. Carter-Williams (drawn by D. Mitchell),,38-36,,
5:55.0,N. Batum enters the game for M. Carter-Williams,,38-36,,
5:48.0,,,38-36,,Turnover by R. Rubio (bad pass; steal by J. Lamb)
5:39.0,C. Zeller misses 2-pt shot from 5 ft (block by R. Gobert),,38-36,,
5:36.0,,,38-36,,Defensive rebound by D. Mitchell
5:33.0,,,38-39,3,J. Ingles makes 3-pt shot from 24 ft (assist by R. Rubio)
5:20.0,Charlotte full timeout,,38-39,,
5:20.0,D. Howard enters the game for C. Zeller,,38-39,,
5:02.0,K. Walker misses 2-pt shot from 20 ft (block by J. Ingles),,38-39,,
4:57.0,,,38-39,,Defensive rebound by D. Favors
4:51.0,,,38-39,,D. Mitchell misses 3-pt shot from 25 ft
4:48.0,,,38-39,,Offensive rebound by Team
4:48.0,Personal foul by K. Walker (drawn by R. Gobert),,38-39,,
4:48.0,M. Kidd-Gilchrist enters the game for J. Lamb,,38-39,,
4:48.0,M. Williams enters the game for F. Kaminsky,,38-39,,
4:41.0,,,38-39,,J. Ingles misses 3-pt shot from 25 ft
4:36.0,Defensive rebound by M. Williams,,38-39,,
4:28.0,K. Walker misses 2-pt shot from 3 ft (block by R. Gobert),,38-39,,
4:25.0,,,38-39,,Defensive rebound by J. Ingles
4:21.0,,,38-41,2,D. Mitchell makes 2-pt shot from 5 ft (assist by J. Ingles)
4:07.0,Shooting foul by D. Favors (drawn by M. Williams),,38-41,,
4:07.0,M. Williams makes free throw 1 of 2,1,39-41,,
4:07.0,M. Williams makes free throw 2 of 2,1,40-41,,
3:45.0,,,40-43,2,R. Gobert makes 2-pt shot from 3 ft (assist by R. Rubio)
3:30.0,M. Kidd-Gilchrist makes 2-pt shot from 7 ft,2,42-43,,
3:14.0,,,42-45,2,R. Rubio makes 2-pt shot from 2 ft
2:57.0,M. Williams misses 2-pt shot from 8 ft,,42-45,,
2:55.0,Offensive rebound by D. Howard,,42-45,,
2:53.0,D. Howard misses 2-pt shot from 3 ft (block by D. Mitchell),,42-45,,
2:53.0,,,42-45,,Defensive rebound by J. Ingles
2:37.0,,,42-45,,D. Mitchell misses 2-pt shot from 3 ft (block by M. Williams)
2:37.0,,,42-45,,Offensive rebound by Team
2:28.0,,,42-45,,R. Rubio misses 3-pt shot from 26 ft
2:28.0,,,42-45,,Offensive rebound by Team
2:27.0,,,42-45,,Turnover by Team (shot clock)
2:12.0,N. Batum misses 3-pt shot from 24 ft,,42-45,,
2:10.0,,,42-45,,Defensive rebound by Team
2:10.0,Loose ball foul by D. Howard (drawn by R. Gobert),,42-45,,
2:10.0,,,42-45,,R. Gobert misses free throw 1 of 2
2:10.0,,,42-45,,Offensive rebound by Team
2:10.0,,,42-45,,R. Gobert misses free throw 2 of 2
2:08.0,Defensive rebound by D. Howard,,42-45,,
1:56.0,K. Walker makes 2-pt shot from 19 ft,2,44-45,,
1:37.0,,,44-47,2,J. Ingles makes 2-pt shot from 6 ft
1:19.0,Turnover by N. Batum (bad pass; steal by D. Favors),,44-47,,
1:09.0,,,44-49,2,R. Gobert makes 2-pt shot from 5 ft (assist by J. Ingles)
1:09.0,,,44-49,,Shooting foul by D. Howard (drawn by R. Gobert)
1:09.0,M. Carter-Williams enters the game for K. Walker,,44-49,,
1:09.0,,,44-50,1,R. Gobert makes free throw 1 of 1
0:57.0,N. Batum misses 2-pt shot from 15 ft,,44-50,,
0:54.0,,,44-50,,Defensive rebound by R. Gobert
0:46.0,,,44-52,2,R. Rubio makes 2-pt shot from 2 ft
0:32.0,M. Kidd-Gilchrist misses 2-pt shot from 12 ft,,44-52,,
0:30.0,,,44-52,,Defensive rebound by D. Favors
0:18.0,,,44-55,3,D. Mitchell makes 3-pt shot from 24 ft
0:03.0,,,44-55,,Personal foul by D. Favors (drawn by M. Williams)
0:03.0,M. Williams makes free throw 1 of 2,1,45-55,,
0:03.0,C. Zeller enters the game for D. Howard,,45-55,,
0:03.0,M. Williams makes free throw 2 of 2,1,46-55,,
0:00.0,,,46-55,,D. Mitchell misses 3-pt shot from 25 ft
0:00.0,,,46-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,46-57,2,R. Gobert makes 2-pt shot from 18 ft (assist by J. Ingles)
11:33.0,K. Walker misses 2-pt shot from 10 ft,,46-57,,
11:32.0,,,46-57,,Defensive rebound by R. Gobert
11:23.0,,,46-57,,D. Mitchell misses 2-pt shot from 12 ft
11:19.0,Defensive rebound by M. Williams,,46-57,,
11:15.0,Shooting foul by D. Favors (drawn by M. Williams),,46-57,,
11:15.0,M. Williams makes free throw 1 of 2,1,47-57,,
11:15.0,M. Williams makes free throw 2 of 2,1,48-57,,
11:01.0,,,48-57,,J. Ingles misses 3-pt shot from 23 ft
10:57.0,Defensive rebound by D. Howard,,48-57,,
10:44.0,D. Howard makes 2-pt shot from 14 ft (assist by M. Kidd-Gilchrist),2,50-57,,
10:26.0,,,50-57,,Turnover by R. Rubio (bad pass; steal by N. Batum)
10:18.0,D. Howard makes 2-pt shot from 2 ft,2,52-57,,
10:03.0,,,52-57,,R. Rubio misses 2-pt shot from 14 ft
10:00.0,Defensive rebound by D. Howard,,52-57,,
9:53.0,M. Kidd-Gilchrist makes 2-pt shot from 3 ft (assist by N. Batum),2,54-57,,
9:53.0,Shooting foul by D. Favors (drawn by M. Kidd-Gilchrist),,54-57,,
9:53.0,,,54-57,,J. Jerebko enters the game for D. Favors
9:53.0,M. Kidd-Gilchrist makes free throw 1 of 1,1,55-57,,
9:43.0,,,55-57,,R. Rubio misses 2-pt shot from 7 ft
9:41.0,Defensive rebound by D. Howard,,55-57,,
9:33.0,Shooting foul by R. Rubio (drawn by D. Howard),,55-57,,
9:33.0,D. Howard misses free throw 1 of 2,,55-57,,
9:33.0,Offensive rebound by Team,,55-57,,
9:33.0,D. Howard misses free throw 2 of 2,,55-57,,
9:31.0,,,55-57,,Defensive rebound by J. Jerebko
9:27.0,Personal foul by M. Kidd-Gilchrist (drawn by D. Mitchell),,55-57,,
9:21.0,,,55-57,,Shooting foul by D. Howard (drawn by D. Mitchell)
9:21.0,,,55-58,1,D. Mitchell makes free throw 1 of 2
9:21.0,,,55-59,1,D. Mitchell makes free throw 2 of 2
9:10.0,D. Howard misses 2-pt shot from 5 ft,,55-59,,
9:08.0,,,55-59,,Defensive rebound by R. Gobert
9:00.0,,,55-62,3,J. Ingles makes 3-pt shot from 22 ft (assist by D. Mitchell)
8:45.0,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker),3,58-62,,
8:29.0,,,58-64,2,R. Gobert makes 2-pt shot from 5 ft (assist by R. Rubio)
8:11.0,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker),3,61-64,,
7:54.0,,,61-66,2,J. Ingles makes 2-pt shot from 3 ft (assist by R. Gobert)
7:54.0,Charlotte full timeout,,61-66,,
7:42.0,K. Walker makes 3-pt shot from 26 ft,3,64-66,,
7:27.0,,,64-66,,Shooting foul by D. Howard (drawn by R. Gobert)
7:27.0,,,64-67,1,R. Gobert makes free throw 1 of 2
7:27.0,,,64-67,,R. Neto enters the game for R. Rubio
7:27.0,C. Zeller enters the game for D. Howard,,64-67,,
7:27.0,,,64-68,1,R. Gobert makes free throw 2 of 2
7:16.0,K. Walker makes 3-pt shot from 25 ft,3,67-68,,
7:01.0,,,67-68,,D. Mitchell misses 2-pt shot from 12 ft
6:59.0,Defensive rebound by C. Zeller,,67-68,,
6:54.0,K. Walker misses 3-pt shot from 25 ft,,67-68,,
6:51.0,,,67-68,,Defensive rebound by D. Mitchell
6:43.0,,,67-70,2,R. Gobert makes 2-pt shot from 2 ft (assist by D. Mitchell)
6:27.0,N. Batum misses 2-pt shot from 22 ft,,67-70,,
6:23.0,,,67-70,,Defensive rebound by J. Ingles
6:16.0,,,67-70,,J. Ingles misses 2-pt shot from 17 ft
6:16.0,Defensive rebound by K. Walker,,67-70,,
6:10.0,Turnover by K. Walker (traveling),,67-70,,
6:10.0,,,67-70,,R. O'Neale enters the game for J. Ingles
5:59.0,,,67-70,,R. Neto misses 3-pt shot from 26 ft
5:55.0,Defensive rebound by M. Williams,,67-70,,
5:49.0,K. Walker misses 3-pt shot from 26 ft,,67-70,,
5:45.0,,,67-70,,Defensive rebound by R. Gobert
5:35.0,,,67-70,,J. Jerebko misses 3-pt shot from 25 ft
5:32.0,Defensive rebound by K. Walker,,67-70,,
5:25.0,K. Walker makes 2-pt shot from 12 ft,2,69-70,,
5:07.0,,,69-70,,R. O'Neale misses 3-pt shot from 23 ft
5:04.0,Defensive rebound by C. Zeller,,69-70,,
4:51.0,C. Zeller makes 2-pt shot from 3 ft (assist by N. Batum),2,71-70,,
4:31.0,,,71-72,2,R. O'Neale makes 2-pt shot from 5 ft
4:10.0,N. Batum misses 2-pt shot from 12 ft,,71-72,,
4:09.0,,,71-72,,Defensive rebound by R. Gobert
3:52.0,,,71-75,3,R. O'Neale makes 3-pt shot from 23 ft (assist by R. Neto)
3:34.0,N. Batum makes 2-pt shot from 13 ft (assist by C. Zeller),2,73-75,,
3:25.0,,,73-75,,Utah full timeout
3:25.0,,,73-75,,E. Udoh enters the game for R. Gobert
3:25.0,F. Kaminsky enters the game for M. Williams,,73-75,,
3:25.0,T. Graham enters the game for M. Kidd-Gilchrist,,73-75,,
3:15.0,,,73-75,,D. Mitchell misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by C. Zeller,,73-75,,
2:53.0,F. Kaminsky misses 3-pt shot from 24 ft,,73-75,,
2:50.0,,,73-75,,Defensive rebound by R. Neto
2:42.0,,,73-75,,Turnover by D. Mitchell (traveling)
2:35.0,,,73-75,,Personal foul by R. O'Neale (drawn by N. Batum)
2:35.0,,,73-75,,A. Burks enters the game for R. O'Neale
2:35.0,,,73-75,,J. Ingles enters the game for D. Mitchell
2:20.0,C. Zeller makes 2-pt shot from 2 ft (assist by K. Walker),2,75-75,,
2:02.0,,,75-77,2,J. Jerebko makes 2-pt shot from 2 ft (assist by A. Burks)
1:44.0,N. Batum misses 3-pt shot from 25 ft,,75-77,,
1:43.0,,,75-77,,Defensive rebound by J. Jerebko
1:33.0,,,75-77,,J. Jerebko misses 2-pt shot from 9 ft
1:30.0,Defensive rebound by T. Graham,,75-77,,
1:26.0,N. Batum makes 2-pt shot from 2 ft (assist by T. Graham),2,77-77,,
1:06.0,,,77-79,2,E. Udoh makes 2-pt shot from 2 ft (assist by R. Neto)
0:52.0,F. Kaminsky misses 3-pt shot from 25 ft,,77-79,,
0:49.0,,,77-79,,Defensive rebound by J. Jerebko
0:41.0,,,77-82,3,J. Ingles makes 3-pt shot from 25 ft (assist by R. Neto)
0:28.0,K. Walker misses 3-pt shot from 25 ft,,77-82,,
0:26.0,,,77-82,,Defensive rebound by J. Ingles
0:02.0,,,77-84,2,R. Neto makes 2-pt shot from 2 ft (assist by J. Ingles)
0:00.0,K. Walker misses 3-pt shot from 30 ft,,77-84,,
0:00.0,Offensive rebound by Team,,77-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Turnover by J. Lamb (bad pass; steal by E. Udoh),,77-84,,
11:31.0,,,77-84,,J. Jerebko misses 2-pt shot from 21 ft
11:28.0,Defensive rebound by C. Zeller,,77-84,,
11:17.0,M. Carter-Williams makes 2-pt shot from 12 ft (assist by F. Kaminsky),2,79-84,,
10:58.0,Personal foul by M. Carter-Williams (drawn by J. Jerebko),,79-84,,
10:58.0,,,79-84,,R. O'Neale enters the game for A. Burks
10:58.0,,,79-84,,D. Favors enters the game for J. Jerebko
10:49.0,,,79-84,,Turnover by J. Ingles (step out of bounds)
10:33.0,C. Zeller misses 2-pt shot from 21 ft,,79-84,,
10:29.0,,,79-84,,Defensive rebound by D. Favors
10:22.0,,,79-84,,E. Udoh misses 2-pt shot from 1 ft
10:22.0,Defensive rebound by T. Graham,,79-84,,
10:16.0,M. Carter-Williams misses 2-pt shot from 6 ft,,79-84,,
10:14.0,,,79-84,,Defensive rebound by E. Udoh
10:03.0,Personal foul by J. Lamb (drawn by R. O'Neale),,79-84,,
10:03.0,,,79-84,,D. Mitchell enters the game for R. Neto
9:56.0,,,79-86,2,E. Udoh makes 2-pt shot from 2 ft (assist by J. Ingles)
9:33.0,F. Kaminsky misses 2-pt shot from 15 ft,,79-86,,
9:29.0,,,79-86,,Defensive rebound by E. Udoh
9:18.0,,,79-86,,D. Favors misses 2-pt shot from 6 ft
9:16.0,,,79-86,,Offensive rebound by E. Udoh
9:08.0,,,79-86,,R. O'Neale misses 2-pt shot from 11 ft (block by M. Carter-Williams)
9:08.0,Defensive rebound by T. Graham,,79-86,,
9:02.0,,,79-86,,Personal foul by R. O'Neale (drawn by M. Carter-Williams)
8:54.0,J. Lamb misses 2-pt shot from 3 ft,,79-86,,
8:52.0,,,79-86,,Defensive rebound by R. O'Neale
8:45.0,,,79-86,,Shooting foul by C. Zeller (drawn by J. Ingles)
8:45.0,,,79-87,1,J. Ingles makes free throw 1 of 2
8:45.0,,,79-88,1,J. Ingles makes free throw 2 of 2
8:24.0,M. Carter-Williams misses 2-pt shot from 4 ft,,79-88,,
8:22.0,,,79-88,,Defensive rebound by R. O'Neale
8:07.0,,,79-90,2,D. Mitchell makes 2-pt shot from 4 ft
8:07.0,,,79-90,,Shooting foul by M. Carter-Williams (drawn by D. Mitchell)
8:07.0,Charlotte full timeout,,79-90,,
8:07.0,,,79-90,,R. Gobert enters the game for J. Ingles
8:07.0,,,79-90,,A. Burks enters the game for E. Udoh
8:07.0,K. Walker enters the game for T. Graham,,79-90,,
8:07.0,,,79-91,1,D. Mitchell makes free throw 1 of 1
7:54.0,F. Kaminsky misses 2-pt shot from 4 ft,,79-91,,
7:52.0,,,79-91,,Defensive rebound by R. Gobert
7:45.0,,,79-91,,Turnover by A. Burks (bad pass; steal by J. Lamb)
7:42.0,Shooting foul by D. Mitchell (drawn by M. Carter-Williams),,79-91,,
7:42.0,M. Carter-Williams makes free throw 1 of 2,1,80-91,,
7:42.0,,,80-91,,R. Neto enters the game for A. Burks
7:42.0,M. Carter-Williams makes free throw 2 of 2,1,81-91,,
7:29.0,,,81-91,,D. Mitchell misses 3-pt shot from 26 ft
7:25.0,,,81-91,,Offensive rebound by D. Mitchell
7:22.0,,,81-91,,Turnover by D. Mitchell (lost ball; steal by C. Zeller)
7:13.0,J. Lamb misses 2-pt shot from 19 ft (block by R. O'Neale),,81-91,,
7:05.0,Offensive rebound by J. Lamb,,81-91,,
7:03.0,K. Walker misses 2-pt shot from 2 ft,,81-91,,
7:03.0,,,81-91,,Defensive rebound by R. O'Neale
6:52.0,,,81-93,2,D. Mitchell makes 2-pt shot from 4 ft
6:36.0,M. Carter-Williams makes 3-pt shot from 22 ft (assist by F. Kaminsky),3,84-93,,
6:16.0,,,84-93,,D. Mitchell misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by C. Zeller,,84-93,,
5:57.0,K. Walker makes 2-pt shot from 17 ft (assist by C. Zeller),2,86-93,,
5:54.0,,,86-93,,Utah full timeout
5:54.0,M. Williams enters the game for M. Carter-Williams,,86-93,,
5:54.0,D. Howard enters the game for C. Zeller,,86-93,,
5:54.0,N. Batum enters the game for F. Kaminsky,,86-93,,
5:54.0,,,86-93,,J. Ingles enters the game for R. Neto
5:30.0,,,86-93,,R. O'Neale misses 2-pt shot from 7 ft
5:30.0,Defensive rebound by Team,,86-93,,
5:30.0,,,86-93,,Loose ball foul by R. Gobert (drawn by D. Howard)
5:06.0,D. Howard misses 2-pt shot from 20 ft,,86-93,,
5:06.0,,,86-93,,Defensive rebound by Team
4:54.0,,,86-93,,D. Favors misses 3-pt shot from 23 ft
4:51.0,,,86-93,,Offensive rebound by R. Gobert
4:48.0,,,86-93,,R. O'Neale misses 3-pt shot from 25 ft
4:48.0,,,86-93,,Offensive rebound by R. Gobert
4:46.0,,,86-93,,Shooting foul by D. Howard (drawn by R. Gobert)
4:46.0,,,86-94,1,R. Gobert makes free throw 1 of 2
4:46.0,,,86-95,1,R. Gobert makes free throw 2 of 2
4:35.0,N. Batum misses 2-pt shot from 16 ft,,86-95,,
4:31.0,,,86-95,,Defensive rebound by D. Favors
4:16.0,,,86-95,,Shooting foul by D. Howard (drawn by D. Mitchell)
4:16.0,F. Kaminsky enters the game for D. Howard,,86-95,,
4:16.0,,,86-96,1,D. Mitchell makes free throw 1 of 2
4:16.0,,,86-97,1,D. Mitchell makes free throw 2 of 2
4:00.0,F. Kaminsky misses 3-pt shot from 26 ft,,86-97,,
3:56.0,,,86-97,,Defensive rebound by R. O'Neale
3:39.0,,,86-99,2,D. Favors makes 2-pt shot at rim (assist by R. O'Neale)
3:39.0,Charlotte full timeout,,86-99,,
3:33.0,K. Walker makes 2-pt shot from 2 ft,2,88-99,,
3:15.0,,,88-101,2,D. Mitchell makes 2-pt shot from 1 ft
3:02.0,M. Williams misses 2-pt shot from 6 ft,,88-101,,
3:00.0,,,88-101,,Defensive rebound by R. O'Neale
2:38.0,,,88-101,,Turnover by Team (shot clock)
2:38.0,M. Monk enters the game for M. Williams,,88-101,,
2:38.0,D. Bacon enters the game for J. Lamb,,88-101,,
2:38.0,J. Stone enters the game for N. Batum,,88-101,,
