time,Minnesota,pts.away,score,pts.home,Portland
7:01.0,,,38-36,,Offensive rebound by E. Davis
6:59.0,,,38-36,,Shooting foul by N. Bjelica (drawn by E. Davis)
6:59.0,,,38-36,,Portland full timeout
6:59.0,,,38-36,,E. Davis misses free throw 1 of 2
6:59.0,,,38-36,,Offensive rebound by Team
6:59.0,,,38-37,1,E. Davis makes free throw 2 of 2
6:34.0,Defensive rebound by Team,,38-37,,
6:34.0,T. Jones misses 2-pt shot from 22 ft,,38-37,,
6:34.0,Turnover by Team (shot clock),,38-37,,
6:17.0,,,38-37,,Z. Collins misses 3-pt shot from 24 ft
6:17.0,Defensive rebound by K. Towns,,38-37,,
6:08.0,Turnover by J. Crawford (bad pass),,38-37,,
6:08.0,,,38-37,,D. Lillard enters the game for C. McCollum
5:52.0,,,38-37,,P. Connaughton misses 3-pt shot from 22 ft
5:48.0,,,38-37,,Offensive rebound by E. Davis
5:42.0,,,38-37,,S. Napier misses 3-pt shot from 24 ft
5:40.0,Defensive rebound by K. Towns,,38-37,,
5:26.0,J. Crawford makes 2-pt shot from 18 ft,2,40-37,,
5:11.0,,,40-40,3,D. Lillard makes 3-pt shot from 24 ft
4:53.0,K. Towns makes 3-pt shot from 26 ft (assist by T. Jones),3,43-40,,
4:35.0,,,43-40,,Turnover by Z. Collins (bad pass; steal by N. Bjelica)
4:30.0,J. Crawford makes 3-pt shot from 28 ft (assist by T. Jones),3,46-40,,
4:30.0,Shooting foul by Z. Collins (drawn by J. Crawford),,46-40,,
4:30.0,A. Wiggins enters the game for T. Jones,,46-40,,
4:30.0,J. Teague enters the game for N. Bjelica,,46-40,,
4:30.0,T. Gibson enters the game for M. Georges-Hunt,,46-40,,
4:30.0,,,46-40,,E. Turner enters the game for P. Connaughton
4:30.0,,,46-40,,A. Aminu enters the game for Z. Collins
4:30.0,J. Crawford makes free throw 1 of 1,1,47-40,,
4:18.0,,,47-40,,Shooting foul by A. Wiggins (drawn by D. Lillard)
4:18.0,,,47-41,1,D. Lillard makes free throw 1 of 3
4:18.0,,,47-42,1,D. Lillard makes free throw 2 of 3
4:18.0,,,47-43,1,D. Lillard makes free throw 3 of 3
4:18.0,,,47-43,,J. Nurkic enters the game for E. Davis
4:18.0,M. Georges-Hunt enters the game for J. Crawford,,47-43,,
3:58.0,T. Gibson makes 2-pt shot from 20 ft (assist by A. Wiggins),2,49-43,,
3:40.0,,,49-43,,S. Napier misses 2-pt shot from 1 ft (block by A. Wiggins)
3:36.0,,,49-43,,Offensive rebound by D. Lillard
3:34.0,,,49-43,,D. Lillard misses 3-pt shot from 23 ft
3:34.0,,,49-43,,Offensive rebound by Team
3:34.0,,,49-43,,Turnover by Team (shot clock)
3:17.0,A. Wiggins misses 2-pt shot from 16 ft,,49-43,,
3:12.0,,,49-43,,Defensive rebound by J. Nurkic
3:07.0,,,49-45,2,E. Turner makes 2-pt shot from 11 ft
2:51.0,A. Wiggins makes 2-pt shot from 5 ft,2,51-45,,
2:32.0,,,51-47,2,D. Lillard makes 2-pt shot from 19 ft (assist by E. Turner)
2:07.0,Shooting foul by S. Napier (drawn by T. Gibson),,51-47,,
2:07.0,Minnesota full timeout,,51-47,,
2:07.0,T. Gibson misses free throw 1 of 2,,51-47,,
2:07.0,Offensive rebound by Team,,51-47,,
2:07.0,,,51-47,,C. McCollum enters the game for S. Napier
2:07.0,T. Gibson makes free throw 2 of 2,1,52-47,,
1:52.0,,,52-49,2,C. McCollum makes 2-pt shot from 8 ft (assist by E. Turner)
1:27.0,A. Wiggins makes 2-pt shot from 4 ft,2,54-49,,
1:10.0,,,54-52,3,A. Aminu makes 3-pt shot from 24 ft (assist by C. McCollum)
0:46.0,A. Wiggins misses 3-pt shot from 23 ft,,54-52,,
0:44.0,,,54-52,,Defensive rebound by C. McCollum
0:36.0,,,54-52,,D. Lillard misses 2-pt shot from 1 ft
0:36.0,Defensive rebound by Team,,54-52,,
0:36.0,,,54-52,,Loose ball foul by J. Nurkic (drawn by A. Wiggins)
0:29.0,K. Towns misses 3-pt shot from 25 ft,,54-52,,
0:26.0,Offensive rebound by T. Gibson,,54-52,,
0:03.0,J. Teague misses 3-pt shot from 27 ft,,54-52,,
0:03.0,Offensive rebound by Team,,54-52,,
0:03.0,Turnover by Team (shot clock),,54-52,,
0:03.0,,,54-52,,S. Napier enters the game for A. Aminu
0:03.0,,,54-52,,P. Connaughton enters the game for J. Nurkic
0:03.0,Personal foul by J. Teague (drawn by D. Lillard),,54-52,,
0:03.0,,,54-53,1,D. Lillard makes free throw 1 of 2
0:03.0,,,54-53,,A. Aminu enters the game for S. Napier
0:03.0,,,54-53,,J. Nurkic enters the game for P. Connaughton
0:03.0,,,54-54,1,D. Lillard makes free throw 2 of 2
0:00.0,A. Wiggins misses 3-pt shot from 39 ft,,54-54,,
0:00.0,Offensive rebound by Team,,54-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,54-54,,Shooting foul by N. Bjelica (drawn by E. Turner)
11:42.0,,,54-54,,E. Turner misses free throw 1 of 2
11:42.0,,,54-54,,Offensive rebound by Team
11:42.0,,,54-55,1,E. Turner makes free throw 2 of 2
11:32.0,Shooting foul by D. Lillard (drawn by J. Teague),,54-55,,
11:32.0,J. Teague makes free throw 1 of 3,1,55-55,,
11:32.0,J. Teague makes free throw 2 of 3,1,56-55,,
11:32.0,J. Teague makes free throw 3 of 3,1,57-55,,
11:17.0,,,57-55,,A. Aminu misses 2-pt shot from 14 ft
11:15.0,,,57-55,,Offensive rebound by Team
11:03.0,,,57-58,3,D. Lillard makes 3-pt shot from 22 ft (assist by C. McCollum)
10:44.0,K. Towns makes 3-pt shot from 24 ft (assist by J. Teague),3,60-58,,
10:33.0,,,60-60,2,C. McCollum makes 2-pt shot from 18 ft
10:14.0,T. Gibson misses 2-pt shot from 18 ft,,60-60,,
10:10.0,,,60-60,,Defensive rebound by A. Aminu
10:03.0,,,60-63,3,A. Aminu makes 3-pt shot from 26 ft (assist by D. Lillard)
10:02.0,Minnesota full timeout,,60-63,,
9:45.0,N. Bjelica makes 2-pt shot from 8 ft,2,62-63,,
9:30.0,,,62-65,2,E. Turner makes 2-pt shot from 13 ft
9:09.0,J. Teague makes 2-pt shot from 4 ft,2,64-65,,
8:56.0,,,64-68,3,A. Aminu makes 3-pt shot from 24 ft (assist by E. Turner)
8:39.0,T. Gibson makes 2-pt shot from 14 ft (assist by J. Teague),2,66-68,,
8:16.0,,,66-70,2,J. Nurkic makes 2-pt shot from 2 ft
7:57.0,N. Bjelica misses 2-pt shot from 4 ft,,66-70,,
7:54.0,,,66-70,,Defensive rebound by J. Nurkic
7:49.0,,,66-70,,C. McCollum misses 2-pt shot from 11 ft
7:46.0,Defensive rebound by T. Gibson,,66-70,,
7:34.0,Turnover by T. Gibson (lost ball; steal by A. Aminu),,66-70,,
7:30.0,,,66-72,2,E. Turner makes 2-pt shot from 1 ft (assist by C. McCollum)
7:11.0,Turnover by K. Towns (turnover),,66-72,,
7:00.0,,,66-72,,Shooting foul by K. Towns (drawn by J. Nurkic)
7:00.0,,,66-73,1,J. Nurkic makes free throw 1 of 2
7:00.0,,,66-74,1,J. Nurkic makes free throw 2 of 2
6:44.0,A. Wiggins misses 2-pt shot from 1 ft,,66-74,,
6:43.0,Offensive rebound by K. Towns,,66-74,,
6:43.0,Shooting foul by J. Nurkic (drawn by K. Towns),,66-74,,
6:43.0,K. Towns makes free throw 1 of 2,1,67-74,,
6:43.0,K. Towns makes free throw 2 of 2,1,68-74,,
6:33.0,Personal foul by K. Towns (drawn by J. Nurkic),,68-74,,
6:32.0,,,68-74,,Offensive foul by J. Nurkic (drawn by K. Towns)
6:32.0,,,68-74,,Turnover by J. Nurkic (offensive foul)
6:32.0,,,68-74,,E. Davis enters the game for J. Nurkic
6:24.0,Turnover by J. Teague (bad pass; steal by A. Aminu),,68-74,,
6:22.0,,,68-76,2,A. Aminu makes 2-pt shot at rim
6:03.0,A. Wiggins misses 2-pt shot from 17 ft,,68-76,,
6:01.0,,,68-76,,Defensive rebound by D. Lillard
5:53.0,,,68-78,2,C. McCollum makes 2-pt shot at rim
5:53.0,Minnesota full timeout,,68-78,,
5:39.0,A. Wiggins makes 2-pt shot from 4 ft,2,70-78,,
5:13.0,,,70-78,,Shooting foul by T. Gibson (drawn by E. Davis)
5:13.0,,,70-79,1,E. Davis makes free throw 1 of 2
5:13.0,,,70-80,1,E. Davis makes free throw 2 of 2
4:59.0,J. Teague makes 2-pt shot from 1 ft,2,72-80,,
4:47.0,,,72-80,,C. McCollum misses 2-pt shot from 1 ft
4:47.0,,,72-80,,Offensive rebound by E. Davis
4:40.0,,,72-80,,D. Lillard misses 3-pt shot from 25 ft
4:38.0,Defensive rebound by J. Teague,,72-80,,
4:27.0,J. Teague misses 2-pt shot from 14 ft,,72-80,,
4:24.0,,,72-80,,Defensive rebound by D. Lillard
4:19.0,,,72-80,,Shooting foul by K. Towns (drawn by D. Lillard)
4:19.0,,,72-81,1,D. Lillard makes free throw 1 of 2
4:19.0,,,72-81,,P. Connaughton enters the game for C. McCollum
4:19.0,,,72-82,1,D. Lillard makes free throw 2 of 2
4:11.0,Shooting foul by E. Davis (drawn by A. Wiggins),,72-82,,
4:11.0,A. Wiggins misses free throw 1 of 2,,72-82,,
4:11.0,Offensive rebound by Team,,72-82,,
4:11.0,A. Wiggins misses free throw 2 of 2,,72-82,,
4:09.0,,,72-82,,Defensive rebound by A. Aminu
3:54.0,,,72-85,3,D. Lillard makes 3-pt shot from 24 ft (assist by E. Turner)
3:40.0,K. Towns makes 2-pt shot from 1 ft,2,74-85,,
3:30.0,,,74-88,3,D. Lillard makes 3-pt shot from 24 ft
3:14.0,A. Wiggins makes 2-pt shot at rim (assist by K. Towns),2,76-88,,
2:53.0,,,76-88,,D. Lillard misses 3-pt shot from 26 ft
2:51.0,Defensive rebound by K. Towns,,76-88,,
2:46.0,Shooting foul by D. Lillard (drawn by J. Teague),,76-88,,
2:46.0,J. Teague makes free throw 1 of 2,1,77-88,,
2:46.0,,,77-88,,Z. Collins enters the game for A. Aminu
2:46.0,J. Crawford enters the game for N. Bjelica,,77-88,,
2:46.0,G. Dieng enters the game for K. Towns,,77-88,,
2:46.0,J. Teague makes free throw 2 of 2,1,78-88,,
2:30.0,,,78-91,3,Z. Collins makes 3-pt shot from 24 ft (assist by E. Davis)
2:19.0,J. Teague misses 2-pt shot from 3 ft,,78-91,,
2:17.0,,,78-91,,Defensive rebound by E. Davis
1:55.0,,,78-91,,Shooting foul by J. Crawford (drawn by E. Davis)
1:55.0,,,78-91,,E. Davis misses free throw 1 of 2
1:55.0,,,78-91,,Offensive rebound by Team
1:55.0,,,78-92,1,E. Davis makes free throw 2 of 2
1:37.0,A. Wiggins makes 2-pt shot from 11 ft,2,80-92,,
1:19.0,,,80-92,,D. Lillard misses 2-pt shot from 1 ft
1:19.0,Defensive rebound by Team,,80-92,,
1:19.0,,,80-92,,Loose ball foul by E. Davis (drawn by J. Teague)
1:19.0,J. Teague makes free throw 1 of 2,1,81-92,,
1:19.0,,,81-92,,S. Napier enters the game for E. Turner
1:19.0,J. Teague makes free throw 2 of 2,1,82-92,,
1:01.0,T. Jones enters the game for J. Teague,,82-92,,
1:01.0,,,82-92,,Portland full timeout
0:57.0,,,82-92,,D. Lillard misses 2-pt shot from 14 ft
0:55.0,Defensive rebound by G. Dieng,,82-92,,
0:44.0,J. Crawford misses 2-pt shot from 15 ft,,82-92,,
0:42.0,,,82-92,,Defensive rebound by Z. Collins
0:31.0,,,82-95,3,P. Connaughton makes 3-pt shot from 25 ft (assist by D. Lillard)
0:14.0,J. Crawford makes 2-pt shot from 15 ft,2,84-95,,
0:00.0,,,84-97,2,D. Lillard makes 2-pt shot from 1 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,M. Georges-Hunt misses 3-pt shot from 24 ft,,84-97,,
11:38.0,Offensive rebound by Team,,84-97,,
11:36.0,N. Bjelica misses 2-pt shot from 19 ft,,84-97,,
11:33.0,Offensive rebound by T. Jones,,84-97,,
11:23.0,G. Dieng misses 2-pt shot from 14 ft,,84-97,,
11:20.0,,,84-97,,Defensive rebound by E. Davis
11:00.0,,,84-97,,Offensive charge foul by P. Connaughton (drawn by G. Dieng)
11:00.0,,,84-97,,Turnover by P. Connaughton (offensive foul)
10:55.0,,,84-97,,Personal foul by P. Connaughton (drawn by J. Crawford)
10:47.0,T. Jones makes 2-pt shot from 13 ft (assist by J. Crawford),2,86-97,,
10:23.0,,,86-97,,P. Connaughton misses 2-pt shot from 1 ft
10:22.0,Defensive rebound by N. Bjelica,,86-97,,
10:16.0,N. Bjelica makes 2-pt shot from 1 ft,2,88-97,,
10:01.0,,,88-100,3,C. McCollum makes 3-pt shot from 24 ft
9:42.0,N. Bjelica misses 2-pt shot from 3 ft,,88-100,,
9:40.0,,,88-100,,Defensive rebound by E. Davis
9:27.0,,,88-102,2,C. McCollum makes 2-pt shot from 1 ft
9:14.0,G. Dieng makes 2-pt shot from 20 ft (assist by J. Crawford),2,90-102,,
8:57.0,,,90-102,,C. McCollum misses 2-pt shot from 1 ft
8:56.0,Defensive rebound by G. Dieng,,90-102,,
8:45.0,G. Dieng makes 2-pt shot from 20 ft (assist by J. Crawford),2,92-102,,
8:18.0,,,92-104,2,E. Davis makes 2-pt shot from 1 ft (assist by S. Napier)
7:50.0,N. Bjelica misses 2-pt shot from 4 ft,,92-104,,
7:48.0,,,92-104,,Defensive rebound by S. Napier
7:45.0,,,92-106,2,P. Connaughton makes 2-pt shot at rim (assist by C. McCollum)
7:45.0,Minnesota full timeout,,92-106,,
7:45.0,K. Towns enters the game for G. Dieng,,92-106,,
7:23.0,J. Crawford makes 2-pt shot from 18 ft (assist by T. Jones),2,94-106,,
7:05.0,,,94-108,2,P. Connaughton makes 2-pt shot at rim (assist by S. Napier)
6:46.0,Shooting foul by P. Connaughton (drawn by J. Crawford),,94-108,,
6:46.0,J. Crawford makes free throw 1 of 3,1,95-108,,
6:46.0,J. Crawford makes free throw 2 of 3,1,96-108,,
6:46.0,A. Wiggins enters the game for M. Georges-Hunt,,96-108,,
6:46.0,J. Crawford makes free throw 3 of 3,1,97-108,,
6:23.0,,,97-110,2,Z. Collins makes 2-pt shot from 1 ft (assist by P. Connaughton)
6:11.0,K. Towns misses 2-pt shot from 3 ft,,97-110,,
6:09.0,,,97-110,,Defensive rebound by P. Connaughton
6:05.0,Personal foul by N. Bjelica (drawn by C. McCollum),,97-110,,
6:01.0,Violation by K. Towns (kicked ball),,97-110,,
5:56.0,,,97-113,3,C. McCollum makes 3-pt shot from 26 ft (assist by S. Napier)
5:34.0,A. Wiggins makes 3-pt shot from 22 ft (assist by T. Jones),3,100-113,,
5:15.0,,,100-115,2,C. McCollum makes 2-pt shot from 5 ft
5:15.0,Violation by K. Towns (def goaltending),,100-115,,
5:06.0,J. Crawford misses 2-pt shot from 19 ft,,100-115,,
5:05.0,,,100-115,,Defensive rebound by Z. Collins
4:50.0,,,100-117,2,E. Davis makes 2-pt shot from 1 ft (assist by C. McCollum)
4:50.0,,,100-117,,Shooting foul by T. Jones (drawn by E. Davis)
4:50.0,,,100-117,,A. Aminu enters the game for S. Napier
4:50.0,,,100-117,,D. Lillard enters the game for Z. Collins
4:50.0,G. Dieng enters the game for K. Towns,,100-117,,
4:50.0,,,100-118,1,E. Davis makes free throw 1 of 1
4:33.0,G. Dieng makes 2-pt shot at rim (assist by J. Crawford),2,102-118,,
4:08.0,,,102-118,,A. Aminu misses 2-pt shot from 5 ft
4:06.0,Defensive rebound by N. Bjelica,,102-118,,
4:00.0,N. Bjelica misses 3-pt shot from 25 ft,,102-118,,
3:58.0,,,102-118,,Defensive rebound by A. Aminu
3:40.0,,,102-121,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
3:38.0,Minnesota full timeout,,102-121,,
3:38.0,C. Aldrich enters the game for N. Bjelica,,102-121,,
3:38.0,S. Muhammad enters the game for J. Crawford,,102-121,,
3:38.0,M. Georges-Hunt enters the game for A. Wiggins,,102-121,,
3:21.0,T. Jones makes 2-pt shot from 13 ft (assist by G. Dieng),2,104-121,,
3:02.0,,,104-123,2,P. Connaughton makes 2-pt shot from 1 ft (assist by D. Lillard)
2:50.0,T. Jones misses 2-pt shot from 3 ft,,104-123,,
2:48.0,,,104-123,,Defensive rebound by E. Davis
2:45.0,,,104-123,,Portland full timeout
2:45.0,,,104-123,,J. Layman enters the game for D. Lillard
2:45.0,,,104-123,,M. Leonard enters the game for C. McCollum
2:45.0,,,104-123,,N. Vonleh enters the game for P. Connaughton
2:45.0,,,104-123,,S. Napier enters the game for A. Aminu
2:45.0,,,104-123,,M. Harkless enters the game for E. Davis
2:28.0,,,104-123,,Turnover by S. Napier (bad pass; steal by T. Jones)
2:16.0,S. Muhammad makes 2-pt shot from 6 ft,2,106-123,,
2:02.0,,,106-123,,J. Layman misses 3-pt shot from 24 ft
2:01.0,Defensive rebound by C. Aldrich,,106-123,,
1:49.0,M. Georges-Hunt misses 2-pt shot from 18 ft,,106-123,,
1:47.0,,,106-123,,Defensive rebound by M. Leonard
1:36.0,,,106-123,,Turnover by S. Napier (bad pass; steal by G. Dieng)
1:34.0,Shooting foul by M. Harkless (drawn by T. Jones),,106-123,,
1:34.0,T. Jones makes free throw 1 of 2,1,107-123,,
1:34.0,A. Brooks enters the game for M. Georges-Hunt,,107-123,,
1:34.0,T. Jones makes free throw 2 of 2,1,108-123,,
1:12.0,,,108-123,,Turnover by M. Leonard (lost ball; steal by G. Dieng)
1:09.0,T. Jones misses 2-pt shot at rim,,108-123,,
1:09.0,Offensive rebound by S. Muhammad,,108-123,,
1:09.0,S. Muhammad makes 2-pt shot at rim,2,110-123,,
1:09.0,Shooting foul by N. Vonleh (drawn by S. Muhammad),,110-123,,
1:09.0,S. Muhammad makes free throw 1 of 1,1,111-123,,
0:54.0,,,111-123,,Turnover by N. Vonleh (out of bounds lost ball)
0:40.0,A. Brooks makes 2-pt shot from 13 ft,2,113-123,,
0:27.0,,,113-123,,S. Napier misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by C. Aldrich,,113-123,,
0:17.0,Shooting foul by J. Layman (drawn by C. Aldrich),,113-123,,
0:17.0,C. Aldrich misses free throw 1 of 2,,113-123,,
0:17.0,Offensive rebound by Team,,113-123,,
0:17.0,C. Aldrich makes free throw 2 of 2,1,114-123,,
