time,Phoenix,pts.away,score,pts.home,Golden State
7:43.0,,,38-31,,Personal foul by S. Livingston (drawn by S. Harrison)
7:43.0,J. Jackson enters the game for S. Harrison,,38-31,,
7:33.0,,,38-31,,Personal foul by D. Green (drawn by M. Chriss)
7:19.0,D. House makes 2-pt shot from 2 ft,2,40-31,,
6:59.0,,,40-31,,N. Young misses 3-pt shot from 26 ft
6:57.0,Defensive rebound by M. Chriss,,40-31,,
6:40.0,J. Jackson makes 2-pt shot from 14 ft,2,42-31,,
6:39.0,,,42-31,,Golden State full timeout
6:39.0,,,42-31,,K. Durant enters the game for D. West
6:39.0,,,42-31,,J. Bell enters the game for N. Young
6:39.0,,,42-31,,K. Looney enters the game for D. Green
6:39.0,,,42-31,,Q. Cook enters the game for S. Livingston
6:22.0,,,42-31,,K. Thompson misses 2-pt shot from 18 ft
6:20.0,Defensive rebound by Team,,42-31,,
6:10.0,J. Jackson makes 2-pt shot from 19 ft,2,44-31,,
5:54.0,,,44-33,2,K. Thompson makes 2-pt shot from 2 ft
5:34.0,D. House makes 3-pt shot from 23 ft (assist by J. Jackson),3,47-33,,
5:14.0,,,47-36,3,Q. Cook makes 3-pt shot from 25 ft
4:52.0,J. Jackson makes 2-pt shot from 4 ft (assist by M. Chriss),2,49-36,,
4:40.0,,,49-38,2,K. Thompson makes 2-pt shot from 11 ft
4:18.0,J. Jackson misses 2-pt shot from 14 ft,,49-38,,
4:12.0,,,49-38,,Defensive rebound by J. Bell
4:05.0,,,49-40,2,J. Bell makes 2-pt shot from 14 ft (assist by Q. Cook)
4:03.0,Phoenix full timeout,,49-40,,
4:03.0,D. Bender enters the game for D. House,,49-40,,
4:03.0,T. Daniels enters the game for A. Peters,,49-40,,
3:46.0,J. Jackson misses 2-pt shot from 12 ft (block by K. Durant),,49-40,,
3:43.0,,,49-40,,Defensive rebound by J. Bell
3:41.0,,,49-40,,J. Bell misses 2-pt shot at rim (block by J. Jackson)
3:40.0,,,49-40,,Offensive rebound by J. Bell
3:40.0,,,49-42,2,J. Bell makes 2-pt shot at rim
3:18.0,J. Jackson makes 3-pt shot from 24 ft (assist by T. Ulis),3,52-42,,
2:55.0,,,52-44,2,K. Durant makes 2-pt shot from 13 ft
2:35.0,M. Chriss makes 2-pt shot from 1 ft,2,54-44,,
2:35.0,Shooting foul by K. Looney (drawn by M. Chriss),,54-44,,
2:35.0,,,54-44,,D. Green enters the game for K. Looney
2:35.0,M. Chriss misses free throw 1 of 1,,54-44,,
2:31.0,,,54-44,,Defensive rebound by D. Green
2:27.0,,,54-44,,K. Durant misses 2-pt shot from 14 ft
2:25.0,Defensive rebound by M. Chriss,,54-44,,
2:06.0,J. Jackson misses 2-pt shot from 19 ft,,54-44,,
2:01.0,,,54-44,,Defensive rebound by J. Bell
1:59.0,,,54-47,3,K. Thompson makes 3-pt shot from 27 ft (assist by D. Green)
1:38.0,Turnover by T. Ulis (bad pass; steal by K. Thompson),,54-47,,
1:33.0,,,54-50,3,Q. Cook makes 3-pt shot from 24 ft (assist by K. Durant)
1:07.0,T. Ulis makes 2-pt shot from 8 ft,2,56-50,,
0:56.0,,,56-53,3,K. Durant makes 3-pt shot from 26 ft
0:44.0,Turnover by T. Ulis (bad pass; steal by J. Bell),,56-53,,
0:40.0,,,56-53,,Turnover by J. Bell (bad pass; steal by T. Ulis)
0:37.0,Turnover by D. Bender (traveling),,56-53,,
0:37.0,S. Harrison enters the game for J. Jackson,,56-53,,
0:37.0,D. House enters the game for T. Daniels,,56-53,,
0:32.0,,,56-56,3,D. Green makes 3-pt shot from 28 ft (assist by K. Durant)
0:16.0,T. Ulis makes 2-pt shot from 8 ft,2,58-56,,
0:16.0,Shooting foul by Q. Cook (drawn by T. Ulis),,58-56,,
0:16.0,T. Ulis makes free throw 1 of 1,1,59-56,,
0:06.0,,,59-58,2,J. Bell makes 2-pt shot at rim (assist by K. Durant)
0:01.0,T. Ulis misses 2-pt shot from 3 ft (block by K. Durant),,59-58,,
0:00.0,,,59-58,,Defensive rebound by K. Durant
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,M. Chriss misses 3-pt shot from 24 ft,,59-58,,
11:42.0,Offensive rebound by T. Ulis,,59-58,,
11:41.0,Offensive foul by M. Chriss (drawn by K. Looney),,59-58,,
11:41.0,Turnover by M. Chriss (offensive foul),,59-58,,
11:24.0,,,59-60,2,K. Thompson makes 2-pt shot from 1 ft (assist by K. Durant)
11:06.0,J. Jackson misses 3-pt shot from 25 ft,,59-60,,
11:01.0,,,59-60,,Defensive rebound by K. Durant
10:59.0,,,59-60,,K. Durant misses 2-pt shot from 19 ft
10:54.0,Defensive rebound by M. Chriss,,59-60,,
10:40.0,J. Jackson misses 2-pt shot from 11 ft,,59-60,,
10:35.0,,,59-60,,Defensive rebound by K. Looney
10:30.0,,,59-62,2,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green)
10:04.0,T. Daniels misses 3-pt shot from 25 ft,,59-62,,
9:59.0,,,59-62,,Defensive rebound by K. Durant
9:54.0,,,59-62,,Q. Cook misses 2-pt shot from 10 ft
9:49.0,Defensive rebound by T. Ulis,,59-62,,
9:47.0,J. Jackson misses 3-pt shot from 23 ft,,59-62,,
9:40.0,Offensive rebound by M. Chriss,,59-62,,
9:30.0,M. Chriss makes 2-pt shot from 17 ft (assist by T. Ulis),2,61-62,,
9:19.0,,,61-62,,Shooting foul by D. Bender (drawn by K. Looney)
9:19.0,,,61-63,1,K. Looney makes free throw 1 of 2
9:19.0,D. House enters the game for T. Daniels,,61-63,,
9:19.0,,,61-63,,K. Looney misses free throw 2 of 2
9:16.0,Defensive rebound by D. Bender,,61-63,,
8:57.0,T. Ulis makes 2-pt shot from 12 ft,2,63-63,,
8:44.0,,,63-63,,K. Thompson misses 3-pt shot from 26 ft
8:41.0,Defensive rebound by D. Bender,,63-63,,
8:38.0,M. Chriss makes 2-pt shot at rim (assist by T. Ulis),2,65-63,,
8:18.0,,,65-66,3,D. Green makes 3-pt shot from 27 ft
7:57.0,M. Chriss makes 2-pt shot from 1 ft (assist by T. Ulis),2,67-66,,
7:43.0,,,67-68,2,K. Looney makes 2-pt shot from 1 ft (assist by K. Durant)
7:28.0,T. Ulis misses 2-pt shot from 11 ft,,67-68,,
7:23.0,,,67-68,,Defensive rebound by D. Green
7:22.0,,,67-71,3,K. Thompson makes 3-pt shot from 27 ft (assist by D. Green)
7:02.0,Turnover by M. Chriss (lost ball; steal by K. Looney),,67-71,,
6:58.0,,,67-71,,Turnover by Q. Cook (out of bounds lost ball)
6:58.0,,,67-71,,Golden State full timeout
6:58.0,A. Williams enters the game for M. Chriss,,67-71,,
6:46.0,A. Williams makes 2-pt shot from 6 ft (assist by T. Ulis),2,69-71,,
6:29.0,,,69-71,,K. Looney misses 2-pt shot from 3 ft (block by D. House)
6:26.0,Defensive rebound by D. House,,69-71,,
6:19.0,Turnover by D. Bender (bad pass; steal by Q. Cook),,69-71,,
6:14.0,,,69-73,2,Q. Cook makes 2-pt shot from 2 ft
5:54.0,A. Williams misses 2-pt shot from 11 ft,,69-73,,
5:50.0,,,69-73,,Defensive rebound by K. Durant
5:46.0,,,69-75,2,D. Green makes 2-pt shot from 2 ft (assist by K. Durant)
5:40.0,Turnover by A. Williams (bad pass; steal by Q. Cook),,69-75,,
5:40.0,,,69-77,2,Q. Cook makes 2-pt shot from 18 ft
5:40.0,Phoenix full timeout,,69-77,,
5:40.0,,,69-77,,Z. Pachulia enters the game for K. Looney
5:35.0,,,69-77,,Personal foul by D. Green (drawn by J. Jackson)
5:21.0,A. Williams misses 2-pt shot from 2 ft (block by D. Green),,69-77,,
5:17.0,,,69-77,,Defensive rebound by D. Green
5:13.0,,,69-77,,Turnover by Z. Pachulia (bad pass; steal by A. Williams)
4:57.0,A. Williams misses 2-pt shot from 9 ft,,69-77,,
4:55.0,Offensive rebound by D. Bender,,69-77,,
4:55.0,D. Bender misses 2-pt shot at rim (block by Z. Pachulia),,69-77,,
4:55.0,Offensive rebound by Team,,69-77,,
4:55.0,,,69-77,,N. Young enters the game for K. Thompson
4:47.0,A. Williams misses 2-pt shot from 7 ft,,69-77,,
4:44.0,,,69-77,,Defensive rebound by Q. Cook
4:40.0,,,69-80,3,K. Durant makes 3-pt shot from 27 ft (assist by Q. Cook)
4:21.0,J. Jackson misses 2-pt shot from 11 ft,,69-80,,
4:17.0,,,69-80,,Defensive rebound by K. Durant
4:15.0,,,69-80,,Offensive foul by Z. Pachulia (drawn by J. Jackson)
4:15.0,,,69-80,,Turnover by Z. Pachulia (offensive foul)
4:15.0,M. Chriss enters the game for A. Williams,,69-80,,
4:03.0,T. Ulis misses 3-pt shot from 25 ft,,69-80,,
3:58.0,,,69-80,,Defensive rebound by N. Young
3:46.0,,,69-80,,K. Durant misses 2-pt shot from 4 ft
3:40.0,Defensive rebound by T. Ulis,,69-80,,
3:38.0,J. Jackson misses 2-pt shot from 1 ft,,69-80,,
3:35.0,Offensive rebound by D. House,,69-80,,
3:35.0,D. House makes 2-pt shot at rim,2,71-80,,
3:17.0,,,71-82,2,K. Durant makes 2-pt shot from 4 ft
3:17.0,Violation by M. Chriss (def goaltending),,71-82,,
2:57.0,D. House misses 2-pt shot from 7 ft,,71-82,,
2:52.0,,,71-82,,Defensive rebound by K. Durant
2:49.0,,,71-85,3,D. Green makes 3-pt shot from 29 ft (assist by Q. Cook)
2:49.0,Phoenix full timeout,,71-85,,
2:49.0,,,71-85,,J. Bell enters the game for D. Green
2:49.0,A. Peters enters the game for T. Ulis,,71-85,,
2:49.0,S. Harrison enters the game for D. Bender,,71-85,,
2:28.0,M. Chriss misses 2-pt shot from 1 ft (block by Z. Pachulia),,71-85,,
2:25.0,,,71-85,,Defensive rebound by Q. Cook
2:18.0,,,71-88,3,Q. Cook makes 3-pt shot from 26 ft
1:56.0,M. Chriss makes 2-pt shot at rim (assist by D. House),2,73-88,,
1:41.0,,,73-90,2,Q. Cook makes 2-pt shot from 14 ft
1:25.0,,,73-90,,Violation by K. Durant (kicked ball)
1:20.0,Shooting foul by Z. Pachulia (drawn by S. Harrison),,73-90,,
1:20.0,S. Harrison makes free throw 1 of 2,1,74-90,,
1:20.0,S. Harrison makes free throw 2 of 2,1,75-90,,
1:06.0,,,75-92,2,Q. Cook makes 2-pt shot from 21 ft (assist by K. Durant)
0:48.0,M. Chriss makes 2-pt shot from 1 ft (assist by S. Harrison),2,77-92,,
0:35.0,,,77-94,2,J. Bell makes 2-pt shot from 2 ft (assist by Q. Cook)
0:10.0,A. Peters misses 3-pt shot from 28 ft,,77-94,,
0:05.0,,,77-94,,Defensive rebound by K. Durant
0:04.0,,,77-94,,K. Durant misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by S. Harrison,,77-94,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,77-94,,Turnover by D. West (bad pass; steal by M. Chriss)
11:35.0,M. Chriss misses 2-pt shot from 6 ft,,77-94,,
11:30.0,,,77-94,,Defensive rebound by N. Young
11:18.0,,,77-96,2,S. Livingston makes 2-pt shot from 13 ft (assist by D. West)
11:00.0,Turnover by A. Peters (bad pass; steal by N. Young),,77-96,,
10:46.0,,,77-96,,Turnover by D. West (bad pass; steal by T. Ulis)
10:42.0,S. Harrison misses 2-pt shot from 3 ft,,77-96,,
10:40.0,Offensive rebound by A. Peters,,77-96,,
10:40.0,A. Peters makes 2-pt shot at rim,2,79-96,,
10:40.0,Shooting foul by D. West (drawn by A. Peters),,79-96,,
10:40.0,A. Peters makes free throw 1 of 1,1,80-96,,
10:34.0,,,80-96,,D. Green enters the game for J. Bell
10:34.0,D. Bender enters the game for A. Peters,,80-96,,
10:30.0,,,80-98,2,K. Thompson makes 2-pt shot from 19 ft (assist by D. Green)
10:07.0,D. House misses 3-pt shot from 27 ft,,80-98,,
10:05.0,,,80-98,,Defensive rebound by Team
10:05.0,Loose ball foul by M. Chriss (drawn by K. Thompson),,80-98,,
9:53.0,,,80-100,2,S. Livingston makes 2-pt shot from 1 ft (assist by K. Thompson)
9:44.0,Turnover by M. Chriss (bad pass),,80-100,,
9:28.0,,,80-100,,K. Thompson misses 2-pt shot from 17 ft
9:23.0,Defensive rebound by D. Bender,,80-100,,
9:13.0,S. Harrison misses 3-pt shot from 26 ft,,80-100,,
9:08.0,,,80-100,,Defensive rebound by S. Livingston
9:04.0,,,80-100,,N. Young misses 3-pt shot from 26 ft
8:59.0,Defensive rebound by D. House,,80-100,,
8:57.0,Shooting foul by D. Green (drawn by D. House),,80-100,,
8:57.0,D. House makes free throw 1 of 2,1,81-100,,
8:57.0,A. Williams enters the game for M. Chriss,,81-100,,
8:57.0,D. House makes free throw 2 of 2,1,82-100,,
8:41.0,,,82-102,2,K. Thompson makes 2-pt shot from 15 ft (assist by D. Green)
8:41.0,,,82-102,,Shooting foul by S. Harrison (drawn by K. Thompson)
8:41.0,J. Jackson enters the game for S. Harrison,,82-102,,
8:41.0,,,82-103,1,K. Thompson makes free throw 1 of 1
8:29.0,J. Jackson makes 2-pt shot at rim (assist by A. Williams),2,84-103,,
8:13.0,,,84-103,,Turnover by S. Livingston (out of bounds lost ball)
8:01.0,D. Bender makes 3-pt shot from 25 ft (assist by D. House),3,87-103,,
7:41.0,,,87-103,,K. Thompson misses 3-pt shot from 27 ft
7:37.0,Defensive rebound by A. Williams,,87-103,,
7:28.0,Turnover by T. Ulis (bad pass; steal by D. Green),,87-103,,
7:22.0,,,87-103,,D. West misses 2-pt shot from 2 ft
7:20.0,,,87-103,,Offensive rebound by D. West
7:17.0,,,87-103,,D. West misses 2-pt shot at rim
7:15.0,Defensive rebound by D. Bender,,87-103,,
7:11.0,J. Jackson makes 3-pt shot from 26 ft (assist by D. Bender),3,90-103,,
7:11.0,,,90-103,,Golden State full timeout
7:11.0,,,90-103,,Q. Cook enters the game for N. Young
6:53.0,,,90-103,,K. Thompson misses 2-pt shot from 7 ft
6:47.0,Defensive rebound by D. Bender,,90-103,,
6:39.0,A. Williams makes 2-pt shot from 1 ft (assist by J. Jackson),2,92-103,,
6:22.0,,,92-103,,D. Green misses 3-pt shot from 28 ft
6:19.0,Defensive rebound by J. Jackson,,92-103,,
6:13.0,J. Jackson misses 2-pt shot from 2 ft,,92-103,,
6:08.0,,,92-103,,Defensive rebound by D. West
6:04.0,,,92-103,,D. Green misses 2-pt shot from 2 ft
6:00.0,Defensive rebound by D. Bender,,92-103,,
5:59.0,Shooting foul by S. Livingston (drawn by J. Jackson),,92-103,,
5:59.0,J. Jackson makes free throw 1 of 2,1,93-103,,
5:59.0,,,93-103,,K. Looney enters the game for D. West
5:59.0,,,93-103,,K. Durant enters the game for K. Thompson
5:59.0,,,93-103,,N. Young enters the game for S. Livingston
5:59.0,J. Jackson makes free throw 2 of 2,1,94-103,,
5:47.0,,,94-103,,Q. Cook misses 3-pt shot from 28 ft
5:43.0,,,94-103,,Offensive rebound by N. Young
5:39.0,,,94-106,3,N. Young makes 3-pt shot from 24 ft (assist by K. Durant)
5:26.0,J. Jackson misses 2-pt shot from 16 ft,,94-106,,
5:22.0,,,94-106,,Defensive rebound by Q. Cook
5:16.0,Personal foul by D. House (drawn by D. Green),,94-106,,
5:09.0,,,94-108,2,K. Durant makes 2-pt shot from 19 ft
4:43.0,D. Bender misses 2-pt shot from 4 ft,,94-108,,
4:39.0,,,94-108,,Defensive rebound by K. Looney
4:34.0,,,94-108,,K. Durant misses 2-pt shot from 19 ft
4:28.0,Defensive rebound by A. Williams,,94-108,,
4:23.0,T. Ulis misses 2-pt shot from 15 ft,,94-108,,
4:18.0,,,94-108,,Defensive rebound by N. Young
4:18.0,,,94-108,,Turnover by D. Green (bad pass)
4:18.0,Phoenix full timeout,,94-108,,
4:07.0,Turnover by J. Jackson (bad pass; steal by Q. Cook),,94-108,,
4:04.0,,,94-110,2,K. Durant makes 2-pt shot from 17 ft (assist by Q. Cook)
3:46.0,D. Bender misses 3-pt shot from 25 ft,,94-110,,
3:42.0,Offensive rebound by T. Ulis,,94-110,,
3:41.0,T. Ulis misses 2-pt shot from 16 ft,,94-110,,
3:37.0,,,94-110,,Defensive rebound by N. Young
3:24.0,,,94-110,,Turnover by N. Young (bad pass; steal by J. Jackson)
3:19.0,D. House makes 2-pt shot from 1 ft (assist by J. Jackson),2,96-110,,
3:06.0,M. Chriss enters the game for A. Williams,,96-110,,
2:57.0,,,96-110,,N. Young misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by M. Chriss,,96-110,,
2:47.0,J. Jackson misses 2-pt shot from 7 ft,,96-110,,
2:45.0,Offensive rebound by M. Chriss,,96-110,,
2:45.0,Shooting foul by K. Looney (drawn by M. Chriss),,96-110,,
2:45.0,M. Chriss makes free throw 1 of 2,1,97-110,,
2:45.0,M. Chriss misses free throw 2 of 2,,97-110,,
2:43.0,Offensive rebound by Team,,97-110,,
2:41.0,Turnover by T. Ulis (bad pass; steal by D. Green),,97-110,,
2:36.0,,,97-110,,N. Young misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by M. Chriss,,97-110,,
2:28.0,J. Jackson makes 2-pt shot from 4 ft,2,99-110,,
2:00.0,,,99-113,3,K. Durant makes 3-pt shot from 30 ft (assist by D. Green)
1:51.0,,,99-113,,Personal foul by K. Looney (drawn by M. Chriss)
1:51.0,M. Chriss makes free throw 1 of 2,1,100-113,,
1:51.0,,,100-113,,J. Bell enters the game for D. Green
1:51.0,,,100-113,,D. Jones enters the game for K. Durant
1:51.0,M. Chriss makes free throw 2 of 2,1,101-113,,
1:40.0,,,101-115,2,J. Bell makes 2-pt shot from 2 ft (assist by Q. Cook)
1:33.0,M. Chriss makes 2-pt shot at rim (assist by T. Ulis),2,103-115,,
1:21.0,Personal foul by T. Ulis (drawn by Q. Cook),,103-115,,
1:17.0,,,103-115,,Shooting foul by M. Chriss (drawn by Q. Cook)
1:17.0,,,103-116,1,Q. Cook makes free throw 1 of 2
1:17.0,,,103-117,1,Q. Cook makes free throw 2 of 2
1:05.0,J. Jackson makes 2-pt shot from 2 ft (assist by T. Ulis),2,105-117,,
0:48.0,,,105-117,,J. Bell misses 2-pt shot from 19 ft
0:47.0,Defensive rebound by M. Chriss,,105-117,,
0:38.0,J. Jackson misses 3-pt shot from 25 ft,,105-117,,
0:36.0,Offensive rebound by D. House,,105-117,,
0:27.0,D. House misses 3-pt shot from 26 ft,,105-117,,
0:25.0,,,105-117,,Defensive rebound by Q. Cook
0:15.0,,,105-117,,Q. Cook misses 2-pt shot from 16 ft
0:10.0,Defensive rebound by D. Bender,,105-117,,
0:04.0,T. Ulis makes 2-pt shot from 1 ft,2,107-117,,
