time,New Orleans,pts.away,score,pts.home,Sacramento
1:56.0,Shooting foul by B. Hield (drawn by E. Okafor),,24-17,,
1:56.0,E. Okafor makes free throw 1 of 1,1,25-17,,
1:33.0,,,25-19,2,Z. Randolph makes 2-pt shot from 1 ft (assist by F. Mason)
1:22.0,N. Mirotic makes 2-pt shot from 6 ft (assist by J. Holiday),2,27-19,,
1:10.0,,,27-19,,Shooting foul by I. Clark (drawn by F. Mason)
1:10.0,,,27-20,1,F. Mason makes free throw 1 of 2
1:10.0,,,27-21,1,F. Mason makes free throw 2 of 2
1:09.0,E. Moore enters the game for J. Holiday,,27-21,,
0:53.0,I. Clark makes 2-pt shot from 15 ft (assist by D. Miller),2,29-21,,
0:40.0,,,29-21,,Z. Randolph misses 2-pt shot from 17 ft
0:37.0,Defensive rebound by N. Mirotic,,29-21,,
0:31.0,Offensive foul by E. Okafor (drawn by S. Labissiere),,29-21,,
0:31.0,Turnover by E. Okafor (offensive foul),,29-21,,
0:31.0,,,29-21,,B. Bogdanovic enters the game for Z. Randolph
0:25.0,,,29-21,,F. Mason misses 2-pt shot from 1 ft
0:20.0,Defensive rebound by I. Clark,,29-21,,
0:05.0,I. Clark makes 3-pt shot from 26 ft,3,32-21,,
0:00.0,,,32-21,,B. Hield misses 2-pt shot from 15 ft
0:00.0,,,32-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,N. Mirotic makes 3-pt shot from 24 ft (assist by E. Moore),3,35-21,,
11:28.0,,,35-21,,S. Labissiere misses 2-pt shot from 14 ft
11:25.0,Defensive rebound by N. Mirotic,,35-21,,
11:07.0,D. Miller misses 3-pt shot from 25 ft,,35-21,,
11:03.0,,,35-21,,Defensive rebound by S. Labissiere
10:53.0,,,35-21,,B. Hield misses 2-pt shot from 3 ft
10:50.0,Defensive rebound by E. Moore,,35-21,,
10:48.0,Turnover by E. Moore (bad pass),,35-21,,
10:30.0,,,35-23,2,S. Labissiere makes 2-pt shot from 9 ft (assist by F. Mason)
10:19.0,I. Clark makes 2-pt shot from 15 ft,2,37-23,,
10:02.0,,,37-25,2,S. Labissiere makes 2-pt shot from 16 ft (assist by F. Mason)
9:51.0,Shooting foul by G. Temple (drawn by C. Diallo),,37-25,,
9:51.0,C. Diallo makes free throw 1 of 2,1,38-25,,
9:51.0,C. Diallo makes free throw 2 of 2,1,39-25,,
9:38.0,,,39-27,2,B. Hield makes 2-pt shot from 2 ft
9:28.0,C. Diallo makes 2-pt shot from 6 ft (assist by I. Clark),2,41-27,,
9:26.0,New Orleans full timeout,,41-27,,
9:26.0,R. Rondo enters the game for C. Diallo,,41-27,,
9:11.0,,,41-27,,S. Labissiere misses 2-pt shot from 7 ft
9:08.0,Defensive rebound by E. Moore,,41-27,,
9:03.0,,,41-27,,Personal foul by S. Labissiere (drawn by N. Mirotic)
9:03.0,,,41-27,,J. Sampson enters the game for G. Temple
8:54.0,N. Mirotic makes 3-pt shot from 25 ft (assist by E. Moore),3,44-27,,
8:37.0,,,44-29,2,B. Hield makes 2-pt shot from 16 ft (assist by S. Labissiere)
8:20.0,I. Clark misses 2-pt shot from 8 ft (block by J. Sampson),,44-29,,
8:17.0,,,44-29,,Defensive rebound by B. Hield
8:14.0,,,44-29,,B. Bogdanovic misses 3-pt shot from 24 ft
8:14.0,Defensive rebound by Team,,44-29,,
8:13.0,,,44-29,,Loose ball foul by J. Sampson (drawn by I. Clark)
8:04.0,N. Mirotic makes 2-pt shot from 5 ft (assist by R. Rondo),2,46-29,,
8:04.0,Shooting foul by J. Sampson (drawn by N. Mirotic),,46-29,,
8:04.0,N. Mirotic makes free throw 1 of 1,1,47-29,,
7:44.0,,,47-29,,F. Mason misses 2-pt shot from 2 ft
7:41.0,Defensive rebound by I. Clark,,47-29,,
7:34.0,I. Clark makes 2-pt shot from 22 ft (assist by R. Rondo),2,49-29,,
7:23.0,,,49-29,,B. Hield misses 3-pt shot from 24 ft
7:20.0,Defensive rebound by E. Moore,,49-29,,
7:14.0,Turnover by D. Miller (lost ball; steal by J. Sampson),,49-29,,
7:10.0,,,49-29,,Shooting foul by E. Moore (drawn by B. Hield)
7:10.0,,,49-30,1,B. Hield makes free throw 1 of 2
7:10.0,,,49-30,,J. Jackson enters the game for B. Bogdanovic
7:10.0,,,49-31,1,B. Hield makes free throw 2 of 2
6:59.0,R. Rondo misses 2-pt shot from 1 ft,,49-31,,
6:57.0,,,49-31,,Defensive rebound by S. Labissiere
6:53.0,,,49-34,3,B. Hield makes 3-pt shot from 23 ft (assist by J. Jackson)
6:41.0,I. Clark misses 2-pt shot from 4 ft (block by F. Mason),,49-34,,
6:41.0,Offensive rebound by Team,,49-34,,
6:39.0,I. Clark misses 3-pt shot from 23 ft,,49-34,,
6:36.0,,,49-34,,Defensive rebound by B. Hield
6:34.0,,,49-34,,Turnover by B. Hield (lost ball; steal by R. Rondo)
6:34.0,C. Diallo enters the game for N. Mirotic,,49-34,,
6:34.0,Jump ball: B. Hield vs. I. Clark (R. Rondo gains possession),,,,Jump ball: B. Hield vs. I. Clark (R. Rondo gains possession)
6:34.0,J. Holiday enters the game for E. Moore,,49-34,,
6:28.0,I. Clark makes 2-pt shot from 7 ft (assist by R. Rondo),2,51-34,,
6:28.0,,,51-34,,Violation by J. Sampson (def goaltending)
6:16.0,,,51-34,,B. Hield misses 3-pt shot from 26 ft
6:15.0,,,51-34,,Offensive rebound by B. Hield
6:12.0,,,51-34,,B. Hield misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by C. Diallo,,51-34,,
5:55.0,C. Diallo misses 2-pt shot from 1 ft,,51-34,,
5:53.0,,,51-34,,Defensive rebound by J. Sampson
5:46.0,,,51-36,2,F. Mason makes 2-pt shot from 18 ft
5:33.0,J. Holiday makes 2-pt shot from 17 ft,2,53-36,,
5:11.0,,,53-36,,S. Labissiere misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by R. Rondo,,53-36,,
5:05.0,Offensive foul by J. Holiday (drawn by J. Sampson),,53-36,,
5:05.0,Turnover by J. Holiday (offensive foul),,53-36,,
5:05.0,D. Liggins enters the game for I. Clark,,53-36,,
4:46.0,,,53-36,,Turnover by B. Hield (lost ball; steal by J. Holiday)
4:43.0,Turnover by J. Holiday (out of bounds lost ball),,53-36,,
4:26.0,,,53-36,,F. Mason misses 3-pt shot from 25 ft
4:23.0,Defensive rebound by D. Liggins,,53-36,,
4:17.0,Offensive foul by C. Diallo (drawn by F. Mason),,53-36,,
4:17.0,Turnover by C. Diallo (offensive foul),,53-36,,
4:17.0,,,53-36,,Sacramento full timeout
4:17.0,,,53-36,,G. Temple enters the game for S. Labissiere
4:17.0,,,53-36,,K. Koufos enters the game for F. Mason
4:17.0,,,53-36,,Z. Randolph enters the game for J. Sampson
4:17.0,A. Davis enters the game for D. Miller,,53-36,,
4:17.0,E. Okafor enters the game for C. Diallo,,53-36,,
4:02.0,,,53-36,,B. Hield misses 2-pt shot from 18 ft
4:00.0,,,53-36,,Offensive rebound by K. Koufos
4:00.0,,,53-38,2,K. Koufos makes 2-pt shot at rim
3:39.0,Turnover by A. Davis (out of bounds lost ball),,53-38,,
3:18.0,,,53-40,2,Z. Randolph makes 2-pt shot from 15 ft (assist by B. Hield)
3:05.0,,,53-40,,Personal foul by B. Hield (drawn by J. Holiday)
3:05.0,J. Holiday makes free throw 1 of 2,1,54-40,,
3:05.0,J. Holiday makes free throw 2 of 2,1,55-40,,
2:51.0,,,55-40,,Turnover by G. Temple (bad pass; steal by J. Holiday)
2:33.0,J. Holiday misses 2-pt shot from 7 ft,,55-40,,
2:30.0,,,55-40,,Defensive rebound by Z. Randolph
2:23.0,,,55-40,,Shooting foul by E. Okafor (drawn by Z. Randolph)
2:23.0,,,55-41,1,Z. Randolph makes free throw 1 of 2
2:23.0,,,55-42,1,Z. Randolph makes free throw 2 of 2
2:23.0,I. Clark enters the game for D. Liggins,,55-42,,
2:23.0,N. Mirotic enters the game for E. Okafor,,55-42,,
2:11.0,I. Clark misses 2-pt shot from 7 ft,,55-42,,
2:08.0,,,55-42,,Defensive rebound by K. Koufos
2:08.0,,,55-42,,Turnover by G. Temple (bad pass)
2:03.0,J. Holiday makes 2-pt shot at rim (assist by I. Clark),2,57-42,,
1:46.0,Personal foul by I. Clark (drawn by G. Temple),,57-42,,
1:34.0,,,57-42,,B. Hield misses 3-pt shot from 24 ft (block by A. Davis)
1:29.0,Defensive rebound by J. Holiday,,57-42,,
1:21.0,J. Holiday makes 2-pt shot from 2 ft,2,59-42,,
1:13.0,Personal foul by J. Holiday (drawn by K. Koufos),,59-42,,
1:13.0,,,59-42,,K. Koufos misses free throw 1 of 2
1:13.0,,,59-42,,Offensive rebound by Team
1:13.0,E. Moore enters the game for J. Holiday,,59-42,,
1:13.0,,,59-42,,K. Koufos misses free throw 2 of 2
1:08.0,Defensive rebound by N. Mirotic,,59-42,,
1:07.0,A. Davis makes 2-pt shot from 2 ft (assist by R. Rondo),2,61-42,,
1:07.0,Shooting foul by Z. Randolph (drawn by A. Davis),,61-42,,
1:07.0,A. Davis makes free throw 1 of 1,1,62-42,,
0:48.0,,,62-42,,Z. Randolph misses 2-pt shot from 7 ft
0:47.0,,,62-42,,Offensive rebound by K. Koufos
0:47.0,,,62-44,2,K. Koufos makes 2-pt shot at rim
0:40.0,N. Mirotic misses 3-pt shot from 26 ft,,62-44,,
0:40.0,,,62-44,,Defensive rebound by K. Koufos
0:26.0,,,62-44,,Z. Randolph misses 2-pt shot from 6 ft
0:25.0,Defensive rebound by Team,,62-44,,
0:25.0,,,62-44,,F. Mason enters the game for Z. Randolph
0:01.0,E. Moore misses 2-pt shot from 11 ft,,62-44,,
0:01.0,Offensive rebound by Team,,62-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,62-44,,Personal foul by B. Bogdanovic (drawn by E. Moore)
11:36.0,E. Moore misses 3-pt shot from 24 ft,,62-44,,
11:34.0,,,62-44,,Defensive rebound by Team
11:21.0,,,62-46,2,Z. Randolph makes 2-pt shot from 17 ft
11:10.0,J. Holiday makes 2-pt shot from 6 ft,2,64-46,,
10:47.0,,,64-48,2,Z. Randolph makes 2-pt shot from 17 ft
10:36.0,A. Davis makes 3-pt shot from 25 ft (assist by R. Rondo),3,67-48,,
10:21.0,,,67-48,,Z. Randolph misses 3-pt shot from 25 ft
10:18.0,Defensive rebound by A. Davis,,67-48,,
10:14.0,E. Moore misses 3-pt shot from 24 ft,,67-48,,
10:11.0,,,67-48,,Defensive rebound by J. Jackson
9:59.0,,,67-48,,K. Koufos misses 2-pt shot from 9 ft
9:55.0,Defensive rebound by J. Holiday,,67-48,,
9:34.0,J. Holiday misses 3-pt shot from 26 ft,,67-48,,
9:30.0,Offensive rebound by E. Moore,,67-48,,
9:25.0,A. Davis misses 3-pt shot from 22 ft,,67-48,,
9:22.0,Offensive rebound by E. Okafor,,67-48,,
9:17.0,A. Davis makes 2-pt shot from 13 ft,2,69-48,,
8:57.0,,,69-48,,K. Koufos misses 2-pt shot from 4 ft (block by A. Davis)
8:55.0,Defensive rebound by E. Okafor,,69-48,,
8:46.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,71-48,,
8:46.0,,,71-48,,Sacramento full timeout
8:29.0,,,71-48,,G. Temple misses 3-pt shot from 25 ft
8:26.0,,,71-48,,Offensive rebound by Z. Randolph
8:24.0,,,71-51,3,J. Jackson makes 3-pt shot from 25 ft (assist by Z. Randolph)
8:07.0,E. Moore misses 2-pt shot from 1 ft,,71-51,,
8:03.0,,,71-51,,Defensive rebound by K. Koufos
7:55.0,,,71-51,,G. Temple misses 3-pt shot from 24 ft
7:51.0,Defensive rebound by E. Okafor,,71-51,,
7:32.0,J. Holiday misses 2-pt shot from 4 ft,,71-51,,
7:29.0,,,71-51,,Defensive rebound by Z. Randolph
7:27.0,Personal foul by A. Davis (drawn by K. Koufos),,71-51,,
7:20.0,,,71-53,2,G. Temple makes 2-pt shot from 2 ft
7:05.0,R. Rondo misses 3-pt shot from 23 ft,,71-53,,
7:02.0,,,71-53,,Defensive rebound by J. Jackson
6:58.0,,,71-55,2,J. Jackson makes 2-pt shot from 1 ft
6:41.0,E. Moore misses 2-pt shot from 11 ft (block by B. Bogdanovic),,71-55,,
6:37.0,Offensive rebound by E. Okafor,,71-55,,
6:35.0,A. Davis makes 3-pt shot from 25 ft (assist by E. Okafor),3,74-55,,
6:25.0,,,74-55,,Turnover by G. Temple (bad pass; steal by A. Davis)
6:09.0,E. Okafor makes 2-pt shot from 15 ft (assist by J. Holiday),2,76-55,,
5:45.0,,,76-55,,J. Jackson misses 2-pt shot from 13 ft
5:45.0,Defensive rebound by Team,,76-55,,
5:45.0,,,76-55,,Loose ball foul by K. Koufos (drawn by A. Davis)
5:45.0,N. Mirotic enters the game for E. Moore,,76-55,,
5:45.0,I. Clark enters the game for E. Okafor,,76-55,,
5:34.0,Turnover by R. Rondo (bad pass; steal by B. Bogdanovic),,76-55,,
5:31.0,,,76-57,2,J. Jackson makes 2-pt shot from 2 ft (assist by B. Bogdanovic)
5:21.0,A. Davis misses 2-pt shot from 18 ft,,76-57,,
5:21.0,,,76-57,,Defensive rebound by G. Temple
5:16.0,,,76-57,,Shooting foul by I. Clark (drawn by J. Jackson)
5:16.0,,,76-58,1,J. Jackson makes free throw 1 of 2
5:16.0,D. Miller enters the game for R. Rondo,,76-58,,
5:16.0,,,76-59,1,J. Jackson makes free throw 2 of 2
5:04.0,J. Holiday makes 2-pt shot from 2 ft,2,78-59,,
4:48.0,,,78-59,,G. Temple misses 2-pt shot from 19 ft
4:45.0,,,78-59,,Offensive rebound by K. Koufos
4:43.0,,,78-59,,J. Jackson misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by N. Mirotic,,78-59,,
4:30.0,Turnover by A. Davis (offensive goaltending),,78-59,,
4:08.0,,,78-61,2,Z. Randolph makes 2-pt shot from 9 ft
3:59.0,N. Mirotic makes 2-pt shot from 8 ft,2,80-61,,
3:59.0,Shooting foul by K. Koufos (drawn by N. Mirotic),,80-61,,
3:59.0,,,80-61,,B. Hield enters the game for J. Jackson
3:59.0,N. Mirotic makes free throw 1 of 1,1,81-61,,
3:44.0,,,81-61,,B. Hield misses 3-pt shot from 23 ft
3:41.0,,,81-61,,Offensive rebound by K. Koufos
3:33.0,,,81-61,,K. Koufos misses 2-pt shot from 11 ft
3:32.0,Defensive rebound by A. Davis,,81-61,,
3:32.0,,,81-61,,Personal foul by K. Koufos (drawn by A. Davis)
3:32.0,,,81-61,,S. Labissiere enters the game for K. Koufos
3:32.0,D. Liggins enters the game for J. Holiday,,81-61,,
3:14.0,I. Clark misses 3-pt shot from 26 ft,,81-61,,
3:11.0,,,81-61,,Defensive rebound by Z. Randolph
3:11.0,Personal foul by A. Davis (drawn by B. Bogdanovic),,81-61,,
3:11.0,C. Diallo enters the game for A. Davis,,81-61,,
2:58.0,,,81-61,,Z. Randolph misses 2-pt shot from 15 ft
2:53.0,,,81-61,,Offensive rebound by S. Labissiere
2:53.0,,,81-61,,S. Labissiere misses 2-pt shot at rim
2:52.0,Defensive rebound by N. Mirotic,,81-61,,
2:38.0,N. Mirotic misses 3-pt shot from 23 ft,,81-61,,
2:36.0,,,81-61,,Defensive rebound by B. Bogdanovic
2:22.0,Personal foul by D. Miller (drawn by S. Labissiere),,81-61,,
2:22.0,New Orleans full timeout,,81-61,,
2:22.0,,,81-61,,F. Mason enters the game for G. Temple
2:08.0,,,81-63,2,Z. Randolph makes 2-pt shot from 2 ft (assist by S. Labissiere)
1:51.0,C. Diallo misses 2-pt shot from 15 ft,,81-63,,
1:49.0,,,81-63,,Defensive rebound by B. Bogdanovic
1:38.0,,,81-63,,S. Labissiere misses 2-pt shot from 20 ft
1:34.0,Defensive rebound by C. Diallo,,81-63,,
1:13.0,D. Liggins makes 2-pt shot from 22 ft (assist by D. Miller),2,83-63,,
0:57.0,,,83-63,,Shooting foul by C. Diallo (drawn by S. Labissiere)
0:57.0,,,83-64,1,S. Labissiere makes free throw 1 of 2
0:57.0,,,83-64,,J. Sampson enters the game for Z. Randolph
0:57.0,,,83-65,1,S. Labissiere makes free throw 2 of 2
0:47.0,Turnover by I. Clark (lost ball; steal by F. Mason),,83-65,,
0:45.0,,,83-65,,Shooting foul by I. Clark (drawn by F. Mason)
0:45.0,,,83-66,1,F. Mason makes free throw 1 of 2
0:45.0,E. Moore enters the game for I. Clark,,83-66,,
0:45.0,,,83-67,1,F. Mason makes free throw 2 of 2
0:25.0,C. Diallo makes 2-pt shot from 9 ft (assist by D. Miller),2,85-67,,
0:03.0,,,85-67,,B. Bogdanovic misses 3-pt shot from 29 ft
0:03.0,Defensive rebound by N. Mirotic,,85-67,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,85-67,,S. Labissiere misses 2-pt shot from 19 ft
11:36.0,Defensive rebound by E. Moore,,85-67,,
11:22.0,D. Miller misses 3-pt shot from 24 ft,,85-67,,
11:17.0,,,85-67,,Defensive rebound by B. Hield
11:05.0,,,85-69,2,B. Hield makes 2-pt shot from 3 ft
10:50.0,E. Moore makes 2-pt shot from 1 ft,2,87-69,,
10:34.0,,,87-71,2,S. Labissiere makes 2-pt shot from 15 ft (assist by F. Mason)
10:18.0,Offensive foul by C. Diallo (drawn by B. Hield),,87-71,,
10:18.0,Turnover by C. Diallo (offensive foul),,87-71,,
10:08.0,,,87-71,,Sacramento full timeout
9:59.0,,,87-73,2,J. Sampson makes 2-pt shot from 7 ft
9:59.0,,,87-73,,Shooting foul by D. Miller (drawn by J. Sampson)
9:59.0,,,87-74,1,J. Sampson makes free throw 1 of 1
9:38.0,N. Mirotic makes 2-pt shot from 6 ft,2,89-74,,
9:24.0,,,89-74,,Turnover by S. Labissiere (traveling)
9:24.0,R. Rondo enters the game for D. Miller,,89-74,,
9:24.0,J. Holiday enters the game for D. Liggins,,89-74,,
9:13.0,,,89-74,,Personal foul by J. Sampson (drawn by E. Moore)
9:11.0,,,89-74,,Personal foul by J. Sampson (drawn by E. Moore)
9:05.0,Turnover by E. Moore (turnover),,89-74,,
9:05.0,Loose ball foul by E. Moore (drawn by J. Sampson),,89-74,,
8:51.0,,,89-77,3,B. Hield makes 3-pt shot from 25 ft (assist by S. Labissiere)
8:33.0,E. Moore makes 2-pt shot from 7 ft,2,91-77,,
8:21.0,,,91-80,3,J. Sampson makes 3-pt shot from 23 ft (assist by F. Mason)
8:09.0,J. Holiday misses 3-pt shot from 25 ft,,91-80,,
8:05.0,,,91-80,,Defensive rebound by J. Sampson
7:59.0,,,91-80,,B. Caboclo misses 3-pt shot from 23 ft
7:56.0,,,91-80,,Offensive rebound by B. Hield
7:46.0,,,91-80,,Turnover by S. Labissiere (lost ball; steal by J. Holiday)
7:40.0,C. Diallo misses 2-pt shot from 6 ft (block by S. Labissiere),,91-80,,
7:40.0,Offensive rebound by Team,,91-80,,
7:40.0,New Orleans full timeout,,91-80,,
7:40.0,D. Miller enters the game for C. Diallo,,91-80,,
7:29.0,E. Moore makes 2-pt shot from 16 ft (assist by J. Holiday),2,93-80,,
7:11.0,,,93-80,,F. Mason misses 2-pt shot from 3 ft
7:08.0,Defensive rebound by N. Mirotic,,93-80,,
6:55.0,Turnover by J. Holiday (lost ball; steal by B. Hield),,93-80,,
6:42.0,,,93-80,,B. Hield misses 3-pt shot from 26 ft
6:38.0,,,93-80,,Offensive rebound by B. Caboclo
6:38.0,,,93-80,,B. Caboclo misses 2-pt shot from 2 ft (block by D. Miller)
6:36.0,,,93-80,,Offensive rebound by B. Caboclo
6:36.0,,,93-82,2,B. Caboclo makes 2-pt shot from 2 ft
6:23.0,N. Mirotic makes 3-pt shot from 24 ft (assist by J. Holiday),3,96-82,,
5:59.0,,,96-82,,J. Sampson misses 2-pt shot from 14 ft
5:53.0,Defensive rebound by J. Holiday,,96-82,,
5:44.0,,,96-82,,Personal foul by J. Sampson (drawn by J. Holiday)
5:44.0,,,96-82,,J. Jackson enters the game for B. Caboclo
5:40.0,J. Holiday makes 2-pt shot from 6 ft,2,98-82,,
5:40.0,Shooting foul by B. Hield (drawn by J. Holiday),,98-82,,
5:40.0,J. Holiday makes free throw 1 of 1,1,99-82,,
5:18.0,,,99-85,3,B. Hield makes 3-pt shot from 25 ft
5:09.0,J. Holiday misses 2-pt shot from 2 ft,,99-85,,
5:08.0,,,99-85,,Defensive rebound by J. Sampson
5:08.0,Personal foul by R. Rondo (drawn by B. Hield),,99-85,,
4:50.0,,,99-87,2,F. Mason makes 2-pt shot from 21 ft
4:37.0,R. Rondo makes 2-pt shot from 8 ft,2,101-87,,
4:31.0,Personal foul by E. Moore (drawn by F. Mason),,101-87,,
4:25.0,,,101-89,2,S. Labissiere makes 2-pt shot from 16 ft (assist by F. Mason)
4:07.0,J. Holiday misses 2-pt shot from 3 ft,,101-89,,
4:04.0,,,101-89,,Defensive rebound by J. Sampson
3:48.0,,,101-91,2,S. Labissiere makes 2-pt shot from 1 ft (assist by J. Jackson)
3:48.0,New Orleans full timeout,,101-91,,
3:30.0,E. Moore makes 2-pt shot from 13 ft (assist by J. Holiday),2,103-91,,
3:12.0,,,103-94,3,B. Hield makes 3-pt shot from 25 ft
2:49.0,N. Mirotic makes 3-pt shot from 23 ft (assist by E. Moore),3,106-94,,
2:31.0,,,106-96,2,F. Mason makes 2-pt shot from 2 ft
2:18.0,J. Holiday makes 3-pt shot from 25 ft (assist by R. Rondo),3,109-96,,
