time,LA Clippers,pts.away,score,pts.home,Sacramento
2:55.0,J. Evans makes free throw 1 of 2,1,22-12,,
2:55.0,J. Evans makes free throw 2 of 2,1,23-12,,
2:33.0,,,23-12,,Turnover by B. Hield (turnover)
2:21.0,J. Evans misses 2-pt shot from 3 ft (block by K. Koufos),,23-12,,
2:17.0,Offensive rebound by D. Jordan,,23-12,,
2:16.0,D. Jordan makes 2-pt shot from 2 ft,2,25-12,,
1:59.0,,,25-12,,B. Bogdanovic misses 2-pt shot from 17 ft
1:56.0,Defensive rebound by D. Jordan,,25-12,,
1:49.0,J. Evans misses 2-pt shot from 20 ft,,25-12,,
1:46.0,,,25-12,,Defensive rebound by B. Bogdanovic
1:42.0,,,25-12,,Shooting foul by J. Evans (drawn by B. Hield)
1:42.0,,,25-12,,B. Hield misses free throw 1 of 3
1:42.0,,,25-12,,Offensive rebound by Team
1:42.0,,,25-13,1,B. Hield makes free throw 2 of 3
1:42.0,M. Harrell enters the game for D. Jordan,,25-13,,
1:42.0,,,25-14,1,B. Hield makes free throw 3 of 3
1:27.0,T. Wallace makes 2-pt shot from 2 ft (assist by W. Johnson),2,27-14,,
1:11.0,,,27-14,,Shooting foul by W. Johnson (drawn by B. Bogdanovic)
1:11.0,,,27-15,1,B. Bogdanovic makes free throw 1 of 2
1:11.0,,,27-16,1,B. Bogdanovic makes free throw 2 of 2
0:56.0,J. Evans makes 2-pt shot from 2 ft,2,29-16,,
0:55.0,,,29-16,,Sacramento full timeout
0:55.0,,,29-16,,G. Hill enters the game for D. Fox
0:37.0,,,29-19,3,S. Labissiere makes 3-pt shot from 22 ft (assist by B. Hield)
0:12.0,M. Harrell misses 2-pt shot from 1 ft,,29-19,,
0:08.0,,,29-19,,Defensive rebound by S. Labissiere
0:00.0,,,29-19,,B. Bogdanovic misses 2-pt shot from 1 ft
0:00.0,,,29-19,,Offensive rebound by K. Koufos
0:00.0,,,29-21,2,K. Koufos makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,29-21,,G. Hill misses 2-pt shot from 21 ft
11:41.0,Defensive rebound by W. Johnson,,29-21,,
11:24.0,M. Harrell makes 2-pt shot from 1 ft,2,31-21,,
11:02.0,,,31-23,2,K. Koufos makes 2-pt shot from 6 ft
10:44.0,Turnover by W. Johnson (out of bounds lost ball),,31-23,,
10:44.0,M. Teodosic enters the game for J. Evans,,31-23,,
10:23.0,,,31-23,,B. Hield misses 3-pt shot from 25 ft
10:19.0,Defensive rebound by W. Johnson,,31-23,,
10:18.0,M. Harrell makes 2-pt shot from 2 ft (assist by M. Teodosic),2,33-23,,
10:18.0,Shooting foul by B. Bogdanovic (drawn by M. Harrell),,33-23,,
10:18.0,M. Harrell misses free throw 1 of 1,,33-23,,
10:15.0,,,33-23,,Defensive rebound by K. Koufos
10:10.0,Violation by S. Dekker (kicked ball),,33-23,,
10:03.0,,,33-26,3,B. Hield makes 3-pt shot from 24 ft (assist by G. Hill)
9:51.0,W. Johnson makes 3-pt shot from 23 ft (assist by M. Teodosic),3,36-26,,
9:37.0,,,36-28,2,B. Hield makes 2-pt shot from 21 ft
9:28.0,M. Teodosic makes 2-pt shot from 17 ft,2,38-28,,
9:15.0,,,38-30,2,K. Koufos makes 2-pt shot from 10 ft (assist by S. Labissiere)
9:06.0,M. Harrell makes 2-pt shot from 1 ft (assist by M. Teodosic),2,40-30,,
9:06.0,Shooting foul by B. Hield (drawn by M. Harrell),,40-30,,
9:06.0,M. Harrell makes free throw 1 of 1,1,41-30,,
8:59.0,,,41-30,,Shooting foul by W. Johnson (drawn by G. Hill)
8:59.0,,,41-31,1,G. Hill makes free throw 1 of 2
8:59.0,,,41-32,1,G. Hill makes free throw 2 of 2
8:45.0,T. Wallace makes 3-pt shot from 23 ft (assist by M. Teodosic),3,44-32,,
8:31.0,,,44-32,,Turnover by S. Labissiere (lost ball; steal by T. Wallace)
8:27.0,M. Harrell makes 2-pt shot from 1 ft (assist by T. Wallace),2,46-32,,
8:12.0,,,46-34,2,K. Koufos makes 2-pt shot from 4 ft (assist by B. Hield)
7:55.0,M. Harrell makes 2-pt shot at rim (assist by M. Teodosic),2,48-34,,
7:33.0,,,48-34,,Turnover by B. Bogdanovic (lost ball; steal by M. Harrell)
7:32.0,,,48-34,,Personal foul by B. Bogdanovic (drawn by M. Harrell)
7:32.0,,,48-34,,W. Cauley-Stein enters the game for K. Koufos
7:32.0,B. Griffin enters the game for S. Dekker,,48-34,,
7:32.0,L. Williams enters the game for T. Wallace,,48-34,,
7:22.0,M. Teodosic misses 3-pt shot from 25 ft,,48-34,,
7:18.0,,,48-34,,Defensive rebound by W. Cauley-Stein
7:10.0,,,48-37,3,B. Hield makes 3-pt shot from 24 ft (assist by B. Bogdanovic)
6:58.0,Shooting foul by B. Hield (drawn by L. Williams),,48-37,,
6:58.0,,,48-37,,Sacramento full timeout
6:58.0,T. Wallace enters the game for W. Johnson,,48-37,,
6:58.0,L. Williams makes free throw 1 of 2,1,49-37,,
6:58.0,L. Williams makes free throw 2 of 2,1,50-37,,
6:46.0,Personal foul by T. Wallace (drawn by B. Hield),,50-37,,
6:39.0,,,50-40,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by G. Hill)
6:20.0,Shooting foul by G. Hill (drawn by M. Harrell),,50-40,,
6:20.0,M. Harrell makes free throw 1 of 2,1,51-40,,
6:20.0,M. Harrell misses free throw 2 of 2,,51-40,,
6:17.0,,,51-40,,Defensive rebound by W. Cauley-Stein
6:05.0,,,51-40,,W. Cauley-Stein misses 2-pt shot from 8 ft
6:01.0,Defensive rebound by B. Griffin,,51-40,,
5:49.0,T. Wallace misses 2-pt shot from 2 ft (block by W. Cauley-Stein),,51-40,,
5:46.0,,,51-40,,Defensive rebound by B. Hield
5:43.0,,,51-40,,Shooting foul by L. Williams (drawn by S. Labissiere)
5:43.0,,,51-41,1,S. Labissiere makes free throw 1 of 2
5:43.0,D. Jordan enters the game for M. Harrell,,51-41,,
5:43.0,,,51-41,,S. Labissiere misses free throw 2 of 2
5:41.0,Defensive rebound by D. Jordan,,51-41,,
5:25.0,T. Wallace misses 3-pt shot from 25 ft,,51-41,,
5:21.0,Offensive rebound by Team,,51-41,,
5:15.0,D. Jordan makes 2-pt shot from 2 ft (assist by L. Williams),2,53-41,,
5:07.0,Personal foul by B. Griffin (drawn by W. Cauley-Stein),,53-41,,
5:07.0,,,53-41,,D. Fox enters the game for G. Hill
5:07.0,M. Harrell enters the game for D. Jordan,,53-41,,
4:56.0,,,53-43,2,W. Cauley-Stein makes 2-pt shot from 3 ft
4:46.0,M. Harrell makes 2-pt shot from 2 ft (assist by T. Wallace),2,55-43,,
4:34.0,,,55-43,,Shooting foul by M. Harrell (drawn by S. Labissiere)
4:34.0,,,55-44,1,S. Labissiere makes free throw 1 of 2
4:34.0,,,55-45,1,S. Labissiere makes free throw 2 of 2
4:24.0,L. Williams makes 2-pt shot from 18 ft (assist by B. Griffin),2,57-45,,
4:12.0,,,57-48,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by D. Fox)
3:58.0,M. Harrell makes 2-pt shot from 2 ft (assist by M. Teodosic),2,59-48,,
3:58.0,Shooting foul by S. Labissiere (drawn by M. Harrell),,59-48,,
3:58.0,M. Harrell misses free throw 1 of 1,,59-48,,
3:54.0,Offensive rebound by M. Harrell,,59-48,,
3:47.0,L. Williams misses 2-pt shot from 22 ft,,59-48,,
3:44.0,,,59-48,,Defensive rebound by W. Cauley-Stein
3:39.0,,,59-48,,B. Hield misses 3-pt shot from 23 ft
3:37.0,,,59-48,,Offensive rebound by S. Labissiere
3:36.0,,,59-50,2,S. Labissiere makes 2-pt shot from 1 ft
3:30.0,L. Williams misses 2-pt shot from 1 ft,,59-50,,
3:28.0,,,59-50,,Defensive rebound by S. Labissiere
3:28.0,Personal foul by M. Teodosic (drawn by D. Fox),,59-50,,
3:28.0,,,59-51,1,D. Fox makes free throw 1 of 2
3:28.0,,,59-52,1,D. Fox makes free throw 2 of 2
3:27.0,Turnover by M. Harrell (bad pass),,59-52,,
3:10.0,,,59-52,,S. Labissiere misses 2-pt shot from 17 ft
3:06.0,,,59-52,,Offensive rebound by S. Labissiere
3:06.0,,,59-52,,S. Labissiere misses 2-pt shot at rim
3:06.0,Defensive rebound by Team,,59-52,,
3:06.0,,,59-52,,Loose ball foul by S. Labissiere (drawn by M. Harrell)
3:06.0,M. Harrell misses free throw 1 of 2,,59-52,,
3:06.0,Offensive rebound by Team,,59-52,,
3:06.0,,,59-52,,Z. Randolph enters the game for S. Labissiere
3:06.0,M. Harrell misses free throw 2 of 2,,59-52,,
3:00.0,Offensive rebound by B. Griffin,,59-52,,
2:58.0,L. Williams makes 2-pt shot from 6 ft,2,61-52,,
2:53.0,,,61-52,,Sacramento full timeout
2:40.0,,,61-54,2,W. Cauley-Stein makes 2-pt shot at rim (assist by B. Bogdanovic)
2:24.0,LA Clippers full timeout,,61-54,,
2:24.0,W. Reed enters the game for M. Harrell,,61-54,,
2:21.0,Turnover by M. Teodosic (bad pass; steal by D. Fox),,61-54,,
2:17.0,,,61-56,2,B. Hield makes 2-pt shot from 1 ft (assist by D. Fox)
2:02.0,B. Griffin misses 3-pt shot from 25 ft,,61-56,,
1:59.0,,,61-56,,Defensive rebound by Z. Randolph
1:44.0,,,61-58,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Hield)
1:33.0,,,61-58,,Personal foul by B. Bogdanovic (drawn by L. Williams)
1:33.0,L. Williams makes free throw 1 of 2,1,62-58,,
1:33.0,J. Evans enters the game for M. Teodosic,,62-58,,
1:33.0,L. Williams makes free throw 2 of 2,1,63-58,,
1:20.0,,,63-58,,D. Fox misses 3-pt shot from 23 ft
1:16.0,Defensive rebound by W. Reed,,63-58,,
0:59.0,L. Williams makes 3-pt shot from 25 ft (assist by B. Griffin),3,66-58,,
0:44.0,,,66-60,2,D. Fox makes 2-pt shot from 1 ft (assist by B. Hield)
0:30.0,Shooting foul by B. Hield (drawn by W. Reed),,66-60,,
0:30.0,W. Reed makes free throw 1 of 2,1,67-60,,
0:30.0,W. Reed makes free throw 2 of 2,1,68-60,,
0:09.0,,,68-60,,D. Fox misses 2-pt shot from 5 ft (block by J. Evans)
0:06.0,Defensive rebound by J. Evans,,68-60,,
0:03.0,L. Williams makes 3-pt shot from 25 ft,3,71-60,,
0:03.0,Shooting foul by B. Bogdanovic (drawn by L. Williams),,71-60,,
0:03.0,W. Johnson enters the game for T. Wallace,,71-60,,
0:03.0,L. Williams makes free throw 1 of 1,1,72-60,,
0:00.0,,,72-60,,B. Bogdanovic misses 3-pt shot from 24 ft
0:00.0,,,72-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,72-60,,D. Fox misses 2-pt shot from 2 ft (block by W. Reed)
11:38.0,Defensive rebound by W. Reed,,72-60,,
11:26.0,W. Reed makes 2-pt shot from 9 ft (assist by B. Griffin),2,74-60,,
11:07.0,,,74-62,2,Z. Randolph makes 2-pt shot from 3 ft (assist by G. Temple)
10:43.0,T. Wallace misses 2-pt shot from 9 ft (block by G. Hill),,74-62,,
10:43.0,Offensive rebound by Team,,74-62,,
10:43.0,,,74-62,,Sacramento full timeout
10:43.0,Jump ball: G. Hill vs. T. Wallace (W. Reed gains possession),,,,Jump ball: G. Hill vs. T. Wallace (W. Reed gains possession)
10:43.0,W. Reed misses 2-pt shot from 8 ft,,74-62,,
10:42.0,Offensive rebound by Team,,74-62,,
10:42.0,Turnover by Team (shot clock),,74-62,,
10:26.0,,,74-62,,G. Temple misses 3-pt shot from 25 ft
10:21.0,Defensive rebound by M. Teodosic,,74-62,,
10:12.0,M. Teodosic makes 3-pt shot from 25 ft (assist by B. Griffin),3,77-62,,
9:53.0,,,77-62,,Z. Randolph misses 2-pt shot from 6 ft
9:50.0,Defensive rebound by B. Griffin,,77-62,,
9:50.0,Shooting foul by G. Temple (drawn by T. Wallace),,77-62,,
9:50.0,T. Wallace misses free throw 1 of 2,,77-62,,
9:50.0,Offensive rebound by Team,,77-62,,
9:50.0,T. Wallace makes free throw 2 of 2,1,78-62,,
9:39.0,,,78-65,3,G. Hill makes 3-pt shot from 22 ft (assist by G. Temple)
9:26.0,Turnover by B. Griffin (lost ball; steal by Z. Randolph),,78-65,,
9:23.0,,,78-65,,Shooting foul by M. Teodosic (drawn by G. Hill)
9:23.0,,,78-66,1,G. Hill makes free throw 1 of 2
9:23.0,,,78-67,1,G. Hill makes free throw 2 of 2
9:12.0,L. Williams misses 3-pt shot from 25 ft,,78-67,,
9:08.0,,,78-67,,Defensive rebound by G. Hill
9:03.0,,,78-67,,Z. Randolph misses 2-pt shot from 5 ft
8:57.0,Defensive rebound by Team,,78-67,,
8:51.0,Turnover by M. Teodosic (out of bounds lost ball),,78-67,,
8:46.0,,,78-69,2,G. Hill makes 2-pt shot from 8 ft (assist by D. Fox)
8:22.0,B. Griffin misses 2-pt shot from 19 ft,,78-69,,
8:20.0,,,78-69,,Defensive rebound by W. Cauley-Stein
8:15.0,,,78-71,2,G. Hill makes 2-pt shot from 1 ft
8:15.0,LA Clippers full timeout,,78-71,,
7:59.0,L. Williams makes 2-pt shot from 4 ft,2,80-71,,
7:44.0,,,80-73,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by D. Fox)
7:32.0,Turnover by T. Wallace (lost ball; steal by D. Fox),,80-73,,
7:25.0,,,80-75,2,G. Hill makes 2-pt shot from 9 ft (assist by G. Temple)
7:09.0,T. Wallace misses 3-pt shot from 25 ft,,80-75,,
7:05.0,Offensive rebound by W. Reed,,80-75,,
7:01.0,L. Williams misses 3-pt shot from 22 ft,,80-75,,
6:58.0,,,80-75,,Defensive rebound by W. Cauley-Stein
6:52.0,,,80-75,,W. Cauley-Stein misses 2-pt shot from 19 ft
6:48.0,Defensive rebound by T. Wallace,,80-75,,
6:42.0,M. Teodosic makes 3-pt shot from 25 ft (assist by L. Williams),3,83-75,,
6:25.0,,,83-77,2,Z. Randolph makes 2-pt shot from 4 ft
6:13.0,M. Teodosic misses 2-pt shot from 19 ft,,83-77,,
6:11.0,,,83-77,,Defensive rebound by Team
6:11.0,J. Evans enters the game for T. Wallace,,83-77,,
6:11.0,W. Johnson enters the game for M. Teodosic,,83-77,,
5:57.0,,,83-77,,Turnover by G. Hill (lost ball; steal by W. Reed)
5:49.0,L. Williams misses 2-pt shot from 2 ft,,83-77,,
5:45.0,Offensive rebound by B. Griffin,,83-77,,
5:45.0,Shooting foul by Z. Randolph (drawn by B. Griffin),,83-77,,
5:45.0,B. Griffin makes free throw 1 of 2,1,84-77,,
5:45.0,B. Griffin makes free throw 2 of 2,1,85-77,,
5:28.0,,,85-79,2,Z. Randolph makes 2-pt shot from 16 ft
5:18.0,Turnover by L. Williams (lost ball; steal by G. Temple),,85-79,,
5:14.0,,,85-81,2,W. Cauley-Stein makes 2-pt shot at rim (assist by G. Temple)
4:52.0,B. Griffin misses 3-pt shot from 25 ft,,85-81,,
4:49.0,,,85-81,,Defensive rebound by Z. Randolph
4:45.0,,,85-83,2,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by D. Fox)
4:22.0,,,85-83,,Personal foul by Z. Randolph (drawn by B. Griffin)
4:22.0,M. Harrell enters the game for W. Reed,,85-83,,
4:22.0,,,85-83,,B. Hield enters the game for G. Hill
4:10.0,W. Johnson misses 2-pt shot from 18 ft,,85-83,,
4:06.0,Offensive rebound by B. Griffin,,85-83,,
4:04.0,Turnover by L. Williams (bad pass),,85-83,,
3:55.0,,,85-83,,D. Fox misses 2-pt shot from 2 ft (block by J. Evans)
3:51.0,Defensive rebound by M. Harrell,,85-83,,
3:46.0,Shooting foul by W. Cauley-Stein (drawn by B. Griffin),,85-83,,
3:46.0,B. Griffin makes free throw 1 of 2,1,86-83,,
3:46.0,B. Griffin makes free throw 2 of 2,1,87-83,,
3:40.0,,,87-83,,Turnover by D. Fox (out of bounds lost ball)
3:40.0,S. Dekker enters the game for B. Griffin,,87-83,,
3:31.0,L. Williams makes 2-pt shot from 11 ft,2,89-83,,
3:18.0,,,89-83,,B. Hield misses 2-pt shot from 14 ft
3:15.0,Defensive rebound by S. Dekker,,89-83,,
3:09.0,L. Williams makes 3-pt shot from 24 ft,3,92-83,,
2:57.0,Personal foul by L. Williams (drawn by G. Temple),,92-83,,
2:57.0,,,92-83,,B. Bogdanovic enters the game for W. Cauley-Stein
2:57.0,,,92-83,,K. Koufos enters the game for G. Temple
2:45.0,,,92-83,,Turnover by B. Hield (lost ball; steal by W. Johnson)
2:42.0,Turnover by W. Johnson (bad pass; steal by D. Fox),,92-83,,
2:38.0,,,92-85,2,K. Koufos makes 2-pt shot from 9 ft (assist by D. Fox)
2:20.0,M. Harrell makes 2-pt shot from 2 ft (assist by J. Evans),2,94-85,,
2:06.0,,,94-85,,Z. Randolph misses 3-pt shot from 25 ft
2:02.0,,,94-85,,Offensive rebound by B. Bogdanovic
2:00.0,,,94-85,,B. Hield misses 2-pt shot from 16 ft
1:57.0,Defensive rebound by S. Dekker,,94-85,,
1:53.0,L. Williams misses 3-pt shot from 25 ft,,94-85,,
1:50.0,,,94-85,,Defensive rebound by B. Bogdanovic
1:45.0,,,94-85,,Shooting foul by M. Harrell (drawn by Z. Randolph)
1:45.0,,,94-86,1,Z. Randolph makes free throw 1 of 2
1:45.0,,,94-87,1,Z. Randolph makes free throw 2 of 2
1:32.0,Shooting foul by D. Fox (drawn by M. Harrell),,94-87,,
1:32.0,M. Harrell makes free throw 1 of 2,1,95-87,,
1:32.0,M. Harrell misses free throw 2 of 2,,95-87,,
1:31.0,,,95-87,,Defensive rebound by K. Koufos
1:09.0,,,95-87,,Turnover by D. Fox (bad pass; steal by L. Williams)
1:04.0,M. Harrell makes 2-pt shot at rim (assist by L. Williams),2,97-87,,
0:45.0,,,97-87,,B. Bogdanovic misses 3-pt shot from 24 ft
0:42.0,Defensive rebound by M. Harrell,,97-87,,
0:34.0,L. Williams misses 3-pt shot from 25 ft,,97-87,,
0:30.0,,,97-87,,Defensive rebound by Z. Randolph
0:24.0,,,97-87,,Z. Randolph misses 2-pt shot from 8 ft
0:21.0,,,97-87,,Offensive rebound by K. Koufos
0:21.0,,,97-89,2,K. Koufos makes 2-pt shot at rim
0:00.0,W. Johnson makes 3-pt shot from 25 ft (assist by L. Williams),3,100-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by T. Wallace (lost ball; steal by G. Hill),,100-89,,
11:42.0,,,100-89,,G. Hill misses 3-pt shot from 24 ft
11:38.0,Defensive rebound by T. Wallace,,100-89,,
11:34.0,W. Johnson makes 3-pt shot from 25 ft (assist by J. Evans),3,103-89,,
11:15.0,,,103-92,3,B. Bogdanovic makes 3-pt shot from 25 ft
10:54.0,M. Harrell makes 2-pt shot from 3 ft,2,105-92,,
10:33.0,,,105-92,,B. Hield misses 3-pt shot from 25 ft
10:29.0,Defensive rebound by S. Dekker,,105-92,,
10:25.0,Turnover by M. Harrell (turnover),,105-92,,
10:14.0,,,105-92,,S. Labissiere misses 2-pt shot from 11 ft
10:08.0,,,105-92,,Offensive rebound by K. Koufos
10:08.0,,,105-92,,K. Koufos misses 2-pt shot at rim
10:08.0,,,105-92,,Offensive rebound by K. Koufos
10:06.0,,,105-92,,B. Hield misses 3-pt shot from 26 ft
10:06.0,Defensive rebound by M. Harrell,,105-92,,
10:03.0,Shooting foul by B. Bogdanovic (drawn by S. Dekker),,105-92,,
10:03.0,S. Dekker makes free throw 1 of 2,1,106-92,,
10:03.0,S. Dekker misses free throw 2 of 2,,106-92,,
10:00.0,,,106-92,,Defensive rebound by K. Koufos
9:56.0,Personal foul by W. Johnson (drawn by B. Bogdanovic),,106-92,,
9:44.0,,,106-94,2,B. Bogdanovic makes 2-pt shot from 20 ft
9:27.0,J. Evans misses 2-pt shot from 23 ft,,106-94,,
9:24.0,,,106-94,,Defensive rebound by B. Bogdanovic
9:19.0,Personal foul by T. Wallace (drawn by K. Koufos),,106-94,,
9:11.0,,,106-94,,Shooting foul by M. Harrell (drawn by B. Bogdanovic)
9:11.0,,,106-95,1,B. Bogdanovic makes free throw 1 of 2
9:11.0,,,106-96,1,B. Bogdanovic makes free throw 2 of 2
8:52.0,S. Dekker misses 2-pt shot from 3 ft,,106-96,,
8:50.0,,,106-96,,Defensive rebound by K. Koufos
8:33.0,,,106-98,2,K. Koufos makes 2-pt shot from 9 ft (assist by B. Hield)
8:16.0,W. Johnson misses 3-pt shot from 24 ft,,106-98,,
8:13.0,,,106-98,,Defensive rebound by K. Koufos
8:06.0,,,106-98,,Turnover by G. Hill (bad pass)
8:06.0,B. Griffin enters the game for S. Dekker,,106-98,,
8:06.0,L. Williams enters the game for T. Wallace,,106-98,,
7:48.0,B. Griffin misses 2-pt shot from 19 ft,,106-98,,
7:45.0,,,106-98,,Defensive rebound by B. Hield
7:38.0,,,106-98,,G. Hill misses 2-pt shot from 16 ft (block by L. Williams)
7:37.0,,,106-98,,Offensive rebound by G. Hill
7:37.0,,,106-98,,Shooting foul by L. Williams (drawn by G. Hill)
7:37.0,,,106-98,,G. Hill misses free throw 1 of 2
7:37.0,,,106-98,,Offensive rebound by Team
7:37.0,,,106-99,1,G. Hill makes free throw 2 of 2
7:23.0,Turnover by B. Griffin (bad pass; steal by G. Hill),,106-99,,
7:19.0,,,106-99,,B. Hield misses 3-pt shot from 24 ft
7:14.0,Defensive rebound by B. Griffin,,106-99,,
7:07.0,Turnover by B. Griffin (bad pass),,106-99,,
6:49.0,,,106-101,2,G. Hill makes 2-pt shot from 18 ft
6:49.0,,,106-101,,Shooting foul by L. Williams (drawn by G. Hill)
6:49.0,,,106-101,,Sacramento full timeout
6:49.0,,,106-102,1,G. Hill makes free throw 1 of 1
6:38.0,L. Williams misses 3-pt shot from 22 ft,,106-102,,
6:36.0,,,106-102,,Defensive rebound by K. Koufos
6:17.0,,,106-102,,G. Hill misses 3-pt shot from 26 ft
6:12.0,Defensive rebound by B. Griffin,,106-102,,
6:00.0,B. Griffin misses 2-pt shot from 1 ft,,106-102,,
5:52.0,Offensive rebound by B. Griffin,,106-102,,
5:52.0,B. Griffin makes 2-pt shot at rim,2,108-102,,
5:51.0,,,108-104,2,B. Hield makes 2-pt shot from 1 ft (assist by G. Hill)
5:44.0,Turnover by J. Evans (bad pass; steal by K. Koufos),,108-104,,
