time,Detroit,pts.away,score,pts.home,New Orleans
9:06.0,,,7-7,,Turnover by J. Holiday (bad pass; steal by A. Drummond)
9:01.0,I. Smith misses 2-pt shot from 4 ft (block by J. Holiday),,7-7,,
8:57.0,,,7-7,,Defensive rebound by R. Rondo
8:54.0,,,7-9,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
8:36.0,Turnover by A. Drummond (bad pass),,7-9,,
8:21.0,,,7-9,,J. Holiday misses 2-pt shot from 1 ft (block by A. Bradley)
8:21.0,Defensive rebound by R. Bullock,,7-9,,
8:12.0,I. Smith makes 2-pt shot from 2 ft,2,9-9,,
8:00.0,,,9-12,3,J. Holiday makes 3-pt shot from 25 ft (assist by R. Rondo)
7:45.0,Turnover by A. Bradley (lost ball; steal by R. Rondo),,9-12,,
7:42.0,,,9-14,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
7:27.0,A. Drummond makes 2-pt shot from 1 ft (assist by T. Harris),2,11-14,,
7:16.0,,,11-16,2,R. Rondo makes 2-pt shot from 1 ft
7:10.0,Detroit full timeout,,11-16,,
7:03.0,T. Harris misses 3-pt shot from 24 ft,,11-16,,
7:00.0,,,11-16,,Defensive rebound by E. Moore
6:55.0,,,11-18,2,A. Davis makes 2-pt shot from 6 ft (assist by R. Rondo)
6:34.0,T. Harris makes 2-pt shot from 7 ft,2,13-18,,
6:22.0,,,13-20,2,R. Rondo makes 2-pt shot from 1 ft (assist by D. Cousins)
6:00.0,A. Bradley misses 3-pt shot from 24 ft,,13-20,,
5:57.0,,,13-20,,Defensive rebound by R. Rondo
5:45.0,Personal foul by I. Smith (drawn by R. Rondo),,13-20,,
5:45.0,A. Tolliver enters the game for R. Bullock,,13-20,,
5:45.0,D. Buycks enters the game for I. Smith,,13-20,,
5:43.0,,,13-22,2,A. Davis makes 2-pt shot from 2 ft (assist by R. Rondo)
5:28.0,A. Bradley makes 2-pt shot from 2 ft,2,15-22,,
5:18.0,,,15-24,2,E. Moore makes 2-pt shot from 1 ft (assist by R. Rondo)
5:04.0,Turnover by A. Bradley (bad pass; steal by J. Holiday),,15-24,,
5:03.0,Personal foul by A. Bradley (drawn by A. Davis),,15-24,,
4:57.0,,,15-26,2,E. Moore makes 2-pt shot from 17 ft (assist by D. Cousins)
4:47.0,Detroit full timeout,,15-26,,
4:35.0,T. Harris makes 3-pt shot from 24 ft (assist by A. Bradley),3,18-26,,
4:19.0,,,18-26,,E. Moore misses 3-pt shot from 25 ft
4:17.0,Defensive rebound by D. Buycks,,18-26,,
4:09.0,A. Bradley misses 2-pt shot from 20 ft,,18-26,,
4:05.0,,,18-26,,Defensive rebound by R. Rondo
4:00.0,,,18-28,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
3:38.0,D. Buycks misses 3-pt shot from 24 ft,,18-28,,
3:35.0,,,18-28,,Defensive rebound by J. Holiday
3:25.0,,,18-28,,Offensive charge foul by R. Rondo (drawn by A. Tolliver)
3:25.0,,,18-28,,Turnover by R. Rondo (offensive foul)
3:25.0,,,18-28,,D. Miller enters the game for A. Davis
3:25.0,,,18-28,,D. Cunningham enters the game for E. Moore
3:25.0,R. Bullock enters the game for A. Bradley,,18-28,,
3:07.0,,,18-28,,Away from play foul by D. Cousins (drawn by A. Drummond)
2:59.0,D. Buycks misses 2-pt shot from 3 ft (block by D. Cunningham),,18-28,,
2:59.0,Offensive rebound by Team,,18-28,,
2:55.0,D. Buycks misses 2-pt shot from 19 ft,,18-28,,
2:51.0,,,18-28,,Defensive rebound by D. Cousins
2:42.0,,,18-28,,Offensive charge foul by D. Cousins (drawn by D. Buycks)
2:42.0,,,18-28,,Turnover by D. Cousins (offensive foul)
2:42.0,,,18-28,,A. Davis enters the game for D. Cousins
2:25.0,Shooting foul by D. Miller (drawn by T. Harris),,18-28,,
2:25.0,T. Harris makes free throw 1 of 2,1,19-28,,
2:25.0,T. Harris makes free throw 2 of 2,1,20-28,,
2:14.0,,,20-28,,Shooting foul by A. Tolliver (drawn by A. Davis)
2:14.0,,,20-29,1,A. Davis makes free throw 1 of 2
2:14.0,,,20-29,,J. Nelson enters the game for R. Rondo
2:14.0,,,20-30,1,A. Davis makes free throw 2 of 2
2:04.0,D. Buycks makes 2-pt shot from 1 ft,2,22-30,,
1:51.0,,,22-30,,Turnover by J. Holiday (lost ball; steal by A. Drummond)
1:40.0,R. Bullock makes 3-pt shot from 24 ft (assist by T. Harris),3,25-30,,
1:23.0,,,25-33,3,D. Cunningham makes 3-pt shot from 23 ft (assist by D. Miller)
1:05.0,Shooting foul by D. Miller (drawn by T. Harris),,25-33,,
1:05.0,T. Harris makes free throw 1 of 2,1,26-33,,
1:05.0,T. Harris makes free throw 2 of 2,1,27-33,,
0:55.0,,,27-36,3,J. Nelson makes 3-pt shot from 26 ft (assist by D. Miller)
0:50.0,R. Bullock makes 3-pt shot from 22 ft (assist by D. Buycks),3,30-36,,
0:43.0,,,30-36,,J. Nelson misses 3-pt shot from 25 ft
0:40.0,Defensive rebound by T. Harris,,30-36,,
0:33.0,A. Drummond makes 2-pt shot from 10 ft,2,32-36,,
0:20.0,,,32-36,,Shooting foul by A. Drummond (drawn by J. Holiday)
0:20.0,,,32-36,,J. Holiday misses free throw 1 of 2
0:20.0,,,32-36,,Offensive rebound by Team
0:20.0,,,32-37,1,J. Holiday makes free throw 2 of 2
0:00.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Bullock),2,34-37,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
12:00.0,,,34-38,1,D. Miller makes technical free throw
11:49.0,,,34-38,,D. Miller misses 3-pt shot from 25 ft
11:45.0,,,34-38,,Offensive rebound by D. Cousins
11:37.0,,,34-38,,Turnover by D. Cousins (bad pass; steal by L. Kennard)
11:28.0,D. Buycks makes 2-pt shot from 2 ft,2,36-38,,
11:15.0,,,36-38,,D. Miller misses 3-pt shot from 25 ft
11:09.0,Defensive rebound by R. Bullock,,36-38,,
10:50.0,D. Buycks misses 3-pt shot from 25 ft,,36-38,,
10:50.0,,,36-38,,Defensive rebound by Team
10:31.0,,,36-38,,D. Cousins misses 2-pt shot from 8 ft
10:28.0,Defensive rebound by E. Moreland,,36-38,,
10:23.0,D. Buycks makes 2-pt shot from 1 ft,2,38-38,,
10:16.0,,,38-40,2,E. Moore makes 2-pt shot from 9 ft (assist by J. Nelson)
9:56.0,,,38-40,,Shooting block foul by D. Miller (drawn by D. Buycks)
9:56.0,D. Buycks makes free throw 1 of 2,1,39-40,,
9:56.0,,,39-40,,J. Holiday enters the game for D. Miller
9:56.0,D. Buycks makes free throw 2 of 2,1,40-40,,
9:43.0,,,40-40,,D. Cunningham misses 2-pt shot from 2 ft
9:43.0,Defensive rebound by E. Moreland,,40-40,,
9:34.0,R. Bullock misses 3-pt shot from 26 ft,,40-40,,
9:34.0,,,40-40,,Defensive rebound by D. Cousins
9:24.0,Shooting block foul by E. Moreland (drawn by D. Cunningham),,40-40,,
9:24.0,,,40-40,,D. Cunningham misses free throw 2 of 2
9:24.0,,,40-40,,Offensive rebound by J. Nelson
9:24.0,,,40-40,,D. Cunningham misses free throw 1 of 2
9:24.0,,,40-40,,Offensive rebound by Team
9:24.0,L. Kennard makes technical free throw,1,41-40,,
9:24.0,,,41-40,,Technical foul by D. Cousins
9:24.0,L. Kennard makes technical free throw,1,42-40,,
9:24.0,I. Smith enters the game for D. Buycks,,42-40,,
9:16.0,,,42-40,,J. Holiday misses 2-pt shot from 5 ft
9:13.0,,,42-40,,Offensive rebound by J. Nelson
9:11.0,,,42-40,,Turnover by J. Holiday (traveling)
8:52.0,L. Kennard makes 2-pt shot from 17 ft,2,44-40,,
8:41.0,A. Bradley enters the game for R. Bullock,,44-40,,
8:40.0,,,44-40,,E. Moore misses 2-pt shot from 2 ft
8:40.0,Defensive rebound by Team,,44-40,,
8:19.0,A. Bradley makes 2-pt shot from 2 ft,2,46-40,,
8:10.0,Personal foul by E. Moreland (drawn by D. Cousins),,46-40,,
8:10.0,,,46-40,,A. Davis enters the game for D. Cunningham
8:05.0,,,46-40,,Turnover by D. Cousins (traveling)
7:52.0,A. Bradley misses 2-pt shot from 21 ft,,46-40,,
7:49.0,,,46-40,,Defensive rebound by A. Davis
7:42.0,,,46-40,,D. Cousins misses 3-pt shot from 25 ft
7:37.0,Defensive rebound by A. Tolliver,,46-40,,
7:32.0,A. Tolliver misses 3-pt shot from 26 ft,,46-40,,
7:32.0,,,46-40,,Defensive rebound by Team
7:16.0,,,46-42,2,D. Cousins makes 2-pt shot from 1 ft (assist by J. Nelson)
7:02.0,I. Smith misses 2-pt shot from 13 ft,,46-42,,
7:02.0,,,46-42,,Defensive rebound by A. Davis
6:53.0,,,46-42,,J. Holiday misses 2-pt shot from 1 ft (block by E. Moreland)
6:53.0,,,46-42,,Offensive rebound by A. Davis
6:53.0,Loose ball foul by A. Tolliver (drawn by A. Davis),,46-42,,
6:53.0,,,46-42,,New Orleans full timeout
6:53.0,,,46-42,,R. Rondo enters the game for J. Nelson
6:53.0,A. Drummond enters the game for E. Moreland,,46-42,,
6:37.0,,,46-42,,J. Holiday misses 2-pt shot from 2 ft (block by A. Drummond)
6:29.0,Defensive rebound by L. Kennard,,46-42,,
6:28.0,A. Drummond misses 2-pt shot from 1 ft (block by A. Davis),,46-42,,
6:28.0,,,46-42,,Defensive rebound by A. Davis
6:16.0,,,46-44,2,E. Moore makes 2-pt shot from 5 ft
6:01.0,L. Kennard makes 2-pt shot from 12 ft,2,48-44,,
5:53.0,,,48-44,,R. Rondo misses 2-pt shot from 1 ft
5:53.0,Defensive rebound by A. Drummond,,48-44,,
5:37.0,A. Tolliver misses 3-pt shot from 25 ft,,48-44,,
5:34.0,,,48-44,,Defensive rebound by J. Holiday
5:28.0,,,48-44,,Turnover by E. Moore (traveling)
5:28.0,T. Harris enters the game for L. Kennard,,48-44,,
5:15.0,Turnover by A. Tolliver (bad pass; steal by E. Moore),,48-44,,
5:11.0,,,48-46,2,E. Moore makes 2-pt shot at rim
5:00.0,Turnover by I. Smith (bad pass; steal by R. Rondo),,48-46,,
4:58.0,,,48-46,,R. Rondo misses 2-pt shot at rim
4:58.0,,,48-46,,Offensive rebound by A. Davis
4:57.0,,,48-46,,A. Davis misses 2-pt shot from 2 ft
4:57.0,,,48-46,,Offensive rebound by E. Moore
4:56.0,,,48-48,2,E. Moore makes 2-pt shot from 1 ft
4:32.0,A. Drummond misses 2-pt shot from 2 ft,,48-48,,
4:32.0,Offensive rebound by A. Drummond,,48-48,,
4:27.0,A. Drummond makes 2-pt shot at rim,2,50-48,,
4:22.0,,,50-50,2,J. Holiday makes 2-pt shot from 3 ft (assist by R. Rondo)
4:13.0,Detroit full timeout,,50-50,,
4:13.0,,,50-50,,D. Cunningham enters the game for D. Cousins
3:57.0,A. Bradley misses 2-pt shot from 19 ft,,50-50,,
3:53.0,,,50-50,,Defensive rebound by D. Cunningham
3:38.0,,,50-52,2,R. Rondo makes 2-pt shot from 20 ft
3:24.0,Turnover by A. Bradley (bad pass),,50-52,,
3:09.0,,,50-52,,D. Cunningham misses 3-pt shot from 24 ft
3:04.0,Defensive rebound by I. Smith,,50-52,,
2:55.0,A. Drummond makes 2-pt shot from 2 ft (assist by A. Bradley),2,52-52,,
2:40.0,,,52-55,3,A. Davis makes 3-pt shot from 22 ft (assist by R. Rondo)
2:20.0,T. Harris misses 2-pt shot from 6 ft,,52-55,,
2:14.0,Offensive rebound by T. Harris,,52-55,,
2:14.0,T. Harris misses 2-pt shot at rim,,52-55,,
2:11.0,,,52-55,,Defensive rebound by A. Davis
2:10.0,,,52-55,,Turnover by J. Holiday (bad pass)
2:10.0,R. Bullock enters the game for A. Tolliver,,52-55,,
2:00.0,T. Harris misses 2-pt shot from 15 ft,,52-55,,
1:57.0,Offensive rebound by I. Smith,,52-55,,
1:54.0,I. Smith makes 2-pt shot from 15 ft,2,54-55,,
1:36.0,,,54-57,2,A. Davis makes 2-pt shot from 1 ft (assist by D. Cunningham)
1:20.0,R. Bullock misses 3-pt shot from 23 ft,,54-57,,
1:18.0,,,54-57,,Defensive rebound by A. Davis
1:07.0,,,54-57,,J. Holiday misses 3-pt shot from 24 ft
1:04.0,Defensive rebound by I. Smith,,54-57,,
1:00.0,I. Smith misses 2-pt shot from 2 ft (block by J. Holiday),,54-57,,
0:57.0,Offensive rebound by A. Bradley,,54-57,,
0:57.0,I. Smith makes 2-pt shot from 18 ft (assist by A. Bradley),2,56-57,,
0:43.0,,,56-59,2,R. Rondo makes 2-pt shot from 1 ft
0:26.0,Turnover by A. Drummond (bad pass),,56-59,,
0:26.0,D. Buycks enters the game for I. Smith,,56-59,,
0:26.0,,,56-59,,D. Cousins enters the game for D. Cunningham
0:26.0,A. Tolliver enters the game for T. Harris,,56-59,,
0:04.0,,,56-59,,J. Holiday misses 2-pt shot from 6 ft
0:00.0,Defensive rebound by A. Tolliver,,56-59,,
0:00.0,D. Buycks misses 3-pt shot from 29 ft,,56-59,,
0:00.0,Offensive rebound by Team,,56-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,56-61,2,A. Davis makes 2-pt shot at rim (assist by E. Moore)
11:33.0,T. Harris misses 2-pt shot from 19 ft,,56-61,,
11:30.0,,,56-61,,Defensive rebound by A. Davis
11:19.0,,,56-61,,J. Holiday misses 2-pt shot from 1 ft
11:16.0,Defensive rebound by A. Bradley,,56-61,,
11:02.0,I. Smith makes 2-pt shot at rim (assist by A. Drummond),2,58-61,,
10:49.0,,,58-61,,Shooting foul by A. Drummond (drawn by D. Cousins)
10:49.0,,,58-62,1,D. Cousins makes free throw 1 of 2
10:49.0,,,58-63,1,D. Cousins makes free throw 2 of 2
10:28.0,A. Tolliver makes 2-pt shot from 1 ft,2,60-63,,
10:13.0,,,60-66,3,E. Moore makes 3-pt shot from 24 ft (assist by R. Rondo)
9:54.0,A. Bradley misses 2-pt shot from 18 ft,,60-66,,
9:51.0,,,60-66,,Defensive rebound by D. Cousins
9:45.0,,,60-68,2,E. Moore makes 2-pt shot from 1 ft (assist by R. Rondo)
9:45.0,Detroit full timeout,,60-68,,
9:29.0,A. Tolliver misses 3-pt shot from 25 ft,,60-68,,
9:24.0,,,60-68,,Defensive rebound by A. Davis
9:13.0,,,60-70,2,E. Moore makes 2-pt shot from 1 ft
8:59.0,A. Bradley makes 2-pt shot from 2 ft (assist by A. Drummond),2,62-70,,
8:49.0,,,62-72,2,J. Holiday makes 2-pt shot from 2 ft (assist by R. Rondo)
8:33.0,A. Bradley misses 2-pt shot from 3 ft (block by J. Holiday),,62-72,,
8:30.0,Offensive rebound by A. Drummond,,62-72,,
8:30.0,A. Drummond misses 2-pt shot from 2 ft,,62-72,,
8:30.0,,,62-72,,Defensive rebound by Team
8:10.0,,,62-72,,D. Cousins misses 2-pt shot from 4 ft
8:06.0,Defensive rebound by A. Drummond,,62-72,,
8:00.0,A. Drummond misses 2-pt shot from 6 ft,,62-72,,
8:00.0,,,62-72,,Defensive rebound by D. Cousins
7:53.0,,,62-72,,Shooting foul by A. Tolliver (drawn by A. Davis)
7:53.0,,,62-73,1,A. Davis makes free throw 1 of 2
7:53.0,,,62-74,1,A. Davis makes free throw 2 of 2
7:39.0,I. Smith misses 2-pt shot from 1 ft,,62-74,,
7:36.0,Offensive rebound by A. Tolliver,,62-74,,
7:33.0,I. Smith misses 3-pt shot from 22 ft,,62-74,,
7:33.0,,,62-74,,Defensive rebound by Team
7:33.0,Loose ball foul by A. Tolliver (drawn by A. Davis),,62-74,,
7:18.0,,,62-76,2,A. Davis makes 2-pt shot from 16 ft (assist by E. Moore)
6:52.0,T. Harris makes 2-pt shot from 11 ft (assist by I. Smith),2,64-76,,
6:34.0,,,64-76,,Turnover by D. Cousins (lost ball; steal by A. Bradley)
6:27.0,A. Drummond misses 2-pt shot from 1 ft,,64-76,,
6:24.0,,,64-76,,Defensive rebound by E. Moore
6:23.0,,,64-78,2,A. Davis makes 2-pt shot from 1 ft (assist by D. Cousins)
6:06.0,A. Bradley makes 3-pt shot from 24 ft (assist by I. Smith),3,67-78,,
5:41.0,,,67-80,2,A. Davis makes 2-pt shot from 9 ft
5:28.0,I. Smith makes 2-pt shot from 17 ft,2,69-80,,
5:03.0,,,69-80,,Offensive charge foul by J. Holiday (drawn by A. Bradley)
5:03.0,,,69-80,,Turnover by J. Holiday (offensive foul)
5:03.0,,,69-80,,D. Miller enters the game for J. Holiday
4:52.0,A. Bradley makes 2-pt shot from 16 ft,2,71-80,,
4:44.0,,,71-80,,Shooting foul by A. Bradley (drawn by A. Davis)
4:44.0,,,71-80,,A. Davis misses free throw 1 of 2
4:44.0,,,71-80,,Offensive rebound by Team
4:44.0,,,71-81,1,A. Davis makes free throw 2 of 2
4:41.0,,,71-81,,Personal take foul by A. Davis (drawn by A. Tolliver)
4:41.0,,,71-81,,D. Cunningham enters the game for A. Davis
4:41.0,R. Bullock enters the game for A. Tolliver,,71-81,,
4:27.0,A. Bradley makes 3-pt shot from 22 ft (assist by T. Harris),3,74-81,,
4:04.0,,,74-81,,E. Moore misses 3-pt shot from 23 ft
4:01.0,Defensive rebound by A. Drummond,,74-81,,
3:57.0,Shooting foul by E. Moore (drawn by I. Smith),,74-81,,
3:57.0,I. Smith makes free throw 1 of 2,1,75-81,,
3:57.0,,,75-81,,I. Clark enters the game for E. Moore
3:57.0,I. Smith makes free throw 2 of 2,1,76-81,,
3:43.0,,,76-81,,D. Cunningham misses 3-pt shot from 23 ft
3:39.0,Defensive rebound by I. Smith,,76-81,,
3:23.0,A. Bradley makes 2-pt shot from 6 ft (assist by T. Harris),2,78-81,,
3:02.0,,,78-81,,R. Rondo misses 3-pt shot from 25 ft
2:59.0,Defensive rebound by A. Drummond,,78-81,,
2:56.0,Shooting foul by R. Rondo (drawn by I. Smith),,78-81,,
2:56.0,,,78-81,,New Orleans full timeout
2:56.0,I. Smith makes free throw 1 of 2,1,79-81,,
2:56.0,I. Smith makes free throw 2 of 2,1,80-81,,
2:47.0,Away from play foul by A. Drummond (drawn by D. Cousins),,80-81,,
2:47.0,,,80-81,,D. Cousins misses free throw 1 of 2
2:47.0,,,80-81,,Offensive rebound by Team
2:47.0,,,80-82,1,D. Cousins makes free throw 2 of 2
2:37.0,,,80-82,,Personal foul by D. Cunningham (drawn by I. Smith)
2:37.0,,,80-82,,Turnover by D. Cunningham (turnover)
2:37.0,,,80-82,,J. Holiday enters the game for R. Rondo
2:21.0,R. Bullock misses 2-pt shot from 16 ft,,80-82,,
2:21.0,,,80-82,,Defensive rebound by Team
2:07.0,,,80-84,2,I. Clark makes 2-pt shot at rim
1:49.0,A. Bradley makes 2-pt shot at rim,2,82-84,,
1:34.0,,,82-86,2,D. Miller makes 2-pt shot from 16 ft (assist by D. Cousins)
1:14.0,Shooting foul by D. Cousins (drawn by T. Harris),,82-86,,
1:14.0,T. Harris makes free throw 1 of 2,1,83-86,,
1:14.0,E. Moreland enters the game for A. Drummond,,83-86,,
1:14.0,D. Buycks enters the game for I. Smith,,83-86,,
1:14.0,T. Harris makes free throw 2 of 2,1,84-86,,
1:06.0,,,84-86,,Turnover by J. Holiday (turnover)
0:55.0,A. Bradley misses 3-pt shot from 25 ft,,84-86,,
0:52.0,,,84-86,,Defensive rebound by I. Clark
0:31.0,,,84-86,,Turnover by Team (shot clock)
0:09.0,D. Buycks misses 2-pt shot from 20 ft,,84-86,,
0:05.0,,,84-86,,Defensive rebound by D. Miller
0:00.0,,,84-86,,J. Holiday misses 2-pt shot from 15 ft
0:00.0,,,84-86,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,T. Harris makes 2-pt shot from 12 ft,2,86-86,,
11:30.0,,,86-86,,Turnover by D. Miller (bad pass)
11:06.0,T. Harris makes 3-pt shot from 26 ft (assist by E. Moreland),3,89-86,,
10:43.0,,,89-86,,J. Holiday misses 2-pt shot from 15 ft
10:39.0,Defensive rebound by L. Kennard,,89-86,,
10:30.0,Offensive foul by E. Moreland (drawn by D. Cunningham),,89-86,,
10:30.0,Turnover by E. Moreland (offensive foul),,89-86,,
10:30.0,,,89-86,,D. Cousins enters the game for C. Diallo
10:15.0,,,89-86,,Shooting foul by T. Harris (drawn by D. Cousins)
10:15.0,,,89-86,,D. Cousins misses free throw 1 of 2
10:15.0,,,89-86,,Offensive rebound by Team
10:15.0,,,89-87,1,D. Cousins makes free throw 2 of 2
10:03.0,T. Harris misses 2-pt shot from 6 ft,,89-87,,
10:01.0,,,89-87,,Defensive rebound by J. Holiday
9:51.0,,,89-90,3,D. Cousins makes 3-pt shot from 25 ft (assist by J. Holiday)
9:28.0,T. Harris misses 2-pt shot from 10 ft,,89-90,,
9:25.0,,,89-90,,Defensive rebound by D. Cunningham
9:16.0,,,89-92,2,D. Cousins makes 2-pt shot from 1 ft (assist by J. Holiday)
8:52.0,Shooting foul by I. Clark (drawn by D. Buycks),,89-92,,
8:52.0,D. Buycks makes free throw 1 of 2,1,90-92,,
8:52.0,A. Drummond enters the game for E. Moreland,,90-92,,
8:52.0,A. Tolliver enters the game for T. Harris,,90-92,,
8:52.0,D. Buycks makes free throw 2 of 2,1,91-92,,
8:32.0,,,91-94,2,J. Holiday makes 2-pt shot at rim (assist by D. Miller)
8:17.0,Turnover by D. Buycks (bad pass; steal by J. Holiday),,91-94,,
8:12.0,,,91-96,2,D. Cousins makes 2-pt shot from 1 ft
8:12.0,,,91-96,,Shooting foul by L. Kennard (drawn by D. Cousins)
8:12.0,,,91-97,1,D. Cousins makes free throw 1 of 1
7:59.0,L. Kennard misses 2-pt shot from 19 ft,,91-97,,
7:55.0,,,91-97,,Defensive rebound by D. Cousins
7:40.0,,,91-99,2,D. Cousins makes 2-pt shot from 1 ft
7:40.0,Detroit full timeout,,91-99,,
7:40.0,I. Smith enters the game for D. Buycks,,91-99,,
7:24.0,L. Kennard misses 2-pt shot from 1 ft,,91-99,,
7:22.0,Offensive rebound by A. Drummond,,91-99,,
7:22.0,,,91-99,,Personal foul by D. Miller (drawn by A. Drummond)
7:13.0,Shooting foul by I. Clark (drawn by R. Bullock),,91-99,,
7:13.0,R. Bullock makes free throw 1 of 2,1,92-99,,
7:13.0,R. Bullock makes free throw 2 of 2,1,93-99,,
6:52.0,,,93-101,2,D. Cunningham makes 2-pt shot from 17 ft (assist by J. Holiday)
6:35.0,R. Bullock misses 3-pt shot from 26 ft,,93-101,,
6:32.0,,,93-101,,Defensive rebound by J. Holiday
6:17.0,,,93-101,,D. Cousins misses 3-pt shot from 26 ft
6:14.0,,,93-101,,Offensive rebound by J. Holiday
6:11.0,,,93-101,,J. Holiday misses 3-pt shot from 23 ft
6:09.0,,,93-101,,Offensive rebound by D. Cunningham
6:06.0,,,93-101,,Turnover by D. Cousins (bad pass)
6:06.0,,,93-101,,R. Rondo enters the game for I. Clark
6:06.0,,,93-101,,E. Moore enters the game for D. Miller
6:06.0,T. Harris enters the game for L. Kennard,,93-101,,
6:06.0,A. Bradley enters the game for A. Tolliver,,93-101,,
5:57.0,,,93-101,,Personal foul by E. Moore (drawn by A. Bradley)
5:49.0,A. Bradley misses 2-pt shot from 1 ft (block by D. Cousins),,93-101,,
5:49.0,Offensive rebound by Team,,93-101,,
5:46.0,Turnover by A. Drummond (traveling),,93-101,,
5:29.0,,,93-101,,D. Cunningham misses 2-pt shot from 6 ft (block by T. Harris)
5:24.0,Defensive rebound by A. Drummond,,93-101,,
5:23.0,T. Harris makes 2-pt shot from 1 ft (assist by I. Smith),2,95-101,,
5:13.0,,,95-103,2,D. Cousins makes 2-pt shot from 1 ft (assist by R. Rondo)
4:56.0,,,95-103,,Personal foul by D. Cousins (drawn by A. Bradley)
4:56.0,A. Bradley misses free throw 1 of 2,,95-103,,
4:56.0,Offensive rebound by Team,,95-103,,
4:56.0,A. Bradley makes free throw 2 of 2,1,96-103,,
4:40.0,,,96-103,,J. Holiday misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by A. Drummond,,96-103,,
4:26.0,A. Bradley makes 3-pt shot from 25 ft (assist by I. Smith),3,99-103,,
4:26.0,,,99-103,,New Orleans full timeout
4:14.0,,,99-103,,D. Cousins misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by R. Bullock,,99-103,,
4:04.0,A. Bradley makes 2-pt shot from 3 ft (assist by R. Bullock),2,101-103,,
3:45.0,,,101-103,,Turnover by J. Holiday (out of bounds lost ball)
3:32.0,R. Bullock misses 3-pt shot from 22 ft,,101-103,,
3:29.0,,,101-103,,Defensive rebound by J. Holiday
3:10.0,,,101-105,2,E. Moore makes 2-pt shot from 12 ft
2:42.0,T. Harris misses 2-pt shot from 9 ft,,101-105,,
2:42.0,Offensive rebound by A. Drummond,,101-105,,
2:39.0,A. Drummond misses 2-pt shot from 2 ft,,101-105,,
2:39.0,Offensive rebound by T. Harris,,101-105,,
2:39.0,T. Harris misses 2-pt shot from 1 ft (block by D. Cunningham),,101-105,,
2:39.0,Offensive rebound by T. Harris,,101-105,,
2:36.0,T. Harris makes 2-pt shot from 1 ft,2,103-105,,
2:17.0,,,103-105,,Turnover by E. Moore (lost ball; steal by T. Harris)
2:14.0,R. Bullock misses 2-pt shot from 1 ft (block by D. Cousins),,103-105,,
2:14.0,Offensive rebound by Team,,103-105,,
2:01.0,R. Bullock makes 2-pt shot at rim,2,105-105,,
1:49.0,Away from play foul by R. Bullock (drawn by D. Cousins),,105-105,,
