time,Memphis,pts.away,score,pts.home,Houston
11:13.0,,,24-26,,Turnover by P. Tucker (bad pass; steal by D. Brooks)
11:12.0,T. Evans makes 2-pt shot from 1 ft,2,26-26,,
11:12.0,Shooting foul by E. Gordon (drawn by T. Evans),,26-26,,
11:12.0,,,26-26,,R. Anderson enters the game for D. Jackson
11:12.0,T. Evans misses free throw 1 of 1,,26-26,,
11:10.0,,,26-26,,Defensive rebound by N. Hilario
10:54.0,,,26-28,2,N. Hilario makes 2-pt shot from 1 ft (assist by P. Tucker)
10:45.0,T. Evans misses 2-pt shot from 2 ft,,26-28,,
10:43.0,,,26-28,,Defensive rebound by N. Hilario
10:34.0,,,26-30,2,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by E. Gordon)
10:14.0,T. Evans misses 3-pt shot from 26 ft,,26-30,,
10:11.0,,,26-30,,Defensive rebound by E. Gordon
10:05.0,Personal foul by M. Chalmers (drawn by E. Gordon),,26-30,,
9:50.0,,,26-30,,R. Anderson misses 2-pt shot from 2 ft
9:47.0,Defensive rebound by B. Wright,,26-30,,
9:31.0,Shooting foul by P. Tucker (drawn by M. Chalmers),,26-30,,
9:31.0,M. Chalmers makes free throw 1 of 2,1,27-30,,
9:31.0,M. Conley enters the game for D. Brooks,,27-30,,
9:31.0,M. Chalmers makes free throw 2 of 2,1,28-30,,
9:17.0,,,28-32,2,N. Hilario makes 2-pt shot from 1 ft (assist by E. Gordon)
9:17.0,,,28-32,,Shooting foul by M. Chalmers (drawn by N. Hilario)
9:17.0,A. Harrison enters the game for M. Chalmers,,28-32,,
9:17.0,,,28-33,1,N. Hilario makes free throw 1 of 1
9:01.0,A. Harrison misses 3-pt shot from 25 ft,,28-33,,
8:58.0,,,28-33,,Defensive rebound by P. Tucker
8:53.0,,,28-33,,Shooting foul by M. Conley (drawn by E. Gordon)
8:53.0,,,28-34,1,E. Gordon makes free throw 1 of 3
8:53.0,,,28-35,1,E. Gordon makes free throw 2 of 3
8:53.0,,,28-35,,C. Capela enters the game for N. Hilario
8:53.0,M. Gasol enters the game for B. Wright,,28-35,,
8:53.0,,,28-36,1,E. Gordon makes free throw 3 of 3
8:43.0,Turnover by M. Gasol (bad pass),,28-36,,
8:33.0,,,28-36,,E. Gordon misses 3-pt shot from 28 ft
8:31.0,Defensive rebound by M. Gasol,,28-36,,
8:23.0,,,28-36,,Shooting block foul by P. Tucker (drawn by M. Conley)
8:23.0,M. Conley makes free throw 1 of 2,1,29-36,,
8:23.0,J. Martin enters the game for T. Evans,,29-36,,
8:23.0,J. Ennis enters the game for C. Parsons,,29-36,,
8:23.0,M. Conley makes free throw 2 of 2,1,30-36,,
8:07.0,,,30-36,,C. Capela misses 2-pt shot at rim
8:04.0,Defensive rebound by J. Martin,,30-36,,
7:50.0,A. Harrison misses 3-pt shot from 27 ft,,30-36,,
7:49.0,Offensive rebound by Team,,30-36,,
7:49.0,,,30-36,,Personal foul by C. Capela (drawn by J. Martin)
7:49.0,,,30-36,,J. Harden enters the game for P. Tucker
7:39.0,,,30-36,,Violation by R. Anderson (kicked ball)
7:26.0,M. Conley misses 2-pt shot from 21 ft,,30-36,,
7:22.0,,,30-36,,Defensive rebound by C. Capela
7:04.0,,,30-39,3,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden)
6:55.0,M. Gasol misses 3-pt shot from 25 ft,,30-39,,
6:51.0,,,30-39,,Defensive rebound by R. Anderson
6:38.0,,,30-41,2,C. Capela makes 2-pt shot from 1 ft (assist by E. Gordon)
6:34.0,Memphis full timeout,,30-41,,
6:34.0,,,30-41,,T. Ariza enters the game for E. Gordon
6:21.0,J. Martin misses 3-pt shot from 23 ft,,30-41,,
6:18.0,,,30-41,,Defensive rebound by C. Capela
6:03.0,,,30-41,,T. Ariza misses 2-pt shot from 19 ft
6:00.0,Defensive rebound by J. Ennis,,30-41,,
5:50.0,,,30-41,,Personal foul by R. Anderson (drawn by M. Gasol)
5:50.0,M. Gasol makes free throw 1 of 2,1,31-41,,
5:50.0,M. Gasol makes free throw 2 of 2,1,32-41,,
5:22.0,Jump ball: C. Capela vs. A. Harrison (J. Ennis gains possession),,,,Jump ball: C. Capela vs. A. Harrison (J. Ennis gains possession)
5:22.0,,,32-41,,Turnover by J. Harden (lost ball; steal by J. Ennis)
5:19.0,J. Martin makes 2-pt shot from 2 ft (assist by J. Ennis),2,34-41,,
5:05.0,,,34-41,,J. Harden misses 3-pt shot from 28 ft
5:03.0,Defensive rebound by M. Gasol,,34-41,,
5:01.0,J. Ennis makes 2-pt shot from 1 ft (assist by M. Gasol),2,36-41,,
5:01.0,,,36-41,,Houston full timeout
5:01.0,,,36-41,,E. Gordon enters the game for L. Mbah a Moute
4:39.0,,,36-41,,E. Gordon misses 2-pt shot from 6 ft
4:37.0,Defensive rebound by A. Harrison,,36-41,,
4:29.0,J. Martin makes 2-pt shot from 2 ft (assist by A. Harrison),2,38-41,,
4:18.0,,,38-44,3,E. Gordon makes 3-pt shot from 27 ft (assist by J. Harden)
3:55.0,Shooting foul by E. Gordon (drawn by M. Conley),,38-44,,
3:55.0,M. Conley makes free throw 1 of 2,1,39-44,,
3:55.0,M. Conley makes free throw 2 of 2,1,40-44,,
3:42.0,,,40-44,,J. Harden misses 2-pt shot from 3 ft (block by M. Gasol)
3:42.0,,,40-44,,Offensive rebound by Team
3:31.0,,,40-44,,Shooting foul by M. Gasol (drawn by E. Gordon)
3:31.0,,,40-45,1,E. Gordon makes free throw 1 of 2
3:31.0,,,40-45,,E. Gordon misses free throw 2 of 2
3:28.0,Defensive rebound by J. Ennis,,40-45,,
3:16.0,Turnover by J. Ennis (bad pass; steal by J. Harden),,40-45,,
3:10.0,,,40-45,,R. Anderson misses 3-pt shot from 27 ft
3:07.0,Defensive rebound by J. Martin,,40-45,,
2:48.0,M. Gasol makes 2-pt shot from 14 ft,2,42-45,,
2:29.0,Personal foul by J. Ennis (drawn by T. Ariza),,42-45,,
2:29.0,,,42-46,1,T. Ariza makes free throw 1 of 2
2:29.0,D. Brooks enters the game for M. Conley,,42-46,,
2:29.0,,,42-47,1,T. Ariza makes free throw 2 of 2
2:14.0,Turnover by M. Gasol (traveling),,42-47,,
1:56.0,,,42-47,,R. Anderson misses 3-pt shot from 27 ft
1:53.0,Defensive rebound by J. Ennis,,42-47,,
1:33.0,J. Ennis misses 2-pt shot from 10 ft,,42-47,,
1:33.0,Offensive rebound by J. Martin,,42-47,,
1:27.0,J. Martin makes 2-pt shot at rim,2,44-47,,
1:12.0,,,44-49,2,C. Capela makes 2-pt shot from 10 ft (assist by T. Ariza)
0:59.0,M. Gasol makes 2-pt shot at rim (assist by A. Harrison),2,46-49,,
0:47.0,,,46-49,,J. Harden misses 2-pt shot from 3 ft
0:44.0,,,46-49,,Offensive rebound by J. Harden
0:43.0,,,46-52,3,E. Gordon makes 3-pt shot from 27 ft (assist by R. Anderson)
0:34.0,,,46-52,,Personal foul by C. Capela (drawn by M. Gasol)
0:34.0,M. Gasol makes free throw 1 of 2,1,47-52,,
0:34.0,M. Gasol makes free throw 2 of 2,1,48-52,,
0:27.0,,,48-55,3,J. Harden makes 3-pt shot from 32 ft
0:08.0,,,48-55,,Personal foul by E. Gordon (drawn by A. Harrison)
0:08.0,A. Harrison makes free throw 1 of 2,1,49-55,,
0:08.0,A. Harrison makes free throw 2 of 2,1,50-55,,
0:01.0,,,50-57,2,J. Harden makes 2-pt shot from 2 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,50-57,,E. Gordon misses 3-pt shot from 27 ft
11:38.0,Defensive rebound by M. Gasol,,50-57,,
11:20.0,J. Martin misses 2-pt shot from 1 ft,,50-57,,
11:18.0,,,50-57,,Defensive rebound by T. Ariza
11:00.0,,,50-57,,Shooting foul by M. Gasol (drawn by J. Harden)
11:00.0,,,50-58,1,J. Harden makes free throw 1 of 2
11:00.0,,,50-59,1,J. Harden makes free throw 2 of 2
10:37.0,J. Martin makes 3-pt shot from 23 ft (assist by M. Conley),3,53-59,,
10:25.0,,,53-61,2,C. Capela makes 2-pt shot from 2 ft (assist by E. Gordon)
10:15.0,,,53-61,,Personal foul by C. Capela (drawn by M. Gasol)
10:04.0,Offensive charge foul by M. Conley (drawn by C. Capela),,53-61,,
10:04.0,Turnover by M. Conley (offensive foul),,53-61,,
9:50.0,,,53-61,,E. Gordon misses 3-pt shot from 27 ft
9:47.0,Defensive rebound by J. Ennis,,53-61,,
9:39.0,M. Conley misses 3-pt shot from 24 ft,,53-61,,
9:36.0,Offensive rebound by J. Ennis,,53-61,,
9:22.0,J. Martin misses 2-pt shot from 8 ft,,53-61,,
9:20.0,,,53-61,,Defensive rebound by C. Capela
9:12.0,,,53-61,,E. Gordon misses 3-pt shot from 28 ft
9:09.0,Defensive rebound by J. Ennis,,53-61,,
8:59.0,,,53-61,,Personal foul by T. Ariza (drawn by M. Gasol)
8:46.0,M. Conley misses 2-pt shot from 3 ft (block by C. Capela),,53-61,,
8:37.0,,,53-61,,Defensive rebound by J. Harden
8:37.0,Personal foul by J. Ennis (drawn by J. Harden),,53-61,,
8:24.0,,,53-63,2,J. Harden makes 2-pt shot from 1 ft
8:24.0,,,53-63,,Shooting foul by J. Martin (drawn by J. Harden)
8:24.0,,,53-63,,J. Harden misses free throw 1 of 1
8:20.0,Defensive rebound by J. Martin,,53-63,,
7:59.0,Turnover by M. Conley (lost ball; steal by C. Capela),,53-63,,
7:56.0,,,53-65,2,E. Gordon makes 2-pt shot at rim (assist by J. Harden)
7:56.0,Memphis full timeout,,53-65,,
7:56.0,D. Brooks enters the game for A. Harrison,,53-65,,
7:46.0,Shooting foul by E. Gordon (drawn by J. Ennis),,53-65,,
7:46.0,J. Ennis makes free throw 1 of 2,1,54-65,,
7:46.0,,,54-65,,L. Mbah a Moute enters the game for E. Gordon
7:46.0,C. Parsons enters the game for J. Martin,,54-65,,
7:46.0,J. Ennis makes free throw 2 of 2,1,55-65,,
7:31.0,,,55-65,,J. Harden misses 3-pt shot from 27 ft
7:28.0,,,55-65,,Offensive rebound by R. Anderson
7:15.0,,,55-65,,R. Anderson misses 2-pt shot from 18 ft
7:15.0,Defensive rebound by Team,,55-65,,
7:15.0,,,55-65,,Personal foul by C. Capela (drawn by M. Gasol)
7:15.0,,,55-65,,N. Hilario enters the game for C. Capela
7:15.0,,,55-65,,P. Tucker enters the game for R. Anderson
7:08.0,,,55-65,,Def 3 sec tech foul by P. Tucker
7:08.0,M. Conley makes technical free throw,1,56-65,,
6:59.0,J. Ennis misses 2-pt shot from 5 ft,,56-65,,
6:56.0,,,56-65,,Defensive rebound by P. Tucker
6:53.0,,,56-65,,T. Ariza misses 3-pt shot from 24 ft
6:53.0,Defensive rebound by M. Conley,,56-65,,
6:36.0,C. Parsons makes 3-pt shot from 26 ft (assist by M. Conley),3,59-65,,
6:14.0,,,59-67,2,J. Harden makes 2-pt shot from 1 ft (assist by N. Hilario)
6:03.0,M. Conley misses 2-pt shot from 4 ft,,59-67,,
6:00.0,,,59-67,,Defensive rebound by P. Tucker
5:54.0,,,59-67,,L. Mbah a Moute misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by J. Ennis,,59-67,,
5:47.0,C. Parsons misses 3-pt shot from 26 ft,,59-67,,
5:44.0,,,59-67,,Defensive rebound by L. Mbah a Moute
5:38.0,,,59-67,,L. Mbah a Moute misses 2-pt shot from 2 ft
5:35.0,Defensive rebound by J. Ennis,,59-67,,
5:34.0,Turnover by J. Ennis (bad pass; steal by T. Ariza),,59-67,,
5:33.0,,,59-67,,Shooting foul by M. Gasol (drawn by L. Mbah a Moute)
5:33.0,,,59-68,1,L. Mbah a Moute makes free throw 1 of 2
5:33.0,M. Chalmers enters the game for M. Conley,,59-68,,
5:33.0,,,59-69,1,L. Mbah a Moute makes free throw 2 of 2
5:15.0,Shooting foul by N. Hilario (drawn by M. Gasol),,59-69,,
5:15.0,M. Gasol makes free throw 1 of 2,1,60-69,,
5:15.0,M. Gasol makes free throw 2 of 2,1,61-69,,
4:55.0,,,61-69,,Turnover by L. Mbah a Moute (step out of bounds)
4:36.0,M. Chalmers misses 2-pt shot from 1 ft,,61-69,,
4:24.0,Offensive rebound by J. Ennis,,61-69,,
4:24.0,J. Ennis makes 2-pt shot at rim,2,63-69,,
4:23.0,,,63-69,,Turnover by P. Tucker (bad pass)
4:12.0,Turnover by M. Gasol (out of bounds lost ball),,63-69,,
4:01.0,,,63-69,,Turnover by J. Harden (turnover)
3:48.0,C. Parsons misses 2-pt shot from 1 ft,,63-69,,
3:45.0,,,63-69,,Defensive rebound by T. Ariza
3:41.0,,,63-69,,Turnover by J. Harden (bad pass)
3:20.0,,,63-69,,Technical foul by N. Hilario
3:20.0,M. Gasol makes technical free throw,1,64-69,,
3:07.0,M. Chalmers makes 3-pt shot from 27 ft,3,67-69,,
2:46.0,,,67-69,,P. Tucker misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by C. Parsons,,67-69,,
2:38.0,C. Parsons misses 2-pt shot from 2 ft,,67-69,,
2:36.0,,,67-69,,Defensive rebound by J. Harden
2:26.0,,,67-71,2,J. Harden makes 2-pt shot at rim
2:11.0,Shooting foul by T. Ariza (drawn by J. Ennis),,67-71,,
2:11.0,,,67-71,,Houston full timeout
2:11.0,T. Evans enters the game for D. Brooks,,67-71,,
2:11.0,B. Wright enters the game for M. Gasol,,67-71,,
2:11.0,J. Ennis misses free throw 1 of 2,,67-71,,
2:11.0,Offensive rebound by Team,,67-71,,
2:11.0,J. Ennis makes free throw 2 of 2,1,68-71,,
1:48.0,,,68-74,3,P. Tucker makes 3-pt shot from 26 ft (assist by J. Harden)
1:22.0,B. Wright misses 2-pt shot from 7 ft,,68-74,,
1:20.0,,,68-74,,Defensive rebound by T. Ariza
1:13.0,,,68-74,,J. Harden misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by J. Ennis,,68-74,,
1:02.0,Shooting foul by J. Harden (drawn by C. Parsons),,68-74,,
1:02.0,C. Parsons makes free throw 1 of 2,1,69-74,,
1:02.0,,,69-74,,E. Gordon enters the game for T. Ariza
1:02.0,,,69-74,,R. Anderson enters the game for J. Harden
1:02.0,D. Brooks enters the game for J. Ennis,,69-74,,
1:02.0,C. Parsons makes free throw 2 of 2,1,70-74,,
0:53.0,,,70-76,2,N. Hilario makes 2-pt shot from 2 ft (assist by E. Gordon)
0:39.0,Turnover by D. Brooks (traveling),,70-76,,
0:34.0,,,70-76,,E. Gordon misses 3-pt shot from 26 ft
0:31.0,,,70-76,,Offensive rebound by R. Anderson
0:16.0,,,70-76,,P. Tucker misses 3-pt shot from 23 ft
0:12.0,,,70-76,,Offensive rebound by N. Hilario
0:02.0,,,70-76,,E. Gordon misses 3-pt shot from 25 ft
0:01.0,,,70-76,,Offensive rebound by R. Anderson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,M. Chalmers misses 3-pt shot from 27 ft,,70-76,,
11:34.0,,,70-76,,Defensive rebound by R. Anderson
11:19.0,Personal foul by C. Parsons (drawn by E. Gordon),,70-76,,
11:19.0,J. Ennis enters the game for C. Parsons,,70-76,,
11:05.0,,,70-76,,P. Tucker misses 3-pt shot from 26 ft
11:05.0,Defensive rebound by Team,,70-76,,
10:50.0,J. Ennis makes 2-pt shot from 12 ft (assist by M. Chalmers),2,72-76,,
10:30.0,,,72-76,,Turnover by E. Gordon (lost ball; steal by M. Chalmers)
10:28.0,J. Ennis misses 2-pt shot from 1 ft,,72-76,,
10:28.0,Offensive rebound by Team,,72-76,,
10:13.0,,,72-76,,E. Gordon misses 2-pt shot from 8 ft
10:10.0,Defensive rebound by B. Wright,,72-76,,
10:06.0,T. Evans misses 2-pt shot from 3 ft,,72-76,,
10:03.0,,,72-76,,Defensive rebound by R. Anderson
9:49.0,,,72-76,,E. Gordon misses 3-pt shot from 28 ft
9:46.0,,,72-76,,Offensive rebound by P. Tucker
9:44.0,,,72-76,,T. Ariza misses 3-pt shot from 25 ft
9:42.0,,,72-76,,Offensive rebound by P. Tucker
9:32.0,,,72-76,,Shooting foul by T. Evans (drawn by E. Gordon)
9:32.0,,,72-77,1,E. Gordon makes free throw 1 of 2
9:32.0,,,72-78,1,E. Gordon makes free throw 2 of 2
9:20.0,Shooting foul by L. Mbah a Moute (drawn by D. Brooks),,72-78,,
9:20.0,D. Brooks misses free throw 1 of 2,,72-78,,
9:20.0,Offensive rebound by Team,,72-78,,
9:20.0,D. Brooks makes free throw 2 of 2,1,73-78,,
9:08.0,,,73-81,3,R. Anderson makes 3-pt shot from 22 ft (assist by T. Ariza)
8:44.0,T. Evans misses 2-pt shot from 17 ft,,73-81,,
8:41.0,,,73-81,,Defensive rebound by L. Mbah a Moute
8:35.0,,,73-83,2,E. Gordon makes 2-pt shot from 1 ft
8:35.0,Memphis full timeout,,73-83,,
8:35.0,M. Gasol enters the game for B. Wright,,73-83,,
8:16.0,M. Gasol misses 2-pt shot from 3 ft,,73-83,,
8:16.0,Offensive rebound by Team,,73-83,,
8:12.0,M. Chalmers misses 2-pt shot from 20 ft,,73-83,,
8:08.0,,,73-83,,Defensive rebound by P. Tucker
8:00.0,,,73-83,,Offensive foul by L. Mbah a Moute (drawn by J. Ennis)
8:00.0,,,73-83,,Turnover by L. Mbah a Moute (offensive foul)
8:00.0,M. Conley enters the game for D. Brooks,,73-83,,
7:42.0,M. Chalmers makes 2-pt shot from 21 ft,2,75-83,,
7:29.0,,,75-86,3,E. Gordon makes 3-pt shot from 27 ft
7:03.0,M. Gasol makes 2-pt shot from 3 ft (assist by M. Chalmers),2,77-86,,
7:03.0,Shooting foul by T. Ariza (drawn by M. Gasol),,77-86,,
7:03.0,,,77-86,,J. Harden enters the game for E. Gordon
7:03.0,M. Gasol makes free throw 1 of 1,1,78-86,,
6:45.0,,,78-86,,Turnover by L. Mbah a Moute (out of bounds lost ball)
6:36.0,Offensive foul by J. Ennis (drawn by T. Ariza),,78-86,,
6:36.0,Turnover by J. Ennis (offensive foul),,78-86,,
6:36.0,,,78-86,,C. Capela enters the game for R. Anderson
6:22.0,,,78-88,2,J. Harden makes 2-pt shot from 3 ft
6:22.0,,,78-88,,Shooting foul by M. Conley (drawn by J. Harden)
6:22.0,,,78-88,,J. Harden misses free throw 1 of 1
6:19.0,Defensive rebound by J. Ennis,,78-88,,
6:09.0,M. Conley makes 2-pt shot from 2 ft,2,80-88,,
5:47.0,,,80-88,,J. Harden misses 3-pt shot from 29 ft
5:44.0,Defensive rebound by M. Gasol,,80-88,,
5:29.0,M. Gasol makes 2-pt shot from 14 ft (assist by T. Evans),2,82-88,,
5:11.0,,,82-88,,J. Harden misses 2-pt shot from 18 ft
5:09.0,Defensive rebound by T. Evans,,82-88,,
4:54.0,M. Gasol misses 3-pt shot from 26 ft,,82-88,,
4:52.0,,,82-88,,Defensive rebound by J. Harden
4:37.0,,,82-88,,C. Capela misses 2-pt shot from 4 ft
4:34.0,Defensive rebound by T. Evans,,82-88,,
4:27.0,T. Evans makes 3-pt shot from 27 ft,3,85-88,,
4:24.0,,,85-88,,Houston full timeout
4:24.0,,,85-88,,E. Gordon enters the game for L. Mbah a Moute
4:24.0,,,85-88,,R. Anderson enters the game for C. Capela
4:05.0,,,85-88,,J. Harden misses 3-pt shot from 26 ft
4:02.0,,,85-88,,Offensive rebound by P. Tucker
3:56.0,,,85-88,,P. Tucker misses 3-pt shot from 22 ft
3:53.0,Defensive rebound by T. Evans,,85-88,,
3:30.0,M. Conley misses 3-pt shot from 26 ft,,85-88,,
3:30.0,,,85-88,,Defensive rebound by Team
3:17.0,,,85-88,,E. Gordon misses 3-pt shot from 27 ft
3:15.0,Defensive rebound by Team,,85-88,,
3:02.0,M. Conley makes 3-pt shot from 25 ft,3,88-88,,
2:46.0,,,88-88,,Offensive foul by J. Harden
